"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","recordNumber","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","fieldNumber","class"
"11","2021-03-01 16:33:54-03","UNICAMP","UEC","156046","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Eriocnema","acaulis","Eriocnema acaulis","Triana",NA,NA,NA,NA,"Andrade, PM; Guimarães Neto, AS","1998","06","18","Brazil","Minas Gerais","Ouro Preto","Est. Ecológica Tripui, 3 ª ponte linha férrea. Córrego Tripuí.","-43.5080986022949","-20.2875003814697","44599","Com frutos marrons.; Sobre pedra, beira d'água.","auto","1549",NA,NA,"UEC076109","UEC076109",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:33:54-03","UNICAMP","UEC","156047","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Eriocnema","acaulis","Eriocnema acaulis","Triana",NA,NA,NA,NA,"Andrade, PM; Guimarães Neto, AS","1998","08","16","Brazil","Minas Gerais","Ouro Preto","Est. Ecológica Tripui, 3 ª ponte linha férrea. Córrego Tripuí.","-43.5080986022949","-20.2875003814697","44599","Herbáceo. Com frutos verdes-amarelados.; Sobre pedra, beira d'água.","auto","1550",NA,NA,"UEC076110","UEC076110",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:33:54-03","UNICAMP","UEC","104907","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Eriocnema","acaulis","Eriocnema acaulis","Triana",NA,NA,NA,NA,"Andrade, PM","1997","12","15","Brazil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Córrego Belchior","-43.5080986022949","-20.2875003814697","44599","flor branca, Córrego Belchior","auto","1544",NA,NA,"UEC079673","UEC079673",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:33:54-03","UNICAMP","UEC","161547","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin",NA,NA,NA,NA,"Almeda, F; Martins, AB; Fritsch, PW; Belinello, R","2001","10","09","Brazil","Minas Gerais","Ouro Preto","Estação Ecológica Tripui. Along Córrego Tripui below the fifth railroad bridge just before the tunnel.","-43.536944","-20.395",NA,"Rhizomatous semi-succulent herb in post-mature fruit. Local and uncommon. On shaded jagged somewhat terraced vertical shistose banks.",NA,"8416",NA,NA,"UEC039130","UEC039130","1182",NA,"-43.536944","-20.395","1182",NA,NA
"15","2021-03-01 16:33:54-03","UNICAMP","UEC","104911","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin","Andrade, PM","1997",NA,NA,"Andrade, PM","1997","12","08","Brazil","Minas Gerais","Nova Lima","Reserva Biológica da Mata do Jambeiro","-43.8466987609863","-19.9855995178223","29211","Flora branca. Herbáceo.; Sobre pedra, beira d'água, mata estacional semidecidual montana.","auto","1542",NA,NA,"UEC050232","UEC050232",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:33:54-03","UNICAMP","UEC","60066","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin",NA,NA,NA,NA,"Andrade, PM","1990","11","26","Brazil","Minas Gerais","Nova Lima","Reserva Biológica Mata do Jambeiro.","-43.8466987609863","-19.9855995178223","29211","Flores brancas, anteras amarelas, herbácea, em mata sobre pedra.","auto","27092",NA,NA,"UEC050429","UEC050429",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:33:54-03","UNICAMP","UEC","104905","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin","Andrade, PM","1997",NA,NA,"Andrade, PM","1997","03",NA,"Brazil","Minas Gerais","Nova Lima","Sobre pedra, beira d'água, mata estacional semidecidual montana.&nf;Reserva Biológica Mata do Jambreiro.","-43.8466987609863","-19.9855995178223","29211","Herbáceo.&nf;Com frutos, secos, abertos.","auto","1541",NA,NA,"UEC007364","UEC007364",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:33:54-03","UNICAMP","UEC","104910","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin",NA,NA,NA,NA,"Andrade, PM; Martins, AM","1997","12","15","Brazil","Minas Gerais","Ouro Preto","APA Cachoeira da Andorinha","-43.5080986022949","-20.2875003814697","44599","flor branca, população agrupada no paredão; sobre pedra, beira d#?#água, mata ciliar","auto","1545",NA,NA,"UEC079671","UEC079671",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:33:54-03","UNICAMP","UEC","156048","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin",NA,NA,NA,NA,"Andrade, PM; Martins, AM","1998","08","16","Brazil","Minas Gerais","Ouro Preto","APA Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697","44599","Herbáceo. Frutos secos.; Local muito úmido, beria d#?#água sobre pedra.","auto","1547",NA,NA,"UEC076111","UEC076111",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:33:54-03","UNICAMP","UEC","156064","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin",NA,NA,NA,NA,"Andrade, PM; Martins, AM","1998","06","18","Brazil","Minas Gerais","Ouro Preto","APA Cachoeira das Andorinhas.","-43.5080986022949","-20.2875003814697","44599","Herbáceo. Com fruto seco.","auto","1546",NA,NA,"UEC076099","UEC076099",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:33:54-03","UNICAMP","UEC","156065","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin",NA,NA,NA,NA,"Andrade, PM; Martins, AM","1998","06","18","Brazil","Minas Gerais","Ouro Preto","APA Cachoeira das Andorinhas.","-43.5080986022949","-20.2875003814697","44599","Herbáceo. 2 frutos verdes.; Local muito úmidobeira d'água, sobre pedra.","auto","1548",NA,NA,"UEC076100","UEC076100",NA,NA,NA,NA,NA,NA,NA
"22","2020-03-12 10:29:18-03","UFOP","OUPR","34252","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Eriocnema","acaulis","Eriocnema acaulis","Triana","Pedrosa, L.G.","2019","07","06","Pedrosa, L.G.","2019","07","06","Brasil","Minas Gerais","Ouro Preto/ Mariana","Parque Estadual do Itacolomi",NA,NA,NA,"Erva pendente. Flores não observadas. Afloramento rochoso.",NA,"1728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-03-12 10:29:18-03","UFOP","OUPR","35106","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Eriocnema","acaulis","Eriocnema acaulis","Triana","Echternacht, L.","2019","05","03","Pira, J.C.; Echternacht, L. & Rosa, R.M.S.","2019","05","03","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Serrinha, ao longo da enconsta úmida do riacho.","-43.441389","-20.412778",NA,"Erva ca de 50 cm, com haste floral escarlate, com folhas pilosas.",NA,"62",NA,NA,NA,NA,"1046",NA,"-43.441389","-20.412778","1046",NA,NA
"24","2020-03-12 10:29:18-03","UFOP","OUPR","35105","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Eriocnema","acaulis","Eriocnema acaulis","Triana","Echternacht, L.","2019","05","03","Pira, J.C.; Echternacht, L. & Rosa, R.M.S.","2019","05","03","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Serrinha, ao longo da enconsta úmida do riacho.","-43.441389","-20.412778",NA,"Erva ca de 50 cm, com haste floral escarlate, com folhas pilosas.",NA,"61",NA,NA,NA,NA,"1046",NA,"-43.441389","-20.412778","1046",NA,NA
"25","2019-11-06 09:56:21-03","UFOP","OUPR","5816","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Eriocnema","acaulis","Eriocnema acaulis","Triana","Damazio, L.B.",NA,NA,NA,"Damazio, L.B.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697","44599",NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-06 09:56:21-03","UFOP","OUPR","5817","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Eriocnema","acaulis","Eriocnema acaulis","Triana","Magalhães-Gomes, F.M.",NA,NA,NA,"s.col.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697","44599","Terreno úmido. Erva","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-06 10:17:17-03","UFOP","OUPR","29512","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin","Messias, M.C.T.B.","2016","11","28","Echternacht, L.; Bastos, T.V.","2016","11","27","Brasil","Minas Gerais","Ouro Preto","Parque Municipal da Cachoeira das Andorinhas, Estrada de Ouro Preto para Antônio Pereira, aproximadamente 3,5 km após a Fazenda Campo Grande, seguimos pela estrada no alto da Serra de Ouro Preto em direção às antenas ainda por 2 km, depois pegamos um","-43.494708","-20.347025",NA,"Epífita cobrindo o paredão da cascatinha. Pecíolo vermelho, escapo creme, pedicelo creme, sépalas esverdeadas, pétalas creme, androceu e gineceu amarelos.; Queda d#?#água de aproximadamente 8 m. Floresta bem constituída, local aparentemente preservado.",NA,"2690",NA,NA,NA,NA,"1069",NA,"-43.494708","-20.347025","1069",NA,NA
"28","2020-03-12 10:29:18-03","UFOP","OUPR","34245","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin","Pedrosa, L.G.","2019","07","06","Pedrosa, L.G.","2019","07","06","Brasil","Minas Gerais","Ouro Preto/ Mariana","Parque Estadual do Itacolomi",NA,NA,NA,"Erva, 25cm. Flores brancas. Afloramento rochoso.",NA,"1721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-06 09:56:21-03","UFOP","OUPR","5819","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin","Badini, J.","1982","09","30","Badini, J.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697","44599","Barrancos a beira de corrego. Flores pálidas","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-06 09:56:21-03","UFOP","OUPR","5820","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin","Damazio, L.B.",NA,NA,NA,"Damazio, L.B.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Tripuí","-43.5080986022949","-20.2875003814697","44599",NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-06 09:56:21-03","UFOP","OUPR","21764","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin","Badini, J.","1974","08","06","Badini, J.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Tripuí","-43.5080986022949","-20.2875003814697","44599","Barrancos. Erva. Flores brancas","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-03-09 18:11:32-03","MNHN","RECOLNAT_MNHN_P","P00761360","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Eriocnema","acaulis","Eriocnema acaulis","Triana","Andrane",NA,NA,NA,"Glaziou, A.","1893","12","27","Brésil",NA,NA,"Ouro Preto (Minas)",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00761360' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P00761360","P00761360_01",NA,NA,NA,NA,NA,"20307",NA
"33","2015-06-17 15:59:00-03","MNHN","RECOLNAT_MNHN_P","P02274299","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Eriocnema","acaulis","Eriocnema acaulis","Triana",NA,NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,"Brésil",NA,NA,"Brésil méridional. Collines près de Villa Ricca.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02274299' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P02274299","P02274299_01",NA,NA,NA,NA,NA,NA,NA
"34","2015-11-07 08:51:31-02","MNHN","RECOLNAT_MNHN_P","P02274300","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Eriocnema","acaulis","Eriocnema acaulis","Triana",NA,NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,"Brésil",NA,NA,"Brésil méridional. Collines près de Villa Ricca.",NA,NA,NA,"Cette part porte le n° de récolte 178 de St Hilaire à Minas Geraes, entre 1816 et 1821. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02274300' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P02274300","P02274300_01",NA,NA,NA,NA,NA,NA,NA
"35","2015-09-04 21:10:54-03","MNHN","RECOLNAT_MNHN_P","P05317021","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Eriocnema","acaulis","Eriocnema acaulis","Triana",NA,NA,NA,NA,"Schwacke","1891","12","12","Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697","44599","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05317021' target='other'> <mi>dwc_moreinfo</mi></a>","auto",NA,NA,"hb","P05317021","P05317021_01",NA,NA,NA,NA,NA,"7441",NA
"36","2016-03-09 18:11:32-03","MNHN","RECOLNAT_MNHN_P","P00761359","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin",NA,NA,NA,NA,"Claussen, P.","1843","1","1","Brésil",NA,NA,"s.loc.",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00761359' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P00761359","P00761359_01",NA,"type",NA,NA,NA,"107",NA
"37","2020-10-07 17:11:02-03","MNHN","RECOLNAT_MNHN_P","P00761361","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin","Andrade",NA,NA,NA,"Glaziou, A.","1891","1","27","Brésil",NA,NA,"Minas Geraes: Rio macacos, à Faria",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00761361' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P00761361","P00761361_01",NA,NA,NA,NA,NA,"18230",NA
"38","2016-12-08 11:51:07-02","MNHN","RECOLNAT_MNHN_P","P02274298","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin","Martin & Cremers",NA,NA,NA,"Claussen, P.","1843","12",NA,"Brésil",NA,NA,"Minas Geraes. Ribeiro Blanco [Prope flumen vulgo Ribeiro Mauro]",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02274298' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P02274298","P02274298_01",NA,"holotype",NA,NA,NA,"107",NA
"39","2016-03-09 18:11:32-03","MNHN","RECOLNAT_MNHN_P","P00761358","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Eriocnema","hilariana","Eriocnema hilariana","Naudin","Spach",NA,NA,NA,"Saint-Hilaire, A. de","1816","1","1","Brésil",NA,NA,"Province de Minas Geraes",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00761358' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P00761358","P00761358_01",NA,"type",NA,NA,NA,"Voyage d'Auguste de Siant-Hilaire de 1816 à 1821/B1 178",NA
"40","2020-12-11 11:38:05-03","UFMG","BHCB","177375","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin",NA,"2015","06","01","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2015","05","13","Brasil","Minas Gerais","Mariana","RPPN Horto Alegria","-43.436667","-20.153611",NA,"Erva rupícola; pecíolo e nervura da face abaxial vermelha; raque da inflorescência coberta por tricomas vermelhos; frutos imaturos cremes e quando maduros castanhos.; Afloramento Rochoso Quartzítico lapa próximo a curso d'água",NA,"2219","Southern America",NA,NA,NA,NA,NA,"-43.436667","-20.153611",NA,NA,NA
"41","2020-12-11 11:38:05-03","UFMG","BHCB","179696","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin",NA,"2015","11","17","Kamino, LHY; Carmo, FF","2014","04","16","Brasil","Minas Gerais","Morro do Pilar","Rio Mata Cavalo, Vale do rio.","-43.403056","-19.154722",NA,"Herbáceo, tricomas vermelhos; Sobre paredão úmido e sombreado de Dolina de uma cavidade",NA,"1888","Southern America",NA,"BHCB036904",NA,"730",NA,"-43.403056","-19.154722","730",NA,NA
"42","2020-12-11 11:38:05-03","UFMG","BHCB","68056","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin",NA,NA,NA,NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348","20553",NA,"auto","6730","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:38:05-03","UFMG","BHCB","40296","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303","13827",NA,"auto","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-11 11:38:05-03","UFMG","BHCB","41000","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","APA Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697","44599",NA,"auto","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-11 11:38:05-03","UFMG","BHCB","41001","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin",NA,NA,NA,NA,"Andrade, PM de; Neto, ASG","1997","12","15","Brasil","Minas Gerais","Ouro Preto","Estação Ecológica Estadual do Tripuí., Sobre pedra. Beira d'água, mata ciliar.","-43.5080986022949","-20.2875003814697","44599","Herbáceo. Flor branca, ponte da linha férrea.","auto","1543","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:38:05-03","UFMG","BHCB","20008","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin",NA,NA,NA,NA,"Hatschbach, G; Silva, JM","1994","01","15","Brasil","Paraná","Guaratuba","Local descampado.","-48.5746994018555","-25.8827991485596","41937","Flor alva.; Mata pluvial, base do morro.","auto","59817","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:38:05-03","UFMG","BHCB","1154","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin",NA,NA,NA,NA,"Cardoso, DBOS","1903","11","29","Brasil","Minas Gerais","Ouro Preto","Margem do Funil.","-43.5080986022949","-20.2875003814697","44599","Flor Branca. Subarbusto.","auto","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-11 11:38:05-03","UFMG","BHCB","180801","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin",NA,NA,NA,NA,"Ordones, J; Ferreira Júnior, CA","2015","11","25","Brasil","Minas Gerais","Nova Lima","Mata do Jambreiro.","-43.8466987609863","-19.9855995178223","29211","Plantas com folhas alternas, endêmica. Flores brancas e anteras amarelas; Floresta Estacional Semidecidual. Mata Atlântica","auto","2259","Southern America",NA,"BHCB036596",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-11 11:38:05-03","UFMG","BHCB","20007","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin",NA,NA,NA,NA,"Andrade, PM de","1990","12","16","Brasil","Minas Gerais","Nova Lima","Reserva Biológica do Jambreiro","-43.8466987609863","-19.9855995178223","29211","Herbáceo. Flor branca. Material raro.; Mata (sobre pedra).","auto","1462","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-11 11:38:05-03","UFMG","BHCB","20005","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin",NA,NA,NA,NA,"Andrade, PM de","1991","04","17","Brasil","Minas Gerais","Nova Lima","Reserva Biológica do Jambreiro","-43.8466987609863","-19.9855995178223","29211","Mata (sobre pedra). Herbáceo. Fruto verde, Local sombreado. Área 1. Material raro.","auto","1463","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
