"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","521606","PreservedSpecimen","Plantae","Melastomataceae","Miconia","francavillana","Miconia francavillana","S. A. Mori","1979","12","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=587921' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521606","Magnoliophyta","Myrtales","Cogn.","J. J. Wurdack","13127","Bahia","Andaraí","Nova Rodovia Andarai/Mucugê, a 15-20 km ao S de Andarai. Mata de Cipó","-41.33","-12.8","800","800","NY00521606_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3272146","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","J. M. Cruxent","1952","01","01","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3600642' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272146","Magnoliophyta","Myrtales","(L.) DC.",NA,"48","Amazonas",NA,"Rio Ugueto. Margenes del rio.","-63.983","2.175","340","340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00987551","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","C. A. Cid Ferreira","1980","06","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273622' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987551","Magnoliophyta","Myrtales","(L.) DC.",NA,"1080","Pará","Oriximiná","A 200 m da margem esquerda da estrada da cachoeira Porteira paralela ao rio Trombetas km 10","-57.0143947","-1.0074582",NA,NA,"NY00987551_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00987595","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","J. H. Kirkbride Jr.","1977","02","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273648' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987595","Magnoliophyta","Myrtales","(L.) DC.","J. J. Wurdack","2898","Pará",NA,"Along BR 163, Cuiabá-Santarém road, Km 838-839","-54.9153972","-9.0949088",NA,NA,"NY00987595_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00987547","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","M. Oliveira Santos","1979","06","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273619' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987547","Magnoliophyta","Myrtales","(L.) DC.","M. R. dos Santos","648","Pará","Almeirim","Estrada da Agua Azul","-52.5817","-1.5233",NA,NA,"NY00987547_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00987588","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","N. T. da Silva",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272564' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987588","Magnoliophyta","Myrtales","(L.) DC.",NA,"1263","Amapá",NA,NA,NA,NA,NA,NA,"NY00987588_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","3272114","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","W. E. Broadway","1921","07","10","South America","French Guiana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3600610' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272114","Magnoliophyta","Myrtales","(L.) DC.",NA,"728","Cayenne",NA,"Badreul. Vicinity of Cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00987583","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","G. T. Prance","1968","10","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273639' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987583","Magnoliophyta","Myrtales","(L.) DC.",NA,"8005","Amazonas","Lábrea","2-3 Km SW of Lábrea","-64.8142187","-7.2810813",NA,NA,"NY00987583_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","755186","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","C. Ehringhaus","1999","01","26","South America","Brazil","sheet",NA,"#arvore: T1233 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=899716' target='other'> <mi>dwc_moreinfo</mi></a>","NY00755186","Magnoliophyta","Myrtales","(L.) DC.","C. Ehringhaus","946","Acre","Xapuri","Reserva Extrativista Chico Mendes, Seringal Dois Irmãos, Colocação Já Começa","-68.3030556","-10.5644444",NA,NA,"NY00755186_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","521650","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","A. Furlan","1988","04","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=574483' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521650","Magnoliophyta","Myrtales","(L.) DC.","R. Romero","368","São Paulo","Ubatuba",NA,"-45.0697","-23.4303",NA,NA,"NY00521650_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","3272141","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","L. W. Williams","1905","04","25","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3600637' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272141","Magnoliophyta","Myrtales","(L.) DC.",NA,"14623","Amazonas","Rio Negro","San Carlos",NA,NA,"100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","3272102","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","H. H. Rusby","1886","05","01","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3600536' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272102","Magnoliophyta","Myrtales","(L.) DC.",NA,"2250","La Paz",NA,"Guanai",NA,NA,"610","610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00924705","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","L. M. M. Carreira","1983","03","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991736' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924705","Magnoliophyta","Myrtales","(L.) DC.","M. G. da Silva","637","Mato Grosso","Chapada dos Guimarães","São Vicente, cachoeirinha.","-55.7494","-15.4608",NA,NA,"NY00924705_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01855459","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","M. K. Caddah","2011","10","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2083143' target='other'> <mi>dwc_moreinfo</mi></a>","NY01855459","Magnoliophyta","Myrtales","(L.) DC.","R. Goldenberg","876","Roraima","Caracaraí","Parque Nacional do Viruá.","-61.1318779","1.3183289","64",NA,"NY01855459_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00987584","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","C. A. Sothers","1996","05","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273640' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987584","Magnoliophyta","Myrtales","(L.) DC.","S. S. Renner","870","Amazonas",NA,NA,NA,NA,NA,NA,"NY00987584_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00924702","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","D. Philcox","1968","01","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991729' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924702","Magnoliophyta","Myrtales","(L.) DC.","R. M. Harley","3922","Mato Grosso",NA,"Near Base Camp","-51.77","-12.82",NA,NA,"NY00924702_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00924709","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","H. S. Irwin","1966","05","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991748' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924709","Magnoliophyta","Myrtales","(L.) DC.","J. J. Wurdack","16151","Mato Grosso",NA,"Ca. 160 km. N. of Xavantina. Serra do Roncador.","-51.82","-13.3","500","500","NY00924709_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3272161","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","M. Colella","1989","09","16","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3600657' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272161","Magnoliophyta","Myrtales","(L.) DC.",NA,"1470","Bolivar","Sifontes","3-12 km al SE del Campto. CVG-Las Flores.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","3272116","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","J. J. De Granville","1987","08","24","South America","French Guiana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3600612' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272116","Magnoliophyta","Myrtales","(L.) DC.",NA,"9620","Saint-Laurent-du-Maroni",NA,"Camp No 1 Ouman fou Langa Soula - Bassin du Haut-Marouini 1 km en aval","-54","2.88","150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","521642","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","D. Philcox","1967","11","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=574489' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521642","Magnoliophyta","Myrtales","(L.) DC.","R. M. Harley","3264","Mato Grosso",NA,"Immediately SE of base camp","-51.82","-12.82",NA,NA,"NY00521642_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01874188","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","A. P. do N. Prata","2011","05","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2268383' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874188","Magnoliophyta","Myrtales","(L.) DC.","R. Goldenberg","2615b","Sergipe",NA,"Capela. RVS Mata do Junco, Trilha no interior da mata.","-37.06847","-10.9644",NA,NA,"NY01874188_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00987573","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","J. L. Zarucchi","1983","07","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273631' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987573","Magnoliophyta","Myrtales","(L.) DC.",NA,"2926","Amazonas",NA,"Axinim. Basin of Rio Abacaxis, lower Rio Paca ca. 1 Km from its confluence with the Rio Marimari","-58.966667","-4.116667",NA,NA,"NY00987573_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00987580","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","B. V. Rabelo",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272619' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987580","Magnoliophyta","Myrtales","(L.) DC.",NA,"2625","Amapá",NA,NA,NA,NA,NA,NA,"NY00987580_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00987560","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","N. T. da Silva",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272610' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987560","Magnoliophyta","Myrtales","(L.) DC.",NA,"1582","Amapá",NA,NA,NA,NA,NA,NA,"NY00987560_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00987579","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","A. S. L. da Silva","1984","03","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273637' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987579","Magnoliophyta","Myrtales","(L.) DC.","J. J. Wurdack","1925","Pará","Marabá","Serra dos Carajás. N-4, próximo a transição para a mata","-50.1736164","-6.0551244",NA,NA,"NY00987579_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1722507","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","L. Barrabé","2004","07","26","South America","French Guiana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091522' target='other'> <mi>dwc_moreinfo</mi></a>","NY01722507","Magnoliophyta","Myrtales","(L.) DC.","F. A. Michelangeli","96","Cayenne",NA,"Station experimentale de Paracou. Pres du parking du bloc Sud","-52.91666667","5.266666667",NA,NA,"NY01722507_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00987574","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","J. A. C. da Silva","1985","06","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273632' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987574","Magnoliophyta","Myrtales","(L.) DC.",NA,"237","Amazonas","Barcelos","Rio Jauari, dentro do igarapé Pretinho","-63.366667","0.7",NA,NA,"NY00987574_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01806083","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","L.A. Gomes","2011","03","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2129101' target='other'> <mi>dwc_moreinfo</mi></a>","NY01806083","Magnoliophyta","Myrtales","(L.) DC.","F. A. Michelangeli","87","Sergipe",NA,"Capela. RVS Mata do Junco.","-37.0567","-10.5311",NA,NA,"NY01806083_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","3272111","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","F. M. R. Leprieur",NA,NA,NA,"South America","French Guiana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3600607' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272111","Magnoliophyta","Myrtales","(L.) DC.",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","3272104","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","M. Cardenas","1933","11","01","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3600538' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272104","Magnoliophyta","Myrtales","(L.) DC.",NA,"1313","La Paz",NA,"Near Paniagua",NA,NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01318234","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","K. G. Cangani da Silva","2010","11","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1727671' target='other'> <mi>dwc_moreinfo</mi></a>","NY01318234","Magnoliophyta","Myrtales","(L.) DC.","K. G. Cangani da Silva","104","Roraima","Caracaraí","Parque Nacional Viruá, Planta coletada na beira da estrada de acesso para a sede.","-60.9875965","1.4817446",NA,NA,"NY01318234_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","521654","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","Collector unspecified",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=574510' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521654","Magnoliophyta","Myrtales","(L.) DC.",NA,"s.n.","Bahia",NA,NA,"-39.039072","-15.159747",NA,NA,"NY00521654_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","3272150","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","Bernardi","1954","08","23","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3600646' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272150","Magnoliophyta","Myrtales","(L.) DC.",NA,"1554","Bolivar","Uriman","Rio Apacara - 15 km de la boca al Ceroni.",NA,NA,"400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","3272145","PreservedSpecimen","Plantae","Melastomataceae","Miconia","holosericea","Miconia holosericea","G. Davidse","1979","05","08","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3600641' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272145","Magnoliophyta","Myrtales","(L.) DC.",NA,"17432","Amazonas","Atabapo","Southeastern bank of the middle part of Cano Yagua at Cucurital de Yagua.","-66.57","3.6","120","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
