"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","maximumElevationInMeters","decimalLongitude","decimalLatitude","identifiedBy","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","4041729","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","B. MacBryde","878","1971","10","28","South America","Ecuador","Napo","W end of Lago Papallacta","3330","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4348062' target='other'> <mi>dwc_moreinfo</mi></a>","NY04041729",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","4041717","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","F. W. Pennell","10065","1922","09","15","South America","Colombia","Caldas","Paramo del Quindio. Cordillera Central.","3600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4348050' target='other'> <mi>dwc_moreinfo</mi></a>","NY04041717","NY04041717_01",NA,"4200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","4041727","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","H. Balslev","1700","1981","01","23","South America","Ecuador","Pichincha","New road Sto. Domingo-Quito 8 km from turn-off of Panamerican Hwy. Grazed fields.","3000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4348060' target='other'> <mi>dwc_moreinfo</mi></a>","NY04041727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","4041715","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","J. M. Idrobo","3535","1958","09","07","South America","Colombia","Cauca","Macizo Colombiano; páramo de Las Papas, entre El Boquerón y La Hoyola.","3299","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4348048' target='other'> <mi>dwc_moreinfo</mi></a>","NY04041715","NY04041715_01",NA,"3510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02507668","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","J. F. Muñoz Garmendia","3150MG","1996","10","02","South America","Bolivia","La Paz",NA,"4230","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2733119' target='other'> <mi>dwc_moreinfo</mi></a>","NY02507668","NY02507668_01","Larecaja",NA,NA,NA,"R. C. Moran",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","4041744","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","H. Balslev","2043","1981","10","03","South America","Ecuador","Pichincha","Camino Yanacocha al lado noroccidental del Cerro Pichincha.","3200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4348077' target='other'> <mi>dwc_moreinfo</mi></a>","NY04041744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","4041738","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","J. C. Solomon","13656","1985","05","15","South America","Bolivia","La Paz",NA,"4200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4348071' target='other'> <mi>dwc_moreinfo</mi></a>","NY04041738","NY04041738_01","Pedro Domingo Murillo",NA,"-68","-16.32",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 09:58:52-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","08843","S","Plantae","Tracheophyta","Polypodiales","Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schlecht.","Alice & Louis Fay","2845","1990","08","06","América do Sul","Bolívia","La Paz","zongo valley, 60 km La Paz",NA,NA,"GEOGRAFIA: with grammitis and sphagnum sometimes in fairly open areas;",NA,NA,"Murillo Province",NA,NA,NA,"R.C. Moran","Polypodiopsida",NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:42:57-03","NBC","NL-BOTANY","AMD.133394","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","Cleef AM",NA,"1973","04","28","Southern America","Colombia",NA,"Colombiana: Cundinamarca: Cabeceras de la Quebrada Chusa entre la mina de cal del paramo de Palacio y el paramo de Chingaza, Laguna Seca y alrededores. Alte La Cumbre: mancha del bosque alto-andino humedo.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.133394 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD133394","NL-AMD133394",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:42:57-03","NBC","NL-BOTANY","L.3727446","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","Beukema H; Verweij PA",NA,"1991","01","01","Southern America","Colombia",NA,"Caldas; PNN Los Nevados. Finca Normandia; Monochaeto-Weinmannietum mariquitae Andean forest.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3727446 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3727446","NL-L3727446",NA,NA,"-75.2","4.475",NA,"Pteropsida","-75.2","4.475",NA,NA,NA,NA
"21","2020-02-08 10:42:57-03","NBC","NL-BOTANY","U.1002833","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","Cleef AM",NA,"1973","03","10","Southern America","Colombia",NA,"Colombiana,; Arauca: Sierra nevada del Cocuy, Cabeceras de la Quebrada El Playon, patio Bolos Hoya S. Jose, 2 km al ENe del Alto Cusiri. Superparamo pedregoso.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1002833 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1002833","NL-U1002833",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:42:57-03","NBC","NL-BOTANY","U.1002834","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","Boerboom JHA",NA,"1972","02","17","Southern America","Venezuela",NA,"Venezuela; Est. Merida. Paramo de Mucubaji.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1002834 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1002834","NL-U1002834",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:42:57-03","NBC","NL-BOTANY","U.1002835","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","Cleef AM; Uribe Uribe AL",NA,"1972","11","29","Southern America","Colombia",NA,"Colombiana, Cundimarca: paramo de Palacio. Mina de Cal. Suelo calichoso. Helecho en pedregales.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1002835 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1002835","NL-U1002835",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:42:57-03","NBC","NL-BOTANY","U.1002836","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","Cleef AM",NA,"1972","06","11","Southern America","Colombia",NA,"Colombiana. Boyaca; Paramo de Pisva, carretera Socha - La Punca km 62; 6 km al E de Los Pinos.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1002836 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1002836","NL-U1002836",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:42:57-03","NBC","NL-BOTANY","U.1002837","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","Cleef AM",NA,"1973","03","10","Southern America","Colombia",NA,"Colombiana,; Arauca: Sierra nevada del Cocuy, Cabeceras de la Quebrada El Playon, patio Bolos Hoya S. Jose, 2 km al ENe del Alto Cusiri. Superparamo pedregoso.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1002837 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1002837","NL-U1002837",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:42:57-03","NBC","NL-BOTANY","U.1002838","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","Cleef AM",NA,"1972","02","28","Southern America","Colombia",NA,"Colombiana, Bpyaca: Paramos al NW de Belem, cabeceras Quebrada Minas,Hoya Clla. Larga, vertiente N del valle.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1002838 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1002838","NL-U1002838",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:42:57-03","NBC","NL-BOTANY","U.1002839","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","Cleef AM",NA,"1973","01","14","Southern America","Colombia",NA,"Colombiana, Meta: Cerro Nevado del Sumapaz, Quebrada El Nuque, bosque y matorral alto - andino sumamente humedo.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1002839 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1002839","NL-U1002839",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:42:57-03","NBC","NL-BOTANY","U.1002840","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","Cleef AM",NA,"1973","03","07","Southern America","Colombia",NA,"Colombiana, Arauca: Sierra Nevada del Cocuy, Cabeceras de la Quebrada El Playon, Patio Bolos Superparamo ( cerca del limite inferior) 2 km al ENE del Alto Cusiri.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1002840 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1002840","NL-U1002840",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"29","2020-02-08 10:42:57-03","NBC","NL-BOTANY","U.1002841","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","Schulz JP",NA,"1964","02","01","Southern America","Venezuela",NA,"Edo. de Merida, Sierra de Sto. Domingo, Mucubaje, nabij Laguna Negra.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1002841 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1002841","NL-U1002841",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"30","2020-02-08 10:42:57-03","NBC","NL-BOTANY","U.1002842","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","Cuatrecasas J; Jaramillo Mejía R",NA,"1961","09","11","Southern America","Colombia",NA,"Cundinamarca: Macizo de Bogota: Paramo de Chisaca, Laguna Negra.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1002842 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1002842","NL-U1002842",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:42:57-03","NBC","NL-BOTANY","U.1002846","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","Steinbach J",NA,"1929","03","09","Southern America","Bolivia",NA,"Standort auo Bodeu, Cejaswald, Hantas - Aduapna, Prov. Chapare, Depart. Cochabamba.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1002846 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1002846","NL-U1002846",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA
"32","2019-08-27 13:34:47-03","IAP","PACA-AGP","72950","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schlecht. & Cham.",NA,NA,NA,NA,NA,NA,"Equ",NA,"Surocucho - Provincia del Azuay",NA,NA,"3000 m de altura sobre nivel marino; det. (A. Sehnem): Asplenium monanthes L.","PACA072950",NA,NA,NA,NA,NA,"L. Sylvestre","Filicopsida",NA,NA,"2000","03",NA,NA
"33","2017-03-14 10:15:21-03","MNHN","RECOLNAT_MNHN_P","P01413890","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","Glaziou, A.",NA,"1871","6","6",NA,"Brésil",NA,"Itatiaia. Rio Janeiro",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01413890' target='other'> <mi>dwc_moreinfo</mi></a>","P01413890","P01413890_01",NA,NA,NA,NA,"Sylvestre",NA,NA,NA,NA,NA,"5309",NA
"34","2015-09-03 17:26:12-03","MNHN","RECOLNAT_MNHN_P","P01413891","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","Allemão",NA,NA,NA,NA,NA,"Brasil",NA,"Ceara",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01413891' target='other'> <mi>dwc_moreinfo</mi></a>","P01413891","P01413891_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2017-11-18 05:19:00-02","MO","MOBOT","100163690","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","Iván Jiménez|Alfredo F. Fuentes|Rosember Hurtado","Jiménez Pérez 2807","2005","6","19","South America","Bolivia","La Paz","Sendero Kiara nuevo-Puina, pasando a cumbre.","4400.00000000",NA,NA,NA,NA,"Franz Tamayo",NA,"-69.1161111","-14.6633333","A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,"1"
"36","2017-11-18 05:19:00-02","MO","MOBOT","100169142","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","Iván Jiménez","Jiménez Pérez 4838","2008","2","25","South America","Bolivia","La Paz","Parque Nacional Madidi, senda Keara-Mojos, 20 minutos antes de llegar a Tambo Quemado.","3600.00000000",NA,NA,NA,NA,"Franz Tamayo",NA,"-68.9955555","-14.6905555","I. Jiménez, (LPB)",NA,NA,NA,NA,NA,NA,"2"
"37","2017-11-18 05:19:00-02","MO","MOBOT","100169148","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","Iván Jiménez|Alfredo F. Fuentes|Javier Quisbert","Jiménez Pérez 4793","2008","2","23","South America","Bolivia","La Paz","ANMI - Apolobamba, camino Pelechuco - Keara, poco despues del paso Sanchez.","4500.00000000",NA,NA,NA,NA,"Franz Tamayo",NA,"-69.1077778","-14.7452777","I. Jiménez, (LPB)",NA,NA,NA,NA,NA,NA,"2"
"38","2020-06-03 21:58:00-03","MO","MOBOT","100216692","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","S. Achá|Alfredo F. Fuentes|M. Villalobos|Judith Quispe","Achá Macías 180","2009","3","31","South America","Bolivia","La Paz","Área Natural de Manejo Integrado Apolobamba, Chaka, mancha de bosque cerca de campamento.","3461.00000000",NA,NA,NA,NA,"Bautista Saavedra",NA,"-68.7866389","-14.8921944","A.R. Smith (UC)",NA,NA,NA,NA,NA,"09-03","3"
"39","2017-11-18 05:19:00-02","MO","MOBOT","100218417","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","I. Loza|A. T. Fernández C.|Iván Jiménez|R. Sonco","Loza Rivera 598","2009","4","6","South America","Bolivia","La Paz","Area Natural de Manejo Integrado Apolobamba, Hilo Hilo, a los alrededores del campamento Keñua.","4032.00000000",NA,NA,NA,NA,"Franz Tamayo",NA,"-68.94425","-14.8881111","Robbin C. Moran (NY)",NA,NA,NA,NA,NA,"09-06","2"
"40","2014-01-27 12:45:00-02","MO","MOBOT","100332453","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","Isau Huamantupa","Huamantupa Chuquimaco 6964","2005","9","22","South America","Peru","Cusco","Dist. Santa Teresa, Uchuyillaspay.","3883.00000000",NA,NA,NA,NA,"La Convención",NA,"-72.625","-13.1230556","Robbin C. Moran (NY)",NA,NA,NA,NA,NA,NA,"2"
"41","2020-06-06 21:35:00-03","MO","MOBOT","100355727","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","D. Alanes|Alfredo F. Fuentes|M. Ampuero","Alanes 286","2010","7","1","South America","Bolivia","La Paz","Área Natural de Manejo Integrado Apolobamba. Laji-Lurisani, sector Corazón Moco bajando hacia el río Chiata.","3629.00000000",NA,NA,NA,NA,"Bautista Saavedra",NA,"-68.9208056","-14.8604722","T.V. Costa",NA,NA,NA,NA,NA,"10-03","3"
"42","2014-01-27 12:45:00-02","MO","MOBOT","100596259","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","O. Apaza|L. Flores","Apaza 334","2008","2","29","South America","Bolivia","Potosí","Municipio Ocuri, localidad de Canchi Blanca.","3984.00000000",NA,NA,NA,NA,"Chayanta",NA,"-65.7608333","-18.8455555","Robbin C. Moran (NY)",NA,NA,NA,NA,NA,NA,"1"
"43","2020-03-05 17:41:00-03","MO","MOBOT","100975087","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","Alfredo F. Fuentes|M. Ampuero|M. A. Dudley","Fuentes Claros 16388","2010","6","13","South America","Bolivia","La Paz","Área Natural de Manejo Integrado Madidi, Laji Sorapata, Santa Elena, cerca de la unión con el río Laji.","3251.00000000",NA,NA,NA,NA,"Bautista Saavedra",NA,"-68.8575556","-14.8919722","T.V. Costa",NA,NA,NA,NA,NA,"10-48","1"
"44","2019-04-05 13:56:00-03","MO","MOBOT","101123632","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","S.P. Sylvester","Sylvester 2153","2013","5","28","South America","Peru","Cusco","Distrito-Santa Teresa. Polylepis forest at the base of the West facing cliffs at the topmost Eastern portion of the Phacchaq valley, 8 km North of Yanama.","4283.00000000",NA,NA,NA,NA,"La Convención",NA,"-72.8403889","-13.2562222","M. Kessler (Z)",NA,NA,NA,NA,NA,NA,"1"
"45","2008-05-27 22:02:00-03","MO","MOBOT","1246646","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","Harriet G. Barclay","Barclay 6442","1958","12","20","South America","Colombia",NA,"West-facing slope above station 12, second campsite on road to Libano. Open paramo with grasses: rock outcrops above.","4000.00000000",NA,NA,NA,NA,NA,"4050.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2008-05-27 22:02:00-03","MO","MOBOT","1249082","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","Harriet G. Barclay","Barclay 7009","1959","2","15","South America","Colombia","Magdalena",NA,"3570.00000000",NA,NA,NA,NA,"Santa Marta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2008-05-27 22:02:00-03","MO","MOBOT","1271479","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","castaneum","Asplenium castaneum","Schltdl. & Cham.","Harriet G. Barclay","Barclay 7225","1959","4","4","South America","Colombia","Boyacá","In Valle Riacuva east of Guican and below Alto Ritacuva.","3700.00000000",NA,NA,NA,NA,NA,NA,"-72.349334","6.457986",NA,NA,NA,NA,NA,NA,NA,NA
