"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","typeStatus","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","4121941","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.",NA,"J. A. Steyermark","75587","1953","05","24","South America","Venezuela","Bolívar",NA,"vicinity of Base Camp, near Río Tirica, lower southwestern slopes of Chimantá-tepuí (Torono-tepuí)",NA,NA,"1000",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4439660' target='other'> <mi>dwc_moreinfo</mi></a>","NY04121941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","4121938","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.",NA,"J. A. Steyermark","89145","1961","02","05","South America","Venezuela","Bolívar",NA,"Cloud forest on summit of southeast-facing escarpment, east of Cerro El Picacho, N. of Las Nieves and Las Chicharras, 45 kms N of Tumeremo, vicinity of Dehorah. Altiplanicie de Nuria",NA,NA,"600","650","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4439657' target='other'> <mi>dwc_moreinfo</mi></a>","NY04121938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","250693","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.",NA,"G. Klug","1726","1930","10",NA,"South America","Colombia","Putumayo",NA,"Comisaria del Putumayo: Umbria","-76.17","0.9","325","325","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=232962' target='other'> <mi>dwc_moreinfo</mi></a>","NY00250693","NY00250693_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","4121943","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.",NA,"J. A. Steyermark","94831","1966","03","01","South America","Venezuela","Sucre","Peninsula de Paria","Cerro de humo: laderas pendientes de bosque nublado virgen que miran al norte, a lo largo de las cabeceras de uno de los afluentes del Río Santa Isabel, arriba de Sipara, oeste de Santa Isabel, alrededor de 14 kms. al norte del pueblo de Río Grande Arriba, arriba de Boca de Cumana y Punto Siparo, noroeste de Irapa",NA,NA,"1060",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4439662' target='other'> <mi>dwc_moreinfo</mi></a>","NY04121943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","04121902","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.",NA,"T. B. Croat","93450","2004","08","16","South America","Ecuador","Cotopaxi",NA,"Estación Sacha Wiwa, Universidad Polytecnica Salesiana, 0.9 km N of Guasaganda-Pucayaca Rd. departing Hwy. 1.5 km N of Guasaganda","-79.1517","-0.7986","519",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4439606' target='other'> <mi>dwc_moreinfo</mi></a>","NY04121902","NY04121902_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","4121921","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.",NA,"H. Balslev","4674","1983","12","27","South America","Ecuador","Pichincha",NA,"Carretera Quito-Puerto Quito, Km 113, 10 km al Norte de la carretera prinicipal, bosque virgen y alrededores de la reserva","-79.03","0.08","800",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4439640' target='other'> <mi>dwc_moreinfo</mi></a>","NY04121921","NY04121921_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","4121944","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.",NA,"B. Maguire","46782","1962","08","20","South America","Venezuela","Bolívar",NA,"La Escalera",NA,NA,"400",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4439663' target='other'> <mi>dwc_moreinfo</mi></a>","NY04121944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","04121903","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.",NA,"T. B. Croat","87158","2002","09","06","South America","Ecuador","Zamora-Chinchipe",NA,"Vicinity of El Pangui, east of El Pangui, across Río Pachicuza, 0.5 km east of river; disturbed virgin forest along stream","-78.5697","-3.6633","900",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4439614' target='other'> <mi>dwc_moreinfo</mi></a>","NY04121903","NY04121903_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01138114","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.","G. Mathieu","W. W. Thomas","14323","2005","01","16","South America","Brazil","Bahia","Mun. Barro Preto","Serra da Pedra Lascada, 13.7 km from Barro Preto on road passing Fazenda São Miguel towards mountains. Upper slopes and summit.","-39.5361111","-14.7702778","750","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1391760' target='other'> <mi>dwc_moreinfo</mi></a>","NY01138114","NY01138114_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01198628","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.","G. Mathieu","A. M. Amorim","4780","2005","02","07","South America","Brazil","Bahia","Barro Preto","Serra da Pedra Lascada. 13.7 km de Barro Preto, na estrada de acesso à serra. em direção à serra.","-39.2028","-14.7703","600","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1266697' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198628","NY01198628_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","4121906","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.",NA,"A. S. Hitchcock","s.n.","1923","07","05","South America","Ecuador","Guayas",NA,"Teresita, 3 kilometers west of Bucay",NA,NA,"270",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4439625' target='other'> <mi>dwc_moreinfo</mi></a>","NY04121906","NY04121906_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","559079","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.","R. Callejas Posada","R. Callejas Posada","1828","1983","11","30","South America","Brazil","Paraná","Guaraqueçaba","Rio de Cedro, Rodovia Antonina-Guaraqueçaba. Mata de la vertiente Atlántica","-48.53","-25.17",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=232953' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559079","NY00559079_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","4121922","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.",NA,"L. B. Holm-Nielsen","377","1968","06","06","South America","Ecuador","Pastaza",NA,"Shell-Mera rainforest, 2 km N of Shell-Mera","-78.05","-1.48","1050",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4439641' target='other'> <mi>dwc_moreinfo</mi></a>","NY04121922","NY04121922_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","559075","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.",NA,"C. W. Mosén","3459","1875","10","01","South America","Brazil","São Paulo","Santos","Santos","-46.343102","-23.950077",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=232963' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559075","NY00559075_01 NY00559075_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","559071","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.","T. G. Yuncker","E. G. Britton","1283","1920","04","03","South America","Trinidad and Tobago",NA,NA,"Trinidad. Mount Tocuche","-61.409","10.739203",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=232957' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559071","NY00559071_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","4121910","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.",NA,"W. H. Camp","E1237","1944","11","17","South America","Ecuador",NA,NA,"Santiago-Zamora: Oriente: Cordillera Cutucú. Along narrow mflood-plain of río Itzintza","-78","-2.67","1067","1128","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4439629' target='other'> <mi>dwc_moreinfo</mi></a>","NY04121910","NY04121910_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01095550","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.","G. Mathieu","J. G. Jardim","5080","2007","05","04","South America","Brazil","Bahia","Wenceslau Guimarães","Estação Ecológica Estadual Nova Esperança; trilha para o Pico do Urubu, parte inicial","-39.7161","-13.5928","450","650","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1391631' target='other'> <mi>dwc_moreinfo</mi></a>","NY01095550","NY01095550_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1419165","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.","G. Mathieu","A. M. Amorim","4075","2004","04","26","South America","Brazil","Bahia","Barro Preto","Serra da Pedra Lascada. 13.7 km de Barro Preto, na estrada que passa pela Fazenda São Miguel e sobe até o acesso à serra.","-39.2028","-14.7703","600","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1529847' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419165","NY01419165_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","4121920","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.",NA,"H. Balslev","4750","1983","12","27","South America","Ecuador","Pichincha",NA,"Carretera Quito-Puerto Quito, Km 113, 10 km al Norte de la carretera principal, bosque birgen y alrededroes de la reserva","-79.03","0.08","800",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4439639' target='other'> <mi>dwc_moreinfo</mi></a>","NY04121920","NY04121920_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","559077","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.",NA,"G. G. Hatschbach","9835","1962","12","29","South America","Brazil","Paraná","Paranaguá","Sertao do Indaial","-48.5092","-25.5203","10","10","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=232964' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559077","NY00559077_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","4121896","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.",NA,"G. H. H. Tate","1112","1926","04","20","South America","Bolivia",NA,NA,"Ticunhuaya",NA,NA,"1524",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4439598' target='other'> <mi>dwc_moreinfo</mi></a>","NY04121896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","559081","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.","R. Callejas Posada","R. Callejas Posada","1850","1983","12","06","South America","Brazil","Paraná","Cerro Azul","Estrada Rio Branco do Sul-Cerro Azul, 5 km depois do Rio Piedade","-48.75","-25.33",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=232954' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559081","NY00559081_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","4121935","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.",NA,"A. Fernandez","5341","1989","04",NA,"South America","Venezuela","Bolívar","Cedeño","Montañas graniticas, 20 km al E de San José de Kayamá, 45 km al N de Cerro Impacto","-65.2","6.32","1250",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4439654' target='other'> <mi>dwc_moreinfo</mi></a>","NY04121935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","4121915","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.",NA,"E. Asplund","9167","1939","10","09","South America","Ecuador","Napo-Pastaza",NA,"between Tena and Archidona",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4439634' target='other'> <mi>dwc_moreinfo</mi></a>","NY04121915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","559073","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.","R. Callejas Posada","T. W. Henkel","4685","1994","02","23","South America","Guyana","Upper Takutu-Upper Essequibo",NA,"Acarai Mts.; Watuwau Creek, 6-10 k upstream of juncture with Chodikar River","-58.7","1.37","250","250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=232955' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559073","NY00559073_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","559078","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.",NA,"G. G. Hatschbach","9165","1962","05","03","South America","Brazil","Paraná","Paranaguá","Sitio do Meio","-48.5092","-25.5203","3","5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=232965' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559078","NY00559078_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","4121912","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.",NA,"J. Jaramillo","6574","1984","04","07","South America","Ecuador","Pichincha",NA,"Reserva Forestal Endesa, Río Silanche: Corporación Forestal Juan Manuel Durini, km 113 de la carretera Quito-Pto. Quito, faldas occidentales, a 10 km al Norte de la carretera principal","-79.03","0.08","650","700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4439631' target='other'> <mi>dwc_moreinfo</mi></a>","NY04121912","NY04121912_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","4121919","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.",NA,"G. W. Harling","3145","1958","11","07","South America","Ecuador",NA,NA,"Prov. Napo-Pastaza: Mera",NA,NA,"1160",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4439638' target='other'> <mi>dwc_moreinfo</mi></a>","NY04121919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","4121916","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.",NA,"M. A. Baker","5823","1985","03","10","South America","Ecuador","Pastaza",NA,"1 km al N de Shell, por el puente de peatones sobre el Rio Pindo","-78.03","-1.48","1100",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4439635' target='other'> <mi>dwc_moreinfo</mi></a>","NY04121916","NY04121916_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","4121937","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.",NA,"J. A. Steyermark","90522","1962","01","01","South America","Venezuela","Bolívar",NA,"Raudales de Maihia a lo largo del río Paragua","-63.12","4.42","500","510","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4439656' target='other'> <mi>dwc_moreinfo</mi></a>","NY04121937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","559076","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.",NA,"C. W. Mosén","3459","1875","10","01","South America","Brazil","São Paulo","Santos","Santos","-46.343102","-23.950077",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=232961' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559076","NY00559076_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
