"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","scientificNameAuthorship","county","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","individualCount","fieldNumber","typeStatus"
"15","2020-02-08 09:27:53-03","NBC","NL-BOTANY","U.1581802","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Richardia","stellaris","Richardia stellaris",NA,"Meyer T",NA,"1944","02","06","Southern America","Argentina",NA,"Prov. de Corrientes, Dep. Ituzaingó, Loc. estancia ''El Plata''.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1581802 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1581802","(Cham. & Schltdl.) Steud.",NA,NA,NA,"NL-U1581802",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:27:53-03","NBC","NL-BOTANY","U.1581913","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Richardia","stellaris","Richardia stellaris",NA,"Lindeman JC",NA,"1981","02","05","Southern America","Brazil",NA,"Flora Brasiliensis, Rio Grande do Sul, Embrapa-Uepae, former faz. 5 cruzes, 10 km SE of Bagé ruderal place near buildings.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1581913 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1581913","(Cham. & Schltdl.) Steud.",NA,NA,NA,"NL-U1581913",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:27:53-03","NBC","NL-BOTANY","AMD.116172","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Richardsonia","stellaris","Richardsonia stellaris",NA,"Herter WG",NA,"1926","12","01","Southern America","Uruguay",NA,"Plantae Uruguayenses. Barra. Departamento de San Jose.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.116172 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD116172","Cham. & Schltdl.",NA,NA,NA,"NL-AMD116172",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"18","2019-12-04 11:51:29-03","IAP","PACA-AGP","30212","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Richardsonia","stellaris","Richardsonia stellaris","B. Rosengurtt","B. Rosengurtt","11741","1942","04",NA,NA,"Uruguai",NA,"Juan Jackson",NA,NA,NA,"fl. Habitat: in campestribus graminosis Fenofase: flor","PACA030212","Cham. & Schltdl.",NA,NA,NA,NA,"1954",NA,NA,"Magnoliatae","09","15",NA,NA,NA,NA,NA
"19","2019-08-27 13:32:31-03","IAP","PACA-AGP","53432","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Richardsonia","stellaris","Richardsonia stellaris","Emrich-Rambo","Rambo, B.",NA,"1952","11","24",NA,"Brasil","RS",NA,NA,NA,NA,"fl. fr. Habitat: in rupestribus parce humosis Fenofase: flor","PACA053432","Cham. & Schltdl.","Caaró",NA,NA,NA,"1954",NA,NA,"Magnoliatae","09","15",NA,NA,NA,NA,NA
"20","2019-08-27 13:32:31-03","IAP","PACA-AGP","57899","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Richardsonia","stellaris","Richardsonia stellaris","Emrich-Rambo","Pivetta","1093","1953","09","27",NA,"Brasil","RS",NA,NA,NA,NA,"fl. Habitat: in graminosis siccis Fenofase: flor","PACA057899","Cham. & Schltdl.","Pestana",NA,NA,NA,"1957",NA,NA,"Magnoliatae","05","12",NA,NA,NA,NA,NA
"21","2019-08-27 13:32:31-03","IAP","PACA-AGP","3060","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Richardsonia","stellaris","Richardsonia stellaris","Emrich-Rambo","Rambo, B.",NA,"1938","02","10",NA,"Brasil","RS",NA,"-53.3758010864258","-32.5661010742188",NA,"fl. Habitat: in aerodromo Fenofase: flor","PACA003060","Cham. & Schltdl.","Jaguarão",NA,NA,NA,"1954",NA,NA,"Magnoliatae","09","15","49890","auto",NA,NA,NA
"22","2019-08-27 13:32:31-03","IAP","PACA-AGP","48268","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Richardsonia","stellaris","Richardsonia stellaris","Emrich-Rambo","Hatschbach, G.","1029","1948","10","17",NA,"Brasil","PR","Eng. Bley","-49.7158012390137","-25.7696990966797",NA,"fl. Habitat: in campestribus dumetosis Fenofase: flor","PACA048268","Cham. & Schltdl.","Lapa",NA,NA,NA,"1954",NA,NA,"Magnoliatae","09","15","49965","auto",NA,NA,NA
"23","2019-08-27 13:32:31-03","IAP","PACA-AGP","43569","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Richardsonia","stellaris","Richardsonia stellaris","Emrich-Rambo","Rambo, B.",NA,"1949","09","23",NA,"Brasil","RS",NA,"-51.2419013977051","-29.7017002105713",NA,"fl. fr. Habitat: in campestribus arenosis Fenofase: flor","PACA043569","Cham. & Schltdl.","Portão",NA,NA,NA,"1954",NA,NA,"Magnoliatae","09","15","13735","auto",NA,NA,NA
"24","2019-08-27 13:32:31-03","IAP","PACA-AGP","47503","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Richardsonia","stellaris","Richardsonia stellaris","Emrich-Rambo","E. Schmitt SJ",NA,"1942",NA,NA,NA,"Brasil","RS",NA,"-51.1472015380859","-29.7602996826172",NA,"fl. Habitat: in campestribus graminosis Fenofase: flor","PACA047503","Cham. & Schltdl.","São Leopoldo",NA,NA,NA,"1954",NA,NA,"Magnoliatae","09","15","10287","auto",NA,NA,NA
"25","2019-08-27 13:32:31-03","IAP","PACA-AGP","11380","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Richardsonia","stellaris","Richardsonia stellaris","Emrich-Rambo","E. Schmitt SJ",NA,"1942",NA,NA,NA,"Brasil","RS",NA,"-51.1472015380859","-29.7602996826172",NA,"fl. Habitat: in arenosis graminosis Fenofase: flor","PACA011380","Cham. & Schltdl.","São Leopoldo",NA,NA,NA,"1954",NA,NA,"Magnoliatae","09","15","10287","auto",NA,NA,NA
"26","2021-04-07 11:48:23-03","UFMS","CGMS","26003","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Richardia","stellaris","Richardia stellaris","A. Guglieri; F.J.M. Caporal","A. Guglieri; F.J.M. Caporal","1917","2009","05","16",NA,"Brasil","Mato Grosso do Sul","Fazenda Nova Esperança.","-54.8433333","-20.7547222",NA,NA,"CGMS1055431","(Cham. & Schltdl.) Steud.","Sidrolândia","515","515",NA,"2009","-54,8433333","-20,7547222",NA,"05","19",NA,NA,NA,NA,NA
"27","2021-03-01 16:40:12-03","UNICAMP","UEC","207013","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Richardia","stellaris","Richardia stellaris",NA,"Carmo, JAM; Scatigna, AV","326","2015","03","07",NA,"Brazil","Rio Grande do Sul","BR 472, trecho Uruguaiana - Barra do Quaraí","-57.198056","-28.974167",NA,"Erva, formando tapete, corola branca, ápice dos lobos brancos a rosados; Solo encharcado, próximo a banhado","UEC181373","(Cham. & Schltdl.) Steub.",NA,NA,NA,"UEC181373",NA,"-57.198056","-28.974167",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:40:12-03","UNICAMP","UEC","207014","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Richardia","stellaris","Richardia stellaris",NA,"Carmo, JAM; Scatigna, AV","327","2015","03","07",NA,"Brazil","Rio Grande do Sul","BR 472, trecho Uruguaiana - Barra do Quaraí","-57.198056","-28.974167",NA,"Erva, formando tapete, corola branca, ápice dos lobos brancos a rosados; Solo encharcado, próximo a banhado","UEC181374","(Cham. & Schltdl.) Steub.",NA,NA,NA,"UEC181374",NA,"-57.198056","-28.974167",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:40:12-03","UNICAMP","UEC","207012","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Richardia","stellaris","Richardia stellaris","Carmo, JAM","Carmo, JAM; Scatigna, AV","324","2015","03","05",NA,"Brazil","Rio Grande do Sul","BR 290, trecho Alegrete - Uruguaiana","-56.283056","-30.021389",NA,"Erva, formando tapete, corola branca, ápice dos lobos brancos a rosados; Solo encharcado, próximo a banhado","UEC181372","(Cham. & Schltdl.) Steub.",NA,NA,NA,"UEC181372","2020","-56.283056","-30.021389",NA,"02",NA,NA,NA,NA,NA,NA
"30","2019-01-17 11:25:44-02","PUCRS","MPUC","20368","S","Plantae",NA,"Gentianales","Rubiaceae","Richardia","stellaris","Richardia stellaris",NA,"F.R. Galvani",NA,"1995","09","08","South America","Brasil","RS","Parque Estadual do Espinilho, Cerro do Quaraí Chico","-57.5546989440918","-30.2071990966797",NA,NA,NA,"(Cham. & Schltdl.) Steud.","Barra do Quaraí",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"42332","auto","1",NA,NA
"31","2020-06-29 09:32:02-03","UFRRJ","RBR","26465","S","Plantae",NA,NA,"Rubiaceae","Richardsonia","astroites","Richardsonia astroites",NA,NA,"s.n.","1922","06","01",NA,"Brasil","Santa Catarina",NA,NA,NA,NA,NA,"RBR00026465","K.Schum.","São Bento",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:43:55-03","MBM","MBM","230894","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Richardia","stellaris","Richardia stellaris",NA,"Ribas, O.S.","s.n.",NA,NA,NA,"Southern America","Brazil","Paraná","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,"MBM230894","(Cham. & Schltdl.) Steud.","Jaguariaíva",NA,NA,"MBM230894",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA
"33","2020-12-21 16:43:55-03","MBM","MBM","102185","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Richardia","stellaris","Richardia stellaris","Smith, S.F.","Hatschbach, G.; Zelma, F.J.; Zelma, F.J.","49121",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Campestre","-55.9474983215332","-22.1910991668701",NA,NA,"MBM102185","(Cham. & Schltdl.) Steud.","Antônio João",NA,NA,"MBM102185",NA,NA,NA,NA,NA,NA,"38814","auto",NA,NA,NA
"34","2020-12-21 16:43:55-03","MBM","MBM","265499","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Richardia","stellaris","Richardia stellaris","Jardim, J.","Tessmann, G.","2502",NA,NA,NA,"Southern America","Brazil","Paraná","Fazenda Padre Inácio, estrada Curitiba-Palmeira, 10 km antes de Palmeira","-50.0064010620117","-25.4293994903564",NA,"Campo limpo sobformação, campo.","MBM265499","(Cham. & Schltdl.) Steud.","Palmeira",NA,NA,"MBM265499","2009",NA,NA,NA,"07",NA,"35166","auto",NA,NA,NA
"35","2016-01-14 16:26:51-02","MNHN","RECOLNAT_MNHN_P","P02088923","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Richardia","stellaris","Richardia stellaris","Bacigalupo","Balansa",NA,"1874","10","28",NA,"Paraguay",NA,"Paraguari",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02088923' target='other'> <mi>dwc_moreinfo</mi></a>","P02088923","(Cham. & Schltdl.) Steud.",NA,NA,NA,"P02088923_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1781 a",NA
"36","2015-10-26 19:54:21-02","MNHN","RECOLNAT_MNHN_P","P02088924","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Richardia","stellaris","Richardia stellaris","Bacigalupo","Balansa",NA,"1874","10",NA,NA,"Paraguay",NA,"Villa-Rica",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02088924' target='other'> <mi>dwc_moreinfo</mi></a>","P02088924","(Cham. & Schltdl.) Steud.",NA,NA,NA,"P02088924_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1784 b",NA
"37","2021-01-26 09:30:54-03","MNHN","RECOLNAT_MNHN_P","P02088925","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Richardia","stellaris","Richardia stellaris","Bacigalupo","Balansa",NA,"1874","4","8",NA,"Paraguay",NA,"L'Asssomption, sur le bord des chemins",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02088925' target='other'> <mi>dwc_moreinfo</mi></a>","P02088925","(Cham. & Schltdl.) Steud.",NA,NA,NA,"P02088925_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1784",NA
"38","2015-09-04 14:49:17-03","MNHN","RECOLNAT_MNHN_P","P03813091","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Richardia","stellaris","Richardia stellaris",NA,"Nadeaud",NA,NA,NA,NA,NA,"[Uruguay]",NA,"Maldonado",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03813091' target='other'> <mi>dwc_moreinfo</mi></a>","P03813091","(Cham. & Schltdl.) Steud.",NA,NA,NA,"P03813091_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2008-05-27 22:02:00-03","MO","MOBOT","517782","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Richardia","stellaris","Richardia stellaris","C. M. Taylor (MO)","Elsa M. Zardini|M. Velázquez","Zardini 22276","1990","7","21","South America","Paraguay","Cordillera","Confluence of Río Paraguay and Río Salado. Inundated savanna.","-57.5","-25.15",NA,NA,NA,"(Cham. & Schltdl.) Steud.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","394",NA
"40","2011-06-09 17:35:00-03","MO","MOBOT","508253","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Richardia","stellaris","Richardia stellaris","E. Cabral (CTES)","Elsa M. Zardini|Tulio Tillería","Zardini 36568","1993","7","9","South America","Paraguay","Cordillera","General Bernardino Caballero. Cerrado forest on sandstone.","-56.85","-25.68333",NA,NA,NA,"(Cham. & Schltdl.) Steud.",NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","834",NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","1957534","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Richardia","stellaris","Richardia stellaris",NA,"J.R.I. Wood","Wood 7656",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"(Cham. & Schltdl.) Steud.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2008-05-27 22:02:00-03","MO","MOBOT","1521478","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Richardia","stellaris","Richardia stellaris","C. Taylor","Michael H. Nee","Nee 42156",NA,NA,NA,"South America","Bolivia","Santa Cruz","The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,NA,"(Cham. & Schltdl.) Steud.",NA,"390.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2012-03-27 17:59:00-03","MO","MOBOT","1540356","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Richardia","stellaris","Richardia stellaris",NA,"P. Saravia","Saravia 1014",NA,NA,NA,"South America","Bolivia","Cochabamba",NA,NA,NA,NA,NA,NA,"(Cham. & Schltdl.) Steud.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2015-09-08 09:59:00-03","MO","MOBOT","1541337","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Richardia","stellaris","Richardia stellaris","C.M. Taylor (MO)","Elsa M. Zardini|Leongino Guerrero","Zardini 55314","2000","11","30","South America","Paraguay","Misiones","Around San Miguel.","-57.0694445","-26.4830556",NA,NA,NA,"(Cham. & Schltdl.) Steud.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1219",NA
"45","2018-05-17 05:28:00-03","MO","MOBOT","2296693","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Richardia","stellaris","Richardia stellaris","Bacigalupo, N. M.","María E. Múlgura|Sandra S. Aliscioni|Manuel J. Belgrano|M.A. Romero","Múlgura 2976","2002","3","5","South America","Argentina","Misiones","Parque Provincial de la Sierra Ing. Agr. Raúl Martínez Crovetto, campos a la entrada","-55.56666","-27.73333",NA,NA,NA,"(Cham. & Schltdl.) Steud.","Apóstoles","330.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2009-10-24 13:50:00-02","MO","MOBOT","2428316","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Richardia","stellaris","Richardia stellaris",NA,"Fernando O. Zuloaga|Manuel J. Belgrano|M.C. Bisio|M.I. Martín|J.P. Ramos Giacosa|J. Winter","Zuloaga 7778","2002","11","16","South America","Argentina","Salta","camino de Toldos al Parque Nacional Baritú, campos de altura al Sur de Toldos","-64.71666","-22.33333",NA,NA,NA,"(Cham. & Schltdl.) Steud.","Santa Victoria","1740.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2009-07-10 17:58:00-03","MO","MOBOT","3235998","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Richardia","stellaris","Richardia stellaris","Nélida Bacigalupo","Troels M. Pedersen","Pedersen 6359","1961","10","31","South America","Argentina","Corrientes","Estancia San Juan Bautista Dep. Paso de los Libres.",NA,NA,NA,NA,NA,"(Cham. & Schltdl.) Steud.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2009-07-10 17:58:00-03","MO","MOBOT","3236060","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Richardia","stellaris","Richardia stellaris","W. H. Lewis","Troels M. Pedersen","Pedersen 4553","1957",NA,NA,"South America","Argentina","Corrientes","Santa Maria",NA,NA,NA,NA,NA,"(Cham. & Schltdl.) Steud.","Mburucuyá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
