"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","locality","dayIdentified","coordinatePrecision","geoFlag","typeStatus","individualCount","class","relatedCatalogItem"
"11","2019-10-09 11:10:47-03","UFBA","ALCB","78225","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","Cândido, JB","Roque, N; Curso, d; Biologia; Ecologia da Polinização","s/n","2007","05","10","Southern America","Brasil","Bahia","Mucugê","-41.343889","-13.016667",NA,"até 2m alt., folhas discolores. Brácteas involucrais verdes, flores lilases. Flores passadas castanhas.",NA,NA,"2018","11","-41.343889","-13.016667","948","948","Chapada Diamantina, Parque Municipal de Mucugê. Cachoeira das Andorinhas. Próximo ao rio","06",NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:10:47-03","UFBA","ALCB","78303","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","Cândido, JB","Conceição, AA; Cardoso, D","1407","2005","06","19","Southern America","Brasil","Bahia","Mucugê","-41.433333","-12.8",NA,"1,5 m alt. Folha com face abaxial glauca, adaxial verde. Brácteas verde-vinácea. Flores alva a rosa-claro.",NA,NA,"2018","11","-41.433333","-12.8","1200","1200","PARNA, Chapada Diamantina. Cachoeirão.","06",NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:10:47-03","UFBA","ALCB","78419","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","Cândido, JB","Roque, N; Alunos de Botânica III","1583","2007","05","19","Southern America","Brasil","Bahia","Mucugê","-41.343889","-13.016667",NA,"até 2m alt. Folhas discolores. Brácteas involucrais verdes, corola lilás passando a alva.",NA,NA,"2018","11","-41.343889","-13.016667","948","948","Chapada Diamantina, Parque Municipal de Mucugê, trilha para a Cachoeira das Andorinhas","06",NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:10:47-03","UFBA","ALCB","78452","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","Cândido, JB","Roque, N; Alunos de Botânica III","1616","2007","05","19","Southern America","Brasil","Bahia","Mucugê","-41.343889","-13.016667",NA,"ca. 2m alt.; folhas discolores. Brácteas involucrais verdes, flores róseas a alvas.",NA,NA,"2018","11","-41.343889","-13.016667","948","948","Chapada Diamantina, Parque Municipal de Mucugê, trilha para a Cachoeira das Andorinhas","06",NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:10:47-03","UFBA","ALCB","81503","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","Cândido, JB","Roque, N; Ferreira, SC; Alunos de Botânica III","s/n","2006","07","08","Southern America","Brasil","Bahia","Mucugê","-41.345278","-13.001389",NA,"até 2m alt.; folhas discolores. Flores lilases.",NA,NA,"2018","11","-41.345278","-13.001389","915","915","Chapada Diamantina, Trilha para a Cachoeira das Andorinhas","06",NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:10:47-03","UFBA","ALCB","88852","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","Cândido, JB","Roque, N; Alunos de Botânica III","2000","2009","05","23","Southern America","Brasil","Bahia","Mucugê","-41.366667","-13",NA,"ca. 1m alt., folhas discolores. Brácteas involucrais verdes, corola lilás passando a alvas.",NA,NA,"2018","11","-41.366667","-13","1020","1020","Chapada Diamantina, trilha Cruzeiro dos Bêbados até Medonha","06",NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:10:47-03","UFBA","ALCB","89013","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","Cândido, JB","Roque, N; Acevedo-Rodríguez, P; Funk, V; Keeley, S","2121","2009","07","04","Southern America","Brasil","Bahia","Mucugê","-41.385833","-13.000833",NA,"ca. 1,5m alt.; folhas discolores. Brácteas involucrais verdes, corola lilás.",NA,NA,"2018","11","-41.385833","-13.000833","987","987","Chapada Diamantina, ca. 3km do Cemitério em direção à Mucugê","06",NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:10:47-03","UFBA","ALCB","94718","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","Cândido, JB","Roque, N; Alunos de Botânica III","2790","2010","05","22","Southern America","Brasil","Bahia","Mucugê","-41.391389","-13.000278",NA,"ca 1,0 m de alt.; folhas discolores; brácteas involucrais verdes; corola lilás; próxima a riacho.",NA,NA,"2018","11","-41.391389","-13.000278","941","941","Chapada Diamantina, Trilha para o Rio Paraguaçu, início na estação de tratamento de água","06",NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:10:47-03","UFBA","ALCB","94645","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","Cândido, JB","Guedes, ML; Gomes, FS; Guaré, F; Silveira, ER; et al.","17126","2010","06","15","Southern America","Brasil","Bahia","Mucugê","-41.278333","-12.950556",NA,"de ca",NA,NA,"2018","11","-41.278333","-12.950556","848","848","Chapada Diamantina, Mucugê próximo ao rio Piaba","06",NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:10:47-03","UFBA","ALCB","038052","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","Cândido, JB","Guedes, ML; Gomes, FS; et al.","6105","1998","09","20","Southern America","Brasil","Bahia","Mucugê","-41.3708000183105","-13.0052995681763",NA,"1,50 m de alt. Folhas discolores, face abaxial lenunginosa e alva. Capítulos passados marrons.",NA,NA,"2018","11",NA,NA,NA,NA,"Chapada Diamantina","06","52493","auto",NA,NA,NA,NA
"21","2019-10-09 11:10:47-03","UFBA","ALCB","98998","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","Cândido, JB","Alves, M; Hurbath, F","23","2011","04","29","Southern America","Brasil","Bahia","Mucugê","-41.3708000183105","-13.0052995681763",NA,"ca. de 1,8m. Folhas discolores. Corolas brancas. Ápice do estilete roxo.",NA,NA,"2018","11",NA,NA,NA,NA,"Chapada Diamantina, Trilha para o Córrego do Boiadeiro.","06","52493","auto",NA,NA,NA,NA
"22","2019-10-09 11:10:47-03","UFBA","ALCB","033918","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","Cândido, JB","Hind, DJN; Bautista, HP; Smith, S","PCD&nf;3537","1996","07","12","Southern America","Brasil","Bahia","Mucugê","-41.320556","-12.957222",NA,"2,00 m, caule castanho, ramos jovens com tomento verde-claro. Folhas discolores, face abaxial verde-claro, adaxial verde-escuro-brilhante. Inflorescência com filários verde-claro, ápice escuro, corola jovem, lilás, senescente, variando de branco a ca",NA,NA,"2018","11","-41.320556","-12.957222","1250","1250","Chapada Diamantina, Estrada Andaraí-Mucugê, ao lado da torre da Embratel","06",NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:10:47-03","UFBA","ALCB","97469","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","Cândido, JB","Roque, N","2919","2010","10","06","Southern America","Brasil","Bahia","Mucugê","-41.3708000183105","-13.0052995681763",NA,"ca de 2,0m de altura. Folhas discolores. Brácteas involucrais castanhas. Corolas alvas, estigmas liláses.",NA,NA,"2018","11",NA,NA,NA,NA,"Chapada Diamantina, Entorno do Hotel Alpina","05","52493","auto",NA,NA,NA,NA
"24","2019-10-09 11:10:47-03","UFBA","ALCB","97421a","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","Cândido, JB","Roque, N; Alves, M; Moura, L; Alunos de Botânica III","2933","2010","10","23","Southern America","Brasil","Bahia","Mucugê","-41.3708000183105","-13.0052995681763",NA,"Arbusto, ca 2m alt. Brácteas involucrais verdes, corola lilás",NA,NA,"2018","11",NA,NA,NA,NA,"Chapada Diamantina, Trilha para Cachoeira do Cardoso","06","52493","auto",NA,NA,NA,NA
"25","2019-10-09 11:10:47-03","UFBA","ALCB","102721","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","Cândido, JB","Moura, L; Borges, RL","144","2011","10","14","Southern America","Brasil","Bahia","Mucugê","-41.3708000183105","-13.0052995681763",NA,"c. 1.8m, folhas discolores, face abaxial cinéria, brácteas involucrais marrons, pápus dourado.",NA,NA,"2018","11",NA,NA,NA,NA,"Morro do Cruzeiro, atrás do cemitério","06","52493","auto",NA,NA,NA,NA
"26","2020-12-21 16:16:30-03","MBM","MBM","91367","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","regis","Lychnophora regis","H. Rob.","Robinson, H.","Hatschbach, G.; Kummrow, R.; Kummrow, R.","47921","1984","06","15","Southern America","Brazil","Bahia","Mucugê","-41.3708000183105","-13.0052995681763",NA,NA,"MBM091367","MBM091367",NA,NA,NA,NA,NA,NA,"Córrego Moreira",NA,"52493","auto",NA,NA,NA,NA
"27","2020-12-21 16:16:30-03","MBM","MBM","147746","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","regis","Lychnophora regis","H. Rob.","Semir, J.","Mattos Silva, L.A.; et al.; et al.","2787","1989","05","19","Southern America","Brazil","Bahia","Mucugê","-41.3708000183105","-13.0052995681763",NA,NA,"MBM147746","MBM147746",NA,NA,NA,NA,NA,NA,"Nova rodovia Mucugê - Andaraí",NA,"52493","auto",NA,NA,NA,NA
"28","2012-10-17 05:07:00-03","MO","MOBOT","100309105","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","regis","Lychnophora regis","H. Rob.","J. Semir","Robert M. King|Scott A. Mori|Talmon S. dos Santos|José L. Hage","King 8168","1979","7","27","South America","Brazil","Bahia","Mucugê","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,NA,NA,NA,NA,"1150.00000000",NA,"Estrada que liga Mucugê cam Andarai a 11 km de primeiro.",NA,"52493","auto","Paratype","1",NA,NA
"29","2021-02-03 16:19:00-03","MO","MOBOT","100309127","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H. Rob.) Loeuille, Semir & Pirani","fide Loeuille et al.","Robert M. King|Scott A. Mori|Talmon S. dos Santos|José L. Hage","King 8151","1979","7","26","South America","Brazil","Bahia","Mucugê","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,NA,NA,NA,NA,"1000.00000000",NA,"A 3 km as S de Mucugê. Na estrada que vai par Jussiape.",NA,"52493","auto","Isotype","1",NA,NA
"30","2021-01-26 11:46:43-03","IMA","MAC","31626","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","regis","Lychnophora regis","H.Rob.","B.Loeuille","N.Roque; -","s.n.","2007","05","10",NA,"Brasil","Bahia","Chapada Diamantina","-41.343889","-10.016667",NA,"Arbusto ca. de 2m de altura. Brácteas verdes. Flores passadas castanhas.; Campo Rupestre.","MAC0031626",NA,"2020","01","-41.343889","-10.016667",NA,NA,"Mucugê, Parque Municipal de Mucugê, Cachoeira das Andorinhas, próximo ao rio.","08",NA,NA,NA,NA,NA,NA
"31","2021-02-04 10:26:32-03","UFRPE","HST","20992","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","regis","Lychnophora regis","H.Rob.","H.A.Ogasawara","M.L.Guedes; Alunos de Botânica BIOC05, 2014.1","21840","2014","06","14",NA,"Brasil","Bahia","Piatã","-41.904444","-13.0775",NA,"Arbusto; folhas sésseis, eretas, ápice recurdao, face abaxial com indumento esbranquiçado; capítulos nas proções terminais dos ramos, flores lilás.","HST020992",NA,"2014","07","41W54'16''","13S4'39''","1367","1367","Chapada Diamantina",NA,NA,NA,NA,NA,NA,NA
"32","2020-09-12 05:00:02-03","US","US","2831992","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","regis","Lychnophora regis","H. Rob.",NA,"T. S. Santos","3112",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"US01636275","US01636275_01",NA,NA,NA,NA,"1050",NA,"BA. Km 26 a 30 da Ros Andaraí/Mucugê",NA,NA,NA,NA,"1","Dicotyledonae",NA
"33","2020-09-12 05:00:02-03","US","US","3031224","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","regis","Lychnophora regis","H. Rob.",NA,"G. Hatschbach & R. Kummrow","47921","1984","6","15","South America - Neotropics","Brazil","Bahia",NA,NA,NA,NA,NA,"US01636276","US01636276_01",NA,NA,NA,NA,NA,NA,"Corrego Moreira (mun. Mucugê)",NA,NA,NA,NA,"1","Dicotyledonae",NA
"34","2020-09-12 05:00:02-03","US","US","3388915","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","regis","Lychnophora regis","H. Rob.",NA,"N. Hind, H. P. Bautista & S. Smith","PCD 3537","1996","7","12","South America - Neotropics","Brazil","Bahia",NA,"-41.3206","-12.9572",NA,NA,"US01636278","US01636278_01",NA,NA,NA,NA,"1250",NA,"Mun. Mucugê. Estrada Andaraí-Mucugê, ao lado da torre da Embratel",NA,NA,NA,NA,"1","Dicotyledonae",NA
"35","2020-09-12 05:00:02-03","US","US","2855716","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","regis","Lychnophora regis","H. Rob.",NA,"R. M. King, S. A. Mori, T. S. Santos & J. Hage","8168","1979","7","27","South America - Neotropics","Brazil","Bahia",NA,NA,NA,NA,NA,"US01636277","US01636277_01",NA,NA,NA,NA,"1150",NA,"Município de Mucugê. Estrada que liga Mucugê cam Andarai a 11 km de primeiro",NA,NA,NA,NA,"1","Dicotyledonae",NA
"36","2020-09-12 05:00:02-03","US","US","2855730","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","regis","Lychnophora regis","H. Rob.",NA,"R. M. King","8151","1979","7","26","South America - Neotropics","Brazil","Bahia","Mucugê","-41.3708000183105","-13.0052995681763",NA,NA,"US00147446","US00147446_01",NA,NA,NA,NA,NA,NA,NA,NA,"52493","auto","Isotype","1","Dicotyledonae",NA
"37","2020-09-12 05:00:02-03","US","US","3713464","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","regis","Lychnophora regis","H. Rob.","Roque, N.","N. Roque, P. Acevedo-Rodriguez, V. Funk & S. Keeley","2121","2009","7","4","South America - Neotropics","Brazil","Bahia","Mucugê","-41.3858","-13.0008",NA,NA,"US01941122","US01941122_01",NA,NA,NA,NA,"987",NA,"Chapada Diamantina, ca. 3 km do Cemitério em direção à Mucugê",NA,NA,NA,NA,"1","Dicotyledonae",NA
"38","2020-09-12 05:00:02-03","US","US","3692254","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","regis","Lychnophora regis","H. Rob.",NA,"B. Loeuille, M. Lusa & M. Roscamp","666","2012","5","25","South America","Brazil","Bahia",NA,"-41.3412","-12.9932",NA,NA,"US01311617","US01311617_01",NA,NA,NA,NA,"932",NA,"Mucuge: Chapada Dimantina. Parque Municipal de Mucuge. Trilha para a Cachoeira do Tiburtino. Borda do ria entre as pedras.",NA,NA,NA,NA,"1","Dicotyledonae",NA
"39","2020-09-12 05:00:02-03","US","US","2922210","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Lychnophora","regis","Lychnophora regis","H. Rob.",NA,"R. M. King & L. E. Bishop","8736","1981","1","31","South America - Neotropics","Brazil","Bahia",NA,NA,NA,NA,NA,"US01636274","US01636274_01",NA,NA,NA,NA,"792","914","Main valley N of Mucuge from 3-8 Km N of town",NA,NA,NA,NA,"1","Dicotyledonae",NA
"40","2019-11-13 11:16:27-03","USP","SPF","119635","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","Loeuille, B","Ganev, W","3339","1994","06","08",NA,"Brasil","Bahia","Abaíra","-41.866667","-13.333333",NA,NA,"SPF00119635",NA,"2016",NA,"-41.866667","-13.333333","1960","1960","Serra dos Cristais",NA,NA,NA,NA,NA,NA,NA
"41","2019-11-13 11:16:27-03","USP","SPF","119652","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","Loeuille, B","Ganev, W","3425","1994","07","23",NA,"Brasil","Bahia","Abaíra","-41.85","-13.316667",NA,NA,"SPF00119652",NA,"2016",NA,"-41.85","-13.316667","1200","1400",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-13 11:16:27-03","USP","SPF","182389","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","Loeuille, B","Roque, N","1583","2007","05","19",NA,"Brasil","Bahia","Mucugê","-41.343889","-13.016667",NA,NA,"SPF00182389",NA,"2016",NA,"-41.343889","-13.016667",NA,NA,"Chapada Diamantina",NA,NA,NA,NA,NA,NA,NA
"43","2019-11-13 11:16:27-03","USP","SPF","215026","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","Loeuille, B","Loeuille, B","666","2012","05","25",NA,"Brasil","Bahia","Mucugê","-41.341167","-12.993222",NA,NA,"SPF00215026",NA,"2016","01","-41.341167","-12.993222","932","932","Chapada Diamantina, Parque Municipal de Mucugê. Trilha para a Cachoeira do Tiburtino.",NA,NA,NA,NA,NA,NA,NA
"44","2019-10-07 09:11:39-03","UEFS","HUEFS","142761","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","B.Loeuille","Ferreira, S.C.","263","2007","05","19",NA,"Brasil","Bahia","Mucugê","-41.116667","-11.55",NA,NA,"HUEFS0142761","HUEFS0142761","2011","11","41W7'0''","11S33'0''",NA,NA,"Parque Estadual de Mucugê, trilha das Andorinhas.",NA,NA,NA,NA,NA,"Asteranae",NA
"45","2019-10-07 09:11:39-03","UEFS","HUEFS","49722","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","J.B.Cândido","Guedes, M.L.S.","6105","1998","09","20",NA,"Brasil","Bahia","Mucugê","-41.3708000183105","-13.0052995681763",NA,"Vegetação de transição.","HUEFS0049722","HUEFS0049722 HUEFS0049722_e1","2018","10",NA,NA,NA,NA,NA,NA,"52493","auto",NA,NA,"Asteranae",NA
"46","2019-10-07 09:11:39-03","UEFS","HUEFS","11173","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","J.B.Cândido","Ganev, W.","730","1992","07","25",NA,"Brasil","Bahia","Abaíra","-41.85","-13.316667",NA,NA,"HUEFS0011173","HUEFS0011173 HUEFS0011173_e1","2018","10","41W51'","13S19'","1600","1600",NA,NA,NA,NA,NA,NA,"Asteranae",NA
"47","2019-10-07 09:11:39-03","UEFS","HUEFS","127776","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","J.B.Cândido","Pigozzo, C.M.","2",NA,NA,NA,NA,"Brasil","Bahia","Mucugê","-41.333333","-12.966667",NA,NA,"HUEFS0127776","HUEFS0127776 HUEFS0127776_e1","2018","10","41W20'","12S58'","1000","1200",NA,NA,NA,NA,NA,NA,"Asteranae",NA
"48","2019-10-07 09:11:39-03","UEFS","HUEFS","163144","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","J.B.Cândido","Funch, R.","268","2004","03","31",NA,"Brasil","Bahia","Mucugê","-41.323889","-12.971389",NA,"Campo rupestre.","HUEFS0163144","HUEFS0163144 HUEFS0163144_e1","2018","10","41W19'26''","12S58'17''","1140","1140","Capa Bode.",NA,NA,NA,NA,NA,"Asteranae",NA
