"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","minimumElevationInMeters","geoFlag","maximumElevationInMeters","identifiedBy","relatedCatalogItem","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude"
"11","2021-03-15 16:37:00-03","NY","NYBG","636561","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","pilulifera","Rhynchospora pilulifera","Bertol.","W. W. Thomas","9942","1993","05","17","South America","Brazil","Rio de Janeiro","Resende","Parque Nacional Itataia. In forest near Hotel Simon on trail to Tres Picos.","-44.6","-22.43","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=565445' target='other'> <mi>dwc_moreinfo</mi></a>","NY00636561","NY00636561_01",NA,"1200",NA,"1200",NA,NA,NA,NA,NA,NA
"12","2020-05-30 04:37:00-03","MO","MOBOT","2459348","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","pilulifera","Rhynchospora pilulifera","Bertol.","Ernst Üle","Üle 1612","1890","2",NA,"South America","Brazil","Santa Catarina",NA,"Felsen am Abhang der Serra do Oratorio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W.W. Thomas (NY)",NA,NA,NA,NA,NA
"13","2019-12-31 15:39:00-03","MO","MOBOT","3089117","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","pilulifera","Rhynchospora pilulifera","Bertol.","* BOECKLER","BOECKLER s.n.",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Cherso? poles, Sierra los Orgaos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W.W. Thomas (NY)",NA,NA,NA,NA,NA
"14","2019-12-31 16:00:00-03","MO","MOBOT","3089129","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","pilulifera","Rhynchospora pilulifera","Bertol.","Anonymous","Anonymous s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W.W. Thomas (NY)",NA,NA,NA,NA,NA
"15","2020-07-16 18:37:25-03","MBML","MBML-HERBARIO","19765",NA,"Plantae",NA,NA,"Cyperaceae","Rhynchospora","pilulifera","Rhynchospora pilulifera","Bertol.","M. Alves; et al","1741","2000","01","06",NA,"Brasil","São Paulo","Peruíbe","Estação Ecológica Juréia-Itains","-46.9900016784668","-24.3199996948242",NA,"Erva com rizoma.","MBML019765","MBML019765","21922",NA,"auto",NA,"W.W. Thomas, 2019 (NY00 813749)",NA,NA,NA,NA,NA
"16","2020-07-23 12:04:39-03","CEPLAC","CEPEC","122176","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","pilulifera","Rhynchospora pilulifera",NA,"J. M. A. Braga","2680","1995","08","16",NA,"Brasil","Rio de Janeiro","silva jardim","Reserva Biológica de Poço das Antas. Estrada para Juturnaíba, trilha da Pelonha.","-42.3917007446289","-22.6508007049561",NA,NA,NA,NA,"29995",NA,"auto",NA,"W. W. Thomas","30/12/1995",NA,NA,NA,NA
"17","2020-07-23 12:04:39-03","CEPLAC","CEPEC","92117","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","pilulifera","Rhynchospora pilulifera",NA,"M. Alves","1746","1979","02","08",NA,"Brasil","São Paulo","PERUÍBE","Estação Ecológica Juréia-Itains, caminho do Imperador.","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"21922",NA,"auto",NA,"W. W. Thomas","30/12/2000",NA,NA,NA,NA
"18","2019-11-01 15:14:15-03","UnB","UB","164570","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Cyperaceae","Pleurostachys","pilulifera","Pleurostachys pilulifera","Longhi-Wagner, Baldini & Araújo","Lima, S; Brade, AC","14189","1935","03","04","Southern America","Brasil","Rio de Janeiro","Santa Maria Madalena","Sta. Magdalena da República, 900 m.","-42.01","-21.96",NA,"RB 26552.","UB0009467","UB0009467",NA,"900",NA,"900","Alves, M",NA,"2015","05","-42.01","-21.96"
"19","2020-11-05 09:51:34-03","IBt","SP","357405","S","Plantae",NA,NA,"Cyperaceae","Rhynchospora","pilulifera","Rhynchospora pilulifera","Bertol.","Alves, M","1741","2000","01","06",NA,"Brasil","São Paulo","Peruíbe","Estação Ecológica Juréia-Itatins","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"21922",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"20","2020-10-15 10:08:35-03","IBt","SP","339460","S","Plantae",NA,NA,"Cyperaceae","Rhynchospora","pilulifera","Rhynchospora pilulifera","Bertol.","Alves, M","1746","2000","01","06",NA,"Brasil","São Paulo","Peruíbe","Estação Ecológica Juréia-Itatins","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"21922",NA,"auto",NA,NA,NA,NA,NA,NA,NA
