"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","612541","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","E. L. Core",NA,NA,NA,"H. A. Weddell","s.n.","1843",NA,NA,"Brazil","Rio de Janeiro",NA,"Environs de Rio-Janeiro. Chemin de l'aqueduc.","-43.195652","-22.930074",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157098' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612541","NY00612541_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01201670","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.",NA,NA,NA,NA,"D. C. Daly","1948","1981","12",NA,"Brazil","Pará",NA,"Serra dos Carajás: Azul, near camp at Serra Norte (22 km NW, then 10-15 km SW).","-50.47","-5.98",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1453420' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201670","NY01201670_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","585633","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.",NA,NA,NA,NA,"W. W. Thomas","12431","2001","05","14","Brazil","Alagoas","Murici","Poço D'Anta, ca. 16-19 km NNW of Muricí by road. Mata de Muricí","-35.8796","-9.2255",NA,NA,"550","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157104' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585633","NY00585633_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","686446","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","W. W. Thomas",NA,NA,NA,"W. W. Thomas","10325","1994","02","06","Brazil","Bahia","Una","Reserva Biologica de Una (Reserva de Mico Leão), 4.1 km west of road from Ilhéus to Una, 5.6 km west of reserve gate.","-39.0611","-15.1806",NA,NA,NA,NA,"Site: R <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157082' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686446","NY00686446_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","612534","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","W. W. Thomas",NA,NA,NA,"M. Sobral","4713a","1986","03","23","Brazil","Espírito Santo",NA,"Reserva Florestal da CVRD. Linhares.","-39.961174","-19.138199",NA,NA,NA,NA,"N.o de Registro 1412 Reserva Florestal da C.V.R.D. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157076' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612534","NY00612534_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01201694","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","T. M. Koyama",NA,NA,NA,"G. T. Prance","8171","1968","11","01","Brazil","Amazonas","Lábrea","Beside Igarapé Caietitú, 2 Km south of Lábrea. Periodically flooded forest.","-64.7982109","-7.2831812",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1453786' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201694","NY01201694_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","612535","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","W. W. Thomas",NA,NA,NA,"C. F. S. Muniz","344","1981","03","13","Brazil","São Paulo","Teodoro Sampaio","Divisao de área sapé com mata Sete mil.","-52.1597","-22.5303",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157077' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612535","NY00612535_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","39949","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","T. M. Koyama",NA,NA,NA,"P. Acevedo-Rodríguez","1618","1987","04","22","Peru","Loreto",NA,"Raquena. Sapuena. Loreto, Pobladp Jenaro Herrera, road to Brazl",NA,NA,NA,NA,"150","150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157089' target='other'> <mi>dwc_moreinfo</mi></a>","NY00039949",NA,NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01201701","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","D. A. Simpson",NA,NA,NA,"W. Milliken","201","1987","05","12","Brazil","Roraima",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1453797' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201701","NY01201701_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01201686","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","T. M. Koyama",NA,NA,NA,"W. C. Steward","20240","1974","02","13","Brazil","Amazonas",NA,"Manaus-Caracarai Road, Km 130.5.","-60.086031","-1.8595815",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1453457' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201686","NY01201686_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01201673","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","G. Davidse",NA,NA,NA,"T. C. Plowman","8876","1980","02","18","Brazil","Pará","Santana do Araguaia","100 km. south of Redenção on road (PA-150) to Barreiras dos Campos. Fazenda Inajaporã between Rio Inajazinho and Rio Inajá","-50.42","-8.75",NA,NA,"210","210","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1453427' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201673","NY01201673_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","612538","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","T. M. Koyama",NA,NA,NA,"L. A. Mattos Silva","1062","1980","09","24","Brazil","Bahia","Ilhéus","Fazenda Barra do Manguinho. Ramal com entrada no km 10 da Rod. Pontal/Olivença, lado direito. Area de piaçava a 3 km a O da entrada.","-39.0380824","-14.9181842",NA,NA,"35","35","Testemunha para o Projeto Piaçava. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157087' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612538","NY00612538_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01201685","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","T. M. Koyama",NA,NA,NA,"E. Lleras","16647","1973","07","13","Brazil","Amazonas",NA,"Lago de Tefé, Manua","-64.8792887","-3.4491668",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1453456' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201685","NY01201685_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","661315","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","B. De Wilde",NA,NA,NA,"B. Øllgaard","35469","1980","07","28","Ecuador","Pastaza",NA,"Montalvo, on the Río Bobonaza. Slightly disturbed rain forest along the trail to Chiriboga.","-76.97","-2.08",NA,NA,"300","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157093' target='other'> <mi>dwc_moreinfo</mi></a>","NY00661315",NA,NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01201687","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","T. M. Koyama",NA,NA,NA,"W. C. Steward","20240","1974","02","13","Brazil","Amazonas",NA,"Manaus-Caracarai Road, Km 130.5.","-60.086031","-1.8595815",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1453458' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201687","NY01201687_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01201674","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.",NA,NA,NA,NA,"J. M. Pires","14128","1974","04","22","Brazil","Roraima",NA,"Rio Univini, lago de água preta.","-61.685882","1.194576",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1453428' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201674","NY01201674_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01201683","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","T. M. Koyama",NA,NA,NA,"S. H. K. Keel","4","1977","10",NA,"Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1453450' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201683","NY01201683_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01874520","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","W. W. Thomas",NA,NA,NA,"L. A. Pereira","147","2011","02","22","Brazil","Paraíba","João Pessoa","Mata Ciliar do Rio Cabelo: Mangabeira.","-34.8631","-7.115",NA,NA,"47",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2499413' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874520","NY01874520_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01201677","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","T. M. Koyama",NA,NA,NA,"W. J. Junk","28","1974","06","17","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1453436' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201677","NY01201677_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","568950","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","M. Alves",NA,NA,NA,"G. G. Hatschbach","14728","1966","09","15","Brazil","Paraná","Morretes","Prainhas.","-48.8342","-25.4769",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157068' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568950","NY00568950_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01201681","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.",NA,NA,NA,NA,"B. Maguire","60036","1965","10","28","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1453446' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201681","NY01201681_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01201679","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","W. Milliken",NA,NA,NA,"W. Milliken","2354","1995","06",NA,"Brazil","Roraima",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1453441' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201679","NY01201679_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00939609","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","E. L. Core",NA,NA,NA,"J. E. B. Warming","s.n.",NA,NA,NA,"Brazil","Minas Gerais","Lagoa Santa",NA,"-43.8894","-19.6272",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997020' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939609","NY00939609_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","612540","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","W. W. Thomas",NA,NA,NA,"J. P. P. Carauta","5721","1988","12","14","Brazil","Rio de Janeiro",NA,"Bom Jardim, Floresta atrás de Colégio Santo Agostinho.","-42.424328","-22.148691",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157080' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612540","NY00612540_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","612528","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","L. B. Smith; S. F. Smith",NA,NA,NA,"G. G. Hatschbach","14728","1966","09","15","Brazil","Paraná","Morretes","Prainhas.","-48.8342","-25.4769",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157066' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612528","NY00612528_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","661314","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","W. W. Thomas",NA,NA,NA,"F. O. Zuloaga","5717","1996","04","21","Argentina","Misiones","San Ignacio","Parque Provincial Teyucuaré.","-55.57","-27.28",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157081' target='other'> <mi>dwc_moreinfo</mi></a>","NY00661314",NA,NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00939622","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","M. Alves",NA,NA,NA,"J. A. Ratter","R.6364","1989","11","06","Brazil","Minas Gerais",NA,"Reserva de Grande Sertão Veredas, area of Rio Preto (tributary fo R. Carinhanha) very near the border with Bahia.","-46.77","-15.13",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997567' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939622","NY00939622_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00939610","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","E. L. Core",NA,NA,NA,"J. E. B. Warming","s.n.",NA,NA,NA,"Brazil","Minas Gerais","Lagoa Santa",NA,"-43.8894","-19.6272",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997030' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939610","NY00939610_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01201672","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","M. H. Nee",NA,NA,NA,"M. H. Nee","42425","1992","02","10","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1453425' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201672","NY01201672_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00749850","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","A. C. Araújo",NA,NA,NA,"R. C. de Mendonça","380","1984","11","12","Brazil","Distrito Federal","Brasília","Cachoeira do Torotó","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=910694' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749850","NY00749850_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","2063256","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","W. W. Thomas",NA,NA,NA,"E. J. Lucas","867","2006","12","01","Brazil","Espírito Santo","Linhares","Reserva da Compania Vale do Rio Doce, estrada Flamengo, km 1.","-40.0714","-19.1522",NA,NA,"11",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2364902' target='other'> <mi>dwc_moreinfo</mi></a>","NY02063256","NY02063256_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","612527","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","T. M. Koyama",NA,NA,NA,"R. M. Harley","16618","1974","03","01","Brazil","Bahia",NA,"Serra da Jacobina. West of Estiva, ca. 12 km. N. of Senhor do Bonfim on the BA 130 highway to Juazeiro. Lower west facing slopes of serra with television mast.","-40.25","-10.3",NA,NA,"850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157090' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612527","NY00612527_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01201691","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","T. M. Koyama",NA,NA,NA,"G. T. Prance","24805","1977","11","04","Brazil","Pará",NA,"Serra do Cachimbo, BR 163, Cuiabá-Santarém Highway, Cachoeira de Curuá; north slope of Serra Cachimbo.","-54.9644","-8.7367",NA,NA,"300",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1453464' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201691","NY01201691_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","01201697","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","T. M. Koyama",NA,NA,NA,"L. Coêlho","s.n.","1968","02","06","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1453791' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201697","NY01201697_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","00939612","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.",NA,NA,NA,NA,"H. L. de M. Barreto","10476","1939","12","26","Brazil","Minas Gerais","Belo Horizonte","Estação Experimental.","-43.9378","-19.9208",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997157' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939612","NY00939612_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","00939614","PreservedSpecimen","Plantae","Cyperaceae","Scleria","secans","Scleria secans","(L.) Urb.","T. M. Koyama",NA,NA,NA,"R. M. Harley","10230","1968","09","24","Brazil","Mato Grosso",NA,"Near the Suiá Missu ferry c. 40 km NW of base camp.","-51.77","-12.82",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997201' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939614","NY00939614_01",NA,NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA
