"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","individualCount"
"26","2019-11-13 11:29:17-03","USP","SPF","13284","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","paulistana","Polygala paulistana","Grondona",NA,"Hoehne, W","s.n.","1948","08","05",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00013284",NA,"Hoehne, W","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"27","2019-11-13 11:29:17-03","USP","SPF","13285","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","paulistana","Polygala paulistana","Grondona",NA,"Hoehne, W","s.n.","1948","09","30",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00013285",NA,"Hoehne, W","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"28","2019-11-13 11:29:17-03","USP","SPF","17238","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pumila","Polygala pumila","Norlind",NA,"Joly, AB","326","1946","12","03",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00017238",NA,"Marques, MCM","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"53584","auto",NA,"1998","05",NA,NA
"29","2019-11-13 11:29:17-03","USP","SPF","17239","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pumila","Polygala pumila","Norlind",NA,"Joly, AB","753","1949","09","12",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00017239",NA,"Marques, MCM","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"53584","auto",NA,"1998","05",NA,NA
"30","2014-04-04 18:28:22-03","PNFM","IRAI","5221","S","Plantae","Magnoliophyta",NA,"Polygalaceae","Polygala","pumila","Polygala pumila","Norlind",NA,"Maranho, L.T.","s.n.","2011","12","29",NA,"Brasil","Paraná","Parque Estadual de Vila Velha",NA,"Herbácea, 5 cm, flor alba. Campo limpo seco","IRAI00005221",NA,"Cordeiro, J.; Santos, E.L. dos","Ponta Grossa","-50.000722","-25.240861","920","920","-50.000722","-25.240861",NA,NA,NA,"2012","05",NA,NA
"31","2020-08-20 14:56:17-03","UFSC","FLOR","50621","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","pumila","Polygala pumila","Norlind",NA,"Campestrini, S.; Trevisan, R.; Weber, P. & Venturi, S.","492","2013","01","19",NA,"Brasil","Paraná","Refúgio de Vida Silvestre (REVIS) dos Campos de Palmas.",NA,"Campo natural seco e pedregoso. Pequena Erva Pouco frequente. Aprox 5cm.","FLOR0050621",NA,"Trevisan, R.","Palmas","-51.606389","-26.535556","1300","1300","51º36'23''W","26º32'8''S",NA,NA,NA,"2013","01","19",NA
"32","2020-08-20 14:56:17-03","UFSC","FLOR","53728","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","pumila","Polygala pumila","Norlind",NA,"Campestrini, S.; Trevisan, R.; Ferreira, J.P. & Venturi, S.","844","2013","11","25",NA,"Brasil","Paraná","Área pertencente à REVIS de Campos de Palmas. Contato Leôncio.",NA,NA,"FLOR0053728",NA,"Campestrini, S.","Palmas","-51.643056","-26.523611","1238","1238","51º38'35''W","26º31'25''S",NA,NA,NA,"2013","12","11",NA
"33","2020-08-20 14:56:17-03","UFSC","FLOR","53737","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","pumila","Polygala pumila","Norlind",NA,"Campestrini, S.; Trevisan, R.; Ferreira, J.P. & Venturi, S.","853","2013","11","26",NA,"Brasil","Santa Catarina","Fazenda Roseira. Rafael-Pierdona@hotmail.com.",NA,NA,"FLOR0053737",NA,"Campestrini, S.","Água Doce","-51.575278","-26.715556","1300","1300","51º34'31''W","26º42'56''S",NA,NA,NA,"2013","12","13",NA
"34","2020-08-20 20:38:59-03","UFSC","FLOR","29810","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","pumila","Polygala pumila","Norlind",NA,"Mattos, J.; Vasconcelos, J.M.O.; Guaranha, J. & Silveira, N.","26963","1984","10","12",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,"FLOR0029810",NA,"Mattos, J.","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"41667","auto",NA,"1987",NA,NA,NA
"35","2021-02-08 12:44:53-03","UFRGS","ICN","125344","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","cf. pumila","Polygala cf. pumila","Norl.",NA,"Hagelund, K","3533","1965","04","07","América do Sul","Brasil","RS","Granja Sodol",NA,NA,NA,NA,"Britto, NS","Giruá","-54.3497009277344","-28.028299331665",NA,NA,NA,NA,"23862","auto",NA,NA,NA,NA,NA
"36","2021-02-08 12:44:56-03","UFRGS","ICN","152166","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","pumila","Polygala pumila","Norl.",NA,"Lüdtke, R","809","2007","11","08","América do Sul","Brasil","PR","BR 277 km 142",NA,"grande população; campo em beira de estrada, arenito exposto",NA,NA,"Lüdtke, R","Ponta Grossa","-49.741389","-25.445833","1040","1040","-49.741389","-25.445833",NA,NA,NA,NA,NA,NA,NA
"37","2021-02-08 12:44:56-03","UFRGS","ICN","129982","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","pumila","Polygala pumila","Norl.",NA,"Lüdtke, R","228","2003","11","28","América do Sul","Brasil","RS","BR 453",NA,"flores brancas; solo seco, em coxilha",NA,NA,"Lüdtke, R","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA
"38","2021-02-08 12:44:56-03","UFRGS","ICN","129979","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","pumila","Polygala pumila","Norl.",NA,"Lüdtke, R","225","2003","11","28","América do Sul","Brasil","RS","RS 020 Km 328 localidade de Tainhas",NA,"erva decumbente, com xilopódio pequeno, flores brancas; campo em beira de estrada, próximo à turfeira, solo úmido",NA,NA,"Lüdtke, R","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA
"39","2021-02-08 12:44:56-03","UFRGS","ICN","138465","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","pumila","Polygala pumila","Norl.",NA,"Lüdtke, R","296","2004","11","25","América do Sul","Brasil","RS","RS 453 km 228",NA,"Flores brancas, planta perene, resquícios de planta velha.; Em campo limpo queimado.",NA,NA,"Lüdtke, R","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA
"40","2021-02-08 12:44:56-03","UFRGS","ICN","125346","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","pumila","Polygala pumila","Norl.",NA,"Hagelund, K","5821","1970","02","03","América do Sul","Brasil","RS","Granja Piratini",NA,NA,NA,NA,"Lüdtke, R","Santo Ângelo","-54.2630996704102","-28.2992000579834",NA,NA,NA,NA,"25915","auto",NA,NA,NA,NA,NA
"41","2021-02-08 12:44:56-03","UFRGS","ICN","135782","S","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","pumila","Polygala pumila","Norl.",NA,"Miotto, STS","2161","2003","11","28","América do Sul","Brasil","RS","BR-453",NA,NA,NA,NA,"Lüdtke, R","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA
"42","2020-06-05 17:07:15-03","FEPAGRO","BLA","10632","PreservedSpecimen","Plantae","Spermatophyta",NA,"Polygalaceae","Polygala","pumila","Polygala pumila","Narl.",NA,"A. Pott","126","1970","10","28",NA,"Brasil","Rio Grande do Sul","Centro Agronômico",NA,"Habitat: Sobre cupim vermelho.","BLA010632",NA,"R. Lüdtke","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"28343","auto",NA,"2004","01","29",NA
"43","2020-06-05 17:07:15-03","FEPAGRO","BLA","11192","PreservedSpecimen","Plantae","Spermatophyta",NA,"Polygalaceae","Polygala","pumila","Polygala pumila","Narl.",NA,"J. F. M. Valls et alii","2057","1972","02","18",NA,"Brasil","Rio Grande do Sul","Estação Experimental",NA,"Ex ICN 9894.Habitat: Declive de coxilha, em campo.","BLA011192",NA,"R. Lüdtke","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"28343","auto",NA,"2004","01","29",NA
"44","2020-06-05 17:07:15-03","FEPAGRO","BLA","12859","PreservedSpecimen","Plantae","Spermatophyta",NA,"Polygalaceae","Polygala","pumila","Polygala pumila","Narl.",NA,"A. Pott",NA,"1971","12","16",NA,"Brasil","Rio Grande do Sul","Estação Experimental Agronômica",NA,NA,"BLA012859",NA,"R. Lüdtke","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"28343","auto",NA,"2004","01","29",NA
"45","2020-08-26 10:50:34-03","MCN-FZBRS","HAS","96463","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Polygalaceae","Polygala","paulistana","Polygala paulistana","Grondona","Typus","Hoehne, F.C.","s.n.","1936","10",NA,NA,"Brasil","São Paulo",NA,NA,"SP 36551","HAS0096463",NA,NA,"Itahim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-08-26 10:50:34-03","MCN-FZBRS","HAS","45994","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Polygalaceae","Polygala","pumila","Polygala pumila","Norlind",NA,"Senna, R.M.","1312","2008","10",NA,NA,"Brasil","Rio Grande do Sul","Serra do Sudeste; Fazenda Xafran (Frida).",NA,"; campo; flores alvas, planta diminuta;","HAS0045994",NA,"Senna, R. M.","Encruzilhada do Sul","-52.521900177002","-30.5438995361328",NA,NA,NA,NA,"62084","auto",NA,NA,NA,NA,NA
"47","2021-02-11 09:25:10-03","IBt","SP","2477","S","Plantae",NA,NA,"Polygalaceae","Polygala","paulistana","Polygala paulistana","Grondona",NA,"Hoehne, FC","s.n.",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-02-11 09:25:10-03","IBt","SP","6765","S","Plantae",NA,NA,"Polygalaceae","Polygala","paulistana","Polygala paulistana","Grondona",NA,"Brade, AC","s.n.",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-11-21 10:17:16-03","IBt","SP","36551","S","Plantae",NA,NA,"Polygalaceae","Polygala","paulistana","Polygala paulistana","Grondona","Holotype","Hoehne, FC; Gehrt, A","s.n.","1936","10","20",NA,"Brasil","São Paulo","Bairro Itaim",NA,NA,"SP001498","SP001498","Grondona, EM","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"53584","auto",NA,"1949","04",NA,NA
