"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","individualCount","typeStatus","fieldNumber"
"36","2008-05-27 22:02:00-03","MO","MOBOT","373883","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Ronald L. Liesner|Bruce K. Holst","Liesner 21694","1987","3","6","South America","Venezuela","Amazonas",NA,"ATURES 9 km NW of settlement of Yutaje, 4 km W of Río Coro-Coro, W of Serranía de Yutaje. North slope of unnamed peak to summit. Forest.","-66.16666","5.68333","1400.00000000",NA,NA,NA,NA,"T.B. Croat (MO)","1760.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"87-20"
"37","2008-05-27 22:02:00-03","MO","MOBOT","374008","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Ronald L. Liesner|Germán Carnevali","Liesner 22437","1987","10","25","South America","Venezuela","Amazonas",NA,"RIO NEGRO: Cerro Aracamuni, summit. Proa camp. Savanna with small to large patches of forest, especially along streams, in ravines and near edge of tepui.","-65.81666","1.53333","1400.00000000",NA,NA,NA,NA,"Tom Croat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,"87-47"
"38","2010-01-14 06:50:00-02","MO","MOBOT","374071","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Ronald L. Liesner|Germán Carnevali","Liesner 22676","1987","10","31","South America","Venezuela","Amazonas",NA,"RIO NEGRO: Cerro Aracamuni, summit. Proa Camp. Savanna with small to large patches of forest, especially along streams, in ravines and near edge of tepui.","-65.81666","1.53333","1400.00000000",NA,NA,NA,NA,"T.B. Croat (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"87-53"
"39","2008-05-27 22:02:00-03","MO","MOBOT","374487","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Ronald L. Liesner","Liesner 25015","1988","10","17","South America","Venezuela","Amazonas",NA,"ATABAPO Cerro Marahuaca. Slopes. Sima area. Medium height forest.","-65.5","3.71666","1200.00000000",NA,NA,NA,NA,"Thomas B. Croat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"88-51"
"40","2008-05-27 22:02:00-03","MO","MOBOT","374527","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Ronald L. Liesner","Liesner 25429","1988","10","26","South America","Venezuela","Amazonas",NA,"ATABAPO In saddle between Duida and Marahuaca near base of Duida. Medium height forest.","-65.53333","3.56666","1000.00000000",NA,NA,NA,NA,"Thomas B. Croat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"88-61"
"41","2017-12-05 10:03:00-02","MO","MOBOT","374558","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Ronald L. Liesner","Liesner 25528","1988","10","28","South America","Venezuela","Amazonas","Atabapo","In saddle between Duida and Marahuaca near base of Duida.","-65.5333333","3.5666667","1000.00000000",NA,NA,NA,NA,"Thomas B. Croat","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"88-63"
"42","2008-05-27 22:02:00-03","MO","MOBOT","380451","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","J.J. Ewel","Ewel 142",NA,NA,NA,"South America","Venezuela",NA,NA,"at junction with Río Cauauburi, Cerro La Neblina Road",NA,NA,"1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","380800","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Tetsuo M. Koyama|Getulio Agostini","Koyama 7432",NA,NA,NA,"South America","Venezuela","Bolívar",NA,"Uiapan Tepui, Salto Hacha",NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","387425","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Julian A. Steyermark","Steyermark 87457",NA,NA,NA,"South America","Venezuela","Delta Amacuro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2012-04-13 15:39:00-03","MO","MOBOT","387432","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Julian A. Steyermark","Steyermark 58107","1944","8","31","South America","Venezuela","Amazonas",NA,"at summit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"46","2008-05-27 22:02:00-03","MO","MOBOT","387440","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Julian A. Steyermark","Steyermark 75455","1953","5","16","South America","Venezuela","Bolívar",NA,"Southwestern-facing slopes of Chimantá-tepuí (Torono-tepuí), above valley of Río Tirica. Between sandstone boulders and bluffs.",NA,NA,"1000.00000000",NA,NA,NA,NA,"Bunting","1700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-05-30 04:37:00-03","MO","MOBOT","387525","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Ernst Üle","Üle 8490","1910","1",NA,"South America","Brazil","Amazonas",NA,"Rio Orinoco. Slopes of Roraima.",NA,NA,"2000.00000000",NA,NA,NA,NA,NA,"2300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2008-05-27 22:02:00-03","MO","MOBOT","389125","PreservedSpecimen","Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Helen Kennedy|et al.","Kennedy 1337","1972","2","2","South America","Colombia","Valle del Cauca","Buenaventura","near Campamiento de Pulpapel",NA,NA,NA,NA,NA,NA,NA,"T. Croat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-07-10 09:43:34-03","MBML","MBML-HERBARIO","8978",NA,"Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K.Krause","L. Kollmann; E. Bausen & W. Pizziolo","1938","1999","02","11",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,"Planta 50cm na pedra na sombra. Frutos verdes.","MBML008978","MBML008978","M. Nadruz/16-IX-2002",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-07-10 09:43:34-03","MBML","MBML-HERBARIO","9665",NA,"Plantae",NA,NA,"Araceae","Stenospermation","ulei","Stenospermation ulei","K.Krause","L. Kollmann; E. Bausen","1525","1999","01","13",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,"Planta ereta de 60cm na pedra na sombra. Fruto verde.","MBML009665","MBML009665","M. Nadruz/16-IX-2002",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-09-12 05:00:02-03","US","US","1932257","PreservedSpecimen","Plantae",NA,"Arales","Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","F. Cardona Puig","2353","1947","10",NA,"South America - Neotropics","Venezuela","Bolívar",NA,"Cerro Acopán, Río Caroní, Guayana","-62.06","5.2","2200",NA,NA,"US00879676",NA,"Bunting, G. S.",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
