"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","identifiedBy","imagecode","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","monthIdentified","dayIdentified","fieldNumber","individualCount","infraspecificEpithet","sex"
"17","2021-03-15 16:37:00-03","NY","NYBG","4149757","PreservedSpecimen","Plantae","Piperaceae","Piper","obliquum","Piper obliquum","H. Balslev","4664","1983","12","27","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4471082' target='other'> <mi>dwc_moreinfo</mi></a>","NY04149757","Magnoliophyta","Piperales","Ruiz & Pav.","Pichincha","Carretera Quito - Puerto Quito, Km 113, 10 Km al Norte de la carretera principal","-79.03","0.08","800",NA,NA,NA,"NY04149757_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","4149817","PreservedSpecimen","Plantae","Piperaceae","Piper","obliquum","Piper obliquum","J. M. Schunke-Vigo","3387","1969","09","02","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4471142' target='other'> <mi>dwc_moreinfo</mi></a>","NY04149817","Magnoliophyta","Piperales","Ruiz & Pav.","San Martín","Fundo la Campiña, a 2 km abajo de Tocache Nuevo, margen derecha del río Huallaga",NA,NA,"400",NA,"Mariscal Cáceres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","4149889","PreservedSpecimen","Plantae","Piperaceae","Piper","obliquum","Piper obliquum","H. H. van der Werff","5177","1983","07","09","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4471214' target='other'> <mi>dwc_moreinfo</mi></a>","NY04149889","Magnoliophyta","Piperales","Ruiz & Pav.","Táchira","In forest along road from La Siberia to entrance to Las Cuevas Represa",NA,NA,NA,NA,"Uribante",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","4149715","PreservedSpecimen","Plantae","Piperaceae","Piper","obliquum","Piper obliquum","G. A. Aymard Corredor","14",NA,NA,NA,"South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4471040' target='other'> <mi>dwc_moreinfo</mi></a>","NY04149715","Magnoliophyta","Piperales","Ruiz & Pav.","Bolívar","ne of Luepa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","4149855","PreservedSpecimen","Plantae","Piperaceae","Piper","obliquum","Piper obliquum","J. A. Steyermark","93010","1964","01","12","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4471180' target='other'> <mi>dwc_moreinfo</mi></a>","NY04149855","Magnoliophyta","Piperales","Ruiz & Pav.","Bolívar","bosque alto húmedo en las vecindades del Km. 119 al Sur de El Dorado",NA,NA,"1030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01488441","PreservedSpecimen","Plantae","Piperaceae","Piper","obliquum","Piper obliquum","D. C. Daly","4486","1986","12","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1748858' target='other'> <mi>dwc_moreinfo</mi></a>","NY01488441","Magnoliophyta","Piperales","Ruiz & Pav.","Amazonas","8 km S of main square.","-68.95","-3.5",NA,NA,"São Paulo de Olivença","R. Callejas Posada","NY01488441_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00956835","PreservedSpecimen","Plantae","Piperaceae","Piper","obliquum","Piper obliquum","M. dos R. Cordeiro","1263","1976","11","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082024' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956835","Magnoliophyta","Piperales","Ruiz & Pav.","Mato Grosso","Fazenda Cachimbo sub.Base Projeto RADAM. Estrada BR-165 km, 688. PT.02.","-54.9328","-10.0575",NA,NA,"Matupá","R. Callejas Posada","NY00956835_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","04149722","PreservedSpecimen","Plantae","Piperaceae","Piper","obliquum","Piper obliquum","B. M. Boom","4508","1984","02","20","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4471047' target='other'> <mi>dwc_moreinfo</mi></a>","NY04149722","Magnoliophyta","Piperales","Ruiz & Pav.","El Beni","Vicinity of the Chácobo village Alto Ivon","-66.03","-11.75","200",NA,"Vaca Díez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","4149753","PreservedSpecimen","Plantae","Piperaceae","Piper","obliquum","Piper obliquum","L. B. Holm-Nielsen","22416","1980","03","22","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4471078' target='other'> <mi>dwc_moreinfo</mi></a>","NY04149753","Magnoliophyta","Piperales","Ruiz & Pav.","Pastaza","Curaray, Valle de la Muerte.","-76.87","-1.42","240",NA,NA,NA,"NY04149753_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","4149818","PreservedSpecimen","Plantae","Piperaceae","Piper","obliquum","Piper obliquum","S. R. King","432","1982","05","08","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4471143' target='other'> <mi>dwc_moreinfo</mi></a>","NY04149818","Magnoliophyta","Piperales","Ruiz & Pav.","Loreto","Distrito Napo. Environs of Río Santa María. on trail one hour East of Secoya village of Vencedor, four hours from the mouth by outboard","-74.73","-1.17","100",NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01091114","PreservedSpecimen","Plantae","Piperaceae","Piper","obliquum","Piper obliquum","D. W. Stevenson","1111","1987","12","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104020' target='other'> <mi>dwc_moreinfo</mi></a>","NY01091114","Magnoliophyta","Piperales","Ruiz & Pav.","Amazonas","Rio Negro, hill opposite and below Sao Gabriel da Cachoeira","-67","-0.17",NA,NA,NA,"A. J. Bornstein","NY01091114_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01192981","PreservedSpecimen","Plantae","Piperaceae","Piper","obliquum","Piper obliquum","W. W. Thomas","11826","1998","02","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=734412' target='other'> <mi>dwc_moreinfo</mi></a>","NY01192981","Magnoliophyta","Piperales","Ruiz & Pav.","Bahia","Serra do Teimoso, 7.5 km N of Jussari on road to Palmira, then 2 km W to Fazenda Teimoso, then 45 min. walk W to Reserva da Fazenda Teimoso.","-39.58","-15.17","450","800","Jussari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","4149880","PreservedSpecimen","Plantae","Piperaceae","Piper","obliquum","Piper obliquum","B. Maguire","28484","1949","01","21","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4471205' target='other'> <mi>dwc_moreinfo</mi></a>","NY04149880","Magnoliophyta","Piperales","Ruiz & Pav.","Amazonas","Cerro Sipapo (Paráque), between Base Camp and Intermediate Cmap",NA,NA,"125","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","206897","PreservedSpecimen","Plantae","Piperaceae","Piper","obliqum","Piper obliqum","J. Salick","6131","1983","11","28","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=259769' target='other'> <mi>dwc_moreinfo</mi></a>","NY00206897","Magnoliophyta","Piperales","Ruiz & Pav.","Pasco","Central Selva, Palcazu Valley: Alto Isco; north of Iscozacin river just below Native community of Also Isco.",NA,NA,NA,NA,"Oxapampa","R. C. Foster; E. J. Tepe","NY00206897_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","4149884","PreservedSpecimen","Plantae","Piperaceae","Piper","obliquum","Piper obliquum","L. Marcano-Berti","5498154-981","1981","01","26","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4471209' target='other'> <mi>dwc_moreinfo</mi></a>","NY04149884","Magnoliophyta","Piperales","Ruiz & Pav.","Bolívar","Más o menos Km. 102, a aproximadamente 4 km. de La Piedra de La Virgen, Carretera El Dorado-Santa Elena de Uairen",NA,NA,"480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","4149741","PreservedSpecimen","Plantae","Piperaceae","Piper","obliquum","Piper obliquum","D. C. Daly","6064","1989","05","24","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4471066' target='other'> <mi>dwc_moreinfo</mi></a>","NY04149741","Magnoliophyta","Piperales","Ruiz & Pav.","Antioquia","18 km E of Amalfi town center on winding roads to Monos and Portachuelo","-75.05","6.92","1500",NA,"Amalfi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","4149727","PreservedSpecimen","Plantae","Piperaceae","Piper","obliquum","Piper obliquum","S. G. Beck","19379","1989","10","16","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4471052' target='other'> <mi>dwc_moreinfo</mi></a>","NY04149727","Magnoliophyta","Piperales","Ruiz & Pav.","Pando","Lago Bay, Trocha entre el campamento. Lago Bay y Curichón",NA,NA,NA,NA,"Manuripi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","4149756","PreservedSpecimen","Plantae","Piperaceae","Piper","obliquum","Piper obliquum","K. Romoleroux","2125","1996","03","17","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4471081' target='other'> <mi>dwc_moreinfo</mi></a>","NY04149756","Magnoliophyta","Piperales","Ruiz & Pav.","Napo","Estación Científica Yasuní. Río Tiputini, al noroeste de la confluencia con el R. Tivacuno; 6 km este de la carretera Maxus, km 44, desvio hacia el pozo Tivacuno","-76.5","-0.63","30","50",NA,NA,"NY04149756_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","4149825","PreservedSpecimen","Plantae","Piperaceae","Piper","obliquum","Piper obliquum","R. Vásquez","3726","1983","01","19","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4471150' target='other'> <mi>dwc_moreinfo</mi></a>","NY04149825","Magnoliophyta","Piperales","Ruiz & Pav.","Loreto","Llachapa (Explor Napo), Río Napo","-72.92","3.3","130",NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","4149814","PreservedSpecimen","Plantae","Piperaceae","Piper","obliquum","Piper obliquum","A. H. Gentry","31801","1981","02","28","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4471139' target='other'> <mi>dwc_moreinfo</mi></a>","NY04149814","Magnoliophyta","Piperales","Ruiz & Pav.","Madre de Dios","Tambopata, Río Tambopata at mouth of Río D'Orbigny","-69.28","-12.83","250",NA,"Tambopata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","4149882","PreservedSpecimen","Plantae","Piperaceae","Piper","obliquum","Piper obliquum","R. L. Liesner","16968","1984","03","26","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4471207' target='other'> <mi>dwc_moreinfo</mi></a>","NY04149882","Magnoliophyta","Piperales","Ruiz & Pav.","Amazonas","Upper Caño Baria. Swampy area between Río Mawarinuma and headwaters of Río Baria","-66.25","0.87","130",NA,"Río Negro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","870009","PreservedSpecimen","Plantae","Piperaceae","Piper","obliquum","Piper obliquum","P. J. M. Maas","P13176","1971","05","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=340689' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870009","Magnoliophyta","Piperales","Ruiz & Pav.","Acre","Porangaba, Rio Juruá-Mirim.","-72.7439","-8.2686",NA,NA,"Porto Walter","E. F. Guimarães","NY00870009_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01488438","PreservedSpecimen","Plantae","Piperaceae","Piper","obliquum","Piper obliquum","C. A. Cid Ferreira","3312","1982","10","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1748854' target='other'> <mi>dwc_moreinfo</mi></a>","NY01488438","Magnoliophyta","Piperales","Ruiz & Pav.","Amazonas","Rio Solimões, margem direita do Paraná de Tefé, estrada do Projeto Dendê Km 6","-64.7114","-3.3544",NA,NA,"Tefé","R. Callejas Posada","NY01488438_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","4149763","PreservedSpecimen","Plantae","Piperaceae","Piper","obliquum","Piper obliquum","B. Sparre","19061","1967","09","27","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4471088' target='other'> <mi>dwc_moreinfo</mi></a>","NY04149763","Magnoliophyta","Piperales","Ruiz & Pav.","Morona-Santiago","Misión Bomboiza, Misión Salesiana",NA,NA,"700","800","Gualaquiza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","4149726","PreservedSpecimen","Plantae","Piperaceae","Piper","obliquum","Piper obliquum","M. H. Nee","31426","1985","08","19","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4471051' target='other'> <mi>dwc_moreinfo</mi></a>","NY04149726","Magnoliophyta","Piperales","Ruiz & Pav.","Pando","Puerto Candelaria, along the Rio Madre de Dios, 21 km (by air) WSW of Riberalta","-66.25","-11.03","125",NA,"Madre de Dios",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01488472","PreservedSpecimen","Plantae","Piperaceae","Piper","obliquum","Piper obliquum","E. Lleras","P16619","1973","07","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1749254' target='other'> <mi>dwc_moreinfo</mi></a>","NY01488472","Magnoliophyta","Piperales","Ruiz & Pav.","Amazonas","Rio Solimões and Rio Javari. Tefé, around IPEAAO Experimental Station.","-64.7","-3.37",NA,NA,NA,"E. F. Guimarães","NY01488472_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
