"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","class","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","110726","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.","R. B. Faden","W. W. Thomas","11226","1996","11","14","South America","Brazil","Bahia","Porto Seguro","Parque Nacional Monte Pascoal. Trail to peak of Monte Pascoal. At base of trail & on lower slopes.","-40.5747","-15.2647","100","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=496808' target='other'> <mi>dwc_moreinfo</mi></a>","NY00110726","NY00110726_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","110727","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.","R. B. Faden","W. W. Thomas","11226","1996","11","14","South America","Brazil","Bahia","Porto Seguro","Parque Nacional Monte Pascoal. Trail to peak of Monte Pascoal. At base of trail & on lower slopes.","-40.5747","-15.2647","100","200","fluid-preserved","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=496809' target='other'> <mi>dwc_moreinfo</mi></a>","NY00110727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02714740","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.","R. N. Querino","J. G. Jardim","1472","1998","02","03","South America","Brazil","Bahia","Jussari","Ro. Jussari/Palmira. Entrada ca. 7,5Km percorrendo mais 1,7Km até sede Faz. Teimoso. Serra do Teimoso. RPPN Serra do Teimoso.","-39.5833","-15.1667","450","450","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2474366' target='other'> <mi>dwc_moreinfo</mi></a>","NY02714740","NY02714740_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-01-14 15:27:08-03","MN","R","183053","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.","Barreto, R.","Luetzelburg, P. von","7155","1917","01",NA,NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,"Inspetoria de Obras Contra as Seccas","R010036895","R010036895","1997","01","06",NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-02-15 11:36:47-02","IPA","IPA","69156","S","Plantae","Plantae",NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.","Roxana Barreto","Mattos-Silva, L.A.; Anderson, L.; Hagberg, M.; Anderson, L.; Hagberg, M.","s.n.","1986","02","19","Southern America","Brasil","Bahia","Itamaraju","Fazenda Pau-brasil, rodovia BR 101, trecho Itamaraju - Eunápolis, 3 km ao Norte de Itasmaraju. Plantação antiga de cacau.","-39.5311012268066","-17.0391998291016",NA,NA,NA,"Planta herbácea. Pétala com centro branco e apice roxo. Frutos jovens.","IPA0069156",NA,"1997","01","06","55932","auto",NA,NA,NA,NA,NA,NA
"16","2019-02-15 11:36:47-02","IPA","IPA","69158","S","Plantae","Plantae",NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.","Roxana Barreto","Santos, T.S. dos; Santos, E.B. dos; Judziewicz; Santos, E.B. dos; Judziewicz","4133","1986","03","03","Southern America","Brasil","Bahia","Itabuna","Fazenda Marinêda, 1km W de Juçari. Serra W do Rio Piabanha.","-38.508611","-15.183333",NA,NA,NA,"Herbácea; flores violetas.; Mata higrófila, solo argilo-silicoso com afloramento de rochas.","IPA0069158",NA,"1997","01","06",NA,NA,"-38.508611","-15.183333",NA,NA,NA,NA
"17","2021-03-01 16:19:18-03","UNICAMP","UEC","165287","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.","Pellegrini, MOO","Sant'Ana, SC; Carvalho, AM; Penalva, GC","1019","2001","01","13",NA,"Brazil","Bahia","Jussari","Rodovia Jussarí / Palmira. Fazenda Teimoso. RPPN Serra do Teimoso.","-39.528611","-16.558333",NA,NA,NA,"Erva com ca. 40 cm de altura. Folhas verdes discolores, flores com pétalas lilases.; Mata Higrófila.","UEC036453","UEC036453","2013","09","20",NA,NA,"-39.528611","-16.558333",NA,NA,NA,NA
"18","2021-03-01 16:19:18-03","UNICAMP","UEC","190483","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.","Aona, LYS","Amorim, AM; Paixão, JL; Sant' Ana, SC; et al.","5176","2005","07","09",NA,"Brazil","Bahia","Camacã","RPPN Serra Bonita. 9,7 km W de Camacâ na estrada para Jacarecí, 6 km SW na estrada para a RPPN e Torre da Embratel","-39.565278","-15.391667","835","835",NA,"Erva ca. 1m alt. Brácteas verdes, corola alvo-arroxeada; Floresta Ombrófila Densa Montana","UEC128778","UEC128778","2007","07",NA,NA,NA,"-39.565278","-15.391667",NA,NA,NA,NA
"19","2021-03-01 16:19:18-03","UNICAMP","UEC","190487","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.","Aona, LYS","Thomas, WW; Carvalho, A; Amorim, A; Jardim, JG; Sant Ana, S; Paixão, JL","11226","1996","11","14",NA,"Brazil","Bahia","Porto Seguro","Parque Nacional Monte Pascoal. Trail to peak of Monte Pachoal. At base of trail & on lower slopes. Southern Bahian","-40.574722","-15.264722","100","200",NA,"Herb. Petals deep purple distally, white basally; roots with a pair of swollen, fleshy storege roots. Flowers in ETOH. Photo; Wet Forest. In forest and along trails","UEC126525","UEC126525","2007","07",NA,NA,NA,"-40.574722","-15.264722",NA,NA,NA,NA
"20","2021-03-01 16:19:18-03","UNICAMP","UEC","190481","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.","Aona, LYS","Jardim, JG; Amorim, AMA; et al.","2083","1999","04","21",NA,"Brazil","Bahia","Jussari","Rod. Jussarí / Palmeira, entrada ca. 75 Km da sede do município. Fazenda Teimoso, 1,5 km E da entrada.","-39.528889","-15.158611",NA,NA,NA,"Herbácea ca. 20 cm alt. Folhas verde-claro, face inferior mais clara. Flores com pétalas lilases. Frutos imaturos verdes. Frequente no interior da mata e até sobre rochas. Planta para cultivo na UNICAMP. Flores em alcool 70%; Florest","UEC128777","UEC128777","2007","07",NA,NA,NA,"-39.528889","-15.158611",NA,NA,NA,NA
"21","2021-03-01 16:19:18-03","UNICAMP","UEC","190482","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.","Aona, LYS","Thomas, WW; Amorim, AM; Sant' Ana, S; Paixão, JL; Querino, RN","13332","2003","03","15",NA,"Brazil","Bahia","Jussari","Fazenda Serra do Teimoso, Reserva Serra do Teimoso. Near top of mountain, in area near source of the Ribeirão da Bica.Southern Bahian","-39.5425","-15.095556","750","850",NA,"Herb,20-40 cm; flowers bluish-purple, fruit pale green; Southern Bahian wet forest","UEC126526","UEC126526","2007","07",NA,NA,NA,"-39.5425","-15.095556",NA,NA,NA,NA
"22","2021-03-01 16:19:18-03","UNICAMP","UEC","190485","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.","Aona, LYS","Jardim, JG; et al.","1472","1998","02","03",NA,"Brazil","Bahia","Jussari","Rod. Jussari/Palmira. Entrada ca. 7,5 km percorrendo mais 1,7 km até a sede da Fazenda Teimoso. Serra do Teimoso. RPPN Serra do Teimoso","-39.583333","-15.166667","300","450",NA,"Herbácea ca. 30 cm alt. folhas verdes e brilhantes na face superior e opaca na face inferior. Flores com corola lilás e mancha branca no seu interior","UEC126530","UEC126530","2007","07",NA,NA,NA,"-39.583333","-15.166667",NA,NA,NA,NA
"23","2021-03-01 16:19:18-03","UNICAMP","UEC","190486","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.","Aona, LYS","Aona, LYS; et al.","933","2005","02","19",NA,"Brazil","Espírito Santo","Santa Teresa","Trilha atrás da casa sa Pedra, a 1km da sede do IBAMA do P.N. Augusto Ruschi","-40.568639","-19.902972","737","737",NA,"Estéril, folhas descolores, face abaxial masi verde claro, face adaxial podendo apresentar estrias secundárias vináceas, nervura primária alva, caule verde bem claro, quase esbranquiçado, bainhas alvas","UEC126529","UEC126529","2007","07",NA,NA,NA,"-40.568639","-19.902972",NA,NA,NA,NA
"24","2021-03-01 16:19:18-03","UNICAMP","UEC","190489","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.","Aona, LYS","Thomas, WW; Carvalho, A; Sant' Ana, S; Paixão, JL","11536","1997","04","15",NA,"Brazil","Bahia","Pau Brasil","11.1 km. W of Pu Brasil on road to Agua Vermelha, then 1.75 km. left (S) on road to Fazenda of Sr. Ney Ferreira de Melo. Southern Bahian","-39.700278","-15.380833","500","600",NA,"Herb. Leaves slightly succulent, shiny bright green above, pale green nbeneath: corolla violet distally, white basally. Photo; Herb on forest floor. Sourthern Bahian Moist Forest on crest of mountain ridge","UEC126527","UEC126527","2007","07",NA,NA,NA,"-39.700278","-15.380833",NA,NA,NA,NA
"25","2021-03-01 16:19:18-03","UNICAMP","UEC","190490","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.","Aona, LYS","Thomas, WW; et al.","12609","2001","03","14",NA,"Brazil","Bahia","Jussari","Fazenda Serra do Teimoso,RPPN Serra do Teimoso","-39.537361","-15.159361","300","400",NA,"Herb, scatteredin forest. Flowers blue; Scattered in forest. Transitional Southern Bahian Moist Forest","UEC126532","UEC126532","2007","07",NA,NA,NA,"-39.537361","-15.159361",NA,NA,NA,NA
"26","2021-03-01 16:19:18-03","UNICAMP","UEC","190488","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.","Aona, LYS","Aona, LYS; Gil, ASB; Jardim, JG; Paixão, JL; Sant'Ana, SC","946","2005","02","24",NA,"Brazil","Bahia","Jussari","Sera do Teimoso","-39.4953002929688","-15.1913995742798",NA,NA,NA,"ca. 10-40cm alt., estéril. Floresceu em fevereiro de 2006","UEC126528","UEC126528","2007","07",NA,"21386","auto",NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:19:18-03","UNICAMP","UEC","139459","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.","Pellegrini, MOO","Amaral, MCE; Anderson, L; Belinello, R","9951","1999","01","30",NA,"Brazil","Espírito Santo","Linhares","Estrada do municipal MME, Capoeira, lado esquerdo pra quem sai da reserva.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Erva acaule, com frutos, folhas verde claro, temporária, sépalas esverdeadas, internamente brancas, pétalas arroxeadas, base branca, filetes alvos, anteras amareladas/roxas. batatas ovais.","UEC087949","UEC087949","2013","09","20","48094","auto",NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:19:18-03","UNICAMP","UEC","144080","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.","Pellegrini, MOO","Folli, DA","4189","2002","02","26",NA,"Brazil","Espírito Santo","Linhares","Procedência: Reserva Natural da CVRD.&nf;Estrada: Aceiro Calimã.&nf;Km: 0,1.&nf;Ecossistema: mata de tabuleiro.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Forma de vida: terrestre.&nf;Porte: herbáceo.&nf;Cor do botão: verde.&nf;Cor da flor: roxa.&nf;Cor da exsudação: incolor.&nf;Exsudação: seiva.&nf;Cor do fruto imaturo: verde.","UEC035633","UEC035633","2013","09","20","48094","auto",NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:19:18-03","UNICAMP","UEC","143673","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.","Aona, LYS","Folli, DA","2173","1994","01","17",NA,"Brazil","Espírito Santo","Linhares","Reserva Natural da CVDR, MME. Capoeira.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Forma de vida: Terrestre.&nf;Porte: Herbáceo&nf;Cor do botão: verde claro&nf;Cor da flor: roxo&nf;Cor da Exsudação: incolor&nf;Exsudação: seiva&nf;Cor do fruto imaturo: verde claro.","UEC069215","UEC069215","2007","07",NA,"48094","auto",NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:19:18-03","UNICAMP","UEC","190484","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.","Aona, LYS","Carmo, M do","51","1999","02","01",NA,"Brazil","Espírito Santo","Linhares","Reserva Natural sa CVRD. Estrada Municipal do MME km 1,5, Área RFL 89","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Cor do botão: verde; Cor da flor: roxo; Cor da Exsudação: incolor; Terrestre; Herbáceo; Exsudação: seiva; Capoeira","UEC126531","UEC126531","2007","07",NA,"48094","auto",NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:19:18-03","UNICAMP","UEC","79454","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.","Aona, LYS","Peixoto; Lima, HC; Peixoto, OL; Farney de Sá, C","1803","1983","04","23",NA,"Brazil","Espírito Santo","Santa Teresa","Estrada para o Alto Santo Antonio, Próximo ao Vale do Canaã.","-40.6002998352051","-19.9356002807617",NA,NA,NA,"Erva prostrada, frequente no solo da mata. Folhas com nervura central brancascenta. Flores com cálice alvo, corola e estames roxos.","UEC069214","UEC069214","2007","07",NA,"23813","auto",NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:19:18-03","UNICAMP","UEC","161325","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.","Aona, LYS","Aona, LYS; Gil, ASB; Meireles, JE; Kollmann, L","974","2006","01","26",NA,"Brazil","Espírito Santo","Santa Teresa","Rotary Clube. Trillha à direita em direção a cachoeira.","-40.6002998352051","-19.9356002807617",NA,NA,NA,"Erva ca. 40 cm alt., estéril.","UEC024966","UEC024966","2015","03","13","23813","auto",NA,NA,NA,NA,NA,NA
"33","2019-12-06 19:29:25-03","UFES","VIES","29130","S","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.",NA,"Cribari, R.S.; Assis, A.M.","117","2011","01","12",NA,"Brasil","Espírito Santo","Serra","Mestre Álvaro - vertente sudeste. Próximo a FURNAS. Acesso pelo Bairro Jardim Tropical.","-40.304722","-20.181111","200","200",NA,NA,"VIES029130","VIES029130",NA,NA,NA,NA,NA,"40º18'17''W","20º10'52''S",NA,NA,NA,NA
"34","2019-12-06 19:29:25-03","UFES","VIES","29145","S","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.",NA,"Assis, A.M.; Cribari, R.S.","2675","2011","04","13",NA,"Brasil","Espírito Santo","Serra","Mestre Álvaro - vertente sudeste. Próximo a FURNAS. Acesso pelo Bairro Jardim Tropical.","-40.301667","-20.180278","295","295",NA,NA,"VIES029145","VIES029145",NA,NA,NA,NA,NA,"40º18'6''W","20º10'49''S",NA,NA,NA,NA
"35","2020-04-27 16:09:18-03","UFES","VIES","737","S","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.","R. Barreto","Pereira, O.J.","429","1989","04","18",NA,"Brasil","Espírito Santo","Vitória",NA,"-40.3377990722656","-20.3194007873535",NA,NA,NA,NA,"VIES000737","VIES000737","1997","01","06","15291","auto",NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:21:12-03","MBM","MBM","123051","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.",NA,"Silva, L.A.M.; et al.; et al.","2412","1988","05","05","Southern America","Brazil","Bahia","Jussari","Mata da Estação Experimental Gileno Amado","-39.4953002929688","-15.1913995742798",NA,NA,NA,NA,"MBM123051","MBM123051",NA,NA,NA,"21386","auto",NA,NA,NA,NA,NA,NA
"37","2015-09-03 20:51:53-03","MNHN","RECOLNAT_MNHN_P","P01799958","PreservedSpecimen",NA,NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.",NA,"Glaziou",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01799958' target='other'> <mi>dwc_moreinfo</mi></a>","P01799958","P01799958_01",NA,NA,NA,NA,NA,NA,NA,"18666",NA,NA,NA
"38","2015-09-03 20:51:53-03","MNHN","RECOLNAT_MNHN_P","P01799959","PreservedSpecimen",NA,NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01799959' target='other'> <mi>dwc_moreinfo</mi></a>","P01799959","P01799959_01",NA,NA,NA,NA,NA,NA,NA,"15666",NA,NA,NA
"39","2017-09-05 13:25:00-03","MO","MOBOT","100995794","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.","A.M. Amorim","Jomar G. Jardim|et al.","Jardim 2083","1999","4","21","South America","Brazil","Bahia","Jussari","Rod. Jussari/Palmira, entrada, ca. 7.5 km de sede do municipio Faz. Teimoso, 1.5 km E da entrada. RPPM Floresta Semi-decidua.","-39.5288889","-15.1586111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"40","2008-05-27 22:02:00-03","MO","MOBOT","3178373","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.","R.B. Faden","W. Wayt Thomas","Thomas 13332","2003","3","15","South America","Brazil","Bahia",NA,"Mun. Jussari: Fazenda Serra do Teimoso, Reserva Serra fo Teimoso. Near top of mountain, in area near source of the Riberao da Bica. Southern Bahian wet forest.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2013-08-23 04:12:00-03","MO","MOBOT","609566","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.","R.B. Faden (US)","Ariane L. Peixoto|et al.","Peixoto 3425","1985","2","4","South America","Brazil","Espírito Santo",NA,"Santa Tereza, Estrada de Sta. Tereza a Nova Lombardia, sitio do Sr. Alcebiades. Alt. 700 a 750 m.","-40.6","-19.91666","700.00000000","750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-21","5",NA,NA
"42","2020-07-10 09:45:08-03","MBML","MBML-HERBARIO","6845",NA,"Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.","Robert B. Faden/Out.1991","L. A. Mattos Silva; et al","2001","1986","02","19",NA,"Brasil","Bahia","Itamaraju",NA,"-39.5311012268066","-17.0391998291016",NA,NA,NA,"Planta herbácea, pétalas com centros brancos e ápices roxos, frutos jovens, frequente no local.","MBML006845","MBML006845",NA,NA,NA,"55932","auto",NA,NA,NA,NA,NA,NA
"43","2020-07-10 09:45:08-03","MBML","MBML-HERBARIO","29156",NA,"Plantae",NA,NA,"Commelinaceae","Dichorisandra","acaulis","Dichorisandra acaulis","Cogn.",NA,"L. Kollmann","9545","2007","03","16",NA,"Brasil","Espírito Santo","Santa Leopoldina","California","-40.5297012329102","-20.1005992889404",NA,NA,NA,"Erva 40cm na sombra, flores lilás.","MBML029156","MBML029156",NA,NA,NA,"23799","auto",NA,NA,NA,NA,NA,NA
