"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","stateProvince","decimalLongitude","decimalLatitude","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2016-09-29 23:06:00-03","NY","NYBG","1015411","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Schlegeliaceae","Schlegelia","parviflora","Schlegelia parviflora",NA,"R. Goldenberg","906","2007","07","11","South America","Brazil","Estação Biológica de Santa Lúcia Floresta de Encosta, próxima ao rio Timbuí.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105591' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015411","NY01015411_01",NA,"Espírito Santo","-40.6031","-19.8967","R. Goldenberg","Santa Teresa","650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","687513","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Schlegeliaceae","Schlegelia","parviflora","Schlegelia parviflora",NA,"G. G. Hatschbach","2440","1951","07","28","South America","Brazil","Rio Cachoeirinha","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=876790' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687513","NY00687513_01","(Oerst.) Monach.","Paraná","-48.5092","-25.5203","A. H. Gentry","Paranaguá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 20:25:00-03","NY","NYBG","684647","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Schlegeliaceae","Schlegelia","parviflora","Schlegelia parviflora",NA,"R. Reitz","5895","1956","03","22","South America","Brazil","Braço Joaquim, Luis Alves, Itajaí","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=897277' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684647","NY00684647_01",NA,"Santa Catarina","-48.941177","-26.748537","N. Y. Sandwith",NA,"450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","684649","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Schlegeliaceae","Schlegelia","parviflora","Schlegelia parviflora",NA,"G. G. Hatschbach","21186","1969","02","26","South America","Brazil","Rio do Cedro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=897283' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684649","NY00684649_01","(Oerst.) Monach.","Paraná","-48.3289","-25.3069","A. H. Gentry","Guaraqueçaba","20","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01193301","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Schlegeliaceae","Schlegelia","parviflora","Schlegelia parviflora",NA,"J. M. Pires","50671","1961","09","02","South America","Brazil","Rio Araguari","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420091' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193301","NY01193301_01","(Oerst.) Monach.","Amapá","-51.97","2.22","L. G. Lohmann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01193300","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Schlegeliaceae","Schlegelia","parviflora","Schlegelia parviflora",NA,"E. Lleras","P17276","1973","08","10","South America","Brazil","Rio Javari behind Estirão do Equador. Primary forest on terra firme.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1317573' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193300","NY01193300_01","(Oerst.) Monach.","Amazonas","-71.6182101","-4.5300408","A. H. Gentry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-29 20:09:00-03","NY","NYBG","687512","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Schlegeliaceae","Schlegelia","parviflora","Schlegelia parviflora",NA,"M. V. Peron","766","1989","03","10","South America","Brazil","Reserva Ecológica Municipal de Macaéde Cima, Nascente do Rio das Flores. Parc. 1a, microp 1a, ind. 26.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=876786' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687512","NY00687512_01",NA,"Rio de Janeiro","-42.05","-22",NA,"Nova Friburgo","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","684650","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Schlegeliaceae","Schlegelia","parviflora","Schlegelia parviflora",NA,"R. P. Belém","2588","1966","09","22","South America","Brazil","Rodovia BR 5, 10 km S de Eunápolis","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=897285' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684650","NY00684650_01","(Oerst.) Monach.","Bahia","-39.574555","-16.440974","A. H. Gentry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01193302","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Schlegeliaceae","Schlegelia","parviflora","Schlegelia parviflora",NA,"C. A. Cid Ferreira","999","1979","09","04","South America","Brazil","BR-174, estrada Manaus-Caracaraí, km 97, estrada da Hidrelétrica de Balbina, km 55, margem direita, próximo ao aeroporto, mata de terra firme, solo argiloso.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420092' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193302","NY01193302_01","(Oerst.) Monach.","Amazonas","-59.565618","-2.0074694","H. N. Moldenke","Presidente Figueiredo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-29 20:25:00-03","NY","NYBG","684652","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Schlegeliaceae","Schlegelia","parviflora","Schlegelia parviflora",NA,"L. Riedel","s.n.",NA,NA,NA,"South America","Brazil","Macahé","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=897291' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684652","NY00684652_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","684648","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Schlegeliaceae","Schlegelia","parviflora","Schlegelia parviflora",NA,"G. G. Hatschbach","24023","1970","03","16","South America","Brazil","Col. Floresta","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=897280' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684648","NY00684648_01","(Oerst.) Monach.","Paraná","-48.8342","-25.4769","A. H. Gentry","Morretes","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-29 20:09:00-03","NY","NYBG","687514","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Schlegeliaceae","Schlegelia","parviflora","Schlegelia parviflora",NA,"G. Martinelli","11955","1986","11","27","South America","Brazil","Reserva Ecológica Municipal de Macaé de Cima, SItio Sophronites.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=876820' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687514","NY00687514_01",NA,"Rio de Janeiro","-42.05","-22",NA,"Nova Friburgo","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","22207","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Schlegeliaceae","Schlegelia","ramizii","Schlegelia ramizii macrandra","isotype","G. Klug","2340","1931","10",NA,"South America","Peru","Florída, Río Putamayo, at mouth of Río Zubineta.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201036' target='other'> <mi>dwc_moreinfo</mi></a>","NY00022207","NY00022207_01","Sandwith","Loreto",NA,NA,NA,NA,"180","180","macrandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","22207","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Schlegeliaceae","Schlegelia","ramizii","Schlegelia ramizii macrandra","isotype","G. Klug","2340","1931","10",NA,"South America","Peru","Florída, Río Putamayo, at mouth of Río Zubineta.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201036' target='other'> <mi>dwc_moreinfo</mi></a>","NY00022207","NY00022207_01","Sandwith","Loreto",NA,NA,NA,NA,"180","180","macrandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","22208","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Schlegeliaceae","Schlegelia","roseiflora","Schlegelia roseiflora","isotype","W. A. Ducke","1142","1942","02","02","South America","Brazil","Esperança (ad ostium fluminis Javary)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=766672' target='other'> <mi>dwc_moreinfo</mi></a>","NY00022208","NY00022208_01","Ducke","Amazonas","-69.925712","-4.4053522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01193303","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Schlegeliaceae","Schlegelia","roseiflora","Schlegelia roseiflora",NA,"E. Lleras","P16963","1973","07","31","South America","Brazil","Rio Javari, behind palmeiras Army post. Forest on terra firme.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1317575' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193303","NY01193303_01","Ducke","Amazonas","-72.8117904","-5.1372258","A. H. Gentry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-18 09:28:58-03","UNESP-IBB","BOTU","27256","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Schlegelia","parviflora","Schlegelia parviflora",NA,"Zipparro, V.B.","1689","1997","03","19",NA,"Brasil","Parque Intervales-Bahiase SaiBahiadela",NA,"Liana com flores brancas, mais ou menos 10 m de altura, muito aromáticas","BOTU027256",NA,"(Oerst.) Monach.","São Paulo",NA,NA,"Assis, M.A.","Sete Bahiarras",NA,NA,NA,"1998","02","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-06-29 11:32:36-03","UFRJ","RFA","11642","PreservedSpecimen","Plantae",NA,NA,"Schlegeliaceae","Schlegelia","ramizii","Schlegelia ramizii",NA,"Cézio Pereira","170","1972","03","02",NA,"Brasil","Parque Nacional - bosque.",NA,"Planta epífita,flores brancas,rupícula.","RFA11237",NA,"Sandwith","Rio de Janeiro","-42.9655990600586","-22.4122009277344",NA,"Teresópolis",NA,NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:33:03-03","EAO","IAN","120609","PreservedSpecimen","Plantae",NA,NA,"Schlegeliaceae","Schlegelia","parviflora","Schlegelia parviflora",NA,"Belém, RP; Pinheiro, RS","2688","1966","09","22","Southern America","Brasil","Rod. BR 5 10km S de Eunápolis, (Ba). Mata virgem.",NA,"Cipó sobre árvore de 20cm, flores róseos, estames brancos.","IAN120609",NA,"(Oerst.) Monach.","Bahia",NA,NA,"Nascimento, EAP",NA,NA,NA,NA,"2015","02",NA,NA,NA,NA,"11",NA,NA,NA,NA,NA
"30","2021-03-30 12:33:03-03","EAO","IAN","12476","PreservedSpecimen","Plantae",NA,NA,"Schlegeliaceae","Schlegelia","parviflora","Schlegelia parviflora",NA,"Ducke, A","1854","1945","10","24","Southern America","Brasil","Esperança (boca do javari)mata de terra firme, um lugar úmido.",NA,"Cipó robustíssimo em árvore alta, cálice e corola brancos, o limbo avista no lado interior com 5 pequenas manchas cor de rosa.","IAN012476","IAN012476 IAN012476_e","(Oerst.) Monach.","Amazonas",NA,NA,"Gentry, AH",NA,NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:33:03-03","EAO","IAN","10166","PreservedSpecimen","Plantae",NA,NA,"Schlegeliaceae","Schlegelia","roseiflora","Schlegelia roseiflora",NA,"Ducke, A","1142","1942","02","02","Southern America","Brasil","Esperança (boca do javari)mata de terra firme.",NA,"Arbusto robustíssimo epiphyta em árvores altas e escandente, cálice verde, corola róseo pálido.","IAN010166","IAN010166 IAN010166_e","Ducke","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:24:59-03","UFBA","ALCB","97689","PreservedSpecimen","Plantae","Dicotyledon",NA,"Schgeliaceae","Schlegelia","parviflora","Schlegelia parviflora",NA,"Moraes, PLR de","s/n","1991","01","14","Southern America","Brasil","P.E.C. Botelho",NA,"cipó com frutos no dorsal da árvore coletada na árvore no. 411.; Serra de Paranapiacaba.",NA,NA,"(Oerst.) Monach.","São Paulo","-47.9900016784668","-23.8700008392334","Assis, MA","São Miguel Arcanjo","700","700",NA,"1997","09",NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA
"33","2020-02-08 09:33:24-03","NBC","NL-BOTANY","U.1594446","PreservedSpecimen","Plantae",NA,"Lamiales","Schlegeliaceae","Schlegelia","parviflora","Schlegelia parviflora",NA,"Liesner RL; Gonzáles A",NA,"1981","03","19","Southern America","Venezuela","Estado Tachira; La Buenana, 6 - 12 km W of Quebrada Colorado, ca 35 km SSE of San Cristobal; primary forest.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1594446 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1594446","NL-U1594446","(Oerst.) Monach.",NA,"-72.15","7.466667",NA,NA,NA,NA,NA,NA,NA,"-72.15","7.466667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-02-08 09:33:24-03","NBC","NL-BOTANY","L.2820476","PreservedSpecimen","Plantae",NA,"Lamiales","Schlegeliaceae","Schlegelia","parviflora","Schlegelia parviflora",NA,"Klein RM",NA,"1960","03","10","Southern America","Brazil","Santa Catarina, Mata de Cia. Hering, bom Retiro.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2820476 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2820476","NL-L2820476","(Oerst.) Monach.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"35","2020-02-08 09:33:24-03","NBC","NL-BOTANY","L.4134972","PreservedSpecimen","Plantae",NA,"Lamiales","Schlegeliaceae","Schlegelia","parviflora","Schlegelia parviflora",NA,"Fuchs HP; Torres-Romero JH; Zanella L",NA,"1967","03","08","Southern America","Colombia","Colombia, Choco; Seccion 1-2km NE de Pizarro.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4134972 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4134972","NL-L4134972","(Oerst.) Monach.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"36","2020-02-08 09:33:24-03","NBC","NL-BOTANY","U 0260822","PreservedSpecimen","Plantae",NA,"Lamiales","Schlegeliaceae","Schlegelia","parviflora","Schlegelia parviflora",NA,"Reitz R",NA,"1961","01","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200260822 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0260822",NA,"(Oerst.) Monach.","Santa Catarina","-53.733333","-26.533333",NA,NA,NA,NA,NA,NA,NA,"-53.733333","-26.533333",NA,NA,NA,"Magnoliopsidae","Uw6980",NA,NA,NA
"37","2020-02-08 09:33:24-03","NBC","NL-BOTANY","U.1594444","PreservedSpecimen","Plantae",NA,"Lamiales","Schlegeliaceae","Schlegelia","parviflora","Schlegelia parviflora",NA,"Gentry AH; Puig-Ross L",NA,"1975","06","19","Southern America","Venezuela","Estado: Aragua, Henri Pittier National Park. Cloud forest near field station.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1594444 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1594444","NL-U1594444","(Oerst.) Monach.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 09:33:24-03","NBC","NL-BOTANY","U.1594445","PreservedSpecimen","Plantae",NA,"Lamiales","Schlegeliaceae","Schlegelia","parviflora","Schlegelia parviflora",NA,"Fuchs HP; Zanella L",NA,"1967","02","06","Southern America","Colombia","Dpto. Choco, area of Baudo - on right bank of river Baudo, about 18.5 km upstream of estuary, between the estuary of Quebrada Porquera and the sawmill Porquera, about 50 m downstream of latter. Ca. 8 m above s. l. On relatively dry ground on tierra firme at river's edge, in flat, primary forest.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1594445 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1594445","NL-U1594445","(Oerst.) Monach.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 09:33:24-03","NBC","NL-BOTANY","U.1594447","PreservedSpecimen","Plantae",NA,"Lamiales","Schlegeliaceae","Schlegelia","parviflora","Schlegelia parviflora",NA,"Monsalve Benavides M",NA,"1987","04","24","Southern America","Colombia","Valle del cauca, Bajo Calima; concesion Pulpapel / Buenaventura, Bosque pluvial tropical. Construccion carretera Hans, quebrada Ordonito y alrededores.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1594447 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1594447","NL-U1594447","(Oerst.) Monach.",NA,"-77","3.916667",NA,NA,NA,NA,NA,NA,NA,"-77.0","3.916667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 09:33:24-03","NBC","NL-BOTANY","U.1594576","PreservedSpecimen","Plantae",NA,"Lamiales","Schlegeliaceae","Schlegelia","parviflora","Schlegelia parviflora",NA,"Klein RM",NA,"1960","03","10","Southern America","Brazil","Santa Catarina, Mata de Cia. Hering, bom Retiro.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1594576 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1594576","NL-U1594576","(Oerst.) Monach.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 09:33:24-03","NBC","NL-BOTANY","U.1594577","PreservedSpecimen","Plantae",NA,"Lamiales","Schlegeliaceae","Schlegelia","parviflora","Schlegelia parviflora",NA,"Lieras E; et al.",NA,"1973","08","10","Southern America","Brazil","Brazilian Amazonia Estado de Amazonas Rio Solimoes and Rio Javari. Rio Javari behind Estirão de Equador.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1594577 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1594577","NL-U1594577","(Oerst.) Monach.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-02-08 09:33:24-03","NBC","NL-BOTANY","L.2820478","PreservedSpecimen","Plantae",NA,"Lamiales","Schlegeliaceae","Schlegelia","ramizii","Schlegelia ramizii",NA,"Hatschbach GG",NA,"1967","12","14","Southern America","Brazil","Est Paraná, mun Guaraqueçaba, rio de Cedro.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2820478 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2820478","NL-L2820478","Sandwith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
