"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","occurrenceRemarks","recordNumber","continentOcean","decimalLongitude","decimalLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount"
"11","2019-10-09 11:27:36-03","UFBA","ALCB","027686","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Lymania","corallina","Lymania corallina","(Brong. ex Beer) Read","Faria, APG de; Wendt, T; Sousa, LOF de","2003","03","Carvalho, AM de; Thomas, W; Santos, TS dos; et al.","1991","09","11","Brasil","Bahia","Uruçuca","Litoral Sul, distrito de Serra Grande, 7,3 Km na estrada Serra Grande - Itacaré, Fazenda Lagoa do Conjunto Fazenda Santa Cruz","-39.016667","-14.416667","epífita. Inflorescência com escapo e brácteas róseo-esverdeadas. Frutos imaturos róseo-alaranjados. Frequente. Crescendo no interior da mata.","3598","Southern America","-39.016667","-14.416667",NA,"ALCB011543","ALCB011543",NA,NA,"18",NA,NA,NA,NA,NA
"12","2019-10-09 11:27:36-03","UFBA","ALCB","76833","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Lymania","corallina","Lymania corallina","(Brong. ex Beer) Read","Guedes, ML; Valadão, RM","2006","11","Valadão, RM; Guedes, ML","2006","06","23","Brasil","Bahia","Ituberá","Litoral Sul, Mata do Pacangê","-39.133333","-13.716667","epifíta. Folhas rosuladas, margem inteira. Inflorescência passada. Frutos alados imaturos, verdes.; Arbórea.","302","Southern America","-39.133333","-13.716667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:27:36-03","UFBA","ALCB","78693","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Lymania","corallina","Lymania corallina","(Brong. ex Beer) Read","Guedes, ML; Valadão, RM","2007","02","Valadão, RM; Guedes, ML","2006","06","23","Brasil","Bahia","Ituberá","Litoral Sul, Mata do Pacangê",NA,NA,"epífita de folhas rosuladas com a margem inteira. Frutos alados de coloração verde, quando imaturos.; Arbórea.","480","Southern America","-39.1492004394531","-13.7321996688843",NA,"ALCB011544","ALCB011544",NA,NA,NA,"22399","auto",NA,NA,NA
"14","2020-02-08 10:12:16-03","NBC","NL-BOTANY","U.1177971","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Lymania","corallina","Lymania corallina","(Brongn. ex Beer) Read","Gouda EJ","2002","03","Amorim AM; et al.","1992","10","06","Brazil","Bahia",NA,NA,"-39.016667","-14.416667","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1177971 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America","-39.016667","-14.416667",NA,"NL-U1177971","NL-U1177971",NA,NA,"01",NA,NA,"Magnoliopsidae","U 0066756",NA
"15","2020-02-08 10:12:16-03","NBC","NL-BOTANY","U.1177972","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Lymania","corallina","Lymania corallina","(Brongn. ex Beer) Read",NA,NA,NA,"Unknown",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1177972 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"NL-U1177972","NL-U1177972",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"16","2019-08-15 09:04:27-03","UESC","UESC","906","S","Plantae","Angiospermae","Florideophycidae","Bromeliaceae","Lymania","corallina","Lymania corallina",NA,NA,NA,NA,"L.A.Mattos Silva","1996","07","13","Brasil","Bahia","Ilhéus",NA,NA,NA,"Região de Mata Higrófila (Mata Atlântica). Solo argiloso. Dentro da mata.; Epífita.; Frequente no local. Um exemplar foi plantado na área de Reserva da UESC. UNICATA.","3444",NA,"-39.0494003295898","-14.7889003753662",NA,"UESC0000906",NA,"100","100",NA,"61245","auto","Monocotyledoneae",NA,NA
"17","2019-08-15 09:04:27-03","UESC","UESC","11927","S","Plantae","Angiospermae","Florideophycidae","Bromeliaceae","Lymania","corallina","Lymania corallina","(Brong.ex J.Gr.Beer) R.W.Read",NA,NA,NA,"Fontoura, T.","2007","01","05","Brasil","Bahia","Ilhéus",NA,NA,NA,"Mata higrófila sul bahiana.; Planta epífita.","516",NA,"-39.0494003295898","-14.7889003753662",NA,"UESC0011927",NA,NA,NA,NA,"61245","auto","Monocotyledoneae",NA,NA
"18","2019-08-15 09:04:27-03","UESC","UESC","5144","S","Plantae","Angiospermae","Florideophycidae","Bromeliaceae","Lymania","coralina","Lymania coralina",NA,NA,NA,NA,"Fontoura, T.","1999","04","18","Brasil","Bahia","Una",NA,NA,NA,"Mata Higrófila Sul Bahiana em bom estado de conservação; subida do Pêga.; Planta epífita.","440",NA,"-39.0752983093262","-15.2932996749878",NA,"UESC0005144",NA,NA,NA,NA,"36070","auto","Monocotyledoneae",NA,NA
"19","2019-08-15 09:04:27-03","UESC","UESC","2026","S","Plantae","Angiospermae","Florideophycidae","Bromeliaceae","Lymania","coralina","Lymania coralina",NA,NA,"2007","01","Fontoura, T.","1998","04","17","Brasil","Bahia","Una",NA,NA,NA,"Mata Higrófila degradada.; Erva epífita a aproximadamente 2 m de altura no fuste da árvore.; Raros indivíduos na área.","393",NA,"-39.0752983093262","-15.2932996749878",NA,"UESC0002026",NA,NA,NA,NA,"36070","auto","Monocotyledoneae",NA,NA
"20","2020-07-10 09:44:30-03","MBML","MBML-HERBARIO","41555",NA,"Plantae",NA,NA,"Bromeliaceae","Lymania","corallina","Lymania corallina","(Brong. ex Beer) Read",NA,NA,NA,"L. Kollmann; E.Leme & P. Lima","2011","02","18","Brasil","Bahia","Igrapiunã","Fazenda Michelin","39W10'14","13S48'28","Epifita na sombra, frutos verdes.","12185",NA,"-39.170556","-13.807778",NA,"MBML041555","MBML041555",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-04 11:04:41-03","UFRB","HURB","22203","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Lymania","corallina","Lymania corallina","(Brong. ex Beer) Read",NA,NA,NA,"Souza, E.H.","2018","03","01","Brasil","Bahia","Itacaré","Campo Cheiroso; 14km ao norte de Sera Grande, Rodovia Itacará/Ilhéus, entra ao lado direito","39º02'01W","14º23'1S","Acesso incorporado ao BGP465.","465",NA,"-39.033611","-14.383611",NA,"HURB000022203",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-04 11:04:09-03","UFRB","HURB","25953","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Lymania","corallina","Lymania corallina","(Brongn. ex Beer) Read","E.H.Souza",NA,NA,"Souza, E.H.","2019","11","01","Brasil","Bahia","Itacaré","BA-001; entrada a direita sentido Ilhéus","39º01'54,5W","14º18'43S","planta epífita, folhas verdes lustrosas, inflorescência vermelha, laxa com flores brancas e fruto arroxeado carambolado.","252",NA,"-39.031806","-14.311944",NA,"HURB000025953","HURB000025953",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-04 11:04:41-03","UFRB","HURB","23965","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Lymania","corallina","Lymania corallina","(Brongn. ex Beer) Read","E.H.Souza","2018","02","Pontes, R.","2018","02","02","Brasil","Bahia","Ilhéus","Banco da Vitória; Mata da Rinha (Coleção de Ricardo Pontes)",NA,NA,"Acesso Incorporado ao BGB 452 Embrapa Mandioca e Fruticultura, epífita, folhas verdes, inflorescência vemelha, flores caramboladas, 2-pétalas brancas.",NA,NA,"-39.0494003295898","-14.7889003753662",NA,"HURB000023965","HURB000023965",NA,NA,NA,"61245","auto",NA,NA,NA
"24","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Lymania","corallina","Lymania corallina",NA,NA,NA,NA,"-. Halton","1983","7",NA,"Brazil","Bahia",NA,"Fl. in cult. A. Fernandez,iami via Joe Halton (SEL)",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1"
"25","2020-09-12 05:00:02-03","US","US","3351346","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Lymania","corallina","Lymania corallina",NA,NA,NA,NA,"W. W. Thomas, L. M. Silva, T. S. Santos, A. Amorim & S. Sant'Ana","1994","9","28","Brazil","Bahia","Ilhéus","2.0km NNE of Banco da Vitoria on road leading to west edge ofata da Esperança",NA,NA,NA,"10698","South America - Neotropics","-39.0911","-14.7772",NA,"US01936634","US01936634_01",NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1"
"26","2020-09-12 05:00:02-03","US","US","2519269","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Lymania","corallina","Lymania corallina",NA,NA,NA,NA,"R. Belém & M. Magalhães","1965","4","25","Brazil","Bahia",NA,"Rodovia Ubaitaba-Lages, n8 km de Ubaitaba.",NA,NA,NA,"949","South America - Neotropics",NA,NA,NA,"US01936637","US01936637_01",NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1"
"27","2020-09-12 05:00:02-03","US","US","2863662","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Lymania","corallina","Lymania corallina",NA,NA,NA,NA,"T. C. Plowman, Silva, L. A. M. & T. S. Santos","1980","4","12","Brazil","Bahia","Itacaré","Rodovia BA 654, km 6 ao oeste de Itacaré.",NA,NA,NA,"10078","South America - Neotropics","-39.03","-14.3",NA,"US01936636","US01936636_01","60",NA,NA,NA,NA,"Monocotyledonae",NA,"1"
"28","2019-10-07 09:20:36-03","UEFS","HUEFS","13988","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Lymania","corallina","Lymania corallina","(Brong. ex Beer) R.W.Read","L.O.F.de Sousa","2003","03","Carvalho, A.M.de","1991","11","21","Brasil","Bahia","Uruçuca",NA,"39W1'","14S25'",NA,"3598",NA,"-39.016667","-14.416667",NA,"HUEFS0013988","HUEFS0013988",NA,NA,NA,NA,NA,"Lilianae",NA,NA
"29","2019-10-07 09:20:36-03","UEFS","HUEFS","48781","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Lymania","corallina","Lymania corallina","(Brong. ex Beer) R.W.Read","L.O.F.de Sousa","2001","05","Oliveira, R.P.","2000","10","04","Brasil","Bahia","Itacaré","Ca. 8km de Itacaré.","39W1'44''","14S19'9''","Mata Atlântica alterada.","691",NA,"-39.028889","-14.319167",NA,"HUEFS0048781","HUEFS0048781","149","149",NA,NA,NA,"Lilianae",NA,NA
"30","2019-10-07 09:20:36-03","UEFS","HUEFS","48782","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Lymania","corallina","Lymania corallina","(Brong. ex Beer) R.W.Read","L.O.F.de Sousa","2003","03","Oliveira, R.P.","2000","10","04","Brasil","Bahia","Itacaré","Ca. 8km de Itacaré.","39W1'44''","14S19'9''","Mata Atlântica alterada.","692",NA,"-39.028889","-14.319167",NA,"HUEFS0048782","HUEFS0048782","149","149",NA,NA,NA,"Lilianae",NA,NA
"31","2020-07-23 12:00:56-03","CEPLAC","CEPEC","100939","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Lymania","corallina","Lymania corallina",NA,"G. M. Sousa",NA,NA,"P. Fiaschi","1998","02","04","Brasil","Bahia","URUÇUCA","Estrada Serra Grande/Uruçuca. Área do inventário do plano de manejo do Parque Estadual da Serra do Condurú. Maa da torre do celular.","39W6'54","14S29'59",NA,"2394",NA,"-39.115","-14.499722",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/08/2005",NA
"32","2020-07-23 12:00:56-03","CEPLAC","CEPEC","118354","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Lymania","corallina","Lymania corallina",NA,"G. Martinelli",NA,NA,"G. Martinelli","1999","05","13","Brasil","Bahia","URUÇUCA","Distrito de Serra Grande. Rod. Serra Grande/Itacaré. Faz. Lagoa.","39W3'38","14S25'24",NA,"15426",NA,"-39.060556","-14.423333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2003",NA
"33","2020-07-23 12:00:56-03","CEPLAC","CEPEC","20396","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Lymania","corallina","Lymania corallina",NA,"A. Costa",NA,NA,"T. Plowman","1980","04","12","Brasil","Bahia","ITACARÉ","Rod. BA-654, Km 6 aoW de Itacaré.","39W2'0","14S18'0",NA,"10078",NA,"-39.033333","-14.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/07/1994",NA
"34","2020-07-23 12:00:56-03","CEPLAC","CEPEC","52185","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Lymania","corallina","Lymania corallina",NA,"E. M. C. Leme",NA,NA,"A. M. de Carvalho","1991","09","11","Brasil","Bahia","URUÇUCA","7,3Km na estrada Serra Grande/Itacaré, Faz. Lagoa do Conj. Sta. Cruz.","39W1'","14S25'",NA,"3598",NA,"-39.016667","-14.416667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/04/1995",NA
"35","2020-07-23 12:00:56-03","CEPLAC","CEPEC","52200","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Lymania","corallina","Lymania corallina",NA,"E. M. C. Leme",NA,NA,"A. M. de Carvalho","2004","12","01","Brasil","Bahia","URUÇUCA","7.3Km na estrada Serra Grande/Itacaré, Faz. Lagoa do Conj. Sta. Cruz.","39W1'","14S25'",NA,"3358",NA,"-39.016667","-14.416667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/04/1995",NA
"36","2020-07-23 12:00:56-03","CEPLAC","CEPEC","56614","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Lymania","corallina","Lymania corallina",NA,"M. A. Spencer",NA,NA,"A. M. Amorim","1997","11","08","Brasil","Bahia","URUÇUCA","7,3Km na estrada Serra Grande/Itacaré. Faz. Lagoa do Conj. Sta. Cruz.","39W1'","14S25'",NA,"809",NA,"-39.016667","-14.416667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1993",NA
"37","2020-07-23 12:00:56-03","CEPLAC","CEPEC","59772","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Lymania","corallina","Lymania corallina",NA,"E. M. C. Leme",NA,NA,"W. W. Thomas","1993","10","17","Brasil","Bahia","URUÇUCA","7.3Km ao N de Serra Grande Rod. P/ Itacaré, Faz. Lagoa do Conj. Sta. Cruz.","39W1'","14S25'",NA,"9952",NA,"-39.016667","-14.416667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/04/1995",NA
"38","2020-07-23 12:00:56-03","CEPLAC","CEPEC","60725","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Lymania","corallina","Lymania corallina",NA,"E. M. C. Leme",NA,NA,"A. M. de Carvalho","1994","02","28","Brasil","Bahia","URUÇUCA","7,3Km na estrada Sera Grande/Itacaré, Faz. Lagoa do Conj. Sta. Cruz.","39W1'","14S25'",NA,"4412",NA,"-39.016667","-14.416667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/04/1995",NA
"39","2020-07-23 12:00:56-03","CEPLAC","CEPEC","63246","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Lymania","corallina","Lymania corallina",NA,"E. M. C. Leme",NA,NA,"W. W. Thomas","1994","09","28","Brasil","Bahia","ILHÉUS","Mata da Esperança. 2Km ao NNE do Banco da Vitória. Rod. Ao W da Mata.","39W5'28","14S46'38",NA,"10698",NA,"-39.091111","-14.777222",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/04/1995",NA
"40","2020-07-23 12:00:56-03","CEPLAC","CEPEC","63293","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Lymania","corallina","Lymania corallina",NA,"E. M. C. Leme",NA,NA,"W. W. Thomas","1994","09","20","Brasil","Bahia","ILHÉUS","Mata da Esperança. 3KM ao N da Rododviária. Mata ao N da represa.","39W4'9","14S46'55",NA,"10568",NA,"-39.069167","-14.781944",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/04/1995",NA
"41","2020-07-23 12:00:56-03","CEPLAC","CEPEC","63303","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Lymania","corallina","Lymania corallina",NA,"E. M. C. Leme",NA,NA,"W. W. Thomas","1994","09","21","Brasil","Bahia","ILHÉUS","Mata da Esperança. 3KM ao N da Rododviária, Mata ao N da represa.","39W4'9","14S46'55",NA,"10584",NA,"-39.069167","-14.781944",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/04/1995",NA
"42","2020-07-23 12:00:56-03","CEPLAC","CEPEC","63408","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Lymania","corallina","Lymania corallina",NA,"E. M. C. Leme",NA,NA,"W. W. Thomas","1994","09","23","Brasil","Bahia","ILHÉUS","Mata da Esperança. 3KM ao N da Rododviária. Mata ao N da represa.","39W4'9","14S46'55",NA,"10609",NA,"-39.069167","-14.781944",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/04/1995",NA
"43","2020-07-23 12:00:56-03","CEPLAC","CEPEC","84313","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Lymania","corallina","Lymania corallina",NA,"T. Fontoura",NA,NA,"J. G. Jardim","2000","01","30","Brasil","Bahia","ILHÉUS","Mata da Esperança, parte W, acesso Rod. Ilheus/Itabuna, Banco da Vitória.","39W5'0","14S46'30",NA,"2592",NA,"-39.083333","-14.775",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17/01/2007",NA
"44","2020-07-23 12:00:56-03","CEPLAC","CEPEC","82546","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Lymania","corallina","Lymania corallina",NA,"L. O. F. de Sousa",NA,NA,"I. Ramirez","1994","08","11","Brasil","Bahia","URUÇUCA","Ca. 7.3Km na estrada Serra Grande/Itacaré.","39W33'7","14S25'25",NA,"469",NA,"-39.551944","-14.423611",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/10/2002",NA
"45","2020-07-23 12:00:56-03","CEPLAC","CEPEC","94479","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Lymania","corallina","Lymania corallina",NA,"T. Fontoura",NA,NA,"W. W. Thomas","1996","08","05","Brasil","Bahia","ITACARÉ","10Km ao W da junção da Rod. Ilhéus/Itacaré (BA-001), Rod. p/ Itacaré BR-101, depois 1.6Km ao S da Faz. na Rod. p/. Reserva da Fazenda Capitão.","39W5'","14S20'",NA,"13046",NA,"-39.083333","-14.333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17/01/2007",NA
"46","2020-07-23 12:00:56-03","CEPLAC","CEPEC","16572","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Lymania","corallina","Lymania corallina",NA,"A. Costa",NA,NA,"S. A. Mori","1979","06","15","Brasil","Bahia","ITACARÉ","Estrada que liga torre Embratel c/ a estrada BR-101/Itacaré, a 5,8Km da entrada. Ca. 25Km ao SE de Ubaitaba","0W0'0","0S0'0",NA,"12016",NA,"-38.9967002868652","-14.2775001525879",NA,NA,NA,NA,NA,NA,"41230","auto",NA,"30/07/1994",NA
"47","2020-07-23 12:00:56-03","CEPLAC","CEPEC","15840","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Lymania","corallina","Lymania corallina",NA,"A. Costa",NA,NA,"S. A. Mori","1979","02","07","Brasil","Bahia","MARAÚ","Rod. BR-030, a 3Km ao S Marau,","0W0'0","0S0'0",NA,"11466",NA,"-39.0147018432617","-14.103099822998",NA,NA,NA,NA,NA,NA,"47076","auto",NA,"30/07/1994",NA
"48","2020-07-23 12:00:56-03","CEPLAC","CEPEC","8837","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Lymania","corallina","Lymania corallina",NA,"R. W. Read",NA,NA,"T. S. dos Santos","1972","06","22","Brasil","Bahia","ubaitaba","Trecho da Br-101 Ubaitaba ao Porto Santo Antonio ao S.","0W0'0","0S0'0",NA,"2337",NA,"-39.323299407959","-14.3125",NA,NA,NA,NA,NA,NA,"27575","auto",NA,"07/08/1985",NA
"49","2020-07-23 12:00:56-03","CEPLAC","CEPEC","56342","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Lymania","corallina","Lymania corallina",NA,"L. O. F. de Sousa",NA,NA,"A. M. Amorim","1992","08","24","Brasil","Bahia","URUÇUCA","Estrada que liga uruçuca/Serra grande. A 23Km a partir da sede municipio.",NA,NA,NA,"600",NA,"-39.2844009399414","-14.5930995941162",NA,NA,NA,NA,NA,NA,"33791","auto",NA,"15/10/2002",NA
