"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","individualCount","occurrenceRemarks","recordedBy","recordNumber","continentOcean","country","barcode","imagecode","dayIdentified","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","typeStatus","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","preparationType","class"
"28","2020-07-10 09:44:56-03","MBML","MBML-HERBARIO","42216",NA,"Plantae",NA,NA,"Bromeliaceae","Wittrockia","gigantea","Wittrockia gigantea","(Baker) Leme","T.S. Coser/28-03-2011",NA,NA,NA,"Planta terrestre, próximo de curso d'agua. Populações rarasa e restrita a área. Folhas verdes, bainhas alvas, espinhos castanho-escuros, ápice da lamina escuro. Brácteas escapais basais vermelhas, verdes na base, as da porção mediana v","T.S. Coser; F.B. Uribbe & B. Neves","403",NA,"Brasil","MBML042216","MBML042216_1 MBML042216_2",NA,"2011","03","28","Espírito Santo","Vale Verde","Parque Nacional do Caparaó. Mata Ciliar","-41.512778","-20.419167",NA,NA,"41W30'46","20S25'9",NA,NA,NA,NA,NA,NA
"29","2020-07-10 09:44:56-03","MBML","MBML-HERBARIO","42198",NA,"Plantae",NA,NA,"Bromeliaceae","Wittrockia","gigantea","Wittrockia gigantea","(Baker) Leme","T.S. Coser/28-03-2011",NA,NA,NA,"Planta terrestre, próximo de curso d'agua. Populações rarasa e restrita a área. Folhas verdes, bainhas alvas, espinhos castanho-escuros, ápice da lamina escuro. Brácteas escapais basais vermelhas, verdes na base, as da porção mediana v","T.S. Coser; F.B. Uribbe & B. Neves","402",NA,"Brasil","MBML042198","MBML042198_1 MBML042198_2",NA,"2011","03","28","Espírito Santo","Vale Verde","Parque Nacional do Caparaó. Mata Ciliar","-41.512778","-20.419167",NA,NA,"41W30'46","20S25'9",NA,NA,NA,NA,NA,NA
"30","2020-07-10 09:44:56-03","MBML","MBML-HERBARIO","42444",NA,"Plantae",NA,NA,"Bromeliaceae","Wittrockia","gigantea","Wittrockia gigantea","(Baker) Leme","T.S. Coser/28-03-2011",NA,NA,NA,"Planta terrestre, próximo de curso d'agua. Populações raras e restrita a área. Folhas verdes, bainhas alvas, espinhos castanho-escuros, ápice da lamina escuro, brácteas escapais basais vermelhas, verdes na base, as da porção mediana ve","T.S. Coser; F.B. Uribbe & B. Neves","401",NA,"Brasil","MBML042444","MBML042444_1 MBML042444_2",NA,"2011","03","28","Espírito Santo","Vale Verde","Parque Nacional do Caparaó. Mata Ciliar","-41.512778","-20.419167",NA,NA,"41W30'46","20S25'9",NA,NA,NA,NA,NA,NA
"31","2020-09-12 05:00:02-03","US","US","2121572","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Canistrum","giganteum","Canistrum giganteum","(Baker) L.B. Sm.",NA,NA,NA,"1",NA,"A. C. Brade","21155","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae"
"32","2020-09-12 05:00:02-03","US","US","2688138","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Canistrum","giganteum","Canistrum giganteum","(Baker) L.B. Sm.",NA,NA,NA,"1",NA,"G. Eiten & L. T. Eiten","7742-B","South America - Neotropics","Brazil",NA,NA,NA,"1966","7","31","Rio de Janeiro",NA,"Município de Resende: Itatiáia National Park. South face of Mt. Itatiáia. Along road west of television relay tower, east of head of main valley of Rio Itatiáia.",NA,NA,NA,NA,NA,NA,NA,"1840",NA,NA,NA,"Monocotyledonae"
"33","2020-09-12 05:00:02-03","US","US","1906412","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Canistrum","giganteum","Canistrum giganteum","(Baker) L.B. Sm.",NA,NA,NA,"1",NA,"M. B. Foster & R. Foster","609","South America - Neotropics","Brazil",NA,NA,NA,"1948","7","12","Minas Gerais",NA,"Serra Cipo, n. of Belo Horizonte, Mun. Jabuti-catubas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae"
"34","2020-09-12 05:00:02-03","US","US","209890","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Karatas","regnelli","Karatas regnelli","Baker",NA,NA,NA,"1",NA,"A. F. Regnell","III 1259","South America - Neotropics","Brazil","US00091410","US00091410_01",NA,"1861",NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"Type collection",NA,NA,NA,NA,"Monocotyledonae"
"35","2020-09-12 05:00:02-03","US","US","1123476","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Nidularium","giganteum","Nidularium giganteum","Baker",NA,NA,NA,"1",NA,"A. F. M. Glaziou","11692","South America - Neotropics","Brazil","US00478870","US00478870_01",NA,"1879","4","10","Minas Gerais",NA,"Serro do Picu, a Enzenho do Serra.",NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,"Monocotyledonae"
"36","2019-09-04 19:45:58-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Canistrum","ingratum","Canistrum ingratum",NA,NA,NA,NA,NA,NA,"H. de Magalhães","1585","South America","Brazil",NA,NA,NA,"1896","7",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,"Monocotyledoneae"
"37","2019-09-04 20:04:13-03","F","FMNH-SEEDPLANTS","V0045181F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Nidularium","giganteum","Nidularium giganteum",NA,NA,NA,NA,NA,NA,"A. Glaziou","11692","South America","Brazil","V0045181F","V0045181F_01",NA,"1879","4","10",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,"Monocotyledoneae"
"38","2021-03-05 16:09:37-03","MN","R-TIPOS","211311","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Wittrockia","gigantea","Wittrockia gigantea","(Baker) Leme","Coser, T.S.","2010","11",NA,NA,"Magalhães, H.","1585",NA,"Brasil","R000211311","R000211311_001","17","1896","07",NA,"Minas Gerais",NA,"Serra da Mantiqueira",NA,NA,NA,NA,NA,NA,"Isotypus de Canistrum ingratum Mez",NA,NA,NA,NA,NA
"39","2021-03-05 16:09:37-03","MN","R-TIPOS","211311a","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Wittrockia","gigantea","Wittrockia gigantea","(Baker) Leme","Coser, T.S.","2010","11",NA,NA,"Magalhães, H.","1585",NA,"Brasil","R000211311a","R000211311a_001","17","1896","07",NA,"Minas Gerais",NA,"Serra da Mantiqueira",NA,NA,NA,NA,NA,NA,"Isotypus de Canistrum ingratum Mez",NA,NA,NA,NA,NA
"40","2019-11-21 10:02:34-03","IBt","SP","303950","S","Plantae",NA,NA,"Bromeliaceae","Canistrum","giganteum","Canistrum giganteum","(Baker) L.B.Sm.","Proença, SL","1998","02",NA,NA,"Kinoshita Gouvêa, LS; Moreira, JLA","9522",NA,"Brasil","SP051448","SP051448","18","1995","04","06","São Paulo","Lavrinhas","12km ao N de Lavrinhas, vale do Ribeirão do Braço.","-44.881667","-22.462778",NA,NA,"-44.881667","-22.462778",NA,NA,NA,NA,NA,NA
"41","2019-11-21 10:02:34-03","IBt","SP","303950a","Extra","Plantae",NA,NA,"Bromeliaceae","Canistrum","giganteum","Canistrum giganteum","(Baker) L.B.Sm.","Proença, SL","1998","02",NA,NA,"Kinoshita Gouvêa, LS; Moreira, JLA","9522",NA,"Brasil","SP051449","SP051449","18","1995","04","06","São Paulo","Lavrinhas","12km ao N de Lavrinhas, vale do Ribeirão do Braço.","-44.881667","-22.462778",NA,NA,"-44.881667","-22.462778",NA,NA,NA,NA,NA,NA
"42","2019-11-21 10:02:34-03","IBt","SP","397043","S","Plantae",NA,NA,"Bromeliaceae","Canistrum","giganteum","Canistrum giganteum","(Baker) L.B.Sm.","Martins, SE","2007","05",NA,NA,"Martins, SE; et al.","1035",NA,"Brasil","SP051446","SP051446",NA,"2007","05","15","São Paulo","São José do Barreiro","Serra da Bocaina, Trilha para o Pico da Bacia.","-44.587361","-22.719333",NA,NA,"-44.587361","-22.719333",NA,"1900","1900",NA,NA,NA
"43","2019-11-21 10:02:34-03","IBt","SP","397043a","Extra","Plantae",NA,NA,"Bromeliaceae","Canistrum","giganteum","Canistrum giganteum","(Baker) L.B.Sm.","Martins, SE","2007","05",NA,NA,"Martins, SE; et al.","1035",NA,"Brasil","SP051447","SP051447",NA,"2007","05","15","São Paulo","São José do Barreiro","Serra da Bocaina, Trilha para o Pico da Bacia.","-44.587361","-22.719333",NA,NA,"-44.587361","-22.719333",NA,"1900","1900",NA,NA,NA
"44","2019-11-21 10:02:34-03","IBt","SP","44713","S","Plantae",NA,NA,"Bromeliaceae","Canistrum","giganteum","Canistrum giganteum","(Baker) L.B.Sm.","Forzza, RC","2005",NA,NA,NA,"Foster, M; Foster, R","609",NA,"Brasil","SP051468","SP051468",NA,"1940","07","12","Minas Gerais",NA,"Serra do Cipó, Vaccaria.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-21 10:02:34-03","IBt","SP","487653","S","Plantae",NA,NA,"Bromeliaceae","Canistrum","giganteum","Canistrum giganteum","(Baker) L.B.Sm.","Martins, SE","2009","03",NA,NA,"Martins, SE; et al.","1275",NA,"Brasil","SP051451","SP051451",NA,"2009","03","24","São Paulo","São José do Barreiro","Serra da Bocaina, Morro da Boa Vista.","-44.639194","-22.745389",NA,NA,"-44.639194","-22.745389",NA,"1740","1740",NA,NA,NA
"46","2019-11-21 10:02:34-03","IBt","SP","5382","S","Plantae",NA,NA,"Bromeliaceae","Canistrum","giganteum","Canistrum giganteum","(Baker) L.B.Sm.","Forzza, RC","2005",NA,NA,NA,"Zikán, JF","s.n.",NA,"Brasil","SP051450","SP051450",NA,"1921","03","23","Minas Gerais","Passa Quatro",NA,"-44.9667015075684","-22.3903007507324","17293","auto",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 10:02:34-03","IBt","SP","139084","S","Plantae",NA,NA,"Bromeliaceae","Canistrum","giganteum","Canistrum giganteum","(Baker) L.B.Sm.","Forzza, RC","2005",NA,NA,NA,"Eiten, G; Eiten, LT","7742-B",NA,"Brasil","SP051452","SP051452",NA,"1966","07","31","Rio de Janeiro","Resende","Parque Nacional do Itatiaia, South face of Mt. Itatiáia. Along road W of television relay tower, E of head of main valley of Rio Itatiaia.","-44.4467010498047","-22.468900680542","36089","auto",NA,NA,NA,"1840","1840",NA,NA,NA
"48","2014-09-23 10:56:58-03","G","G","G00099589","S","Plantae",NA,NA,"Bromeliaceae","Canistrum","giganteum","Canistrum giganteum","(Baker) L. B. Sm.","?",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=126136&base=img&lang=en","Glaziou, A. F. M.","11692","AMERIQUE DU SUD","Brazil","G00099589","G00099589",NA,"1880",NA,"00","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,NA,"-42.9125","-22.48222222","ISOTYPUS of Nidularium giganteum Baker",NA,NA,NA,NA,NA
