"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","individualCount","class","dayIdentified","relatedCatalogItem"
"11","2020-02-03 14:46:59-03","USP","SPF","79029","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.","Lucresia, L","Harley, RM","25778","1988","10","30",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas","-41.933333","-13.533333","1350","1450",NA,NA,"SPF00079029",NA,NA,NA,NA,"2019","-41.933333","-13.533333","12",NA,NA,NA,NA
"12","2019-11-13 11:26:57-03","USP","SPF","87789","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.","Nic Lughadha, E","Ganev, W","1489","1992","11","18",NA,"Brasil","Bahia","Abaíra",NA,"-41.85","-13.333333","1470","1470",NA,NA,"SPF00087789",NA,NA,NA,NA,"1999","-41.85","-13.333333",NA,NA,NA,NA,NA
"13","2019-11-13 11:26:57-03","USP","SPF","89061","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.","Nic Lughadha, E","Ganev, W","1597","1992","11","29",NA,"Brasil","Bahia","Abaíra",NA,"-41.833333","-13.233333","1550","1550",NA,NA,"SPF00089061",NA,NA,NA,NA,"1999","-41.833333","-13.233333",NA,NA,NA,NA,NA
"14","2019-11-13 11:26:57-03","USP","SPF","90414","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.","Nic Lughadha, E","Harley, RM","H50758","1992","01","12",NA,"Brasil","Bahia","Abaíra",NA,"-41.766667","-13.3","1300","1300",NA,NA,"SPF00090414",NA,NA,NA,NA,"1999","-41.766667","-13.3",NA,NA,NA,NA,NA
"15","2019-11-13 11:26:57-03","USP","SPF","88623","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.","Nic Lughadha, E","Ganev, W","1667","1992","12","16",NA,"Brasil","Bahia","Abaíra","Catolés","-41.75","-13.366667","850","850",NA,NA,"SPF00088623",NA,NA,NA,NA,"1999","-41.75","-13.366667",NA,NA,NA,NA,NA
"16","2019-11-13 11:26:57-03","USP","SPF","88625","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.","Nic Lughadha, E","Ganev, W","1665","1992","12","16",NA,"Brasil","Bahia","Abaíra","Catolés","-41.75","-13.366667","850","850",NA,NA,"SPF00088625",NA,NA,NA,NA,"1999","-41.75","-13.366667",NA,NA,NA,NA,NA
"17","2019-11-13 11:26:57-03","USP","SPF","86937","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.","Nic Lughadha, E","Ganev, W","1253","1992","10","17",NA,"Brasil","Bahia","Piatã",NA,"-41.85","-13.3","1250","1250",NA,NA,"SPF00086937",NA,NA,NA,NA,"1999","-41.85","-13.3",NA,NA,NA,NA,NA
"18","2019-10-07 09:35:31-03","UEFS","HUEFS","12317","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.","E.Nic Lughadha","Ganev, W.","1253","1992","10","17",NA,"Brasil","Bahia","Piatã",NA,"-41.85","-13.283333","1250","1250",NA,NA,"HUEFS0012317","HUEFS0012317",NA,NA,NA,"1999","41W51'","13S17'","11",NA,"Rosanae",NA,NA
"19","2019-10-07 09:35:31-03","UEFS","HUEFS","203074","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.","A.Stadnik","Azevêdo-Gonçalves, C.F.de","1155","2006","05","05",NA,"Brasil","Bahia","Mucugê","Guiné. Fazenda Alvorada. Mata Capão.","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"HUEFS0203074","HUEFS0203074 HUEFS0203074_e1",NA,"52493","auto","2019",NA,NA,"07",NA,"Rosanae",NA,NA
"20","2019-10-07 09:35:31-03","UEFS","HUEFS","12553","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.","E.Nic Lughadha","Ganev, W.","1489","1992","11","18",NA,"Brasil","Bahia","Abaíra",NA,"-41.85","-13.333333","1470","1470",NA,NA,"HUEFS0012553","HUEFS0012553",NA,NA,NA,"1999","41W51'","13S20'","11",NA,"Rosanae",NA,NA
"21","2019-10-07 09:35:31-03","UEFS","HUEFS","12661","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.","E.Nic Lughadha","Ganev, W.","1597","1992","11","29",NA,"Brasil","Bahia","Abaíra","Catolés Topo da subida da Serra do Atalho.","-41.833333","-13.233333","1550","1550",NA,"com solo arenoso com rochas.","HUEFS0012661","HUEFS0012661",NA,NA,NA,"1999","41W50'","13S14'","11",NA,"Rosanae",NA,NA
"22","2019-10-07 09:35:31-03","UEFS","HUEFS","12930","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.","E.Nic Lughadha","Ganev, W.","1665","1992","12","16",NA,"Brasil","Bahia","Abaíra","Catolés Caminho Jambreiro - Belo Horizonte.","-41.866667","-13.3","1150","1150",NA,"com solo argiloso com rochas.","HUEFS0012930","HUEFS0012930",NA,NA,NA,"1999","41W52'","13S18'","11",NA,"Rosanae",NA,NA
"23","2019-10-07 09:35:31-03","UEFS","HUEFS","12932","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.","E.Nic Lughadha","Ganev, W.","1667","1992","12","16",NA,"Brasil","Bahia","Abaíra","Catolés Caminho Jambreiro-Belo Horizonte.","-41.866667","-13.3","1250","1250",NA,"com solo argiloso com rochas.","HUEFS0012932","HUEFS0012932",NA,NA,NA,"1999","41W52'","13S18'","11",NA,"Rosanae",NA,NA
"24","2019-10-07 09:35:31-03","UEFS","HUEFS","15829","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.","E.Nic Lughadha","Ganev, W.","2290","1993","10","23",NA,"Brasil","Bahia","Abaíra",NA,"-41.9","-13.3","1150","1150",NA,NA,"HUEFS0015829","HUEFS0015829",NA,NA,NA,"1999","41W54'","13S18'","11",NA,"Rosanae",NA,NA
"25","2019-10-07 09:35:31-03","UEFS","HUEFS","18267","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.","E.Nic Lughadha","Ganev, W.","3522","1994","07","14",NA,"Brasil","Bahia","Abaíra",NA,"-41.85","-13.3","1100","1150",NA,NA,"HUEFS0018267","HUEFS0018267",NA,NA,NA,"1999","41W51'","13S18'","11",NA,"Rosanae",NA,NA
"26","2019-10-07 09:35:31-03","UEFS","HUEFS","222232","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.",NA,"Faria, J.E.Q.","1902","2011","09","25",NA,"Brasil","Bahia","Piatã","Estrada para Inúbia, ca. 12 Km após o entrocamento com a estrada de Piatã.","-41.8875","-13.080556","1381","1381",NA,"Ambiente rupestre na encosta de morro.","HUEFS0222232",NA,NA,NA,NA,NA,"41W53'15''","13S4'50''",NA,NA,"Rosanae",NA,NA
"27","2019-10-07 09:35:31-03","UEFS","HUEFS","222233","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.",NA,"Faria, J.E.Q.","1908","2011","09","25",NA,"Brasil","Bahia","Piatã","Estrada para Inúbia, ca. 12 Km após o entrocamento com a estrada de Piatã.","-41.8875","-13.080556","1381","1381",NA,"Ambiente rupestre na encosta de morro.","HUEFS0222233",NA,NA,NA,NA,NA,"41W53'15''","13S4'50''",NA,NA,"Rosanae",NA,NA
"28","2019-10-07 09:35:31-03","UEFS","HUEFS","26078","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.","M.Sobral","Queiroz, L.P.de","PCD3999","1996","11","03",NA,"Brasil","Bahia","Piatã","Serra de Santana.","-41.760833","-13.150278","1309","1309",NA,NA,"HUEFS0026078","HUEFS0026078",NA,NA,NA,"2004","41W45'39''","13S9'1''","05",NA,"Rosanae",NA,NA
"29","2019-10-07 09:35:31-03","UEFS","HUEFS","44098","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.","M.Sobral","Nascimento, F.H.F.","275","1999","10","18",NA,"Brasil","Bahia","Rio de Contas","Caiambola Fazenda Camburu, trilha Camburu-pico Itobira.","-41.866667","-13.5","1450","1550",NA,"Mata ciliar antropizada.","HUEFS0044098","HUEFS0044098",NA,NA,NA,"2003","41W52'","13S30'","09",NA,"Rosanae",NA,NA
"30","2019-10-07 09:35:31-03","UEFS","HUEFS","49574","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.",NA,"Harley, R.M.","H50758","1992","01","12",NA,"Brasil","Bahia","Abaíra","Barra.","-41.766667","-13.3",NA,NA,NA,NA,"HUEFS0049574","HUEFS0049574",NA,NA,NA,NA,"41W46'","13S18'",NA,NA,"Rosanae",NA,NA
"31","2020-11-23 11:39:10-03","IAC","IAC","43991","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Myrcia","almasensis","Myrcia almasensis","Nic Lughadha","E.M. Nic Lughadha","W. Ganes","3522","1994","07","14",NA,"Brasil","Bahia","Abaíra","Caminho Jambreiro-Belo Horizonte","-41.8500001","-13.3000001",NA,NA,NA,"altitude de 1100 a 1150m. Coordenadas do material: 13°18#?#S 41°51#?#W",NA,NA,NA,NA,NA,"1999","-41.8500001","-13.3000001","11",NA,NA,"14",NA
"32","2020-07-23 12:16:06-03","CEPLAC","CEPEC","85982","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","almasensis","Myrcia almasensis",NA,"E. N. Lughadha","W. Ganev","1253","1992","10","17",NA,"Brasil","Bahia","PIATÃ","Jambreiro, próximo a Catolés.","-41.85","-13.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W51'","13S18'",NA,NA,NA,NA,"30/12/1999"
"33","2020-07-23 12:16:06-03","CEPLAC","CEPEC","85999","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","almasensis","Myrcia almasensis",NA,"E. N. Lughadha","W. Ganev","1665","1992","12","16",NA,"Brasil","Bahia","ABAÍRA","Catolés, Funil - próximo ao Rio da água Suja.","-41.75","-13.366667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W45'","13S22'",NA,NA,NA,NA,"30/12/1999"
"34","2020-07-23 12:16:06-03","CEPLAC","CEPEC","17095","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","almasensis","Myrcia almasensis",NA,"E. N. Lughadha","S. A. Mori","12390","1079","07","21",NA,"Brasil","Bahia","RIO DE CONTAS","4Km ao N da cidade.","-41.766667","-13.533333",NA,NA,NA,NA,NA,NA,"Paratipo",NA,NA,NA,"41W46'0","13S32'0",NA,NA,NA,NA,"30/12/1994"
"35","2020-07-23 12:16:06-03","CEPLAC","CEPEC","48117","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","almasensis","Myrcia almasensis",NA,"E. N. Lughadha","R. M. Harley","25778","1988","10","30",NA,"Brasil","Bahia","RIO DE CONTAS","Pico das Almas. Vertente leste. Trilho Faz. Silvina/Queiroz.","-41.933333","-13.533333",NA,NA,NA,NA,NA,NA,"Isótipo",NA,NA,NA,"41W56'0","13S32'0",NA,NA,NA,NA,"30/12/1994"
"36","2020-07-23 12:16:06-03","CEPLAC","CEPEC","76469","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","almasensis","Myrcia almasensis",NA,"M. Sobral","L. P. de Queiroz","3999","1996","11","03",NA,"Brasil","Bahia","PIATÃ","Serra de Santana","-41.760833","-13.150278",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,"41W45'39","13S9'1",NA,NA,NA,NA,NA
"37","2020-07-23 12:16:06-03","CEPLAC","CEPEC","85998","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","almasensis","Myrcia almasensis",NA,"E. N. Lughadha","W. Ganev","1489","1992","11","18",NA,"Brasil","Bahia","ABAÍRA","Caminho Bicota/Serrinha.","-41.85","-13.333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W51'","13S20'",NA,NA,NA,NA,"30/12/1999"
"38","2020-07-23 12:16:06-03","CEPLAC","CEPEC","86012","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","almasensis","Myrcia almasensis",NA,"E. N. Lughadha","W. Ganev","1597","1992","11","29",NA,"Brasil","Bahia","ABAÍRA","Subida da Serra do Atalho, caminho Ribeirão de Baixo Piatã, pelas Quebradas.","-41.833333","-13.233333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W50'","13S14'",NA,NA,NA,NA,"30/12/1999"
"39","2020-07-23 12:16:06-03","CEPLAC","CEPEC","85897","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","almasensis","Myrcia almasensis",NA,"E. N. Lughadha","W. Ganev","1667","1992","12","16",NA,"Brasil","Bahia","ABAÍRA","Catolés, Funil, próximo ao Rio da água Suja.","-41.75","-13.366667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W45'","13S22'",NA,NA,NA,NA,"30/12/1999"
"40","2020-07-23 12:16:06-03","CEPLAC","CEPEC","85984","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","almasensis","Myrcia almasensis",NA,"E. N. Lughadha","R. M. Harley",NA,"1992","01","12",NA,"Brasil","Bahia","ABAÍRA","Barra.","-41.766667","13.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W46'","13N18'",NA,NA,NA,NA,"30/12/1999"
"41","2020-02-17 11:30:06-03","UEG","HUEG",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.","Gottsberger, I.S.; Incógnito","Fróes, R.L.; Faria, J.E.Q.","1908","2011","09","25","Southern America","Brasil","Bahia","Piatã","Estrada para Inúbia, ca. 12 km após o entroncamento com a estrada de Piatã","-41.8875","-13.080556",NA,NA,NA,"Arvoreta ca. 2,5 m de altura, botões florais cinéreos em inflorescência triflora, pentêmeros (coletado material em sílica gel); Ambiente rupestre na encosta de morro",NA,NA,NA,NA,NA,"1976","-41.8875","-13.080556",NA,NA,NA,NA,NA
"42","2020-02-17 11:30:06-03","UEG","HUEG","13542","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.","Faria, J.E.Q.","Faria, J.E.Q.","1908","2011","04","25","Southern America","Brasil","Bahia","Piatã",NA,"-41.8875","-13.080556","1381","1381",NA,"Arvoreta ca. 2,5 m de altura, botões florais cinéreos em inflorescência triflora, pentêmeros (coletado material em sílica gel).; Estrada para Inúbia, ca. 12 km após o entroncamento com a estrada de Piatã. Ambiente rupestre na encosta","HUEG013542",NA,NA,NA,NA,"2011","-41.8875","-13.080556","04",NA,NA,NA,NA
"43","2020-02-17 11:30:06-03","UEG","HUEG",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.","Pabst, G.F.J.; Salas, R.","?; Faria, J.E.Q.","1902","2011","09","25","Southern America","Brasil","Bahia","Piatã","Estrada para Inúbia, ca. 12 km após o entroncamento com a estrada de Piatã","-41.8875","-13.080556",NA,NA,NA,"Arvoreta ca. 2,5 m de altura, botões florais cinéreos em inflorescência triflora, pentêmeros (coletado material em sílica gel); Ambiente rupestre na encosta de morro",NA,NA,NA,NA,NA,"2007","-41.8875","-13.080556",NA,NA,NA,NA,NA
"44","2020-02-17 11:30:06-03","UEG","HUEG","13539","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.","Faria, J.E.Q.","Faria, J.E.Q.","1902","2011","09","25","Southern America","Brasil","Bahia","Piatã",NA,"-41.8875","-13.080556","1381","1381",NA,"Arvoreta ca. 2,5 m de altura, botões florais cinéreos em inflorescência triflora, pentêmeros (coletado material em sílica gel).; Estrada para Inúbia, ca. 12 km após o entroncamento com a estrada de Piatã. Ambiente rupestre na encosta","HUEG013539",NA,NA,NA,NA,"2011","-41.8875","-13.080556","09",NA,NA,NA,NA
"45","2019-02-27 14:03:02-03","UFSJ","HUFSJ","5421","S","Plantae",NA,NA,"Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.",NA,"Nascimento, FHF","275","1999","10","18",NA,"Brasil","Bahia","Rio de Contas","Fazenda Camburu, trilha Camburu-pico Itobira. Mata ciliar antropizada.","-41.866667","-13.5","145","1550",NA,"Arbusto, ca. 2m dealtura. Folhas discolores, coriáceas. Botões esverdeados. Pétalas amarelo-esverdeadas.","HUFSJ005421",NA,NA,NA,NA,NA,"-41.866667","-13.5",NA,NA,NA,NA,NA
"46","2019-11-01 15:06:04-03","UnB","UB","131473","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.","Nic Lughada, EM","Ganev, W","1665","1992","12","16","Southern America","Brasil","Bahia","Abaíra","Distrito de Catolés, Funil - próximo ao Rio de Água Suja","-41.75","-13.366667",NA,NA,NA,"Frutos verde-amarelados, passando a vermelho.; Arbusto 3m.; Carrasco com solo arenoso",NA,NA,NA,NA,NA,"1999","-41.75","-13.366667",NA,NA,NA,NA,NA
"47","2019-11-01 15:06:04-03","UnB","UB","131472","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.","Nic Lughada, EM","Ganev, W","1667","1992","12","16","Southern America","Brasil","Bahia","Abaíra","Distrito de Catolés, Funil - próximo ao Rio de Água Suja","-41.75","-13.366667",NA,NA,NA,"Flores creme.; Arbusto 3m.; Carrasco com solo arenoso",NA,NA,NA,NA,NA,"1999","-41.75","-13.366667",NA,NA,NA,NA,NA
"48","2019-11-01 15:06:04-03","UnB","UB","131474","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.","Nic Lughada, EM","Ganev, W","2290","1993","10","23","Southern America","Brasil","Bahia","Abaíra","Jambreiro, Belo Horizonte","-41.9","-13.3",NA,NA,NA,"Flores com sépalas creme-esverdeados.; Arbusto 2,2m.; Carrasco de encosta em capão",NA,NA,NA,NA,NA,"1999","-41.9","-13.3",NA,NA,NA,NA,NA
"49","2019-11-01 15:06:04-03","UnB","UB","170957","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.","Faria, JEQ","Faria, JEQ","1902","2011","09","25","Southern America","Brasil","Bahia","Piatã","Estrada para Inúbia, ca. 12 km após o entroncamento com a estrada de Piatã","-41.8875","-13.080556","1381","1381",NA,"Arvoreta ca. 2,5 m de altura, botões florais cinéreos em inflorescência triflora, pentêmeros (coletado material em sílica gel); Ambiente rupestre na encosta de morro",NA,NA,NA,NA,NA,"2011","-41.8875","-13.080556","09",NA,NA,NA,NA
"50","2019-11-01 15:06:04-03","UnB","UB","170963","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.","Faria, JEQ","Faria, JEQ","1908","2011","09","25","Southern America","Brasil","Bahia","Piatã","Estrada para Inúbia, ca. 12 km após o entroncamento com a estrada de Piatã","-41.8875","-13.080556","1381","1381",NA,"Arvoreta ca. 2,5 m de altura, botões florais cinéreos em inflorescência triflora, pentêmeros (coletado material em sílica gel); Ambiente rupestre na encosta de morro",NA,NA,NA,NA,NA,"2011","-41.8875","-13.080556","09",NA,NA,NA,NA
"51","2019-11-01 15:06:04-03","UnB","UB","96329","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","almasensis","Myrcia almasensis","NicLugh.",NA,"Harley, RM; Hind, DJ; Simão, R","25778","1988","10","30","Southern America","Brasil","Bahia","Rio de Contas","Picos das Almas: Vertente Leste. Trilho Fazenda Silvina - Queiroz","-41.933333","-13.533333","1350","1450",NA,"Folhas brilhantes, verdes na face superior, discolores, a face inferior branca, com pilosidade um pouco ferrugínea. Flores levemente perfumadas.; Arbusto 1,5m. Flor alva; Campo arenoso com afloramento de rocha conglomeradas.","UB0037633","UB0037633","isotype",NA,NA,NA,"-41.933333","-13.533333",NA,NA,NA,NA,NA
