"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","stateProvince","phylum","order","minimumElevationInMeters","maximumElevationInMeters","imagecode","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","393746","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"G. G. Hatschbach","44322","South America","Brazil","Rib. do Taboado","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401052' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393746","1981","11","04","Paraná","Magnoliophyta","Cornales",NA,NA,"NY00393746_01","(Rusby) Holm-Niels.","R. R. Haynes; L. B. Holm-Nielsen","Tijucas do Sul","-49.1989","-25.9283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","309754","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"M. H. Nee","49361","South America","Bolivia","NE side of Viru-Viru Pampa and property of Aeropuerto Internacional, along road to Chuchío, 4.5 km E of turnoff from highway from Santa Cruz to Warnes on road to Chuchío.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401048' target='other'> <mi>dwc_moreinfo</mi></a>","NY00309754","1998","05","15","Santa Cruz","Magnoliophyta","Cornales","385","385",NA,"(Rusby) Holm-Niels.","M. H. Nee","Andrés Ibáñez","-63.12","-17.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","393752","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"G. Eiten","2286","South America","Brazil","Campos das Sete Lagôas. Fazenda campininha, just north of Rio Moji-Guaçu. 3.6 km NNW of PADUA SALES (about 27 km. NW of city of MOJI-MIRIM.)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401057' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393752","1960","09","03","São Paulo","Magnoliophyta","Cornales","575","625","NY00393752_01","(Rusby) Holm-Niels.","R. R. Haynes; L. B. Holm-Nielsen","Moji-Guaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","393745","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"B. Øllgaard","57161","South America","Ecuador","Laguna Añangu, N side","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401051' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393745","1985","01","24","Napo","Magnoliophyta","Cornales","250","250",NA,"(Rusby) Holm-Niels.","R. R. Haynes; L. B. Holm-Nielsen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00838090","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"W. W. Thomas","4296","South America","Brazil","Lake 2 km NW of Luciara.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931907' target='other'> <mi>dwc_moreinfo</mi></a>","NY00838090","1985","10","08","Mato Grosso","Magnoliophyta","Cornales",NA,NA,"NY00838090_01","(Rusby) Holm-Niels.","R. R. Haynes","Luciara","-50.73","-11.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-29 12:25:00-03","NY","NYBG","393744","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"M. J. Jansen-Jacobs","3214","South America","Guyana","Rupununi. Dadanawa","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401047' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393744","1994","01","13",NA,"Magnoliophyta","Cornales","120","120",NA,NA,"M. J. Jansen-Jacobs",NA,"-59.52","2.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","393747","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"L. B. Smith","15484","South America","Brazil","14 km north of Curitibanos","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401053' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393747","1971","11","29","Santa Catarina","Magnoliophyta","Cornales",NA,NA,"NY00393747_01","(Rusby) Holm-Niels.","R. R. Haynes; L. B. Holm-Nielsen","Curitibanos","-50.5842","-27.2831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","393748","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"L. B. Smith","8303","South America","Brazil","Mun. Curitibanos and Campos Novos: west of Curitibanos toward Campos Novos","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401054' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393748","1956","12","05","Santa Catarina","Magnoliophyta","Cornales","850","950","NY00393748_01","(Rusby) Holm-Niels.","R. R. Haynes; L. B. Holm-Nielsen","Curitibanos","-50.5842","-27.2831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","393751","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"G. Eiten","2289","South America","Brazil","Campos das Sete Lagôas. Fazenda campininha, just north of Rio Moji-Guaçu. (about 27 km. NW of city of MOJI-MIRIM.)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401056' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393751","1960","09","03","São Paulo","Magnoliophyta","Cornales","575","625","NY00393751_01","(Rusby) Holm-Niels.","R. R. Haynes; L. B. Holm-Nielsen","Moji-Guaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00734936","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"R. M. Harley","10247","South America","Brazil","By Suiá Missu Ferry c. 40 km N.W. of base camp.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940046' target='other'> <mi>dwc_moreinfo</mi></a>","NY00734936","1968","09","24","Mato Grosso","Magnoliophyta","Cornales",NA,NA,"NY00734936_01","(Rusby) Holm-Niels.","R. R. Haynes; L. B. Holm-Nielsen",NA,"-52.35239","-12.356739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","311450","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","quadricostatus","Echinodorus quadricostatus","isotype","G. Klug","2875","South America","Peru","Balsapuerto","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=205914' target='other'> <mi>dwc_moreinfo</mi></a>","NY00311450","1933","01",NA,"Loreto","Magnoliophyta","Cornales","220","220","NY00311450_01","Fassett","R. R. Haynes; L. B. Holm-Nielsen",NA,"-76.560888","-5.829051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:51:12-03","EAO","IAN","187317","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"Pivari, MO; Costa-Silva, LV; Santos, AO; Arruda, AJ","1632","Southern America","Brasil",NA,NA,NA,"Erva anfíbia, 0-10cm prof. em borda de brejo sobre canga, em meio a outras amacrófitas aquáticas. Flores brancas.","IAN187317","2010","08","04","Pará","Monocotiledônea",NA,NA,NA,NA,"(Rusby) Holm-Niels.","Pivari, MO","Canaã dos Carajás","-50.42","-6.340556","2010","-50.42","-6.340556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:10:38-03","CPAN-UFMS","COR","3787","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"Damasceno-Júnior, G. A.; Bezerra, M. A. O.",NA,NA,"Brasil","Pantanal do Abobral; fazenda Santa Helena",NA,NA,"Erva Habito: Erva",NA,"1992","07","01","Mato Grosso do Sul",NA,NA,"90","90",NA,"(Rusby) Lehtonen & Myllys","Damasceno-Júnior, G. A.","Corumbá","-57.063889","-19.384167","1995","57º3'50''W","19º23'3''S","03","29",NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 08:42:36-03","NBC","NL-BOTANY","L.1201266","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"Pedersen TM",NA,"Southern America","Argentina","Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1201266 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1201266","1972","02","21",NA,NA,"Alismatales",NA,NA,"NL-L1201266","(Rusby) Holm-Niels.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"25","2020-02-08 08:42:36-03","NBC","NL-BOTANY","L.1201267","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"Pedersen TM",NA,"Southern America","Paraguay","Estancia 'Carumbe' Distr. Lima Dep. San Pedro.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1201267 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1201267","1967","10","08",NA,NA,"Alismatales",NA,NA,"NL-L1201267","(Rusby) Holm-Niels.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"26","2020-02-08 08:42:36-03","NBC","NL-BOTANY","U.1058008","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"Killeen TJ",NA,"Southern America","Bolivia","Santa Cruz, Nuflo de Chavez, Est. Las Madres 15km N Concepción, near Laguna 480m.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1058008 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1058008","1985","09","13",NA,NA,"Alismatales",NA,NA,"NL-U1058008","(Rusby) Holm-Niels.",NA,NA,"-62.033333","-16.05",NA,"-62.033333","-16.05",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"27","2020-02-08 08:42:36-03","NBC","NL-BOTANY","U.1058009","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"Cuatrecasas J",NA,"Southern America","Colombia","Costa del Pacífico; Isla del Guayabal, en la desembocadura del río Cajambre.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1058009 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1058009","1944","02","12",NA,NA,"Alismatales",NA,NA,"NL-U1058009","(Rusby) Holm-Niels.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"28","2020-02-08 08:42:36-03","NBC","NL-BOTANY","U.1058010","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"Solomon JC",NA,"Southern America","Bolivia","Dpto. Beni; Prov. Ballivian. Estancia El Porvenir, 50 km E of the Rio Maniqui (San Borja) on the road to Trinidad. Forest islands and savannas.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1058010 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1058010","1985","11","18",NA,NA,"Alismatales",NA,NA,"NL-U1058010","(Rusby) Holm-Niels.",NA,NA,"-66.416667","-14.816667",NA,"-66.416667","-14.816667",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"29","2020-02-08 08:42:36-03","NBC","NL-BOTANY","U.1058020","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"Meyer T",NA,"Southern America","Argentina","Prov. de Corrientes, Dep. Ituzaingó. Ituzaigó: Esteros del Iberá.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1058020 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1058020","1944","01","30",NA,NA,"Alismatales",NA,NA,"NL-U1058020","(Rusby) Holm-Niels.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"30","2020-02-08 08:42:36-03","NBC","NL-BOTANY","U.1058021","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"Arbo MM; Schinini A; Vanni RO; Pellegrini MG",NA,"Southern America","Argentina","Corrientes. Dep. Santo. Tome. Ruta 41, Galarza. Reserva Natural Provincial del Ibera, Laguna Galarza.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1058021 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1058021","1995","04","27",NA,NA,"Alismatales",NA,NA,"NL-U1058021","(Rusby) Holm-Niels.",NA,NA,"-56.666667","-28.083333",NA,"-56.666667","-28.083333",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"31","2020-02-08 08:42:36-03","NBC","NL-BOTANY","U.1058102","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"Harley RM; et al.",NA,"Southern America","Brazil","Estado da Bahia. Coastal Zone. On the coast road between Alcobaça and Prado 12km N. of Alcobaça.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1058102 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1058102","1977","01","16",NA,NA,"Alismatales",NA,NA,"NL-U1058102","(Rusby) Holm-Niels.",NA,NA,"-39.216667","-17.483333",NA,"-39.216667","-17.483333",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"32","2020-02-08 08:42:36-03","NBC","NL-BOTANY","U.1058103","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"Irwin HS; Souza R; Grear JW; Reis dos Santos R",NA,"Southern America","Brazil","The Planalto do Brasil. Drainage of the upper Rio Araguaia, Estado de Mato Grosso. ca. 30 km S. of Xavantina, Mato Grosso.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1058103 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1058103","1966","06","12",NA,NA,"Alismatales",NA,NA,"NL-U1058103","(Rusby) Holm-Niels.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"33","2020-02-08 08:42:36-03","NBC","NL-BOTANY","U.1058104","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"Irwin HS; Souza R; Reis dos Santos R",NA,"Southern America","Brazil","The Planalto do Brasil. Distrito Federal. Gallery forest and adjacent marshy campo, Rio Torto, immediately N. of Brasília, D.F.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1058104 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1058104","1965","09","18",NA,NA,"Alismatales",NA,NA,"NL-U1058104","(Rusby) Holm-Niels.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"34","2020-02-08 08:42:36-03","NBC","NL-BOTANY","U.1058105","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"Lindeman JC",NA,"Southern America","Brazil","Lugar úmido na restinga atras das dunas primarias.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1058105 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1058105","1971","11","13",NA,NA,"Alismatales",NA,NA,"NL-U1058105","(Rusby) Holm-Niels.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"35","2020-02-08 08:42:36-03","NBC","NL-BOTANY","U.1058110","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"Harley RM; Souza R",NA,"Southern America","Brazil","Central Brazilian Plateau. State of Mato Grosso. Expedition Base Camp. By the Suiá Missu Ferry c. 40 km N.W. of base camp.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1058110 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1058110","1968","09","24",NA,NA,"Alismatales",NA,NA,"NL-U1058110","(Rusby) Holm-Niels.",NA,NA,"-51.766667","-12.816667",NA,"-51.766667","-12.816667",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"36","2020-02-08 08:42:36-03","NBC","NL-BOTANY","WAG.1403847","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"Killeen TJ",NA,"Southern America","Bolivia","Santa Cruz, Nuflo de Chavez, Est. Las Madres 15km N Concepción, near Laguna 480m.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1403847 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1403847","1985","09","13",NA,NA,"Alismatales",NA,NA,"NL-WAG1403847","(Rusby) Holm-Niels.",NA,NA,"-62.033333","-16.05",NA,"-62.033333","-16.05",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"37","2020-02-08 08:42:36-03","NBC","NL-BOTANY","WAG.1403848","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"Hatschbach GG; Smith LB; Klein RM",NA,"Southern America","Brazil","Estr. Palmas-Ponte Serrada (Mun. Palmas) Parana, Orla de brejo.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1403848 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1403848","1971","12","05",NA,NA,"Alismatales",NA,NA,"NL-WAG1403848","(Rusby) Holm-Niels.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"38","2020-02-08 08:42:36-03","NBC","NL-BOTANY","WAG.1403849","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"Pedersen TM",NA,"Southern America","Argentina","Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1403849 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1403849","1972","02","21",NA,NA,"Alismatales",NA,NA,"NL-WAG1403849","(Rusby) Holm-Niels.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"39","2020-11-04 10:58:48-03","ESALQ","ESA","78473","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"Arbo, M.M. et al.","8728.0",NA,"Argentina",NA,NA,NA,NA,"ESA078473","2000","11","02","Corrientes","Magnoliophyta",NA,NA,NA,"ESA078473","(Rusby) Holn-Niels.","Arbo, M.M.","San Miguel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-01-14 15:19:07-03","MN","R","214585","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"Bove, C.P. 238; Koehler, S.",NA,NA,"Brasil",NA,NA,NA,NA,"R010068530,R010068531,R010068479","1997","10","09","Goiás",NA,NA,NA,NA,"R010068479 R010068530 R010068531","(Rusby) Lehtonen & Myllys","Bove, C.P.",NA,NA,NA,"2013",NA,NA,"06","12",NA,NA,NA,NA,NA,NA,NA
"41","2021-01-14 15:19:07-03","MN","R","214586","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"Folli, D.A.","3919",NA,"Brasil",NA,NA,NA,NA,"R010068480","2001","05","07","Espírito Santo",NA,NA,NA,NA,"R010068480","(Rusby) Lehtonen & Myllys","Bove, C.P.","Linhares","-40.0722007751465","-19.3910999298096","2013",NA,NA,"06","12",NA,"48094","auto",NA,NA,NA,NA
