"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"19","2020-02-08 08:48:49-03","NBC","NL-BOTANY","U.1126120","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M.King & H.Rob.","Ellenberg H",NA,"1957","07","14","Southern America","Peru",NA,NA,"Montaner Regenwald,unberuhr Tingo Maria.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1126120 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1126120","NL-U1126120","Cleef AM",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"20","2020-02-08 08:49:31-03","NBC","NL-BOTANY","L.3683595","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Eupatorium","morifolium","Eupatorium morifolium","Mill.","Pedersen TM",NA,"1967","09","26","Southern America","Paraguay",NA,NA,"Ruta M Cal Estigarribia K 175. Dep. Caaguazú.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3683595 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3683595","NL-L3683595",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"21","2020-02-08 08:49:31-03","NBC","NL-BOTANY","L.3683596","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Eupatorium","morifolium","Eupatorium morifolium","Mill.","Hatschbach GG",NA,"1967","08","29","Southern America","Brazil",NA,NA,"Est. Paraná. Mun. S.Izabel do Ivai. S. Izabel do Ivai.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3683596 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3683596","NL-L3683596",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"22","2020-02-08 08:49:31-03","NBC","NL-BOTANY","L.3756317","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Eupatorium","morifolium","Eupatorium morifolium","Mill.","Pedersen TM",NA,"1988","09","16","Southern America","Paraguay",NA,NA,"Plants of Paraguay, Colonia Yguazu(km 49), near Arroyo Cunatai, Dep. Alto Paraná.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3756317 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3756317","NL-L3756317",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"23","2020-11-04 11:01:27-03","ESALQ","ESA","95389","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Critonia","morifolia","Critonia morifolia",NA,"Meireles, J.E. et al.","188.0","2005","03","22",NA,"Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,"ESA095389","ESA095389","Hind, N.",NA,NA,"2007",NA,NA,"02","24",NA,NA,"38804","auto",NA,NA
"24","2020-11-04 11:01:27-03","ESALQ","ESA","69311","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Critonia","morifolia","Critonia morifolia",NA,"Souza, V.C. ; Souza, J.P.","11404.0","1996","06","08",NA,"Brasil","São Paulo","Rubiácea","Cerca de 2 Km da cidade em direção à Rodovia Marechal Rondon. Estrada para Bento de Abreu. Mata mesófila semidecídua bastante perturbada.","-50.7200012207031","-21.2999992370605",NA,"Subarbusto, ca. 1,5 m alt.; botões verde-claros.","ESA069311","ESA069311","Hind, N.","410","410","2007",NA,NA,"02","24",NA,NA,"27431","auto",NA,NA
"25","2020-11-04 11:01:27-03","ESALQ","ESA","14918","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Critonia","morifolia","Critonia morifolia",NA,"Barreto, K.D. et al.","378.0","1993","04","30",NA,"Brasil","São Paulo","Charqueada",NA,"-47.7700004577637","-22.5100002288818",NA,NA,"ESA014918","ESA014918","Hind, N.",NA,NA,"2007",NA,NA,"02","24",NA,NA,"12465","auto",NA,NA
"26","2020-11-04 11:01:27-03","ESALQ","ESA","19938","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Critonia","morifolia","Critonia morifolia",NA,"Barreto, K.D. et al.","2526.0","1994","05","20",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA019938","ESA019938","Hind, N.",NA,NA,"2007",NA,NA,"02","24",NA,NA,"44778","auto",NA,NA
"27","2020-11-04 11:01:27-03","ESALQ","ESA","27980","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Critonia","morifolia","Critonia morifolia",NA,"Souza, V.C. ; Souza, J.P.","11404.0","1996","06","08",NA,"Brasil","São Paulo","Rubiácea","Cerca de 2 Km da cidade em direção à Rodovia Marechal Rondon. Estrada para Bento de Abreu. Mata mesófila semidecídua bastante perturbada.","-50.7200012207031","-21.2999992370605",NA,"Subarbusto, ca. 1,5 m alt.; botões verde-claros.","ESA027980","ESA027980","Hind, N.","410","410","2007",NA,NA,"02","24",NA,NA,"27431","auto",NA,NA
"28","2021-04-04 23:42:30-03","UFPI","TEPB","4987","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","morifolium","Eupatorium morifolium","Mill.","P. Moreno","7247","1981","02","25",NA,"Nicarágua","Granada",NA,"Laguna Blanca, camino a Juan Tallo",NA,NA,NA,"Arbusto, 2m, alto, flores blancas",NA,NA,"B. Turner","60","60","1983",NA,NA,"01","01",NA,NA,NA,NA,NA,NA
"29","2019-02-15 11:34:02-02","IPA","IPA","87656","S","Plantae","Plantae",NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M. King & H. Rob.","Silva, J.M.; Poliquesi, C.B.; Vordeiro, J.; Costa, E.F.; Poliquesi, C.B.; Vordeiro, J.; Costa, E.F.","5872","2007","07","31","Southern America","Brasil","Paraná","Adrianópolis","Ribeirão do Rocha, beira da estrada.","-48.9911003112793","-24.6571998596191",NA,"Arbusto 2m, capitulos creme.","IPA0087656","IPA0087656","Ribas, O.S.",NA,NA,"2008",NA,NA,NA,NA,NA,NA,"49901","auto",NA,NA
"30","2019-08-27 13:27:29-03","IAP","PACA-AGP","64124","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Eupatorium","morifolium","Eupatorium morifolium","Mill.","Hatschbach, G.","4046","1957","08","20",NA,"Brasil","PR","Bocaiúva do Sul","Barra Grande","-49.1150016784668","-25.2061004638672",NA,"Habitat: in dumetosis ad rivulum Fenofase: flor","PACA064124",NA,"G. M. Barroso",NA,NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,"61623","auto",NA,NA
"31","2021-03-01 16:23:54-03","UNICAMP","UEC","197110","S","Plantae","Magnoliopsida",NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M.King & H.Rob.","Barreto, KD; Fernandes, GD; Gouveia, J","2526","1994","05","20",NA,"Brazil","São Paulo","Piracicaba","Fazenda Pinhal","-47.599333","-22.69325",NA,"Arbusto, 2m alt.; flores creme. Borda.; Mata ciliar","UEC142003","UEC142003",NA,NA,NA,NA,"-47.599333","-22.69325",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-04 13:18:57-03","UDESC","LUSC","5922","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M.King & H.Rob.","J.M.Silva; C.B.Poliquesi, J.Cordeiro & E.F.Costa","5872","2007","07","31",NA,"Brasil","Paraná","Adrianópolis","Ribeirão do Rocha.","-48.9911003112793","-24.6571998596191",NA,NA,"LUSC000945","LUSC000945","O.S.Ribas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"49901","auto",NA,NA
"33","2019-08-16 08:38:32-03","UTFPR","HCF","23160","S","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R. M. King & H. Robinson","E.L. Siqueira","2302","2017","08","04",NA,"Brasil","PR","Nova Tebas","Estação Ecológica Municipal Dr. Orlando","-51.900917","-24.356667",NA,"arbusto ca. 3 m, heliófito. Flores com capítulos alvos.",NA,NA,"M.G. Caxambu","407","407","2017","51°54'03,3 W","24°21'24 S","08","16",NA,NA,NA,NA,NA,NA
"34","2019-08-16 08:38:32-03","UTFPR","HCF","14814","S","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R. M. King & H. Robinson","M.G. Caxambu","5504","2014","07","18",NA,"Brasil","PR","Fênix","RPPN Porto Velho, Propriedade de Ivan","-51.954444","-23.895694",NA,"arbusto ca. 2,50 m, heliófito. Capítulos alvos. Beira da trilha.",NA,NA,"J. Cordeiro","353","353","2015","51°57'16 W","23°53'44,5 S",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-08-16 08:38:32-03","UTFPR","HCF","21021","S","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R. M. King & H. Robinson","M.G. Caxambu","7510","2016","09","16",NA,"Brasil","PR","Céu Azul","Parque Nacional do Iguaçu - Estrada de","-53.860056","-25.28625",NA,"subarbusto ca. 1 m, heliófito. Capítulos cor creme. Orla da floresta.",NA,NA,"M.G. Caxambu","515","515","2017","53°51'36,2 W","25°17'10,5 S","08","02",NA,NA,NA,NA,NA,NA
"36","2019-08-16 08:38:32-03","UTFPR","HCF","16192","S","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R. M. King & H. Robinson","B. Felix",NA,"2014","11","21",NA,"Brasil","PR","Moreira Sales","RPPN Moreira Sales","-53.030583","-24.0685",NA,"arbusto ca. 2 m, heliófito. Capítulos esverdeados.",NA,NA,"J. Cordeiro","510","510","2015","53°01'50,1 W","24°04'06,6 S",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-16 08:38:32-03","UTFPR","HCF","23058","S","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R. M. King & H. Robinson","E.L. Siqueira","2228","2017","07","06",NA,"Brasil","PR","Nova Tebas","Estação Ecológica Municipal João Dasko","-51.843361","-24.444694",NA,"subarbusto escandente, semi-ciófilo. Botões florais esverdeados.",NA,NA,"M.G. Caxambu","661","661","2017","51°50'36,1 W","24°26'40,9 S","12","08",NA,NA,NA,NA,NA,NA
"38","2019-08-16 08:38:32-03","UTFPR","HCF","14780","S","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R. M. King & H. Robinson","M.G. Caxambu","5470","2014","07","18",NA,"Brasil","PR","Fênix","RPPN Cagibi. Propriedade de Bernard","-51.973694","-23.881611",NA,"arbusto heliófito, em beira de trilha, ca. 4 m. Capítulos alvo-esverdeados.",NA,NA,"J. Cordeiro","348","348","2015","51°58'25,3 W","23°52'53,8 S",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-08-16 08:38:32-03","UTFPR","HCF","17467","S","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R. M. King & H. Robinson","M.G. Caxambu","6614","2015","07","02",NA,"Brasil","PR","Foz do Iguaçu","Parque Nacional do Iguaçu - Próximo às","-54.438333","-25.689278",NA,"arbusto ca. 2,5 m, heliófita. Capítulos imaturos esverdeados.",NA,NA,"M.G. Caxambu","200","200","2017","54°26'18 W","25°41'21,4 S","08","02",NA,NA,NA,NA,NA,NA
"40","2019-08-16 08:38:32-03","UTFPR","HCF","28967","S","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R. M. King & H. Robinson","E.L. Siqueira","3205","2019","06","18",NA,"Brasil","PR","Nova Cantu","Estação Ecológica Municipal Nova Cantu","-52.566861","-24.690889",NA,"erva ca. 0,50 m, semi-ciófila. Botões florais verde-claros.",NA,NA,"M.G. Caxambu","528","528","2019","52°34'00,7 W","24°41'27,2 S","07","09",NA,NA,NA,NA,NA,NA
"41","2019-08-16 08:38:32-03","UTFPR","HCF","14908","S","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R. M. King & H. Robinson","E.L. Siqueira","1146","2014","08","28",NA,"Brasil","PR","Fênix","RPPN Hilva Jandrey Marques","-51.98275","-23.882028",NA,"subarbusto ca. 1,60 m, semi-ciófilo. Capítulos de cor creme.",NA,NA,"J. Cordeiro","355","355","2015","51°58'57,9 W","23°52'55,3 S",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-08-16 08:38:32-03","UTFPR","HCF","12684","S","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R. M. King & H. Robinson","J.B. Campiolo",NA,"2013","09","07",NA,"Brasil","PR","Corumbataí do Sul","Propriedade do Sr. Gerson Rodrigues da","-52.140417","-24.135833",NA,"subarbusto escandente, heliófito. Capítulos alvos.",NA,NA,"J. Cordeiro","573","573","2013","52°08'25,5 W","24°08'09 S",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-08-16 08:38:32-03","UTFPR","HCF","4453","S","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R. M. King & H. Robinson","P.H.L. Ramos",NA,"2006","08","20",NA,"Brasil","PR","Ivailândia","Fazenda Regina",NA,NA,NA,"arbusto heliófito ca. 2 m de altura, com flores brancas em inflorescências apicais.",NA,NA,"M.G. Caxambu",NA,NA,"2007",NA,NA,"02","28",NA,NA,NA,NA,NA,NA
"44","2019-08-16 08:38:32-03","UTFPR","HCF","17505","S","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R. M. King & H. Robinson","M.G. Caxambu","6652","2015","08","05",NA,"Brasil","PR","Nova Tebas","Estação Ecológica Municipal Reinaldo","-51.948","-24.370472",NA,"arbusto heliófito, ca. 2 m. Capítulos alvacentos.",NA,NA,"J. Cordeiro","613","613","2017","51°56'52,8 W","24°22'13,7 S",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-08-16 08:38:32-03","UTFPR","HCF","19923","S","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R. M. King & H. Robinson","J.M. Silva","5872","2007","07","31",NA,"Brasil","PR","Adrianópolis","Ribeirão do Rocha","-48.9911003112793","-24.6571998596191",NA,"arbusto, 2 m, capítulos creme. Beira da estrada.",NA,NA,"O.S. Ribas",NA,NA,"2008",NA,NA,NA,NA,NA,NA,"49901","auto",NA,NA
"46","2019-08-16 08:38:32-03","UTFPR","HCF","10042","S","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R. M. King & H. Robinson","J.B. Campiolo",NA,"2011","09","03",NA,"Brasil","PR","Astorga","Sítio Campiolo","-51.665599822998","-23.2325000762939",NA,"arvoreta ca. 4 m, heliófita. Capítulos alvos.",NA,NA,"J. Cordeiro",NA,NA,"2013",NA,NA,NA,NA,NA,NA,"21368","auto",NA,NA
"47","2019-08-16 08:38:32-03","UTFPR","HCF","3106","S","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R. M. King & H. Robinson","P.H.L. Ramos",NA,"2005","10","10",NA,"Brasil","PR","Campo Mourão",NA,"-52.3830986022949","-24.0456008911133",NA,"arbusto heliófito, com flores de cor amarela. Próximo ao rio.",NA,NA,"J. Cordeiro & F. Marinero",NA,NA,"2006",NA,NA,"03",NA,NA,NA,"28572","auto",NA,NA
