"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","typeStatus"
"12","2021-03-15 16:37:00-03","NY","NYBG","668404","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus","T. M. Koyama","14138","South America","Argentina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=450146' target='other'> <mi>dwc_moreinfo</mi></a>","NY00668404","Magnoliophyta","Poales","Roxb.",NA,"1970","01","18","Buenos Aires",NA,NA,NA,NA,"Dept. Tigré, Bañados cerca del Rio Lujan.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-10-19 09:37:00-02","NY","NYBG","668406","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus","G. Davidse","13370","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=450135' target='other'> <mi>dwc_moreinfo</mi></a>","NY00668406","Magnoliophyta","Poales",NA,"E. R. Guaglianone","1977","05","16","Apure","San Fernando","-66.77","7.37",NA,"Banks of the Río Arauca, 5 km directly (in a straight line) ESE of Güirimita.","35","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","622566","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus","Charudatan","7","South America","Brazil","sheet",NA,"CV 2. Amostra Sueli 021. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=450133' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622566","Magnoliophyta","Poales","Roxb.","W. W. Thomas","1995","11","18","Pernambuco","Petrolina","-40.5006","-9.3986","NY00622566_01","Posto Texaco, Rod. 122E. diraçao Paulo Afonso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-10-19 09:37:00-02","NY","NYBG","668405","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus","F. Mereles","3861","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=450137' target='other'> <mi>dwc_moreinfo</mi></a>","NY00668405","Magnoliophyta","Poales",NA,"G. C. Tucker","1990","03","28","Central",NA,"-57.58","-25.25",NA,"Asuncion. Banco San Miguel. Hierba palustre de flores verdosas a orillas del rio Paraguay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","622568","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus","P. von Luetzelburg","27018","South America","Brazil","sheet",NA,"Misit 1936 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=450141' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622568","Magnoliophyta","Poales","Roxb.","H. T. O'Neill","1936","03","28","Paraíba",NA,"-38.317464","-6.828117","NY00622568_01","Civit. Parahyba. Varzea, S. Gonçala.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 11:30:00-03","UFRJ","RFA","22045","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus","A. A. M. de Barros; K. Tanizaki","276",NA,"Brasil",NA,NA,"Erva, inflorescência marrom","RFA51634",NA,NA,"Roxb.","Condorcet Aranha","1987","11","29","Rio de Janeiro","Maricá","-42.8185997009277","-22.9193992614746",NA,"Barra de Maricá",NA,NA,"1988","07","11","20726","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-02 16:28:45-03","CPAN-UFMS","COR","868","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus","Almeida Rego","710",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Roxb.","Silva, L. P.","1986","07","30","Mato Grosso do Sul","Corumbá","-57.621389","-18.996111",NA,"Rio Paraguai","90","90","2018","11","23",NA,NA,"57º37'17''W","18º59'46''S",NA,NA,NA,NA,NA,NA
"19","2021-03-02 16:28:45-03","CPAN-UFMS","COR","7000","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus","Souza, C. S.; Alvarez, J. M. & Vianna, E. F.",NA,NA,"Brasil",NA,NA,"Herbácea; flor verde Habito: Herbácea",NA,NA,NA,"Roxb.","Silva, L. P.","2000","11","18","Mato Grosso do Sul","Corumbá","-57.018889","-19.576944",NA,"Passo do Lontra; UFMS/BEP - Base de Estudos do Pantanal","95","95","2018","11","23",NA,NA,"57º1'8''W","19º34'37''S",NA,NA,NA,NA,NA,NA
"20","2021-03-02 16:28:45-03","CPAN-UFMS","COR","8119","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus","Rodrigues, C. P.; Gomes, L. C. N. ; Garcia, M. M. ; Lima, R. V. & Gonçalves, V. C.","8",NA,"Brasil",NA,NA,"Herbáceo Habito: Herbáceo",NA,NA,NA,"Roxb.","Silva, L. P.","2001","05","19","Mato Grosso do Sul","Corumbá","-57.626111","-18.995278",NA,NA,"90","90","2018","11","23",NA,NA,"57º37'34''W","18º59'43''S",NA,NA,NA,NA,NA,NA
"21","2020-12-14 15:02:43-03","CPAN-UFMS","COR","11218","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus","Souza-Júnior, A. F.; Siqueira, C. S.","33",NA,"Brasil",NA,NA,"Erva anfíbia, 0,8-1,2 m de altura; flor esverdeada Habito: Erva",NA,NA,NA,"Roxb.",NA,"2004","11","27","Mato Grosso do Sul","Ladário","-57.506667","-19.025278",NA,"CODRASA; Lagoa do Arroz","90","90",NA,NA,NA,NA,NA,"57º30'24''W","19º1'31''S",NA,NA,NA,NA,NA,NA
"22","2020-11-26 18:07:45-03","CPAN-UFMS","COR","4471","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus","Damasceno Jr.,G.A.; Sanches, A.; Cavalheiro, A.G.",NA,NA,"Brasil",NA,NA,"Habito: Erva",NA,NA,NA,"Roxb.",NA,"1994","12","22","Mato Grosso do Sul","Ladário","-57.6016998291016","-19.0046997070312",NA,"Próximo ao Polder.","80","80",NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-26 18:07:45-03","CPAN-UFMS","COR","5224","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus","Damasceno,G.A.Jr.;Sanches,A.;Cavalheiro,A.G.","451",NA,"Brasil",NA,NA,"Habito: erva",NA,NA,NA,"Roxb.",NA,"1994","12","22","Mato Grosso do Sul","Ladário","-57.6016998291016","-19.0046997070312",NA,"Próximo ao Polder. Campo inundável na margem do Rio Paraguai; ;.",NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:13:13-03","NBC","NL-BOTANY","L.3749218","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus","Unknown",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3749218 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3749218",NA,"Poales","Roxb.",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L3749218","Irens Magenta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"25","2020-02-08 10:13:13-03","NBC","NL-BOTANY","U.1238272","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus","Geijskes DC",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238272 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238272",NA,"Poales","Roxb.","Tucker GC","1942","06","10",NA,NA,NA,NA,"NL-U1238272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0019809 | 07823 B",NA,NA,NA,NA
"26","2020-02-08 10:13:13-03","NBC","NL-BOTANY","U.1238273","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus","Jenman GS",NA,"Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238273 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238273",NA,"Poales","Roxb.","Tucker GC","1888","10","10",NA,NA,NA,NA,"NL-U1238273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0019807",NA,NA,NA,NA
"27","2020-02-08 10:13:13-03","NBC","NL-BOTANY","U.1238274","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus","Lanjouw J",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238274 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238274",NA,"Poales","Roxb.","Tucker GC","1933","08","26",NA,NA,NA,NA,"NL-U1238274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0019805",NA,NA,NA,NA
"28","2020-02-08 10:13:13-03","NBC","NL-BOTANY","U.1238275","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus","Went FAFC",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238275 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238275",NA,"Poales","Roxb.","Tucker GC","1901","08","20",NA,NA,NA,NA,"NL-U1238275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0019803",NA,NA,NA,NA
"29","2020-02-08 10:13:13-03","NBC","NL-BOTANY","U.1238276","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus","Geijskes DC",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238276 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238276",NA,"Poales","Roxb.","Tucker GC","1942","06","10",NA,NA,NA,NA,"NL-U1238276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0019806 | 07822 A",NA,NA,NA,NA
"30","2020-02-08 10:13:13-03","NBC","NL-BOTANY","U.1238277","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus","Reijenga TW",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238277 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238277",NA,"Poales","Roxb.","Tucker GC","1962","08","11",NA,NA,NA,NA,"NL-U1238277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0070031",NA,NA,NA,NA
"31","2020-02-08 10:13:13-03","NBC","NL-BOTANY","U.1238278","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus","Reijenga TW",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238278 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238278",NA,"Poales","Roxb.","Tucker GC","1962","09","06","Saramacca",NA,NA,NA,"NL-U1238278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0070032",NA,NA,NA,NA
"32","2020-02-08 10:13:13-03","NBC","NL-BOTANY","U.1238279","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus","Hoock JML",NA,"Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238279 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238279",NA,"Poales","Roxb.","Tucker GC","1955","07","04","Cayenne",NA,NA,NA,"NL-U1238279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0019768 | 287329 B",NA,NA,NA,NA
"33","2020-02-08 10:13:13-03","NBC","NL-BOTANY","U.1238280","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus","Boon HA",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238280 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238280",NA,"Poales","Roxb.","Tucker GC","1901","08","28",NA,NA,NA,NA,"NL-U1238280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0019771",NA,NA,NA,NA
"34","2020-02-08 10:13:13-03","NBC","NL-BOTANY","U.1238281","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus","Lanjouw J; Lindeman JC",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238281 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238281",NA,"Poales","Roxb.","Tucker GC","1949","05","17","Nickerie",NA,NA,NA,"NL-U1238281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0019810",NA,NA,NA,NA
"35","2020-02-08 10:13:13-03","NBC","NL-BOTANY","U.1238282","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus","Lanjouw J",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238282 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238282",NA,"Poales","Roxb.","Tucker GC","1933","08","28","Nickerie",NA,"-57.038978","5.947569","NL-U1238282",NA,NA,NA,NA,NA,NA,NA,NA,"-57.038978","5.947569","Magnoliopsidae","U 0019811",NA,NA,NA,NA
"36","2020-02-08 10:13:13-03","NBC","NL-BOTANY","U.1239027","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus","Steinbach J",NA,"Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1239027 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1239027",NA,"Poales","Roxb.",NA,"1915","04","01",NA,NA,NA,NA,"NL-U1239027","Bolivia, Dep Sta Cruz. Buena Vista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"37","2020-02-08 10:13:13-03","NBC","NL-BOTANY","U.1239028","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus","Idrobo JM; Cleef AM",NA,"Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1239028 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1239028",NA,"Poales","Roxb.",NA,"1973","07","12",NA,NA,NA,NA,"NL-U1239028","Departamento de Cordoba: Cienaga de Ayapel. Canofistulo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"38","2020-02-08 10:13:13-03","NBC","NL-BOTANY","L.1374199","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus obtusifructus","Pedersen TM",NA,"Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1374199 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1374199",NA,"Poales","Kük.",NA,"1977","02","03",NA,NA,NA,NA,"NL-L1374199","Estanca ''Santa Maria'', Dep. Mburucuyà, Prov. Corrientes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"obtusifructus",NA,NA,NA
"39","2020-02-08 10:13:13-03","NBC","NL-BOTANY","L.1374200","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus obtusifructus","Pedersen TM",NA,"Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1374200 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1374200",NA,"Poales","Kük.",NA,"1967","04","08",NA,NA,NA,NA,"NL-L1374200","San Isidro, Dep. Goya, Prov. Corrientes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"obtusifructus",NA,NA,NA
"40","2020-02-08 10:13:13-03","NBC","NL-BOTANY","L.1374201","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus obtusifructus","Pedersen TM",NA,"Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1374201 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1374201",NA,"Poales","Kük.",NA,"1960","03","06",NA,NA,NA,NA,"NL-L1374201","near the Pegualo's* bridge, on the road from Mburucuya* to El Pollo, dep. San Luis, Prov. Corrientes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"obtusifructus",NA,NA,NA
"41","2020-02-08 10:13:13-03","NBC","NL-BOTANY","U.1299353","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus obtusifructus","O'Donell CA",NA,"Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1299353 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1299353",NA,"Poales","Kük.",NA,"1944","01","11",NA,NA,NA,NA,"NL-U1299353","Prov. Bs. Aires, loc. Cigor.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"obtusifructus",NA,NA,NA
"42","2020-02-08 10:13:13-03","NBC","NL-BOTANY","WAG.1774937","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus obtusifructus","Pedersen TM",NA,"Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1774937 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1774937",NA,"Poales","Kük.",NA,"1977","02","03",NA,NA,NA,NA,"NL-WAG1774937","Estanca ''Santa Maria'', Dep. Mburucuyà, Prov. Corrientes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"obtusifructus",NA,NA,NA
"43","2020-02-08 10:13:13-03","NBC","NL-BOTANY","WAG.1774938","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus obtusifructus","Pedersen TM",NA,"Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1774938 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1774938",NA,"Poales","Kük.",NA,"1977","02","03",NA,NA,NA,NA,"NL-WAG1774938","Estanca ''Santa Maria'', Dep. Mburucuyà, Prov. Corrientes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"obtusifructus",NA,NA,NA
"44","2020-02-08 10:13:13-03","NBC","NL-BOTANY","L.1374199","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","digitatus","Cyperus digitatus obtusifructus","Pedersen TM",NA,"Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1374199 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1374199",NA,"Poales","Kük.",NA,"1977","02","03",NA,NA,NA,NA,"NL-L1374199","Estanca ''Santa Maria'', Dep. Mburucuyà, Prov. Corrientes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"obtusifructus",NA,NA,NA
