"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","relatedCatalogItem","previousCatalogNumber","fieldNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters","infraspecificEpithet","typeStatus"
"99","2021-04-07 11:47:47-03","UFMS","CGMS","11404","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A.St.-Hil. & Moq.","A. Pott; V.J. Pott","M.R. Sigrist",NA,"2003","02","18",NA,"Brasil","Mato Grosso do Sul","Cerrado da Reserva Biológica da UFMS.","-54.6464004516602","-20.4428005218506",NA,"Flor branca. Habitat: Cerrado. Terrestre. Habito: Erva.","CGMS1040725",NA,"Campo Grande",NA,NA,"161190","auto","2015",NA,NA,NA,"02","03",NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-04-07 11:47:47-03","UFMS","CGMS","50175","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A.St.-Hil. & Moq.","A. Pott","E.B. Souza","273","2013","07","06",NA,"Brasil","Mato Grosso do Sul","Fazenda São Miguel, campo inundável.","-57.6533012390137","-19.0091991424561",NA,NA,"CGMS1080161",NA,"Corumbá","91","91","295160","auto","2015",NA,NA,NA,"04","30",NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-04-07 11:47:47-03","UFMS","CGMS","3319","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A.St.-Hil. & Moq.","A. Pott","U.M. Resende","149","1990","08","17",NA,"Brasil","Mato Grosso do Sul","BR-262. Aproximadamente 40km de Miranda.","-56.3782997131348","-20.2406005859375",NA,"Flor roxa. Escandente no meio do capim, ás margens da BR-262. Habitat: Úmido. Habito: Erva.","CGMS1015888",NA,"Miranda",NA,NA,"92112","auto","2015",NA,NA,NA,"08","12",NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-04-07 11:47:47-03","UFMS","CGMS","27507","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A.St.-Hil. & Moq.",NA,"G.A. Amador; W.M. Ramos; A. Oliveira; L.T. Oliveira","98","2005","01","25",NA,"Brasil","Mato Grosso do Sul","Fazenda Porto Conceição.","-57.8824996948242","-21.6989002227783",NA,"Flor rosa/lilás Habitat: Carandazal. Habito: erva","CGMS1056950",NA,"Porto Murtinho",NA,NA,"185577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-04-07 11:47:47-03","UFMS","CGMS","55856","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A.St.-Hil. & Moq.",NA,"C.C.C. Czernisz; D.A. Chamorro; R.J. Santos; A.C.S.A. Abate; R.A. Barbosa","5","2016","03","19",NA,"Brasil","Mato Grosso do Sul","BR entre Rio Negro e São Gabriel do Oeste.","-54.9869003295898","-19.4493999481201",NA,"Flor rosa. Coordenadas originais: 19°31#?#64,00' S 54°83#?#95,03' W Habitat: Cerradão. Borda de mata/morro. Habito: Erva. - 30cm de altura.","CGMS1085811",NA,"Rio Negro",NA,NA,"35127","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-02-18 09:35:34-03","UNICAMP","UEC","201120","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A.St.-Hil. & Moq.","Medina, WA","Solis Neffa, VG; et al.","2338","2013","09","24",NA,"Argentina","Corrientes","Ruta 12 y Ruta 43","-27.413333","-58.670556",NA,NA,"UEC170486","UEC170486","San Cosme",NA,NA,NA,NA,"2016","-27.413333","-58.670556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-08-20 10:23:17-03","UNICAMP","UEC","77764","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A.St.-Hil. & Moq.","Lüdtke, R","Stehmann, JR; Semir, J; Dutilh, JHA","1981","1995","11","03",NA,"Brazil","Rio Grande do Sul","BR 293, Km 383, em direção a Quaraí","-55.5327987670898","-30.8908004760742",NA,"Em campo próximo a riacho; flores magenta.","UEC088060",NA,"Santana Do Livramento",NA,NA,"79795","auto","2007",NA,NA,NA,"09","19",NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-04-22 16:23:13-03","UFPB","JPB","18399","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A.St.-Hil. & Moq.","Moquin","Agra, MF; Góis, G","1246","1990","07","14","Southern America","Brasil","Paraíba","Usinas São João e Tibirizinho","-34.978056","-7.114167",NA,"; DESC: Erva higrófita, ereta, flor lilacina, herbáceo","JPB0018399",NA,"Santa Rita","16","16",NA,NA,"1994","-34.978056","-7.114167",NA,"08","02",NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-12-04 13:19:40-03","UDESC","LUSC","1327","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A.St.-Hil. & Moq.","Miotto, S.T.S.","Miotto, S.T.S.",NA,"2003","11","21",NA,"Brasil","Rio Grande do Sul","BR 290 Km 218.","-52.3736000061035","-30.1914005279541",NA,NA,"LUSC007447","LUSC007447","Pantano Grande",NA,NA,"34187","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-01-17 11:25:34-02","PUCRS","MPUC","14543","S","Plantae",NA,"Fabales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil.& Moq.","P.J.S. Silva Filho",NA,NA,"2009","11","05","South America","Brasil","RS",".","-51.1836111","-29.9180556",NA,"No campo",NA,NA,"Canoas",NA,NA,NA,NA,"2010","-51.1836111000","-29.9180556000","Magnoliopsida","01","01",NA,NA,"375","1",NA,NA,NA,NA
"109","2019-01-17 11:25:34-02","PUCRS","MPUC","2986","S","Plantae",NA,"Fabales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil.& Moq.","C.S.A. Martins",NA,NA,"1978","12","19","South America","Brasil","RS",".","-52.3422222","-31.7719444",NA,NA,NA,NA,"Pelotas",NA,NA,NA,NA,"1986","-52.3422222000","-31.7719444000","Magnoliopsida","01","01",NA,NA,NA,"1",NA,NA,NA,NA
"110","2019-01-17 11:25:34-02","PUCRS","MPUC","13938","S","Plantae",NA,"Fabales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil.& Moq.","C. Schlindwein",NA,NA,"1989","12","13","South America","Brasil","RS","Próximo a São Rafael, Fazenda Pai Passo","-56.4513888889","-30.3877777778",NA,"Campanha, pastagens (F: l7)",NA,NA,"Quaraí",NA,NA,NA,NA,NA,"-56.4513888889","-30.3877777778","Magnoliopsida",NA,NA,NA,NA,NA,"1","200","300",NA,NA
"111","2019-01-17 11:25:34-02","PUCRS","MPUC","9757","S","Plantae",NA,"Fabales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil.& Moq.","Equipe do Projeto",NA,NA,"1989","02","23","South America","Argentina","Misiones","Porto Azara, rio Uruguaí",NA,NA,NA,NA,NA,NA,"Apóstoles",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"112","2019-08-16 08:40:40-03","UTFPR","HCF","7016","S","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St. Hil. & Moq.","V.J. Pott","A.P. Oliveira","11","2007","07","30",NA,"Brasil","MS","Passo do Lontra - Base da UFMS","-57.018833","-19.575611",NA,"herbácea, flor roxa",NA,NA,"Corumbá",NA,NA,NA,NA,NA,"57°01'07,8 W","19°34'32,2 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-08-16 08:40:40-03","UTFPR","HCF","11764","S","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St. Hil. & Moq.",NA,"R.R. Silva","1801","2008","06","04",NA,"Brasil","MT","Estrada Transpantaneira, sentido Hotel","-56.83025","-16.69025",NA,"subarbusto de 40 cm de altura, flores roxas.",NA,NA,"Poconé",NA,NA,NA,NA,NA,"56°49'48,9 W","16°41'24,9 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-11-25 12:12:32-03","UFSM","SMDB","871","S","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St .Hil. & Moq.","Rambo, B","Beltrão, R","s.n.","1959","11","22",NA,"Brasil","Rio Grande do Sul","Passo do Arenal","-53.8069000244141","-29.6842002868652",NA,NA,"SMDB000871",NA,"Santa Maria",NA,NA,"37819","auto","1959",NA,NA,NA,"11","22",NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-06-16 17:15:21-03","UFSM","SMDB","11145","S","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St .Hil. & Moq.","Santos, V","Santos, V","50","2006","04","24",NA,"Brasil","Rio Grande do Sul","Camobi, Campus-UFSM, Jardim Botânico","-53.8069000244141","-29.6842002868652",NA,"Projeto: Composição florística do componente herbáceo do Jardim Botânico da UFSM, Rio Grande do Sul. Aluna: Vanessa Terra dos Santos. Orientadora: Thais Scotti do Canto-Dorow","SMDB011145",NA,"Santa Maria",NA,NA,"37819","auto","2006",NA,NA,NA,"08","23",NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-12-21 16:41:19-03","MBM","MBM","17629","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil.",NA,"Krapovickas, A.; et al.; et al.","16668",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,"MBM017629","MBM017629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-12-21 16:41:19-03","MBM","MBM","17625","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil.","Krapovickas, A.","Krapovickas, A.","16556",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,"MBM017625","MBM017625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-12-21 16:41:19-03","MBM","MBM","301610","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil.","Lüdtke, R.","Motta, J.T.","1952","1988","12",NA,"Southern America","Brazil","Minas Gerais","Campo do Saco",NA,NA,NA,"Ereta, flor roxa.","MBM301610","MBM301610","Poço de Caldas",NA,NA,NA,NA,"2007",NA,NA,NA,"02","28",NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-12-21 16:41:19-03","MBM","MBM","322042","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil.","Bacigalupo, N.M.","Bacigalupo, N.M.; Nicora, E.G.; Guaglianone, E.R.; Nicora, E.G.; Guaglianone, E.R.","1064","1988","11","29","Southern America","Argentina","Entre Rios","Cnia. Ayuí",NA,NA,NA,NA,"MBM322042","MBM322042","Concordia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-12-21 16:41:19-03","MBM","MBM","39214","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil.","Cristóbal, C.L.","Tressens, S.G.","479",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,"MBM039214","MBM039214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-12-21 16:41:19-03","MBM","MBM","348023","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil.","Silva, C.B. da","Silva, C.B. da; et al.; et al.","6","2008","09","19","Southern America","Brazil","Mato Grosso do Sul","Reserva Biológica da UFMS, Cerradinho","-54.6464004516602","-20.4428005218506",NA,"Erva 0,30m de altura. Flor rosa. Fruto verde. Cerrado. Raiz medicinal.","MBM348023","MBM348023","Campo Grande",NA,NA,"161190","auto","2008",NA,NA,NA,"10","19",NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:41:19-03","MBM","MBM","22215","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil.","Wurdack, J.","Hatschbach, G.","29485",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Rod. BR-262, entre Porto Manga e Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"MBM022215","MBM022215","Corumbá",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:41:19-03","MBM","MBM","13246","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil.","Wurdack, J.","Hatschbach, G.","23065",NA,NA,NA,"Southern America","Brazil","Paraná","Rod. BR-277","-50.6044006347656","-25.2299995422363",NA,NA,"MBM013246","MBM013246","Imbituva",NA,NA,"24222","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:41:19-03","MBM","MBM","23991","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil.","Wurdack, J.","Hatschbach, G.","30595",NA,NA,NA,"Southern America","Brazil","Paraná","Johanisdorf","-49.7158012390137","-25.7696990966797",NA,NA,"MBM023991","MBM023991","Lapa",NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:41:19-03","MBM","MBM","245572","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil.","Wurdack, J.","Dombrowski, L.T.; et al.; et al.","876",NA,NA,NA,"Southern America","Brazil","Paraná","Lagoa Dourada","-50.1618995666504","-25.0949993133545",NA,NA,"MBM245572","MBM245572","Ponta Grossa",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:41:19-03","MBM","MBM","37211","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil.","Wurdack, J.","Hatschbach, G.","6342",NA,NA,NA,"Southern America","Brazil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"MBM037211","MBM037211","Tibagi",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:41:19-03","MBM","MBM","348206","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil.","Lüdtke, R.","Lüdtke, R.","393","2005","01","25","Southern America","Brazil","Rio Grande do Sul",NA,"-52.823299407959","-31.864200592041",NA,"Beira de estrada, queimada","MBM348206","MBM348206","Pedro Osório",NA,NA,"30944","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:41:19-03","MBM","MBM","14317","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil.",NA,"Pedersen, T.M.","9614",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,"MBM014317","MBM014317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:41:19-03","MBM","MBM","348204","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil.","Lüdtke, R.","Lüdtke, R.","616","2006","10","31","Southern America","Brazil","Rio Grande do Sul","BR 116, km 565","-52.823299407959","-31.864200592041",NA,"Beira de estrada recentemente queimada. Erva com xilopódio","MBM348204","MBM348204","Pedro Osório",NA,NA,"30944","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:41:19-03","MBM","MBM","348205","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil.","Lüdtke, R.","Lüdtke, R.","147","2003","01","09","Southern America","Brazil","Rio Grande do Sul","BR 158, km 502","-54.9141998291016","-30.25830078125",NA,"Beira da estrada, solo seco","MBM348205","MBM348205","Rosário do Sul",NA,NA,"71660","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:41:19-03","MBM","MBM","37213","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil.","Grondona, E.M.","Hatschbach, G.","591",NA,NA,NA,"Southern America","Brazil","Paraná","Rod. BR-116, estrada do Cerne","-50.0119018554688","-24.7910995483398",NA,NA,"MBM037213","MBM037213","Castro",NA,NA,"50779","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:41:19-03","MBM","MBM","9030","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil.","Hatschbach, G.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","20516",NA,NA,NA,"Southern America","Brazil","Paraná","Rio Campo Real","-51.4580993652344","-25.395299911499",NA,NA,"MBM009030","MBM009030","Guarapuava",NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:41:19-03","MBM","MBM","21956","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil.","Hatschbach, G.","Hatschbach, G.; Smith, L.B.; Klein, R.; Smith, L.B.; Klein, R.","12309",NA,NA,NA,"Southern America","Brazil","Paraná","Fazenda Cajuru","-49.7057991027832","-24.2511005401611",NA,NA,"MBM021956","MBM021956","Jaguariaíva",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:41:19-03","MBM","MBM","37210","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil.","Hatschbach, G.","Hatschbach, G.","8730",NA,NA,NA,"Southern America","Brazil","Paraná","Rodovia Jaguariaíva - Sengés","-49.7057991027832","-24.2511005401611",NA,NA,"MBM037210","MBM037210","Jaguariaíva",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:41:19-03","MBM","MBM","205804","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil.","Lüdtke, R.","Ribas, O.S.; Pereira, L.B.S.; Pereira, L.B.S.","1837","1997","03","03","Southern America","Brazil","Rio Grande do Sul","Rod. BR-101, Km 43","-50.7831001281738","-29.8805999755859",NA,"Xilopodífera, flor rosada. Campo limpo, solo úmido.","MBM205804","MBM205804","Glorinha",NA,NA,"13560","auto","2003",NA,NA,NA,"01","27",NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:41:19-03","MBM","MBM","13256","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia mosenii","D. Marq.","Marques, M.C.M.","Hatschbach, G.","23845",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Estrada para Miranda",NA,NA,NA,"Unicata.","MBM013256","MBM013256","Anastácio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mosenii",NA
"137","2020-12-21 16:41:19-03","MBM","MBM","11078","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia mosenii","D. Marq.","Marques, M.C.M.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","21929",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Fazenda Santa Cruz","-55.7872009277344","-20.4710998535156",NA,NA,"MBM011078","MBM011078","Aquidauana",NA,NA,"212961","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mosenii",NA
"138","2020-12-21 16:41:19-03","MBM","MBM","11082","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia mosenii","D. Marq.","Marques, M.C.M.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","22011",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Fazenda Santa Cruz","-55.7872009277344","-20.4710998535156",NA,NA,"MBM011082","MBM011082","Aquidauana",NA,NA,"212961","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mosenii",NA
"139","2015-10-02 06:45:27-03","MNHN","RECOLNAT_MNHN_P","P00733375","PreservedSpecimen",NA,NA,NA,"Polygalaceae","Polygala","areguensis","Polygala areguensis","A.W.Benn.",NA,"Balansa, B.",NA,"1875","1",NA,NA,"paraguay",NA,"Plaine d'Aregua",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00733375' target='other'> <mi>dwc_moreinfo</mi></a>","P00733375","P00733375_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2187",NA,NA,NA,NA,"isotype"
"140","2015-10-02 06:45:31-03","MNHN","RECOLNAT_MNHN_P","P00733376","PreservedSpecimen",NA,NA,NA,"Polygalaceae","Polygala","areguensis","Polygala areguensis","A.W.Benn.",NA,"Balansa, B.",NA,"1875","1",NA,NA,"paraguay",NA,"Plaine d'Aregua",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00733376' target='other'> <mi>dwc_moreinfo</mi></a>","P00733376","P00733376_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2187",NA,NA,NA,NA,"isotype"
"141","2015-09-05 11:16:02-03","MNHN","RECOLNAT_MNHN_P","P00733507","PreservedSpecimen",NA,NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A.St.-Hil. & Moq.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"brésil",NA,"Prov. Rio Grande do Sul",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00733507' target='other'> <mi>dwc_moreinfo</mi></a>","P00733507","P00733507_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2572 bis",NA,NA,NA,NA,"type"
"142","2017-01-04 15:07:08-02","MNHN","RECOLNAT_MNHN_P","P00733508","PreservedSpecimen",NA,NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A.St.-Hil. & Moq.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"brésil",NA,"Prov. Rio Grande do Sul",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00733508' target='other'> <mi>dwc_moreinfo</mi></a>","P00733508","P00733508_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2572 bis",NA,NA,NA,NA,"isotype"
"143","2015-09-05 11:16:02-03","MNHN","RECOLNAT_MNHN_P","P00733509","PreservedSpecimen",NA,NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A.St.-Hil. & Moq.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"brésil",NA,"Brasilia merid",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00733509' target='other'> <mi>dwc_moreinfo</mi></a>","P00733509","P00733509_01 P00733509_02 P00733509_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,"isotype"
"144","2015-09-04 04:40:37-03","MNHN","RECOLNAT_MNHN_P","P02527283","PreservedSpecimen",NA,NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A.St.-Hil. & Moq.",NA,"Balansa|Benjamin",NA,"1874","6","1",NA,"Paraguay","Paraguarí","Plaine de Pirayu.","-57.23","-25.48","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02527283' target='other'> <mi>dwc_moreinfo</mi></a>","P02527283","P02527283_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-12-11 11:40:22-03","UFMG","BHCB","72430","PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A.St.-Hil. & Moq.",NA,"Barreto, HLM","6248",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Belo Horizonte",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-12-11 11:40:22-03","UFMG","BHCB","72416","PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A.St.-Hil. & Moq.",NA,"Barreto, HLM","6249",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,"Santa Bárbara",NA,NA,"33136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-12-11 11:40:22-03","UFMG","BHCB","72442","PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A.St.-Hil. & Moq.",NA,"Barreto, HLM","6250",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,"-43.4152984619141","-19.959400177002",NA,NA,NA,NA,"Santa Bárbara",NA,NA,"33136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-02-11 17:21:22-03","UFPR","UPCB","79418","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A.St.-Hil.","Brade, A.C.","Tessmann, G.",NA,"1947","10","17",NA,"Brasil","Paraná","Fazenda Padre Ignacio, estrada Curitiba-Palmeira, 10km antes de Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"Palmeira",NA,NA,"35166","auto","1949",NA,NA,NA,"01","01",NA,NA,NA,NA,NA,NA,NA,NA
