"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount"
"11","2021-03-30 12:43:20-03","EAO","IAN","135122","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne","Lourteig, A","Irwin, HS; Souza, R","8817","1965","09","30","Southern America","Brasil","Distrito Federal",NA,"Locally common. Gallery forest and adjacent meadow, ca. 7km E of Brasília, near Sobradinho.",NA,NA,"1200","1200",NA,"Creeping herb, forming mats ca. 25cm in diameter. Corolla rose-pink. Meadow.","IAN135122",NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:43:20-03","EAO","IAN","135417","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne","Lourteig, A","Irwin, HS; Souza, R","17004","1966","06","12","Southern America","Brasil","Mato Grosso",NA,"Locally common. Periodically flooded campo, ca. 30km S of Xavantina.",NA,NA,"400","400",NA,"Decumbent herb with stems to ca. 25cm long. Corolla pink.","IAN135417",NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:43:20-03","EAO","IAN","145189","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne","Lourteig, A","Richards, PW","65000","1968","07","24","Southern America","Brasil","Mato Grosso","Xavantina","Fazenda Patizal, São Félix. Dried-up depression at edge of pantanal.",NA,NA,NA,NA,NA,"Flowers bright reddish purple. Forming extensive mats.","IAN145189",NA,"1978","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:43:20-03","EAO","IAN","195449","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne","Brauner, LM","Perigolo, NA","230","2012","09","23","Southern America","Brasil","Rondônia","Porto Velho","Abunã, Margem direita do rio Madeira. Mancha de vegetação baixa (graminosa) próximo a estrada de ferro Madeira-Mamoré, acessivel pelo ramal da balsa que fica ao norte da Br-364, à aproximadamente 30km de Abunã. Campinarana Gramineo-Lenhosa.Plano no","-65.054444","-9.642778","103","103",NA,"Erva decumbente estolonífera, altura de 40cm. Flor rosa.","IAN195449",NA,"2016","07","-65.054444","-9.642778",NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:18:37-03","UFBA","ALCB","63647","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne","Facco, MG","Anjos, BA dos; Guedes, ML; Xavier, AB","28","2003","09","21","Southern America","Brasil","Bahia","Luis Eduardo Magalhães","Oeste","-45.718333","-12.307778","710","710",NA,"10 cm de altura. Folhas filiformes. Flores lilases. Frequente na margem do rio de ondas.","ALCB056152",NA,"2016","12","-45.718333","-12.307778","01",NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:01:52-03","NBC","NL-BOTANY","U.1363327","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","repens","Cuphea repens","Koehne",NA,"Pinto Escobar P; Sastre CHL",NA,"1971","03","21","Southern America","Colombia",NA,NA,"Comisaria del Vichada: carretera entre Pto. Carreno y Pto. Gaitan; Fundo 'El Delirio'. Bajo 'Rompe Cajas'.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1363327 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1363327","NL-U1363327",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"17","2020-02-08 10:01:52-03","NBC","NL-BOTANY","U.1363351","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","repens","Cuphea repens","Koehne",NA,"Glaziou AFM",NA,"1884","11","06","Southern America","Brazil",NA,NA,"Giras RIo da Gauia daus les biurbiex.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1363351 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1363351","NL-U1363351",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"18","2020-02-08 10:01:52-03","NBC","NL-BOTANY","U.1363362","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","repens","Cuphea repens","Koehne",NA,"Kuhlmann JG",NA,"1913","01","01","Southern America","Brazil",NA,NA,"Proced. Brasil, Caracarahy, RIo Branco, Estado do Amazonas.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1363362 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1363362","NL-U1363362",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"19","2020-11-04 11:12:20-03","ESALQ","ESA","86923","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne","Gonto, R.","Fernández, A.; Huber, O.; Staufer, F.; Riina, R.","10550.0","1997","01","01",NA,"Venezuela","Apure","Pedro Camejo",NA,NA,NA,NA,NA,NA,NA,"ESA086923","ESA086923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:12:20-03","ESALQ","ESA","66957","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne","Cavalcanti, T.B.","Souza, V.C. et al.","24415.0","2000","07","21",NA,"Brasil","Bahia","Barreiras",NA,"-44.9900016784668","-12.1527996063232",NA,NA,NA,NA,"ESA066957","ESA066957","2014","04",NA,NA,"15",NA,"152720","auto",NA,NA,NA
"21","2020-11-04 11:12:20-03","ESALQ","ESA","43970","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne","Cavalcanti, T.B.","Bernacci, L.C.","2388.0","1997","08","11",NA,"Brasil","Mato Grosso","Luciara",NA,"-50.6692008972168","-11.2222003936768",NA,NA,NA,NA,"ESA043970","ESA043970",NA,NA,NA,NA,NA,NA,"148375","auto",NA,NA,NA
"22","2021-01-14 15:31:30-03","MN","R","133","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne",NA,"Glaziou, A.F.M.","21425","1894","11","06",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000000133","R000000133_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-19 10:24:05-03","CPAP","CPAP","2308","PreserverdSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne","S. Ferrucci","Pott, A.","2279","1986","08","21",NA,"Brasil","MS","Coxim","Fazenda Santa Rosa; Sub-região do Paiaguás; Pantanal","-55.333333","-17.833333","167","167",NA,"Erva estolonífera. FLOR: lilás. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: . AMBIENTE: Beira De Vazante (Paleocanal).. SUBSTRATO: solo arenoso (Podzol Hidromórfico) com superfície limo-humosa. RELEVO: quase plano.",NA,NA,NA,NA,"55°20' W","17°50' S",NA,NA,NA,NA,NA,NA,NA
"24","2019-02-15 11:44:39-02","IPA","IPA","41050","S","Plantae","Plantae",NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne",NA,"Gardner","2845",NA,NA,NA,"Southern America","Brasil","Pernambuco",NA,"Banks of Rio Preto.",NA,NA,NA,NA,NA,NA,"IPA0041050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-07 11:45:28-03","UFMS","CGMS","36010","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne","F.M. Leme","F.M. Leme; A.L.B. Sartori; J.R. Fabri","27","2012","11","02",NA,"Brasil","Mato Grosso do Sul","Rio Verde de Mato Grosso","Estrada da Serra da Alegria.","-55.1666667","-18.6669445",NA,NA,NA,"Flor branca de base avermelhada.","CGMS1065414",NA,"2012","11","-55,1666667","-18,6669445","05",NA,NA,NA,NA,NA,NA
"26","2021-04-07 11:45:28-03","UFMS","CGMS","55076","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne","V.J. Pott","V.J. Pott; A. Pott","12026","2015","11","19",NA,"Brasil","Mato Grosso do Sul","Costa Rica","Parque Estadual das Nascentes do Rio Taquari, próximo ao cânion da futura sede e Cânion do Engano.","-53.3030556","-18.2325","786","786",NA,"Flor roxa. Cálice com estrias vinosas. Habitat: Lagoa temporária, seca em nascente no início das chuvas. Solo areno-argiloso. Relevo plano em (vale) planalto de serra. Muito frequente. Habito: Erva rasteira, anfíbia, 5 - 10 cm de alt","CGMS1085045",NA,"2017","11","-53,3030556","-18,2325","14",NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:33:12-03","UNICAMP","UEC","9518","S","Plantae","Magnoliopsida",NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne",NA,"Ratter, JA; Santos, RR; Souza, R; Castro, RA; Andrelinho, RA","1965","1968","06","25",NA,"Brazil","Mato Grosso",NA,"8 km NE of the Camp of the Expedition. c. 270 km. of Xavantina","-51.866667","-12.9",NA,NA,NA,"Growing in a small dried-up like.&nf;Corollas pink","UEC093495","UEC093495",NA,NA,"-51.866667","-12.9",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-04 18:38:26-03","UTFPR","HCF","14702","S","Plantae",NA,NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne","M.G. Facco","M.G. Caxambu","5397","2014","06","21",NA,"Brasil","RO","Cabixi","Fazenda Félix de Lima. Influência Rio","-60.730194","-13.658028","189","189",NA,"erva ca. 0,30 m, heliófita, palustre. Flores com cálice verde e corola rosa. Orla da Floresta Amazônica.",NA,NA,"2020","09","60°43'48,7 W","13°39'28,9 S","16",NA,NA,NA,NA,NA,NA
"29","2015-11-07 05:04:17-02","MNHN","RECOLNAT_MNHN_P","P01901844","PreservedSpecimen",NA,NA,NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne",NA,"Riedel, L.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Brasilia pr. Taubaté",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01901844' target='other'> <mi>dwc_moreinfo</mi></a>","P01901844","P01901844_01",NA,NA,NA,NA,NA,NA,NA,NA,"isotype","1598 b",NA
"30","2020-10-01 14:23:27-03","JBB","HEPH","31901","S","Plantae","Dicotyledon","Myrtales","Lythraceae","Cuphea","repens","Cuphea repens","Koehne","Faria, JEQ","Faria, JEQ; Melo, MS; Rosa, PO; Mendes, VC","4968","2015","08","01","Southern America","Brasil","Mato Grosso","Nova Nazaré","Margem da estrada de Nova Vazaré para Canarana","-51.831389","-13.783056","273","273",NA,NA,NA,NA,"2015","08","-51.831389","-13.783056",NA,NA,NA,NA,NA,NA,NA
"31","2020-10-01 14:23:27-03","JBB","HEPH","26309","S","Plantae","Dicotyledon","Myrtales","Lythraceae","Cuphea","repens","Cuphea repens","Koehne","Facco, MG","Carvalho-Silva, M","883","2009","11","02","Southern America","Brasil","Minas Gerais","Jaboticatubas","Parque Nacional Serra do Cipó - beira da lagoa do Boi","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,"2019","04",NA,NA,NA,NA,"31264","auto",NA,NA,NA
"32","2010-02-23 06:33:00-03","MO","MOBOT","100152004","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne","A. Lourteig","Stephan G. Beck","Beck 20577","1991","10","20","South America","Bolivia","Beni","Gral. Ballivian","Riberalta 160 km hacia Santa Rosa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"33","2015-12-31 10:42:00-02","MO","MOBOT","1092857","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne","N. Ritter (NHA)","Nur Ritter|Garrett E. Crow|Marisol Garvizu|M. Ritter|J. Crow","Ritter 3460","1996","8","10","South America","Bolivia","Santa Cruz","Velasco","Savanna: ca. 2-3 km NE of the buildings at La Toledo.","-61.1441666","-14.7038889","210.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5"
"34","2012-03-18 05:12:00-03","MO","MOBOT","1151385","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne","M. Toledo","E. Gutiérrez|E. Quevedo|Fabiana Mamani M.","Gutiérrez Crespo 1252","1994","5","27","South America","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Flor de Oro, pampa-húmeda, bosques de isla. Parcela pemanente en estudio.","-61.00805","-13.55166","210.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-01-25 11:00:00-03","MO","MOBOT","1151714","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne","S.Graham (MO)","J. Richard Abbott","Abbott 16864","1995","5","19","South America","Bolivia","Santa Cruz","Velasco","'Noel Kempff Mercado' National Park; 4 km east of Los Fierros encampment.","-60.8833333","-14.5833333","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"36","2008-05-27 22:02:00-03","MO","MOBOT","1298692","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne","S. Graham (KE-G)","Camilo Díaz S.|et al.","Díaz Santibáñez 9213","1997","9","25","South America","Peru","Madre de Dios","Tambopata","Parque Nacional Bahuaja-Sonere. Ex Santuario Nacional Pampa de Heath Formación de pampa (Inundada- permanentemente).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"318","3"
"37","2008-05-27 22:02:00-03","MO","MOBOT","1529298","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne","S. Graham","Michael H. Nee","Nee 41159",NA,NA,NA,"South America","Bolivia","Santa Cruz",NA,"Probably Depto. Santa Cruz","-61","-13.6","190.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2008-05-27 22:02:00-03","MO","MOBOT","1722169","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne","M.Kawasaki, 93","Robin B. Foster","Foster 13755","1995","11","8","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2008-05-27 22:02:00-03","MO","MOBOT","1722178","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne",NA,"Marielos Peña","Peña 167","1995","5","24","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2008-05-27 22:02:00-03","MO","MOBOT","1722188","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne","I. G. Vargas '95","Israel G. Vargas C.|et al.","Vargas Caballero 3796",NA,NA,NA,"South America","Bolivia","Santa Cruz","Velasco","Parque Nal. Noel Kempff Mercado. Estación Flor de Oro. Pampa termitera, 500 m al W del final de la pista vieja. Pequeñas islas con arbustos.","-61","-13.55","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2015-05-05 12:34:00-03","MO","MOBOT","1848141","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne","S. Graham","Gerrit Davidse|Ángel C. González","Davidse 14596","1978","2","28","South America","Venezuela","Apure","Pedro Camejo","Northern end of the Galeras de Cinaruco, ca. 62 airline km NNE of Puerto Páez.","-67.3333333","6.7333333","60.00000000","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1302","1"
"42","2008-05-27 22:02:00-03","MO","MOBOT","1868290","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne","Shirley A. Graham (MO)","N. Helme|L. Kruger","Helme 677","1995","7","25","South America","Bolivia","La Paz","Abel Iturralde","Puerto Moscoso, donde llega la pampa mas cerca del río Heath. Bosque amazónico ribereño, sabanas húmedas estacionalmente inundadas al E del río Heath. Sin influencia humana","-68.83333","-13.01666","190.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2014-04-13 05:22:00-03","MO","MOBOT","1874499","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne","S. Graham","Gerrit Davidse|Fany Llanos","Davidse 5223","1973","12","26","South America","Colombia","Vichada",NA,"Ca. 51 E of Las Gaviotas along the unimproved dirt road to Santa Rita. In area around a lake.","-70.45","4.43333","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"909",NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","1960793","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne","S.A. Graham (MO)","Stephan G. Beck","Beck 25005","1999","7","8","South America","Bolivia","Santa Cruz",NA,"Jose Miguel de Velasco F., Parque Nacional Noel Kempff Mercado, pasando el rio bajo Paragua. Campamento Los Fierros. Campos Cerrados, Sabana arboleada, al borde del bosque.","-60.93333","-14.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","3172009","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne","S. Graham","Nur Ritter","Ritter 4386","1998","6","27","South America","Bolivia","Santa Cruz","Velasco","Seasonally inundated termite savanna west of the facilities at Flor de Oro.","-61.01277","-13.55666","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2013-01-28 05:13:00-02","MO","MOBOT","3172814","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne","N. Ritter","René Guillén V.|E. Gutiérrez|Bonifacio Mostacedo C.|M. Menacho","Guillén Villarroel 261","1994","11","4","South America","Bolivia","Santa Cruz","Velasco","A 15 km de Florida a Bella Vista por el camino que pasa por el aserradero el Choré; en un bosque de altura siempre verde, de suelo arcilloso rojizo.","-61.53305","-13.7025","210.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2013-01-20 20:24:00-02","MO","MOBOT","3409967","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne",NA,"Taciana B. Cavalcanti|et al.","Cavalcanti 3409","2003",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2008-05-27 22:02:00-03","MO","MOBOT","3410012","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne",NA,"Walter","Walter 5197",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2008-05-27 22:02:00-03","MO","MOBOT","3410059","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne",NA,"Walter","Walter 1954",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2008-05-27 22:02:00-03","MO","MOBOT","934243","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne","S.A. Graham","Timothy J. Killeen|Jean Wellens","Killeen 6615","1994","6","18","South America","Bolivia","Santa Cruz","Velasco","Reserva Forestal Bajo Paragúa; Pampa húmeda con termiteros, muy abierta, los termiteros con pocos arboles y arbustos suelos muy arenosos.","-61.39722","-13.73194","240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2013-01-28 05:13:00-02","MO","MOBOT","934516","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","repens","Cuphea repens","Koehne","N. Ritter (NHA)","René Guillén V.|E. Gutiérrez|Bonifacio Mostacedo C.|M. Menacho","Guillén Villarroel 2561","1994","11","4","South America","Bolivia","Santa Cruz","Velasco","A 15 km de Florida a Bella Vista por el camino que pasa por el aserradero el Choré; en un bosque de altura siempre verde, de suelo arcilloso rojizo.","-61.53305","-13.7025","210.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
