"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","class","individualCount","typeStatus","relatedCatalogItem"
"23","2019-10-07 09:11:55-03","UEFS","HUEFS","63780","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N.Hind","E.C.Oliveira","Hind, D.J.N.","PCD4192","1996","11","11",NA,"Brasil","Bahia","Piatã","Estrada Piatã/Imbuia, a 2km da estrada para Imbuia.","-41.7925","-13.071944","1240","1240",NA,"Cerrado/Campos gerais.","HUEFS0063780","HUEFS0063780","2006","01","41W47'33''","13S4'19''",NA,NA,NA,"Asteranae",NA,NA,NA
"24","2019-10-07 09:11:55-03","UEFS","HUEFS","66379","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N.Hind","N.Roque","Oliveira, E.C.","36","2002","02","16",NA,"Brasil","Bahia","Mucugê","Área de cultivo experimental.","-41.383333","-13",NA,NA,NA,"Campo rupestre.","HUEFS0066379","HUEFS0066379","2003","10","41W23'","13S0'",NA,NA,NA,"Asteranae",NA,NA,NA
"25","2019-10-07 09:11:55-03","UEFS","HUEFS","84483","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N.Hind","D.Cardoso","Queiroz, L.P.de","9321","2004","07","28",NA,"Brasil","Bahia","Rui Barbosa","Serra do Orobó. Encosta da Serra. Transição cerrado-campo rupestre.","-40.483889","-12.306944","700","700",NA,"Vegetação arbustiva sobre solo arenoso.","HUEFS0084483","HUEFS0084483","2006","06","40W29'2''","12S18'25''",NA,NA,NA,"Asteranae",NA,NA,NA
"26","2019-10-07 09:11:55-03","UEFS","HUEFS","85277","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N.Hind","E.C.Oliveira","Borba, E.L.","1899","2004","08","05",NA,"Brasil","Bahia","Mucugê","Subida para Serra da Tesoura.","-41.348056","-13.130556","1264","1264",NA,"Campo rupestre. Substrato arenoso.","HUEFS0085277","HUEFS0085277","2005","04","41W20'53''","13S7'50''",NA,NA,NA,"Asteranae",NA,NA,NA
"27","2019-10-07 09:11:55-03","UEFS","HUEFS","85552","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N.Hind",NA,"Queiroz, L.P.de","9482","2004","09","04",NA,"Brasil","Bahia","Rui Barbosa","Serra do Orobó. Encosta da Serra","-40.484167","-12.309722","628","814",NA,NA,"HUEFS0085552","HUEFS0085552",NA,NA,"40W29'3''","12S18'35''",NA,NA,NA,"Asteranae",NA,NA,NA
"28","2019-10-07 09:11:55-03","UEFS","HUEFS","88257","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N.Hind",NA,"Oliveira, E.C.","65","2004","08","09",NA,"Brasil","Bahia","Mucugê","Medonho.","-41.333333","-12.983333",NA,NA,NA,NA,"HUEFS0088257","HUEFS0088257",NA,NA,"41W20'","12S59'",NA,NA,NA,"Asteranae",NA,NA,NA
"29","2020-07-23 11:59:25-03","CEPLAC","CEPEC","47386","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Porophyllum","bahiense","Porophyllum bahiense",NA,"D. J. N. Hind","R. M. Harley","26979","1988","11","20",NA,"Brasil","Bahia","IBICOARA","25Km ao N de Barra da Estiva, na estrada nova para Mucugê.","-41.3","-13.416667",NA,NA,NA,NA,NA,NA,NA,NA,"41W18'","13S25'",NA,NA,NA,NA,NA,"Holótipo","28/10/2002"
"30","2020-07-23 11:59:25-03","CEPLAC","CEPEC","74620","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Porophyllum","bahiense","Porophyllum bahiense",NA,"D. J. N. Hind","D. J. N. Hind","3926","1980","12","02",NA,"Brasil","Bahia","PIATÃ","Estrada Piatã/Inúbia.","-41.825556","-13.121111",NA,NA,NA,NA,NA,NA,NA,NA,"41W49'32","13S7'16",NA,NA,NA,NA,NA,"Paratipo","28/10/2002"
"31","2020-07-23 11:59:25-03","CEPLAC","CEPEC","76237","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Porophyllum","bahiense","Porophyllum bahiense",NA,"D. J. N. Hind","D. J. N. Hind","4192","1996","11","11",NA,"Brasil","Bahia","PIATÃ","Estrada Piatã/Imbúia, a 2Km da entrada para Imbúia.","-41.7925","-13.071944",NA,NA,NA,NA,NA,NA,NA,NA,"41W47'33","13S4'19",NA,NA,NA,NA,NA,"Paratipo","28/10/2002"
"32","2021-03-10 11:38:26-03","UNILA","EVB","3578","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N.Hind","Alves, M.","Roque, N.; et al.","24","2018","06","16",NA,"Brasil","Bahia","Mucugê","Parque Sempre Viva. Trilha para cachoeira das Andorinhas. Parque Municipal de Mucugê","-41.341111","-12.998056",NA,NA,NA,"Folhas verdes cinérias. Brácteas verdes com estrias astro-vináceas. Caule vináceo. Corola e estilete creme. Habitat: Campo rupestre. Habito: Arbusto","EVB003578","EVB003578",NA,NA,"41º20'28''W","12º59'53''S",NA,NA,NA,NA,NA,NA,NA
"33","2019-11-01 14:54:24-03","UnB","UB","123965","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Porophyllum","bahiense","Porophyllum bahiense","D.J.N. Hind","Hind, DJN","Harley, RM","26979","1988","11","20","Southern America","Brasil","Bahia","Ibiquara","25km ao N de Barra da Estiva, na estrada nova para Mucugê","-41.3","-13.416667","1100","1200",NA,"Caules lenhosos na base, purpúreos a pruinosos. Brácteas involucrais pruinosas. Lobos da corola inicialmente púrpuro-escuro, passando a marrom escuro. Tubo de anteras branco com tecas marrons. Estilete púrpuro a marrom-escuro; Arbusto 0,6m.; Campo ge",NA,NA,"1992","03","-41.3","-13.416667",NA,NA,NA,NA,NA,NA,NA
