"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","county","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem"
"13","2021-03-15 16:37:00-03","NY","NYBG","00498743","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","G. P. Lewis","1981","12","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=731472' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498743","Magnoliophyta","Lamiales","Epling","963","Bahia","Morro do Pai Inacio km 224 da rodovia BR 242","-41.45","-12.5","1000","1000","NY00498743_01","R. M. Harley","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00498741","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","R. M. Harley","1980","03","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=731460' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498741","Magnoliophyta","Lamiales","Epling","20985a","Bahia","Serra do Sincorá, ca 15 km NW. of Mucugé on the road to Guiné & Palmeiras","-41.47","-12.97","1300","1500","NY00498741_01","R. M. Harley","Mucugê",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01015682","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","R. M. Harley","1994","02","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1111409' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015682","Magnoliophyta","Lamiales","Epling","CFCR14271","Bahia","3-5 km N da cidade, em direção a Palmeiras. Campo rupestre, próximo ao Rio Moreira.","-41.3894","-13.0058",NA,NA,"NY01015682_01","R. M. Harley","Mucugê",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00498742","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","S. A. Mori","1979","12","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=731461' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498742","Magnoliophyta","Lamiales","Epling","13132","Bahia","(=Mucujê), a 3 km ao S de Mucujê, na estrada que vai para Jussiape","-41.3706","-13.0056","1000","1000","NY00498742_01","R. M. Harley","Mucugê",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00498747","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","R. M. Harley","1977","02","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=731474' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498747","Magnoliophyta","Lamiales","Epling","18791","Bahia","Serra do Sincorá. 2-3 km. approximately SW of Mucugé in the road to Cascavel","-41.4","-13.02","950","950","NY00498747_01","R. M. Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00632217","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","W. Ganev","1993","11","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=731470' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632217","Magnoliophyta","Lamiales","Epling","2474","Bahia","Serra dos Frios","-41.88","-13.33","1700","1800","NY00632217_01","R. M. Harley","Abaíra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00632218","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","R. M. Harley","1992","03","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=731465' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632218","Magnoliophyta","Lamiales","Epling","H52819","Bahia","Garimpo do Bicota","-41.85","-13.33","1400","1750","NY00632218_01","R. M. Harley","Abaíra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00632220","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","W. Ganev","1993","07","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=731468' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632220","Magnoliophyta","Lamiales","Epling","1805","Bahia","Serra do Bicota (vira saia)","-42.37","-13.83","1550","1550","NY00632220_01","R. M. Harley","Abaíra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00632221","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","R. M. Harley","1992","03","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=731467' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632221","Magnoliophyta","Lamiales","Epling","H52761","Bahia","Bicota","-41.85","-13.33","1400","1750","NY00632221_01","R. M. Harley","Abaíra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00778890","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","W. Ganev","1993","07","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799627' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778890","Magnoliophyta","Lamiales","Epling","1908","Bahia","Serra do Bicota: Subida por Aquilino.","-42.37","-13.85","1930","1930","NY00778890_01","R. M. Harley","Abaíra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00563949","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata gracilis","R. M. Harley","1988","11","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413628' target='other'> <mi>dwc_moreinfo</mi></a>","NY00563949","Magnoliophyta","Lamiales","Harley","26368","Bahia","Pico das Almas. Vertente leste. Campo Quieroz","-41.95","-13.53","1500","1500","NY00563949_01",NA,"Rio de Contas","gracilis","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:17:53-03","UFBA","ALCB","35618","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Salimena-Pires, FR; Roque, N; Conceição, AA; Lima, R; Nobre, PH","1996","03","08","Southern America","Brasil",NA,NA,"0,60 m. Flores de cálice roxo-escuro, corola lilás; filete alvo, plumoso, anteras amarelas. Frequente.; Solo areno-pedregoso",NA,"Dicotyledon",NA,"Epling","PCD2162","Bahia","Chapada Diamantina, Morro do Pina, Rodovia para Andaraí","-41.376667","-13.006944","1024","1024",NA,"Harley, RM","Mucugê",NA,NA,"2009","06","05","-41.376667","-13.006944",NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:17:53-03","UFBA","ALCB","03643","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Noblick, LR","1979","04","25","Southern America","Brasil",NA,NA,"Flores azuis.",NA,"Dicotyledon",NA,"Epling","s/n","Bahia","Chapada Diamantina","-41.3899993896484","-12.563099861145",NA,NA,NA,"Harley, RM","Lençóis",NA,NA,"1987","01",NA,NA,NA,"47385","auto",NA,NA,NA,NA
"26","2019-10-09 11:17:53-03","UFBA","ALCB","035609","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Saar, E; Passos Júnior, LA; Santos, TRM dos; Guedes, ML; Stannard, B; Atkins, S","1997","02","17","Southern America","Brasil",NA,NA,"0,30 m. Flores com sépalas roxas, quase pretas; corola roxa; estames liláses, quase branco com tricomas alvos, estilete roxo. Frequente.; arenoso úmido.",NA,"Dicotyledon",NA,"Epling","PCD5836","Bahia","Chapada Diamantina, Estrada Mucugê Barra da Estiva, 1 km para Mucugê","-41.563333","-13.005556","1000","1000",NA,"Oliveira, ACP de","Mucugê",NA,NA,"2001","07",NA,"-41.563333","-13.005556",NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:17:53-03","UFBA","ALCB","03643","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Noblick, LR","1979","04","25","Southern America","Brasil",NA,NA,"Flores azuis.",NA,"Dicotyledon",NA,"Epling","1212","Bahia",NA,"-41.383333","-12.55",NA,NA,NA,"Harley, RM","Lençóis",NA,NA,"1987","01",NA,"-41.383333","-12.55",NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:17:53-03","UFBA","ALCB","80060","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Roque, N; Alunos de Botânica III","2007","05","19","Southern America","Brasil",NA,NA,"ca. 25cm alt. Sépalas roxas, pétalas lilases.",NA,"Dicotyledon",NA,"Epling","1575","Bahia","Chapada Diamantina, Parque Municipal de Mucugê, trilha para a Cachoeira das Andorinhas","-41.343889","-13.016667","948","948",NA,NA,"Mucugê",NA,NA,NA,NA,NA,"-41.343889","-13.016667",NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:17:53-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Harley, RM; Hind, DJN; Bautista, HP; Smith, S","1996","07","15","Southern America","Brasil",NA,NA,"0,50 m, sistema subterrâneo subdesenvolvido.; Areia.",NA,"Dicotyledon",NA,"Epling","PCD&nf;3623","Bahia","Chapada Diamantina, Pedra Redonda, entre o rio Preto e o rio Paraguaçu","-41.4","-12.95","1070","1070",NA,"Harley, RM","Mucugê",NA,NA,"1996","07",NA,"-41.4","-12.95",NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:17:53-03","UFBA","ALCB","03643","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Noblick, LR","1979","04","25","Southern America","Brasil",NA,NA,"Flores azuis.",NA,"Dicotyledon",NA,"Epling","s/n","Bahia","Chapada Diamantina","-41.3899993896484","-12.563099861145",NA,NA,NA,"Harley, RM","Lençóis",NA,NA,"1987","01",NA,NA,NA,"47385","auto",NA,NA,NA,NA
"31","2019-10-09 11:17:53-03","UFBA","ALCB","119184","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata graciilis","Guedes, ML; Costa, TF","2015","02","09","Southern America","Brasil",NA,NA,"Folhas com margens serreadas. Inflorescência terminal, flores com cálice internamente tomentoso.",NA,"Dicotyledon",NA,"Harley","23336","Bahia","Chapada Diamantina, Trilha do Tiburtino.","-41.326667","-12.995278",NA,NA,NA,"Guedes, ML","Mucugê","graciilis",NA,"2015","04",NA,"-41.326667","-12.995278",NA,NA,NA,NA,NA,NA
"32","2020-02-08 09:32:18-03","NBC","NL-BOTANY","U.1353768","PreservedSpecimen","Plantae","Labiatae","Eriope","obovata","Eriope obovata","Lewis GP; Carvalho AMV de; Hage JL","1981","12","21","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1353768 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1353768",NA,"Lamiales","Epling",NA,NA,"Bahia: Mun. de Palmeiras, Morro do Pai Inacio km 224 da rodovia BR 242.","-41.45","-12.5",NA,NA,"NL-U1353768",NA,NA,NA,NA,NA,NA,NA,"-41.45","-12.5",NA,NA,"Magnoliopsidae",NA,NA,NA
"33","2020-02-08 09:32:18-03","NBC","NL-BOTANY","U.1353769","PreservedSpecimen","Plantae","Labiatae","Eriope","obovata","Eriope obovata","Harley RM; Bromley GL; Carvalho AMV de; Martinelli G","1980","03","26","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1353769 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1353769",NA,"Lamiales","Epling",NA,NA,"Estado da Bahia, Serra do Sincorá, ca 15km NW. of Mucugé on the road to Guiné & Palmeiras.","-41.466667","-12.966667",NA,NA,"NL-U1353769",NA,NA,NA,NA,NA,NA,NA,"-41.466667","-12.966667",NA,NA,"Magnoliopsidae",NA,NA,NA
"34","2020-02-08 09:32:18-03","NBC","NL-BOTANY","U.1353770","PreservedSpecimen","Plantae","Labiatae","Eriope","obovata","Eriope obovata","Harley RM; et al.","1977","02","17","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1353770 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1353770",NA,"Lamiales","Epling",NA,NA,"Estado da Bahia, Serra do Sincorá, 2-3km approximately SW of Mucugé on the road ta Cascavel.","-41.4","-13.016667",NA,NA,"NL-U1353770",NA,NA,NA,NA,NA,NA,NA,"-41.4","-13.016667",NA,NA,"Magnoliopsidae",NA,NA,NA
"35","2020-02-08 09:32:18-03","NBC","NL-BOTANY","U.1353771","PreservedSpecimen","Plantae","Labiatae","Eriope","obovata","Eriope obovata","Harley RM; et al.","1977","03","18","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1353771 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1353771",NA,"Lamiales","Epling",NA,NA,"Estado da Bahia, Serra das Almas, Middle N.E. slopes of the Pico das Almas ca. 25km W.N.W. of the Vila do Rio de Contas.","-41.95","-13.55",NA,NA,"NL-U1353771",NA,NA,NA,NA,NA,NA,NA,"-41.95","-13.55",NA,NA,"Magnoliopsidae",NA,NA,NA
"36","2020-02-08 09:32:18-03","NBC","NL-BOTANY","U.1353772","PreservedSpecimen","Plantae","Labiatae","Eriope","obovata","Eriope obovata","Harley RM; et al.","1974","02","06","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1353772 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1353772",NA,"Lamiales","Epling",NA,NA,"Estado da Bahia, Serra do Sincorá, 4km S. of Mucugé, on road from Cascavel by the Rio Cumbuca.","-41.383333","-13",NA,NA,"NL-U1353772",NA,NA,NA,NA,NA,NA,NA,"-41.383333","-13.0",NA,NA,"Magnoliopsidae",NA,NA,NA
"37","2020-11-04 11:11:32-03","ESALQ","ESA","24512","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Harley, R.M. et al.","1994","02","21",NA,"Brasil",NA,NA,NA,"ESA024512","Magnoliophyta",NA,NA,NA,"Bahia",NA,"-41.3708000183105","-13.0052995681763",NA,NA,"ESA024512",NA,"Mucugê",NA,NA,NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA
"38","2020-11-04 11:11:32-03","ESALQ","ESA","25272","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Harley, R.M. et al.","1994","02","20",NA,"Brasil",NA,NA,NA,"ESA025272","Magnoliophyta",NA,NA,NA,"Bahia",NA,"-41.3708000183105","-13.0052995681763",NA,NA,"ESA025272",NA,"Mucugê",NA,NA,NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA
"39","2020-11-04 11:11:32-03","ESALQ","ESA","24407","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Souza, V.C. et al.","1994","02","13",NA,"Brasil",NA,NA,NA,"ESA024407","Magnoliophyta",NA,"Epling","5236.0","Bahia",NA,"-41.5588989257812","-12.5289001464844",NA,NA,"ESA024407","Harley, R.M.","Palmeiras",NA,NA,NA,NA,NA,NA,NA,"20767","auto",NA,NA,NA,NA
"40","2019-02-15 11:40:35-02","IPA","IPA","23787","S","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Harley, R.M.","1974","02","06","Southern America","Brasil",NA,NA,"Aromatic herb to ca. 15cm with stout woody rootstock. Leaves thick, coriaceous. Calyx tinged deep purple above. Corolla bright blue-violet with clearly defined white areas on upper lip. Corolla tube with rather shallow mouth and broad","IPA0023787","Plantae",NA,"Epling","16040","Bahia","Serra do Sincorá, 4 km S of Mucugê, on road from Cascavel by the Rio Cumbuca.","-41.383333","-13","900","900",NA,"Harley, R.M.",NA,NA,NA,NA,NA,NA,"-41.383333","-13",NA,NA,NA,NA,NA,NA
"41","2019-02-15 11:40:35-02","IPA","IPA","48036","S","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Harley, R.M.","1977","02","17","Southern America","Brasil",NA,NA,"Open scrub on white sand with damp areas and extensive sedge meadow. Partly burnt over.","IPA0048036","Plantae",NA,"Epling","18791","Bahia","Serra do Sincorá, 2 - 3km approximately SW of Mucugê on the road to Cascavel.","-41.4","-13.016667","950","950",NA,"Harley, R.M.",NA,NA,NA,NA,NA,NA,"-41.4","-13.016667",NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:32:04-03","UNICAMP","UEC","40925","S","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Harley, RM","1977","03","18",NA,"Brazil",NA,NA,"Herb to ca. 35 cm. Leaves dull green, unscented, firm & thick. Stems from stout swollen rootstock. Calyx dark blackish-purple. Corolla violet blue winth darker veins at base of lower lip.; Sandstone, metamorphic nad quartzite rock outc","UEC053412","Magnoliopsida",NA,"Epling","19602","Bahia","Middle N.E. slopes of the Pico das Almas ca. 25 Km W.N.W. of the Vila do Rio de Contas.","-41.95","-13.55","1500","1600","UEC053412","Harley, RM",NA,NA,NA,NA,NA,NA,"-41.95","-13.55",NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:32:04-03","UNICAMP","UEC","40972","S","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Harley, RM","1977","02","17",NA,"Brazil",NA,NA,"Open scrub on white sand with damp areas and extensive meadow.; Partly burnt over.","UEC053410","Magnoliopsida",NA,"Epling","18791","Bahia","2-3Km appoximately SW of Mucugé on the road to Cascavel.","-41.4","-13.016667","950","950","UEC053410","Harley, RM",NA,NA,NA,NA,NA,NA,"-41.4","-13.016667",NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:30:08-03","MBM","MBM","344410","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Harley, R.M.; et al.; et al.","1994","02","21","Southern America","Brazil",NA,NA,"Subarbusto com sistema subterrâneo bem desenvolvido; folhas aromáticas, caules espalhados, até 30 cm altura. Cálice roxo, corola violeta. Campo rupestre","MBM344410",NA,NA,"Epling","CFCR14399","Bahia","Estreda Mucugê-Andaraí, a 3-5 km de Mucugê","-41.3708000183105","-13.0052995681763","100","1200","MBM344410","Harley, R.M.","Mucugê",NA,NA,"2003",NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA
"45","2020-12-21 16:30:07-03","MBM","MBM","216988","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","U.M.S.; et al.; et al.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM216988",NA,NA,"Epling","176","Bahia","Piabinha","-41.3708000183105","-13.0052995681763",NA,NA,"MBM216988","Harley, R.M.","Mucugê",NA,NA,NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA
