"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","recordNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","sex"
"14","2016-09-29 23:38:00-03","NY","NYBG","01269284","PreservedSpecimen","Plantae","Polygonaceae","Persicaria","punctata","Persicaria punctata",NA,"D. E. Atha",NA,NA,NA,"N. Soria","1988","06","15","Paraguay","Cordillera","Tobatí","Cerro Ybytú silla a 2 kms de la Ciudad.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1152646' target='other'> <mi>dwc_moreinfo</mi></a>","NY01269284",NA,NA,NA,"South America","sheet",NA,"2224","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-29 19:53:00-03","NY","NYBG","00687047","PreservedSpecimen","Plantae","Polygonaceae","Persicaria","punctata","Persicaria punctata",NA,"D. E. Atha",NA,NA,NA,"A. C. Brade","1913","12","21","Brazil","São Paulo",NA,"Agua Branca",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=852432' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687047","NY00687047_01",NA,NA,"South America","sheet",NA,"6951","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-12-15 15:02:00-02","NY","NYBG","01132940","PreservedSpecimen","Plantae","Polygonaceae","Persicaria","punctata","Persicaria punctata",NA,"D. E. Atha",NA,NA,NA,"B. C. Bennett","1990","08","16","Ecuador","Napo",NA,"Near Jatun Sacha Biological Field Station","-77.53","-1.05",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=587942' target='other'> <mi>dwc_moreinfo</mi></a>","NY01132940",NA,"400","400","South America","sheet",NA,"4555","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","03066133","PreservedSpecimen","Plantae","Polygonaceae","Persicaria","punctata","Persicaria punctata","(Elliott) Small","D. E. Atha",NA,NA,NA,"M. F. González Giraldo","2010","03","16","Colombia","Boyacá",NA,"Municipio de Santa Maria. Vereda Calichana. Sendero Ecológico de HYCA QUYE","-73.2692","4.5981",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3292023' target='other'> <mi>dwc_moreinfo</mi></a>","NY03066133","NY03066133_01","900","900","South America","sheet",NA,"389","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00584318","PreservedSpecimen","Plantae","Polygonaceae","Persicaria","punctata","Persicaria punctata","(Elliott) Small","D. E. Atha",NA,NA,NA,"R. A. Wasum","1998","05","08","Brazil","Rio Grande do Sul",NA,"Protásio Alves - Cascata da Usina",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530257' target='other'> <mi>dwc_moreinfo</mi></a>","NY00584318","NY00584318_01","800","800","South America","sheet",NA,"HUCS-12656","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00484764","PreservedSpecimen","Plantae","Polygonaceae","Persicaria","punctata","Persicaria punctata","(Elliott) Small","D. E. Atha",NA,NA,NA,"R. L. Barbieri","1992","03","22","Brazil","Rio Grande do Sul","Imigrante","Imigrante - Bugenfelz","-51.7767","-29.3556",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530255' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484764","NY00484764_01","600","600","South America","sheet",NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-30 00:57:00-03","NY","NYBG","1018767","PreservedSpecimen","Plantae","Polygonaceae","Persicaria","punctata","Persicaria punctata",NA,"D. E. Atha",NA,NA,NA,"J. F. A. Baumgratz","2007","12","19","Brazil","Rio de Janeiro","Paratí","Patrimônio. Estrada em direção a comunidade indígena.","-44.7131","-23.2181",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1262393' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018767","NY01018767_01","130","130","South America","sheet",NA,"1057","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00484767","PreservedSpecimen","Plantae","Polygonaceae","Persicaria","punctata","Persicaria punctata","(Elliott) Small","D. E. Atha",NA,NA,NA,"G. Eiten","1965","10","28","Brazil","São Paulo","Santo André","1/2 km west of Campo Grande RR station on Santos-Jundiaí railroad line. Several km west of village of PARANAPIACABA","-46.5297","-23.66",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530261' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484767","NY00484767_01","760","760","South America","sheet",NA,"6381","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-30 00:38:00-03","NY","NYBG","01096462","PreservedSpecimen","Plantae","Polygonaceae","Persicaria","punctata","Persicaria punctata",NA,"D. E. Atha",NA,NA,NA,"L. Miranda","1998","05","21","Brazil","São Paulo","Avaí","Região inundável, borda.","-49.33","-22.14",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1238485' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096462","NY01096462_01",NA,NA,"South America","sheet",NA,"443","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-12-15 15:02:00-02","NY","NYBG","01132941","PreservedSpecimen","Plantae","Polygonaceae","Persicaria","punctata","Persicaria punctata",NA,"D. E. Atha",NA,NA,NA,"B. C. Bennett","1990","07","01","Ecuador","Napo",NA,"Jatun Sacha Biological Station. 23K W. of Pto Napo, S. side of R.Napo","-77.6","-1.07",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=587941' target='other'> <mi>dwc_moreinfo</mi></a>","NY01132941",NA,NA,NA,"South America","sheet",NA,"4202","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","323829","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","acre","Polygonum acre riparium","Meisn.",NA,NA,NA,NA,"C. F. P. von Martius",NA,NA,NA,"Brazil","Bahia",NA,"Locis inundatis in Ripa fl. S. Fancisci as Joazeiro et rivuli ad V. N. da Rinha",NA,NA,NA,NA,"Com. ab Acad. Monac. 1845 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260016' target='other'> <mi>dwc_moreinfo</mi></a>","NY00323829","NY00323829_01",NA,NA,"South America","sheet",NA,"s.n.","Magnoliophyta","Caryophyllales","riparium","syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","454565","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","punctatum","Polygonum punctatum","Elliott","L. B. Smith",NA,NA,NA,"R. Reitz","1957","05","26","Brazil","Santa Catarina","Joinville","Estrada Dona Francisca","-48.8456","-26.3044",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=32967' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454565","NY00454565_01","400","400","South America","sheet",NA,"4228","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00863979","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","punctatum","Polygonum punctatum","Elliott","R. A. Howard",NA,NA,NA,"B. D. Sucre","1965","11","25","Brazil","Distrito Federal","Brasília","Área alagada do Zoobotânico.","-47.9294","-15.7797",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954287' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863979","NY00863979_01",NA,NA,"South America","sheet",NA,"889","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00863992","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","punctatum","Polygonum punctatum","Elliott",NA,NA,NA,NA,"W. R. Anderson","1972","02","15","Brazil","Minas Gerais",NA,"Serra do Espinhaço, foothills east and south of Pico do Itambé, about halfway between summit and Santo Antonio de Itambé","-43.3495","-18.4699",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2752555' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863992","NY00863992_01","950","1150","South America","sheet",NA,"36048","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","454564","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","punctatum","Polygonum punctatum","Elliott","L. B. Smith",NA,NA,NA,"R. M. Klein","1955","02","08","Brazil","Santa Catarina","Itajaí","Cunhas","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=32966' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454564","NY00454564_01","10","10","South America","sheet",NA,"1112","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","454567","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","punctatum","Polygonum punctatum","Elliott","L. B. Smith",NA,NA,NA,"R. Reitz","1953","03","11","Brazil","Santa Catarina","Florianópolis","Rio Tavares, Ilha S. Catarina","-48.4776878","-27.6525515",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=32965' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454567","NY00454567_01","2","2","South America","sheet",NA,"298","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00863980","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","punctatum","Polygonum punctatum","Elliott",NA,NA,NA,NA,"J. A. Ratter","1967","07","31","Brazil","Mato Grosso","Água Boa","26 km N. of Xavantina on the Xavantina- Cachimbo Road (unfinished). Near João Lopez bridge.","-52.1583","-14.0503",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954319' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863980","NY00863980_01",NA,NA,"South America","sheet",NA,"R.235","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02200188","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","punctatum","Polygonum punctatum","Elliott",NA,NA,NA,NA,"W. A. Rodrigues","1963","04","06","Brazil","Para",NA,"Região de Santarém, próximo ao Campo de Santarém-Novo.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2333829' target='other'> <mi>dwc_moreinfo</mi></a>","NY02200188","NY02200188_01",NA,NA,"South America","sheet",NA,"5140","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01081597","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","punctatum","Polygonum punctatum","Elliott","E. de Melo",NA,NA,NA,"C. Moura","1963","05","26","Brazil","Paraná","Curitiba","Curitiba, Bairro da Boa Vista","-49.2731","-25.4281",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1238433' target='other'> <mi>dwc_moreinfo</mi></a>","NY01081597","NY01081597_01",NA,NA,"South America","sheet",NA,"s.n.","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","454582","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","punctatum","Polygonum punctatum aquatile","(Mart.) Fassett","N. C. Fassett",NA,NA,NA,"J. S. Blanchet","1836",NA,NA,"Brazil","Bahia",NA,NA,"-39.039072","-15.159747",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=14654' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454582",NA,NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Caryophyllales","aquatile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","02103547","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","punctatum","Polygonum punctatum","Elliott","L.A. Gomes",NA,NA,NA,"L.A. Gomes","2013","04","26","Brazil","Sergipe","Capela","RVS Mata do Junco: Clareira. Próximo ao córrego de piscina velha.","-37.0547","-10.5369",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2255449' target='other'> <mi>dwc_moreinfo</mi></a>","NY02103547","NY02103547_01",NA,NA,"South America","sheet",NA,"1087","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","454545","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","punctatum","Polygonum punctatum","Elliott","R. M. Harley",NA,NA,NA,"R. M. Harley","1974","03","26","Brazil","Bahia","Belmonte","On S.W. outskirts of town. At sea level","-38.88","-15.87",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=32954' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454545","NY00454545_01",NA,NA,"South America","sheet",NA,"17449","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","454549","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","punctatum","Polygonum punctatum","Elliott","S. F. Smith",NA,NA,NA,"R. A. Wasum","1989","01","04","Brazil","Rio Grande do Sul","Paverama",NA,"-51.7303","-29.5519",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=32955' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454549","NY00454549_01",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","679914","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","punctatum","Polygonum punctatum","Elliott","M. H. Nee",NA,NA,NA,"E. P. Heringer","1979","06","12","Brazil","Distrito Federal","Brasília","Bacia do rio S. Bartolomeu, ponte que dá acesso a planaltina.","-47.9294","-15.7797",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=854150' target='other'> <mi>dwc_moreinfo</mi></a>","NY00679914","NY00679914_01",NA,NA,"South America","sheet",NA,"1552","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","454537","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","punctatum","Polygonum punctatum","Elliott","C. Kozera",NA,NA,NA,"C. Kozera","1996","01","31","Brazil","Paraná","Curitiba","Parque Barigui","-49.22","-25.37",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=32951' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454537","NY00454537_01",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00863989","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","punctatum","Polygonum punctatum","Elliott","R. A. Howard",NA,NA,NA,"H. S. Irwin","1964","10","23","Brazil","Goiás","Caiapônia","Ca. 35 km. S. of Caiapônia on rd. to Jataí. Serra do Caiapó.","-51.82","-17.22",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954395' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863989","NY00863989_01","800","1000","South America","sheet",NA,"7217","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","454552","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","punctatum","Polygonum punctatum","Elliott","E. R. de Ceballos",NA,NA,NA,"B. Rambo","1949","01","29","Brazil","Rio Grande do Sul","Farroupilha",NA,"-51.3478","-29.2253",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=32974' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454552","NY00454552_01",NA,NA,"South America","sheet",NA,"40288","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","454535","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","punctatum","Polygonum punctatum","Elliott","S. F. Smith",NA,NA,NA,"R. A. Wasum","1992","02","19","Brazil","Rio Grande do Sul","Flores da Cunha","Otavio Rocha","-51.26034","-29.061484",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=32957' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454535","NY00454535_01","700","700","South America","sheet",NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","454546","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","punctatum","Polygonum punctatum","Elliott","S. F. Smith",NA,NA,NA,"G. Grazziotin","1991","01","09","Brazil","Rio Grande do Sul","Capao da Canoa","Capao da Canoa","-50.004623","-29.688273",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=32956' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454546","NY00454546_01",NA,NA,"South America","sheet",NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","454550","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","punctatum","Polygonum punctatum","Elliott","M. H. Nee",NA,NA,NA,"S. Tsugaru","1987","12","13","Brazil","Rio Grande do Sul","Nova Petrópolis","Vicinity of Nova Petrópolis, 25 km S from Caxias do Sul, along the Rt. BR-116","-51.1142","-29.3767",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=32979' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454550","NY00454550_01","470","470","South America","sheet",NA,"B2466","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","454569","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","punctatum","Polygonum punctatum","Elliott","L. B. Smith",NA,NA,NA,"L. B. Smith","1957","02","07","Brazil","Santa Catarina","Caçador","8 km north of Caçador","-51.001528","-26.7096209",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=32972' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454569","NY00454569_01","950","1100","South America","sheet",NA,"10972","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
