"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"11","2021-02-18 09:28:31-03","UNESP-IBB","BOTU","23790","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Campos, C.J.","205","2003","01","09",NA,"Brasil","São Paulo","Pratânia","Reserva Particular Fazenda Palmeira da Serra, Rodovia João mellão , Km 218","-48.743056","-22.813889",NA,"Cerradão. Rasteira, inflorescência rosa, muito vistosa.; Coleção: Biota - Cerrado Pratânia","BOTU023790","BOTU023790","Campos, C.J.",NA,NA,NA,"48°44'35w","22° 48' 50s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-18 09:28:31-03","UNESP-IBB","BOTU","23713","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Campos, C.J.",NA,"2003","01","07",NA,"Brasil","São Paulo","Pratânia","Reserva Particular Palmeira da Serra","-48.743278","-22.813944",NA,"Cerrado.Rasteira, inflorescência com flores rosas, muito vistosas; Coleção: Biota - Cerrado Pratânia","BOTU023713","BOTU023713",NA,NA,NA,NA,"48°44'35,8w","22°48'50,2s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-18 09:28:31-03","UNESP-IBB","BOTU","5360","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Shizuka, S.M.","6","1975","11","08",NA,"Brasil","São Paulo","Botucatu","Colôna Santa marina, km 7 - Botucatu",NA,NA,NA,"planta deterra bastante seca","BOTU005360","BOTU005360","Campos, C.J.",NA,NA,NA,"9999","9999","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-18 09:28:31-03","UNESP-IBB","BOTU","32086","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Mendes, K.R.","103","2015","01","16",NA,"Brasil","São Paulo","Pratânia","Fazenda Palmeira da Serra",NA,NA,NA,NA,"BOTU032086","BOTU032086",NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-18 09:28:31-03","UNESP-IBB","BOTU","20045","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Bertoncini, A.P.","560","1995","01","19",NA,"Brasil","São Paulo","Agudos","Cia e Cervejaria Brahma",NA,NA,NA,"Erva, 0,1m de altura, flor rósea, folhas cartáceas.","BOTU020045","BOTU020045","Bertoncini, A.P.",NA,NA,NA,"9999","9999","1995","02","01",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-18 09:28:31-03","UNESP-IBB","BOTU","29100","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Bassoli, A.","68","2006","08","14",NA,"Brasil","São Paulo","Pratânia","Reserva particular Palmeiras da Serra","-48.745333","-22.820083",NA,NA,"BOTU029100","BOTU029100","Bassoli, A.",NA,NA,NA,"48º44'43,2w","22º49'12,3s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-02-18 09:28:31-03","UNESP-IBB","BOTU","9736","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Gemtchújnicov, I.D.",NA,"1959","11","21",NA,"Brasil","São Paulo","Itapetininga","Fazenda Boa Vista",NA,NA,NA,NA,"BOTU009736","BOTU009736",NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-18 09:28:31-03","UNESP-IBB","BOTU","26439","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Tannus, J.L.S.","327","1998","12","16",NA,"Brasil","São Paulo","Itirapina",NA,NA,NA,NA,"Campo cerrado. Erva rasteira, brácteas de cor lilás, flor amarela.","BOTU026439","BOTU026439","Tannus, J.L.S.",NA,NA,NA,"9999","9999","1998","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-18 09:28:31-03","UNESP-IBB","BOTU","13716","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Bicudo, L.R.H.","1557","1986","10","06",NA,"Brasil","São Paulo","Botucatu","À margem da rodovia João Melão, que liga São Manuel à Avaré, no Km 296.","-48.738611","-22.566667",NA,"20cm de altura. Frutos amarelo-palha.","BOTU013716","BOTU013716",NA,NA,NA,NA,"48°44'19w","22°34's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-18 09:28:31-03","UNESP-IBB","BOTU","23410","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Campos, C.J.","1","2002","07","15",NA,"Brasil","São Paulo","Pratânia","Reserva Particular Fazenda Palmeira da Serra, Rodovia João mellão , Km 218","-48.523917","-23.04875",NA,"Cerrado em recuperação. Herbácea, inflorescência lilás, com estames amarelos. ; Coleção: Biota - Cerrado Pratânia","BOTU023410","BOTU023410","Campos, C.J.",NA,NA,NA,"48°31'26,1w","23° 02' 55,5s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-04 15:26:23-03","PUCPR","HUCP","4982","S","Plantae","Monocotiledonea",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St. Hil., A.S.T.; Naudin.","Langohr, I","052","1992","01","10",NA,"Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,"HUCP00005439","HUCP00005439","Hatschbach, GG",NA,NA,NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA
"22","2020-02-08 08:54:24-03","NBC","NL-BOTANY","L.1696461","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Hatschbach GG; Guimarães OA",NA,"1967","02","24","Southern America","Brazil",NA,NA,"Parque V.Velha (Mun.Ponta Grossa)Paraná.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1696461 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1696461","NL-L1696461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"23","2020-02-08 08:54:24-03","NBC","NL-BOTANY","L.1696462","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Pedersen TM",NA,"1969","11","22","Southern America","Paraguay",NA,NA,"Plantae Paraguayenses. Estancia 'La Manina', Distr. San Estanislao. Dep. San Pedro.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1696462 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1696462","NL-L1696462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"24","2020-02-08 08:54:24-03","NBC","NL-BOTANY","L.1696463","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Hatschbach GG",NA,"1960","12","09","Southern America","Brazil",NA,NA,"Est. Parana, Mun. Campo Mourão, Campo Mourão.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1696463 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1696463","NL-L1696463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"25","2020-02-08 08:54:24-03","NBC","NL-BOTANY","L.1696464","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Fiebrig K",NA,"1909","01","01","Southern America","Paraguay",NA,NA,"Plantae paraguayenses. In regione fluminis Alto Paraná.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1696464 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1696464","NL-L1696464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"26","2020-02-08 08:54:24-03","NBC","NL-BOTANY","L.3709929","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Pedersen TM",NA,"1986","10","30","Southern America","Paraguay",NA,NA,"Plantae paraguayenses. San fernando. Distr. Capitán Bado. Dep. Amambay.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3709929 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3709929","NL-L3709929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"27","2020-02-08 08:54:24-03","NBC","NL-BOTANY","L.3709930","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Pedersen TM",NA,"1986","10","30","Southern America","Paraguay",NA,NA,"Plantae paraguayenses. San fernando. Distr. Capitán Bado. Dep. Amambay.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3709930 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3709930","NL-L3709930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"28","2020-02-08 08:54:24-03","NBC","NL-BOTANY","U.1060418","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Simonis JE; Hahn WJ; Duré R",NA,"1983","04","01","Southern America","Paraguay","San Pedro",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1060418 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1060418","NL-U1060418","Pedersen TM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0141982",NA,NA,NA,NA
"29","2020-02-08 08:54:24-03","NBC","NL-BOTANY","U.1060419","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Haas JH de",NA,"1967","11","17","Southern America","Brazil",NA,NA,"Natural pastures (campos) halfway between Asuncion and the waterfalls of Iguacu. (Brasil-Parana).",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1060419 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1060419","NL-U1060419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"30","2020-02-08 08:54:24-03","NBC","NL-BOTANY","U.1060420","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Hatschbach GG; Haas H; Lindeman JC",NA,"1965","12","08","Southern America","Brazil",NA,NA,"Est. Parana (Brasil). Mun.Campo Mourao. Campo Mourao.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1060420 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1060420","NL-U1060420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"31","2020-02-08 08:54:24-03","NBC","NL-BOTANY","U.1060421","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Harley RM; et al.",NA,"1980","04","18","Southern America","Brazil",NA,NA,"Brazil: Estado Da Bahia. Basin of the Upper Sao Francisco River. Just beyond Calderao, ca 32 km N.E. From Bom Jesus de Lapa. Caatinga with damp, sandy open area. F4.","-43.216667","-13.166667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1060421 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1060421","NL-U1060421",NA,NA,NA,NA,"-43.216667","-13.166667",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"32","2020-02-08 08:54:24-03","NBC","NL-BOTANY","WAG.1291053","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Pedersen TM",NA,"1986","10","30","Southern America","Paraguay",NA,NA,"Plantae paraguayenses. San fernando. Distr. Capitán Bado. Dep. Amambay.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1291053 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1291053","NL-WAG1291053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"33","2020-02-08 08:54:24-03","NBC","NL-BOTANY","WAG.1291054","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Pedersen TM",NA,"1986","10","30","Southern America","Paraguay",NA,NA,"Plantae paraguayenses. San fernando. Distr. Capitán Bado. Dep. Amambay.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1291054 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1291054","NL-WAG1291054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"34","2020-11-04 10:59:01-03","ESALQ","ESA","83764","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala",NA,"Glória, B.A. ; Machado, S.","9.0","2002","04","15",NA,"Brasil","São Paulo","Botucatu",NA,"-48.439998626709","-22.8799991607666",NA,NA,"ESA083764","ESA083764","Souza, V.C.",NA,NA,NA,NA,NA,NA,NA,NA,"40412","auto",NA,NA,NA,NA,NA,NA
"35","2020-11-04 10:59:01-03","ESALQ","ESA","16502","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Souza, V.C. et al.","2384.0","1993","02","19",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA016502","ESA016502","Siqueira, J.C.",NA,NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"36","2020-11-04 10:59:01-03","ESALQ","ESA","94832","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Mattos, J. Mattos, N.","13153.0","1965","12","22",NA,"Brasil","São Paulo","Mogi Guaçu",NA,"-46.9421997070312","-22.372200012207",NA,NA,"ESA094832","ESA094832","Carlos, J.",NA,NA,NA,NA,NA,NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA
"37","2020-11-04 10:59:01-03","ESALQ","ESA","26763","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala",NA,"Souza, V.C. et al.","9385.0","1995","11","10",NA,"Brasil","São Paulo","São Carlos",NA,"-47.8899993896484","-22.0100002288818",NA,NA,"ESA026763","ESA026763","Souza, V.C.",NA,NA,NA,NA,NA,NA,NA,NA,"45913","auto",NA,NA,NA,NA,NA,NA
"38","2020-11-04 10:59:01-03","ESALQ","ESA","37335","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala",NA,"Elias, S.I.; Silva, M.M.R.; Amador, D.B.; Freitas, F.O.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.; Vanini, A.","193.0","1997","12","16",NA,"Brasil","São Paulo","Bom Sucesso de Itararé","Fazenda Santa Maria do Espinho e Saco Grande - Bom Sucesso de Itararé. Campo","-491.535","-241.614",NA,"Erva de 10 cm. Flores róseas. Anteras amarelas.","ESA037335","ESA037335",NA,NA,NA,NA,"-491,535","-241,614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 10:59:01-03","ESALQ","ESA","25660","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala",NA,"Souza, V.C. et al.","3798.0","1993","05","22",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA025660","ESA025660","Scaramuzza, C.A.M.",NA,NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"40","2020-11-04 10:59:01-03","ESALQ","ESA","50131","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala",NA,"Scaramuzza, C.A.M. et al.","1079.0","1993","04","24",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA050131","ESA050131","Souza, V.C.",NA,NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"41","2020-11-04 10:59:01-03","ESALQ","ESA","21087","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Souza, V.C. et al.","7233.0","1994","11","14",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA021087","ESA021087","Senna, L.R.",NA,NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"42","2020-11-04 10:59:01-03","ESALQ","ESA","5017","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Capellari Jr., L. ; Appezzato, B.",NA,"1989","12","16",NA,"Brasil","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,"ESA005017","ESA005017","Souza, V.C.",NA,NA,NA,NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA
"43","2020-11-04 10:59:01-03","ESALQ","ESA","80509","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Romão, G.O. ; Chaddad Jr., J.","782.0","2002","03","21",NA,"Brasil","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,"ESA080509","ESA080509","Souza, V.C.",NA,NA,NA,NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA
"44","2020-11-04 10:59:01-03","ESALQ","ESA","18384","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala",NA,"Barreto, K.D. et al.","2302.0","1994","04","26",NA,"Brasil","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,"ESA018384","ESA018384","Souza, V.C. & Rodrigues, R.R.",NA,NA,NA,NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA
"45","2020-11-04 10:54:31-03","ESALQ","ESA","134921","PreservedSpecimen","Plantae",NA,NA,"Amaranthceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Colletta, G. D","2258.0","2015","10","04",NA,"Brasil","São Paulo","Itirapina","Fragmento ao lado da rodovia, São Pedro/Itirapina. Cerrado.","-47.8199996948242","-22.25",NA,"Subarbusto, 20cm, flores rosa (foto e sílica)","ESA134921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA
