"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","scientificNameAuthorship","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","typeStatus","fieldNumber","individualCount","class","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","00861906","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","T. C. Plowman","8401","South America","Brazil","unspecified",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938271' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861906","1980","02","04","Magnoliophyta","Poales",NA,"Tocantins","Presidente Kennedy","Road from highway BR-153 to Itaporã, 12 km. west of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho. Goiás.","-48.6008","-8.5006","400","500","NY00861906_01 NY00861906_02 NY00861906_03","Munro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00862713","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","E. P. Heringer","1680","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946227' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862713","1979","06","28","Magnoliophyta","Poales","T. de S. Filgueiras","Goiás","Santo Antônio do Descoberto","Taboca","-48.255","-15.9397",NA,NA,"NY00862713_01","Munro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","640738","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","C. E. Calderón","2433","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=167817' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640738","1976","05","12","Magnoliophyta","Poales",NA,"Bahia","Andaraí","Serra do Sincorá, road to Itaeté, ca. 9 km S of Andaraí","-41.33","-12.8","360","360","NY00640738_01","Munro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00862709","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","C. E. O. Kuntze","s.n.","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946152' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862709","1892","07",NA,"Magnoliophyta","Poales","X. Londoño","Mato Grosso","Cáceres","Villa Maria","-57.6789","-16.0708",NA,NA,NA,"Munro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02618113","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","T. C. Plowman","8401","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2895937' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618113","1980","02","04","Magnoliophyta","Poales",NA,"Tocantins","Presidente Kennedy","Road from highway BR-153 to Itaporã, 12 km. west of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho. Goiás.","-48.6008","-8.5006","400","500",NA,"(Munro) Hack.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00862710","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","H. S. Irwin","15244","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946199' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862710","1966","04","21","Magnoliophyta","Poales","X. Londoño","Goiás","Formosa","Serra do Morcêgo, Côrrego Estrema, ca. 35 km N.E. of Formosa.","-47.1025","-15.30964","800","800","NY00862710_01","Munro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","640740","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","W. W. Thomas","5659","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=167813' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640740","1987","12","04","Magnoliophyta","Poales","T. J. Killeen","Santa Cruz","José Miguel de Velasco","Serrania de Huanchaca, Parque Nacional Prof. Noel Kempff Mercado","-60.72","-13.98",NA,NA,NA,"Munro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02618116","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","T. C. Plowman","8401","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2895945' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618116","1980","02","04","Magnoliophyta","Poales",NA,"Tocantins","Presidente Kennedy","Road from highway BR-153 to Itaporã, 12 km. west of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho. Goiás.","-48.6008","-8.5006","400","500",NA,"(Munro) Hack.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00862732","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","L. G. Clark","760","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946147' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862732","1991","01","26","Magnoliophyta","Poales",NA,"Minas Gerais","Jaboticatubas","Road Santa Luzia-Jaboticatubas, 23 km NE of Santa Luzia, 2-2.5 km along a turnoff from the main road, locally called Caminho de Indnexé","-43.75","-19.58","790","790","NY00862732_01","Munro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1182827","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","H. S. Irwin","10571","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1409745' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182827","1965","11","19","Magnoliophyta","Poales","X. Londoño","Goiás","Cabeceiras","Serra do Rio Preto, ca. 10 km E. of Cabeceiras","-46.88996","-15.8","1000","1000","NY01182827_01 NY01182827_02","Munro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00862739","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","A. P. Duarte","7811","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946234' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862739","1963","05","01","Magnoliophyta","Poales","X. Londoño","Minas Gerais","Várzea da Palma","Varzea da Palma, Faz. de Jatoba","-44.7306","-17.5983",NA,NA,"NY00862739_01","Munro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00862734","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","J. H. Kirkbride Jr.","2997","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946160' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862734","1977","03","02","Magnoliophyta","Poales","X. Londoño","Mato Grosso",NA,"3-6 km N of Fazenda Santa Catarina which is on the road S of Serra do Aguapei","-59.42","-16.17","300","400","NY00862734_01","Munro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00862714","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","J. R. Swallen","9485","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946246' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862714","1946","06","18","Magnoliophyta","Poales","X. Londoño","Mato Grosso do Sul","Bela Vista","Bella Vista, Territory of Ponta Pora","-56.5208","-22.1092",NA,NA,"NY00862714_01","Munro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00862738","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","E. P. Heringer","6806","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946217' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862738","1981","04","14","Magnoliophyta","Poales","X. Londoño","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu, margem esquerda do córrego Papuda","-47.9294","-15.7797",NA,NA,"NY00862738_01","Munro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","640737","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","C. E. Calderón","2433","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=167816' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640737","1976","05","12","Magnoliophyta","Poales",NA,"Bahia","Andaraí","Serra do Sincorá, road to Itaeté, ca. 9 km S of Andaraí","-41.33","-12.8","360","360","NY00640737_01","Munro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02618114","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","T. C. Plowman","8401","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2895940' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618114","1980","02","04","Magnoliophyta","Poales",NA,"Tocantins","Presidente Kennedy","Road from highway BR-153 to Itaporã, 12 km. west of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho. Goiás.","-48.6008","-8.5006","400","500",NA,"(Munro) Hack.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1066134","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","A. Macedo","5426","South America","Brazil","sheet",NA,"[caution - collection date partially illegible] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1267265' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066134","1986","08","15","Magnoliophyta","Poales","S. F. Smith","Minas Gerais","Campina Verde","Faz. São José do Lajeado","-49.4864","-19.5358",NA,NA,"NY01066134_01","Munro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00862736","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","H. S. Irwin","10571","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946197' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862736","1965","11","19","Magnoliophyta","Poales","X. Londoño","Goiás","Cabeceiras","Serra do Rio Preto, ca. 10 km E. of Cabeceiras","-46.88996","-15.8","1000","1000","NY00862736_01","Munro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00862740","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","A. P. Duarte","7811","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946243' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862740","1963","05","01","Magnoliophyta","Poales","X. Londoño","Minas Gerais","Várzea da Palma","Varzea da Palma, Faz. de Jatoba","-44.7306","-17.5983",NA,NA,"NY00862740_01","Munro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00862708","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","L. G. Clark","761","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946148' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862708","1991","01","26","Magnoliophyta","Poales",NA,"Minas Gerais","Jaboticatubas","Road Santa Luzia-Jaboticatubas, 23 km NE of Santa Luzia, 2-2.5 km along a turnoff from the main road, locally called Caminho de Indnexé","-43.75","-19.58","790","790","NY00862708_01","Munro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00862712","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","H. S. Irwin","15244","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946208' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862712","1966","04","21","Magnoliophyta","Poales","X. Londoño","Goiás","Formosa","Serra do Morcêgo, Côrrego Estrema, ca. 35 km N.E. of Formosa.","-47.1025","-15.30964","800","800","NY00862712_01","Munro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00862731","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","L. G. Clark","757","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946144' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862731","1991","01","26","Magnoliophyta","Poales",NA,"Minas Gerais",NA,"BR-262, Araxá-Belo Horizonte, 16 km W of the more westerly entrance to Araxá","-46.75","-19.57","870","870","NY00862731_01","Munro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00862707","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","L. G. Clark","754","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946145' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862707","1991","01","21","Magnoliophyta","Poales",NA,"Goiás","Goiás","GO-070, about 10 km SE of Goias, Serra Dourada, Vila Boa de Goias","-50.15","-16","730","730","NY00862707_01","Munro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00862730","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","L. G. Clark","752","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946139' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862730","1991","01","19","Magnoliophyta","Poales",NA,"Minas Gerais","Nova Serrana","BR-262, between Nova Serrana and Bom Despacho, between Km 462-463","-45.08","-19.83","590","590","NY00862730_01","Munro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","640741","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","H. H. Iltis","30569","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=167812' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640741","1991","01","13","Magnoliophyta","Poales","X. Londoño","Sucre",NA,"Dist. Sucre. Above Atlantic Ocean on S. side of main highway between Cumaná and Barcelona, above Playa los Icacos [across highway from restaurant La Quebradita] between Santa Fe and Arapito (Guanta)","-64.48","10.27","100","100",NA,"Munro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1066135","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","C. E. O. Kuntze","s.n.","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1268497' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066135","1892","07",NA,"Magnoliophyta","Poales",NA,"Mato Grosso",NA,NA,NA,NA,NA,NA,"NY01066135_01","Munro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00862737","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","H. S. Irwin","34988","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946212' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862737","1972","01","24","Magnoliophyta","Poales","X. Londoño","Goiás","Niquelândia","ca. 11 km S. of Niquelândia","-48.45","-14.54942",NA,NA,"NY00862737_01","Munro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-11-01 14:44:00-02","NY","NYBG","640739","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","T. C. Plowman","8583","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=167814' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640739","1980","02","09","Magnoliophyta","Poales","X. Londoño","Pará","Conceição do Araguaia","Range of low hills ca. 20 km. west of Redençao, near Côrrego Sao Joao and Troncamento SantaTeresa","-50.17","-8.05","350","620","NY00640739_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:53:26-03","EAO","IAN","107006","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","Oliveira, E","1058","Southern America","Brasil",NA,NA,"Flores miúdas.","IAN107006","1960","08","26","Monocotiledônea",NA,"Londoño, X","Maranhão",NA,"Km 375 da Rodovia Belém-Brasília. terra firme; beira da estrada (bambuzal).",NA,NA,NA,NA,NA,"Munro","1992","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:53:26-03","EAO","IAN","70766","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","Black, GA; Magalhães, D","12976","Southern America","Brasil",NA,NA,NA,"IAN070766","1951","08","25","Monocotiledônea",NA,"Londoño, X","Roraima",NA,"Caminho de Samauma a campo de aviação de Mucajaí. Km 14-15 da estrada Boa Vista - Caracaraí. Em capoeira da beira da estrada.","-59.254167","0.737222",NA,NA,NA,"Munro","1992","04","-59.254167","0.737222",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:53:26-03","EAO","IAN","88375","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","Macêdo, A","4008","Southern America","Brasil",NA,NA,NA,"IAN088375","1955","08","09","Monocotiledônea",NA,"Londoño, X","Maranhão","Carolina","Em touceiras à beira de córrego. Localidade Lage.","-47.4693984985352","-7.33277988433838",NA,NA,NA,"Munro","1992","04",NA,NA,"99438","auto",NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:53:26-03","EAO","IAN","50284","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","Pires, JM; Black, GA","1703a","Southern America","Brasil",NA,NA,"Muito comum; 3-5 metros.","IAN050284","1949","08","06","Monocotiledônea",NA,"Londoño, X","Maranhão","Imperatriz","Fazenda Vitória; carrascal; beira do caminho.","-47.49169921875","-5.52639007568359",NA,NA,NA,"Munro","1992","04",NA,NA,"48110","auto",NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:53:26-03","EAO","IAN","75471","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","Black, GA; Cordeiro, E","14703","Southern America","Brasil",NA,NA,"Forma ramificação achatada.","IAN075471","1952","06","04","Monocotiledônea",NA,"Londoño, X","Rondônia","Guajará-mirim","E.Ferro Madeira-Mamoré.","-65.3394012451172","-10.7827997207642",NA,NA,NA,"Munro","1992","04",NA,NA,"205539","auto",NA,NA,NA,NA,NA,NA
"44","2021-03-02 16:29:10-03","CPAN-UFMS","COR","10950","PreservedSpecimen","Plantae","Poaceae","Guadua","paniculata","Guadua paniculata","Damasceno-Júnior, G. A.; Maria, V. R.; Batilani, J.; Pott, A. & Velasques, J.","3595",NA,"Brasil",NA,NA,"Erva Habito: Erva",NA,"2005","08","30",NA,NA,"Pott, A.","Mato Grosso do Sul","Bodoquena","Fazenda Rancho Branco; mata ciliar do Salobrinha","-56.772778","-20.674167","159","159",NA,"Munro",NA,NA,"56º46'22''W","20º40'27''S",NA,NA,NA,NA,NA,NA,NA,NA
