"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","relatedCatalogItem"
"11","2020-11-04 11:06:43-03","ESALQ","ESA","52281","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi",NA,"Romão, G.O.","Harley, R.M. et al.","24448.0","1987","02","20",NA,"Brasil","Bahia","Pico das Almas",NA,NA,NA,NA,NA,NA,NA,"ESA052281","ESA052281",NA,NA,NA,"2011","10","30",NA,NA,NA,NA
"12","2020-11-04 10:55:25-03","ESALQ","ESA","135333","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kinoshita","G.O. Romão","G.O. Romão","2110.0","2007","04","04",NA,"Brasil","Bahia","Caeté- Açú",NA,NA,NA,NA,NA,NA,NA,"ESA135333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:06:43-03","ESALQ","ESA","107265","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi",NA,"Romão, G.O.","Romão, G.O. ; Dantas, A.P.T.","2110.0","1905","06","29",NA,"Brasil","Bahia","Caeté-Açú (Vale do Capão)","Parque Nacional Chapada Diamantina, trilha para a Cachoeira da Fumaça, no planalto.",NA,NA,NA,NA,NA,"Subarbusto 60cm alt., bastante ramificado; cálice verde, corola vermelha. Poucos indivíduos esparsamente situados entre arbustos. Solo arenoso seco.","ESA107265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 10:55:25-03","ESALQ","ESA","135281","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kinoshita","G.O. Romão","G.O. Romão","2165.0","2007","04","06",NA,"Brasil","Bahia","Barra da Estiva",NA,"-41.3269004821777","-13.6260995864868",NA,NA,NA,NA,"ESA135281",NA,NA,NA,NA,"2020","10","07","61861","auto",NA,NA
"15","2020-11-04 11:06:43-03","ESALQ","ESA","131962","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi",NA,"Romão, G.O.","Souza, E.B. et al.","904.0","2004","06","11",NA,"Brasil","Bahia","Mucugê",NA,"-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"ESA131962","ESA131962",NA,NA,NA,"2011","10","30","52493","auto",NA,NA
"16","2020-11-04 10:55:25-03","ESALQ","ESA","135337","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kinoshita","G.O. Romão","G.O. Romão","1972.0","2007","03","31",NA,"Brasil","Bahia","Rio de Contas",NA,"-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"ESA135337",NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA
"17","2020-11-04 11:06:43-03","ESALQ","ESA","91663","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi",NA,NA,"Harley, R.M. et al.","26431.0",NA,NA,NA,NA,"Brasil","Bahia","Rio de Contas",NA,"-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"ESA091663",NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA
"18","2020-11-04 10:55:25-03","ESALQ","ESA","135336","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kinoshita","G.O. Romão","G.O. Romão","1981.0","2007","03","31",NA,"Brasil","Bahia","Rio de Contas",NA,"-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"ESA135336",NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA
"19","2020-11-04 11:06:43-03","ESALQ","ESA","107217","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi",NA,"Romão, G.O.","Romão, G.O. ; Dantas, A.P.T.","1972.0","1905","06","29",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas, trecho da trilha entre o Campo de Queiroz e o cume do Pico; 1400-1900m.s.m.","-41.8114013671875","-13.5789003372192",NA,NA,NA,"Arbusto 40-60cm alt.; ereto, bastante ramificado no ápice, bordo das folhas jovens avermelhados; ráquis, brácteas, cálice e corola vermelhos. Indivíduo isolado. Entre pedriscos próximo à bloco de rocha.","ESA107217",NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA
"20","2020-11-04 11:06:43-03","ESALQ","ESA","107224","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi",NA,"Romão, G.O.","Romão, G.O. ; Dantas, A.P.T.","1979.0","1905","06","29",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas, trecho da trilha entre o Campo de Queiroz e o cume do Pico; 1400-1900m.s.m.","-41.8114013671875","-13.5789003372192",NA,NA,NA,"Arbusto 80cm alt.; folhas discolores; ráquis, brácteas e cálice verdes, corola vermelha. Entre rochas.","ESA107224",NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA
"21","2020-11-04 11:06:43-03","ESALQ","ESA","107225","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi",NA,"Romão, G.O.","Romão, G.O. ; Dantas, A.P.T.","1980.0","1905","06","29",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas, trecho da trilha entre o Campo de Queiroz e o cume do Pico; 1400-1900m.s.m.","-41.8114013671875","-13.5789003372192",NA,NA,NA,"Arbusto 1m alt.; ráquis e brácteas verdes, pedicelo, cálice e corola vermelhos; frutos imaturos avermelhados.","ESA107225",NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA
"22","2020-11-04 11:06:43-03","ESALQ","ESA","107274","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi",NA,"Romão, G.O.","Romão, G.O. ; Dantas, A.P.T.","2165.0","1905","06","29",NA,"Brasil","Bahia","Barra da Estiva","Serra do Sincorá, estrada para Ituaçu, ca. 7Km de Barra da Estiva; no cume do morro da antena.","-41.3269004821777","-13.6260995864868",NA,NA,NA,"Arbusto 1m alt.; bastante ramificado; ráquis, brácteas, pedicelo e corola vermelhos, cálice verde; frutos imaturos verdes. Poucos indivíduos esparsamente situados. Entre rochas.","ESA107274",NA,NA,NA,NA,NA,NA,NA,"61861","auto",NA,NA
"23","2020-11-04 11:06:43-03","ESALQ","ESA","99962","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi",NA,"Romão, G.O.","Harley, R.M.","22584.0","1980","05","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA099962","ESA099962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:06:43-03","ESALQ","ESA","52317","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi",NA,"Romão, G.O.","Harley, R.M. et al.","27591.0","1988","12","17",NA,"Brasil","Bahia","Água Quente",NA,NA,NA,NA,NA,NA,NA,"ESA052317","ESA052317",NA,NA,NA,"2011","10","30",NA,NA,NA,NA
"25","2020-11-04 11:06:43-03","ESALQ","ESA","131955","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi",NA,"Romão, G.O.","Conceição, A.S.","433.0","1999","10","24",NA,"Brasil","Bahia","Abaíra",NA,"-41.6636009216309","-13.2496995925903",NA,NA,NA,NA,"ESA131955","ESA131955",NA,NA,NA,"2011","10","30","26531","auto",NA,NA
"26","2020-11-04 11:06:43-03","ESALQ","ESA","131957","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi",NA,"Romão, G.O.","Miranda, E.B. et al.","294.0","1999","10","23",NA,"Brasil","Bahia","Abaíra",NA,"-41.6636009216309","-13.2496995925903",NA,NA,NA,NA,"ESA131957","ESA131957",NA,NA,NA,"2011","10","30","26531","auto",NA,NA
"27","2020-11-04 11:06:43-03","ESALQ","ESA","52265","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kinoshita","Romão, G.O.","Harley, R.M. et al.","51276.0","1992","01","10",NA,"Brasil","Bahia","Abaíra",NA,"-41.6636009216309","-13.2496995925903",NA,NA,NA,NA,"ESA052265","ESA052265",NA,NA,NA,"2011","10","30","26531","auto",NA,NA
"28","2020-11-04 11:06:43-03","ESALQ","ESA","131971","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi",NA,"Romão, G.O.","Harley, R.M. et al.","20673.0","1983","01","25",NA,"Brasil","Bahia","Andaraí",NA,"-41.3314018249512","-12.8072004318237",NA,NA,NA,NA,"ESA131971","ESA131971",NA,NA,NA,NA,NA,NA,"58558","auto",NA,NA
"29","2020-11-04 11:06:43-03","ESALQ","ESA","131964","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi",NA,"Romão, G.O.","Souza, E.B.",NA,"2004","06","10",NA,"Brasil","Bahia","Mucugê",NA,"-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"ESA131964","ESA131964",NA,NA,NA,"2011","10","30","52493","auto",NA,NA
"30","2020-11-04 11:06:43-03","ESALQ","ESA","131959","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi",NA,"Romão, G.O.","Hatschbach, G. ; Kummrow, R.","47958.0","1984","06","16",NA,"Brasil","Bahia","Mucugê",NA,"-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"ESA131959","ESA131959_1 ESA131959_2",NA,NA,NA,"2011","10","30","52493","auto",NA,NA
"31","2020-11-04 11:06:43-03","ESALQ","ESA","131840","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi",NA,"Romão, G.O.","Bautista, H.P. ; Silva, S.L.","266.0","1997","04","06",NA,"Brasil","Bahia","Mucugê",NA,"-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"ESA131840","ESA131840",NA,NA,NA,"2011","10","30","52493","auto",NA,NA
"32","2020-11-04 11:06:43-03","ESALQ","ESA","52427","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kinoshita","Romão, G.O.","Conceição, A.A.","487.0","1997","03","28",NA,"Brasil","Bahia","Palmeiras",NA,"-41.5588989257812","-12.5289001464844",NA,NA,NA,NA,"ESA052427","ESA052427",NA,NA,NA,NA,NA,NA,"20767","auto",NA,NA
"33","2020-11-04 10:55:25-03","ESALQ","ESA","135335","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kinoshita","G.O. Romão","G.O. Romão","1980.0","2007","03","31",NA,"Brasil","Bahia","Rio de Contas",NA,"-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"ESA135335",NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA
"34","2020-11-04 10:55:25-03","ESALQ","ESA","135334","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kinoshita","G.O. Romão","G.O. Romão","1979.0","2007","03","31",NA,"Brasil","Bahia","Rio de Contas",NA,"-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"ESA135334",NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA
"35","2020-11-04 11:06:43-03","ESALQ","ESA","61433","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kinoshita","Romão, G.O.","Souza, V.C.; Souza, J.P.; Elias, S.I.; Forster, W.; Oliveira, A.C.P.","22926.0","1999","05","20",NA,"Brasil","Bahia","Abaíra","Catolés. Serra dos Cristais. 13o19'33,3S, 41o52'56,3W. 1600 m.s.m. Campo rupestre com mata ciliar no fundo do vale.","-41.6636009216309","-13.2496995925903",NA,NA,NA,"Arbusto, ca. 1 m alt.; flores vermelhas.","ESA061433","ESA061433",NA,NA,NA,"2011","10","30","26531","auto",NA,NA
"36","2020-11-04 11:06:43-03","ESALQ","ESA","107226","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi",NA,"Romão, G.O.","Romão, G.O. ; Dantas, A.P.T.","1981.0","1905","06","29",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas, trecho da trilha entre o Campo de Queiroz e o cume do Pico; 1400-1900m.s.m.","-41.8114013671875","-13.5789003372192",NA,NA,NA,"Arbusto 1m alt.; ráquis e brácteas verdes, pedicelo, cálice e corola vermelhos; frutos imaturos avermelhados.","ESA107226",NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA
"37","2015-07-02 14:01:40-03","JBP","HPL","9626","S","Plantae",NA,NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kinoshita","G.O. Romão","Paula-Souza, J., Tsuji, R., et al.","6226","2006","07","20",NA,"Brasil","BA","Palmeiras","Coletado no Morro do Pai Inácio; em área de campo rupestre. S 12° 27' 20; W 41° 28' 23 (1070m.s.m.)","-41.5589","-12.5289",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","02","10","20767","auto",NA,NA
"38","2021-03-01 16:29:13-03","UNICAMP","UEC","131764","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kinoshita","Romão, GO","Ganev, W","2013","1993","08","05",NA,"Brazil","Bahia","Rio do Pires","Capão da Mata de Zé do Amabica (Marques). Caminha Outeiro-Marques.","-42.366667","-13.766667","1200","1200",NA,"Arbusto de até 1,7m. Folhas verde-discolor, pedúnculo verde-claro, pedicelo vermelho, cálice verde-vermelho, corola vermelha. Frutos verdes.; Carrasco de campo rupestre, solo arenoso.","UEC071998","UEC071998",NA,"-42.366667","-13.766667","2009","04",NA,NA,NA,NA,NA
"39","2021-03-01 16:29:13-03","UNICAMP","UEC","131783","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kinoshita","Romão, GO","Nascimento, FHF","355","2000","04","01",NA,"Brazil","Bahia","Rio do Pires","Campo do Cigano","-41.924722","-13.261944","1600","1750",NA,"Arbusto, 1m alt.. Folhas discolores, coriáceas. Sépalas avermelhadas, pétalas vermelhas, anteras amareladas, ovário avermelhado, estilete róseo, estigma creme.; Cerrado. Vegtação secundária de porte arbustivo.","UEC072000","UEC072000",NA,"-41.924722","-13.261944","2009","04",NA,NA,NA,NA,NA
"40","2021-03-01 16:29:13-03","UNICAMP","UEC","131787","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kinoshita","Romão, GO","França, F; Harley, RM; Silva, BM; Atkins, S; Santos, RC","4269","2003","02","04",NA,"Brazil","Bahia","Abaíra","Catolés, Guarda-Mor.","-41.865833","-13.304167","1270","1318",NA,"Arbusto com 2m alt. Folha coriácea levemente discolor. Perianto vermelho. Anteras amarelas. Material tratado com álcool comercial puro.; Vegetação herbáceo-arbustiva com árvores esparsas.","UEC071999","UEC071999",NA,"-41.865833","-13.304167","2009","04",NA,NA,NA,NA,NA
"41","2021-03-01 16:29:13-03","UNICAMP","UEC","75284","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kinoshita","Kinoshita, LS","Harley, RM; Cavalcanti, TB; Giulietti, AM; Sales, M; Stannard, BL; Hind, DJN","26431","1988","11","01",NA,"Brazil","Bahia","Rio de Contas","Pico das Almas, Vertente leste. Subida di pico do Campo do Queiroz.","-41.966667","-13.533333","1600","1750",NA,"Subarbusto até 70cm. Cálice róseo. Corola vermelho-intenso.; Afloramento de rocha conglomerada com campo pedregoso. Crescendo em fendas de rochas.","UEC055594","UEC055594",NA,"-41.966667","-13.533333","1994","08",NA,NA,NA,"paratypus",NA
"42","2021-03-01 16:29:13-03","UNICAMP","UEC","103995","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kinoshita","Romão, GO","Giulietti, AM; Conceição, AS; Campos, GL; Brito, AT; Oliveira, RP","1438","1998","08","15",NA,"Brazil","Bahia","Abaíra","Pico do Barbado.","-41.6636009216309","-13.2496995925903","1800","2430",NA,"Arbusto ca. 40cm alt. Flores vermelhas.","UEC071997","UEC071997",NA,NA,NA,"2009","03",NA,"26531","auto",NA,NA
"43","2021-03-01 16:29:13-03","UNICAMP","UEC","101209","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kinoshita","Kinoshita, LS; Romão, GO","Hatschbach, G; Kummrow, R","47958","1984","06","16",NA,"Brazil","Bahia","Mucugê",NA,"-41.3708000183105","-13.0052995681763",NA,NA,NA,"Arbusto 2m alt. flores alvas. Afloramentos de afenito.; Campo rupestre.","UEC059115","UEC059115",NA,NA,NA,"2012","10","24","52493","auto",NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","2897945","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kin.-Gouv.","Zappi & E. Lucas","José R. Pirani","Pirani 51312","1992",NA,NA,"South America","Brazil",NA,NA,"Mun. Abaíra: Cachoeira das Anáguas. Na vertente, entre rochas.","-41.88333","-13.26666","1450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-01-15 17:59:19-03","USP","SPF","82678","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kin.-Gouv.","Cabral, A","Ganev, W","2013","1993","08","05",NA,"Brasil","Bahia","Rio do Pires",NA,"-42.366667","-13.766667","1200","1200",NA,NA,"SPF00082678",NA,NA,"-42.366667","-13.766667","2017","07",NA,NA,NA,NA,NA
"46","2019-11-13 11:19:22-03","USP","SPF","20075","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kin.-Gouv.","Romão, GO","Harley, RM","20673","1980","01","25",NA,"Brasil","Bahia",NA,"By road from Andaraí, to BR 242.","-41.25","-12.583333","400","400",NA,NA,"SPF00020075",NA,NA,"-41.25","-12.583333","2009","12",NA,NA,NA,NA,NA
"47","2021-03-12 16:33:20-03","USP","SPF","62169","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kin.-Gouv.","Kinoshita-Gouveia, LS","Harley, RM; Giulietti, AM; Stannard, BL; Hind, DJN","26319","1988","11","10",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas, Vertente leste. Subida do pico do campo norte do Queiroz. Afloramento de rocha conglomerada com campo pedregoso. Entre pedras.","-41.966667","-13.533333","1600","1600",NA,"Arbusto até 60cm. Cales jovens e folhas jovens verde-amareladas. Brácteas e cálice vermelhos. Corola rosa-avermelhada.","SPF00062169","SPF00062169",NA,"-41.966667","-13.533333","1994","10",NA,NA,NA,"holotype",NA
"48","2019-11-13 11:19:22-03","USP","SPF","76135","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kin.-Gouv.","Anônimo","Harley, RM","26431","1988","11","12",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas","-41.966667","-13.533333","1600","1750",NA,NA,"SPF00076135",NA,NA,"-41.966667","-13.533333",NA,NA,NA,NA,NA,NA,NA
