"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","coordinatePrecision","individualCount","geoFlag","continentOcean","preparationType","previousCatalogNumber","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","relationshipType","eventTime","fieldNumber"
"13","2021-03-15 16:37:00-03","NY","NYBG","770197","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","M. H. Nee","J. Cordeiro","110","1985","08","21","Brazil","Paraná","Morretes","Véu de Noiva.","-48.8342","-25.4769",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=615174' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770197","NY00770197_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","770199","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","M. H. Nee","E. F. Paciornik","192","1985","10","22","Brazil","Paraná","Campina Grande do Sul","Arredores.","-49.0553","-25.3058",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=615173' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770199","NY00770199_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","770192","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","M. H. Nee","G. G. Hatschbach","51276","1987","07","21","Brazil","Paraná","Guaratuba","Rio Canavieiras.","-48.5744","-25.8831",NA,NA,"20","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=615175' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770192","NY00770192_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00819051","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","M. H. Nee","P. I. Oliveira","587","1982","07","13","Brazil","Paraná","Sao José dos Pinhais","Col. Santos Andrade.","-49.2064","-25.5347",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973277' target='other'> <mi>dwc_moreinfo</mi></a>","NY00819051","NY00819051_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00962138","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","J. R. Stehmann","M. Kirizawa","2641","1992","08","24","Brazil","São Paulo",NA,"Iporanga, Fazenda Intervales, Base do Carmo. Trilha do Carmo.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061125' target='other'> <mi>dwc_moreinfo</mi></a>","NY00962138","NY00962138_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1844246","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.",NA,"L. L. Giacomin","1822","2012","06","01","Brazil","Rio de Janeiro",NA,"Itaipava, Estrada que liga Itaipava a Teresópolis (BR-459), ca. 5 km após Itaipava.","-43.0992","-22.4119",NA,NA,"700",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2139064' target='other'> <mi>dwc_moreinfo</mi></a>","NY01844246","NY01844246_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1921607","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.",NA,"L. L. Giacomin","1638","2011","10","16","Brazil","Minas Gerais","Rio Preto","Serra Negra, Base do Pico das Três Divisas, na face norte da serra, Saindo da Cruz do Nego.","-43.8869","-21.9647",NA,NA,"1531",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2289037' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921607","NY01921607_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","770184","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","M. H. Nee","A. C. Cervi","2869","1989","10","18","Brazil","Paraná","Ponta Grossa","Parque Vila Velha, Fortaleza.","-49.986549","-25.226264",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=615172' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770184","NY00770184_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","770190","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","M. H. Nee","G. G. Hatschbach","14695","1966","09","13","Brazil","Paraná","Morretes","Usina Eletrica Marumbi.","-48.8342","-25.4769",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=615170' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770190","NY00770190_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","770187","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","P. K. H. Dusén","P. K. H. Dusén","10236","1910","09","13","Brazil","Paraná",NA,"Porto de Cima 2. Turma.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=615180' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770187","NY00770187_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","770185","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","P. K. H. Dusén","P. K. H. Dusén","11963","1911","07","19","Brazil","Paraná",NA,"Porto de Cima.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=615179' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770185","NY00770185_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","669827","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","L. L. Giacomin","J. R. Pirani","2902","1993","05","18","Brazil","Rio de Janeiro","Resende","Estrada Resende-Formoso, a ca. 20km de Resende.","-44.4467","-22.4692",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286766' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669827","NY00669827_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","770193","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","M. H. Nee","P. I. Oliveira","587","1982","07","13","Brazil","Paraná","Sao José dos Pinhais","Col. Santos Andrade.","-49.2064","-25.5347",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=615171' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770193","NY00770193_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","770196","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","M. H. Nee","J. M. Silva","1517","1995","09","15","Brazil","Paraná","Guaratuba","Serra do Araçatuba.","-48.5744","-25.8831",NA,NA,"1350","1350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=615176' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770196","NY00770196_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","685970","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","L. Rossi","D. A. Santin","9","1984","01","05","Brazil","São Paulo","Sao Paulo","Sao Paulo, Reserva Biológica, Parque Estadual das Fontes do Ipiranga","-46.621883","-23.654505",NA,NA,NA,NA,"Coll. date written as 05-L-1984 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=823052' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685970","NY00685970_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1921591","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.",NA,"L. L. Giacomin","1100","2009","10","12","Brazil","São Paulo","São Paulo","Estrada que liga Itapecirica a Parelheiros e Engenheiro Marsilac. Em mata vicinal, 1 km após a entrada para Ponte Seca.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2288948' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921591","NY01921591_01","Magnoliophyta","Solanales","53584",NA,"auto","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","770205","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens glabrescens","Sendtn.","L. L. Giacomin","L. Riedel","35","1821",NA,NA,"Brazil","Rio de Janeiro",NA,"Serra dos Orgaos.","-43.073169","-22.496706",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=615195' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770205","NY00770205_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,"glabrescens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","770204","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens glabrescens","Sendtn.","L. L. Giacomin","L. Riedel","35","1821",NA,NA,"Brazil","Rio de Janeiro",NA,"Serra dos Orgaos.","-43.073169","-22.496706",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=615194' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770204","NY00770204_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,"glabrescens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00697415","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens glabrescens","Sendtn.","L. L. Giacomin","Y. E. J. Mexia","4659","1930","05","03","Brazil","Minas Gerais","Viçosa","Beyond Areponga; Fazenda da Serra","-42.512491","-20.664267",NA,NA,"1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=833494' target='other'> <mi>dwc_moreinfo</mi></a>","NY00697415","NY00697415_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,"glabrescens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","810654","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","S. D. Knapp","A. M. V. de Carvalho","7027","2001","08","17","Brazil","Bahia","Macarani","Rod. para Vila das Braças 27.2 km E, ca. 4.4 km de Vila das Graças.","-40.4138889","-15.7719444",NA,NA,"560","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=806823' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810654","NY00810654_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","770198","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","M. H. Nee","M. Guapyassu","188","1993","07","30","Brazil","Paraná","Morretes","Alto da Serra da Limeira, bacia do Ribeirao do Chato.","-48.8342","-25.4769",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=615177' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770198","NY00770198_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","770188","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.",NA,"P. K. H. Dusén","6757","1908","09","17","Brazil","Paraná","Itaperuçu",NA,"-49.3478","-25.22",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=615196' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770188","NY00770188_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1844239","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.",NA,"L. L. Giacomin","1835","2012","06","03","Brazil","Rio de Janeiro",NA,"Varre-Sai, estrada não pavimentada que leva à Fazenda Bom Destino.","-45.8853","-20.8892",NA,NA,"768",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2139002' target='other'> <mi>dwc_moreinfo</mi></a>","NY01844239","NY01844239_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","02707641","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.",NA,"J. Braga","2759","1995","08","24","Brazil","Rio de Janeiro","Itatiaia","Microparcela 4B. Indivíduo: P0570.","-44.566667","-22.25",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2991546' target='other'> <mi>dwc_moreinfo</mi></a>","NY02707641","NY02707641_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00697416","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens glabrescens","Sendtn.","L. L. Giacomin","E. P. Heringer","1367","1944","05","09","Brazil","Minas Gerais","Coronel Pacheco","Fazenda da Argentina","-43.2656","-21.5881",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=833496' target='other'> <mi>dwc_moreinfo</mi></a>","NY00697416","NY00697416_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,"glabrescens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","172158","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens virescens","Hiern",NA,"J. E. B. Warming","s.n.",NA,NA,NA,"Brazil","Minas Gerais","Lagoa Santa","Lagoa Santa","-43.8894","-19.6272",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76402' target='other'> <mi>dwc_moreinfo</mi></a>","NY00172158","NY00172158_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,"virescens","isotype",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00697414","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens glabrescens","Sendtn.","L. L. Giacomin","Y. E. J. Mexia","5340","1930","11","21","Brazil","Minas Gerais","Viçosa","Fazenda do Paraiso","-42.8817","-20.7542",NA,NA,"730","730","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=833489' target='other'> <mi>dwc_moreinfo</mi></a>","NY00697414","NY00697414_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,"glabrescens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","770205","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens glabrescens","Sendtn.","L. L. Giacomin","L. Riedel","35","1821",NA,NA,"Brazil","Rio de Janeiro",NA,"Serra dos Orgaos.","-43.073169","-22.496706",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=615195' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770205","NY00770205_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,"glabrescens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","770204","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens glabrescens","Sendtn.","L. L. Giacomin","L. Riedel","35","1821",NA,NA,"Brazil","Rio de Janeiro",NA,"Serra dos Orgaos.","-43.073169","-22.496706",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=615194' target='other'> <mi>dwc_moreinfo</mi></a>","NY00770204","NY00770204_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,"glabrescens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00697415","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens glabrescens","Sendtn.","L. L. Giacomin","Y. E. J. Mexia","4659","1930","05","03","Brazil","Minas Gerais","Viçosa","Beyond Areponga; Fazenda da Serra","-42.512491","-20.664267",NA,NA,"1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=833494' target='other'> <mi>dwc_moreinfo</mi></a>","NY00697415","NY00697415_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,"glabrescens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00697416","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens glabrescens","Sendtn.","L. L. Giacomin","E. P. Heringer","1367","1944","05","09","Brazil","Minas Gerais","Coronel Pacheco","Fazenda da Argentina","-43.2656","-21.5881",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=833496' target='other'> <mi>dwc_moreinfo</mi></a>","NY00697416","NY00697416_01","Magnoliophyta","Solanales",NA,NA,NA,"South America","sheet",NA,"glabrescens",NA,NA,NA,NA,NA,NA,NA,NA,NA
