"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","maximumElevationInMeters","minimumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"19","2021-03-15 16:37:00-03","NY","NYBG","885406","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","J. H. Kirkbride Jr.","S. A. Mori","10337","1978","07","27","South America","Brazil","Bahia","Santa Cruz Cabrália","BR 367, a 18.7 km ao N de Porto Seguro. Próx. ao nível do mar. Folha SE-24 (16-39c).","-39.024395","-16.310185","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989897' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885406","NY00885406_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","687286","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","J. H. Kirkbride Jr.","L. A. Mattos Silva","2914","1993","02","11","South America","Brazil","Bahia","Ilhéus","Fazenda Barra do Manguinho. Ramal com entrada no km 10 da Rod. Pontal/Olivença. Coletas 3.5 km a Oeste da Praia.","-39.0534764","-14.9015624","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=873252' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687286","NY00687286_01",NA,"20","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:47:59-03","EAO","IAN","119039","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","Steyermark, JA","Belém, RP; Magalhães, MG","831","1965","04","12","Southern America","Brasil","Bahia",NA,"Rodovia Camacan-Canavieira, 30km W de Canavieira. Mata litorânea.",NA,NA,NA,"Arbusto em moita; flores cremes; frutos verdes.","IAN119039",NA,NA,NA,NA,"1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:47:59-03","EAO","IAN","120000","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","Prata, EMB","Belém, RP","1736","1965","09","08","Southern America","Brasil","Bahia",NA,"Margem da rodovia Camacan-Canavieiras, 32km W de Canavieiras. Restinga.",NA,NA,NA,"Planta de 1m de altura; flores cremes por fora, por dentro com pilosidade branca.","IAN120000",NA,NA,NA,NA,"2011","11","22",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:47:59-03","EAO","IAN","128267","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","Steyermark, JA","Belém, RP","1865a","1965","10","06","Southern America","Brasil","Bahia","Maraú","Restinga.","-39.0147018432617","-14.103099822998",NA,"Planta de 1m de altura; flores cremes.","IAN128267",NA,NA,NA,NA,"1977",NA,NA,"47076","auto",NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:47:59-03","EAO","IAN","120107","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","Steyermark, JA","Belém, RP","1875","1965","10","06","Southern America","Brasil","Bahia","Maraú","Restinga.","-39.0147018432617","-14.103099822998",NA,"Arbusto de 2m de altura; flores cremes, cálice verde; frutos verdes.","IAN120107",NA,NA,NA,NA,"1977",NA,NA,"47076","auto",NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:47:59-03","EAO","IAN","120100","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","Steyermark, JA","Belém, RP","1865","1965","10","06","Southern America","Brasil","Bahia","Maraú","Restinga.","-39.0147018432617","-14.103099822998",NA,"Planta de 1m de altura; flores cremes.","IAN120100",NA,NA,NA,NA,"1977",NA,NA,"47076","auto",NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:23:47-03","UFBA","ALCB","024279","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","Vicentini, A","Guedes, ML; David, JM","2543","1993","01","08","Southern America","Brasil","Bahia","Lauro de Freitas","Dunas do Aeroporto.","-38.316667","-12.883333",NA,"De folhas semicrassas. Frutos imaturos verdes.",NA,NA,NA,NA,NA,"2000","06",NA,NA,NA,"-38.316667","-12.883333",NA,NA,NA,NA
"27","2019-10-09 11:23:47-03","UFBA","ALCB","026334","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","Vicentini, A","Guedes, ML; et al.","3471","1994","08","25","Southern America","Brasil","Bahia","Santa Cruz Cabrália",NA,"-39.016667","-16.266667",NA,"De ca. 2m de altura, folhas coriáceas, discolores. Flores alvas. Frutos imaturos de cor verde.",NA,NA,NA,NA,NA,"2000","06",NA,NA,NA,"-39.016667","-16.266667",NA,NA,NA,NA
"28","2019-10-09 11:23:47-03","UFBA","ALCB","029961","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","Vicentini, A","Guedes, ML; et al.","5036","1995","09","05","Southern America","Brasil","Bahia","Salvador","Dunas do Abaeté.","-38.35","-12.933333",NA,"De ca. 1,70m. Folhas discolores.; Restinga. Substrato arenoso.",NA,NA,NA,NA,NA,"2000","06",NA,NA,NA,"-38.35","-12.933333",NA,NA,NA,NA
"29","2019-10-09 11:23:47-03","UFBA","ALCB","17656","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","Vicentini, A","Bautista, HP; Pinto, GCP","807","1983","07","14","Southern America","Brasil","Bahia","Camaçari","BA-099 (estrada do côco), entre Arembepe e Monte Gordo.","-38.15","-12.733333",NA,"Com ca. de 1m de altura, folhas reunidas no ápice dos ramos; inflorescências terminais com flores branco-amareladas. Frequente.; Vegetação de Restinga. Solo: Areia.",NA,NA,NA,NA,NA,"2000","06",NA,NA,NA,"-38.15","-12.733333",NA,NA,NA,NA
"30","2021-02-08 21:33:02-03","UFBA","ALCB","20760","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","Vicentini, A","Gusmão, EF de; Guedes, ML","s/n","1987","07","07","Southern America","Brasil","Bahia","Salvador","Dunas de Itapuã.","-38.35","-12.933333",NA,"De mais ou menos 2,0m de altura de folhas semi-suculentas, discolores, glabras. Flores alvas. Botões esverdeados.",NA,NA,NA,NA,NA,"2000","06",NA,NA,NA,"-38.35","-12.933333",NA,NA,NA,NA
"31","2021-02-08 21:33:02-03","UFBA","ALCB","20985","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","Vicentini, A","Alunos de Botânica III","s/n","1986","12","11","Southern America","Brasil","Bahia","Salvador","Dunas perto do Aeroporto.","-38.35","-12.933333",NA,"Folhas semisuculentas, frutos imaturos verdes.",NA,NA,NA,NA,NA,"2000","06",NA,NA,NA,"-38.35","-12.933333",NA,NA,NA,NA
"32","2019-10-09 11:23:47-03","UFBA","ALCB","21156","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","Vicentini, A","Mattos Silva, LA; Hage, JL; Brito, HS","1131","1980","09","29","Southern America","Brasil","Bahia","Ilhéus","Fazenda Barra do Manguinho. Ramal com entrada no km 12 da Rodovia Pontal/Olivença, lado direito. Áreas de Piaçava, 3km a O da entrada.","-39.033333","-14.783333",NA,"4m x 15cm. Flores brancas, perfumadas.; Capoeira bastante estragada por estratores da fibra produzida pela piaçaveira. Solo arenoso.",NA,NA,NA,"50","50","2000","06",NA,NA,NA,"-39.033333","-14.783333",NA,NA,NA,NA
"33","2019-10-09 11:23:47-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","Delprete, P","Amorim, AMA; Sant'Ana, SC de; Nascimento, IC; Jardim, JG; et al.","699","1992","08","26","Southern America","Brasil","Bahia","Itacaré","Litoral Sul, estrada que liga Serra Grande. Ramal 13 que leva ao Campinho cheiroso. Coletas entre o km 15 e 16 a partir do Distrito de Serra Grande","-38.983333","-14.266667",NA,"ca. 2,0 m de alt. Botões com sépalas verdes, pétalas alvacentas.",NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,"-38.983333","-14.266667",NA,NA,NA,NA
"34","2020-02-08 09:25:42-03","NBC","NL-BOTANY","U 0006102","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","Steyermark JA","Harley RM; et al.",NA,"1974","03","17","Southern America","Brazil","Bahia",NA,"Estado de BahiaCoastal Zone11km. S. of Santa Cruz Cabrália.","-39.016667","-16.366667",NA,"Restinga by the sea, with strand vegetation progressively developing into scrub and low forest further inland.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200006102 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0006102","NL-U0006102","isotype",NA,NA,NA,NA,NA,NA,NA,"-39.016667","-16.366667","Magnoliopsidae","351299 B",NA,NA
"35","2020-02-08 09:25:42-03","NBC","NL-BOTANY","U.1567709","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","Harley RM","Harley RM",NA,"1977","02","03","Southern America","Brazil","Bahia",NA,NA,"-38.95","-13.95",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1567709 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1567709","NL-U1567709",NA,NA,NA,NA,NA,NA,NA,NA,"-38.95","-13.95","Magnoliopsidae","U 0049225",NA,NA
"36","2020-02-08 09:25:42-03","NBC","NL-BOTANY","U.1567710","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.",NA,"Harley RM; et al.",NA,"1977","01","21","Southern America","Brazil",NA,NA,"Estado da Bahia. Coastal Zone. 4 km South along coast road BA 001 from Santa Cruz Cabralia on the way to Porto Seguro.","-39.033333","-16.316667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1567710 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1567710","NL-U1567710",NA,NA,NA,NA,NA,NA,NA,NA,"-39.033333","-16.316667","Magnoliopsidae",NA,NA,NA
"37","2020-02-08 09:25:42-03","NBC","NL-BOTANY","U.1567711","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.",NA,"Harley RM; et al.",NA,"1974","03","25","Southern America","Brazil",NA,NA,"Estado de Bahia. Coastal Zone. Ca. 26 km S.W. of Belmonte along road to Itapebi, and 4km along side road towards the sea.","-39.033333","-16.05",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1567711 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1567711","NL-U1567711",NA,NA,NA,NA,NA,NA,NA,NA,"-39.033333","-16.05","Magnoliopsidae",NA,NA,NA
"38","2019-02-15 11:49:40-02","IPA","IPA","30274","S","Plantae","Plantae",NA,"Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","Gallindo, F.","Santos, T.S. dos; Carvalho, A.M. de; Mattos Silva; Carvalho, A.M. de; Mattos Silva","3520","1980","02","27","Southern America","Brasil","Bahia","Maraú","rodovia BR-030, trecho Maraú - Ubaitaba, a 5 km de Maraú.","-39.0147018432617","-14.103099822998",NA,"Arbusto ca. 2,5 de altura, folhas discolores, flores alvacentas, frutos imaturos verdes.; Restinga arbórea.","IPA0030274",NA,NA,NA,NA,"1984",NA,NA,"47076","auto",NA,NA,NA,NA,NA,NA
"39","2019-02-15 11:49:40-02","IPA","IPA","54465","S","Plantae","Plantae",NA,"Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","VIventi, A.","Bautista, H.B.; Faria, L.S.S.; Faria, L.S.S.","1153","1985","11","01","Southern America","Brasil","Bahia","Porto Seguro",NA,"-39.0647010803223","-16.4496994018555",NA,"Arbusto.; Vegetação de restinga.","IPA0054465",NA,NA,NA,NA,"2000","06",NA,"68835","auto",NA,NA,NA,NA,NA,NA
"40","2019-02-15 11:49:40-02","IPA","IPA","23468","S","Plantae","Plantae",NA,"Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","Steyermark, J.A.","Harley, R.M.","17069","1974","03","17","Southern America","Brasil","Bahia",NA,"Coastal zone, 11 km S of Santa Cruz Cabrália.","-39.016667","-16.366667",NA,"Rather fleshy shrub to about 1m. with soft stems. Leaves rather fleshy, plicate, yellow-green, glossy above, plaer beneath. Flowers gone over, calyx yellow-green.; Restinga by the sea, with strand vegetation progressively developing","IPA0023468","IPA0023468",NA,NA,NA,NA,NA,NA,NA,NA,"-39.016667","-16.366667",NA,NA,NA,NA
"41","2019-02-15 11:49:40-02","IPA","IPA","43647","S","Plantae","Plantae",NA,"Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","Vicente, A.","Perruci, A.","23","1980","01","25","Southern America","Brasil","Bahia","Porto Seguro","- Santa Cruz Cabrália.","-39.0647010803223","-16.4496994018555",NA,NA,"IPA0043647",NA,NA,NA,NA,"2000","06",NA,"68835","auto",NA,NA,NA,NA,NA,NA
"42","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043835","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","S. F. Smith","G. Hatschbach; M. Hatschbach, J. M. Silva","68572","1998","10","16",NA,"Brazil","Bahia",NA,"Parque dos Orixás (Mun. Olivença).","-39.02422","-14.93597",NA,"Arbusto, 3 m, flor alva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:39:43-03","UNICAMP","UEC","37690","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.","Harley, RM","Harley, RM; Mayo, RMS; Storr, RM; Santos, TS; Pinheiro, RS","18159","1977","01","21",NA,"Brazil","Bahia",NA,"4km. South along coast road BA 001 from Santa Cruz Cabrália on thr way to Porto Seguro. Mixed restinga from high forest to campo - on maritime sand.",NA,NA,NA,"Soft-stemmed shrub to ca. 3m. Leaves rather fleshy, dark green above with impressed veins, pale beaneath. Calyx green. Corolla whitish, tinged green. Ripe fruit black, juicy.","UEC110210","UEC110210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-04-22 16:24:14-03","UFPB","JPB","60497","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Pagamea","harleyi","Pagamea harleyi","Steyerm.",NA,"Kainulainen, K; Razafimandimbison, SG; Smedmark, JEE","290","2014","11","01","Southern America","Brasil","Bahia","Canavieiras","Forest remnant along the road, 13 km W of BA001.","-39.108333","-15.539583",NA,"; HABITAT: Restinga forest on white sand, with lichens on the ground.; DESC: Shrub 3 m. Flowers white.","JPB0060497",NA,NA,"80","80",NA,NA,NA,NA,NA,"-39.108333","-15.539583",NA,NA,NA,NA
