"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","county","imagecode","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","individualCount","class","relatedCatalogItem"
"11","2017-02-13 11:07:00-02","MO","MOBOT","100954763","PreservedSpecimen","Plantae","Velloziaceae","Vellozia","canelinha","Vellozia canelinha",NA,"Renato de Mello-Silva","Mello-Silva 2140",NA,NA,NA,"South America","Brazil","Bahia","Pico das Almas, Quiroz, near curral entrance","-41.95","-13.5172223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mello-Silva","fide Mello-Silva & Sasaki","Rio de Contas",NA,NA,NA,NA,NA,"1",NA,NA
"12","2017-02-13 11:02:00-02","MO","MOBOT","1917430","PreservedSpecimen","Plantae","Velloziaceae","Vellozia","canelinha","Vellozia canelinha","Holotype","R.M. Harley|et al.","Harley 25810","1988","10","31","South America","Brazil","Bahia","Rio de Contas. Pico das almas: vertente leste. Campo do Queiroz, perto do trilho da Faz.Silvina","-41.95","-13.5333333",NA,NA,"1500.00000000",NA,NA,NA,NA,NA,NA,NA,"Mello-Silva",NA,"Rio de Contas",NA,NA,NA,NA,NA,"1",NA,NA
"13","2017-02-13 11:04:00-02","MO","MOBOT","3028555","PreservedSpecimen","Plantae","Velloziaceae","Vellozia","canelinha","Vellozia canelinha",NA,"R.M. Harley|Renato de Mello-Silva","Harley 26570","1988","12","3","South America","Brazil","Bahia","Pico das Almas. Vertente leste. Lajeados a sudeste do Queiroz. Sobre rochas.","-41.9666667","-13.5333333",NA,NA,"1500.00000000",NA,NA,NA,NA,NA,NA,NA,"Mello-Silva","fide Mello-Silva & Sasaki","Rio de Contas",NA,NA,NA,NA,NA,"1",NA,NA
"14","2017-02-13 10:54:00-02","MO","MOBOT","100954758","PreservedSpecimen","Plantae","Velloziaceae","Vellozia","canelinha","Vellozia canelinha",NA,"José R. Pirani","Pirani s.n.","1987","2",NA,"South America","Brazil","Bahia","Rd. to Fraga falls, Brumado river, 3 km of Río de Contas","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mello-Silva","fide Mello-Silva & Sasaki","Rio de Contas",NA,NA,NA,"49773","auto","1",NA,NA
"15","2017-02-13 10:51:00-02","MO","MOBOT","100954755","PreservedSpecimen","Plantae","Velloziaceae","Vellozia","canelinha","Vellozia canelinha",NA,"Antonio Furlan","Furlan CFCR1675",NA,NA,NA,"South America","Brazil","Bahia","Rd. to Fraga falls, Brumado river, 3 km of Río de Contas","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mello-Silva","fide Mello-Silva & Sasaki","Rio de Contas",NA,NA,NA,"49773","auto","1",NA,NA
"16","2017-02-13 11:09:00-02","MO","MOBOT","100954765","PreservedSpecimen","Plantae","Velloziaceae","Vellozia","canelinha","Vellozia canelinha",NA,"Vinicius C. Souza","Souza 5294",NA,NA,NA,"South America","Brazil","Bahia","ca. 8 km from city on rd. to Livramento do Brumado","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mello-Silva","fide Mello-Silva & Sasaki","Rio de Contas",NA,NA,NA,"49773","auto","1",NA,NA
"17","2017-02-13 10:57:00-02","MO","MOBOT","100954759","PreservedSpecimen","Plantae","Velloziaceae","Vellozia","canelinha","Vellozia canelinha",NA,"M.M. da Silva","Silva 120",NA,NA,NA,"South America","Brazil","Bahia","Track to Fraga falls","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mello-Silva","fide Mello-Sila & Sasaki","Rio de Contas",NA,NA,NA,"49773","auto","1",NA,NA
"18","2020-09-12 05:00:02-03","US","US","2059538","PreservedSpecimen","Plantae","Velloziaceae","Vellozia","canelinha","Vellozia canelinha",NA,"R. Kral, M. G. L. Wanderley & E. Lima","3974","1988","11","6","South America - Neotropics","Brazil","Bahia","Faz. Brumadinho, 506 km toward N arm of Pico das Almas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01327452",NA,"Liliales","Mello-Silva & N.L. Menezes",NA,NA,"US01327452_01",NA,NA,NA,NA,"1","Monocotyledonae",NA
"19","2020-09-12 05:00:02-03","US","US","3232477","PreservedSpecimen","Plantae","Velloziaceae","Vellozia","canelinha","Vellozia canelinha","Isotype","R. M. Harley, D. J. N. Hind, R. Simao & J. Fothergill","25810","1988","10","31","South America - Neotropics","Brazil","Bahia","Pico das Almas, vertente leste, Campo do Queiroz, perto do trilho da Faz. Silvina","-41.8114013671875","-13.5789003372192",NA,NA,"1500","1500",NA,NA,NA,"US00385934",NA,"Liliales","Mello-Silva & N.L. Menezes",NA,"Rio de Contas","US00385934_01",NA,NA,"49773","auto","1","Monocotyledonae",NA
"20","2021-03-15 18:30:17-03","USP","SPF","69697","PreservedSpecimen","Plantae","Velloziaceae","Vellozia","canelinha","Vellozia canelinha","holotype","Harley, RM; Hind, DJN; Simão, R; Fothergill, JM","25810","1988","10","31",NA,"Brasil","Bahia","Pico das Almas, Vertente leste. Campo do Queiroz, perto do trilho da Faz.Silvina. Campo rochoso com afloramento de rocha conglomerada. Acima das pedras.","-41.95","-13.533333","-41.95","-13.533333","1500","1500",NA,NA,"Arbusto até 3m de altura, ramificado na parte superior. Pedúnculos vináceos. Pétalas roxo-intenso. Estames amarelos. Planta vistosa.","SPF00069697",NA,NA,"Mello-Silva","Mello-Silva, R","Rio de Contas",NA,"1991","03",NA,NA,NA,NA,NA
"21","2019-10-07 09:20:29-03","UEFS","HUEFS","35016","PreservedSpecimen","Plantae","Velloziaceae","Vellozia","canelinha","Vellozia canelinha",NA,"Silva, M.M.da","120","1998","11","13",NA,"Brasil","Bahia","Trilha da Cachoeira do Fraga.","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,NA,NA,"HUEFS0035016","Angiospermae","Pandanales","Mello-Silva",NA,"Rio de Contas","HUEFS0035016",NA,NA,"49773","auto",NA,"Lilianae",NA
"22","2019-10-07 09:20:29-03","UEFS","HUEFS","54908","PreservedSpecimen","Plantae","Velloziaceae","Vellozia","canelinha","Vellozia canelinha",NA,"Ribeiro-Filho, A.A.","291","2001","06","09",NA,"Brasil","Bahia","Rio Mandassaia.","-41.433333","-12.466667","41W26'","12S28'",NA,NA,NA,NA,"Mata ciliar.","HUEFS0054908","Angiospermae","Pandanales","Mello-Silva",NA,"Lençóis","HUEFS0054908",NA,NA,NA,NA,NA,"Lilianae",NA
"23","2019-10-07 09:20:29-03","UEFS","HUEFS","71145","PreservedSpecimen","Plantae","Velloziaceae","Vellozia","canelinha","Vellozia canelinha",NA,"Mello-Silva, R.","2140","2003","02","02",NA,"Brasil","Bahia","Pico das Almas. Queiroz. Afloramentos rochosos próximo à entrada do curral.","-41.95","-13.517222","41W57'0''","13S31'2''","1470","1470",NA,NA,NA,"HUEFS0071145","Angiospermae","Pandanales","Mello-Silva",NA,"Rio de Contas","HUEFS0071145",NA,NA,NA,NA,NA,"Lilianae",NA
"24","2020-07-23 12:24:08-03","CEPLAC","CEPEC","47967","PreservedSpecimen","Plantae","Velloziaceae","Vellozia","canelinha","Vellozia canelinha","Isótipo","R. M. Harley","25810","1988","10","31",NA,"Brasil","Bahia","Pico das Almas. Vertente leste. Campo do Quieroz, perto do trilho da Faz. Silvina.","-41.95","-13.533333","41W57'0","13S32'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R. de Mello-Silva","RIO DE CONTAS",NA,NA,NA,NA,NA,NA,NA,"30/12/1993"
"25","2020-07-23 12:24:08-03","CEPLAC","CEPEC","46309","PreservedSpecimen","Plantae","Velloziaceae","Vellozia","canelinha","Vellozia canelinha",NA,"R. M. Harley","26570","2004","04","04",NA,"Brasil","Bahia","Vertente leste. Lajeados a SW do Queiroz.","-41.966667","-13.533333","41W58'","13S32'",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R. de Mello-Silva","RIO DE CONTAS",NA,NA,NA,NA,NA,NA,NA,"30/06/1996"
"26","2021-02-23 13:23:11-03","MN","R-TIPOS","211086","PreservedSpecimen","Plantae","Velloziaceae","Vellozia","canelinha","Vellozia canelinha","Paratypus","Harley, R.M.; Mello-Silva, R.","26570","1988","12","03",NA,"Brasil","Bahia","Pico das Almas","-41.95","-13.533333","41°57'W","13°32'S","1500","1500",NA,NA,NA,"R000211086",NA,NA,"Mello-Silva","Mello-Silva, R.","Rio de Contas","R000211086_001","1991","03",NA,NA,NA,NA,NA
"27","2019-11-21 10:19:48-03","IBt","SP","234493","S","Plantae","Velloziaceae","Vellozia","canelinha","Vellozia canelinha","Paratype","Wanderley, MGL; Kral, R","1526","1988","11","05",NA,"Brasil","Bahia","Ca. 5-6 km em direção N para o Pico das Almas",NA,NA,NA,NA,"900","1000",NA,NA,"Arbusto ca. 3 m. Flores azuis","SP002737",NA,NA,"Mello-Silva","Mello-Silva, R",NA,"SP002737","1991","03",NA,NA,NA,NA,NA
"28","2019-11-21 10:19:48-03","IBt","SP","274987","S","Plantae","Velloziaceae","Vellozia","canelinha","Vellozia canelinha","Paratype","Harley, RM; Mello-Silva, R","26570","1988","12","03",NA,"Brasil","Bahia","Pico das Almas, Vertente leste. Lajeados a sudeste do Queiroz","-41.966667","-13.533333","-41.966667","-13.533333","1500","1500",NA,NA,NA,"SP002644",NA,NA,"Mello-Silva","Mello-Silva, R","Rio de Contas","SP002644","1991","03",NA,NA,NA,NA,NA
