"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","monthIdentified","dayIdentified","fieldNumber","individualCount"
"11","2020-02-08 09:52:38-03","NBC","NL-BOTANY","L.2468840","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Krapovickas A; et al.",NA,"1976","02","16","Southern America","Argentina",NA,NA,"Prov. Corrientes, Dep. San Martín, Arrocera Drews, 8 Km N de C.Pellegrini.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2468840 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2468840","NL-L2468840",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"12","2020-02-08 09:52:38-03","NBC","NL-BOTANY","L.2468841","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Krapovickas A; et al.",NA,"1975","03","12","Southern America","Argentina",NA,NA,"Prov. Corrientes, Dep. Esquina, 26 Km SE de Libertador Ea.La Blanca.","-59.333333","-30.333333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2468841 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2468841","NL-L2468841",NA,NA,NA,NA,NA,"-59.333333","-30.333333","Magnoliopsidae",NA,NA,NA,NA,NA
"13","2020-02-08 09:52:38-03","NBC","NL-BOTANY","L.2468842","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Pedersen TM",NA,"1955","02","03","Southern America","Paraguay",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2468842 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2468842","NL-L2468842",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"14","2020-02-08 09:52:38-03","NBC","NL-BOTANY","L.2468843","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Pedersen TM",NA,"1969","03","06","Southern America","Argentina",NA,NA,"Dep. Saladas, Prov. Corrientes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2468843 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2468843","NL-L2468843",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"15","2020-02-08 09:52:38-03","NBC","NL-BOTANY","L.2468847","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Hassler E",NA,"1913","02","01","Southern America","Paraguay",NA,NA,"Centralis: Prope Sapucay.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2468847 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2468847","NL-L2468847",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"16","2020-02-08 09:52:38-03","NBC","NL-BOTANY","L.2468848","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Bertoni MB",NA,NA,NA,NA,"Southern America","Paraguay",NA,NA,"Dep. Enearnauon, Pacuena. *.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2468848 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2468848","NL-L2468848",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"17","2020-02-08 09:52:38-03","NBC","NL-BOTANY","L.2468849","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Fiebrig K",NA,"1908","01","01","Southern America","Paraguay",NA,NA,"N.: Zwischen Rio Apa und Rio Aquidaban.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2468849 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2468849","NL-L2468849",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"18","2020-02-08 09:52:38-03","NBC","NL-BOTANY","L.2468850","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Fiebrig K",NA,"1902","11","01","Southern America","Paraguay",NA,NA,"Cordillera de Altos.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2468850 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2468850","NL-L2468850",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"19","2020-02-08 09:52:38-03","NBC","NL-BOTANY","L.2468851","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Hassler E",NA,"1913","02","01","Southern America","Paraguay",NA,NA,"Centralis: Prope Sapucay.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2468851 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2468851","NL-L2468851",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"20","2020-02-08 09:52:38-03","NBC","NL-BOTANY","L.2468852","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Unknown",NA,NA,NA,NA,"Southern America","Bolivia",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2468852 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2468852","NL-L2468852",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"21","2020-02-08 09:52:38-03","NBC","NL-BOTANY","L.2468854","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Unknown",NA,NA,NA,NA,"Southern America","Bolivia",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2468854 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2468854","NL-L2468854",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"22","2020-02-08 09:52:38-03","NBC","NL-BOTANY","L.2468882","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Krapovickas A; Schinini A",NA,"1979","04","11","Southern America","Bolivia",NA,NA,"dep. del Beni, prov. Itenez, Magdalena.","-64.133333","-13.35",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2468882 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2468882","NL-L2468882",NA,NA,NA,NA,NA,"-64.133333","-13.35","Magnoliopsidae",NA,NA,NA,NA,NA
"23","2020-02-08 09:52:38-03","NBC","NL-BOTANY","L.2468883","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Morel I",NA,"1949","08","04","Southern America","Argentina",NA,NA,"Gob.Formosa, Primera Punta.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2468883 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2468883","NL-L2468883",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"24","2020-02-08 09:52:38-03","NBC","NL-BOTANY","L.2468884","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Morel I",NA,"1948","12","29","Southern America","Argentina",NA,NA,"Gob. Formosa, Dep. Filcomayo, ! 86 al Km. 83. *.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2468884 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2468884","NL-L2468884",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"25","2020-02-08 09:52:38-03","NBC","NL-BOTANY","L.2468885","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Morel I",NA,"1949","05","27","Southern America","Argentina",NA,NA,"Gob.Formosa, Pilagá, E.a 4 km de Espinillo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2468885 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2468885","NL-L2468885",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"26","2020-02-08 09:52:38-03","NBC","NL-BOTANY","L.2468886","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Morel I",NA,"1949","02","16","Southern America","Argentina",NA,NA,"Gob. Formosa, Dep. Pila!á, Espinillo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2468886 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2468886","NL-L2468886",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"27","2020-02-08 09:52:38-03","NBC","NL-BOTANY","L.3736180","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Venturi S",NA,"1903","12","23","Southern America","Argentina",NA,NA,"Chaco Santafecino, Mocovi.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3736180 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3736180","NL-L3736180",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"28","2020-02-08 09:52:38-03","NBC","NL-BOTANY","L.3791461","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Pedersen TM",NA,"1988","12","22","Southern America","Argentina",NA,NA,"Plantae Argentinae. Carambola (Estancia 'Fortun del Ibera'. Dep. Concepción. Prov. Corrientes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3791461 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3791461","NL-L3791461",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"29","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587738","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.","Schinini A","Schinini A",NA,"1998","03","21","Southern America","Argentina","Corrientes",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587738 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1587738","NL-U1587738",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0131763",NA,NA,NA,NA
"30","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587739","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Schwarz GJ",NA,"1945","01","02","Southern America","Argentina",NA,NA,"Provincia Corrientes, Dep. Yhyaingó, Puente Loreto.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587739 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1587739","NL-U1587739",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"31","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587740","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Krapovickas A; et al.",NA,"1987","03","02","Southern America","Argentina",NA,NA,"Prov. Corrientes, Dep. Ituzaingó, Ea. Santa Rita, Ayo. próximo al casco.","-56.066667","-27.05",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587740 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1587740","NL-U1587740",NA,NA,NA,NA,NA,"-56.066667","-27.05","Magnoliopsidae",NA,NA,NA,NA,NA
"32","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587741","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Vanni RO; Cáceres S; Lopez G; Radovancich A",NA,"1990","03","01","Southern America","Argentina",NA,NA,"Argentina, Corrientes, Dep. San Miguel, 12 Km NE de San Miguel, Ea. Toro-y.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587741 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1587741","NL-U1587741",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"33","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587742","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Vanni RO; Cáceres S; Lopez G; Radovancich A",NA,"1990","03","01","Southern America","Argentina",NA,NA,"Argentina, Corrientes, Dep. San Miguel, 12 Km NE de San Miguel, Ea. Toro-y.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587742 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1587742","NL-U1587742",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"34","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587743","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Tressens SG; Cáceres S; Vanni RO; Zamudio C",NA,"1989","02","24","Southern America","Argentina",NA,NA,"Argentina, Prov. Corrientes, Dep. Mercedes, Laguna Iberá, Paso Picada, Reserva Natural Provincial del Iberá.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587743 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1587743","NL-U1587743",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"35","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587744","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Renvoize SA; Wilmot-Dear CM; Tur N",NA,"1978","11","28","Southern America","Argentina",NA,NA,"Chaco, San Fernando, Rio Parana, Isla Soto.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587744 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1587744","NL-U1587744",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"36","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587745","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Pedersen TM",NA,"1952","01","14","Southern America","Argentina",NA,NA,"Estancia,,Santa Teresa', Dep. Mburucuyá, Prov. Corrientes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587745 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1587745","NL-U1587745",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"37","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587746","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Meyer T",NA,"1944","01","14","Southern America","Argentina",NA,NA,"Prov. de Corrientes, Dep. Ituzaingó, Ituzaingó.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587746 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1587746","NL-U1587746",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"38","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587747","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Meyer T",NA,"1944","01","24","Southern America","Argentina",NA,NA,"Prov. de Corrientes, Capital, Dep. Capital.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587747 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1587747","NL-U1587747",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"39","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587748","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Rodriguez",NA,"1912","12","06","Southern America","Argentina",NA,NA,"Provincia Misiones, Dep. Santa Ana.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587748 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1587748","NL-U1587748",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"40","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587749","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Jörgensen P",NA,"1918","01","01","Southern America","Argentina",NA,NA,"Provincia Forwosa.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587749 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1587749","NL-U1587749",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"41","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587750","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Ibarrola TS",NA,"1945","12","09","Southern America","Argentina",NA,NA,"Provincia Corrientes, Dep. Gral. Paz, Timbó Corá.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587750 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1587750","NL-U1587750",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"42","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587751","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Montes JE",NA,"1946","04","04","Southern America","Argentina",NA,NA,"Gob. Misiones, Dep. San Ignacio, Teyucuaré.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587751 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1587751","NL-U1587751",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"43","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587752","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Montes JE",NA,"1946","04","04","Southern America","Argentina",NA,NA,"Gob. Misiones, Dep. San Ignacio, Teyucuaré.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587752 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1587752","NL-U1587752",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"44","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587753","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Xylosma","venosa","Xylosma venosa","N.E.Br.",NA,"Pedersen TM",NA,"1949","01","03","Southern America","Argentina",NA,NA,"Estancia 'Santa Maria', Dep. Mburucuyá, Prov. Corrientes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587753 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1587753","NL-U1587753",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
