"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","verbatimLongitude","verbatimLatitude","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","typeStatus"
"11","2021-03-30 12:34:28-03","EAO","IAN","35825","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","Santos, JUM dos","Viégas, AP","7196","1943","01","19","Southern America","Brasil","Minas Gerais","Belo Horizonte","Fazenda Baleia.","-43.937801361084","-19.9207992553711",NA,NA,NA,"Herbáceo.","IAN035825",NA,NA,"IAN035825 IAN035825_e","1987","02","19","17082","auto",NA,NA,NA,NA
"12","2019-10-09 11:09:48-03","UFBA","ALCB","112398","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","Alves, M","Gottsberger, G","216","1971","03","25","Southern America","Brasil","São Paulo","Botucatu","18 km north of Botucatu (14km east of São Manuel). Along the S. Manuel-Piracicaba highway. Near ex-RR station.","-48.416667","-22.75","550","550",NA,"1,5 m high, petals yellow.; xeromorphic tree & scrub woodland form, on gentle slope.",NA,"-48.416667","-22.75",NA,"2014","03",NA,NA,NA,NA,NA,NA,NA
"13","2021-02-08 21:31:45-03","UFBA","ALCB","60158","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker",NA,"Magenta, MAG","45","1993","03","02","Southern America","Brasil","São Paulo","Bauru","Entrada da Universidade Estadual Paulista","-49.05","-22.3",NA,NA,NA,"1,2 m. Flores amarelas.",NA,"-49.05","-22.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:09:48-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker",NA,"Magenta, MAG","45","1996","03","02","Southern America","Brasil","São Paulo","Bauru","Entrada da Universidade Estadual Paulista","-49.060001373291","-22.3099994659424",NA,NA,NA,"Ereta com 1,2m. Flores amarelas.",NA,NA,NA,NA,NA,NA,NA,"29186","auto",NA,NA,NA,NA
"15","2020-11-04 11:00:57-03","ESALQ","ESA","31143","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","Magenta, M.A.G.","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Astorino, A.","10667.0","1996","01","27",NA,"Brasil","São Paulo","Angatuba",NA,"-48.4099998474121","-23.4899997711182",NA,NA,NA,NA,"ESA031143",NA,NA,"ESA031143",NA,NA,NA,"29114","auto",NA,NA,NA,NA
"16","2020-11-04 11:00:57-03","ESALQ","ESA","131583","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","Souza, V.C.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","36788.0","2013","02","18",NA,"Brasil","São Paulo","Campinas","Fragmento 2 (TAV). Próximo ao Aeroporto de Viracopos. Cerrado.","-22.9643","-47.1821","552","552",NA,"Erva","ESA131583","-22.9643","-47.1821",NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:00:57-03","ESALQ","ESA","62498","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","Robinson, H.","Ribas, O.S. ; Pereira L.B.S.","2519.0","1998","02","04",NA,"Brasil","Mato Grosso do Sul","Nioaque",NA,"-55.8300018310547","-21.1352996826172",NA,NA,NA,NA,"ESA062498",NA,NA,"ESA062498",NA,NA,NA,"49299","auto",NA,NA,NA,NA
"18","2020-11-04 11:00:57-03","ESALQ","ESA","27504","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","Magenta, M.A.G.","Souza, V.C. et al.","10653.0","1996","01","27",NA,"Brasil","São Paulo","Angatuba",NA,"-48.4099998474121","-23.4899997711182",NA,NA,NA,NA,"ESA027504",NA,NA,"ESA027504",NA,NA,NA,"29114","auto",NA,NA,NA,NA
"19","2020-11-04 11:00:57-03","ESALQ","ESA","21523","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","Magenta, M.A.G.","Barreto, K.D. et al.","3498.0","1995","01","11",NA,"Brasil","São Paulo","Anhembi",NA,"-48.1199989318848","-22.7800006866455",NA,NA,NA,NA,"ESA021523",NA,NA,"ESA021523",NA,NA,NA,"25656","auto",NA,NA,NA,NA
"20","2020-11-04 11:00:57-03","ESALQ","ESA","30929","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","Magenta, M.A.G.","Souza, V.C. ; Souza, J.P.","10853.0","1996","02","13",NA,"Brasil","São Paulo","Paraguaçu Paulista","19 km de Paraguaçu Paulista em direção a Assis. Estrada para a Fazenda São Francisco. Cerrado.","-50.5699996948242","-22.4099998474121","520","520",NA,"Arbusto, ca. 80 cm alt.; invólucro verde; flores amarelas.","ESA030929",NA,NA,"ESA030929",NA,NA,NA,"36102","auto",NA,NA,NA,NA
"21","2020-11-04 11:00:57-03","ESALQ","ESA","25968","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","Magenta, M.A.G.","Souza, V.C. ; Souza, J.P.","9645.0","1995","12","19",NA,"Brasil","São Paulo","Platina","Ca. 9 Km da cidade em direção a Assis pela Rodovia Clementino Alves de Souza, próximo à entrada da Fazenda Santo Antônio. Cerradão","-50.2000007629395","-22.6299991607666",NA,NA,NA,"Arbusto, ca. 1,2 m alt.; invólucro verde-claro; flores amarelas. Borda.","ESA025968",NA,NA,"ESA025968",NA,NA,NA,"16708","auto",NA,NA,NA,NA
"22","2020-11-04 11:00:57-03","ESALQ","ESA","25967","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","Magenta, M.A.G.","Souza, V.C. ; Souza, J.P.","9645.0","1995","12","19",NA,"Brasil","São Paulo","Platina","Ca. 9 Km da cidade em direção a Assis pela Rodovia Clementino Alves de Souza, próximo à entrada da Fazenda Santo Antônio. Cerradão","-50.2000007629395","-22.6299991607666",NA,NA,NA,"Arbusto, ca. 1,2 m alt.; invólucro verde-claro; flores amarelas. Borda.","ESA025967",NA,NA,"ESA025967",NA,NA,NA,"16708","auto",NA,NA,NA,NA
"23","2020-11-04 11:00:57-03","ESALQ","ESA","30744","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","Magenta, M.A.G.","Souza, V.C. ; Souza, J.P.","10956.0","1996","02","14",NA,"Brasil","São Paulo","Rancharia","Rod. Raposo Tavares, Km 523,5. Fazenda Santa Maria. 22*22'55,6S, 51*05'40,7W. 430 m.s.m. Beira de cerradão.","-50.8899993896484","-22.2199993133545","430","430",NA,"Arbusto, até 60 cm alt.; invólucro verde; flores amarelas.","ESA030744",NA,NA,"ESA030744",NA,NA,NA,"50606","auto",NA,NA,NA,NA
"24","2020-11-19 10:22:48-03","CPAP","CPAP","9614","PreserverdSpecimen","Plantae",NA,NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","A. Pott","Pott, A.","6154","1992","03","01",NA,"Brasil","MS","Terenos","Km 396 rodovia BR-262, entre Terenos e Anastácio","-55.066667","-20.416667","500","500",NA,"Subarbusto 1-1,5m de altura. FLOR: capítulo amarelo. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Esparsa. AMBIENTE: Remanescente secundário de cerrado, perturbado, beira de estrada. SUBSTRATO: solo argiloso, (latossolo vermelho-escuro). RELE",NA,"55°04' W","20°25' S",NA,"2000","09",NA,NA,NA,NA,NA,NA,NA
"25","2020-11-19 10:22:48-03","CPAP","CPAP","16762","PreserverdSpecimen","Plantae",NA,NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","J. Pruski","Hatschbach, G.","58899","1993","02","11",NA,"Brasil","MS","Nioaque","Rodovia BR-060, 40Km N de Nioaque","-55.8300018310547","-21.1352996826172",NA,NA,NA,"Sufrútice 1m de altura. FLOR: capítulos amarelos. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerrado. SUBSTRATO: . RELEVO: .",NA,NA,NA,NA,"1996",NA,NA,"49299","auto",NA,NA,NA,NA
"26","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005463","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","H. Robinson","O. S. Ribas; L. B. S. Pereira","2519","1998","2","4",NA,"Brazil","Mato Grosso do Sul",NA,"Rod. BR-419, 20 km N de Nioaque (Mun. Nioaque).","-55.832099","-21.127032",NA,NA,NA,"Sublenhosa, 70cm, capitulo amarelo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-21 14:31:14-03","UFJF","CESJ","44923","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","M. Dematteis","M.S. Ferrucci; et al.","s.n.,","2003","07","20","América do Sul","Bolivia","Santa Cruz","Ichilo","2 Km E de San Carios, camino a Buena Vista",NA,NA,NA,NA,NA,"Bosque de transición, vegetación secundária. Arbusto erecto de hasta 2,5 m, alt. Flores liguladas amarillo intenso.","CESJ044923",NA,NA,"CESJ044923","2003",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-21 14:31:14-03","UFJF","CESJ","1634","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","G.A. Reis-Silva","L. Roth","CESJ1634","1956","04","21","América do Sul","Brasil","Minas Gerais","Belo Horizonte","Sanatório Hugo Werneck","-43.937801361084","-19.9207992553711",NA,NA,NA,"Herbácea da capoeira, 1 m, flores amarelas.","CESJ001634",NA,NA,NA,"2016","06","07","17082","auto",NA,NA,NA,NA
"29","2021-04-07 11:41:17-03","UFMS","CGMS","44580","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","A. Pott; G.M. Barroso","A. Pott","6154","1992","03","01",NA,"Brasil","Mato Grosso do Sul","Terenos","Km 396, rodovia BR262, entre Terenos e Anastácio.","-55.0666667","-20.4166667","500","500",NA,"Capítulo amarelo. ! R.L. Esteves. Habitat: Remanescente secundário de Cerrado, perturbado, beira de estrada. Solo argiloso, (latossolo vermelho-escuro). Relevo suave ondulado. Habito: Subarbusto 1-1,5m de altura. Esparsa.","CGMS1074546","-55,0666667","-20,4166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-07 11:41:17-03","UFMS","CGMS","53948","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","B. Loeuille","V.J. Pott; A. Pott","8724","2006","02","08",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Salto do Taboco, Rio Taboco (proprietário Sr Constantino), cerca de 14 km sudoeste do Patrimônio de Taboco.","-55.2544444","-19.8305556","230","230",NA,"Flor amarela. Habitat: Banco de areia, margem do rio de afloramento rochoso. Solo afloamento rochoso. Relevo plano. Habito: Subarbusto, anfibio, ereto, 1-1,5 m de altura. Mancha Ocasional.","CGMS1083917","-55,2544444","-19,8305556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-07 11:41:17-03","UFMS","CGMS","44581","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","V.J. Pott","A. Pott; V.J. Pott","6627","1994","02","26",NA,"Brasil","Mato Grosso do Sul","Coxim","Km 0.6 rodovia Coxim-Silviolândia; área do exército.","-54.5","-18.2666667","300","300",NA,"Flor amarela. No sub-bosque. Habitat: Cerradão. Solo arenoso. Relevo plano convexo. Habito: Arbusto ereto 1-2,5m de altura. Abundante.","CGMS1074547","-54,5","-18,2666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-07 11:41:17-03","UFMS","CGMS","47988","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","B. Loeuille","A. Pott; V.J. Pott","14998","2008","02","28",NA,"Brasil","Mato Grosso do Sul","Três Lagoas","Fazenda Pampili-KS, rodovia MS-377, 66 km N de Água Clara para Inocência.","-51.6782989501953","-20.7511005401611",NA,NA,NA,"Flor amarela.","CGMS1077946",NA,NA,NA,NA,NA,NA,"150618","auto",NA,NA,NA,NA
"33","2021-04-07 11:41:17-03","UFMS","CGMS","46338","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","B. Loeuille","A. Pott; V.J. Pott","14998","2008","02","28",NA,"Brasil","Mato Grosso do Sul","Três Lagoas","Fazenda Pampili-KS, rodovia MS-377, 66 Km N de Água Clara para Inocência.","-51.6782989501953","-20.7511005401611",NA,NA,NA,"Flor amarela. Habitat: Vegetação secundária de Cerradão com predomínio de Pterodon. Solo arenoso. Habito: Subarbusto. Esparso. 0,70-2,00 m de altura.","CGMS1076306",NA,NA,NA,NA,NA,NA,"150618","auto",NA,NA,NA,NA
"34","2021-03-01 16:23:04-03","UNICAMP","UEC","44148","S","Plantae","Magnoliopsida",NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","Magenta, MAG","Hernandes-Bicudo, LR; Campos, CJ; Amaral Jr, A","578","1986","02","18",NA,"Brazil","São Paulo","Botucatu","À margem da rodovia municipal(estrada do Roberto, que liga Vitoriana ao Rio Bonito Campo e Náutica, a mais ou menos 5km de Vitoriana,Fazenda Gold Farm)","-48.297222","-22.8",NA,NA,NA,"50cm de altura, flores liguladas e tubulosas amarelas, antera marrons, sem odor","UEC102638","-48.297222","-22.8","UEC102638","1997","01","30",NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:23:04-03","UNICAMP","UEC","97027","S","Plantae","Magnoliopsida",NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","Magenta, MAG","Souza, VC; Souza, JP; Scalon, VR; Astorino, A","10653","1996","01","27",NA,"Brazil","São Paulo","Angatuba","Estrada para Itatinga a ca 20km de Angatuba.","-48.506722","-23.38525",NA,NA,NA,"Arbusto, ca 1,2m alt.; invólucro verda, flores do raio e do disco amarelas; cerrado, pertubado com abundância de Pteridium","UEC102642","-48.506722","-23.38525","UEC102642","1999","02",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:23:04-03","UNICAMP","UEC","97028","S","Plantae","Magnoliopsida",NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","Magenta, MAG","Souza, VC; Sousa, JP","10853","1996","02","13",NA,"Brazil","São Paulo","Paraguaçu Paulista","19km de Paraguaçu Paulista em direção a Assis. Estrada para a fazenda São Francisco","-50.496222","-22.582611",NA,NA,NA,"Arbusto, ca. 80 cm alt.; invólucro verde; flores amarelas; Cerrado","UEC102636","-50.496222","-22.582611","UEC102636","1999","01",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:23:04-03","UNICAMP","UEC","97030","S","Plantae","Magnoliopsida",NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","Magenta, MAG","Souza, VC; Sousa, JP","10956","1996","02","14",NA,"Brazil","São Paulo","Rancharia","Rod. Raposo Tavares, Km 523,5. Fazenda Santa Maria.","-51.094639","-22.382111",NA,NA,NA,"Arbusto, até 60cm alt.; invólucro verde, flores amarelas; Cerradão","UEC102639","-51.094639","-22.382111","UEC102639","1999","02",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:23:04-03","UNICAMP","UEC","97033","S","Plantae","Magnoliopsida",NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","Magenta, MAG","Souza, VC; et al.","10667","1996","01","27",NA,"Brazil","São Paulo","Angatuba","Estrada para Itatinga a ca 22m de Angatuba","-48.518389","-23.358222",NA,NA,NA,"Arbusto, ca 80cm alt; invólucro verde, flores amarelas; Cerrado","UEC102644","-48.518389","-23.358222","UEC102644","1999","02",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:23:04-03","UNICAMP","UEC","2373","S","Plantae","Magnoliopsida",NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","Santos, JUM","Brantjes, NBM","8118","1978","01","08",NA,"Brazil","São Paulo","Botucatu","Treza de Maio","-48.439998626709","-22.8799991607666",NA,NA,NA,"Trepadeira; Cerrado","UEC102640",NA,NA,"UEC102640","1991","07","15","40412","auto",NA,NA,NA,NA
"40","2021-03-01 16:23:04-03","UNICAMP","UEC","47177","S","Plantae","Magnoliopsida",NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","Spina, AP","Leitão Filho, HF; Martins, FR; Santos, FAM","18907","1987","02","06",NA,"Brazil","São Paulo","Luís Antônio","Em cerradão sombreado","-47.7000007629395","-21.5499992370605",NA,NA,NA,"Subarbusto até 1,2m - capítulos com flores amarelas,; Em cerrado denso, alto","UEC102643",NA,NA,"UEC102643","1992","05","05","26872","auto",NA,NA,NA,NA
"41","2021-03-01 16:23:04-03","UNICAMP","UEC","30002","S","Plantae","Magnoliopsida",NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","Santos, JUM","Santos, JB","11100","1980","03","13",NA,"Brazil","São Paulo","Luís Antônio","Fazenda experimental de Luiz Antonio","-47.7000007629395","-21.5499992370605",NA,NA,NA,"Subarbusto, capítulos com lígulas amarelas; Cerrado","UEC102641",NA,NA,"UEC102641","1987","02","19","26872","auto",NA,NA,NA,NA
"42","2021-03-01 16:23:04-03","UNICAMP","UEC","97032","S","Plantae","Magnoliopsida",NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","Magenta, MAG","Souza, VC; Souza, JP","9645","1995","12","19",NA,"Brazil","São Paulo","Platina","Cerca de 9 km da cidade em direção a Assis pela rodovia Clementino Alves de Souza, próximo à entrada da Fazenda Santo Antonio. Cerradão","-50.2000007629395","-22.6299991607666",NA,NA,NA,"Arbusto, ca. 1,2m alt.; invólucro verde-claro; flores amarelas. Borda","UEC102637",NA,NA,"UEC102637","1999","02",NA,"16708","auto",NA,NA,NA,NA
"43","2019-06-27 10:24:06-03","UFES","VIES","5234","S","Plantae",NA,NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker",NA,"Vinha, P.C.","1126","1990","09","01",NA,"Brasil","Espírito Santo","Linhares","Pontal do Ipiranga.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"VIES005234",NA,NA,"VIES005234",NA,NA,NA,"48094","auto",NA,NA,NA,NA
"44","2020-04-27 16:08:48-03","UFES","VIES","11872","S","Plantae",NA,NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","Esteves, R.L.","Assis, A.M.","22","1996","01","16",NA,"Brasil","Espírito Santo","Linhares","Pontal do Ipiranga.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"VIES011872",NA,NA,"VIES011872","1997","05","09","48094","auto",NA,NA,NA,NA
"45","2020-04-27 16:08:48-03","UFES","VIES","9923","S","Plantae",NA,NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","Esteves, R.L.","Jesus, M.C.F.","142","1997","02","06",NA,"Brasil","Espírito Santo","São Mateus","Barreiras - Ilha de Guriri.","-39.8588981628418","-18.716100692749",NA,NA,NA,NA,"VIES009923",NA,NA,"VIES009923","1997","05","09","56510","auto",NA,NA,NA,NA
"46","2020-04-27 16:08:48-03","UFES","VIES","9883","S","Plantae",NA,NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","Esteves, R.L.","Andrade, N.M.; Jesus, M.C.F.","4","1996","04","28",NA,"Brasil","Espírito Santo","São Mateus","Ilha de Guriri.","-39.8588981628418","-18.716100692749",NA,NA,NA,NA,"VIES009883",NA,NA,"VIES009883","1997","05","06","56510","auto",NA,NA,NA,NA
"47","2020-12-21 16:14:07-03","MBM","MBM","26630","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","Santos, J.U.","Hatschbach, G.","32398","1973","08","27","Southern America","Brazil","Mato Grosso","Rio Verde",NA,NA,NA,NA,NA,NA,"Arbusto, 1 m, flor amarela.; Zona de cerrado, afloramentos rochosos.","MBM026630",NA,NA,"MBM026630","1991","03","21",NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:14:07-03","MBM","MBM","102001","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","Cristóbal, C.L.","Anderson, W.R.","12373","1982","02","05","Southern America","Argentina","Corrientes","San Martín","Tres Cerros",NA,NA,NA,NA,NA,"Shrub 1 m high. Heads yellow, common.; Among rocks, in open areas on hilltop.","MBM102001",NA,NA,"MBM102001","1982",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:14:07-03","MBM","MBM","21157","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aspilia","clausseniana","Aspilia clausseniana","Baker","Pruski, J.","Hatschbach, G.","29249","1972","04","12","Southern America","Brazil","Mato Grosso","Nova Andradina",NA,NA,NA,NA,NA,NA,"Erva, 70 cm, capítulos amarelos.; Cerrado.","MBM021157",NA,NA,"MBM021157","1992",NA,NA,NA,NA,NA,NA,NA,NA
