"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","monthIdentified","class","dayIdentified","fieldNumber","individualCount","typeStatus","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1146142","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","herbacea","Eugenia herbacea","P. G. Delprete","10412","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1331940' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146142","Magnoliophyta","Myrtales","O.Berg","M. Sobral","2007","11","24","Goiás","Cocalzinho de Goiás","Serra dos Pireneus. Cidade de Pedra. Trilha da entrada do Portal até o Vale do Coliseu.","-48.8919","-15.7061","1200","1200","NY01146142_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-01-28 13:11:27-03","MCN-PUC-MINAS","HPUC-MG","ANG1750","S","Plantae","Myrtaceae","Eugenia","herbaceae","Eugenia herbaceae",NA,NA,NA,"Brasil",NA,NA,"Doação CETEC (CE01).",NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"Rio Corrento",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 11:31:35-03","UFRJ","RFA","16570","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","P. Occhioni","7578",NA,"Brasil",NA,NA,"25 cm, de altura, fruto maduro roxo Habitat: Cerrado,loco seco","RFA14087",NA,NA,"O.Berg","M. Sobral","1975","05","24","Mato Grosso","Mato Grosso","Próximo à Campo Grande",NA,NA,NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-13 09:20:21-03","UFRJ","RFA","12268","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","A.P. Duarte","10772",NA,"Brasil",NA,NA,NA,"RFA11563",NA,NA,"O.Berg","M. Sobral","1967","12","19","Goiás","Goiás","Chapada dos Veadeiros","-50.1403007507324","-15.9343996047974",NA,NA,NA,"2001","63502","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:45:47-03","EAO","IAN","27328","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Riedel, L","s.n.","Southern America","Brasil",NA,NA,NA,"IAN027328","Dicotiledônea",NA,"Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:45:47-03","EAO","IAN","139506","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Fonsêca, SG da; Onishi, E","1541","Southern America","Brasil",NA,NA,"Erva de mais ou menos 15cm; flores róseas.","IAN139506","Dicotiledônea",NA,"Berg","Proença, C","1968","10","14","Goiás",NA,"Estrada Caiapônia-Jataí, margem esquerda junto a fonte de água sulfurosa.",NA,NA,NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:45:47-03","EAO","IAN","158172","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Rodrigues, IA; Cordeiro, MR","908","Southern America","Brasil",NA,NA,"Arbusto, fruto verde. Flor branca.","IAN158172","Dicotiledônea",NA,"Berg","Sobral, M","1981","09","28",NA,"Vilhena","Campos de Vilhena.","-60.1458015441895","-12.7405996322632",NA,NA,NA,"2015","196523","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-26 18:08:57-03","CPAN-UFMS","COR","4284","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Proença, C.","981",NA,"Brasil",NA,NA,"Arbusto, 1,3 m de altura; ramos lisos, cinzas claríssimos, eretos em candelabro; frutos verdes claros Habito: Arbusto",NA,NA,NA,"O.Berg","Proença, C.","1993","10","17","Goiás","Mineiros",NA,"-52.551389","-17.57",NA,NA,NA,NA,NA,NA,"52º33'5''W","17º34'12''S",NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:21:08-03","UFBA","ALCB","68967","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Guedes, ML; Cruz, FG; Martins, DV; Gomes, DF; et al.","11448","Southern America","Brasil",NA,NA,"de ca 50cm. Folhas coriáceas, lineares, discolores. Flores axilares, botões vermelhos. Ocasional.","ALCB057760","Dicotyledon",NA,"O.Berg","Faria Júnior, JEQ de","2004","09","18","Bahia","Piatã","Chapada Diamantina, Três Morros","-41.8825","-13.131111",NA,NA,NA,"2011",NA,NA,"-41.8825","-13.131111","03",NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:06:07-03","NBC","NL-BOTANY","U.1442899","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Hatschbach GG; Kummrow R",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442899 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1442899",NA,"Myrtales","O.Berg",NA,"1984","10","14",NA,NA,"Loc. Amambai, rod. p/Cel. Sapucaia, Mato Grosso do Sul.",NA,NA,NA,NA,"NL-U1442899",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:06:07-03","NBC","NL-BOTANY","U.1442900","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Hatschbach GG; Kummrow R",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442900 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1442900",NA,"Myrtales","O.Berg",NA,"1984","10","14",NA,NA,"Loc. Amambai, rod. p/Cel. Sapucaia, Mato Grosso do Sul.",NA,NA,NA,NA,"NL-U1442900",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:14:27-03","ESALQ","ESA","39341","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Archer, W.A. ; Gehrt, A.",NA,NA,"Brasil",NA,NA,NA,"ESA039341","Magnoliophyta",NA,"O.Berg","Sobral, M.","1936","09","05","Mato Grosso","Campo Grande",NA,NA,NA,NA,NA,"ESA039341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:14:27-03","ESALQ","ESA","24484","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Harley, R.M. et al.",NA,NA,"Brasil",NA,NA,NA,"ESA024484","Magnoliophyta",NA,"O.Berg",NA,"1994","02","21","Bahia","Mucugê",NA,"-41.3708000183105","-13.0052995681763",NA,NA,"ESA024484",NA,"52493","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:14:27-03","ESALQ","ESA","67357","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Souza, V.C. et al.","24818.0",NA,"Brasil",NA,NA,NA,"ESA067357","Magnoliophyta",NA,"O.Berg","Faria Jr., J.E.Q.","2000","07","31","Goiás","Teresina de Goiás",NA,"-47.2647018432617","-13.7763996124268",NA,NA,"ESA067357",NA,"42211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:14:27-03","ESALQ","ESA","121114","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Delfini, C.","587.0",NA,"Brasil",NA,NA,"Arbusto, 1m alt. Flores alvas, frutos imaturos verdes","ESA121114","Magnoliophyta",NA,"O. Berg","Lima, D.F.","2012","10","01","Goiás","Cristalina","Estrada para a Pedra Chapéu do Sol, ca. 7km E da BR 040","-47.6136016845703","-16.7686004638672","1237","1237",NA,"2016","85457","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:14:28-03","ESALQ","ESA","111625","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cf. angustissima","Eugenia cf. angustissima","Zardini, E.M.","53885.0",NA,"Paraguai",NA,NA,NA,"ESA111625","Magnoliophyta",NA,"O.Berg","Gaem, P.H.","2000","01","15",NA,"Concepción",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:14:33-03","ESALQ","ESA","100291","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","herbacea","Eugenia herbacea","Harley, R.M.","15988.0",NA,"Brasil",NA,NA,NA,"ESA100291","Magnoliophyta",NA,NA,"Sobral, M.","1974","02","05",NA,NA,NA,NA,NA,NA,NA,"ESA100291","1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-04 23:43:05-03","UFPI","TEPB","1947","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","A. J. CASTRO",NA,NA,"Brasil",NA,NA,"Subarbusto. Ambiente: Cerrado",NA,NA,NA,NA,"G. M. Barroso","1980","10","17","Piauí","Bom Jesus","Perto da Estação Ecológica de Uruçuí - Una","-44.3586006164551","-9.07444000244141",NA,NA,NA,"1998","107707","auto",NA,NA,"12",NA,"01",NA,NA,NA,NA,NA
"29","2020-11-19 10:24:25-03","CPAP","CPAP","11699","PreserverdSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Pott, A.","6506",NA,"Brasil",NA,NA,"Arbusto 1m de altura, verde claro. FLOR: branca. FRUTO: sem fruto. INTERESSE: Potencial ornamental. FREQUÊNCIA: Frequente. AMBIENTE: Cerrado denso com, 10m altura. SUBSTRATO: latossolo arenoso. RELEVO: ondulado.",NA,NA,NA,"O.Berg","C. Proenca","1993","10","12","MS","Rio Verde de Mato Grosso","20 km W de Rio Verde na estada para Serra Pindaíva","-54.95","-18.8","550","550",NA,"1993",NA,NA,"54°57' W","18°48' S",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-19 10:24:25-03","CPAP","CPAP","15282","PreserverdSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Hatschbach, G.","63608",NA,"Brasil",NA,NA,"Xilopodífera, ereta. FLOR: botões alvoss. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Campo limpo, seco. SUBSTRATO: . RELEVO: .",NA,NA,NA,"O.Berg","M. Sobral","1995","10","20","MT","Chapa dos Guimarães","Arredores de Chapada dos Guimarães",NA,NA,NA,NA,NA,"1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-19 10:24:25-03","CPAP","CPAP","18461","PreserverdSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Pott, A.","8180",NA,"Brasil",NA,NA,"Arbusto 1m de altura. FLOR: branca. FRUTO: púrpureo. INTERESSE: Fruto para fauna.. FREQUÊNCIA: Frequente. AMBIENTE: Remanescente de cerradão. SUBSTRATO: solo arenoso hidromórfico. RELEVO: encosta de ondulado. <ll>dwc_commonname:</ll> Alecrim-do-campo",NA,NA,NA,"O.Berg",NA,"1999","10","29","MS","Alcinópolis","Antiga sede da fazenda Água Limpa; córrego Água Limpa","-53.9","-18.216667",NA,NA,NA,NA,NA,NA,"53°54' W","18°13' S",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-19 10:24:25-03","CPAP","CPAP","15312","PreserverdSpecimen","Plantae","Myrtaceae","Eugenia","herbacea","Eugenia herbacea","Hatschbach, G.","63967",NA,"Brasil",NA,NA,"Arbusto 1m de altura. FLOR: alva. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerrado. SUBSTRATO: . RELEVO: .",NA,NA,NA,"O.Berg","M. Sobral","1995","10","27","MT","Porto Esperidião","Rodovia MT-265, Km 60-70 do trevo com a rodovia BR-174","-58.4603004455566","-15.8528003692627",NA,NA,NA,"1995","113725","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0035481","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","M. L. Fonseca; E. C. Lopes, M. Aparecida da Silva, C. C. S. Ferreira","1150",NA,"Brazil",NA,NA,"Subshrub ca. 0.9m tall, heliophyte; floral buds white, calyx 'vinaceo'; common",NA,"Magnoliophyta","Myrtales","O.Berg",NA,"1996","9","17","Goias",NA,"Mpio. Niquelandia. Rocky hill burnt in the last 60 days. Ca. 4km from Niqualandia. Nickel Tocantins Company (CNT)","-48.437","-14.4439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0035483","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","M.L. Fonseca; M.P. Neto.","634",NA,"Brazil",NA,NA,"Suarbusto heliofito, ca. 1.0m de altura; folhas verdes, membranaceas; flores com calice vinaceo, corola rosea.",NA,"Magnoliophyta","Myrtales","O.Berg",NA,"1995","9","27","Goias","Alto Paraiso","Serra do Rio Preto.","-47.8111","-14.1636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2018-03-12 17:05:42-03","ASU","ASU-PLANTS","ASU0061880","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","C. Proenca; C. R. Garofalo","1286",NA,"Brazil",NA,NA,"Arbusto 0.3 m. Fruto preto. Ocasional. Frutos lisos, brilhantes, oblates, de 1 cm, semente única.",NA,"Magnoliophyta","Myrtales","O.Berg","L. R. Landrum","1995","8","5","Distrito Federal",NA,"Reserva Ecologica do Jardín Botánico de Brasilia. Centro Oeste.","-47.83333","-15.86667","1070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0035479","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","M. L. Fonseca; F. C. A. Oliveira, G. Nunes, M. Aparecida da Silva","1005",NA,"Brazil",NA,NA,"Subshrub ca. 1m tall, heliophilic; leaves green, cartaceous; buds and flowers pink; occasional",NA,"Magnoliophyta","Myrtales","O.Berg","J. Faria","1996","5","31","Goias",NA,"Mpio. Niquelandia. Entrance at marker Km 6 on the asphalt road to Niquelandia/CNT.","-48.4364","-14.4172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0035480","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","R. C. Mendonca; T. S. Filgueiras, M. L. Fonseca, A. J. Viera","2589",NA,"Brazil",NA,NA,"Shrub ca. 1.2m tall; heliophyte; leaves membranaceous, green, concolorous; floral buds green",NA,"Magnoliophyta","Myrtales","O.Berg",NA,"1996","8","15","Goias",NA,"Mpio. Niquelandia. Hill on the left between Niquelandia and the Companhia de Niquel Tocantins (CNT), ca. 4km from CNT.","-48.437","-14.3906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0035478","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","M. L. Fonseca; A. M. S. F. Vaz, R. Marquete, R. C. Mendonca, G. Nunes","1254",NA,"Brazil",NA,NA,"Subshrub ca. 0.8m tall, heliophilic; leaves green, membranaceous; fruits immature green, when mature orange colored; common",NA,"Magnoliophyta","Myrtales","O.Berg","J. Faria","1996","10","21","Goias",NA,"Mpio. Alto Paraiso. Chapada dos Veadeiros. Vale da Lua.","-47.7933","-14.1889","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0035562","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","R. C. Mendonca; G. Nunes, M. L. Fonseca, F. C. A. Oliveira","3008",NA,"Brazil",NA,NA,"Subshrub ca. 30cm tall; heliophytic; trunk with scaly bark; leaves green, membranaceous; flower with green calyx and corolla of medium-brown color; floral buds green-whitish; common",NA,"Magnoliophyta","Myrtales","O.Berg",NA,"1997","8","12","Goias",NA,"Mpio. Niquelandia. Niquel Tocantins Company (CNT). Ca. 2km to the right from the nickel mine.","-48.4158","-14.3842","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2018-03-05 15:00:37-03","ASU","ASU-PLANTS","ASU0016940","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","H. S. Irwin; R. Souza, R. Reis dos Santos","9723",NA,"Brazil",NA,NA,"PHOTO-MICH; Shrub ca. 50 cm. tall. Fruit red, maturing black-violet.",NA,"Magnoliophyta","Myrtales","O.Berg","D. Legrand, 1966","1965","11","1","Goias",NA,"Serra dos Cristais. 5 km. S. of Cristalina, Mun. Cristalina","-48","-17","1175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0016941","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","C. Proenca; J.A. Ratter, J. Fonseca Filho, S. Bridgewater, M.F. Simon.","1548",NA,"Brazil",NA,NA,"Arbusto 0.8m. Flor crème.",NA,"Magnoliophyta","Myrtales","O.Berg","C. Proenca, 24/Sept/1996.","1996","9","19","Mato Grosso do Sul","Coxim","Centro Oeste.","-54.7","-18.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0035482","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","R. C. Mendonca; R. Marquet, A. M. S. F. Vaz, M. L. Fonseca, G. Nunes","2915",NA,"Brazil",NA,NA,"Subshrub ca. 30cm tall; heliophilic; leaves membranaceous, green, discolorous; fruits meaty/succulent, red when mature",NA,"Magnoliophyta","Myrtales","O.Berg",NA,"1996","10","22","Goias",NA,"Mpio. Alto Paraiso; Chapada dos Veadeiros National Park- PNCV.","-47.8356","-14.1631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2018-03-05 15:00:37-03","ASU","ASU-PLANTS","ASU0035491","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","T.S. Filgueiras; F.C.A. Oliveira","3269",NA,"Brazil",NA,NA,"Arbusto ereto com cerca de 1m de altura; flores brancas.",NA,"Magnoliophyta","Myrtales","O.Berg","J.E.Q. Faria","1995","9","27","Brasilia",NA,"Goias: Municipio de Alto Paraiso, Parque Nacional Chapada dos Veadeiros. Serra da Boa Sorte","-47.811111","-14.163611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034349","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","herbacea","Eugenia herbacea","G. Hatschbach; A. Pott, V. Pott, E. Barbosa","63967",NA,"Brazil",NA,NA,"Arbust 1 m, flor alva",NA,"Magnoliophyta","Myrtales","O.Berg","Sobral, M., 1995","1995","10","17","Mato Grosso","Porto Esperidiao","Rod. MT-265, km 60-70 do trevo com a rod. BrR-174","-58.47","-15.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-04-07 11:46:29-03","UFMS","CGMS","30977","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","T.H. Stefanello; V.S. Santos; A.C.S. Brito",NA,NA,"Brasil",NA,NA,"Flor vermelha. Brácteas vermelhas vistosas. Habitat: Campo rupestre. Habito: Erva. 0,50m de altura.","CGMS1060389",NA,NA,"O.Berg","D. Villarroel","2010","11","26","Mato Grosso do Sul","Corumbá","Sub-região Pantanal do Paraguai, Morro do Amolar.","-57.5333333","-18.0191667","645","645",NA,"2013",NA,NA,"-57,5333333","-18,0191667","02",NA,"18",NA,NA,NA,NA,NA
