"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","recordNumber","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","infraspecificEpithet","relatedCatalogItem","typeStatus","eventTime","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00955243","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.","G. T. Prance",NA,"G. T. Prance","1985","11","29","Brazil","Maranhão",NA,"Rio Preguiça, below Barreirinhas",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1024410' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955243","NY00955243_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","29927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01023573","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.",NA,NA,"J. E. de Paula","1981","10","04","Brazil","Pernambuco","Jaboatao dos Guararapes","Distrito de Candeias. Estuario do Rio Jaboatão.","-35.0144","-8.1131",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1195526' target='other'> <mi>dwc_moreinfo</mi></a>","NY01023573","NY01023573_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","1496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","413418","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.",NA,NA,"R. P. Belém","1966","10","31","Brazil","Bahia","Santa Cruz Cabrália","2-4 Km a W de Sta. Cruz de Cabrália, pela estrada antiga. Folha SE-24 (16-39c).","-39.0440986","-16.2986237",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=146489' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413418","NY00413418_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","2809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","413419","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.","J. A. Kallunki",NA,"G. H. von Langsdorff",NA,NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=146481' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413419","NY00413419_01","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","413423","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.","G. T. Prance",NA,"L. A. Mattos Silva","1980","06","17","Brazil","Bahia","Santa Cruz Cabrália","Estrada que liga S. C. de Cabrália ao Povoado de Santa André, numa extensao de aprox. 3 km. Próx. à desembocadura do Rio Joao de Tiba","-39.0244","-16.2783",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=146475' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413423","NY00413423_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","2199396","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.",NA,NA,"K. Kubitzki","1985","03","21","Brazil","Pará",NA,"Region der Furos de Breves. Furo de Jaburu.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2331066' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199396","NY02199396_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","85-9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","884930","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.","H. O. Sleumer",NA,"F. C. Hoehne","1933","08","10","Brazil","São Paulo",NA,"Praia Grande","-46.502069","-24.003914",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969535' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884930","NY00884930_01 NY00884930_02","South America","sheet",NA,"Magnoliophyta","Malpighiales","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","413415","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.",NA,NA,"S. Hallard","1976","04","01","Brazil","São Paulo","Bertioga","Santos-Sao Sebastiao, km 40 rio Guaratuba","-46.1383","-23.8544",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=146487' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413415","NY00413415_01 NY00413415_02","South America","sheet",NA,"Magnoliophyta","Malpighiales","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","2199398","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.",NA,NA,"G. T. Prance","1974","07","10","Brazil","Pará","Salinópolis","Maçerico","-47.3733","-0.61",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2331068' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199398","NY02199398_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","21151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","777086","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.","M. Borgo",NA,"M. Borgo","2000","03","09","Brazil","Paraná","Guaratuba","Rio Joao Alves","-48.58","-25.88",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=146472' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777086","NY00777086_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","413413","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.","L. B. Smith",NA,"R. Reitz","1952","03","12","Brazil","Santa Catarina","Florianópolis","Cemiterio, Itacorubi, Ilha de S. Catarina","-48.5121918","-27.5758324",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=146482' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413413","NY00413413_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","4578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","2199399","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.",NA,NA,"G. T. Prance","1974","01","13","Brazil","Pará",NA,"Salinopolis, Maçerico Bay",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2331069' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199399","NY02199399_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","20209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","413425","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.",NA,NA,"A. P. Duarte","1959","09","17","Brazil","Rio de Janeiro","Rio de Janeiro","Avenida Brasil, entrada para Rio-Petrópolis","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=146491' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413425","NY00413425_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","5018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","413424","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.","C. Grey-Wilson",NA,"R. M. Harley","1974","03","20","Brazil","Bahia",NA,"Just south of Porto Seguro.","-39.1","-16.45",NA,NA,NA,NA,"With 17205 one of the three principal mangrove trees. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=146480' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413424","NY00413424_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","17206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","02098340","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.",NA,NA,"P. da C. Gadelha Neto","2010","03","19","Brazil","Paraíba","João Pessoa","Parque Estadual do Jacarapé","-34.8630981445312","-7.11499977111816",NA,NA,"28",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2479667' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098340","NY02098340_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","2754","15975","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00955244","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.","L. B. Smith",NA,"F. E. Drouet","1935","09","25","Brazil","Ceará","Fortaleza","Barra do Ceará.","-38.5431","-3.7172",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1024444' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955244","NY00955244_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","2505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","413411","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.",NA,NA,"C. G. Leal","1950","07","06","Brazil","Pernambuco","Paulista","Mata de Maranguape, prop. F. Paulista-paulista","-34.8731","-7.9408",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=146479' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413411","NY00413411_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00955245","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.",NA,NA,"K. Kubitzki","1982","03","24","Brazil","Maranhão","São Luís","Olho d'Agua, Rio Jaguarema.","-44.25","-2.5",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1024446' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955245","NY00955245_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","82-60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","413416","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.","G. T. Prance",NA,"G. Eiten","1965","02","17","Brazil","São Paulo","Cananéia","At ferry point on north shore of Cananéia Island, several km north of city of Cananeía","-47.95","-24.98",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=146474' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413416","NY00413416_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","6188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","413412","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.",NA,NA,"A. P. Duarte","1959","09","07","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara. Avenida Brasil, entrada para Rio-Petrópolis","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=146485' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413412","NY00413412_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","5018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00955246","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.",NA,NA,"A. P. Duarte","1952","04","22","Brazil","Distrito Federal","Brasília","Barra da Tijuca.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1024452' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955246","NY00955246_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","31/1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","2199397","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.",NA,NA,"G. Davidse","1980","04",NA,"Brazil","Pará","Marapanim","Just east of the fishing village of Camara which is ca. 11 km NW of Marudá","-47.68","-0.62",NA,NA,"2","20","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2331067' target='other'> <mi>dwc_moreinfo</mi></a>","NY02199397","NY02199397_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","17848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","02636947","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.",NA,NA,"P. da C. Gadelha Neto","2015","02","06","Brazil","Paraíba","Caaporã","Reserva Extrativista Acaú-Goiana","-34.856667","-7.531944",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3392207' target='other'> <mi>dwc_moreinfo</mi></a>","NY02636947","NY02636947_01","South America","Sheet",NA,"Magnoliophyta","Malpighiales","3906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-27 01:45:00-03","NY","NYBG","1624056","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle",NA,NA,NA,"J. R. Charter","1966","04","08","Trinidad and Tobago",NA,NA,"Trinidad: Cedros, Islote Bay, Blanquizales Lagoon. Mangrove swamp, sea level.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1845454' target='other'> <mi>dwc_moreinfo</mi></a>","NY01624056","NY01624056_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","413422","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.","G. T. Prance",NA,"R. P. Belém","1968","05","03","Brazil","Bahia","Maraú","Maraú. Margem de Igarapé","-39.0144","-14.1033",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=146473' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413422","NY00413422_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","3481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","413420","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.","G. G. Hatschbach",NA,"G. G. Hatschbach","1978","03","10","Brazil","Paraná","Antonina","Registro","-48.7117","-25.4286",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=146483' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413420","NY00413420_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","41095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","413417","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.",NA,NA,"R. P. Belém","1966","06","01","Brazil","Bahia","Una","Margem da Rodovia Una-Olivença","-39.0021917","-15.1206794",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=146488' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413417","NY00413417_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","2384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-09-27 02:26:00-03","NY","NYBG","413426","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle",NA,NA,NA,"L. B. Holm-Nielsen","1973","03","22","Ecuador","Santa Elena",NA,"Pacoa, ca. 30 km N. of Santa Elena along the coast","-80.75","-2.12",NA,NA,NA,"2","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=146492' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413426",NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales","2417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","884931","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.","I. Cordeiro",NA,"W. Hoehne","1964","07","22","Brazil","Rio de Janeiro",NA,"Barra da Tijuca","-43.369099","-22.995332",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969537' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884931","NY00884931_01","South America","sheet",NA,"Magnoliophyta","Malpighiales","5813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-08 11:09:58-03","UNESP-IBB","BOTU","16484","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.","Paschoal, M. E.S.","2014","Carmello, S.M.","1987","10","03","Brasil","São Paulo","Itanhaem",NA,"-46.783333","-24.166667","46°47'w","24°10's",NA,NA,"árvore de 3-4m altura, 15cm de circunferência, planta estéril","BOTU016484",NA,NA,NA,NA,NA,NA,"01",NA,NA,"10","28",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:30:31-03","UNESP-IBB","BOTU","21432","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.",NA,"1996",NA,"1996","10","10","Brasil","São Paulo","Peruíbe",NA,NA,NA,"9999","9999",NA,NA,"arbusto com 1,8m de altura, folhas cartáceas, frutos secos ferrugíneos","BOTU021432",NA,NA,NA,NA,NA,NA,"372",NA,NA,"10","10",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-08 11:09:58-03","UNESP-IBB","BOTU","13249","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.",NA,NA,"Amaral Jr., A.","1985","04","27","Brasil","São Paulo","Itanhaem",NA,"-46.783333","-24.166667","46°47'w","24°10's",NA,NA,"árvore de 10m alt.; raízes escora; plantula germinando.","BOTU013249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-18 09:30:31-03","UNESP-IBB","BOTU","17852","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.","Paschoal, M.E.S.","2007","Yuriko, Y.",NA,NA,NA,"Brasil","São Paulo","Peruíbe",NA,NA,NA,"9999","9999",NA,NA,NA,"BOTU017852",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","25",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-08 11:09:58-03","UNESP-IBB","BOTU","11331","PreservedSpecimen","Plantae","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle","L.",NA,NA,"Guimarães, M.I.T.M.","1983","04","25","Brasil","São Paulo","Guarujá",NA,"-46.256389","-23.993056","46°15'23w","23°59'35s",NA,NA,"árvore de 6m alt.; flores brancas, frutos, botões florais; manguezal. Coordenadas IBGE.","BOTU011331",NA,NA,NA,NA,NA,NA,"93-25483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
