"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","continentOcean","country","stateProvince","locality","relatedCatalogItem","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","phylum","individualCount","fieldNumber","infraspecificEpithet","typeStatus","preparationType"
"11","2020-11-19 10:24:45-03","CPAP","CPAP","11118","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Schessl, M.","1992","01","17",NA,"Brasil","MT","Rodovia estadual nº50, (Poconé-Porto Cercado) Km16,9 - fazenda San Diego",NA,NA,NA,NA,NA,NA,NA,NA,"1701921021","Poconé","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA
"12","2020-11-19 10:24:45-03","CPAP","CPAP","11132","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Schessl, M.","1992","02","11",NA,"Brasil","MT","Rodovia estadual nº50, (Poconé-Porto Cercado) Km 27,2",NA,NA,NA,NA,NA,NA,NA,NA,"1102921001","Poconé","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA
"13","2020-11-19 10:24:45-03","CPAP","CPAP","68","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Allem, A.","1977","11","20",NA,"Brasil","MS","Fazenda Ipanema; Sub-região da Nhecolândia; Pantanal",NA,"Erva cespitosa 2-2,5m de altura; inflorescência paniculada longa. INTERESSE: Forrageira. AMBIENTE: Frequente em campo limpo. Apreciada pelo gado. SUBSTRATO: solo arenoso.",NA,NA,"G.Davidse","1978","10",NA,"1426","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"14","2020-11-19 10:24:45-03","CPAP","CPAP","52","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Comastri Filho, J.A.","1979","10","23",NA,"Brasil","MS","Fazenda Santana; Sub-região do Paiaguás; Pantanal",NA,"Graminea cespitosa. INTERESSE: Forrageira. AMBIENTE: Encontrada em área de vazante ou em áreas de alagamento periódico. SUBSTRATO: solo arenoso.",NA,NA,"A. Allem","1979","00","07","11","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"15","2020-11-19 10:24:45-03","CPAP","CPAP","11533","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Pinder, L.","1991","01","01",NA,"Brasil","MS","Fazenda Pousada Caiman, Pantanal",NA,NA,NA,NA,"A. Pott","1993",NA,NA,"19","Miranda","-56.3782997131348","-20.2406005859375",NA,NA,NA,NA,"92112","auto",NA,NA,NA,NA,NA,NA
"16","2020-11-19 10:24:45-03","CPAP","CPAP","11599","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Pinder, L.","1991","01","01",NA,"Brasil","MS","Fazenda Pousada Caiman, Pantanal",NA,NA,NA,NA,"A. Pott","1993",NA,NA,"119","Miranda","-56.3782997131348","-20.2406005859375",NA,NA,NA,NA,"92112","auto",NA,NA,NA,NA,NA,NA
"17","2020-11-19 10:24:45-03","CPAP","CPAP","11075","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Schessl, M.","1991","11","05",NA,"Brasil","MT","30Km de Santo Antonio Do Leverger",NA,NA,NA,NA,NA,NA,NA,NA,"051191-1-7","Barão de Melgaço","-55.9674987792969","-16.1944007873535",NA,NA,NA,NA,"145819","auto",NA,NA,NA,NA,NA,NA
"18","2020-11-19 10:24:45-03","CPAP","CPAP","11079","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Schessl, M.","1991","11","05",NA,"Brasil","MT","30Km de Santo Antonio Do Leverger",NA,NA,NA,NA,NA,NA,NA,NA,"051191-611","Barão de Melgaço","-55.9674987792969","-16.1944007873535",NA,NA,NA,NA,"145819","auto",NA,NA,NA,NA,NA,NA
"19","2019-08-27 13:25:41-03","IAP","PACA-AGP","2516","PreservedSpecimen","Plantae","Liliatae","Cyperales","Gramineae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","C. Orth SJ","1936","06","17",NA,"Brasil","RS","Portão",NA,"Habitat: in subpaludosis alte dumetosis Fenofase: fruto","PACA002516",NA,"A. Chase",NA,NA,NA,NA,"São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"10287","auto","Magnoliophyta",NA,NA,NA,NA,NA
"20","2020-12-20 21:18:53-03","UFV","VIC","002972","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Chase, A.","2001","07",NA,NA,"Brasil","Mato Grosso","Uberabinha",NA,"Sandy clay campo.","VIC002972","VIC002972",NA,NA,NA,NA,"11233","Uberlândia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-20 21:18:53-03","UFV","VIC","2972","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Chase, A.","1930","03",NA,NA,"Brasil","Minas Gerais","Uberabinha, Campo areno-argiloso.",NA,"Ereto.","VIC002972","VIC002972",NA,NA,NA,NA,"11233","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"22","2019-11-21 14:42:03-03","UFJF","CESJ","42633","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","G. Hatschbach; J. Cordeiro","1993","10","19","América do Sul","Brasil","Paraná","Rodovia Castro - Tibagi, Km 24",NA,"Campo limpo, seco.","CESJ042633",NA,"S.Renvoize","2003",NA,NA,"59650","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"56988","auto","Angiosperma",NA,NA,NA,NA,NA
"23","2021-04-07 11:47:09-03","UFMS","CGMS","25004","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","F.S. Carvalho; S.C.H. Medeiros; B.E.M. Pinto; J.R. Silva","2009","05","05",NA,"Brasil","Mato Grosso do Sul","Fazenda Alegria, Pantanal de Nhecolândia.",NA,NA,"CGMS1054428",NA,"A. Pott; G.A. Damasceno-Junior",NA,NA,NA,"87","Corumbá","-56.745","-19.0622222","-56,745","-19,0622222","96","96",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-07 11:47:09-03","UFMS","CGMS","73120","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","V.J. Pott; S.N. Moreira; A. Pott","2010","01","08",NA,"Brasil","Mato Grosso do Sul","Fazenda Modelo, Embrapa, varjão próximo à ferrovia.",NA,NA,"CGMS1105927",NA,"A. Pott; V.J. Pott",NA,NA,NA,"10708","Campo Grande","-54.7908333","-20.5591667","-54,7908333","-20,5591667","510","510",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-07 11:47:09-03","UFMS","CGMS","23555","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","S.N. Moreira; V.J.Pott; A. Pott","2007","11","20",NA,"Brasil","Mato Grosso do Sul","Fazenda Modelo da Embrapa Gado de Corte; Área de Varjão prox. à ferrovia.",NA,NA,"CGMS1052967",NA,NA,NA,NA,NA,"89","Terenos","-54.79","-20.5566667","-54,79","-20,5566667","504","504",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-07 11:47:09-03","UFMS","CGMS","71656","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","V. Nakamura; D. Cuadrado, R. Fernandes, V.J. Pott","2018","11","01",NA,"Brasil","Mato Grosso do Sul","Fazenda Princesinha. Próximo ao Parque Nacional da Serra da Bodoquena",NA,"escapo de 115 cm. Habitat: Vereda sem Buritis, com presença marcante de Capim Navalha Habito: Aquático","CGMS1104459",NA,"V.J. Pott","2018",NA,NA,"23","Bonito","-56.8336111","-21.0891666","-56,8336111","-21,0891666","543","543",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-07 11:47:09-03","UFMS","CGMS","54486","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","M.L.Z. Colado; V.J. Pott; V.K. Stavis; V. Manvailer","2015","11","10",NA,"Brasil","Mato Grosso do Sul","Parque Estadual das Várzeas do Rio Ivinhema. Próximo 8 Km da séde, ao longo da entrada do Parque.",NA,"Inflorescência com estigma roxo e estame amarelo. Habitat: Campo úmido de várzea com espécies de vereda (sem buriti). Habito: Erva aquática emergente.","CGMS1084453",NA,"V.J. Pott","2016","06","11","80","Jateí","-53.7183334","-22.9297223","-53,7183334","-22,9297223","235","235",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-07 11:47:09-03","UFMS","CGMS","25540","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","S.A. Cunha; V.J.Pott & S.R.Cieslak","2006","03","17",NA,"Brasil","Mato Grosso do Sul","Embrapa Gado de Corte,Lagoão,cerca de 1km leste da sede.",NA,NA,"CGMS1054965",NA,"A.Guglieri","2006","11","17","12","Campo Grande","-54.7044444","-20.4491666","-54,7044444","-20,4491666","550","550",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-07 11:47:09-03","UFMS","CGMS","25693","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","S.A. Cunha; V.J.Pott & S.R.Cieslak","2006","10","06",NA,"Brasil","Mato Grosso do Sul","Embrapa Gado de Corte,Lagoão,cerca de 1km leste da sede.",NA,NA,"CGMS1055121",NA,"V.J.Pott","2008","05","08","165","Campo Grande","-54.7041667","-20.4322223","-54,7041667","-20,4322223","550","550",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-07 11:47:09-03","UFMS","CGMS","54043","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","A.L.S. Fachardo; A.L.S .Fachardo;P.I. Martins; G.M. Shiroma","2015","06","18",NA,"Brasil","Mato Grosso do Sul","Parque Estadual das Nascentes do Rio Taquari Águas Emendadas.",NA,NA,"CGMS1084010",NA,"V.J. Pott","2015","12","08","59","Costa Rica",NA,"-18.235",NA,"-18,235","790","790",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-07 11:47:09-03","UFMS","CGMS","59542","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","G.P. Freitas; S. Torrecilha; J.L.C.S. Almeida; M.G.G. Carrijo","2015","11","13",NA,"Brasil","Mato Grosso do Sul","Parque Estadual Várzeas do Ivinhema.",NA,NA,"CGMS1089455",NA,"A. Pott","2015","11","13","73","Jateí","-53.6958333","-22.9280556","-53,6958333","-22,9280556","236","236",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-07 11:47:09-03","UFMS","CGMS","13442","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","V.J. Pott; A. Pott; A.C.M Cristaldo; S. Aragaki","2004","03","28",NA,"Brasil","Mato Grosso do Sul","Fazenda Pouso Frio, Córrego Pouso Frio, cerca de 700 m da nascente (Rio Aporé).",NA,"Inflorescência arroxeada. Coordenada original (etiqueta): 18°40#?#0,2'S. Habitat: Córrego límpido em vereda de buriti (Mauritia flexuosa), com 1,0-1,5 m de profundidade. Solo argiloso, turfoso com muita matéria orgânica. Relevo plano.","CGMS1042862",NA,"J.F.M. Valls",NA,NA,NA,"6770","Chapadão do Sul","-52.8675","-18.6666667","-52,8675","-18,6666667","800","800",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-04-07 11:47:09-03","UFMS","CGMS","52933","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","V.J. Pott; A. Pott; S.N. Moreira","2007","10","09",NA,"Brasil","Mato Grosso do Sul","Varjão, Fazenda Modelo (Embrapa), nascente próxima à ferrovia.",NA,NA,"CGMS1082902",NA,"V.J. Pott",NA,NA,NA,"9742","Terenos","-54.7905555","-20.5566667","-54,7905555","-20,5566667","500","500",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-04-07 11:47:09-03","UFMS","CGMS","25610","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","S.A. Cunha; V.J.Pott & S.R.Cieslak","2006","04","24",NA,"Brasil","Mato Grosso do Sul","Embrapa Gado de Corte,Lagoão,cerca de 1km leste da sede.",NA,NA,"CGMS1055037",NA,"A.Guglieri","2006","11","17","82","Campo Grande","-54.7025","-20.43","-54,7025","-20,43","540","540",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-04-07 11:47:09-03","UFMS","CGMS","37534","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","F.Bao; M.Rocha; A.Pott","2011","11","12",NA,"Brasil","Mato Grosso do Sul","Fazenda São Bento.",NA,"Flor ausente. Fruto ausente. Habitat: Campo inundável. Relevo plano. Habito: Herbáceo.","CGMS1066949",NA,"A.Pott","2011","11","12","154","Corumbá","-57.0166667","-19.5027778","-57,0166667","-19,5027778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-04-07 11:47:09-03","UFMS","CGMS","70846","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","V.J. Pott","2007","02","14",NA,"Brasil","Mato Grosso do Sul","Fazenda Che Valle Me, próximo à entrada.",NA,NA,"CGMS1103308",NA,"V.J. Pott",NA,NA,NA,"9050","Antônio João","-55.9352777","-22.2130556","-55,9352777","-22,2130556","692","692",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-04-07 11:47:09-03","UFMS","CGMS","17683","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","K.R. Laitart","2007","02","14",NA,"Brasil","Mato Grosso do Sul","Próximo ao açude.",NA,"Inflorescência lilás. Habitat: Pasto degradado. Habito: Erva.","CGMS1046978",NA,"A. Guglieri","2009","05","01","24","Antônio João","-55.9352777","-22.2130556","-55,9352777","-22,2130556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-04-07 11:47:09-03","UFMS","CGMS","71071","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","V.J. Pott; C. Rosso; R.P. Araújo","2001","04","18",NA,"Brasil","Mato Grosso do Sul","Próximo a Fazenda Sapucaia e rio Paraguai, Pantanal do Nabileque.",NA,"Frequente. Habitat: Campo alagável com murunduns, na época seca, com gado; Solo argiloso; Relevo levemente inclinado. Habito: Erva cespitosa.","CGMS1103723",NA,NA,NA,NA,NA,"4587","Corumbá","-57.6333333","-19.7644444","-57,6333333","-19,7644444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-04-07 11:47:09-03","UFMS","CGMS","50204","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","E.B. Souza","2015","04","13",NA,"Brasil","Mato Grosso do Sul","Fazenda São Bento, campo inundável.",NA,NA,"CGMS1080190",NA,"V.J. Pott","2015","04","30","302","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"91","91","295160","auto",NA,NA,NA,NA,NA,NA
"40","2021-04-07 11:47:09-03","UFMS","CGMS","27083","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","A. Guglieri; J.R. Silva","2008","06","04",NA,"Brasil","Mato Grosso do Sul","Pantanal de Miranda, Estrada Parque.",NA,NA,"CGMS1056525",NA,"J.F.M. Valls","2008","08","13","1746","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"41","2020-12-04 17:42:48-03","UNICAMP","UEC","16785","S","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Ratter, JA; Castro, RA; Souza, R; Santos, RR","1968","06","21",NA,"Brazil","Mato Grosso","C. 270 km N of Xavantina on the Xavantina - São Félix road.",NA,"Tuft grass, 1 m tall.&nf;Growing in low grassy campo burned 6 weeks prior to collection.","UEC048727","UEC048727",NA,NA,NA,NA,"R.1891","Nova Xavantina","-51.866667","-12.9","-51.866667","-12.9",NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA
"42","2021-03-01 16:20:22-03","UNICAMP","UEC","150011","S","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Souza, VC; Souza, JP; Scalon, VR; Astorino, A","1996","01","27",NA,"Brazil","São Paulo","Estrada para Itatinga, ca 29 Km de Angatuba. Bairro Santo Inácio.&nf;Campo.",NA,"Erva; espiguetas vináceas.","UEC063239","UEC063239","Shirasuna, RT","2011",NA,NA,"10782","Angatuba","-48.526417","-23.313333","-48.526417","-23.313333","610","610",NA,NA,"Liliopsida",NA,NA,NA,NA,NA
"43","2021-03-01 16:20:22-03","UNICAMP","UEC","204278","S","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Pilon, NAL; Assis, GB; Durigan, G","2014","04","14",NA,"Brazil","São Paulo","Estação Ecológica de Águas de Santa Bárbara",NA,"Gramínea cespitosa, planta com aspecto opaco, colmos arroxeados, encontrada na borda do campo úmido; Campo úmido","UEC183026","UEC183026","Pilon, NAL","2014","04","14","253","Águas de Santa Bárbara","-49.242153","-22.810417","-49.242153","-22.810417",NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA
"44","2021-03-01 16:20:22-03","UNICAMP","UEC","122644","S","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Prado, AL; et al.","1991","10","17",NA,"Brazil","Mato Grosso","Faz. Berro do Bugiu, Rod. Transpantaneira, Km 36, Poconé-Pixaim. Campo sazonalmente alagável.",NA,"Erva, ca. 1,4m de altura; entouceirada. Fase de propagação por semente. Solo argilo-arenoso.","UEC122644","UEC122644",NA,NA,NA,NA,"2647s.n.","Poconé","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"200792","auto","Liliopsida",NA,NA,NA,NA,NA
"45","2021-03-01 16:20:20-03","UNICAMP","UEC","122644","S","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Prado, AL; et al.","1991","10","17",NA,"Brazil","Mato Grosso","Faz. Berro do Bugiu, Rod. Transpantaneira, Km 36, Poconé-Pixaim. Campo sazonalmente alagável.",NA,"Erva, ca. 1,4m de altura; entouceirada. Fase de propagação por semente. Solo argilo-arenoso.","UEC048736","UEC048736",NA,NA,NA,NA,"2647","Poconé","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"200792","auto","Liliopsida",NA,NA,NA,NA,NA
"46","2020-12-04 17:42:48-03","UNICAMP","UEC","21901","S","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Allen, A; Vieira, G; Valls, JFM; Comastri, J","1978","10","31",NA,"Brazil","Mato Grosso do Sul","Faz. Rio Negro, margem do rio.",NA,"Erva cespitosa, dura, alcançado 150 cm de altura com folhas glaucas e inflorescências avermelhadas. Ocasional em caronal.","UEC048733","UEC048733","Zanin, A","2001","07",NA,"2309","Aquidauana","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,"212961","auto","Liliopsida",NA,NA,NA,NA,NA
