"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","infraspecificEpithet","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","01190009","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","J. R. Nascimento","1302","South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1395949' target='other'> <mi>dwc_moreinfo</mi></a>","NY01190009","Magnoliophyta","Fabales","Desv.",NA,NA,NA,NA,"Amazonas",NA,NA,NA,"NY01190009_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00924578","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","Martii Herbar. Florae Brasil.","1095","South America","Brazil","Brasil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004253' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924578","Magnoliophyta","Fabales","Desv.",NA,NA,NA,NA,NA,NA,NA,NA,"NY00924578_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","330731","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","M. Silveira","1548","South America","Brazil","Rio Purus, seringal Terra Nova, colocaçao Terra Nova.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=145399' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330731","Magnoliophyta","Fabales","Desv.","T. D. Pennington","1996","11","23","Acre","Manoel Urbano","-69.7947","-9.1117","NY00330731_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01048752","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","E. M. N. Ferraz","481","South America","Brazil","Mata do Estado.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1194229' target='other'> <mi>dwc_moreinfo</mi></a>","NY01048752","Magnoliophyta","Fabales","Desv.","F. Bonadeu da Silva","1998","10","23","Pernambuco","Sao Vicente Ferrer","-35.5","-7.5833","NY01048752_01","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2017-01-09 11:55:00-02","NY","NYBG","02474101","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","C. M. Mynssen","1339","South America","Brazil","Parque Estadual do Desengano, trilha para Águas Paradas, após a represa da CEDAE","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685426' target='other'> <mi>dwc_moreinfo</mi></a>","NY02474101","Magnoliophyta","Fabales",NA,NA,"2012","07","26","Rio de Janeiro","Santa Maria Madalena","-41.9156","-21.9289","NY02474101_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01167143","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","G. T. Prance","6072","South America","Brazil","Km 0-6, Road Abunã to Rio Branco, between Abunã and Rio Madeira.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1313574' target='other'> <mi>dwc_moreinfo</mi></a>","NY01167143","Magnoliophyta","Fabales","Desv.","T. D. Pennington","1968","07","15","Rondônia",NA,"-65.3848502","-9.6824039","NY01167143_01 NY01167143_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01167154","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","E. Forero","7039","South America","Brazil","1 Km NE of Ariquemes","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1313412' target='other'> <mi>dwc_moreinfo</mi></a>","NY01167154","Magnoliophyta","Fabales","Desv.","J. W. Grimes","1968","08","13","Rondônia",NA,NA,NA,"NY01167154_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","408837","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","W. W. Thomas","9218","South America","Brazil","Along rd from Ilhéus to Serra Grande, 16.6 km S of Serra Grande (ca. 19 km N of Ilhéus), just N of Tulha","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=145412' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408837","Magnoliophyta","Fabales","Desv.","J. W. Grimes","1992","05","08","Bahia","Ilhéus","-39.15","-14.68","NY00408837_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02679417","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","T. M. C. da Silva","31","South America","Brazil","Estação Ecológica do Tapacurá","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2951149' target='other'> <mi>dwc_moreinfo</mi></a>","NY02679417","Magnoliophyta","Fabales","Desv.",NA,"2001","01","10","Pernambuco","São Lourenço da Mata","-34.9503","-8.0128","NY02679417_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01167144","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","G. T. Prance","24002","South America","Brazil","Estirão do Equador, Rio Javari.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1314435' target='other'> <mi>dwc_moreinfo</mi></a>","NY01167144","Magnoliophyta","Fabales","Desv.","J. W. Grimes","1976","10","22","Amazonas",NA,"-71.5508","-4.5258","NY01167144_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02474170","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","M. F. Simon","2058","South America","Brazil","Margem direita do rio Madeira, 6 km W do porto da balsa para villa São Lourenço, parcela T8P1","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685599' target='other'> <mi>dwc_moreinfo</mi></a>","NY02474170","Magnoliophyta","Fabales","Desv.",NA,"2013","11","24","Rondônia","Porto Velho","-65.0575","-9.6047","NY02474170_01","109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01167136","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","W. R. Spironelo","A47-2","South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1321834' target='other'> <mi>dwc_moreinfo</mi></a>","NY01167136","Magnoliophyta","Fabales","Desv.",NA,NA,NA,NA,"Amazonas",NA,NA,NA,"NY01167136_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","408813","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","A. P. Duarte","5411","South America","Brazil","Guanabara. Botafogo, Mundo Novo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=145463' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408813","Magnoliophyta","Fabales","Desv.",NA,"1960","10","11","Rio de Janeiro","Rio de Janeiro","-43.185991","-22.940403","NY00408813_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01167347","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","P. L. B. Lisboa","1396","South America","Brazil","Margem esquerda do rio Tocantins, BR-422, km 20, ramal à esquerda.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1313600' target='other'> <mi>dwc_moreinfo</mi></a>","NY01167347","Magnoliophyta","Fabales","Desv.","F. Bonadeu da Silva","1980","02","04","Pará","Tucuruí","-49.6933347","-3.9414729","NY01167347_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01167351","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","W. Milliken","1880","South America","Brazil","Yanomami indigenous reserva (Rio Demini region). Vicinity of Watoriketheri village, below Serra Demini","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1314303' target='other'> <mi>dwc_moreinfo</mi></a>","NY01167351","Magnoliophyta","Fabales","Desv.","F. Bonadeu da Silva","1993","08",NA,"Amazonas",NA,"-62.6566601","0.5201697","NY01167351_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01167158","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","G. A. Black","50-9097","South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1327604' target='other'> <mi>dwc_moreinfo</mi></a>","NY01167158","Magnoliophyta","Fabales","Desv.",NA,NA,NA,NA,"Pará",NA,NA,NA,"NY01167158_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","886115","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","D. S. D. de Araújo","4545","South America","Brazil","Estrada Us. São João - Lagoa do Campelo.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986436' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886115","Magnoliophyta","Fabales","Desv.","F. Bonadeu da Silva","1981","08","18","Rio de Janeiro","Campos",NA,NA,"NY00886115_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","389166","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","B. M. Boom","2054","South America","French Guiana",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=145434' target='other'> <mi>dwc_moreinfo</mi></a>","NY00389166","Magnoliophyta","Fabales","Desv.","O. Poncy","1982","10",NA,NA,NA,NA,NA,NA,"200","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","2063186","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","J. Revilla","8555","South America","Brazil","PA-149, área de desmatamento, ramal da massa fálida.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2362590' target='other'> <mi>dwc_moreinfo</mi></a>","NY02063186","Magnoliophyta","Fabales","Desv.","F. Bonadeu da Silva","1983","10","05","Pará","Tucuruí","-49.6735668","-3.764569","NY02063186_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01167376","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","J. M. Pires","626","South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1390499' target='other'> <mi>dwc_moreinfo</mi></a>","NY01167376","Magnoliophyta","Fabales","Desv.","F. Bonadeu da Silva",NA,NA,NA,"Pará",NA,NA,NA,"NY01167376_01 NY01167376_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00924554","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","Martii Herbar. Florae Brasil.","1095","South America","Brazil","Brasil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004252' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924554","Magnoliophyta","Fabales","Desv.",NA,NA,NA,NA,NA,NA,NA,NA,"NY00924554_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01167350","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","H. T. Beck","420","South America","Brazil","Rio Mocoões, 50min. by boat below Tauari.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1313552' target='other'> <mi>dwc_moreinfo</mi></a>","NY01167350","Magnoliophyta","Fabales","Desv.","F. Bonadeu da Silva","1987","11","11","Pará",NA,"-49.75","-0.8","NY01167350_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","754754","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","D. C. Daly","7498","South America","Brazil","Reserva Extrativista do Alto Rio Juruá, Seringal São João, Colocação Tapaúna","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=145386' target='other'> <mi>dwc_moreinfo</mi></a>","NY00754754","Magnoliophyta","Fabales","Desv.","J. W. Grimes; R. C. Barneby","1992","03","19","Acre","Cruzeiro do Sul","-72.68","-9.2","NY00754754_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01167125","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","L. O. A. Teixeira","202","South America","Brazil","Estrada Humaitá-Porto Velho km 60, perto do igarapé São João","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1321655' target='other'> <mi>dwc_moreinfo</mi></a>","NY01167125","Magnoliophyta","Fabales","Desv.","O. Poncy","1982","05","04","Amazonas","Humaitá","-63.3703262","-7.9607224","NY01167125_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1065797","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","C. Figueiredo","28","South America","Brazil","Parque Zoobotânico.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=847576' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065797","Magnoliophyta","Fabales","Desv.","T. D. Pennington","1993","08","27","Acre","Rio Branco","-67.874","-9.957","NY01065797_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-09-27 04:04:00-03","NY","NYBG","01167213","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","W. A. Archer","8096","South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1344723' target='other'> <mi>dwc_moreinfo</mi></a>","NY01167213","Magnoliophyta","Fabales",NA,"W. A. Ducke",NA,NA,NA,"Pará",NA,NA,NA,"NY01167213_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01167377","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","G. T. Prance","1853","South America","Brazil","Road BR 22, Capanema to Maranhão. Vicinity of Cachoeira, km. 96.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1390500' target='other'> <mi>dwc_moreinfo</mi></a>","NY01167377","Magnoliophyta","Fabales","Desv.","F. Bonadeu da Silva","1965","10","31","Pará",NA,"-46.537506","-1.765546","NY01167377_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01167151","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","W. W. Thomas","5053","South America","Brazil","Represa Samuel, ca 1 km N of campinarana.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1313545' target='other'> <mi>dwc_moreinfo</mi></a>","NY01167151","Magnoliophyta","Fabales","Desv.","J. W. Grimes","1986","06","13","Rondônia","Porto Velho","-63.216667","-9.083333","NY01167151_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","408842","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","D. J. N. Hind","51408","South America","Brazil","Estrada Abaíra-Piata, Sitio Rodeador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=145401' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408842","Magnoliophyta","Fabales","Desv.","L. P. de Queiroz","1992","01","31","Bahia","Abaíra","-41.73","-13.27","NY00408842_01","900","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","408816","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","J. P. Lanna Sobrinho","16032","South America","Brazil","Tijuca, Floresta, junto a ponte pr. Gruta Paulo e Virginia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=145387' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408816","Magnoliophyta","Fabales","Desv.","I. A. Rodrigues","1966","03","03","Rio de Janeiro","Rio de Janeiro","-43.2075","-22.9031","NY00408816_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","408835","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","R. M. Harley","18453","South America","Brazil","Coastal Zone. ca. 6km SW of Itacaré on side road by small dam and hydroelectric generator by river. South of the mouth of the Rio de Contas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=145424' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408835","Magnoliophyta","Fabales","Desv.","G. P. Lewis","1977","01","31","Bahia",NA,"-39.05","-14.32","NY00408835_01",NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01132149","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","B. V. Rabelo","2749","South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1327564' target='other'> <mi>dwc_moreinfo</mi></a>","NY01132149","Magnoliophyta","Fabales","Desv.","J. W. Grimes",NA,NA,NA,"Amapá",NA,NA,NA,"NY01132149_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01167156","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","C. A. Cid Ferreira","4901","South America","Brazil","BR 364, rodovia Cuiabá-Porto Velho, km 378, Reserva Ecológica do CNPq-INPA","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1313593' target='other'> <mi>dwc_moreinfo</mi></a>","NY01167156","Magnoliophyta","Fabales","Desv.","J. W. Grimes","1984","06","29","Rondônia","Ouro Preto do Oeste","-62.2158","-10.7481","NY01167156_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","01167163","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","M. H. Nee","42479","South America","Brazil","Distrito Agropecuário da SUFRAMA, Rodovia BR 174, Km 72, then 6 Km west, Fazenda Dimona.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1313577' target='other'> <mi>dwc_moreinfo</mi></a>","NY01167163","Magnoliophyta","Fabales","Desv.","M. G. Vieira","1992","02","11","Amazonas","Manaus","-60.0917441","-2.326638","NY01167163_01 NY01167163_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","01132145","PreservedSpecimen","Plantae","Fabaceae","Inga","capitata","Inga capitata","W. R. Spironelo","A.3-1","South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1322304' target='other'> <mi>dwc_moreinfo</mi></a>","NY01132145","Magnoliophyta","Fabales","Desv.",NA,NA,NA,NA,"Amazonas",NA,NA,NA,"NY01132145_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
