"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","decimalLongitude","decimalLatitude","imagecode","identifiedBy","county","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","dayIdentified","individualCount"
"11","2019-10-09 11:25:34-03","UFBA","ALCB","032046","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Félix, LP","7398","1995","08","07","Southern America","Brasil","Bahia",NA,NA,NA,NA,NA,"Arbusto. Flores alvas.; Em sítio rupestre",NA,"Dicotyledon",NA,"Moldenke","-41.1561012268066","-11.5500001907349",NA,"Silva, TRS","Morro do Chapéu","2001","02",NA,NA,"98143","auto",NA,NA,NA,NA,NA
"12","2020-02-08 09:34:31-03","NBC","NL-BOTANY","U 0007026","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana","isotype","Harley RM; et al.",NA,"1977","03","02","Southern America","Brazil","Bahia","Estado da BahiaMorro do Chapeu19.5 km SE of the town of Morro do Chapeu on the BA 052 road to Munco Novo, by the Rio Ferro Doido",NA,NA,NA,NA,"with water worn horizontally bedded sandstone at soil surface, with damp sand, sedge marsh, exposed rock & waterfall.Vegetation: open scrub to closed low woodland in the drier areas.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200007026 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0007026",NA,"Lamiales","Moldenke","-41.033333","-11.633333","NL-U0007026","Moldenke HN",NA,NA,NA,"-41.033333","-11.633333",NA,NA,"Magnoliopsidae","30504",NA,NA,NA
"13","2020-02-08 09:34:31-03","NBC","NL-BOTANY","U.1756496","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Harley RM; et al.",NA,"1980","05","31","Southern America","Brazil",NA,"Estado da Bahia, Morro do Chapeu, Rio do Ferro Doido, 19.5 km SE of Morro do Chapeu on the BA 052 highway to Mundo Novo.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1756496 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1756496",NA,"Lamiales","Moldenke","-41.033333","-11.633333","NL-U1756496",NA,NA,NA,NA,"-41.033333","-11.633333",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"14","2019-02-15 11:51:50-02","IPA","IPA","32738","S","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Harley, R.M.","22835","1980","05","31","Southern America","Brasil","Bahia","Rio do Ferro Doido, 19,5 km SE of Morro do Chapéu on the BA 052 highway to Mundo Novo, with water-worn, horizontally bedded sandstone at surface, with damp sand, sedge marsh, exposed rocks & waterfall.","900","900",NA,NA,"Shrub to 4m with erect spindly stems, but often less (1m) with leaves coriaceous to slightly fleshy, bright green above, pale green beneath, aromatic. Bracts spreading, pale green with pinkish tinge. Flowers pink in bud, with pale lil","IPA0032738","Plantae",NA,"Moldenke","-41.033333","-11.633333",NA,NA,"Morro do Chapéu",NA,NA,"-41.033333","-11.633333",NA,NA,NA,NA,NA,NA,NA
"15","2019-02-15 11:51:50-02","IPA","IPA","53121","S","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana","ISOTYPE","Harley, R.M.","19226","1977","03","02","Southern America","Brasil","Bahia","19,5 km SE of the town of Morro do Chapéu on the BA 052 road to Mundo Novo, by the Rio Ferro Doido, with water worn horizontally bedded sandstone at soil surface, with damp sand, sedge marsh, exposed rock & waterfall.","900","900",NA,NA,"Fastigiate shrub to 3m. Leaves aromatic mid-green above. Paler beneath. Bracteoles very pale green. Corolla small dull reddish-purple.; Vegetation: open scrub to closed low woodland in the drier areas.","IPA0053121","Plantae",NA,"Moldenke","-41.033333","-11.633333","IPA0053121","Moldenke, H.N.","Morro do Chapéu","1978",NA,"-41.033333","-11.633333",NA,NA,NA,NA,NA,NA,NA
"16","2019-11-21 14:47:47-03","UFJF","CESJ","34552","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"E. Melo; et al.","3393","2001","04","20","América do Sul","Brasil","Bahia","Rio Ferro Doido.","905","905",NA,NA,"Arbusto com ca. 1,5 m. Folhas coriáceas.Brácteas verde-claras. Na vegetação em beira de rio.","CESJ034552","Angiosperma",NA,"Moldenke","-41.0025","-11.626667",NA,"F. França","Morro do Chapéu","2001","06","-41.0025","-11.626667",NA,NA,NA,NA,NA,NA,NA
"17","2019-11-21 14:47:47-03","UFJF","CESJ","63814","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"L.M. Oliveira","9","2013","11","07","América do Sul","Brasil","Bahia","Horto Florestal - HUEFS",NA,NA,NA,NA,"Cultivada.","CESJ063814","Angiosperma",NA,"Moldenke","-38.9667015075684","-12.2666997909546",NA,NA,"Feira de Santana",NA,NA,NA,NA,"46325","auto",NA,NA,NA,NA,NA
"18","2020-07-02 19:03:31-03","UFJF","CESJ","38886","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"L.B. da Silva; et al.","6036","1997","03","05","América do Sul","Brasil","Bahia","Cachoeira do Rio Ferro Doido",NA,NA,NA,NA,"Arbusto com ca. de 2,0 m alt., ramificado. Folhas coriáceas, discolores, face adaxial verde-escuro e abaxial glauca, aromáticas. Brácteas involucrais creme-esverdeadas, corola lilás a rosa, fauce amarela passando a lilás. Com freqüência ocasional. Em cam","CESJ038886","Angiosperma",NA,"Moldenke","-41.000833","-11.628333",NA,NA,"Morro do Chapéu",NA,NA,"-41.000833","-11.628333",NA,NA,NA,NA,NA,NA,NA
"19","2020-07-02 19:03:31-03","UFJF","CESJ","38532","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"A.M. Giulietti; H.P.Bautista; S.Smith; R. Harley; N.H","3243","1996","06","29","América do Sul","Brasil","Bahia","Estrada Morro do Chapéu-Jacobina.","950","950",NA,NA,"Campo rupestre. Arbustos e pequenas árvores perenifólias,agrupadas densamente, e ervas anuais, em afloramentos rochosos com areia.Arbusto de até 2,20m. alt.,odor esquisito. Folhas papiráceas, discolores, faces adaxial verde-escura e abaxial verde-clara.","CESJ038532","Angiosperma",NA,"Moldenke","-41","-11",NA,"F.R.G. Salimena","Morro do Chapéu","2006","11","-41","-11",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:42:44-03","UNICAMP","UEC","39511","S","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Harley, RM","22835","1980","05","31",NA,"Brazil","Bahia","Rio do Ferro Doido, 19, 5 km SE of Morro do Chapéu, On the BA 052 highway to Mundo Novo.","900","900",NA,NA,"Shrub to 4m with erect spindly stems, but often less (1m) with leaves coriaceous to slightly fleshy, bright green above, pale green with pinkish tinge. Flowers pink in bud, pinkish purple tube, throat yellow.; with water-worn, horizontally bedded san",NA,"Magnoliopsida",NA,"Moldenke","-41.033333","-11.633333",NA,"GLBR","Morro do Chapéu",NA,NA,"-41.033333","-11.633333",NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:47:11-03","MBM","MBM","60049","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana hatschbachii","ISOTYPE","Hatschbach, G.; Kasper; Kasper","41663","1978","10","23","Southern America","Brazil","Minas Gerais","Arredores",NA,NA,NA,NA,"Arbusto 2m, flor lilás; dos pastos; Arbusto 2m, flor lilás.; Dos pastos.","MBM060049",NA,NA,"Moldenke","-43.4883003234863","-16.4757995605469","MBM060049",NA,"Francisco Sá",NA,NA,NA,NA,"45875","auto",NA,NA,"hatschbachii",NA,NA
"22","2020-12-21 16:47:11-03","MBM","MBM","117083","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Carvalho, A.M. de; Plowman, T.; Plowman, T.","1543","1983","02","09","Southern America","Brazil","Bahia","Km 7 da estrada Maracás - Contenda do Sincorá",NA,NA,NA,NA,NA,"MBM117083",NA,NA,"Moldenke","-40.4308013916016","-13.4411001205444","MBM117083",NA,"Maracás",NA,NA,NA,NA,"50558","auto",NA,NA,NA,NA,NA
"23","2020-12-21 16:47:11-03","MBM","MBM","268905","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Melo, E.; et al.; et al.","3088","1999","11","15","Southern America","Brazil","Bahia","Rio Ferro Doido",NA,NA,NA,NA,NA,"MBM268905",NA,NA,"Moldenke","-41.1561012268066","-11.5500001907349","MBM268905",NA,"Morro do Chapéu",NA,NA,NA,NA,"98143","auto",NA,NA,NA,NA,NA
"24","2020-12-21 16:47:11-03","MBM","MBM","259292","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Melo, E.; et al.; et al.","3393","2001","04","20","Southern America","Brazil","Bahia","Rio Ferro Doido",NA,NA,NA,NA,NA,"MBM259292",NA,NA,"Moldenke","-41.1561012268066","-11.5500001907349","MBM259292","França, F.","Morro do Chapéu",NA,NA,NA,NA,"98143","auto",NA,NA,NA,NA,NA
"25","2020-12-11 11:42:43-03","UFMG","BHCB","143859","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Giulietti, AM; Bautista, HP; Smith, S; Harley, RM","3243",NA,NA,NA,"Southern America","Brasil","Bahia","Morro do Chapéu, Estrada Morro do Chapéu - Jacobina",NA,NA,NA,NA,"Arbusto e pequenas árvores perenifólias, agrupadas densamente, e ervas anuais. Arbusto de até 2,20 m de altura, odor esquisito. Folhas papiráceas, discolores, faces adaxial verde-escura e abaxial verde-clara. Flor.; Campo rupestre. Af","BHCB012717","Dicotyledon",NA,"Moldenke","-40.9418983459473","-11.2586002349854",NA,NA,"Várzea Nova",NA,NA,NA,NA,"47797","auto",NA,NA,NA,NA,NA
"26","2015-08-13 05:50:00-03","MO","MOBOT","2329916","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana","Isotype","R.M. Harley","Harley 19226","1977","3","2","South America","Brazil","Bahia","Morro do Chapeu. 19.5 km. SE of the town of Morro do Chapeu on the BA 052 road to Mundo Novo, by the Rio Ferro Doido, with water worn horizontally bedded sandstone at soil surface, with damp sand, sedge marsh, exposed rock & waterfall. Vegetation: open scrub to closed low woodland in the drier areas.","900.00000000",NA,NA,NA,NA,NA,NA,NA,"Moldenke","-41.03333","-11.63333",NA,"H. Moldenke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-04 10:30:29-03","UFRPE","HST","7439","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"L.P.Félix","7398","1995","08","07",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,"Arbusto; flores alvas.","HST007439",NA,NA,"Moldenke","-41.1561012268066","-11.5500001907349",NA,"T.R.S.Santos","Morro do Chapéu","2008","05",NA,NA,"98143","auto",NA,NA,NA,"09",NA
"28","2020-09-12 05:00:02-03","US","US","2962835","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"R. M. Harley, G. L. Bromley, A. M. Carvalho, J. M. Soares Nunes & et al.","22835","1980","5","31","South America - Neotropics","Brazil","Bahia","Morro do Chapeu. Rio do Ferro Doido, 19.5 km. SE of Morro do Chapeu on the BA 052 highway to Mundo Novo.","900",NA,NA,NA,NA,"US03198815",NA,"Lamiales","Moldenke","-41.03","-11.63","US03198815_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"29","2020-09-02 16:40:25-03","Cenargen","CEN","69334","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"José Floriano Barêa Pastore","2609","2008","04","18",NA,"Brasil","BA","Caminho para cachoeira do Ferro Doido.",NA,NA,"Exsicatas",NA,"Substrato arenoso, próximo a curso d'agua. Arbusto. Planta aromática. Flor branca. Exsicata. Doação do Herbário da Universidade Estadual de Feira de Santana - HUEFS (143613). Feira de Santana - Bahia.","CEN00069334",NA,NA,"Moldenke","-41.1561012268066","-11.5500001907349","CEN00069334","F. R. G. Salimena","MORRO DO CHAPEU","2015","03","-41166666.0","-11066666.0","98143","auto",NA,NA,NA,NA,"1"
"30","2020-09-02 16:40:25-03","Cenargen","CEN","42415","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Efigênia de Melo","3088","1999","11","15",NA,"Brasil","BA","Rio Ferro Doido. Leito seco do rio.","760","760","Exsicatas",NA,"Brácteas verde-claro. Corola lilás, fauce amarela. Doação do Herbário da Universidade Estadual de Feira de Santana - HUEFS (41242). Feira de Santana - Bahia.","CEN00042415",NA,NA,"Moldenke","-41.1561012268066","-11.5500001907349","CEN00042415","T. R. Santos-Silva","MORRO DO CHAPEU","2008","11","-4099083.0","-1161667.0","98143","auto",NA,NA,NA,NA,"1"
"31","2019-11-13 11:32:46-03","USP","SPF","130201","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Silva, LB","PCD6036","1997","03","05",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,"SPF00130201",NA,NA,"Moldenke","-41.000833","-11.628333","SPF00130201","Harley, RM","Morro do Chapéu","1997","03","-41.000833","-11.628333",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 18:30:20-03","USP","SPF","131030","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Giulietti, AM","PCD3243","1996","06","29",NA,"Brasil","Bahia","Estrada Morro do Chapéu-Jacobina.","950","950",NA,NA,"Arbusto e pequenas árvores perenifólias, agrupadas densamente e ervas anauas.; AFloramentos rochosos com areia.","SPF00131030",NA,NA,"Moldenke","-41.084444","-11.482778","SPF00131030","Silva, TRS","Morro do Chapéu","2008",NA,"-41.084444","-11.482778",NA,NA,NA,NA,NA,NA,NA
"33","2019-11-13 11:32:46-03","USP","SPF","146853","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Melo, E","3088","1999","11","15",NA,"Brasil","Bahia",NA,"760","760",NA,NA,NA,"SPF00146853",NA,NA,"Moldenke","-40.990833","-11.616667","SPF00146853","Anônimo","Morro do Chapéu",NA,NA,"-40.990833","-11.616667",NA,NA,NA,NA,NA,NA,NA
"34","2019-11-13 11:32:46-03","USP","SPF","32485","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Harley, RM","22835","1980","05","31",NA,"Brasil","Bahia",NA,"900","900",NA,NA,NA,"SPF00032485",NA,NA,"Moldenke","-41.033333","-11.633333","SPF00032485","Anônimo","Morro do Chapéu",NA,NA,"-41.033333","-11.633333",NA,NA,NA,NA,NA,NA,NA
"35","2019-11-13 11:32:46-03","USP","SPF","17966","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Furlan, A","CFCR307","1980","11","30",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,"SPF00017966",NA,NA,"Moldenke","-41.1561012268066","-11.5500001907349","SPF00017966","Bromley, GLR","Morro do Chapéu","1984",NA,NA,NA,"98143","auto",NA,NA,NA,NA,NA
"36","2019-11-13 11:32:46-03","USP","SPF","194635","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Giulietti, AM","3243",NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,"SPF00194635",NA,NA,"Moldenke","-41.1561012268066","-11.5500001907349","SPF00194635","Salimena-Pires, FRG","Morro do Chapéu",NA,NA,NA,NA,"98143","auto",NA,NA,NA,NA,NA
"37","2019-10-07 09:17:09-03","UEFS","HUEFS","38164","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Félix, L.P.","7398","1995","08","07",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,"Em sítio rupestre.","HUEFS0038164","Angiospermae","Lamiales","Moldenke","-41.1561012268066","-11.5500001907349","HUEFS0038164","T.R.S.Silva","Morro do Chapéu","2001","02",NA,NA,"98143","auto","Asteranae",NA,NA,NA,NA
"38","2019-10-07 09:17:09-03","UEFS","HUEFS","128637","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Queiroz, L.P.de","13113","2007","10","05",NA,"Brasil","Bahia","Área da Cachoeira do Ferro Doido, ca. 15 Km E de Morro do Chapéu na Estrada do Feijão.","883","883",NA,NA,"Campo rupestre sobre afloramento de quartzito rosa e mata ciliar.","HUEFS0128637","Angiospermae","Lamiales","Moldenke","-40.998056","-11.625556","HUEFS0128637","T.R.S.Silva","Morro do Chapéu","2010","06","40W59'53''","11S37'32''",NA,NA,"Asteranae",NA,NA,NA,NA
"39","2019-10-07 09:17:09-03","UEFS","HUEFS","134927","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Silva, F.B.L.","128","2008","02","02",NA,"Brasil","Bahia","Fazenda Sarabando.","953","953",NA,NA,"Cerrado.","HUEFS0134927","Angiospermae","Lamiales","Moldenke","-41.079722","-11.6175","HUEFS0134927","T.R.S.Silva","Morro do Chapéu","2010","06","41W4'47''","11S37'3''",NA,NA,"Asteranae",NA,NA,NA,NA
"40","2019-10-07 09:17:09-03","UEFS","HUEFS","181067","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Oliveira, R.P.","1827","2011","04","18",NA,"Brasil","Bahia","Ca. 20 Km de Morro do Chapéu, rio Ferro Doido.","730","730",NA,NA,NA,"HUEFS0181067","Angiospermae","Lamiales","Moldenke","-40.990833","-11.616667","HUEFS0181067 HUEFS0181067_e1","I.N.Santana","Morro do Chapéu","2018","11","40W59'27''","11S37'0''",NA,NA,"Asteranae",NA,NA,NA,NA
"41","2019-10-07 09:17:09-03","UEFS","HUEFS","143613","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Pastore, J.F.B.","2609","2008","04","18",NA,"Brasil","Bahia","Caminho para cachoeira do Ferro Doido.",NA,NA,NA,NA,"Substrato arenoso, próximo a curso d'água.","HUEFS0143613","Angiospermae","Lamiales","Moldenke","-41.166667","-11.066667","HUEFS0143613","T.R.S.Silva","Morro do Chapéu","2010","06","41W10'","11S4'",NA,NA,"Asteranae",NA,NA,NA,NA
"42","2019-10-07 09:17:09-03","UEFS","HUEFS","212549","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Oliveira, A.R.M.F.de","1","2014","11","19",NA,"Brasil","Bahia","Horto Florestal da UEFS.",NA,NA,NA,NA,NA,"HUEFS0212549","Angiospermae","Lamiales","Moldenke","-38.966667","-12.266667","HUEFS0212549",NA,"Feira de Santana",NA,NA,"38W58'0''","12S16'0''",NA,NA,"Asteranae",NA,NA,NA,NA
"43","2019-10-07 09:17:09-03","UEFS","HUEFS","206856","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Melo, E.","12528","2014","03","04",NA,"Brasil","Bahia","Estrada para Veredinha.","918","918",NA,NA,"Cerrado.","HUEFS0206856","Angiospermae","Lamiales","Moldenke","-40.990833","-11.583889","HUEFS0206856 HUEFS0206856_e1","I.N.Santana","Morro do Chapéu","2018","11","40W59'27''","11S35'2''",NA,NA,"Asteranae",NA,NA,NA,NA
"44","2019-10-07 09:17:09-03","UEFS","HUEFS","216826","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Marchesine, D.","1","2015","06","18",NA,"Brasil","Bahia","Horto Florestal UEFS.","258","258",NA,NA,NA,"HUEFS0216826","Angiospermae","Lamiales","Moldenke","-38.979444","-12.239167","HUEFS0216826",NA,"Feira de Santana",NA,NA,"38W58'46''","12S14'21''",NA,NA,"Asteranae",NA,NA,NA,NA
