"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","year","month","day","phylum","order","scientificNameAuthorship","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","identifiedBy","typeStatus","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"15","2016-10-19 09:35:00-02","NY","NYBG","668445","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","A. Fernandez","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=141897' target='other'> <mi>dwc_moreinfo</mi></a>","NY00668445","3873","1987","02",NA,"Magnoliophyta","Poales",NA,"Delta Amacuro","Bosque de Manglar. Sabaneta, Punta Barima.","-60.37","8.58",NA,NA,"G. C. Tucker",NA,"Antonio Diaz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00919013","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","W. W. Thomas","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995182' target='other'> <mi>dwc_moreinfo</mi></a>","NY00919013","4585","1985","10","25","Magnoliophyta","Poales","Vahl","Mato Grosso","Pantananl, 7-12 km SW of Rio Cassangé on rd to Porto Jofre (MT 060)","-56.95","-16.95","NY00919013_01",NA,NA,NA,"Poconé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00919021","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","T. M. Koyama","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995200' target='other'> <mi>dwc_moreinfo</mi></a>","NY00919021","13726","1970","02","09","Magnoliophyta","Poales","Vahl","Minas Gerais","Road between Campos Gerais and Alfenas.",NA,NA,"NY00919021_01",NA,"G. C. Tucker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01174581","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","W. A. Rodrigues","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396065' target='other'> <mi>dwc_moreinfo</mi></a>","NY01174581","5099",NA,NA,NA,"Magnoliophyta","Poales","Vahl","Pará",NA,NA,NA,"NY01174581_01",NA,"W. A. Rodrigues",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","3108151","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","J. L. Clark","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2909192' target='other'> <mi>dwc_moreinfo</mi></a>","NY03108151","9599","2007","05","19","Magnoliophyta","Poales","Vahl","Esmeraldas","Reserva Ecologica Mache-Chindul, 25 km west of Quinindé. Collections from lake at La Laguna de Cube (near La Y de la Laguna). Soils calcareous.","-79.6481","0.3914","NY03108151_01",NA,NA,NA,"Quinindé","358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","668443","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","S. G. Beck","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=141895' target='other'> <mi>dwc_moreinfo</mi></a>","NY00668443","2563","1979","09","28","Magnoliophyta","Poales","Vahl","El Beni","Espiritu en la zona de influencia del rio Yacuma.","-66.6167","-14.2",NA,NA,"T. M. Koyama",NA,"José Ballivián","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2017-08-04 11:43:00-03","NY","NYBG","02618643","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","G. Gardner","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2926540' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618643","1898","1836",NA,NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,"NY02618643_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00919020","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","G. T. Prance","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995198' target='other'> <mi>dwc_moreinfo</mi></a>","NY00919020","26164","1979","06","12","Magnoliophyta","Poales","Vahl","Mato Grosso","Transpantaneira Highway; 65 km after gateway.",NA,NA,"NY00919020_01",NA,"T. M. Koyama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00919018","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","E. P. Heringer","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995191' target='other'> <mi>dwc_moreinfo</mi></a>","NY00919018","1648","1979","06","27","Magnoliophyta","Poales","Vahl","Distrito Federal","Área de inundação da Barragem São Bartolomeu - Córrego Mestre D'Armas, área inundada, imediações da ponte de cimento.","-47.9294","-15.7797","NY00919018_01",NA,"T. M. Koyama",NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00919017","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","E. P. Heringer","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995190' target='other'> <mi>dwc_moreinfo</mi></a>","NY00919017","1648","1979","06","27","Magnoliophyta","Poales","Vahl","Distrito Federal","Área de inundação da Barragem São Bartolomeu - Córrego Mestre D'Armas, área inundada, imediações da ponte de cimento.","-47.9294","-15.7797","NY00919017_01",NA,"G. C. Tucker",NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00919014","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","A. F. M. Glaziou","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995183' target='other'> <mi>dwc_moreinfo</mi></a>","NY00919014","22361","1896",NA,NA,"Magnoliophyta","Poales","Vahl","Goiás",NA,NA,NA,"NY00919014_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","04086945","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","L. Nusbaumer","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952268' target='other'> <mi>dwc_moreinfo</mi></a>","NY04086945","4235","2014","10","24","Magnoliophyta","Poales","Vahl","Alagoas","Reserva Biológica da Pedra Talhada. localité de Quebrangulo","-36.445917","-9.230181","NY04086945_01",NA,"W. W. Thomas",NA,"Quebrangulo","670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","622678","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","P. von Luetzelburg","South America","Brazil","sheet",NA,"Communicavit herb. reg. monacense <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=141900' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622678","7317","1917","05",NA,"Magnoliophyta","Poales","Vahl","Rio de Janeiro","Rio Gougojoco.",NA,NA,"NY00622678_01",NA,"H. T. O'Neill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00919016","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","A. Macedo","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995187' target='other'> <mi>dwc_moreinfo</mi></a>","NY00919016","3403","1951","11","17","Magnoliophyta","Poales","Vahl","Minas Gerais",NA,NA,NA,"NY00919016_01",NA,"L. B. Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","568690","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","S. Tsugaru","South America","Brazil","sheet",NA,"Herb. Oomoto Kameyama Botanical Garden <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200592' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568690","B-2313","1987","12","08","Magnoliophyta","Poales","Vahl","São Paulo","Vicinity of Registro, 200 km SW from Sao Paulo, along the Rt. BR-116.",NA,NA,NA,NA,"G. C. Tucker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01175415","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","E. Lima","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1399047' target='other'> <mi>dwc_moreinfo</mi></a>","NY01175415","78",NA,NA,NA,"Magnoliophyta","Poales","Vahl","Pará",NA,NA,NA,"NY01175415_01",NA,"M. Alves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00919015","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","B. A. S. Pereira","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995185' target='other'> <mi>dwc_moreinfo</mi></a>","NY00919015","2451","1993","03","08","Magnoliophyta","Poales","Vahl","Minas Gerais","No lado direito do Km 42 da estrada Arinos / Serra dos Gaúchos.","-46.1056","-15.9169","NY00919015_01",NA,"W. W. Thomas",NA,"Arinos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","668652","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Collector unspecified","South America","Brazil","sheet",NA,"Ex.herb. D.C. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=141901' target='other'> <mi>dwc_moreinfo</mi></a>","NY00668652","146",NA,NA,NA,"Magnoliophyta","Poales","Vahl","Rio de Janeiro","Inter Magé et Froxal in paludos.",NA,NA,"NY00668652_01",NA,"H. T. O'Neill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-13 09:19:32-03","UFRJ","RFA","25003","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Flávio de Brito Pereira",NA,"Brasil",NA,NA,"Folha verde, abundante no local. Habito: Herbáceo","RFA37110","60/22","2000","07","22",NA,NA,"Vahl","Rio de Janeiro","Fazenda São Francisco de Paula.","-42.960833","-22.603889",NA,NA,"M. Alves",NA,"Guapimirim","16","16","2000","09","06","42º57'39''W","22º36'14''S",NA,NA,NA,NA,NA,NA
"34","2020-11-24 17:10:36-03","UTFPR","DVPR","1546","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Caxambu, MG; et al.",NA,"Brasil",NA,NA,"Erva ereta, ripária, ca. 1,3 m.","DVPR001546","1960","2007","12","07","Magnoliophyta",NA,"Vahl","Paraná","Parque Estadual Lago Azul (PELA)","-52.19491","-24.06008","DVPR001546 DVPR001546_a",NA,"Caxambu, MG",NA,"Campo Mourão","557","557","2008","04","14","-52.19491","-24.06008",NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:51:55-03","EAO","IAN","141999","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","elegans","Cyperus elegans","Hook",NA,"Guiana Francesa",NA,NA,NA,"IAN141999","s.n.","1955","11",NA,"Monocotiledônea",NA,"Schrad.",NA,"Approuague Saut Mapaon.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:51:55-03","EAO","IAN","150135","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","elegans","Cyperus elegans","Cordeiro, MR","Southern America","Brasil",NA,NA,"Planta pequena; frutos brancos.","IAN150135","470","1975","08","08","Monocotiledônea",NA,"Schrad.","Rondônia","Margem do Rio Urupá.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:51:55-03","EAO","IAN","115202","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Oliveira, E","Southern America","Brasil",NA,NA,"Sementes em cacho, em campo alagado.","IAN115202","2413","1963","03","29","Monocotiledônea",NA,"Vahl","Pará","Caminho para a serra de Almeirim.",NA,NA,NA,NA,NA,NA,"Jacarenim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:51:55-03","EAO","IAN","115212","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Oliveira, E","Southern America","Brasil",NA,NA,"Capim.","IAN115212","2423","1963","03","29","Monocotiledônea",NA,"Vahl","Pará","Porto Novo, caminho para a terra de Almeirim. Campo alagado.",NA,NA,NA,NA,"Bouças, PRP",NA,NA,NA,NA,"1981","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:51:55-03","EAO","IAN","115888","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Oliveira, E","Southern America","Brasil",NA,NA,"Sementes.","IAN115888","3104","1964","07","21","Monocotiledônea",NA,"Vahl","Pará","Beira do Rio Murutucum, IPEAN.",NA,NA,NA,NA,"Cordeiro, MR",NA,NA,NA,NA,"1982","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:51:55-03","EAO","IAN","116160","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Oliveira, E","Southern America","Brasil",NA,NA,"Sementes.","IAN116160","3200","1964","12","12","Monocotiledônea",NA,"Vahl","Pará","Fazenda Maçaranduba, Rio Anabijú. Marajó. Beira do rio, em frente à casa de moradia da fazenda.",NA,NA,NA,NA,"Cordeiro, MR",NA,NA,NA,NA,"1982","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:51:55-03","EAO","IAN","133166","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Oliveira, E","Southern America","Brasil",NA,NA,"Arbusto.","IAN133166","5070","1969","11","07","Monocotiledônea",NA,"Vahl","Pará","Ilha do Marajó. Fazenda Arraial. Campo de pastagem; terreno argiloso.",NA,NA,NA,NA,"Cordeiro, MR",NA,NA,NA,NA,"1982","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:51:56-03","EAO","IAN","64707","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Fróes, RL; Black, GA","Southern America","Brasil",NA,NA,NA,"IAN064707","27722","1951","07","26","Monocotiledônea",NA,"Vahl","Amapá","ERio Araguarí. Lugar lamacento.","-52.916667","-0.916667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.916667","-0.916667",NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:51:55-03","EAO","IAN","154885","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Marinho, LR; Pinheiro, GS","Southern America","Brasil",NA,NA,"Junco planta de 1 metro.","IAN154885","613","1978","11","21","Monocotiledônea",NA,"Vahl","Maranhão","Estrada de Anajatuba. Solo arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:51:56-03","EAO","IAN","55431","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Black, GA; Lobato, LCB","Southern America","Brasil",NA,NA,"Inflorescência verde-acastanhada.","IAN055431","9370","1950","04","15","Monocotiledônea",NA,"Vahl","Amapá","Lago Bom Nome. Fazenda Queimadas.",NA,NA,NA,NA,"Eiten, LT",NA,NA,NA,NA,"1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:51:56-03","EAO","IAN","74035","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Black, GA; Ledoux, PVD","Southern America","Brasil",NA,NA,NA,"IAN074035","14306","1952","04","28","Monocotiledônea",NA,"Vahl","Pará","Rio Ararí, Ilha do Marajó, campo nas redondezas da Fazenda Tuiuiú. Distribuido em lugar isolado.",NA,NA,NA,NA,"Eiten, LT",NA,NA,NA,NA,"1961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:51:56-03","EAO","IAN","77302","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Black, GA","Southern America","Brasil",NA,NA,"Capim gigante, cortante.","IAN077302","15437","1952","07","05","Monocotiledônea",NA,"Vahl","Pará","Cacaual Grande; beira do Canal Fernando Costa.",NA,NA,NA,NA,"Nascimento, EAP",NA,NA,NA,NA,"2015","05","20",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-30 12:51:56-03","EAO","IAN","78016","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Silva, JF da","Southern America","Brasil",NA,NA,"Capim.","IAN078016","375","1952","08","13","Monocotiledônea",NA,"Vahl","Rondônia","Rio Yata; mata de terra firme.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-30 12:51:56-03","EAO","IAN","93951","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Glaziou, AFM","Southern America","Brasil",NA,NA,NA,"IAN093951","12261",NA,NA,NA,"Monocotiledônea",NA,"Vahl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-30 12:51:56-03","EAO","IAN","94687","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","D'Aage, C",NA,"Guiana Francesa",NA,NA,NA,"IAN094687","s.n.","1954","02",NA,"Monocotiledônea",NA,"Vahl",NA,"Savana de Kaw. Várzea.",NA,NA,NA,NA,"Cordeiro, MR",NA,NA,NA,NA,"1982","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
