"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","continentOcean","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","dayIdentified","class","order","relatedCatalogItem"
"11","2019-11-13 11:17:22-03","USP","SPF","177988","PreservedSpecimen","Plantae","Cactaceae","Pilosocereus","glaucochrous","Pilosocereus glaucochrous","(Werderm.) Byles & G.D.Rowley","Zappi, DC","2009",NA,"Melo-Pinna, GFA","122","2007","01","15","Brasil","Bahia",NA,"Estrada de barro entre Palmeiras e Pratinha (saída pela BR 242)","-41.516139","-12.385917",NA,"SPF00177988",NA,NA,"-41.516139","-12.385917",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-11-13 11:17:22-03","USP","SPF","80846","PreservedSpecimen","Plantae","Cactaceae","Pilosocereus","glaucochrous","Pilosocereus glaucochrous","(Werderm.) Byles & G.D.Rowley","Zappi, DC; Taylor, NP","1989",NA,"Harley, RM","27384","1988","12","23","Brasil","Bahia","Utinga",NA,"-41.016667","-11.883333",NA,"SPF00080846",NA,NA,"-41.016667","-11.883333","925","925",NA,NA,NA,NA,NA,NA,NA
"13","2019-11-13 11:17:22-03","USP","SPF","81015","PreservedSpecimen","Plantae","Cactaceae","Pilosocereus","glaucochrous","Pilosocereus glaucochrous","(Werderm.) Byles & G.D.Rowley","Zappi, DC",NA,NA,"Zappi, DC","132A","1989","07","16","Brasil","Bahia","Jacobina",NA,NA,NA,NA,"SPF00081015",NA,NA,"-40.5182991027832","-11.1806001663208",NA,NA,NA,"62396","auto",NA,NA,NA,NA
"14","2019-10-07 09:18:43-03","UEFS","HUEFS","17697","PreservedSpecimen","Plantae","Cactaceae","Pilosocereus","glaucochrous","Pilosocereus glaucochrous","(Werderm.) Byles & G.D.Rowley","L.Aona","2007","11","Queiroz, L.P.de","4014","1994","06","18","Brasil","Bahia","Morro do Chapéu",NA,NA,NA,NA,"HUEFS0017697","Angiospermae",NA,"-41.1561012268066","-11.5500001907349",NA,NA,"HUEFS0017697","98143","auto",NA,"Caryophyllanae","Caryophyllales",NA
"15","2019-10-07 09:18:43-03","UEFS","HUEFS","120686","PreservedSpecimen","Plantae","Cactaceae","Pilosocereus","glaucochrous","Pilosocereus glaucochrous","(Werderm.) Byles & G.D.Rowley",NA,NA,NA,"Rocha, D.","226","2006","11","02","Brasil","Bahia","Morro do Chapéu","Parque Estadual de Morro do Chapéu: Estrada do Prefeito.","41W14'2''","11S23'7''","Caatinga arbustiva.","HUEFS0120686","Angiospermae",NA,"-41.233889","-11.385278","1098","1098","HUEFS0120686",NA,NA,NA,"Caryophyllanae","Caryophyllales",NA
"16","2019-10-07 09:18:43-03","UEFS","HUEFS","120654","PreservedSpecimen","Plantae","Cactaceae","Pilosocereus","glaucochrous","Pilosocereus glaucochrous","(Werderm.) Byles & G.D.Rowley",NA,NA,NA,"Rocha, D.","150","2006","09","08","Brasil","Bahia","Morro do Chapéu","Parque Estadual de Morro do Chapéu: Fazenda Jabuticaba.","41W13'56''","11S28'12''","Tabuleiro.","HUEFS0120654","Angiospermae",NA,"-41.232222","-11.47","1097","1097","HUEFS0120654",NA,NA,NA,"Caryophyllanae","Caryophyllales",NA
"17","2019-10-07 09:18:43-03","UEFS","HUEFS","120697","PreservedSpecimen","Plantae","Cactaceae","Pilosocereus","glaucochrous","Pilosocereus glaucochrous","(Werderm.) Byles & G.D.Rowley",NA,NA,NA,"Rocha, D.","250","2006","11","03","Brasil","Bahia","Morro do Chapéu","Parque Estadual de Morro do Chapéu: Estrada do Prefeito.","41W14'4''","11S23'7''","Caatinga arbustiva.","HUEFS0120697","Angiospermae",NA,"-41.234444","-11.385278","1110","1110","HUEFS0120697",NA,NA,NA,"Caryophyllanae","Caryophyllales",NA
"18","2019-10-07 09:18:43-03","UEFS","HUEFS","120841","PreservedSpecimen","Plantae","Cactaceae","Pilosocereus","glaucochrous","Pilosocereus glaucochrous","(Werderm.) Byles & G.D.Rowley",NA,NA,NA,"Damascena, L.","214","2006","11","05","Brasil","Bahia","Morro do Chapéu","Parque Estadual de Morro do Chapéu: Estrada do Prefeito.","41W19'9''","11S29'7''","Caatinga arbustiva","HUEFS0120841","Angiospermae",NA,"-41.319167","-11.485278","1086","1086","HUEFS0120841",NA,NA,NA,"Caryophyllanae","Caryophyllales",NA
"19","2019-10-07 09:18:43-03","UEFS","HUEFS","131373","PreservedSpecimen","Plantae","Cactaceae","Pilosocereus","glaucochrous","Pilosocereus glaucochrous","(Werderm.) Byles & G.D.Rowley",NA,NA,NA,"Rocha, D.","402","2007","05","20","Brasil","Bahia","Morro do Chapéu","Fazenda Guariba","41W11'38''","11S26'18''","Nascente, tabuleiro arenoso, solo encharcado e recoberto por folhas em decomposição. Cerrado","HUEFS0131373","Angiospermae",NA,"-41.193889","-11.438333",NA,NA,"HUEFS0131373",NA,NA,NA,"Caryophyllanae","Caryophyllales",NA
"20","2019-10-07 09:18:43-03","UEFS","HUEFS","131391","PreservedSpecimen","Plantae","Cactaceae","Pilosocereus","glaucochrous","Pilosocereus glaucochrous","(Werderm.) Byles & G.D.Rowley",NA,NA,NA,"Rocha, D.","441","2007","09","07","Brasil","Bahia","Morro do Chapéu","Fazenda Guariba","41W11'38''","11S26'18''","Nascente, tabuleiro arenoso, solo encharcado e recoberto por folhas em decomposição. Cerrado","HUEFS0131391","Angiospermae",NA,"-41.193889","-11.438333",NA,NA,"HUEFS0131391",NA,NA,NA,"Caryophyllanae","Caryophyllales",NA
"21","2019-10-07 09:18:43-03","UEFS","HUEFS","131409","PreservedSpecimen","Plantae","Cactaceae","Pilosocereus","glaucochrous","Pilosocereus glaucochrous","(Werderm.) Byles & G.D.Rowley",NA,NA,NA,"Rocha, D.","491","2007","09","07","Brasil","Bahia","Morro do Chapéu","Fazenda Guariba","41W11'38''","11S26'18''","Nascente, tabuleiro arenoso, solo encharcado e recoberto por folhas em decomposição. Cerrado","HUEFS0131409","Angiospermae",NA,"-41.193889","-11.438333",NA,NA,"HUEFS0131409",NA,NA,NA,"Caryophyllanae","Caryophyllales",NA
"22","2019-10-07 09:18:43-03","UEFS","HUEFS","131414","PreservedSpecimen","Plantae","Cactaceae","Pilosocereus","glaucochrous","Pilosocereus glaucochrous","(Werderm.) Byles & G.D.Rowley",NA,NA,NA,"Rocha, D.","507","2007","09","07","Brasil","Bahia","Morro do Chapéu","Fazenda Guariba","41W11'38''","11S26'18''","Nascente, tabuleiro arenoso, solo encharcado e recoberto por folhas em decomposição. Cerrado","HUEFS0131414","Angiospermae",NA,"-41.193889","-11.438333",NA,NA,"HUEFS0131414",NA,NA,NA,"Caryophyllanae","Caryophyllales",NA
"23","2019-10-07 09:18:43-03","UEFS","HUEFS","173989","PreservedSpecimen","Plantae","Cactaceae","Pilosocereus","glaucochrous","Pilosocereus glaucochrous","(Werderm.) Byles & G.D.Rowley",NA,NA,NA,"Melo, E.","9607","2011","04","28","Brasil","Bahia","Morro do Chapéu","Fazenda Guariba.","41W11'35''","11S26'21''","Cerrado.","HUEFS0173989","Angiospermae",NA,"-41.193056","-11.439167","1067","1067",NA,NA,NA,NA,"Caryophyllanae","Caryophyllales",NA
"24","2019-10-07 09:18:43-03","UEFS","HUEFS","213270","PreservedSpecimen","Plantae","Cactaceae","Pilosocereus","glaucochrous","Pilosocereus glaucochrous","(Werderm.) Byles & G.D.Rowley",NA,NA,NA,"Silva, T.T.S.","20","2013","02","09","Brasil","Bahia","Iraquara","Estrada de Terra em direção a Pratinha.","41W30'2''","12S18'16''",NA,"HUEFS0213270","Angiospermae",NA,"-41.500556","-12.304444","744","744","HUEFS0213270",NA,NA,NA,"Caryophyllanae","Caryophyllales",NA
"25","2019-10-07 09:18:43-03","UEFS","HUEFS","55719","PreservedSpecimen","Plantae","Cactaceae","Pilosocereus","glaucochrous","Pilosocereus glaucochrous","(Werderm.) Byles & G.D.Rowley","N.Taylor","2002","08","Nonato, F.R.","974","2001","08","05","Brasil","Bahia","Morro do Chapéu","Estrada para Morrão.","41W11'31''","11S35'3''","Caatinga.","HUEFS0055719","Angiospermae",NA,"-41.191944","-11.584167","1144","1144","HUEFS0055719",NA,NA,NA,"Caryophyllanae","Caryophyllales",NA
"26","2019-10-07 09:18:43-03","UEFS","HUEFS","77772","PreservedSpecimen","Plantae","Cactaceae","Pilosocereus","glaucochrous","Pilosocereus glaucochrous","(Werderm.) Byles & G.D.Rowley","M.Machado","2010","12","Melo, E.","3543","2003","03","21","Brasil","Bahia","Palmeiras","Caminho para Conceição dos Gados","41W33'11''","12S31'59''","Caatinga sobre solo argiloso.","HUEFS0077772","Angiospermae",NA,"-41.553056","-12.533056",NA,NA,"HUEFS0077772",NA,NA,NA,"Caryophyllanae","Caryophyllales",NA
"27","2019-10-07 09:18:43-03","UEFS","HUEFS","213277","PreservedSpecimen","Plantae","Cactaceae","Pilosocereus","glaucochrous","Pilosocereus glaucochrous","(Werderm.) Byles & G.D.Rowley","M.C.Machado","2015","09","Silva, T.T.S.","31","2013","02","19","Brasil","Bahia","Gentio do Ouro","Estrada de Gentio do Ouro para Mirorós, 9Km do lado direito da estrada.",NA,NA,NA,"HUEFS0213277","Angiospermae",NA,"-42.502799987793","-11.4288997650146",NA,NA,"HUEFS0213277","54643","auto",NA,"Caryophyllanae","Caryophyllales",NA
"28","2020-07-23 12:01:23-03","CEPLAC","CEPEC","47002","PreservedSpecimen","Plantae","Cactaceae","Pilosocereus","glaucochrous","Pilosocereus glaucochrous",NA,"N. P. Taylor",NA,NA,"R. M. Harley","27384","1988","12","23","Brasil","Bahia","UTINGA","Rod. Utinga/Morro do Chapeú, 46Km ao S de Morro do Chapeu.","41W1'","11S53'",NA,NA,NA,NA,"-41.016667","-11.883333",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1989"
"29","2020-07-23 12:01:19-03","CEPLAC","CEPEC","138863","PreservedSpecimen","Plantae","Cactaceae","Pilosocereus","glaucochrous","Pilosocereus glaucochrous",NA,NA,NA,NA,"Rocha, D.","402","2007","05","20","Brasil","Bahia","MORRO DO CHAPÉU","Fazenda Guariba.","41W11'38","11S26'18","<ll>dwc_commonname:</ll>",NA,NA,NA,"-41.193889","-11.438333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-07-23 12:01:23-03","CEPLAC","CEPEC","97245","PreservedSpecimen","Plantae","Cactaceae","Pilosocereus","glaucochrous","Pilosocereus glaucochrous",NA,"Sem Informação",NA,NA,"Nonato, F.R.","974","2001","08","05","Brasil","Bahia","MORRO DO CHAPÉU","Estrada para Morrão.","41W11'","11S35'","11 custilas com espinho curto.",NA,NA,NA,"-41.183333","-11.583333","1144","1144",NA,NA,NA,NA,NA,NA,NA
"31","2020-07-23 12:01:23-03","CEPLAC","CEPEC","51177","PreservedSpecimen","Plantae","Cactaceae","Pilosocereus","glaucochrous","Pilosocereus glaucochrous",NA,"N. P. Taylor",NA,NA,"N. P. Taylor","1402","1991","01","12","Brasil","Bahia","MORRO DO CHAPÉU","Ca. 15Km NE cidade, estr. para Várzea Nova.",NA,NA,NA,NA,NA,NA,"-41.1561012268066","-11.5500001907349",NA,NA,NA,"98143","auto",NA,NA,NA,"30/12/1991"
"32","2020-07-23 12:01:23-03","CEPLAC","CEPEC","48803","PreservedSpecimen","Plantae","Cactaceae","Pilosocereus","glaucochrous","Pilosocereus glaucochrous",NA,"U. Eggli",NA,NA,"U. Eggli","1268","1988","08","23","Brasil","Bahia","MORRO DO CHAPÉU","Utinga/ Morro do Chapéus, ca. 10Km ao N de Bonito (i.e. 30Km ao S de Moror do Chapéu). Serra do Tombador.",NA,NA,NA,NA,NA,NA,"-41.1561012268066","-11.5500001907349",NA,NA,NA,"98143","auto",NA,NA,NA,"30/12/1988"
"33","2020-07-23 12:01:23-03","CEPLAC","CEPEC","48783","PreservedSpecimen","Plantae","Cactaceae","Pilosocereus","glaucochrous","Pilosocereus glaucochrous",NA,"U. Eggli",NA,NA,"U. Eggli","1290","1988","08","25","Brasil","Bahia","seabra","Ca. 16Km W Seabra, ao longo da BR-242, estr. para Ibotirama.",NA,NA,NA,NA,NA,NA,"-41.7703018188477","-12.4186000823975",NA,NA,NA,"57155","auto",NA,NA,NA,"30/12/1988"
"34","2020-07-23 12:01:23-03","CEPLAC","CEPEC","50949","PreservedSpecimen","Plantae","Cactaceae","Pilosocereus","glaucochrous","Pilosocereus glaucochrous",NA,"N. P. Taylor",NA,NA,"N. P. Taylor","1412","1991","01","13","Brasil","Bahia","souto soares","8Km ao S cidade, estr. para Seabra.",NA,NA,NA,NA,NA,NA,"-41.6377983093262","-12.0886001586914",NA,NA,NA,"52664","auto",NA,NA,NA,"30/12/1991"
