"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","phylum","scientificNameAuthorship","maximumElevationInMeters","fieldNumber","identifiedBy","individualCount","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","typeStatus"
"11","2008-05-27 22:02:00-03","MO","MOBOT","1326002","PreservedSpecimen","Plantae",NA,"Arecaceae","Wettinia","drudei","Wettinia drudei","Santiago Tunqui","Tunqui 332","1979","12","14","South America","Peru","Amazonas","Condorcanqui","Valle del Rio Santiago. Quebrada Caterpiza, 2-3 km atrás de la comunidad de Caterpiza. Monte virgen.","180.00000000",NA,NA,NA,NA,"-77.66666","-3.83333",NA,"(O.F. Cook & Doyle) A.J. Hend.",NA,"19","Rodrigo Bernal (COL)","6",NA,NA,NA,NA,NA,NA,NA,NA
"12","2008-05-27 22:02:00-03","MO","MOBOT","1326004","PreservedSpecimen","Plantae",NA,"Arecaceae","Wettinia","drudei","Wettinia drudei","Santiago Tunqui","Tunqui 435","1979","12","25","South America","Peru","Amazonas","Condorcanqui","Valle del Rio Santiago. Quebrada Caterpiza, 2-3 km atrás de la comunidad de Caterpiza. Monte virgen.","180.00000000",NA,NA,NA,NA,"-77.66666","-3.83333",NA,"(O.F. Cook & Doyle) A.J. Hend.",NA,"24","Rodrigo Bernal (COL)","4",NA,NA,NA,NA,NA,NA,NA,NA
"13","2018-09-26 08:52:00-03","MO","MOBOT","1799351","PreservedSpecimen","Plantae",NA,"Arecaceae","Wettinia","drudei","Wettinia drudei","Camilo Díaz S.|José Campos de la Cruz|Antonio Peña|David Chamik","Díaz Santibáñez 8486A","1996","11","17","South America","Peru","Amazonas","Bagua","Dtto. Imaza. Comunidad Aguaruna de Kusú-Listra. Cerro Apág, margen derecha Quebrada Kusú. Ambas márgens Quebrada Kusú. Subparcela I.","550.00000000",NA,NA,NA,NA,NA,NA,NA,"(O.F. Cook & Doyle) A.J. Hend.",NA,"282","R. Vasquez (MO)","6",NA,NA,NA,NA,NA,NA,NA,NA
"14","2009-11-29 10:37:00-02","MO","MOBOT","1830961","PreservedSpecimen","Plantae",NA,"Arecaceae","Wettinia","drudei","Wettinia drudei","Germán Toasa|Fernando Nicolalde-Morejón","Toasa 8786","2002","2","2","South America","Ecuador","Morona-Santiago","Morona","Cordillera de Cutucú. Centro Shuar Angel Roubi. Bosque poco intervenido en la cumbre de la Cordillera de Kutuku. Dosel no superior a los 20 m. Elementos de la flora andina Oreopanax y Weinmannia. Gran cantidad de briofitos, gran cantidad de neblina. Suelo con mucha hojarasca y musgos.","2000.00000000",NA,NA,NA,NA,"-78.01666","-2.53333",NA,"(O.F. Cook & Doyle) A.J. Hend.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2012-04-12 11:56:00-03","MO","MOBOT","2677822","PreservedSpecimen","Plantae",NA,"Arecaceae","Wettinia","drudei","Wettinia drudei","H.B. Pedersen|Dan K. Evans","Pedersen 97610","1990","10","4","South America","Ecuador","Pastaza",NA,"Near the Achuar village of Mashient, northside of Rio Pastaza. Terra firme. Primary forest.","500.00000000",NA,NA,NA,NA,"-77.3","-2.13333",NA,"(O.F. Cook & Doyle) A.J. Hend.",NA,NA,"Bernal, R. (COL)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2014-04-04 05:44:00-03","MO","MOBOT","289796","PreservedSpecimen","Plantae",NA,"Arecaceae","Wettinia","drudei","Wettinia drudei","Alwyn H. Gentry|Rodolfo Vásquez|Nestor Jaramillo","Gentry 29715","1980","8","15","South America","Peru","Loreto","Alto Amazonas","Andoas, Río Pastaza near Ecuador border; mature forest. mature forest.","210.00000000",NA,NA,NA,NA,"-76.46666","-2.8",NA,"(O.F. Cook & Doyle) A.J. Hend.",NA,"80-37","Rodrigo Bernal (COL)","8",NA,NA,NA,NA,NA,NA,NA,NA
"17","2008-05-27 22:02:00-03","MO","MOBOT","293111","PreservedSpecimen","Plantae",NA,"Arecaceae","Wettinia","drudei","Wettinia drudei","H. Borgtoft Pedersen|Dan K. Evans","Borgtoft Pedersen 97610","1990","3","11","South America","Ecuador","Sucumbíos",NA,NA,"265.00000000",NA,NA,NA,NA,NA,NA,NA,"(O.F. Cook & Doyle) A.J. Hend.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2009-01-14 03:35:00-02","MO","MOBOT","293292","PreservedSpecimen","Plantae",NA,"Arecaceae","Wettinia","drudei","Wettinia drudei","Camilo Díaz S.|Nestor Jaramillo","Díaz Santibáñez 1487","1979","10","8","South America","Peru","Loreto","Maynas","Caserio de Urcumiraño, Río Napo, trocha del caserio hacia el monte alto camino de 2 horas.",NA,NA,NA,NA,NA,NA,NA,NA,"(O.F. Cook & Doyle) A.J. Hend.",NA,"143","R. Bernal (COL)","3",NA,NA,NA,NA,NA,NA,NA,NA
"19","2014-04-04 05:44:00-03","MO","MOBOT","294341","PreservedSpecimen","Plantae",NA,"Arecaceae","Wettinia","drudei","Wettinia drudei","Rodolfo Vásquez|David N. Smith|Nestor Jaramillo","Vásquez Martínez 3075","1982","3","25","South America","Peru","Loreto","Alto Amazonas","Capahuari Sur (Campamento Petrolero). Bosque primario.","200.00000000",NA,NA,NA,NA,"-76.33333","-2.85",NA,"(O.F. Cook & Doyle) A.J. Hend.",NA,"82-8","R. Bernal (COL)","3",NA,NA,NA,NA,NA,NA,NA,NA
"20","2009-01-14 03:35:00-02","MO","MOBOT","770044","PreservedSpecimen","Plantae",NA,"Arecaceae","Wettinia","drudei","Wettinia drudei","Philip J. Barbour","Barbour 4472","1978","11","5","South America","Peru","Amazonas","Bagua","43 km. (by road), northeast of Chiriaco. Along roadside from Chiriaco to Puente Venezuela","320.04000000",NA,NA,NA,NA,"-78.18333","-4.93333",NA,"(O.F. Cook & Doyle) A.J. Hend.","731.52000000","57","Rodrigo Bernal (COL)","3",NA,NA,NA,NA,NA,NA,NA,NA
"21","2008-05-27 22:02:00-03","MO","MOBOT","884402","PreservedSpecimen","Plantae",NA,"Arecaceae","Wettinia","drudei","Wettinia drudei","Santiago Tunqui","Tunqui 261","1979","12","10","South America","Peru","Amazonas","Condorcanqui","Valle del Rio Santiago. Quebrada Caterpiza, 2-3 km atrás de la comunidad de Caterpiza. Monte virgen.","180.00000000",NA,NA,NA,NA,"-77.66666","-3.83333",NA,"(O.F. Cook & Doyle) A.J. Hend.",NA,"16","R. Bernal (COL)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2012-05-24 05:04:00-03","MO","MOBOT","994320","PreservedSpecimen","Plantae",NA,"Arecaceae","Wettinia","drudei","Wettinia drudei","Alwyn H. Gentry|Juan Revilla","Gentry 20894","1977","11","24","South America","Peru","Loreto","Maynas","Río Javari; San Fernando, frontier military post on Río Javari above Santa Rita; non-inundated upland forest.","200.00000000",NA,NA,NA,NA,"-70.28166","-4.1675",NA,"(O.F. Cook & Doyle) A.J. Hend.",NA,"1370","Rodrigo Bernal (COL)","5",NA,NA,NA,NA,NA,NA,NA,NA
"23","2017-01-26 18:57:00-02","MO","MOBOT","2383872","PreservedSpecimen","Plantae",NA,"Arecaceae","Wettinia","drudei","Wettinia drudei","Bolívar Freire|Diego Naranjo","Freire 470","2004","1","30","South America","Ecuador","Orellana","Loreto","Reserva Étnica Huaorani. Comunidad Ñoneno a 165 km al sur del Coca por la vía Auca. Río Shiripuno, 2 horas en canoa aguas abajo. Bosque muy húmedo tropical. Bosque intervenido. Suelo arcilloso amarillento. Proyecto Etnobot|4anico del Herbario Nacional, co-financiado por PetroEcuador.","245.00000000",NA,NA,NA,NA,"-76.8863889","-1.0425",NA,"(O.F. Cook & Doyle) A.J. Hend.",NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA
"24","2010-11-22 14:39:00-02","MO","MOBOT","2382041","PreservedSpecimen","Plantae",NA,"Arecaceae","Wettinia","drudei","Wettinia drudei","Diego Naranjo|Bolívar Freire","Naranjo 183","2004","1","30","South America","Ecuador","Orellana","Loreto","Reserva Étnica Huaorani. Comunidad Ñoneno a 165 km al sur del Coca por la vía Auca. Río Shiripuno, 2 horas en canoa aguas abajo. Bosque muy húmedo tropical. Bosque intervenido. Suelo arcilloso amarillento. Proyecto Etnobotánico del Herbario Nacional, co-financiado por PetroEcuador.","245.00000000",NA,NA,NA,NA,"-76.88638","-1.0425",NA,"(O.F. Cook & Doyle) A.J. Hend.",NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-08-31 09:19:08-03","INPA","INPA","163302","S","Plantae","Arecales","Arecaceae","Catoblastus","drudei","Catoblastus drudei","Henderson, AJ","830","1989","01","05","Southern America","Brasil","Amazonas","Atalaia do Norte","Rio Javari, frontier Brasil and Peru, Paumari, Rio Javari, frontier between Brasil and Peru, Paumari or Natividad.","75",NA,NA,"INPA0163302","INPA0163302 INPA0163302_1 INPA0163302_2 INPA0163302_e","-70.3","-4.283333","Monocotyledon","Cook & Doyle","75",NA,NA,NA,"-70.3","-4.283333",NA,NA,NA,NA,NA,NA
"26","2020-08-31 09:19:22-03","INPA","INPA","246341","S","Plantae","Arecales","Arecaceae","Wettinia","drudei","Wettinia drudei","Emilio, T","810","2012","04","14","Southern America","Brasil","Amazonas",NA,"Río Juruá. 250 km SW of Carauari. 149 km E of Eirunepé. 4.8 km NW of Nova Linda.","134",NA,NA,"INPA0246341","INPA0246341 INPA0246341_1 INPA0246341_2 INPA0246341_3 INPA0246341_e","-68.906333",NA,"Monocotyledon","(O.F.Cook & Doyle) A.J.Hend.","134",NA,"Emilio, T; Balslev, H",NA,"-68.906333",NA,"2012","04",NA,NA,NA,NA
"27","2020-09-02 16:20:40-03","Cenargen","CEN","12544","PreservedSpecimen","Plantae",NA,"Arecaceae","Wettinia","drudei","Wettinia drudei","Andrew J. Henderson","830","1989","01","05",NA,"Brasil","AM","ATALAIA DO NORTE","Rio Javari, fronteira entre Brasil e Peru, Paumari ou Natividad.","75","Exsicatas","Stems cespitose, to 4 m tall, 2,5 cm diam with stillt roots and rhizomes.Leaves 5, sheath green, 43 cm long, petiole 47 cm, rachis 1,32 m long, pinnae 12 per side. Inflorescences intrafoliar, 2 buds per node.&nf;Doação do New York Botanical Garden. Palms of Brazil.","CEN00012544","CEN00012544 CEN00012544_1 CEN00012544_2 CEN00012544_3","-70.1919021606445","-4.37222003936768",NA,"(O.F.Cook & Doyle) A.J.Hend.","75",NA,"G. P. Lima","1",NA,NA,"2017","08","500316","auto",NA,NA
"28","2019-09-04 19:28:11-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae",NA,"Arecaceae","Catostigma","drudei","Catostigma drudei","J. W. H. Trail",NA,"1874","12","6","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae","Type [status unknown]"
"29","2019-03-20 14:04:34-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae",NA,"Arecaceae","Wettinia","drudei","Wettinia drudei","N. Dávila et al.",NA,"2009","10","24","South America","Peru","Loreto",NA,"Campsite #2 (Piedras) on Rapid Biological and Social Inventory #22.","135",NA,NA,NA,NA,"-72.91747222","-2.79275","Spermatophyta",NA,"185",NA,"L. A. Torres Montenegro : Servicios de Biodiversidad EIRL",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA
"30","2019-10-07 13:01:49-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae",NA,"Arecaceae","Wettinia","drudei","Wettinia drudei","R. B. Foster","9727","1984","7","29","South America","Peru","Madre de Dios",NA,NA,NA,NA,NA,NA,NA,"-70.25","-12","Spermatophyta",NA,NA,"9727","RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA
"31","2019-06-11 12:55:10-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae",NA,"Arecaceae","Wettinia","drudei","Wettinia drudei","H. Beltrán S.","503","1993","6","10","South America","Peru","Loreto",NA,NA,NA,NA,NA,NA,NA,"-75","-4","Spermatophyta",NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA
"32","2019-06-11 12:55:10-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae",NA,"Arecaceae","Wettinia","drudei","Wettinia drudei","H. Beltrán S.","503","1993","6","10","South America","Peru","Loreto",NA,NA,NA,NA,NA,NA,NA,"-75","-4","Spermatophyta",NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA
"33","2019-03-20 14:04:34-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae",NA,"Arecaceae","Wettinia","drudei","Wettinia drudei","M. A. Ríos Paredes et al.",NA,"2012","10","23","South America","Peru","Loreto",NA,"Campsite #2 (Bajo Ere) on Rapid Biological and Social Inventory #25.","125",NA,NA,NA,NA,"-73.25373056","-2.01873056","Spermatophyta",NA,"175",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA
"34","2019-03-20 14:03:39-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae",NA,"Arecaceae","Wettinia","drudei","Wettinia drudei","H. Beltrán S.","5522","2003","4","2","South America","Peru","Loreto",NA,"Campsite #2 (Quebrada Buenavista) on Rapid Biological Inventory #11.","90",NA,NA,NA,NA,"-72.390278","-4.834444","Spermatophyta",NA,"150","5522","RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA
"35","2019-03-20 14:05:30-03","F","FMNH-SEEDPLANTS","V0387174F","PreservedSpecimen","Plantae",NA,"Arecaceae","Wettinia","drudei","Wettinia drudei","N. Dávila et al.",NA,"2006","8","22","South America","Peru","Loreto",NA,"Campsite #2 (Alto Nanay) on Rapid Biological Inventory #18.","140",NA,NA,"V0387174F","V0387174F_01","-74.82527778","-2.80638889","Spermatophyta",NA,"210",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA
