"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","minimumElevationInMeters","maximumElevationInMeters","individualCount","relatedCatalogItem"
"11","2021-03-30 12:36:55-03","EAO","IAN","137190","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Chrysobalanaceae","Licania","belemii","Licania belemii","Prance","Prance, GT","Belém, RP; Pinheiro, RS","3211","1967","01","30","Southern America","Brasil","Bahia","Belmonte",NA,"-38.8828010559082","-15.8631000518799",NA,"Árvore de 20m x 40cm de diametro,flores amarelas e perfumadas.Mata Costeira.","IAN137190",NA,"isotipo","1974","71281","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:12:53-03","UFBA","ALCB","121376","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Licania","belemii","Licania belemii","Prance","Gomes, FS","Gomes, FS","1594","2013","04","15","Southern America","Brasil","Bahia","Una",NA,"-39.078056","-15.249444",NA,"Folhas cartáceas, discolores, face abaxial ferrugínea. 78.1, parcela 03.","ALCB052554","ALCB052554",NA,"2013",NA,NA,"12","-39.078056","-15.249444",NA,NA,NA,NA,NA,NA
"13","2020-09-11 10:58:28-03","IPA","IPA","74474","S","Plantae","Plantae",NA,"Chrysobalanaceae","Licania","belemii","Licania belemii","Prance","Guedes, M.L.S.","Monteiro, M.T.","23672","1972","05","19","Southern America","Brasil","Bahia","Prado","Fazenda Alcoprado","-39.2207984924316","-17.341100692749",NA,"Flôres amareladas com pouco perfume","IPA0074474",NA,NA,"2020","53161","auto","07",NA,NA,"17",NA,NA,NA,NA,NA
"14","2019-02-15 11:36:21-02","IPA","IPA","25511","S","Plantae","Plantae",NA,"Chrysobalanaceae","Licania","belemii","Licania belemii","Prance","Prance, G.T.","Mori, S.A.; Thompson, C.B.; Thompson, C.B.","11033","1978","10","29","Southern America","Brasil","Bahia","Una","km 17 da estrada que liga a rodovia BR-101 (São José) à rodovia BA-215.","-39.0752983093262","-15.2932996749878",NA,"Árvore 22m x 35cm. Corte da casca marrom.; Região de Mata Higrófila Sul Baiana.","IPA0025511",NA,NA,"1979","36070","auto","01",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-24 17:08:53-03","UFES","SAMES","1443","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii","Prance","Ribeiro,M.;Siqueira,G.","Ribeiro,M.; Coelho,R.;Marcarini,L.","576","2011","08","20",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande. Floresta alta sobre Tabuleiro, estrada Interna km 4.","-39.7322006225586","-18.5932998657227",NA,"Árvore de 18 metros, folhas discolores face abaxial ocre, fruto verde marronzado.","SAMES01443",NA,NA,NA,"41644","auto",NA,"-398050000.0","-182625000.0",NA,NA,NA,NA,NA,NA
"16","2019-06-27 10:24:32-03","UFES","VIES","33286","S","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii","Prance",NA,"Moreira, L.N.","48","2007","07","03",NA,"Brasil","Espírito Santo","Cachoeiro de Itapemirim","Floresta Nacional Pacotuba.","-41.1128005981445","-20.8488998413086",NA,NA,"VIES033286","VIES033286",NA,NA,"35694","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 11:05:57-03","UNESP-IBB","BOTUW","240","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii","Prance",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"Comp. Vale do Rio Doce","-40.533333","-19.866667",NA,NA,"BOTUW000240",NA,NA,NA,NA,NA,NA,"40°32'W","19°52'S",NA,NA,NA,NA,NA,NA
"18","2020-06-29 09:30:03-03","UFRRJ","RBR","45587","S","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii","Prance",NA,"D.A. Folli","061/79",NA,NA,NA,NA,"Brasil","Espírito Santo","Linhares","Reserva florestal d a CVRD. Est. 142, Km 1,250 lado esquerdo.","-40.0722007751465","-19.3910999298096",NA,NA,"RBR00045587",NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 09:30:03-03","UFRRJ","RBR","1252","S","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii","Prance",NA,"D.A. Folli","061","1979","01","11",NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal da CVRD. Est. 142, km 1, 250 lado esquerdo.","-40.0722007751465","-19.3910999298096",NA,NA,"RBR00001252","RBR00001252",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-08-15 09:03:27-03","UESC","UESC","10662","S","Plantae","Angiospermae","Florideophycidae","Chrysobalanaceae","Licania","belemii","Licania belemii","Prance",NA,"Sambuichi, R.","414","2001","08","07",NA,"Brasil","Bahia","Ilhéus",NA,"-39.189722","-14.706944",NA,"Árvore, DAP 28,7cm.; Indivíduo 183A.","UESC0010662",NA,NA,NA,NA,NA,NA,"39W11'23''","14S42'25''",NA,"Dicotyledoneae",NA,NA,NA,NA
"21","2020-12-11 11:34:34-03","UFMG","BHCB","194832","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Licania","belemii","Licania belemii","Prance",NA,"Magalhães, RA","s.n.","2018","05","11","Southern America","Brasil","Minas Gerais","Morro do Pilar","Bacia do Rio Preto","-43.365556","-19.202778",NA,"Árvore; Floresta Estacional Semidecidual em Estágio Médio de Regeneração","BHCB194832",NA,NA,NA,NA,NA,NA,"-43.365556","-19.202778",NA,NA,"550","800",NA,NA
"22","2018-07-25 16:31:00-03","MO","MOBOT","101058577","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii","Prance",NA,"Romeu P. Belém|PINHEIRO","Belém 3211",NA,NA,NA,"South America","Brazil","Bahia","Belmonte",NA,"-38.8828010559082","-15.8631000518799",NA,NA,NA,NA,"Holotype",NA,"71281","auto",NA,NA,NA,NA,NA,NA,NA,"1",NA
"23","2020-08-31 09:01:06-03","INPA","INPA","95326","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Chrysobalanaceae","Licania","belemii","Licania belemii","Prance","Prance, GT","Folli, DA","61/79","1979","01","11","Southern America","Brasil","Espírito Santo","Linhares","Reserva Florestal da CVRD, Est. 142 Km 1250 lado esquerdo","-40.0722007751465","-19.3910999298096",NA,NA,"INPA0095326","INPA0095326 INPA0095326_e INPA0095326_e1",NA,"1981","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-25 10:12:46-03","CVRD","CVRD","14599","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","belemii","Licania belemii","Prance","Domingos A. Folli","Folli, D.A.","7121","2013","10","28","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Milho torrado Amarelo","CVRD014599",NA,NA,"2013","48094","auto","10",NA,NA,"28","Magnoliopsida","55","55",NA,NA
"25","2021-02-25 10:12:46-03","CVRD","CVRD","9268","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","belemii","Licania belemii","Prance","Domingos A. Folli","Folli, D.A.","5163","2005","12","06","América do Sul","BRASIL","ES","Linhares","Aceiro Catelã Jueirana","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Milho torrado amarelo","CVRD009268","CVRD009268",NA,"2005","48094","auto","12",NA,NA,"06","Magnoliopsida",NA,NA,NA,NA
"26","2021-02-25 10:12:46-03","CVRD","CVRD","206","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","belemii","Licania belemii","Prance","Ghillea T. Prance","Folli, D.A.","61","1979","01","11","América do Sul","BRASIL","ES","Linhares","Próxima a uma Boleira, Crubixá e uma Jataipeba, antes do Bloco 1-16.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Milho torrado amarelo","CVRD000206",NA,NA,"1983","48094","auto","04",NA,NA,"08","Magnoliopsida",NA,NA,NA,NA
"27","2019-11-13 11:17:51-03","USP","SPF","175020","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii","Prance","Asprino, R","Lopes, MMM","560","2006","02","15",NA,"Brasil","Bahia","Arataca","RPPN Caminho das Pedras","-39.341667","-15.173611",NA,NA,"SPF00175020",NA,NA,"2019",NA,NA,"04","-39.341667","-15.173611",NA,NA,"1000","1000",NA,NA
"28","2019-11-13 11:17:51-03","USP","SPF","176396","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii","Prance","Asprino, R","Lopes, MMM","736","2006","05","23",NA,"Brasil","Bahia","Almadina","Serra do Corcovado","-39.603333","-14.705833",NA,NA,"SPF00176396",NA,NA,"2019",NA,NA,"04","-39.603333","-14.705833",NA,NA,"650","860",NA,NA
"29","2019-11-13 11:17:51-03","USP","SPF","181455","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii","Prance","Asprino, R","Jardim, JG","4853","2005","12","18",NA,"Brasil","Bahia","Arataca","Serra do Peito de Moça","-39.339444","-15.174167",NA,NA,"SPF00181455",NA,NA,"2019",NA,NA,"04","-39.339444","-15.174167",NA,NA,"450","450",NA,NA
"30","2019-11-13 11:17:51-03","USP","SPF","181745","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii","Prance","Asprino, R","Paixão, JL","928","2006","03","31",NA,"Brasil","Bahia","Arataca","Serra das Lontras","-39.408056","-15.202778",NA,NA,"SPF00181745",NA,NA,"2019",NA,NA,"04","-39.408056","-15.202778",NA,NA,NA,NA,NA,NA
"31","2019-11-13 11:17:51-03","USP","SPF","181746","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii","Prance","Barbosa-Silva, RG","Amorim, AMA","6462","2006","10","13",NA,"Brasil","Bahia","Porto Seguro","RPPN Estação Veracruz","-39.222222","-16.441667",NA,NA,"SPF00181746",NA,NA,"2017",NA,NA,"07","-39.222222","-16.441667",NA,NA,"50","100",NA,NA
"32","2019-11-13 11:17:51-03","USP","SPF","193942","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii","Prance","Asprino, R","Perdiz, RO","313","2009","02","06",NA,"Brasil","Bahia","Arataca","Serra das Lontras","-39.402778","-15.189444",NA,NA,"SPF00193942",NA,NA,"2019",NA,NA,"04","-39.402778","-15.189444",NA,NA,"700","900",NA,NA
"33","2019-11-13 11:17:51-03","USP","SPF","197853","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii","Prance","Santos, MF","Santos, MF","221","2008","03","13",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","APA Morro da Pedreira","-43.432861","-19.431861",NA,NA,"SPF00197853",NA,NA,"2008",NA,NA,NA,"-43.432861","-19.431861",NA,NA,NA,NA,NA,NA
"34","2019-11-13 11:17:51-03","USP","SPF","205959","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii","Prance","Asprino, R","Thomas, WW","12009","1999","02","05",NA,"Brasil","Bahia","Porto Seguro","Parque Nacional e Histórico do Monte Pascoal, Along road from entrance to visitor's center and road to E side of park.","-37.415","-16.867222",NA,NA,"SPF00205959",NA,NA,"2019",NA,NA,"04","-37.415","-16.867222",NA,NA,"50","50",NA,NA
"35","2019-11-13 11:17:51-03","USP","SPF","205963","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii","Prance","Asprino, R","Carvalho, AMV","5173","1994","09","26",NA,"Brasil","Bahia","Ilhéus","Cidade de Ilhéus, MATA DA ESPERANÇA. Estrada a 2 km a partir da antifa ponte do Rio Fundão.","-39.069167","-14.781944",NA,NA,"SPF00205963",NA,NA,"2019",NA,NA,"04","-39.069167","-14.781944",NA,NA,NA,NA,NA,NA
"36","2019-11-13 11:17:51-03","USP","SPF","215572","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii","Prance","Asprino, R","Daneu, L","241","2010","02","03",NA,"Brasil","Bahia","Arataca",NA,"-39.339444","-15.174167",NA,NA,"SPF00215572",NA,NA,"2019",NA,NA,"04","-39.339444","-15.174167",NA,NA,"700","900",NA,NA
"37","2019-11-25 11:58:00-03","USP","SPF","230641","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii","Prance","Asprino, R","Daneu, L","578","2011","11","13",NA,"Brasil","Bahia","Arataca",NA,"-39.338056","-15.17",NA,NA,"SPF00230641",NA,NA,"2019",NA,NA,"04","-39.338056","-15.17",NA,NA,"640","640",NA,NA
"38","2019-10-07 09:30:01-03","UEFS","HUEFS","183999","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Licania","belemii","Licania belemii","Prance","R.G.Barbosa-Silva","Paiva, F.","3390","1967","01","30",NA,"Brasil","Alagoas","Colônia Leopoldina","Engenho Pé de Serra.","-35.7249984741211","-8.90888977050781",NA,NA,"HUEFS0183999","HUEFS0183999",NA,"2016","21331","auto","11",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"39","2019-10-18 17:22:43-03","UEFS","HUEFS","245109","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Licania","belemii","Licania belemii","Prance","R.Asprino","Ribeiro, M.","576","2011","08","20",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica de Córrego Grande.","-39.7322006225586","-18.5932998657227",NA,NA,"HUEFS0245109","HUEFS0245109 HUEFS0245109_e1",NA,"2019","41644","auto","10",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"40","2019-10-07 09:30:01-03","UEFS","HUEFS","126857","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Licania","belemii","Licania belemii","Prance","R.G.Barbosa-Silva","Amorim, A.","6462","2006","10","13",NA,"Brasil","Bahia","Porto Seguro","Estrada que liga Eunápolis à Porto Seguro. RPPN Estação Veracruz.","-39.202222","-16.419167",NA,"Floresta Ombrófila Densa sob Tabuleiro. Coletadas efetuadas na parcela 2 e na estrada de acesso.","HUEFS0126857","HUEFS0126857",NA,"2016",NA,NA,"11","39W12'8''","16S25'9''",NA,"Rosanae","50","100",NA,NA
"41","2019-10-07 09:30:01-03","UEFS","HUEFS","127298","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Licania","belemii","Licania belemii","Prance","R.Asprino","Jardim, J.G.","4853","2005","12","18",NA,"Brasil","Bahia","Arataca","Rod. Arataca / Una entrada è direita no assentamento Santo Antônio 9,5 Km, vicinal para a Fazenda Palmeira 8,9 Km da entrada. Serra do Peito-de-Moça, RPPN Palmeira / IESB. Coletas efetuadas próximo ao córrego ca. 2 Km da sede.","-39.339444","-15.174167",NA,"Floresta.","HUEFS0127298","HUEFS0127298 HUEFS0127298_01 HUEFS0127298_e1",NA,"2019",NA,NA,"05","39W20'22''","15S10'27''",NA,"Rosanae","450","450",NA,NA
"42","2019-10-07 09:30:01-03","UEFS","HUEFS","184324","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Licania","belemii","Licania belemii","Prance","R.G.Barbosa-Silva","Thomas, W.W.","12009","1999","02","05",NA,"Brasil","Bahia","Porto Seguro","Parque Nacional Monte Pascoal.","-37.415","-16.867222",NA,NA,"HUEFS0184324","HUEFS0184324",NA,"2016",NA,NA,"11","37W24'54''","16S52'2''",NA,"Rosanae","50","50",NA,NA
"43","2019-10-18 17:22:43-03","UEFS","HUEFS","188577","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Licania","belemii","Licania belemii","Prance","R.Asprino","Daneu, L.","CEPEC241","2010","02","03",NA,"Brasil","Bahia","Arataca","Trilha do Talhão 1. Caminho que leva à Serra do Peito de Moça.","-39.339444","-15.174167",NA,"Floresta Ombrófila Densa Montana.","HUEFS0188577","HUEFS0188577",NA,"2019",NA,NA,"10","39W20'22''","15S10'27''",NA,"Rosanae","700","900",NA,NA
"44","2020-07-23 12:02:58-03","CEPLAC","CEPEC","64206","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"A. M. Amorim","A. M. de Carvalho","5312","1994","09","27",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão. Árvore n. 1147 Parcela n. 30.","-39.069167","-14.781944",NA,"<ll>dwc_commonname:</ll> Oití",NA,NA,NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,NA,NA,NA,NA,"30/12/1995"
"45","2020-07-23 12:02:58-03","CEPLAC","CEPEC","140574","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"Sem Informação","Lopes, L.C.M.","257","2012","05","27",NA,"Brasil","Bahia","UNA",NA,"-39.096944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'49","15S9'73",NA,NA,NA,NA,NA,NA
"46","2020-07-23 12:02:57-03","CEPLAC","CEPEC","111980","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"Sem Informação","Lopes, M. M. M.","736","2006","05","23",NA,"Brasil","Bahia","ALMADINA","Serra do Corcovado. 9,8Km ao SW de Coarací na estrada para Almadina, daí N até a Fazenda São José. Proprietário Senhor Francisco.","-39.603333","-14.705833",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W36'12","14S42'21",NA,NA,"650","650",NA,NA
"47","2020-07-23 12:02:57-03","CEPLAC","CEPEC","122739","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"Sem Informação","Martini, A.",NA,NA,NA,NA,NA,"Brasil","Bahia","URUÇUCA","Estrada de Serra Grande para Itacaré. Área do inventário do plano manejo do Parque Estadual da Serra do Conduru. Mata da Área Explorada.","-39.115","-14.499722",NA,"Individuo A 14.",NA,NA,NA,NA,NA,NA,NA,"39W6'54","14S29'59",NA,NA,"380","380",NA,NA
"48","2020-07-23 12:02:57-03","CEPLAC","CEPEC","123575","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"Sem Informação","Piotto, D.","136","2007","06","05",NA,"Brasil","Bahia","URUÇUCA","Parque Estadual da Serra do Conduru","-39.083333","-14.416667",NA,"Floresta secundária, idade: 40 anos, sítio: 1 , linha: 3 , #: 30 , dist.: 45 , dap: 7.5 cm, altura: 12 m",NA,NA,NA,NA,NA,NA,NA,"39W5'0","14S25'0",NA,NA,"120","120",NA,NA
"49","2020-07-23 12:02:57-03","CEPLAC","CEPEC","123811","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"R. Asprino","Perdiz, R. de O.","313","2009","02","06",NA,"Brasil","Bahia","arataca","Serra das Lontras. Topo da montanha.","-39.385278","-15.189444",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W23'7","15S11'22",NA,NA,"700","700",NA,NA
"50","2020-07-23 12:02:57-03","CEPLAC","CEPEC","126419","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"Sem Informação","Amorim, A. M.","7892","2009","07","17",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita, trilha da Pousada, floresta ao lado da área de cabruca.","-39.565278","-15.391667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W33'55","15S23'30",NA,NA,"835","835",NA,NA
"51","2020-07-23 12:02:57-03","CEPLAC","CEPEC","127838","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"Sem Informação","Perdiz, R. de O.","709","2010","05","23",NA,"Brasil","Bahia","ALMADINA","Serra do Corcovado.","-39.603056","-14.709167",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W36'11","14S42'33",NA,NA,NA,NA,NA,NA
"52","2020-07-23 12:02:58-03","CEPLAC","CEPEC","128007","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"R. Asprino","Carvalho, G. M.","383","2010","07","06",NA,"Brasil","Bahia","PORTO SEGURO","RPPN Estação Veracel","-39.25","-16.5",NA,"<ll>dwc_commonname:</ll> Oiti",NA,NA,NA,NA,NA,NA,NA,"39W15'","16S30'",NA,NA,"100","100",NA,NA
