"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","individualCount","fieldNumber"
"11","2021-04-07 11:47:28-03","UFMS","CGMS","71410","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis",NA,"Leersia ligularis","Trin.","A. Pott","J.V. Gonzalez; W.L.C. Tabosa; D.P.F.L. Maidana; A. Pott.","601","2018","10","30",NA,"Brasil","Mato Grosso do Sul","Bonito","Fazenda Marambaia. Parque Nacional da Serra da Bodoquena","-56.7175","-20.9694445","666","666",NA,"Fruto verde Habitat: Sombreado - Floresta Habito: Erva cespitosa","CGMS1104188",NA,NA,"2018","10","30","-56,7175","-20,9694445",NA,NA,NA,NA,NA
"12","2021-04-07 11:47:28-03","UFMS","CGMS","73083","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis",NA,"Leersia ligularis","Trin.","A. Pott; V.J. Pott","A. Pott; V.J. Pott","16542","2014","04","21",NA,"Brasil","Mato Grosso do Sul","Bonito","Hotel Cabanas, Rio Formoso.","-56.445","-21.1711111","272","272",NA,NA,"CGMS1105890",NA,NA,NA,NA,NA,"-56,445","-21,1711111",NA,NA,NA,NA,NA
"13","2021-04-07 11:47:28-03","UFMS","CGMS","65673","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis",NA,"Leersia ligularis","Trin.","A. Pott","A. Pott; G.A. Damasceno-Junior; J.L. Battilani","17226","2016","06","09",NA,"Brasil","Mato Grosso do Sul","Bodoquena","Fazenda Flor da Bodoquena, entorno do Parque Nacional Serra da Bodoquena.","-56.8283334","-20.77","587","587",NA,NA,"CGMS1098634",NA,NA,"2016","06","09","-56,8283334","-20,77",NA,NA,NA,NA,NA
"14","2021-04-07 11:47:28-03","UFMS","CGMS","71054","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis",NA,"Leersia ligularis","Trin.","A. Guglieri-Caporal","A. Pott; V.J. Pott & G.A. Damasceno-Junior","15560","2009","07","28",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Nazaré, área da Mata do Cedro, leque do Rio Taquari, sub-região de Paiaguás, Pantanal.","-57.085","-18.6577778","90","90",NA,"Ocasional. Habitat: Floresta estacional decidual com Phyllostylon rhamnoides e Hymenaea courbaril. Habito: Erva cespitosa, 0,70 - 1,50 m de altura.","CGMS1103706",NA,NA,NA,NA,NA,"-57,085","-18,6577778",NA,NA,NA,NA,NA
"15","2021-04-07 11:47:28-03","UFMS","CGMS","57813","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis",NA,"Leersia ligularis","Trin.","A. Guglieri-Caporal","A. Pott; V.J. Pott; S.N. Moreira","15956","2010","05","22",NA,"Brasil","Mato Grosso do Sul","Bonito","Retiro do Ruivo, próximo ao Córrego Taquaral, Fazenda América, bacia do Rio Formoso, Serra da Bodoquena.","-56.9277778","-21.1677778","375","375",NA,NA,"CGMS1087749",NA,NA,NA,NA,NA,"-56,9277778","-21,1677778",NA,NA,NA,NA,NA
"16","2021-04-07 11:47:28-03","UFMS","CGMS","57812","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","A. Guglieri-Caporal","A. Pott; V.J. Pott; S.N. Moreira","15831","2009","11","22",NA,"Brasil","Mato Grosso do Sul","Bonito","Retiro do Ruivo, próximo ao Córrego Taquaral, Fazenda América, Bacia do Rio Formoso, Serra da Bodoquena.","-56.5994444","-21.1661111","390","390",NA,NA,"CGMS1087748",NA,NA,NA,NA,NA,"-56,5994444","-21,1661111",NA,NA,NA,NA,NA
"17","2021-04-07 11:47:28-03","UFMS","CGMS","71409","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis",NA,"Leersia ligularis","Trin.","A. Pott","D. Cuadrado; R. Fernandes; V. Nakamura; A. Pott","17","2018","10","31",NA,"Brasil","Mato Grosso do Sul","Bonito","Fazenda Taquaral assentamento do Saci. Parque Nacional da Serra da Bodoquena","-56.6272223","-21.1091667","422","422",NA,NA,"CGMS1104187",NA,NA,"2018","10","31","-56,6272223","-21,1091667",NA,NA,NA,NA,NA
"18","2021-04-07 11:47:28-03","UFMS","CGMS","59009","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis",NA,"Leersia ligularis","Trin.","A. Pott","A. Pott; V.J. Pott","15355","2009","04","28",NA,"Brasil","Mato Grosso do Sul","Bonito","Fazenda Angélica, 30 Km W de Bonito.","-56.6208334","-20.9902777","568","568",NA,"Área M-1 (Microbacia crítica Angélica). Habitat: Floresta semidecidual (borda perturbada) em área de cerrado. Relevo vale. Habito: Erva cespitosa. Ocasional.","CGMS1088923",NA,NA,"2017","04","24","-56,6208334","-20,9902777",NA,NA,NA,NA,NA
"19","2020-12-21 16:40:32-03","MBM","MBM","300301","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","Lopez, G.J.","Pedersen, T.M.","s.n.","1976","04","05","Southern America","Brazil","Paraná","Guarapuava","Palmeirinha","-51.4580993652344","-25.395299911499",NA,NA,NA,"Woodland.","MBM300301","MBM300301",NA,"2004",NA,NA,NA,NA,NA,"53832","auto",NA,NA
"20","2020-12-21 16:40:32-03","MBM","MBM","191132","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis",NA,"Leersia ligularis","Trin.","Longhi-Wagner, H.M.","Hatschbach, G.; Saldanha Muniz, J.; Silva, J.M.; Saldanha Muniz, J.; Silva, J.M.","64483",NA,NA,NA,"Southern America","Brazil","Paraná","Candói","Fazenda Coqueiro, estrada para o Rio Jordão","-52.0558013916016","-25.5722007751465",NA,NA,NA,NA,"MBM191132","MBM191132",NA,NA,NA,NA,NA,NA,NA,"42664","auto",NA,NA
"21","2020-12-21 16:40:32-03","MBM","MBM","61866","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah",NA,"Davidse, G.; et al.; et al.","11334",NA,NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Rod. BR-373, ca. 5km W de Guamiranga","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"MBM061866","MBM061866",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA
"22","2021-02-11 17:21:19-03","UFPR","UPCB","47978","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis",NA,"Leersia ligularis","Trin.","Viana, P.L.","Kersten, R.","469B","2001","01","23",NA,"Brasil","Paraná","Araucária","REPAR - PETROBRÁS","-49.4103012084961","-25.5930995941162",NA,NA,NA,"Herbácea rizomatosa em floresta ciliar..","UPCB0038759","UPCB0038759",NA,"2008","12",NA,NA,NA,NA,"21346","auto",NA,NA
"23","2018-05-17 05:28:00-03","MO","MOBOT","1803704","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis",NA,"Leersia ligularis","Trin.","Nicora, E. G., /05/","Fernando O. Zuloaga|Osvaldo Morrone|María E. Múlgura|A. Vega","Zuloaga 5120","1995","3","1","South America","Argentina","Misiones","General Manuel Belgrano","Dpto. General Belgrano: Ruta Nac. 14 de Bdo. de Irigoyen a Tobuna, 8 km del empalme con Prov.","-53.7333333","-27.4388889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"24","2009-07-10 17:56:00-03","MO","MOBOT","1803536","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis",NA,"Leersia ligularis","Trin.",NA,"Troels M. Pedersen","Pedersen 4146","1956","10","23","South America","Paraguay","Boquerón",NA,"Puerto Casado & vicinity. Cerro Galván, dense rather moist woodland on limestone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2009-07-10 17:56:00-03","MO","MOBOT","1933469","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis",NA,"Leersia ligularis","Trin.","G. Davidse (MO)","Troels M. Pedersen","Pedersen 10134","1972","3","30","South America","Paraguay","Guairá",NA,"Colonia Independencia. Woodland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2015-08-23 05:45:00-03","MO","MOBOT","218515","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis",NA,"Leersia ligularis","Trin.","E.J. Judziewicz (US)","Simon Lægaard|S.A. Renvoize","Lægaard 70684","1988","3","8","South America","Ecuador","Manabí","Sucre","Ca. 20 km S of Jipijapa Ravine, partly forested, partly cultivated with bananas and coffee","-80.53333","-1.5","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2009-06-27 16:38:00-03","MO","MOBOT","218525","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis",NA,"Leersia ligularis","Trin.","E.J. Judziewicz (US)","Simon Lægaard","Lægaard 71397","1988","6","7","South America","Ecuador","Imbabura",NA,"Km 32.7 Lita-Salinas. Dry slope, partly with scrub","-78.25","0.71666","900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2010-05-16 08:12:00-03","MO","MOBOT","2229049","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis",NA,"Leersia ligularis","Trin.","Nicora, E. G.","Aurelio Schinini","Schinini Cacace 19875","1980","2","15","South America","Argentina","Misiones","Cainguás","Salto Tabaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2012-04-18 10:28:00-03","MO","MOBOT","2229062","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis",NA,"Leersia ligularis","Trin.","Nicora, E. G.","Juan H. Hunziker|et al.","Hunziker 10941","1983","12","11","South America","Argentina","Misiones","Iguazú","Parque Nacional Iguazú, Cataratas","-54.45","-25.68333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2014-02-09 13:30:00-02","MO","MOBOT","2229080","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis",NA,"Leersia ligularis","Trin.","Nicora, E. G.","G. Grüner","Grüner 1418","1963","6","16","South America","Argentina","Misiones","Oberá","Yerbal Viejo","-55","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2011-01-31 07:11:00-02","MO","MOBOT","2229089","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis",NA,"Leersia ligularis","Trin.","Nicora, E. G.","L.R. Parodi","Parodi 13008","1924",NA,NA,"South America","Argentina","Misiones","San Ignacio","San Ignacio","-54.53333","-27.26666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2014-04-01 20:21:00-03","MO","MOBOT","2298175","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis",NA,"Leersia ligularis","Trin.",NA,"A.I. Honfi","Honfi 37",NA,NA,NA,"South America","Argentina","Misiones","Eldorado","Salto Kuppers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2009-06-24 18:35:00-03","MO","MOBOT","1803527","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","G.L. Pyrah","Agnes Chase","Chase 9446","1925","4","11","South America","Brazil","Minas Gerais",NA,"Vicosa. Tangled in brush, moist ground",NA,NA,"640.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2013-08-23 04:12:00-03","MO","MOBOT","1803533","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","L.G. Clark","Lynn G. Clark","Clark 419","1988","2","27","South America","Colombia","Caldas","Salamina","About 6 km SE from Salamina on the road to Pacora, Quebrada La Frisolita. In a moist quebrada","-75.48333","5.4","1440.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2009-12-07 20:41:00-02","MO","MOBOT","1803537","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","E. Nicora","Renée H. Fortunato|Rosa Guaglianone|Erik Garino","Fortunato 2400","1991","11","17","South America","Argentina","Formosa",NA,"Dpto. Patiño. 4 km del cruce de ruta Gral. Belgrano-San Carols, en direccion a San Ramon. Monte. Sotobosque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2008-05-27 22:02:00-03","MO","MOBOT","1803540","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","G. Davidse, 1988 (MO)","BERRY","BERRY 148","1974","6","15","South America","Venezuela",NA,NA,"Reforested hills of the Caracas Botanical Gardens. Common in open areas of the hills, especially disturbed areas",NA,NA,"870.00000000","980.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2008-05-27 22:02:00-03","MO","MOBOT","1808734","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","Gerrit Davidse","Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","Davidse 11334","1976","3","15","South America","Brazil","Paraná",NA,"5 km W of Guamiranga along Highway BR-373 to Ponta Grossa.",NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1175"
"38","2015-08-22 05:41:00-03","MO","MOBOT","1902194","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","G. Davidse (MO)","Ronald L. Liesner|Ángel C. González|R.C. Wingfield","Liesner 7641A","1979","6","20","South America","Venezuela","Falcón",NA,"Sierra de San Luis. Piedra de Agua.","-69.66666","11.13333","600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"156"
"39","2016-08-04 11:40:00-03","MO","MOBOT","2230925","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah",NA,"F. Biganzoli|Paola Peralta|G. Márquez","Biganzoli 1516","2004","1","26","South America","Argentina","Misiones","Cainguás","Predio UNLP, Reserva Valle del Arroyo Cuña Pirú. Picada en el cerro frente al balneario","-54.9633333","-27.1016667","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"40","2020-07-06 14:19:00-03","MO","MOBOT","2253864","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","Nicora, E. G.","Angel L. Cabrera|et al.","Cabrera 28790","1977","10",NA,"South America","Argentina","Misiones","Cainguás","Salto Tabaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"41","2009-07-17 06:52:00-03","MO","MOBOT","2253886","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","Nicora, E. G.","Arturo E. Burkart","Burkart 28240","1971","2","23","South America","Argentina","Misiones","General Manuel Belgrano","12 km al N de Bernardo de Yrigoyen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2009-07-17 06:52:00-03","MO","MOBOT","2253913","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","Nicora, E. G.","Arturo E. Burkart","Burkart 28256","1971","2","23","South America","Argentina","Misiones","General Manuel Belgrano","Cascada de Andresito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2009-07-17 06:52:00-03","MO","MOBOT","2253930","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","Nicora, E. G.","Arturo E. Burkart","Burkart 28257","1971","2","23","South America","Argentina","Misiones","General Manuel Belgrano","Cascada de Andresito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","242351","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","Gerrit Davidse (MO)","Elsa M. Zardini|A. Aguayo","Zardini 8476","1988","12","10","South America","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Cerro Peró, 1 km W of Destacamento Tororo, on road to Polilla. Forest on Eastern slope.","-56.25","-25.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","88-123"
"45","2010-04-23 20:53:00-03","MO","MOBOT","2440942","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","E. Nicora, 6/","Osvaldo Morrone|Norma B. Deginani|Ana M. Cialdella","Morrone 825","1996","2","15","South America","Argentina","Misiones","General Manuel Belgrano","Ruta Nac. 101, 8 Km de San Antonio camino a Puerto Iguazú, Reserva Estricta Nac. S. Antonio. Selva secundria, 750 msn 20-80 cm de alto, apoyante en la vegetación, hojas escabrosas","-53.78333","-26.01666","750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2014-03-29 16:57:00-03","MO","MOBOT","2453103","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","Nicora, E. G.","H. Van de Venne","Van de Venne s.n.18","1906","8","20","South America","Argentina","Misiones","Candelaria","Bonpland","-55.48333","-27.48333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2015-01-31 21:46:00-02","MO","MOBOT","2453120","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","Nicora, E. G.","A. de Llamas","Llamas s.n.9","1904",NA,NA,"South America","Argentina","Misiones","Candelaria","Santa Ana","-55.58333","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2014-03-29 16:57:00-03","MO","MOBOT","2453140","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","Nicora, E. G.","H. Van de Venne","Van de Venne s.n.3","1906","8","10","South America","Argentina","Misiones","Candelaria","Santa Ana","-55.58333","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-08-02 09:41:00-03","MO","MOBOT","2453157","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","Nicora, E. G.","L.L. Hauman","Hauman s.n.b","1924","2",NA,"South America","Argentina","Misiones","Guaraní","Fracán","-54.3","-26.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"50","2011-04-11 12:25:00-03","MO","MOBOT","2453175","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","Nicora, E. G.","L.L. Hauman","Hauman s.n.c","1924","2","21","South America","Argentina","Misiones","San Pedro","San Pedro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
