"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","locality","decimalLongitude","decimalLatitude","county","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","monthIdentified","typeStatus","fieldNumber","individualCount","dayIdentified"
"11","2021-03-15 16:37:00-03","NY","NYBG","01200461","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.","T. D. Pennington","E. Palheta","s.n.","1989","06","28","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1443006' target='other'> <mi>dwc_moreinfo</mi></a>","NY01200461","NY01200461_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01200459","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.","T. D. Pennington","N. T. da Silva","60815","1966","01","13","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1330162' target='other'> <mi>dwc_moreinfo</mi></a>","NY01200459","NY01200459_01","Rio Negro, Rio Maturacá Between Missão salesiana and Serra Pirapucú","-65.867369","0.531955",NA,NA,NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01200462","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.","T. D. Pennington","N. T. da Silva","60815","1966","01","13","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1443017' target='other'> <mi>dwc_moreinfo</mi></a>","NY01200462","NY01200462_01","Rio Negro, Rio Maturacá Between Missão salesiana and Serra Pirapucú","-65.867369","0.531955",NA,NA,NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:49:20-03","EAO","IAN","146683","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.","Pennington, TD","Pires, JM; Marinho, LR","15770","1975","03","11","Southern America","Brasil","Amazonas",NA,"Árvore de 20m de altura; frutos verdes.","IAN146683",NA,"Uaupés, Rio Negro. Estrada Perimetral Norte. Mata de terra firme.",NA,NA,NA,NA,NA,NA,NA,"1990",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-08 17:44:04-03","EAO","IAN","XILO4247","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.","Pennington, TD","Pires, JM; Marinho, LR","15770","1975","03","11","Southern America","Brasil","Amazonas",NA,"Árvore de 20m de altura; frutos verdes.","IANXILO4247",NA,"Uaupés, Rio Negro. Estrada Perimetral Norte. Mata de terra firme.",NA,NA,NA,NA,NA,NA,NA,"1990",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:04:16-03","NBC","NL-BOTANY","U.1599363","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.","Pennington TD","Assunção PACL",NA,"1997","09","21","Southern America","Brazil","Amazonas",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1599363 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1599363","NL-U1599363",NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","-59.966667","-2.883333","U 0132944",NA,NA,NA,NA,NA
"17","2020-02-08 09:04:16-03","NBC","NL-BOTANY","U.1599364","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.",NA,"Pacheco M; Palheta E; Souza S de",NA,"1988","11","02","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1599364 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1599364","NL-U1599364","Amazonas: Distrito Agropecuário, Fazenda Dimona of the WWF/INPA MCS project, ca. 72 km N of Manaus.","-60.083333","-2.316667",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","-60.083333","-2.316667",NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:04:16-03","NBC","NL-BOTANY","U.1599223","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.",NA,"Boom BM; Weitzman AL",NA,"1985","02","18","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1599223 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1599223","NL-U1599223","Amazonas, Dpto. Río Negro, Neblina Base Camp, Río Mawarinuma.","-66.166667","0.833333",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","-66.166667","0.833333",NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:04:16-03","NBC","NL-BOTANY","U.1599224","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.",NA,"Marcano-Berti L; Salcedo P",NA,"1979","03","11","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1599224 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1599224","NL-U1599224","entre San Carlos de Río Negro y El Solano, Departamento Río Negro, Territorio Federal Amazonas.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:41:10-03","UNICAMP","UEC","113214","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.","Ribeiro, JELS; et al.","Souza, MAD; Pereira, EC; Silva, CF; Martins, LHP","419","1997","09","19",NA,"Brazil","Amazonas",NA,"Árvore. Aspecto circular. Sapopema convexa, assimétrica A>C (120cm,100cm), não ramificada. Ritidoma marrom-escuro, rígido, estriado, com estrias desprendimento em placas irregulares, inserção transversal. Casca morta marrom-escuro, <1","UEC042550","UEC042550","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Próximo ao campo de futebol.","-59.966667","-2.883333","Manaus",NA,NA,NA,NA,"1997",NA,"-59.966667","-2.883333",NA,"08",NA,NA,NA,NA
"21","2020-12-21 16:44:50-03","MBM","MBM","243268","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubreville","Ribeiro, J.E.L.S.","Souza, M.A.D.; et al.; et al.","419",NA,NA,NA,"Southern America","Brazil","Amazonas",NA,NA,"MBM243268","MBM243268","Reserva Florestal Ducke, próximo ao campo de futebol","-60.0250015258789","-3.10193991661072","Manaus","138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-12-09 14:59:28-02","MNHN","RECOLNAT_MNHN_P","P00649257","PreservedSpecimen",NA,NA,NA,"Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.",NA,"Silva, N.T.|Brazao, U.",NA,"1966","1","13",NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00649257' target='other'> <mi>dwc_moreinfo</mi></a>","P00649257","P00649257_01","Between Missao Salesiana et Serra Pirapucu, Rio Maturaca",NA,NA,NA,NA,NA,"400","800",NA,NA,NA,NA,NA,NA,"isotype","60815",NA,NA
"23","2014-04-05 06:07:00-03","MO","MOBOT","3377284","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.","Pennington","P. A. Costa Lima Assunção|E. da C. Pereira","Assunção 13","1994","4","19","South America","Brazil","Amazonas",NA,NA,NA,NA,"Igarape do Barro Branco, proximo a piscina. Flreosta de Baixio. Arvore. Solo arenoso. Dossel. Sapopemas tabulares presentes. Casca externa marromclaro esbranquicado levemente fissurada em algumas partes. Ao corte; casca morta fina; casca viva bege escuro farinhosa; latex branco em quantidade mediana; alburno branco, fibroso. Soloa renoso. Dossel.","-59.96666","2.88333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2008-05-27 22:02:00-03","MO","MOBOT","3326692","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.",NA,"Assuncao","Assuncao 671","1997","9","21","South America","Brazil","Amazonas",NA,NA,NA,NA,"Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Floresta de Baixio. Árvore. Solo arenoso. Dossel. Sapopemas tabulares presentes. Casca externa marrom-claro-esbranquiçado (raspando), levemente fissurada em algunas partes (1 mm de prof. 2 mm de largura e espaçadas de 3 mm), nao contínuas. Ao corte: casca morta fina; casca viva bege-escuro (farinhosa); látex em quantidade mediana; alburno branco, fibroso. Solo arenoso. Dossel.","-59.96666","-2.88333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2009-07-02 12:55:00-03","MO","MOBOT","100198207","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.",NA,"Gerardo Aymard","Aymard C. 12644","2006","3","11","South America","Venezuela","Amazonas",NA,NA,NA,NA,"Municipio Río Negro. Parcelas del IVIC, bosques de Yévaro (E. purpurea Benth.) Carretera San Carlos de Río Negro-Solano.","-67.0333333","1.9166667",NA,NA,NA,"94.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"26","2014-01-28 11:48:00-02","MO","MOBOT","1069955","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.","G. Aymard, 12/96","Gerardo Aymard|Emygdio Melgueiro|Carlos Gómez","Aymard C. 10889","1996","5","21","South America","Venezuela","Amazonas",NA,NA,NA,NA,"Nonflooded forest on depressions over clay soils ca. 2.5 km west of Yavita, along Yavita-Maroa road. GPS unit used.","-67.4488889","2.9102778",NA,NA,NA,"110.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1","2",NA
"27","2008-05-27 22:02:00-03","MO","MOBOT","1070451","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.","G. Aymard, 12/96","Gerardo Aymard|Carlos Gómez","Aymard C. 11017","1996","5","23","South America","Venezuela","Amazonas",NA,NA,NA,NA,"Nonflooded forest on flat areas over white sand, ca. 5 km west of Yavita, along Yavita-Maroa road. GPS unit used.","-67.46583","2.89416",NA,NA,NA,"110.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"2","2",NA
"28","2008-05-27 22:02:00-03","MO","MOBOT","1423700","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.","G.Aymard(PORT)","Paul E. Berry|Gerardo Aymard","Berry 7054","2000","3","23","South America","Venezuela","Amazonas",NA,NA,NA,NA,"Bosque de tierra firme de ladera (bosque de yévaro), ca. 1 km al norte de la entrada de la parcela principal del IVIC por la carretera San Carlos de Río Negro-Solano, a unos 4 km de San Carlos.","-67.03444","1.925",NA,NA,NA,"120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"264","4",NA
"29","2008-09-26 11:18:00-03","MO","MOBOT","1424051","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.","G.Aymard","Paul E. Berry|Gerardo Aymard","Berry 7297","2000","3","28","South America","Venezuela","Amazonas",NA,NA,NA,NA,"Bosque de tierra firme ca. 1.5 km al sureste de San Carlos de Río Negro, por la pica que conduce al Caño Marimajari. (Parcela 5).","-67.0513889","1.9152778",NA,NA,NA,"120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"270","4",NA
"30","2009-07-31 06:55:00-03","MO","MOBOT","3376093","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.","G. Aymrad","Jorge Velazco","Velazco 550","1989","10",NA,"South America","Venezuela","Amazonas",NA,NA,NA,NA,"Frente NO 2 hoja NB-20-15,. Boca Rio Cuao Muestras recolectadas en planicie Tierra Firme.","-67.68333","4.98333",NA,NA,NA,"80.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2009-11-24 13:03:00-02","MO","MOBOT","3376124","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.","G. Aymard","Manuel Yánez","Yánez 174","1989","11",NA,"South America","Venezuela","Amazonas",NA,NA,NA,NA,"Rio Caname, a 36 km de la Confluencia con el Rio Atabapo.","-67.11666","3.61666",NA,NA,NA,"95.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2011-02-22 16:51:00-03","MO","MOBOT","3376262","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.","T. Pennington","Brian M. Boom|Anna L. Weitzman","Boom 5699","1985","2","8","South America","Venezuela","Amazonas",NA,NA,NA,NA,"Neblina Base Camp, Rio Mawarinuma. Terra firme Forest.","-66.16666","0.83333",NA,NA,NA,"140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-06-18 21:18:00-03","MO","MOBOT","3376316","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.",NA,"Jorge Velazco","Velazco 756","1989","10",NA,"South America","Venezuela","Amazonas",NA,NA,NA,NA,"Dpto. Atabapo. Pica 1. Rio Cuchaken.","-67.36666","3.51666",NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2008-05-27 22:02:00-03","MO","MOBOT","3376529","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.","T. Pennington","Brian M. Boom","Boom 5895","1985","2","18","South America","Venezuela","Amazonas",NA,NA,NA,NA,"Neblina Base Cmap, Rio Mawarinuma. terra firme forest, on dry ridge south of camp.","-66.16666","0.83333",NA,NA,NA,"140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2009-07-31 06:55:00-03","MO","MOBOT","3376582","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.",NA,"Jorge Velazco","Velazco 2067","1991","4",NA,"South America","Venezuela","Amazonas",NA,NA,NA,NA,"Rio Pasimoni. Planicie. con problemas de Drenaje.","-66.5","1.5",NA,NA,NA,"80.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2017-10-26 10:42:00-02","MO","MOBOT","3376870","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.",NA,"Jorge Velazco","Velazco 296","1989","9",NA,"South America","Venezuela","Amazonas",NA,NA,NA,NA,"Dpto. Atures. Rio Cuao. Frente No 2. Raudal del Danto. Hoja NB-20-11.","-67.55","5.0333333",NA,NA,NA,"110.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"37","2011-08-12 15:49:00-03","MO","MOBOT","3382092","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.","G. Aymard","Basil Stergios|Jorge Velazco","Stergios 13935","1990","1","19","South America","Venezuela","Amazonas",NA,NA,NA,NA,"Rio MEtacuni Frente ; entre la boca y el 3er raudal. Selvas humedas siempreverdes de ralo medio-medio , tierra firme, ondulada.",NA,NA,NA,NA,NA,"180.00000000","310.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2011-08-12 15:49:00-03","MO","MOBOT","3382407","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.","A. Licata","Basil Stergios|Jorge Velazco","Stergios 14628","1990","2","3","South America","Venezuela","Amazonas",NA,NA,NA,NA,"rio Metacuni. Selvas humedas de tierra firme de lomerio.","-65.2","3.03333",NA,NA,NA,"210.00000000","350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2011-08-12 15:49:00-03","MO","MOBOT","3382610","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.",NA,"Basil Stergios|Jorge Velazco","Stergios 13917","1990","1","19","South America","Venezuela","Amazonas",NA,NA,NA,NA,"Rio Emtacuni. Frente No 5; entre la boca y el 3er raudal. Selvas humedas siempreverdes de ralo medio-medio, tierra firme; ondulada.",NA,NA,NA,NA,NA,"180.00000000","310.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-04-19 09:34:00-03","MO","MOBOT","3382746","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.","T.D. Pennington","Luis Marcano-Berti","Marcano-Berti 70-979","1979","3","11","South America","Venezuela","Amazonas",NA,NA,NA,NA,"Entre San Carlos de Rio Negro y El Solano.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"41","2013-08-23 04:12:00-03","MO","MOBOT","3382857","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.","t.D. Pennington","Luis Marcano-Berti","Marcano-Berti 70-979","1979",NA,NA,"South America","Venezuela","Amazonas",NA,NA,NA,NA,"Entre San Carlos de Rio NEgro y El Solano. Departmento Rio Negro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2011-06-22 21:16:00-03","MO","MOBOT","3383001","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.",NA,"Euler Marín","Marín 798","1990","2",NA,"South America","Venezuela","Amazonas",NA,NA,NA,NA,"Dpto. Atabapo. Planicie del Rio Padamo.","-65.31666","3.3",NA,NA,NA,"180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2009-07-31 06:55:00-03","MO","MOBOT","3383077","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.","G. Ayamrd","Jorge Velazco","Velazco 880","1989","11",NA,"South America","Venezuela","Amazonas",NA,NA,NA,NA,"El Almidon, en los limites del Departamento Atabapo y Casiquiare Rio Atacavi, Frente 2.","-67.1","3.06666",NA,NA,NA,"80.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","3453607","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.",NA,"O.P. Monteiro","Monteiro 195","1981","7",NA,"South America","Brazil","Amazonas",NA,NA,NA,NA,"Rodovia Manaus-Caracaraí ZF-2 km 14; mata de terra firme; solo argiloso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","405172","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.","T.D.Pennington& K.S.Edwards(FVG2005)","Ronald L. Liesner","Liesner 18365","1985","3","6","South America","Venezuela","Amazonas",NA,NA,NA,NA,"Atabapo. Open and forested area around waterfall. Slope of Huachamacari. 3º39'N, 65º42'W, elev. 750 m.","-65.7","3.65",NA,NA,NA,"750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"85-23","2",NA
"46","2021-01-10 20:43:12-03","INPA","INPA","175798","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Micropholis","splendens","Micropholis splendens","Gilly ex Aubrév.",NA,"Palheta, E","2303.2864.2","1989","06","28","Southern America","Brasil","Amazonas",NA,NA,"INPA0175798","INPA0175798 INPA0175798_e INPA0175798_e1","Distrito Agropecuário, ZF3., Ca 90 km N de Manaus, Distrito Agropecuario da Suframa, Rodovia BR-174, km 72, depois 6 km oeste da BR, Fazenda Dimona. Reserva nº 2303. Arvore nº 2964","-60","-2.316667","Manaus",NA,NA,NA,NA,NA,NA,"-60","-2.316667",NA,NA,NA,NA,NA,NA
