"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","identifiedBy","yearIdentified","monthIdentified","continentOcean","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","imagecode","dayIdentified","typeStatus","individualCount","preparationType"
"14","2020-09-02 16:21:35-03","Cenargen","CEN","104245","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Richterago","petiolata","Richterago petiolata","Roque & J.N.Nakaj.","João Bernardo de Azevedo Bringel Jr.","1056","2014","10","30","Brasil","GO","ALTO PARAISO DE GOIAS","Arredores da Serra da Baliza, próximo a Alto Paraíso.","-47.500555","-14.148055",NA,"CEN00104245",NA,"J. B. Bringel","2014","12",NA,"-47.500555","-14.148055","1215","1215",NA,"CEN00104245",NA,NA,"3","Exsicatas"
"15","2020-09-02 16:21:35-03","Cenargen","CEN","104259","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Richterago","petiolata","Richterago petiolata","Roque & J.N.Nakaj.","João Bernardo de Azevedo Bringel Jr.","1071","2014","11","01","Brasil","GO","ALTO PARAISO DE GOIAS","Parte sudeste do morro doa Baleia.","-47.663611","-14.132222",NA,"CEN00104259",NA,"J. B. Bringel","2014","11",NA,"-47.663611","-14.132222","1256","1256","Anteras amarelas.","CEN00104259",NA,NA,"3","Exsicatas"
"16","2020-09-02 16:21:35-03","Cenargen","CEN","108134","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Richterago","petiolata","Richterago petiolata","Roque & J.N.Nakaj.","Guilherme de M. Antar","2508","2018","11","18","Brasil","GO","ALTO PARAISO DE GOIAS","Trilha do Morro da Baleia, partindo do Camping do Waldomiro.","-47.6575","-14.128055",NA,"CEN00108134",NA,"B. M. T. Walter","2019","01",NA,"-47.6575","-14.128055","1462","1462","Erva com roseta basal, escapo ca. 50 cm alt, acizentado. Brácteas castanhas, pappus amarelo, perianto creme, estile creme.","CEN00108134",NA,NA,"3","Exsicatas"
"17","2019-11-13 11:16:33-03","USP","SPF","137725","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Richterago","petiolata","Richterago petiolata","Roque & J.N.Nakaj.","Forzza, RC","388","1997","12","23","Brasil","Goiás",NA,NA,NA,NA,NA,"SPF00137725",NA,"Roque, N","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"paratype",NA,NA
"18","2019-11-13 11:16:33-03","USP","SPF","142305","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Richterago","petiolata","Richterago petiolata","Roque & J.N.Nakaj.","Forzza, RC","1645","2000","08","02","Brasil","Goiás","Alto Paraíso de Goiás",NA,"-47.6","-14.15",NA,"SPF00142305",NA,"Roque, N","2003","06",NA,"-47.6","-14.15","1269","1269",NA,NA,NA,NA,NA,NA
"19","2019-10-07 09:11:58-03","UEFS","HUEFS","49968","PreservedSpecimen","Plantae","Angiospermae","Asteranae","Asterales","Asteraceae","Richterago","petiolata","Richterago petiolata","Roque & J.N.Nakaj.","Forzza, R.C.","1645","2000","08","02","Brasil","Goiás","Alto Paraíso de Goiás","Estrada Alto Paraíso-São Jorge, cerca de 11km do trevo de Alto Paraíso.","-47.6","-14.15",NA,"HUEFS0049968",NA,"N.Roque","2000",NA,NA,"47W36'","14S9'","1269","1269","Campo areno-pedregoso, próximo a afloramento rochoso, entre gramíneas.",NA,NA,NA,NA,NA
"20","2019-12-06 13:28:52-03","UEFS","HUEFS","52303","PreservedSpecimen","Plantae","Angiospermae","Asteranae","Asterales","Asteraceae","Richterago","petiolata","Richterago petiolata","Roque & J.N.Nakaj.","Forzza, R.C.","1645","2000","08","02","Brasil","Goiás","Alto Paraíso de Goiás","Estrada Alto Paraíso - São Jorge, ca. 11km do trevo de Alto do Paraíso.","-47.633333","-14.15",NA,"HUEFS0052303",NA,"N.Roque","2000",NA,NA,"47W38'","14S9'","1269","1269",NA,NA,NA,NA,NA,NA
"21","2019-11-01 14:54:28-03","UnB","UB","202164","PreservedSpecimen","Plantae","Dicotyledoneae",NA,NA,"Asteraceae","Richterago","petiolata","Richterago petiolata","Roque & J.N.Nakaj.","Dias, EBA; Santos, AA; Silveira, AM","202","2006","11","23","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília","-47.936667","-15.663333",NA,NA,NA,"Silveira, AM","2007","01","Southern America","-47.936667","-15.663333","1114","1114","Erva. Fruto marrom; Cerrado rupestre. Relevo inclinado. Afloramento rochoso",NA,NA,NA,NA,NA
"22","2019-11-01 14:54:28-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,NA,"Asteraceae","Richterago","petiolata","Richterago petiolata","Roque & J.N.Nakaj.","Faria, JEQ; Vasconcelos, TNC; Melo, MS","8175","2017","08","27","Brasil","Goiás","Cavalcante","Margem da rodovia entre Alto Paraíso e Teresina de Goiás","-47.433056","-13.928889",NA,NA,NA,"Bringel, JBA","2017","08","Southern America","-47.433056","-13.928889","1474","1474","Erva. Flor creme; Campo rupestre",NA,NA,NA,NA,NA
"23","2019-05-06 11:54:02-03","UFU","HUFU","28669","S","Plantae",NA,NA,NA,"Asteraceae","Richterago","petiolata","Richterago petiolata","Roque & J.N.Nakaj.","Nakajima, J.N.; Pacheco, R.A.; Romero, R. & Volpi, R.L.","3223","2002","10","09","Brasil","Minas Gerais","Delfinópolis","Parque Nacional da Serra da Canastra, Trilha do Zé Carlinho, subida para Serra do Cemitério.","-46.8539009094238","-20.343900680542","41380","HUFU00058620","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Subarbusto, ca. 0,5 m. Brácteas involucrais creme.; Campo rupestre.","HUFU00058620",NA,NA,NA,NA
"24","2019-05-06 11:54:02-03","UFU","HUFU","9896","S","Plantae",NA,NA,NA,"Asteraceae","Richterago","petiolata","Richterago petiolata","Roque & J.N.Nakaj.","Romero, R.; Nakajima, J.N.; Zanini, E. & Simão, D.G.","3031","1995","11","18","Brasil","Minas Gerais","São Roque de Minas","Guarita de Sacramento","-46.3657989501953","-20.2453002929688","57119","HUFU00070475","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Holotype.; Campo limpo associado a afloramentos rochosos.",NA,NA,"Holotype",NA,NA
"25","2019-05-06 11:54:02-03","UFU","HUFU","34327","S","Plantae",NA,NA,NA,"Asteraceae","Richterago","petiolata","Richterago petiolata","Roque & J.N.Nakaj.","Ferreira, F.M.","240","2002","09","11","Brasil","Minas Gerais","Baependi","Toca dos Urubus","-44.8899993896484","-21.9589004516602","29865","HUFU00049871","auto","Nakajima, J.N.","2003","10",NA,NA,NA,NA,NA,"Erva, ca. 0,2 m. Flores alvas.; Campo rupestre, solo arenoso com muitas gramíneas.","HUFU00049871",NA,NA,NA,NA
"26","2019-11-28 15:44:42-03","UFU","HUFU","9776","S","Plantae",NA,NA,NA,"Asteraceae","Richterago","petiolata","Richterago petiolata","Roque & J.N.Nakaj.","Romero, R.; Nakajima, J.N.; Klein, V.L.G. & Alcantara, M.B.","2698","1995","09","24","Brasil","Minas Gerais","São Roque de Minas","Guariata de Sacramento","-46.3657989501953","-20.2453002929688","57119","HUFU00070476","auto","Roque, N.","1999",NA,NA,NA,NA,NA,NA,"Paratype.; Afloramentos rochosos.",NA,NA,"Paratype",NA,NA
"27","2019-05-06 11:54:02-03","UFU","HUFU","30310","S","Plantae",NA,NA,NA,"Asteraceae","Richterago","petiolata","Richterago petiolata","Roque & J.N.Nakaj.","Duarte, P.C.; Valadão, R.M.; Romero, R. & Nakajima, J.N.","72","2002","11","19","Brasil","Minas Gerais","São Roque de Minas","Parque Nacioal da Serra da Canastra, Trilha da cachoeira casca d'anta.","-46.3657989501953","-20.2453002929688","57119","HUFU00058621","auto","Nakajima, J.N.","2005","03",NA,NA,NA,NA,NA,"Herbácea 50cm.","HUFU00058621","03",NA,NA,NA
"28","2019-11-28 15:44:42-03","UFU","HUFU","9355","S","Plantae",NA,NA,NA,"Asteraceae","Richterago","petiolata","Richterago petiolata","Roque & J.N.Nakaj.","Romero, R.; Nakajima, J.N.; Oliveira, R.; Oliveira, P.E. & Schiavini, I.","2432","1998","07","16","Brasil","Minas Gerais","São Roque de Minas","PARNA Serra da Canastra, Córrego de Quilombo","-46.3657989501953","-20.2453002929688","57119","HUFU00070478","auto","Roque, N.","1999",NA,NA,NA,NA,NA,NA,"Herbácea, ca. 0,6m. Brácteas vinho. Corola e estigmas brancos. Anteras alaranjadas.; Campo hidromórfico.",NA,NA,"Paratype",NA,NA
"29","2019-11-28 15:44:42-03","UFU","HUFU","6484","S","Plantae",NA,NA,NA,"Asteraceae","Richterago","petiolata","Richterago petiolata","Roque & J.N.Nakaj.","Romero, R.; et al.","1229","1994","10","14","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Guarita de Sacramento.","-46.3657989501953","-20.2453002929688","57119","HUFU00070477","auto","Roque, N.;","1999",NA,NA,NA,NA,NA,NA,"Paratype.; Campo sujo 2 meses após queimada.",NA,NA,"Paratype",NA,NA
"30","2019-05-06 11:54:02-03","UFU","HUFU","30021","S","Plantae",NA,NA,NA,"Asteraceae","Richterago","petiolata","Richterago petiolata","Roque & J.N.Nakaj.","Romero, R.; Araújo, F.; Resende, M. & Farias, Y.","6555","2002","11","19","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Trilha Casca D`Anta.","-46.3657989501953","-20.2453002929688","57119","HUFU00058619","auto","Hattori, E.K.O.","2005","03",NA,NA,NA,NA,NA,"Herbácea, ca. 0,50 m. Bráctea verde, corola branca, estilete amarelo.; Cerrado.","HUFU00058619","03",NA,NA,NA
"31","2019-05-06 11:54:02-03","UFU","HUFU","34328","S","Plantae",NA,NA,NA,"Asteraceae","Richterago","petiolata","Richterago petiolata","Roque & J.N.Nakaj.","Ferreira, F.M.; Pivari, M.O.D.","370","2002","11","16","Brasil","Minas Gerais","São Thomé das Letras","Fazenda dos Correia, Paredão.","-44.9852981567383","-21.7222003936768","16076","HUFU00049870","auto","Nakajima, J.N.","2003","10",NA,NA,NA,NA,NA,"Campo rupestre com gramíneas.","HUFU00049870",NA,NA,NA,NA
"32","2020-01-09 09:12:36-03","FMM","FMM","2558","MachineObservation","Plantae",NA,NA,NA,"Asteraceae","Richterago","petiolata","Richterago petiolata","Roque & J.N.Nakaj.",NA,NA,"2017","09","29","Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-47.739756","-14.114578",NA,"FMM02558",NA,NA,NA,NA,NA,"47°44'23.12W","14°6'52.48S",NA,NA,"Hábito: Erva; Domínio Fitogeográfico: Cerrado; Vegetação: Campo rupestre","FMM02558_v1 FMM02558_v2 FMM02558_v3 FMM02558_v4",NA,NA,NA,NA
"33","2020-09-24 10:56:19-03","UEPA","MFS","002758","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Richterago","petiolata","Richterago petiolata","Roque & J.N.Nakaj.","Chacon, RG","1583","2017","09","27","Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros, Campo rupestre, areia quartizoza.","-47.518864","-14.136608",NA,"MFS002758",NA,"Chacon, RG","2017","10",NA,"-47.518864","-14.136608",NA,NA,"Subarbusto, flor creme, brácteas verdes.","MFS002758 MFS002758_e","10",NA,NA,NA
