"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"15","2021-03-15 16:37:00-03","NY","NYBG","808424","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott","R. C. Moran","J. Miers","s.n.","1840",NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=801463' target='other'> <mi>dwc_moreinfo</mi></a>","NY00808424","NY00808424_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02479009","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott",NA,"B. K. Canestraro","452","2012","10","06","South America","Brazil","Rio de Janeiro","Teresópolis","Trilha para Pedra do Sino, Parque Nacional da Serra dos Órgãos.","-42.9655990600586","-22.4122009277344","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2692206' target='other'> <mi>dwc_moreinfo</mi></a>","NY02479009","NY02479009_01",NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-08 20:48:34-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","08021","S","Plantae","Tracheophyta","Polypodiales","Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott.","M.R. Pietrobom","Silva, M.R.","768","1993","02","21","América do Sul","Brasil","São Paulo","Adolfo","6 km sentido Sales","-49.6399993896484","-21.2299995422363",NA,"GEOGRAFIA: hemiepífita, solo encharcado;",NA,NA,NA,NA,NA,"15627","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-08 20:48:34-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","02162","S","Plantae","Tracheophyta","Polypodiales","Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott","A. Salino","A. Salino","479","1988","07","02","América do Sul","Brasil","São Paulo","Analândia","serra do cuscuzeiro","-47.6599998474121","-22.1200008392334",NA,"GEOGRAFIA: hemiepifita/árvores e arbustos, próximo a riacho;",NA,NA,NA,NA,NA,"14271","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-08 20:48:34-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","18403","S","Plantae","Tracheophyta","Polypodiales","Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott","A. Salino","A. Salino","479","1988","07","02","América do Sul","Brasil","São Paulo","Analândia","serra do cuscuzeiro","-47.6599998474121","-22.1200008392334",NA,"GEOGRAFIA: hemiepifita/árvores e arbustos, próximo a riacho;",NA,NA,NA,NA,NA,"14271","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-08 20:48:34-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","21264","S","Plantae","Tracheophyta","Polypodiales","Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott.","M.R. Pietrobom","Duarte, M.C.","003","1999","10","23","América do Sul","Brasil","São Paulo","Olímpia","distrito de Ribeiro dos Santos","-48.9099998474121","-20.7299995422363",NA,"GEOGRAFIA: epífita encontrada em mata ciliar com baixa luminosidade;",NA,NA,NA,NA,NA,"24945","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-08 20:48:34-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","06976","S","Plantae","Tracheophyta","Polypodiales","Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott.","M.R. Pietrobom","Silva, M.R.","226","1992","06","20","América do Sul","Brasil","São Paulo","São José do Rio Preto","divisa com Nova Aliança","-49.3699989318848","-20.8199996948242",NA,"GEOGRAFIA: mata ciliar, sombreada e úmida, trepadeira;",NA,NA,NA,NA,NA,"20305","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-08 20:48:34-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","24459","S","Plantae","Tracheophyta","Polypodiales","Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott","Athayde, F.P.F.","Athayde, F.P.F.","865","2001","01","24","América do Sul","Brasil","São Paulo","Ubatuba","PEIA","-45.0699996948242","-23.4300003051758",NA,"GEOGRAFIA: morro ao fundo da área de restinga;",NA,NA,NA,NA,NA,"34265","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:44:01-03","NBC","NL-BOTANY","L.3593176","PreservedSpecimen","Plantae",NA,"Polypodiales","Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott",NA,"Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3593176 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3593176","NL-L3593176",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:44:01-03","NBC","NL-BOTANY","L.3593177","PreservedSpecimen","Plantae",NA,"Polypodiales","Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott",NA,"Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3593177 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3593177","NL-L3593177",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:44:01-03","NBC","NL-BOTANY","L.3593178","PreservedSpecimen","Plantae",NA,"Polypodiales","Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott",NA,"Riedel L",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3593178 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3593178","NL-L3593178",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:21:13-03","ESALQ","ESA","70240","PreservedSpecimen","Plantae","Pteridophyta",NA,"Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa",NA,NA,"Salino, A.","5266.0","2000","04","18",NA,"Brasil","São Paulo","Caraguatatuba",NA,"-45.4099998474121","-23.6200008392334",NA,NA,"ESA070240",NA,NA,NA,NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-01-14 15:27:51-03","MN","R","223242","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott","Costa, T.V. & Sylvestre, L.S.","Costa, T.V.; Damasceno, E.R. & Sylvestre, L.S.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos","-42.995333","-22.461",NA,NA,NA,NA,NA,"1270","1270",NA,NA,NA,"42º 59' 43.2W","22º 27' 39.6S",NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:27:51-03","MN","R","232838","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott","Damasceno, E.R.","Damasceno, E.R.; Diniz, C.E.S. & Wenderroschy, N.G. 696",NA,"2013","08","01",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Teodoro de Oliveira","-42.5605","-22.367",NA,NA,"R010043986","R010043986",NA,"1408","1408",NA,NA,NA,"42º33'37,8W","22º22'01,2S","2013",NA,NA,NA,NA,NA
"29","2019-10-25 11:09:31-03","IAP","PACA-AGP","88291","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott","F. P. F. Athayde","F. P. F. Athayde","865","2001","01","24",NA,"Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA).","-45.065","-23.539389",NA,"HASU 11038. Habitat: Morro ao fundo da área de restinga.","PACA088291",NA,NA,NA,NA,NA,NA,"Filicopsida","45º03'54.0W","23º32'21.8S","2001","02","10",NA,NA,NA
"30","2019-08-27 13:35:21-03","IAP","PACA-AGP","88292","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott","Athayde F. P. F.","Windisch, P. G.","521","1973","06","03",NA,"Brasil","SP","Salesópolis","Serra do Mar, estrada p/ Casa Grande.","-45.8400001525879","-23.5300006866455",NA,"HASU 11528 Habitat: Na mata, próximo de clareira formada por queda de árvore. Hábito: hemiepífita","PACA088292",NA,NA,NA,NA,"18032","auto","Filicopsida",NA,NA,"2001","05","14",NA,NA,NA
"31","2020-10-20 14:17:18-03","UFOPA","HSTM","10826","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott","lima, L. V.","Lima, L. V.","46","2014","04","12",NA,"Brasil","Minas Gerais","Juiz de Fora","Parque da Laranjinha, na parte de trás do parque, acesso pelo clube dos bancários.","-43.366667","-2.45",NA,NA,"HSTM010826","HSTM010826",NA,NA,NA,NA,NA,NA,"43º22'0''W","2º27'0''S","2014","05","01",NA,NA,NA
"32","2021-03-24 17:09:01-03","UFES","SAMES","5765","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott",NA,"Coelho,R.","369","2013","09","17",NA,"Brasil","Espírito Santo","Conceição da Barra","Floresta Nacional do Rio Preto. Mata Alta de Tabuleiro, Trilha da Canastra (Córrego de Itaúnas) e fim da estrada do Politeiro.","-39.7322006225586","-18.5932998657227",NA,"Hemi-epífita. Habito: Erva","SAMES05765",NA,NA,NA,NA,"41644","auto",NA,"-397322223.0","-185933333.0",NA,NA,NA,NA,NA,NA
"33","2021-03-24 17:09:01-03","UFES","SAMES","3722","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott",NA,"Coelho,R.; Giaretta,A.O.","329","2013","06","10",NA,"Brasil","Espírito Santo","Conceição da Barra","Floresta Nacional do Rio Preto. Trilha da Canastra.","-39.7322006225586","-18.5932998657227",NA,"Habito: Erva hemi-epífita","SAMES03722",NA,NA,NA,NA,"41644","auto",NA,"-398461111.0","-183858333.0",NA,NA,NA,NA,NA,NA
"34","2019-11-21 14:52:34-03","UFJF","CESJ","36803","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott","P.A.Garcia","Turma:BOT III - 2ºsem. 1993","s.n.","1993","10","06","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Mata atrás da Faculdade de Direito","-43.3502998352051","-21.7642002105713",NA,NA,"CESJ036803","CESJ036803",NA,NA,NA,"36144","auto",NA,NA,NA,"2006","04",NA,NA,NA,NA
"35","2019-11-21 14:52:34-03","UFJF","CESJ","3051","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott","A. Salino; P.A.Garcia","C.Porto","s.n.","1933","11",NA,"América do Sul","Brasil","Minas Gerais","Benjamin Constant","Vale do Paraíba, 600m.",NA,NA,NA,NA,"CESJ003051","CESJ003051",NA,NA,NA,NA,NA,NA,NA,NA,"2005","07",NA,NA,NA,NA
"36","2019-11-21 14:52:34-03","UFJF","CESJ","57390","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott","A. Salino","A. Salino; T.E. Almeida; G. Heringer","11003","2006","05","09","América do Sul","Brasil","Minas Gerais","Santa Rita do Itueto","Parque Estadual de Sete Salões, trilha para a Gruta de Sete Salões e Pico do Garrafão, a partir da Fazenda dos Correa. 770m de altitude, 19º16'42,2 S, 41º22'26,9 W.","-41.374139","-19.278389",NA,"Área com Floresta estacional semidecirual e campo rupestre. Hemiepífita no interior de mata, folhas férteis a 2,5m de altura.","CESJ057390","CESJ057390",NA,"770","770",NA,NA,NA,"-41.374139","-19.278389","2006","05",NA,NA,NA,NA
"37","2019-11-21 14:52:34-03","UFJF","CESJ","57719","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott","A. Salino","A. Salino","2411","1995","12","12","América do Sul","Brasil","Minas Gerais",NA,"Estação Biológica de Caratinga, Próximo ao alojamento.",NA,NA,NA,"Hemiepífita, interior de floresta. Folhas crescendo a ca. 2,0m do solo.","CESJ057719","CESJ057719 CESJ057719_2",NA,NA,NA,NA,NA,NA,NA,NA,"1995",NA,NA,NA,NA,NA
"38","2019-11-21 14:52:34-03","UFJF","CESJ","58069","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott","A. Salino","A. Salino","2890","1996","12","16","América do Sul","Brasil","São Paulo",NA,"Parque Estadual da Serra do Mar, Núcleo de Cunha, trilha da Casa de Pedra ao Indaiá. 23º14'45''S e 44º59'36'W. 1070m de altitude. Hemiepífita no interior de floresta, com folhas crescendo a 1,80m do solo.",NA,NA,NA,NA,"CESJ058069","CESJ058069",NA,NA,NA,NA,NA,NA,NA,NA,"1996","12",NA,NA,NA,NA
"39","2019-11-21 14:52:34-03","UFJF","CESJ","65494","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott","L.V. Lima","L.V. Lima","46","2014","04","12","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Parque da Lajinha, Parte de trás do parque, acesso pelo clube dos bancários","-43.366667","-21.783333",NA,"Interior da mata, epifito a 0,5m","CESJ065494",NA,NA,NA,NA,NA,NA,NA,"-43.366667","-21.783333","2014","05",NA,NA,NA,NA
"40","2019-11-21 14:52:34-03","UFJF","CESJ","20550","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott","A. Salino; P.A.Garcia","R.F. Novelino; F.R.G. Salimena, FLeon, MFe; S.L. Padilha","412","1985","03","29","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica Poço D'Anta, Terrestre e epífita. Dentro da mata, acima da pedreira.","-43.3502998352051","-21.7642002105713",NA,NA,"CESJ020550","CESJ020550 CESJ020550_1",NA,NA,NA,"36144","auto",NA,NA,NA,"2005","07",NA,NA,NA,NA
"41","2019-11-21 14:52:34-03","UFJF","CESJ","53828","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott","F.S. Souza","J.H.C. Ribeiro; F.S. Souza; J.A. Oliveira","152","2009","07","15","América do Sul","Brasil","Minas Gerais","Lima Duarte","Serra Negra, Fazenda Serra Negra. Área B da RPPN.","-43.793098449707","-21.8425006866455",NA,"Hemi-epífita no interior de mata.","CESJ053828","CESJ053828",NA,NA,NA,"30417","auto",NA,NA,NA,"2009","08",NA,NA,NA,NA
"42","2019-11-21 14:52:34-03","UFJF","CESJ","49292","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott","F.S. Souza","F.S. Souza; O.J. Bastos Neto; L.S. Abade. G.T.M. Barino","274","2007","08","25","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Ninho da Égua","-43.8278007507324","-22.0891990661621",NA,"Hemi-epífita em interior de mata.","CESJ049292","CESJ049292",NA,NA,NA,"20815","auto",NA,NA,NA,"2009","05",NA,NA,NA,NA
"43","2019-11-21 14:52:34-03","UFJF","CESJ","21490","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott","A. Salino; P.A.Garcia","F.R.G. Salimena; R.D.Braga","s.n.","1986","09","05","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica Poço D'Anta","-43.3502998352051","-21.7642002105713",NA,"Epífita, rizoma crescendo sobre tronco de árvore.","CESJ021490","CESJ021490",NA,NA,NA,"36144","auto",NA,NA,NA,"2005","07",NA,NA,NA,NA
"44","2019-11-21 14:52:34-03","UFJF","CESJ","21489","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott","A. Salino; P.A.Garcia","R.F. Novelino; F.R.G. Salimena; et al.","412","1985","03","29","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica Poço D'Anta, Terrestre e epífita.","-43.3502998352051","-21.7642002105713",NA,"Frondes estéreis de 1m aproximadamente, as férteis (bastante danificadas) diferentes das estéreis. Rizoma grosso, escamas claras.","CESJ021489","CESJ021489",NA,NA,NA,"36144","auto",NA,NA,NA,"2005","07",NA,NA,NA,NA
"45","2021-03-01 16:43:43-03","UNICAMP","UEC","57369","S","Plantae","Pteridophyta",NA,"Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott","Moran, RC","Salino, A","479","1988","07","02",NA,"Brazil","São Paulo","Analândia","Serra do Cuscuzeiro","-47.666667","-22.133333",NA,"Hemiepítifa / árvores e arbustos, próximo a riacho.; Na mata ciliar isolada perto do Morro do Cuscuzeiro.","UEC067520","UEC067520",NA,"800","800",NA,NA,NA,"-47.666667","-22.133333","1995","09",NA,NA,NA,NA
"46","2019-11-06 09:55:00-03","UFOP","OUPR","27941","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott","Rolim, L.B.; Almeida, T.E.","Rolim, L.B.; Almeida, T.E. & Silva, J.L.","348","2006","04","03",NA,"Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi, Serrinha.","-43.406722","-20.41275",NA,"Hemiepífita no interior de mata, próximo a curso d'água. Floresta estacional semideciadual montana.",NA,NA,NA,"1020","1020",NA,NA,NA,"-43.406722","-20.41275","2006","04","03",NA,NA,NA
