"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","individualCount","fieldNumber","relatedCatalogItem"
"20","2021-03-15 16:37:00-03","NY","NYBG","00933413","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos","R. C. Barneby","R. Goodland","312","1966","05","10","South America","Brazil",NA,NA,"394 km from Sao Paulo",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009475' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933413","NY00933413_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00933439","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos","R. C. Barneby","E. Pereira","7328","1963","03","26","South America","Brazil","Minas Gerais",NA,"Joao Pinheiro, km 435",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009486' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933439","NY00933439_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00933408","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos","R. C. Barneby","H. S. Irwin","16695","1966","06","07","South America","Brazil","Mato Grosso",NA,"Ca. 2 km. N.E. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.33687","-14.65392","400","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009439' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933408","NY00933408_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00933435","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos","R. C. Barneby","M. Pereira Neto","284","1989","03","05","South America","Brazil","Minas Gerais","Paracatú","Fazenda Acangaú","-46.77","-17.28",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009468' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933435","NY00933435_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00933417","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos","B. A. S. Pereira","B. A. S. Pereira","3082","1996","06","28","South America","Brazil","Goiás","Petrolina de Goiás","Trevo BR-135/ Petrolina","-49.3381","-16.095","700","700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009497' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933417","NY00933417_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00933433","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos","R. C. Barneby","J. M. Pires","58043","1964","06","20","South America","Brazil","Minas Gerais",NA,"300 km. de Brasília para Belo Horizonte.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009458' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933433","NY00933433_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00933405","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos","R. C. Barneby","J. A. Ratter","R187","1967","07","27","South America","Brazil","Mato Grosso",NA,"c 2 km W of Xavantina","-52.33","-14.73",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009430' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933405","NY00933405_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00957811","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos","J. Santos Silva","H. Lorenzi","1777","1998","03","25","South America","Brazil","Minas Gerais","Iturama","Road to Campina Verde","-50.1956","-19.7283",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1018137' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957811","NY00957811_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00933416","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos","B. A. S. Pereira","B. A. S. Pereira","3055","1996","05","02","South America","Brazil","Minas Gerais","Arinos","Km 20 da rodovia Arinos/Unaí","-46.105598449707","-15.9168996810913","600","600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009495' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933416","NY00933416_01","73882","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00933429","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos","R. C. Barneby","G. Eiten","8358","1968","08","26","South America","Brazil","Mato Grosso","Barra do Garças","City of Xavantina on the Rio das Mortes. About 2 km SSW of the city along road to airport","-52.35","-14.7","450","450","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1009433' target='other'> <mi>dwc_moreinfo</mi></a>","NY00933429","NY00933429_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","2944","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","obovata","Mimosa obovata","Benth.",NA,"J. B. E. Pohl","2714",NA,NA,NA,"South America","Brazil",NA,NA,"Ante Francisco Oliveiro",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=626666' target='other'> <mi>dwc_moreinfo</mi></a>","NY00002944","NY00002944_01",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-13 09:19:50-03","UFRJ","RFA","6745","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos","Duarte, A.P.","A.P. Duarte",NA,"1963","04","00",NA,"Brasil","Minas Gerais","Minas Gerais","margens do Rio Jequitaí",NA,NA,NA,NA,NA,"Árvore leitosa, casca grossa e suberosa, flores alvas","RFA26555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-29 11:30:35-03","UFRJ","RFA","7715","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos","Mattos, A.","Mattos, A.","411","1963","07","21",NA,"Brasil","Minas Gerais","Paracatu",NA,"-46.874698638916","-17.2222003936768",NA,NA,NA,"Árvore com 4m x 0,10cm com frutos maduros em abundancia. Visto muitos exemplares na margem da estrada","RFA27137",NA,"72344","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-10-22 10:34:28-03","EPAMIG","PAMG","38278","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A. Mattos","V.F. Dutra","M. Brandão",NA,"1975","04","17",NA,"Brasil","Minas Gerais","Paraopeba",NA,"-44.408889","-19.281667","761","761",NA,"Nome popular: Quebra-foice. Cerradão. Arvoreta de ramos espinhosos, frutos vagem articulada. Unicata",NA,NA,NA,NA,NA,"2008","06","09","44° 24' 32W","19° 16' 54S",NA,NA,NA,NA
"34","2020-10-22 10:34:28-03","EPAMIG","PAMG","925","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A. Mattos","V.F. Dutra","J.B. Silva","209","1968","04","23",NA,"Brasil","Minas Gerais","Sete Lagoas","IPEACO","-44.247778","-19.467778","751","751",NA,"Arbusto com 4 m de altura, com látex, flores brancas muito abundante em cerrado vermelho amarelo (latossolo). Doação MA - ECEPLAN - EPE - IPEACO, SPB - Seção de Botânica Agrícola, Herbário Sete Lagoas 382. Duas duplicatas",NA,NA,NA,NA,NA,"2008","06","09","44° 14' 52W","19° 28' 4 S",NA,NA,NA,NA
"35","2020-10-22 10:32:44-03","EPAMIG","PAMG","38276","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A. Mattos","V.F. Dutra","M. Brandão","756","1976","05","12",NA,"Brasil","Minas Gerais",NA,"Campo Alegre - Capitólio",NA,NA,NA,NA,NA,"Nome popular: Quebra-foice. Cerradão. Arvoreta. Unicata",NA,NA,NA,NA,NA,"2008","06","09","W","S",NA,NA,NA,NA
"36","2020-10-22 10:34:28-03","EPAMIG","PAMG","54718","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A. Mattos","V.F. Dutra","M. Brandão","30013","2001","04","23",NA,"Brasil","Minas Gerais","Jaboticatubas",NA,"-43.746111","-19.513889","764","764",NA,"Unicata",NA,NA,NA,NA,NA,"2008","06","09","43° 44' 46W","19° 30' 50S",NA,NA,NA,NA
"37","2020-10-22 10:34:28-03","EPAMIG","PAMG","37844","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A. Mattos","V.F. Dutra","M. Brandão","25910","1994","06","19",NA,"Brasil","Minas Gerais","Campina Verde",NA,"-49.486667","-19.536389","532","532",NA,"Nome popular: Quebra-foice. Cerradão. Arvoreta de 5 m de altura em frutificação. Unicata",NA,NA,NA,NA,NA,"2008","06","09","49° 29' 12W","19° 32' 11S",NA,NA,NA,NA
"38","2020-10-26 10:25:09-03","EPAMIG","PAMG","38281","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A. Mattos","V.F. Dutra","M. Brandão","699","1975","03","02",NA,"Brasil","Minas Gerais","Morada Nova de Minas",NA,"-45.346389","-18.596111","588","588",NA,"Nome popular: Quebra-foice. Arvoreta de flores brancas e fruto vagem articulada. Unicata",NA,NA,NA,NA,NA,"2008","06","09","45° 20' 47W","18° 35' 46S",NA,NA,NA,NA
"39","2020-10-22 10:34:28-03","EPAMIG","PAMG","37759","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A. Mattos","V.F. Dutra","M. Brandão","25918","1994","06","20",NA,"Brasil","Minas Gerais","Prata","Prata - Campina Verde","-48.914167","-19.298889","680","680",NA,"Nome popular: Quebra-foice. Cerradão. Arvoreta espinhosa de flores brancas, vagens acastanhadas. Unicata",NA,NA,NA,NA,NA,"2008","06","09","48° 54' 51W","19° 17' 56S",NA,NA,NA,NA
"40","2020-10-22 10:34:28-03","EPAMIG","PAMG","36387","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A. Mattos","V.F. Dutra","M. Brandão","22507","1993","04","01",NA,"Brasil","Minas Gerais","Planura","6 Km após Planura, ponto 8","-48.699167","-20.138333","483","483",NA,"Unicata",NA,NA,NA,NA,NA,"2008","06","09","48° 41' 57W","20° 8' 18S",NA,NA,NA,NA
"41","2020-10-22 10:34:28-03","EPAMIG","PAMG","37886","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A. Mattos","V.F. Dutra","M. Brandão","25940","1994","06","21",NA,"Brasil","Minas Gerais","Lagamar",NA,"-46.812222","-18.140833","878","878",NA,"Nome popular: Leiteira. Cerradão. Arvoreta de flores brancas e frutos escreverdeados. Unicata",NA,NA,NA,NA,NA,"2008","06","09","46° 48' 44W","18° 8' 27S",NA,NA,NA,NA
"42","2020-11-06 15:26:57-03","EPAMIG","PAMG","18082","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A. Mattos","V.F. Dutra","M. Brandão","3457","1977","05","05",NA,"Brasil","Minas Gerais","Unaí","Parque próximo à Barra da Égua","-46.911944","-16.351667","565","565",NA,"Unicata",NA,NA,NA,NA,NA,"2008","06","09","46° 54' 43W","16° 21' 6S",NA,NA,NA,NA
"43","2020-10-22 10:34:28-03","EPAMIG","PAMG","37855","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A. Mattos","V.F. Dutra","M. Brandão","25948","1994","06","22",NA,"Brasil","Minas Gerais","Vazante",NA,"-46.998056","-17.989722","654","654",NA,"Nome popular: Quebra-foice. Cerradão. Árvore na margem da estrada, em frutificação. Unicata",NA,NA,NA,NA,NA,"2008","06","09","46° 59' 53W","17° 59' 23S",NA,NA,NA,NA
"44","2020-11-06 15:26:57-03","EPAMIG","PAMG","32288","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A. Mattos","V.F. Dutra","M. Brandão","585","1975","05","14",NA,"Brasil","Minas Gerais","Capinópolis",NA,"-49.566111","-18.68","530","530",NA,"Cerradão. Arvoreta de ramos aculeados e flores brancas. Unicata",NA,NA,NA,NA,NA,"2008","06","09","49° 33' 58W","18° 40' 48S",NA,NA,NA,NA
"45","2020-10-22 10:34:28-03","EPAMIG","PAMG","36308","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A. Mattos","V.F. Dutra","M. Brandão","22428","1993","04","02",NA,"Brasil","Minas Gerais","Gurinhatã","Ponto 9","-49.782778","-19.213611","534","534",NA,"Unicata",NA,NA,NA,NA,NA,"2008","06","09","49° 46' 58W","19° 12' 49 S",NA,NA,NA,NA
"46","2020-10-22 10:34:28-03","EPAMIG","PAMG","36292","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A. Mattos","V.F. Dutra","M. Brandão","22412","1993","04","03",NA,"Brasil","Minas Gerais","Santa Vitória","Ponto 11","-50.124722","-18.086944","509","509",NA,"Unicata",NA,NA,NA,NA,NA,"2008","06","09","50° 7' 29W","18° 5' 13S",NA,NA,NA,NA
