"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","infraspecificEpithet","typeStatus","dayIdentified","fieldNumber","individualCount","relationshipType","sex"
"16","2021-03-29 18:02:02-03","CPAN-UFMS","COR","18036","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","M.T. Strong","P. Acevedo Rodriguez; M. R. Pace, G. M. Antar and J. M. Antunes","16707","2017","09","05",NA,"Brasil","Mato Grosso do Sul","Corumbá","Along Paraguay River north of Corumbá.","-57.656111","-18.969167",NA,"Twining, herbaceous vine > 5 m long, producing scanty milky sap; calyx green; corolla purplish pink, with darker tube inside. Habito: herbaceous vine",NA,NA,"94","94","2018",NA,NA,NA,"57º39'22''W","18º58'9''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-26 18:07:40-03","CPAN-UFMS","COR","1160","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","G. Staples","Silvia Ortiz","13","1987","08","02",NA,"Brasil","Mato Grosso do Sul","Corumbá",NA,"-57.6533012390137","-19.0091991424561",NA,"Com Flor: roxa",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-02 16:28:45-03","CPAN-UFMS","COR","6576","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","Silva, P.C.","Silva, P.C.; Moreira, M.M.M.","20","1999","10","22",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Carandá.","-57.6533012390137","-19.0091991424561",NA,"Com Flor: arroxeada Habito: Erva volúvel",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-26 18:07:40-03","CPAN-UFMS","COR","5515","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","G. Staples","Freitas,A.L.;Sório,V.F.","36","1998","09","13",NA,"Brasil","Mato Grosso do Sul","Corumbá","mata ciliar; argiloso;.","-57.6533012390137","-19.0091991424561",NA,"Com Flor: roxa",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-26 18:07:40-03","CPAN-UFMS","COR","13684","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","Costa da Silva","Damasceno Júnior, G.A.; Moreira, M.M.M.; Assis, E.; Rodriguez, D.P.; Ishii, I.H.; Barbosa, D.S.","1720","1999","10","02",NA,"Brasil","Mato Grosso do Sul","Ladário","próxima a margem da Baía Negra. área inundável próx a baía negra; ;.","-57.6016998291016","-19.0046997070312",NA,"Com Flor: púrpura",NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:13:22-03","UFBA","ALCB","69266","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","Staples, G","Xavier, AB; Guedes, ML","289","2005","02","23","Southern America","Brasil","Bahia","Formosa do Rio Preto","Oeste, Varzea do Anil","-44.933333","-10.9",NA,"herbácea, látex alvo. Folhas membranáceas. Flores axilares de cor lilás.; Arbórea",NA,NA,NA,NA,"2016",NA,NA,"05","-44.933333","-10.9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:34:32-03","NBC","NL-BOTANY","L.2729684","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy",NA,"Steyermark JA; Velasco ER",NA,"1967","09","05","Southern America","Venezuela",NA,NA,"Estado Zulia: Distrito Colón: A lo largo del Rio Escalante cerca de la desembocadura del Lago Maracaibo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2729684 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2729684","NL-L2729684",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:34:32-03","NBC","NL-BOTANY","L.2729685","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy",NA,"Miquel FAW",NA,NA,NA,NA,"Southern America","Surinam",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2729685 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2729685","NL-L2729685",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:34:32-03","NBC","NL-BOTANY","L.2729686","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy",NA,"Unknown",NA,NA,NA,NA,"Southern America","Surinam",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2729686 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2729686","NL-L2729686",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:34:32-03","NBC","NL-BOTANY","L.2729687","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy",NA,"Splitgerber FL",NA,"1838","05","01","Southern America","Surinam",NA,NA,"in fruticetis et paludibus prope Paramaribo. Flores purpurei. Carolina, ins: Baham; Guiana. *.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2729687 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2729687","NL-L2729687",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:34:32-03","NBC","NL-BOTANY","U.1228417","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy",NA,"Black GA; Cordeiro E",NA,"1952","06","12","Southern America","Brazil",NA,NA,"Plantas da Amazonia, territorio do Guapore. Rio Guapore Furo do Curijau.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1228417 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1228417","NL-U1228417",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:34:32-03","NBC","NL-BOTANY","U.1228419","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy",NA,"Raynal-Roques AM",NA,"1978","02","26","Southern America","French Guiana",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1228419 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1228419","NL-U1228419",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0040193",NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:34:32-03","NBC","NL-BOTANY","U.1228429","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy",NA,"Lindeman JC; Haas JH de",NA,"1967","01","23","Southern America","Brazil",NA,NA,"Est. Parana, vicinity of Porto Byington. Forest on bank of Rio Parana.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1228429 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1228429","NL-U1228429",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 10:34:32-03","NBC","NL-BOTANY","WAG.1744507","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy",NA,"Groenendijk E",NA,"1968","03","11","Southern America","Surinam",NA,NA,"Found along a ditch in the new ricepolder, Coronie.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1744507 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1744507","NL-WAG1744507",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 10:34:32-03","NBC","NL-BOTANY","WAG.1744508","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy",NA,"Groenendijk E",NA,"1968","03","11","Southern America","Surinam",NA,NA,"Found along a ditch in the new ricepolder, Coronie.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1744508 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1744508","NL-WAG1744508",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:34:32-03","NBC","NL-BOTANY","L 0004204","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta induta","Hassl.","Ooststroom SJ van","Fiebrig K",NA,"1908","02","10","Southern America","Paraguay",NA,NA,"N. Paraguay: Zwischen Rio Apa und Rio Aquidaban.",NA,NA,NA,"In einem tiefen Wassertümpel an Gebüsch3 m ? hoihsteigend.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200004204 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0004204","NL-L0004204",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","910257454","induta","isotype",NA,NA,NA,NA,NA
"32","2020-11-19 10:23:13-03","CPAP","CPAP","6853","PreserverdSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","R. Simao-Bianchini; P. C. Silva","Pott, A.","5009","1989","10","05",NA,"Brasil","MT","Poconé","Fazenda Porto Jofre; Sub-região de Poconé; Pantanal - retiro Santa Isabel",NA,"-17.55",NA,"Erva volúvel. FLOR: roxa. FRUTO: não visto. INTERESSE: Levantamento florístico. FREQUÊNCIA: Esparsa. AMBIENTE: Vazante (vazante = paleocanal (funcional na cheia)). SUBSTRATO: solo argiloso. RELEVO: plano deprimido.",NA,NA,"90","90","1999",NA,NA,"09","56°77' W","17°33' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-19 10:23:13-03","CPAP","CPAP","10739","PreserverdSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","R. Simao-Bianchini; P. C. Silva","Pott, V. J.","2010","1992","12","11",NA,"Brasil","MS","Ladário","Terminal da Branave no Porto de Ladário, rio Paraguai, Pantanal","-57.583333","-19.016667",NA,"Erva prostrada/volúvel. FLOR: roxa. FRUTO: . INTERESSE: Ornamental. FREQUÊNCIA: Esparsa. AMBIENTE: Rudereto de aterro da estrada, não inundável. SUBSTRATO: argiloso calcário. RELEVO: plano convexo.",NA,NA,"85","85","1999",NA,NA,"09","57°35' W","19°01' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-19 10:23:13-03","CPAP","CPAP","11224","PreserverdSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","A. Krapovickas","Pott, V. J.","2045","1993","04","19",NA,"Brasil","MT","Cáceres","Entrada da baía do Chiqueirinho - rio Paraguai, Pantanal de Cáceres","-57.683333","-16.033333",NA,"Trepadeira no camalote. FLOR: rosa-lilás. FRUTO: . INTERESSE: Ornamental. FREQUÊNCIA: Muito frequente. AMBIENTE: Baía de rio - sobre camalote. SUBSTRATO: solo areno-argiloso. RELEVO: plano.",NA,NA,"100","100","1996",NA,NA,"07","57°41' W","16°02' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-19 10:23:13-03","CPAP","CPAP","15907","PreserverdSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","R. Simao-Bianchini","Pott, V. J.","3291","1998","04","04",NA,"Brasil","MS","Miranda","Sede da Estância Caiman; Sub-região de Miranda; Pantanal","-56.305278","-19.954444",NA,"Trepadeira. FLOR: rosa forte. FRUTO: . INTERESSE: Ornamental. FREQUÊNCIA: Esparsa. AMBIENTE: Borda de lagoa, 20cm profundidade. SUBSTRATO: solo arenoso com matéria orgânica. RELEVO: plano.",NA,NA,"95","95","1999",NA,NA,"09","56°18'19'' W","19°57'16'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-19 10:23:13-03","CPAP","CPAP","17688","PreserverdSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","V. J. Pott","Salis, S. M.","1019","1998","06","17",NA,"Brasil","MS","Corumbá","Baía do Castelo; Pantanal do Paraguai","-57.566667","-18.566667",NA,"Erva volúvel. Planta com látex. FLOR: roxa. FRUTO: não visto. INTERESSE: Forrageira. FREQUÊNCIA: Pouco frequente. AMBIENTE: Campo inundado. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"90","90","2000",NA,NA,"09","57°34' W","18°34' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-19 10:23:13-03","CPAP","CPAP","22127","PreserverdSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","V. J. Pott","Pott, V. J.","5366","2002","04","21",NA,"Brasil","MS","Bataiporã","Fazenda Primavera, Rio Samambaia, rodovia MS-134","-53.155556","-22.479444",NA,"Erva aquática emergente, volúvel com flores de cor rosa forte, planta com potencial Ornamental. . Frequente. Campo úmido arbustivo (brejo),. Solo: hidromórfico,. Relevo: planície de inundação.",NA,NA,NA,NA,"2002",NA,NA,"04","53°09'20'' W","22°28'46'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-19 10:23:13-03","CPAP","CPAP","3713","PreserverdSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","V. J. Pott","Pott, A.","3406","1987","09","14",NA,"Brasil","MS","Corumbá","Próximo (1km) do Porto da Manga, MS-228, lado Leste do rio Paraguai, Pantanal","-57.233333","-19.2",NA,"Trepadeira volúvel. FLOR: arroxeada. FRUTO: castanho. INTERESSE: Ornamental. FREQUÊNCIA: Esparsa. AMBIENTE: Beira de estrada; alagável. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"85","85","2000",NA,NA,"10","57°14' W","19°12' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-19 10:23:13-03","CPAP","CPAP","5984","PreserverdSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","V. J. Pott","Pott, A.","4670","1989","03","19",NA,"Brasil","MS","Corumbá","Fazenda Campo Dora; Sub-região da Nhecolândia; Pantanal - baía das Piranhas","-56.716667","-18.916667",NA,"Trepadeira lactescente, 3 m de altura. FLOR: roxa. FRUTO: . INTERESSE: Potencial ornamental.. FREQUÊNCIA: Ocasional. AMBIENTE: Lagoa/vazante, com 1 m água, com Cissus e Licania parvifolia. SUBSTRATO: solo arenoso. RELEVO: plano deprimido.",NA,NA,"90","90","2000",NA,NA,"09","56°43' W","18°55' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-19 10:23:13-03","CPAP","CPAP","732","PreserverdSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","V. J. Pott","Pott, A.","1631","1984","10","29",NA,"Brasil","MS","Corumbá","Estrada MS-228 de Corumbá ao Porto da Manga; entre segunda ponte e Areial","-57.466667","-19.183333",NA,"Trepadeira. FLOR: roxa. FRUTO: . INTERESSE: Ornamental. FREQUÊNCIA: . AMBIENTE: Vegetação secundária; as vezes alagável. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"90","90","2000",NA,NA,"09","57°28' W","19°11' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-19 10:23:13-03","CPAP","CPAP","7810","PreserverdSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","V. J. Pott","Pott, A.","5660","1990","09","03",NA,"Brasil","MT","Cáceres","Fazenda Várzea Funda (retiro Jatoba), beira rio Paraguai, Sub-região Cáceres, Pantanal","-57.733333","-16.733333",NA,"Trepadeira. FLOR: rosa-lilás. Pouca floração na ocasião. FRUTO: não visto. INTERESSE: Apícola. FREQUÊNCIA: Frequente. Abundante junto a corixo (canal de drenagem). AMBIENTE: Campo alagável Aprox. 1 m Profundidade.. SUBSTRATO: solo argiloso, vertissolo. R",NA,NA,"105","105","2000",NA,NA,"09","57°44' W","16°44' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-19 10:23:13-03","CPAP","CPAP","10022","PreserverdSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","R. Simao-Bianchini","Cervi, A. C.","3286","1991","08","22",NA,"Brasil","MS","Corumbá","Estrada da Manga, 6km da curva do Leque, Pantanal","-57.6533012390137","-19.0091991424561",NA,"Trepadeira. FLOR: violaceae. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: . RELEVO: .",NA,NA,NA,NA,"1999","295160","auto","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
