"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","coordinatePrecision","geoFlag","individualCount","typeStatus","relatedCatalogItem","sex"
"11","2019-10-09 11:23:46-03","UFBA","ALCB","029828","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","Marreira, EM","Guedes, ML; Alunos de Botânica III","4928","1997","06","01","Southern America","Brasil","Bahia","Dunas de Jauá","-38.316667","-12.683333",NA,NA,NA,"procumbente. Folhas simples, membranáceas. Flores em glomérulos, pequenas, alvas. Frequente.; substrato arenoso.",NA,NA,"Camaçari","2012","-38.316667","-12.683333","10",NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:23:46-03","UFBA","ALCB","032706","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","Souza, EB","Harley, RM; Mayo, S; Storr, RM; Santos, TS dos; Pinheiro, RS","19267","1977","03","02","Southern America","Brasil","Bahia","Piemonte da Diamantina, 19,5km SE of the town of Morro do Chapeu on the BA 052 road to Mundo Novo, by the Rio Ferro Doido, with water worn horizontally-bedded sandstone at soil surface, with damp sand, sedge marsh, exposed rock & waterfall.","-41.033333","-11.633333","900","900",NA,"To 50cm. With wiry stems, bare beneath. Young stems chestnut brown. Leaves pale green. Sepals bright green, corolla white.; Vegetation: open scrub to closed low woodland in the drier areas.",NA,NA,"Morro do Chapéu","2007","-41.033333","-11.633333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:23:46-03","UFBA","ALCB","032711","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","Souza, EB","Harley, RM; Bromley, GLR; Carvalho, AM de; Soares Nunes, JM; et al.","22886","1980","05","31","Southern America","Brasil","Bahia","Piemonte da Diamantina, Rio do Ferro Doido, 19.5km S.E. of Morro do Chapeu on the BA 052 highway to Mundo Novo, with water-worn, horizontally bedded sandstone at surface, with damp sand, sedge marsh, exposed rocks and waterfall.","-41.033333","-11.633333","900","900",NA,"Bushy subshrub with wiry stems. Leaves dark green. Corolla white.; Vegetation open scrub to closed low woodland in drier areas.",NA,NA,"Morro do Chapéu","2007","-41.033333","-11.633333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:23:46-03","UFBA","ALCB","032712","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","Souza, EB","Harley, RM; Mayo, S; Storr, RM; Santos, TS dos; Pinheiro, RS","19012","1977","02","24","Southern America","Brasil","Bahia","1,5km S of São Inácio on Gentio do Ouro road.","-42.733333","-11.116667","500","500",NA,"To 20cm with woody creeping stems. Leaves mid green. Calyx pale green, Corolla white with yellow anthers.; On shallow rocky soils.",NA,NA,"Gentio do Ouro","2007","-42.733333","-11.116667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:23:46-03","UFBA","ALCB","034282","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","Souza, EB de","Giulietti, AM; Bautista, HP; Smith, S; Harley, RM; Hind, DJN","PCD3260","1996","06","29","Southern America","Brasil","Bahia","Piemonte da Diamantina, Estrada Morro do Chapéu-Jacobina","-41.084444","-11.482778","950","950",NA,"0,50 m, muito ramificado, ramos jovens verdes e maduros avermelhados. Folhas verdes. Flores com brácteas verdes, hipanto e lobos do cálice verdes, corola alva. Ocasional.; Arbustos e pequenas árvores perenifólias, agrupadas densamente, e ervas anuais",NA,NA,"Morro do Chapéu","2007","-41.084444","-11.482778",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:23:46-03","UFBA","ALCB","034289","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","Souza, EB de","Harley, RM; Gasson, P; Nic Lughadha, E; Silva, LB da","PCD6044","1997","03","05","Southern America","Brasil","Bahia","Piemonte da Diamantina, Cachoeira do Rio Ferro Doido","-41.000833","-11.628333",NA,NA,NA,"0,35 m, ramificado. Folhas e estípulas verdes. Sépalas e hipanto verde, corola alva; anteras amarelas. Ocasional. Xiloteca.",NA,NA,"Morro do Chapéu","2007","-41.000833","-11.628333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-08-11 00:16:29-03","UFBA","ALCB","034295","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","Souza, EB de","Stannard, B; Atkins, S; Conceição, AA; Roque, N; Lima, R; Woodgyer, EM; Nobre, PH; Salimena-","PCD2326","1996","03","13","Southern America","Brasil","Bahia","Piemonte da Diamantina, BR 054, 18 km de Morro do Chapéu, na estrada para Feira de Santana","-41.001111","-11.628056","1000","1000",NA,"0,30 m. Folhas simples. Flores alvas.; Solo arenoso entre afloramentos rochosos",NA,NA,"Morro do Chapéu","2007","-41.001111","-11.628056",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:23:46-03","UFBA","ALCB","034298","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","Zappi, D","Lima, R; Giulietti, AM; Nobre, PH; Roque, N; Conceição, AA; Salimena-Pires, FR; Woodgyer","PCD2250","1996","03","11","Southern America","Brasil","Bahia","Piemonte da Diamantina, A 15km do Morro do Chapéu, no sentido de Jacobina","-41.083333","-11.466667","525","525",NA,"1,50 m, ramos decumbentes, casca cinza-claro a amarronzada, caules jovens vermelho-acastanhados. Folhas simples. Flores de corola alva, passando a castanha quando velha; anteras amarelas. Ocasional.; Vegetação rupícola com arbustos bastante ramificad",NA,NA,"Morro do Chapéu","1997","-41.083333","-11.466667","03",NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:23:46-03","UFBA","ALCB","107403","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","Cabral, E","Souza, VC; Souza, JP; Romão, GO; Elias, SI","26331","2001","07","18","Southern America","Brasil","Bahia","Piemonte da Diamantina, estrada para Mundo Novo, ca. 5 km de Morro do Chapéu","-41.116667","-11.573333","900","900",NA,"até 60 cm alt. Flores alvas.",NA,NA,"Morro do Chapéu","2002","-41.116667","-11.573333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:23:46-03","UFBA","ALCB","108140","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","Jardim, JG","Roque, N; Alunos de Botânica III","3866","2013","02","23","Southern America","Brasil","Bahia","Piemonte da Diamantina, Trilha Estrada Real para Passagem Velha.","-41.089722","-11.676389","1006","1006",NA,"ca. 40 cm alt, ramos vináceos. Folhas concolores sépalas verdes, corola alva.",NA,NA,"Morro do Chapéu","2013","-41.089722","-11.676389","02",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:23:46-03","UFBA","ALCB","108288","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","Santos, WTCC","Roque, N; Alunos de Botânica III","4012","2013","04","21","Southern America","Brasil","Bahia","Piemonte da Diamantina, Norte da UC. Monumento Natural Cachoeira do Ferro Doido de Gestão do INEMA-SEMA.","-40.998611","-11.608333","921","921",NA,"ca. 30 cm alt, folhas concolores. Sépalas verdes, corola alva, anteras amarelas.",NA,NA,"Morro do Chapéu","2018","-40.998611","-11.608333","10","05",NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:23:46-03","UFBA","ALCB","121106","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","Guedes, ML","Guedes, ML; Alunos de Botânica BIOC05","23581","2015","06","13","Southern America","Brasil","Bahia","Serra do Carranca.","-42.527778","-11.743056","874","874",NA,"Folhas verticiladas, lineares. Inflorescência com flores alvas.","ALCB000799","ALCB000799","Ipupiara","2015","-42.527778","-11.743056","06",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:23:46-03","UFBA","ALCB","65715","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","Marreira, EM","Guedes, ML; Alunos de Botânica III","10855","2004","04","03","Southern America","Brasil","Bahia","Piemonte da Diamantina, a 10 km. de Morro do Chapéu","-41.15","-11.55",NA,NA,NA,"de 40 cm. Folhas membranáceas, discolores. Inflorescência capítulos de flores liláses.; Arbustiva-Arbórea",NA,NA,"Morro do Chapéu","2012","-41.15","-11.55","10","22",NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:23:46-03","UFBA","ALCB","67744","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","Marreira, EM","Roque, N; Alunos de Botânica III","1134","2004","09","04","Southern America","Brasil","Bahia","Piemonte da Diamantina","-41.001944","-11.636111","903","903",NA,"ca. 30cm de altura. Flores alvas.",NA,NA,"Morro do Chapéu","2012","-41.001944","-11.636111","10","22",NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:23:46-03","UFBA","ALCB","67794","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","Santos, WTCC","Alunos de Botânica III; Alunos de Botânica III; P04","s/n","2004","09","03","Southern America","Brasil","Bahia","Piemonte da Diamantina","-41.15","-11.55",NA,NA,NA,"de ca 70 cm. Folhas lineares, fasciculadas. Flores sesseis, alvas.",NA,NA,"Morro do Chapéu","2018","-41.15","-11.55","10","05",NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:23:46-03","UFBA","ALCB","69471","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","Marreira, EM","Roque, N; Alunos de Botânica III","1298","2006","01","21","Southern America","Brasil","Bahia","Piemonte da Diamantina, Trilha cachoeira do Ferro Doido à Vila do Ventura","-41.002222","-11.638611","876","876",NA,"ca. 30cm alt.; sépalas verdes, corola alva.",NA,NA,"Morro do Chapéu","2012","-41.002222","-11.638611","10","22",NA,NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:23:46-03","UFBA","ALCB","81823","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","Marreira, EM","Roque, N; Carvalho, G; Alunos de Botânica III","1711","2007","11","10","Southern America","Brasil","Bahia","Piemonte da Diamantina, Trilha para o Ventura","-41.001944","-11.636111","903","903",NA,"ca. 1m al. Flores creme.",NA,NA,"Morro do Chapéu","2012","-41.001944","-11.636111","10","22",NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:23:46-03","UFBA","ALCB","83218","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","Marreira, EM","Guedes, ML; Alunos de Botânica III","14218","2008","03","15","Southern America","Brasil","Bahia","Piemonte da Diamantina","-41.2075","-11.591111",NA,NA,NA,NA,NA,NA,"Morro do Chapéu","2012","-41.2075","-11.591111","10","22",NA,NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:23:46-03","UFBA","ALCB","83911","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","Marreira, EM","Roque, N; Alunos de Botânica III","1808","2008","05","24","Southern America","Brasil","Bahia","Piemonte da Diamantina, Vila do ventura. Trilha para cidade das Pedras","-41.014722","-11.672222","862","862",NA,"ca 50cm alt. Sépalas verdes, corola alva.",NA,NA,"Morro do Chapéu","2012","-41.014722","-11.672222","10","22",NA,NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:23:46-03","UFBA","ALCB","88696","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","Guedes, ML; Gomes, FS","Gomes, FS; Oliveira, JPL; Ballejos, J","165","2009","01","23","Southern America","Brasil","Bahia","Piemonte da Diamantina, BA 052, lado esquerdo, a 22 km da cidade","-41.338056","-11.490278","891","891",NA,"ca. 50 cm alt. Folhas cartáceas, concolores. Flores com corola alva.; afloramento rochoso.",NA,NA,"Morro do Chapéu","2009","-41.338056","-11.490278","07",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-10-09 11:23:46-03","UFBA","ALCB","94499","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","Guedes, ML","Guedes, ML; Lisboa, MS; Gomes, FS; Alunos de Botânica III","17054","2010","04","24","Southern America","Brasil","Bahia","Piemonte da Diamantina, Caminho para o Parque de Morro do Chapéu","-41.331389","-11.494167","926","926",NA,"Folhas lineares, ásperas. Inflorescência com flores alvas.",NA,NA,"Morro do Chapéu","2010","-41.331389","-11.494167","06",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:23:46-03","UFBA","ALCB","034297","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","Souza, EB de","Guedes, ML; Giulietti, AM; Hind, DJN; Smith, S; Harley, RM; Silva, EM da; Bautista, HP","PCD3029","1996","06","24","Southern America","Brasil","Bahia","Irecê, Próximo a Xique-Xique","-42.716667","-11.1","500","500",NA,"0,80 m, muito ramificado e aromático. Glomérulo com brácteas verdes, corola passada. Ocasional.; Campo arenoso com árvores perenifólias, arbustos e cactos arborescentes. Areia branca.",NA,NA,"Xique-Xique","2007","-42.716667","-11.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 09:25:24-03","NBC","NL-BOTANY","WAG.1420970","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.",NA,"Irwin HS; Harley RM; Smith GL",NA,"1971","02","17","Southern America","Brazil",NA,"Serra do Tombador, Wooded margin of Rio Ferro Doido, ca. 18km E. of Morro do Chapéu.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1420970 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1420970","NL-WAG1420970",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:18:33-03","ESALQ","ESA","74582","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","Cabral, E.L.","Souza, V.C.; Souza, J.P.; Romão, G.O.; Elias, S.I.","26331.0","2001","07","18",NA,"Brasil","Bahia","Estrada para Mundo Novo, cerca de 5 km de Morro do Chapéu. Campo rupestre.","-411.167","-115.733","900","900",NA,"Subarbusto, até 60 cm alt.; flores alvas.","ESA074582","ESA074582","Morro do Chapéu",NA,"-411,167","-115,733",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-02-15 11:49:39-02","IPA","IPA","41367","S","Plantae","Plantae",NA,"Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.",NA,"Ule","7481",NA,NA,NA,"Southern America","Brasil","Piauí","Serra Branca",NA,NA,NA,NA,NA,NA,"IPA0041367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-01-31 19:14:45-03","UFJF","CESJ","44475","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","E.L. Cabral","V.C. Souza; J. Paula-Souza; G.O. Romão; S.I. Elias","26331","2001","07","18","América do Sul","Brasil","Bahia","estrada para Mundo Novo, ca. 5Km de Morro do Chapéu","-41.116667","-11.573333","900","900",NA,"Campo rupestre. Subarbusto, até 60cm alt.; flores alvas.","CESJ044475",NA,"Morro do Chapéu","2002","-41.116667","-11.573333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-04-22 16:24:14-03","UFPB","JPB","64477","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","Souza, EA","Siqueira-Filho, JA; Santos, FSE; Seido, CL; Pequeno, ID; Fazollo Silva, R","1836","2006","09","22","Southern America","Brasil","Bahia","Tabuleiro do Pau D'arco","-41.397889","-10.416611",NA,NA,NA,"; HABITAT: Área ecotonal entre caatinga e cerrado em bom estado de conservação; DESC: Erva com ca. de 50 cm alt. Inflorescências em capítulos, terminais. Flores inconspícuas.","JPB0064477",NA,"Sento Sé","2008","-41.397889","-10.416611","09","23",NA,NA,NA,NA,NA,NA,NA
"38","2020-04-22 16:24:14-03","UFPB","JPB","62046","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","Souza, EB","Carvalho, AM de; Saunders, J","2863",NA,NA,NA,"Southern America","Brasil","Bahia","Ca. 03 a 18 Km na estrada para Mundo NOvo.","-41.1561012268066","-11.5500001907349",NA,NA,NA,"; HABITAT: Campo Rupestre.; DESC: Subarbusto com ca. 0.4m de altura. Flores alvas.",NA,NA,"Morro do Chapéu",NA,NA,NA,NA,NA,NA,"98143","auto",NA,NA,NA,NA
"39","2021-03-16 17:52:36-03","UCS","HUCS","49137","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","Gonzatti, F.","Gonzatti, F.","4933","2018","12","19",NA,"Brasil","Bahia","Morro do Chapeú, Primeira Ponte na BA 052 sentido Feira de Santana","-41.131111","-11.569167","950","950",NA,"Arbusto ramoso em campo rupestre, flores alvas",NA,NA,NA,"2019","-41.131111","-11.569167","01",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-03-21 15:33:03-03","UTFPR","HCF","30958","S","Plantae",NA,NA,"Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","F. Gonzatti","F. Gonzatti","4933","2018","12","19",NA,"Brasil","BA","Primeira Ponte na BA-052 sentindo Feira","-41.131111","-11.569167","950","950",NA,"arbusto ramoso em campo rupestre. Flores alvas.",NA,NA,"Morro do Chapéu","2019","41°07'52 W","11°34'09 S","01",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-21 19:38:29-03","UFC","EAC","35864","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","Souza, E.B.","Souza, E.B.; Ramos, C.O.C.","945","2004","06","18","Southern America","Brasil","Bahia","área da Lagoa da Velha e das dunas","-41.3325","-11.5","916","916",NA,"Subarbusto cespitoso, 20-50 cm, caule marrom, folha carnosa verde-claro, cálice verde-claro, fruto maduro e imaturo.; Caatinga arbórea arbustiva, com muitos afloramentos de arenito. Campo rupestre, solo arenoso.","EAC0035864",NA,"Morro do Chapéu","2004","-41.3325","-11.5","06",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-21 19:38:29-03","UFC","EAC","59035","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Mitracarpus","rigidifolius","Mitracarpus rigidifolius","Standl.","Guedes, M.L.","Guedes, M.L.; alunos de Botânica","23581","2015","06","13","Southern America","Brasil","Bahia","Chapada Diamantina, Serra do Carranca.","-42.527778","-11.743056","874","874",NA,"Arbusto: Folhas verticiladas, lineares. Inflorescência com flores alvas.; Caatinga.","EAC0059035",NA,"Ipupiara","2015","-42.527778","-11.743056","06",NA,NA,NA,NA,NA,NA,NA,NA
