"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","individualCount","fieldNumber"
"11","2019-10-09 11:28:54-03","UFBA","ALCB","043065","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","Matos, AO","Giulietti, AM; Stam, G; Guedes, ML; Bautista, HP","PCD877","1994","09","27","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha, Rio Mucugezinho","-41.441389","-12.464444",NA,"Folhas simples. Inflorescência em espigueta de cor verde. Ocasional.; Solo arenoso. Afloramento rochoso de arenito.","ALCB019247","ALCB019247 ALCB019247_1","640","640",NA,NA,"2018","06","05","-41.441389","-12.464444",NA,NA,NA,NA,NA
"12","2019-10-09 11:28:54-03","UFBA","ALCB","08813","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","Matos, AO","Pinto, GCP","s/n","1973","11",NA,"Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Serra do Capa Bode","-41.366667","-13",NA,"em touceiras.; pedregoso.","ALCB019463","ALCB019463","1000","1000",NA,NA,"2018","06","05","-41.366667","-13",NA,NA,NA,NA,NA
"13","2021-02-24 18:14:24-03","UFBA","ALCB","54254","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Panicum","thinophilum","Panicum thinophilum","Renv.","Guedes, ML; Pereira, PA de","Pereira, PA de; Guedes, ML; Lima, SS dos","42","1999","03","29","Southern America","Brasil","Bahia","Eunápolis","Extremo Sul, trecho de Mata Atlntica, entre Eun polis e Porto Seguro, na RPPN (Veracel)","-39.05","-16.433333",NA,"cespitosa.; vegetação de mussununga, porte herbáceo-arbustivo recobrindo solo podzol hidromórfico ou espodossolo.","ALCB019361","ALCB019361",NA,NA,NA,NA,"1999","03",NA,"-39.05","-16.433333",NA,NA,NA,NA,NA
"14","2020-02-08 10:18:41-03","NBC","NL-BOTANY","L.3804029","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Panicum","aequivaginatum","Panicum aequivaginatum","Swallen",NA,"Davidse G; Ramia M; Montes R",NA,"1973","12","04","Southern America","Venezuela",NA,NA,"Bolivar: La gran Sabana, ca. Km 167, S of El Dorado along hwy. to Santa Elena, 24 km S of La Ciudadella.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3804029 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3804029","NL-L3804029",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"15","2020-02-08 10:18:41-03","NBC","NL-BOTANY","L.3804030","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Panicum","aequivaginatum","Panicum aequivaginatum","Swallen",NA,"Davidse G; Ramia M; Montes R",NA,"1973","12","04","Southern America","Venezuela",NA,NA,"Bolivar: La gran Sabana, ca. Km 167, S of El Dorado along hwy. to Santa Elena, 24 km S of La Ciudadella.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3804030 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3804030","NL-L3804030",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"16","2020-02-08 10:18:41-03","NBC","NL-BOTANY","U.1501849","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Panicum","aequivaginatum","Panicum aequivaginatum","Swallen",NA,"Maguire B; Wurdack JJ; Maguire CK",NA,"1957","11","24","Southern America","Venezuela",NA,NA,"Cerro de la Neblina, Rio Yatua, territorio de Amazonas, along Canon Grande east of Cumbre Camp.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1501849 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1501849","NL-U1501849",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"17","2020-02-08 10:18:41-03","NBC","NL-BOTANY","U.1503023","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Panicum","aequivaginatum","Panicum aequivaginatum","Swallen","Zuloaga FO","Maas PJM; Mennega EA; Welle BJH ter; Groen HJ",NA,"1981","10","16","Southern America","Guyana",NA,NA,NA,"-61","5.916667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1503023 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1503023","NL-U1503023",NA,NA,NA,NA,NA,NA,NA,"-61.0","5.916667","Magnoliopsidae","U 0156559",NA,NA,NA
"18","2020-02-08 10:18:41-03","NBC","NL-BOTANY","U.1503024","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Panicum","aequivaginatum","Panicum aequivaginatum","Swallen","Zuloaga FO","Plowman TC; Almeida GEM",NA,"1980","04","09","Southern America","Brazil","Bahia",NA,NA,"-38.383333","-12.966667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1503024 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1503024","NL-U1503024",NA,NA,NA,NA,NA,NA,NA,"-38.383333","-12.966667","Magnoliopsidae","U 0156560",NA,NA,NA
"19","2020-02-08 10:18:41-03","NBC","NL-BOTANY","U.1503025","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Panicum","aequivaginatum","Panicum aequivaginatum","Swallen","Judziewicz EJ","Clarke HD",NA,"1996","02","05","Southern America","Guyana","Cuyuni-Mazaruni",NA,NA,"-61.016667","5.883333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1503025 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1503025","NL-U1503025",NA,NA,NA,NA,NA,NA,NA,"-61.016667","5.883333","Magnoliopsidae","U 0157957",NA,NA,NA
"20","2020-02-08 10:18:41-03","NBC","NL-BOTANY","U 0002312","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Panicum","aequivaginatum","Panicum aequivaginatum","Swallen","Zuloaga FO","Harley RM; et al.",NA,"1974","03","24","Southern America","Brazil","Bahia",NA,"Estado de BahiaCoastal Zone24km. S.W. of Belmonte on road to Itabepi.","-39.05","-16",NA,"High evergreen restinga forest, low restinga and damp open areas on white sand.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200002312 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0002312","NL-U0002312",NA,NA,NA,NA,NA,NA,NA,"-39.05","-16.0","Magnoliopsidae","449210 B","isotype",NA,NA
"21","2020-11-04 12:18:36-03","ESALQ","ESA","52682","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","Zuloaga, F.O.","Zuloaga, F.O. et al.","8992.0","2006","07","17",NA,"Brasil","Bahia","Barrolândia",NA,NA,NA,NA,NA,"ESA052682","ESA052682",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 12:15:42-03","ESALQ","ESA","135680","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","P.L. Viana","D. Sucre","5349.0","1969","06","16",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"ESA135680","ESA135680",NA,NA,"57442","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-01-14 15:33:00-03","MN","R","237044","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","Matos, A.O.","Smith, L.B.","8710","1956","12","18",NA,"Brasil","Santa Catarina","Porto União","Fazenda Frei Rogerio, 12km à sudoeste de Porto União.","-51.0783004760742","-26.2381000518799",NA,NA,"R010064980",NA,NA,NA,"41804","auto","2019","04","08",NA,NA,NA,NA,NA,NA,NA
"24","2021-01-14 15:33:00-03","MN","R","133392","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","Matos, A.O.","Brade, A.C.","8108 p.p.","1920","11",NA,NA,"Brasil","São Paulo","Iguape","Morro das Pedras.","-47.5499992370605","-24.7000007629395",NA,NA,"R010064306",NA,NA,NA,"55628","auto","2019","04","08",NA,NA,NA,NA,NA,NA,NA
"25","2020-04-27 16:11:10-03","UFES","VIES","38490","S","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","Viana, P.L.","Sucre, D.; Ichaso, C.L.","5349","1969","06","16",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Estado da Guanabara.","-43.2075004577637","-22.9027996063232",NA,NA,"VIES038490","VIES038490",NA,NA,"57442","auto","2014","09",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-14 16:14:29-03","UFC","EAC","47601","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","Loiola, M.I.B.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","449","2010","05","17","Southern America","Brasil","Ceará","Iguatu","Substrato limoso","-40.66","-6.403806",NA,"Macrófita Aquática; Lêntico/Caatinga","EAC0047601","EAC0047601",NA,NA,NA,NA,"2013","01","11","-40.66","-6.403806",NA,NA,NA,NA,NA
"27","2020-12-21 16:40:15-03","MBM","MBM","398306","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","Viana, P.L.","Sucre, D.; Graziela; Ichaso, C.L.; Graziela; Ichaso, C.L.","5349","1969","06","16","Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Estado da Guanabara. Do lado noroeste da pedra de Itaúna","-43.2075004577637","-22.9027996063232",NA,"Densa formação heliófila. Caule decumbente, vermelho amarelado-arroxeado, com caules novos e base da lâmina da folha vermelha.; Restinga de Jacarepaguá.","MBM398306","MBM398306",NA,NA,"57442","auto","2014","09",NA,NA,NA,NA,NA,NA,NA,NA
"28","2018-07-03 11:55:00-03","MO","MOBOT","101053908","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","Gerrit Davidse (MO)","João Murça Pires","Pires 15.083 (103)","1975","2","11","South America","Brazil","Amazonas",NA,"Serra Aracá.",NA,NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"29","2014-09-17 14:46:00-03","MO","MOBOT","1847836","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","G. Davidse (MO)","Gerrit Davidse|Mauricio Ramia|Rubén A. Montes","Davidse 4762","1973","12","4","South America","Venezuela","Bolívar",NA,"La Gran Sabana, ca. KM 167, S of El Dorado along highway to Santa Elena, 24 km S of La Ciudadella.",NA,NA,NA,NA,NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","871"
"30","2013-01-10 09:34:00-02","MO","MOBOT","1920034","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","G. Davidse (MO)","Timothy C. Plowman","Plowman 10045","1980","4","9","South America","Brazil","Bahia",NA,"Mun. de Salvador. Coastal dunes 2 km north of town of Itapuã. Near sea level","-38.38333","-12.96666",NA,NA,NA,NA,"0E8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2008-05-27 22:02:00-03","MO","MOBOT","1920035","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","G. Davidse (MO)","Scott A. Mori","Mori 13211","1979","12","23","South America","Brazil","Bahia",NA,"Mun. de Palmeiras. Pai Inácio. BR 242, km 232, a cerca de 15 km ao NE de Palmeiras. Campo Rupestre",NA,NA,NA,NA,NA,NA,"1000.00000000","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2008-05-27 22:02:00-03","MO","MOBOT","1920037","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","G. Davidse (MO)","Scott A. Mori","Mori 13309","1980","2","29","South America","Brazil","Bahia",NA,"Mun. de Palmeiras. Pai Inácio. BR 242, km 232, cerca de 15 km ao NE de Palmeiras. Campo rupestre. Localmente abundante mas encontrado num local só",NA,NA,NA,NA,NA,NA,"1000.00000000","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2009-10-24 07:57:00-02","MO","MOBOT","1920040","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","G. Davidse (MO)","Fernando O. Zuloaga|Osvaldo Morrone|José F. Pensiero","Zuloaga 4856","1994","2","15","South America","Brazil","Bahia",NA,"De Canavieiras a Sta. Luzía","-39","-15.08333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2009-10-24 09:10:00-02","MO","MOBOT","1920041","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","G. Davidse (MO)","Fernando O. Zuloaga|Mauricio Ramia|R. Ortiz","Zuloaga 4470","1989","8","15","South America","Venezuela","Bolívar",NA,"A 3 km al norte Rapidos de Kamoiran, Gran Sabana. En sabana, al borde carretera, suelo arenoso","-61.33333","5.58333",NA,NA,NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2009-10-24 09:06:00-02","MO","MOBOT","1920042","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","G. Davidse (MO)","Fernando O. Zuloaga|Mauricio Ramia|R. Ortiz|Otto Huber","Zuloaga 4408","1989","8","12","South America","Venezuela","Bolívar",NA,"La Gran Sabana, a 2 km al sur de La Ciudadela. En sabana","-61.41666","5.78333",NA,NA,NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2013-11-22 05:43:00-02","MO","MOBOT","1920045","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","G. Davidse (MO)","Fernando O. Zuloaga|Gustavo Martinelli|J. M. Caruso","Zuloaga 2469","1985","5","18","South America","Brazil","Bahia",NA,"Mun. de Maraú. Camino de Maraú a Ubaitaba, 15 km de Maraú, restinga abierta sobre nivel del mar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2011-02-22 16:57:00-03","MO","MOBOT","1920047","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","G. Davidse (MO)","Scott A. Mori|Brian M. Boom","Mori 14257","1981","6","10","South America","Brazil","Bahia",NA,"Mun. Lencois, along BR 242, ca. 15 km NW of Lencois at Km 225. Campo Rupestre",NA,NA,NA,NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-09-14 05:17:00-03","MO","MOBOT","1920049","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","G. Davidse (MO)","Paul J. M. Maas|Erik A. Mennega|Ben J.H. ter Welle|H.J. Groen","Maas 5769","1981","10","16","South America","Guyana",NA,NA,"Pakaraima Mts., Mt. Aymatoi (sandstone), savanna","-61","5.9166667",NA,NA,NA,NA,"1150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"39","2015-02-13 16:30:00-02","MO","MOBOT","2958052","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","Gerrit Davidse","L. Coradín","Coradín 6530","1983","7","5","South America","Brazil","Bahia",NA,"Rodovia Brasilia-Fortaleza (BR-242) 8 km oeste da estra da para Lencois. Campo Rupestre. Solo arenoso muito pedregoso. Ondulado.","-41.4166667","-12.4666667",NA,NA,NA,NA,"830.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"40","2019-10-30 04:39:00-03","MO","MOBOT","1265492","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","F.O. Zuloaga","R.M. Harley|S.A. Renvoize|C.M. Erskine|C.A. Brighton|R.S. Pinheiro","Harley 17383","1974","3","24","South America","Brazil","Bahia",NA,"Coastal Zone. 24 km SW of Belmonte on road to Itapebi.","-39.05","-16",NA,NA,NA,NA,"0E8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","1",NA
"41","2011-02-23 09:09:00-03","MO","MOBOT","236191","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","aequivaginatum","Panicum aequivaginatum","Swallen",NA,"Ricardo de Lemos Fróes","Fróes 19950","1943","3","15","South America","Brazil","Bahia",NA,"Entre Bom Gosto, Olivenca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2009-07-27 09:22:00-03","MO","MOBOT","2482521","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","aequivaginatum","Panicum aequivaginatum","Swallen","Zuloaga, F. O.","Fernando O. Zuloaga|Osvaldo Morrone","Zuloaga 6981","1999","3","16","South America","Brazil","Bahia",NA,"Mucugé. BA-142 de Mucugé a Andaraí, pasando 2 km el Arroyo Cumbuca","-41.33333","-12.96666",NA,NA,NA,NA,"880.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-04 11:06:08-03","UFRB","HURB","15221","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","aequivaginatum","Dichanthelium aequivaginatum","(Swallen) Zuloaga","A.O.Matos","Costa, G.; Conceição, A.A.; Araújo, T.; Coelho, J,; Campo,L. & Gandara, A.","2283","2016","12","12",NA,"Brasil","Bahia","Lençóis","Trilha perpendicular ao Rio Mucugezinho;","-41.3899993896484","-12.563099861145",NA,NA,"HURB000015221","HURB000015221",NA,NA,"47385","auto","2018","12",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-09-12 05:00:02-03","US","US","3384153","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","aequivaginatum","Panicum aequivaginatum","Swallen","Judziewicz, E. J.","H. D. Clarke","1012","1996","2","5","South America - Neotropics","Guyana","Cuyuni-Mazaruni",NA,"Waleliwatipu (Aymatoi), N of Paruima; in vic. of camp","-61.0203","5.89472",NA,NA,NA,NA,"1090",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"45","2020-09-12 05:00:02-03","US","US","2146782","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","aequivaginatum","Panicum aequivaginatum","Swallen",NA,"R. L. Fróes","19950","1943","3","15","South America - Neotropics","Brazil","Bahia",NA,"Estrada de Bom Gôsto a Olivenca.",NA,NA,NA,NA,"US00432827","US00432827_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"Isotype","1",NA
"46","2020-09-12 05:00:02-03","US","US","1910768","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","aequivaginatum","Panicum aequivaginatum","Swallen",NA,"R. L. Fróes","19950","1943","3","15","South America - Neotropics","Brazil","Bahia",NA,"Entre Bom Gosto a Olivenca.",NA,NA,NA,NA,"US00133059","US00133059_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"Holotype","1",NA
