"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","44129","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","pumila","Kyllinga pumila","D. E. Williams","1989","09","13","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530574' target='other'> <mi>dwc_moreinfo</mi></a>","NY00044129","970","Magnoliophyta","Poales","Michx.","G. C. Tucker","El Beni","Carmen Florida. Tacana Indian village 7 km upstream of Rurrenabaque on Río Beni","-67.5","-14.5",NA,"José Ballivián","230","230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-01-06 11:42:08-03","UFPI-MRV","HDELTA","1396","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","hortensis","Cyperus hortensis","Fontinele, K. M.","2014","05","05",NA,"Brasil",NA,NA,"Erva","HDELTA001396","45",NA,NA,"(Salzm. ex Steud.) Dorr","Andrade, I. M. e Mayo, S. J.","Piauí","Ilha Grande","-41.818889","-2.837583",NA,"Ilha Grande",NA,NA,"41°49'08,00W","02°50'15,30S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-01-06 11:42:08-03","UFPI-MRV","HDELTA","1430","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","hortensis","Cyperus hortensis","Santos, A. S.","2012","03","09",NA,"Brasil",NA,NA,"Erva com brácteas","HDELTA001430","11",NA,NA,"(Salzm. ex Steud.) Dorr","Andrade, I. M. & Mayo, S. J.","Maranhão",NA,NA,NA,NA,"São Raimundo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-01-06 11:42:08-03","UFPI-MRV","HDELTA","566","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","hortensis","Cyperus hortensis","Silva, A. G.","2011","02","15",NA,"Brasil",NA,NA,"Erva","HDELTA000566","30",NA,NA,"(Salzm. ex Steud.) Dorr","Silva, M. S.","Piauí",NA,"-41.8213996887207","-2.8583300113678",NA,"Ilha Grande",NA,NA,NA,NA,"2017","01","26","13228","auto",NA,NA,NA,NA,NA
"15","2021-03-30 12:51:55-03","EAO","IAN","100423","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","densicaespitosus","Cyperus densicaespitosus","Vogl, CV; Pater",NA,NA,NA,"Southern America","Venezuela",NA,NA,NA,"IAN100423","407","Monocotiledônea",NA,"Matt. & Kük.","Eiten, LT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1962",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:51:55-03","EAO","IAN","49591","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","densicaespitosus","Cyperus densicaespitosus","Essed, EB","1914","09",NA,"Southern America","Suriname",NA,NA,"Groeiwijze erect 0,1-0,3 m. Bijzonderheden verkiest vohtze plekkz.","IAN049591","5","Monocotiledônea",NA,"Matt. & Kük.","Eiten, LT",NA,"Plaats: Cultenrtein. Aard v/d bodem zand. Betrekklijke noogte v/d boden +/- keep. Geslacht n soort Kyllinger sp.","-56.5","3.6",NA,NA,NA,NA,"-56.5","3.6","1962",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:51:55-03","EAO","IAN","49597","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","densicaespitosus","Cyperus densicaespitosus","Essed, EB","1914","09",NA,"Southern America","Suriname",NA,NA,NA,"IAN049597","1914","Monocotiledônea",NA,"Matt. & Kük.","Eiten, LT","Paramaribo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1962",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:51:55-03","EAO","IAN","87127","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","densicaespitosus","Cyperus densicaespitosus","Smith, SG","1950","06","13",NA,"Colômbia",NA,NA,"Non-rhizomatous clumps in standing shallow water by roadside.","IAN087127","1000","Monocotiledônea",NA,"Matt. & Kük.","Eiten, LT",NA,"Soft chaparral; soil of loose sandstone and other sedimentary rocks. Hills at west base of Montserrat, east of Bogota; Cordillera Oriental.",NA,NA,NA,NA,"2700","2700",NA,NA,"1962",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:51:55-03","EAO","IAN","167542","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","densicaespitosus","Cyperus densicaespitosus","Nitta, A","1996","09","30","Southern America","Brasil",NA,NA,NA,"IAN167542","17307","Monocotiledônea",NA,"Matt. & Kük.",NA,"Pará","Campo da Embrapa/Cpatu.","-48.5043983459473","-1.4558299779892",NA,"Belém",NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"20","2021-03-30 12:52:05-03","EAO","IAN","106177","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","pumila","Kyllinga pumila","Oliveira, E","1960","04","27","Southern America","Brasil",NA,NA,"Flores brancas.","IAN106177","585","Monocotiledônea",NA,"Michx.","Alves, MV de","Pará","Km 153-159 da Estrada Belém-Brasília. Beira de estrada. Terreno baixo.",NA,NA,NA,NA,NA,NA,NA,NA,"1999","11",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:52:05-03","EAO","IAN","131169","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","pumila","Kyllinga pumila","Irwin, HS; Santos, RR dos","1969","03","10","Southern America","Brasil",NA,NA,"Culms to ca. 40 cm tall.","IAN131169","24212","Monocotiledônea",NA,"Michx.","Nascimento, EAP","Goiás","Creek margin. Cerrado and creek margin, ca. 10 km south of Cavalcante.",NA,NA,NA,NA,"1000","1000",NA,NA,"2015","05","27",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:52:05-03","EAO","IAN","133852","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","pumila","Kyllinga pumila","Silva, NT da","1969","05","18","Southern America","Brasil",NA,NA,"Planta em terreno úmido.","IAN133852","1983","Monocotiledônea",NA,"Michx.","Alves, MV de","Pará","Estrada entre Monte Dourado e Munguba, km 4. Mata de terra firme.",NA,NA,NA,NA,NA,NA,NA,NA,"1999","11",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:52:05-03","EAO","IAN","139733","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","pumila","Kyllinga pumila","Burger, WC; Liesner, RL","1969","12","12","Southern America","Costa Rica",NA,NA,NA,"IAN139733","6822","Monocotiledônea",NA,"Michx.","Liesner, RL",NA,"In open recently disturbed gravelly site, in small tufts. Steep slopes with open forest and many epiphytes, about 15 km south of Tapantí along the new road, on the east slope above the Río Grande de Orosi, near the concrete bridge. Prov. Cartago.","-83.783333","9.7",NA,NA,NA,NA,"-83.783333","9.7","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:52:05-03","EAO","IAN","142742","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","pumila","Kyllinga pumila","Pinheiro, GS; Carvalho, JFV","1974","04","04","Southern America","Brasil",NA,NA,NA,"IAN142742","216","Monocotiledônea",NA,"Michx.","Nascimento, EAP","Pará","Estreito-Marabá, km 1.",NA,NA,NA,NA,NA,NA,NA,NA,"2015","05","20",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:52:05-03","EAO","IAN","142780","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","pumila","Kyllinga pumila","Pinheiro, GS; Carvalho, JFV","1974","04","06","Southern America","Brasil",NA,NA,NA,"IAN142780","254","Monocotiledônea",NA,"Michx.","Nascimento, EAP","Pará","Estreito-Marabá, km 1.",NA,NA,NA,NA,NA,NA,NA,NA,"2015","05","20",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:52:05-03","EAO","IAN","142795","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","pumila","Kyllinga pumila","Pinheiro, GS; Carvalho, JFV","1974","04","06","Southern America","Brasil",NA,NA,NA,"IAN142795","269","Monocotiledônea",NA,"Michx.","Nascimento, EAP","Pará","Estreito-Marabá, km 1.",NA,NA,NA,NA,NA,NA,NA,NA,"2015","05","20",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:52:05-03","EAO","IAN","142800","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","pumila","Kyllinga pumila","Pinheiro, GS; Carvalho, JFV","1974","04","06","Southern America","Brasil",NA,NA,NA,"IAN142800","274","Monocotiledônea",NA,"Michx.","Nascimento, EAP","Pará","Estreito-Marabá, km 1.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:52:05-03","EAO","IAN","143099","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","pumila","Kyllinga pumila","Pinheiro, GS; Carvalho, JFV","1974","04","07","Southern America","Brasil",NA,NA,NA,"IAN143099","575","Monocotiledônea",NA,"Michx.","Nascimento, EAP","Pará","Estreito-Marabá, km 2.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:52:05-03","EAO","IAN","17588","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","pumila","Kyllinga pumila","Pires, JM; Black, GA","1945","11","12","Southern America","Brasil",NA,NA,NA,"IAN017588","604","Monocotiledônea",NA,"Michx.","Nascimento, EAP","Pará","Marco.","-48.5043983459473","-1.4558299779892","IAN017588 IAN017588_e IAN017588_e1","Belém",NA,NA,NA,NA,"2015","05","20","48462","auto",NA,NA,NA,NA,NA
"30","2021-03-30 12:52:05-03","EAO","IAN","158824","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","pumila","Kyllinga pumila","Dantas, M; Nivaldo, S","1982","04","24","Southern America","Brasil",NA,NA,"Capim; fruto marrom.","IAN158824","1139","Monocotiledônea",NA,"Michx.","Nascimento, EAP","Pará","Campo inundável; várzea alta com buriti. Trajeto Monte Alegre-Santo André.","-49.2167015075684","-1.52832996845245",NA,"Muaná",NA,NA,NA,NA,"2015","05","20","72451","auto",NA,NA,NA,NA,NA
"31","2021-03-30 12:52:05-03","EAO","IAN","153033","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","pumila","Kyllinga pumila","Bouças, PRP; Medeiros, JM","1976","06","05","Southern America","Brasil",NA,NA,NA,"IAN153033","42","Monocotiledônea",NA,"Michx.","Nascimento, EAP","Pará","Itapuã-Fazenda Souza.","-48.1417007446289","-0.858332991600037",NA,"Vigia",NA,NA,NA,NA,"2015","05","20","33395","auto",NA,NA,NA,NA,NA
"32","2021-03-30 12:52:05-03","EAO","IAN","81855","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","pumila","Kyllinga pumila","Moraes, JC de","1953","06","10","Southern America","Brasil",NA,NA,"Herva consistente.","IAN081855","738","Monocotiledônea",NA,"Michx.","Nascimento, EAP","Paraíba","Lugares ímidos, região de Agreste. Próximo a Alagoa de Remígio.","-35.6916999816895","-6.96332979202271",NA,"Areia",NA,NA,NA,NA,"2015","05","27","15425","auto",NA,NA,NA,NA,NA
"33","2021-03-30 12:52:05-03","EAO","IAN","79196","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","pumila","Kyllinga pumila","Vasconcelos, J; Sobrinho","1936","03",NA,"Southern America","Brasil",NA,NA,NA,"IAN079196","74","Monocotiledônea",NA,"Michx.","Nascimento, EAP","Pernambuco","Parque do IPA. Dois Irmãos.","-34.8810997009277","-8.05389022827148",NA,"Recife",NA,NA,NA,NA,"2015","05","27","18865","auto",NA,NA,NA,NA,NA
"34","2021-03-02 16:28:45-03","CPAN-UFMS","COR","5742","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","hortensis","Cyperus hortensis","V.J.Pott;R.Foster;Damasceno,G.;Resende,U.;Nakajima,J. Projeto Aquarap.","1998","08","26",NA,"Brasil",NA,NA,"Habito: Erva",NA,"3525",NA,NA,"(Salzm. ex Steud.) Dorr","Pereira - Silva, L.","Mato Grosso do Sul","Rio do Peixe, MS-080. Mata Ciliar; Arenoso orgânico; fortemente inclinado.",NA,"-19.390278",NA,"Rio Negro",NA,NA,"54º58'79''W","19º23'25''S","2018","11","23",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-02 16:28:45-03","CPAN-UFMS","COR","6899","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","hortensis","Cyperus hortensis","Ávila, R. W.","2000","09","28",NA,"Brasil",NA,NA,"Herbáceo; flor bege Habito: Herbáceo",NA,"1",NA,NA,"(Salzm. ex Steud.) Dorr","Silva, L. P.","Mato Grosso do Sul","Morro Santa Cruz","-57.566111","-19.203333",NA,"Corumbá","800","800","57º33'58''W","19º12'12''S","2018","11","23",NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:27:55-03","UFBA","ALCB","005718","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","pumila","Kyllinga pumila","Pinto, GCP","1953","03",NA,"Southern America","Brasil",NA,NA,NA,"ALCB016534","s/n","Monocotyledon",NA,"Michx.","Luceño, M; Alves, M","Bahia","Recôncavo Sul, Instituto Agronômico do Leste","-39.1","-12.666667","ALCB016534","Cruz das Almas",NA,NA,"-39.1","-12.666667","1996","02",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:27:55-03","UFBA","ALCB","005737","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","pumila","Kyllinga pumila","Lordêlo, RP","1956","02","27","Southern America","Brasil",NA,NA,NA,"ALCB016531","56-237","Monocotyledon",NA,"Michx.","Luceño, M; Alves, M","Bahia","Recôncavo Sul, Córrego do Buraco do Inferno, 3§ distrito","-39.083333","-12.833333","ALCB016531","São Felipe",NA,NA,"-39.083333","-12.833333","1996","02",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:27:55-03","UFBA","ALCB","005779","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","pumila","Kyllinga pumila","Pinto, GCP","1956","02",NA,"Southern America","Brasil",NA,NA,NA,"ALCB016532","53-93","Monocotyledon",NA,"Michx.","Luceño, M; Alves, M","Bahia","Recôncavo Sul","-39.1","-12.666667","ALCB016532","Cruz das Almas",NA,NA,"-39.1","-12.666667","1996","02",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:27:55-03","UFBA","ALCB","43043","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","pumila","Kyllinga pumila","Guedes, ML; Santos, JJ dos; Panelli, L","1999","09","06","Southern America","Brasil",NA,NA,"0,10 m. Folhas semi-crassas, discolores. Inflorescência em capítulos de espiguetas, esverdeada.","ALCB016533","6441","Monocotyledon",NA,"Michx.","Alves, M","Bahia","Região Metropolitana Salvador, Salinas das Margaridas","-38.6","-12.95","ALCB016533","Vera Cruz",NA,NA,"-38.6","-12.95","2000","02",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 10:13:13-03","NBC","NL-BOTANY","L.1383746","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","densicaespitosus","Cyperus densicaespitosus","Smith HH","1898","07","01","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1383746 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1383746",NA,NA,"Poales","Mattf. & Kük.",NA,NA,"Santa Marta.",NA,NA,"NL-L1383746",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 10:13:13-03","NBC","NL-BOTANY","U.1238319","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","densicaespitosus","Cyperus densicaespitosus","Prance GT; Forero E; Pena BS; Ramos JF","1967","02","11","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238319 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238319",NA,NA,"Poales","Mattf. & Kük.",NA,NA,"Brazilian Amazonia, Territorio do Roraima, Base of Serra Tepequem, Boca da Mata. Varzea forets, growing beside dry stream.",NA,NA,"NL-U1238319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-02-08 10:13:13-03","NBC","NL-BOTANY","U.1239012","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","densicaespitosus","Cyperus densicaespitosus","Breteler FJ","1964","03","11","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1239012 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1239012",NA,NA,"Poales","Mattf. & Kük.",NA,NA,"Ticoporo forest reserve. State of Barinas. In dry bed of Bumbun River. Between rocks. In small tusscoks.","-70.75","8.25","NL-U1239012",NA,NA,NA,"-70.75","8.25",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-02-08 10:13:13-03","NBC","NL-BOTANY","U.1239013","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","densicaespitosus","Cyperus densicaespitosus","Breteler FJ","1964","03","13","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1239013 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1239013",NA,NA,"Poales","Mattf. & Kük.",NA,NA,"State of Barinas, 29 km from Barinas along road to San Cristobal. Between rocks in dry bed of Paguey River.",NA,NA,"NL-U1239013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"44","2020-02-08 10:13:13-03","NBC","NL-BOTANY","U.1239016","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","densicaespitosus","Cyperus densicaespitosus","Smith HH","1898","07","01","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1239016 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1239016",NA,NA,"Poales","Mattf. & Kük.",NA,NA,"Santa Marta.",NA,NA,"NL-U1239016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"45","2020-02-08 10:14:09-03","NBC","NL-BOTANY","U.1297549","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","pumila","Kyllinga pumila","Costa MAS","1995","06","08","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1297549 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1297549",NA,NA,"Poales","Michx.","Simpson DA","Amazonas",NA,"-59.966667","-2.883333","NL-U1297549",NA,NA,NA,"-59.966667","-2.883333","1996","04","01",NA,NA,"Magnoliopsidae","U 0142464",NA,NA,NA
"46","2020-02-08 10:14:09-03","NBC","NL-BOTANY","U.1295881","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","pumila","Kyllinga pumila","Oldenburger FHF; Norde R; Schulz JP","1969","01","15","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1295881 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1295881",NA,NA,"Poales","Michx.","Tucker GC",NA,NA,NA,NA,"NL-U1295881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0019826",NA,NA,NA
"47","2020-02-08 10:14:09-03","NBC","NL-BOTANY","U.1295879","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","pumila","Kyllinga pumila","Dirven JGP","1953","07","10","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1295879 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1295879",NA,NA,"Poales","Michx.","Tucker GC",NA,NA,NA,NA,"NL-U1295879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0019819",NA,NA,NA
"48","2020-02-08 10:14:09-03","NBC","NL-BOTANY","U.1295880","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","pumila","Kyllinga pumila","Procter J","1978","01","01","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1295880 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1295880",NA,NA,"Poales","Michx.","Tucker GC","Saramacca",NA,NA,NA,"NL-U1295880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0019827",NA,NA,NA
"49","2020-02-08 10:14:09-03","NBC","NL-BOTANY","U.1295882","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","pumila","Kyllinga pumila",NA,"1920","03","19","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1295882 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1295882",NA,NA,"Poales","Michx.","Tucker GC",NA,NA,NA,NA,"NL-U1295882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0019821",NA,NA,NA
