"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","infraspecificEpithet","class","relatedCatalogItem","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","sex"
"13","2021-03-30 12:35:01-03","EAO","IAN","60619","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","Kunth",NA,"K","s.n.",NA,NA,NA,"Equador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN060619","IAN060619 IAN060619_e","Southern America",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 08:50:55-03","NBC","NL-BOTANY","L.3661872","PreservedSpecimen","Plantae","Compositae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Buchtien O",NA,"1913","03","01","Bolivia",NA,NA,"Region andina. La Paz.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3661872 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3661872","NL-L3661872","Southern America",NA,NA,NA,NA,"Asterales",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 08:50:55-03","NBC","NL-BOTANY","L.3661874","PreservedSpecimen","Plantae","Compositae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Buchtien O",NA,"1910","03","01","Bolivia",NA,NA,"Region: andina. La Paz: Steile Abhange.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3661874 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3661874","NL-L3661874","Southern America",NA,NA,NA,NA,"Asterales",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 08:50:55-03","NBC","NL-BOTANY","L.3661875","PreservedSpecimen","Plantae","Compositae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Fiebrig K",NA,"1904","01","30","Bolivia",NA,NA,"Escayache bei Tarija.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3661875 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3661875","NL-L3661875","Southern America",NA,NA,NA,NA,"Asterales",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 08:50:55-03","NBC","NL-BOTANY","U.1133481","PreservedSpecimen","Plantae","Compositae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Solomon JC",NA,"1987","03","08","Bolivia",NA,NA,"Dpto. La PAz: Prov. Murillo. Valle del Rio Zongo. 13.8km al norte de la Cumbre. Puna húmeda con algunos campos de cultivos.","-68.116667","-16.2","-68.116667","-16.2",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1133481 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1133481","NL-U1133481","Southern America",NA,NA,NA,NA,"Asterales",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 08:50:55-03","NBC","NL-BOTANY","U.1133482","PreservedSpecimen","Plantae","Compositae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Solomon JC",NA,"1985","01","06","Bolivia",NA,NA,"Dpto. La PAz; Prov. Murillo. Ca. 4 km below the toll booths at El Alto on the Autopista.","-68.15","-16.466667","-68.15","-16.466667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1133482 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1133482","NL-U1133482","Southern America",NA,NA,NA,NA,"Asterales",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 08:50:55-03","NBC","NL-BOTANY","U.1133483","PreservedSpecimen","Plantae","Compositae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Solomon JC",NA,"1985","05","15","Bolivia",NA,NA,"Dpto. La Paz: Prov. Murillo, 2 km SW of La Cumbre (Railroad Station). Puna Grassland.","-68.033333","-16.35","-68.033333","-16.35",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1133483 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1133483","NL-U1133483","Southern America",NA,NA,NA,NA,"Asterales",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 08:50:55-03","NBC","NL-BOTANY","U.1133484","PreservedSpecimen","Plantae","Compositae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Solomon JC",NA,"1983","03","05","Bolivia",NA,NA,"Dpto. La PAz. Prov. Murillo, 2.5 km N of (below) dam at Lago Zongo.","-68.133333","-16.283333","-68.133333","-16.283333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1133484 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1133484","NL-U1133484","Southern America",NA,NA,NA,NA,"Asterales",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 08:50:55-03","NBC","NL-BOTANY","U.1133485","PreservedSpecimen","Plantae","Compositae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Smith DN; Valencia R; Minaya L",NA,"1985","03","11","Peru",NA,NA,"Ancash, Huaylas prov, Huascarán National Park, Quebrada Los Cedros, Alpamayo trail.","-77.733333","-8.833333","-77.733333","-8.833333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1133485 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1133485","NL-U1133485","Southern America",NA,NA,NA,NA,"Asterales",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 08:50:55-03","NBC","NL-BOTANY","U.1133486","PreservedSpecimen","Plantae","Compositae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Solomon JC",NA,"1987","02","28","Bolivia",NA,NA,"Dpto: La Paz; Prov. Murillo. 4.8 km al noreste del autopista por el camino subiendo el valle del Rio Kaluyo (margen norte de la Paz). Puna con abundante gramineas en macollas.","-68.133333","-16.416667","-68.133333","-16.416667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1133486 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1133486","NL-U1133486","Southern America",NA,NA,NA,NA,"Asterales",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 08:50:55-03","NBC","NL-BOTANY","U.1133487","PreservedSpecimen","Plantae","Compositae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Brooke WMA",NA,"1949","02","05","Bolivia",NA,NA,"Banderani.","-66.833333","-18","-66.833333","-18.0",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1133487 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1133487","NL-U1133487","Southern America",NA,NA,NA,NA,"Asterales",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 08:50:55-03","NBC","NL-BOTANY","U.1133488","PreservedSpecimen","Plantae","Compositae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Ellenberg H",NA,"1957","03","22","Peru",NA,NA,"Junge Brachäcker Huerta nördl. von Puno.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1133488 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1133488","NL-U1133488","Southern America",NA,NA,NA,NA,"Asterales",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 08:51:00-03","NBC","NL-BOTANY","U.1133489","PreservedSpecimen","Plantae","Compositae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Ellenberg H",NA,"1957","07","03","Peru",NA,NA,"Kleinhorstgras-Rasen, nördl. des Ticlio-Passes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1133489 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1133489","NL-U1133489","Southern America",NA,NA,NA,NA,"Asterales",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 08:51:00-03","NBC","NL-BOTANY","U.1133490","PreservedSpecimen","Plantae","Compositae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Fiebrig K",NA,"1904","01","30","Bolivia",NA,NA,"Escayache bei Tarija.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1133490 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1133490","NL-U1133490","Southern America",NA,NA,NA,NA,"Asterales",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 08:51:00-03","NBC","NL-BOTANY","U.1133514","PreservedSpecimen","Plantae","Compositae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Kramer KU; Eskuche U; Dubs B",NA,"1989","10","16","Argentina",NA,NA,"Prov. Catamarca; road over the pass from Concepción (Tucumán) to Andalgalá.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1133514 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1133514","NL-U1133514","Southern America",NA,NA,NA,NA,"Asterales",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 08:51:00-03","NBC","NL-BOTANY","WAG.1286791","PreservedSpecimen","Plantae","Compositae","Perezia","multiflora","Perezia multiflora","(Bonpl.) Less.",NA,"Montesinos Tubée DB",NA,"2009","03","28","Peru","Moquegua",NA,"Ubinas District, Camata, Querala-Patune.","-70.721389","-16.189444","-70.721389","-16.189444",NA,NA,"Grassland behind road.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1286791 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1286791","NL-WAG1286791","Southern America",NA,NA,NA,NA,"Asterales",NA,"Magnoliopsidae","WAG0246171",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:01:58-03","ESALQ","ESA","60452","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora",NA,"Monge, M.","Jarenkow, J.A. ; Garcia, E.N.","3616.0","1997","11","02","Brasil","Rio Grande do Sul","Caçapava do Sul",NA,"-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,NA,"ESA060452",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA
"30","2019-10-07 15:24:39-03","IAP","PACA-AGP","100647","PreservedSpecimen","Plantae","Compositae","Perezia","multiflora","Perezia multiflora subsp. sonchifolia","(Baker) Vuill.","C. Mondin","Mondin, C.","2770","2002","10","13","Brasil","RS","Livramento","Na rodovia para Quaraí, Km 390.",NA,NA,NA,NA,NA,NA,"HASU 14552.&nf;Capítulos brancos. Habitat: Abundante na baixada úmida. Fenofase: flor Hábito: erva","PACA100647",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales","subsp. sonchifolia","Magnoliatae",NA,NA,NA,"2002","10","13",NA,NA,NA
"31","2019-10-07 15:24:39-03","IAP","PACA-AGP","92541","PreservedSpecimen","Plantae","Compositae","Perezia","multiflora","Perezia multiflora subsp. sonchifolia","(Baker) Vuill.","C. Mondin","C. Mondin & A. Iob","2770","2002","10","13","Brasil","RS","Santana do Livramento","na rodovia para Quaraí, Km 390","-55.5327987670898","-30.8908004760742",NA,NA,NA,NA,"planta abundante. Capítulos brancos. HASU 14552. Habitat: na baixada úmida Hábito: erva","PACA092541",NA,NA,NA,NA,NA,"Magnoliophyta","Asterales","subsp. sonchifolia","Magnoliatae",NA,"79795","auto","2002","10","13",NA,NA,NA
"32","2020-12-21 16:16:52-03","MBM","MBM","120421","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","Kunth","Solomon, J.C.","Solomon, J.C.","13042","1985","01","06","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM120421","MBM120421","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:16:52-03","MBM","MBM","120422","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","Kunth","Solomon, J.C.","Solomon, J.C.","16195","1987","02","28","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM120422","MBM120422","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:16:52-03","MBM","MBM","120426","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","Kunth","Solomon, J.C.","Solomon, J.C.","16253","1987","03","08","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM120426","MBM120426","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:16:52-03","MBM","MBM","271333","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","Kunth","Beck, G.","Ehrich, E.","206","1986","03","23","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM271333","MBM271333","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:16:52-03","MBM","MBM","349808","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora","Kunth","Robinson, H.; et al.","Silva, J.M.; Cordeiro, J.; Poliquesi, C.B.; Vaz, J.; Cordeiro, J.; Poliquesi, C.B.; Vaz, J.","7122","2008","06","14","Brazil","Bahia","Urubici","Morro da Igreja",NA,NA,NA,NA,NA,NA,"Formando touceira, inflorescência 1m, Campo de altitude","MBM349808","MBM349808","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA
"37","2020-12-21 16:16:52-03","MBM","MBM","227143","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora sonchifolia","(H. & B.) Less.","Jarenkow, J.A.","Jarenkow, J.A.; et al.; et al.","3616","1997","11","02","Brazil","Rio Grande do Sul","Caçapava do Sul","Guaridas","-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,NA,"MBM227143","MBM227143","Southern America",NA,NA,NA,NA,NA,"sonchifolia",NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA
"38","2018-10-30 16:15:00-03","MNHN","RECOLNAT_MNHN_P","P00957262","PreservedSpecimen",NA,"Asteraceae","Perezia","multiflora","Perezia multiflora",NA,"Cerrate","Girault",NA,NA,NA,NA,"Bolivie",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00957262' target='other'> <mi>dwc_moreinfo</mi></a>","P00957262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"107",NA,NA
"39","2018-11-06 11:59:40-02","MNHN","RECOLNAT_MNHN_P","P00957305","PreservedSpecimen",NA,"Asteraceae","Perezia","multiflora","Perezia multiflora",NA,"Cerrate","Girault",NA,NA,NA,NA,"Bolivie",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00957305' target='other'> <mi>dwc_moreinfo</mi></a>","P00957305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"148",NA,NA
"40","2018-10-30 16:12:32-03","MNHN","RECOLNAT_MNHN_P","P00957260","PreservedSpecimen",NA,"Asteraceae","Perezia","multiflora","Perezia multiflora",NA,"Cerrate","Girault",NA,NA,NA,NA,"Bolivie",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00957260' target='other'> <mi>dwc_moreinfo</mi></a>","P00957260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109",NA,NA
"41","2015-10-02 05:57:32-03","MNHN","RECOLNAT_MNHN_P","P00732771","PreservedSpecimen",NA,"Asteraceae","Perezia","multiflora","Perezia multiflora","(Humb. & Bonpl.) Less.",NA,"Humboldt, F.W.H.A.v|Bonpland, A.J.A.",NA,NA,NA,NA,"Equateur",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fragment d'isotype <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00732771' target='other'> <mi>dwc_moreinfo</mi></a>","P00732771","P00732771_01",NA,"hb",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-12-07 16:49:01-02","MNHN","RECOLNAT_MNHN_P","P03768323","PreservedSpecimen",NA,"Asteraceae","Perezia","multiflora","Perezia multiflora","(Humb. & Bonpl.) Less.",NA,"Saint-Hilaire, A.",NA,"1816","1","1","Uruguai",NA,NA,"Banda Oriental del Uruguay.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03768323' target='other'> <mi>dwc_moreinfo</mi></a>","P03768323","P03768323_01",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2002",NA,NA
"43","2016-12-07 16:49:01-02","MNHN","RECOLNAT_MNHN_P","P03768325","PreservedSpecimen",NA,"Asteraceae","Perezia","multiflora","Perezia multiflora","(Humb. & Bonpl.) Less.",NA,"Saint-Hilaire, A.",NA,"1816","1","1","Uruguai",NA,NA,"Banda Oriental del Uruguay.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03768325' target='other'> <mi>dwc_moreinfo</mi></a>","P03768325","P03768325_01",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C3 2002",NA,NA
"44","2016-12-07 16:49:01-02","MNHN","RECOLNAT_MNHN_P","P03768321","PreservedSpecimen",NA,"Asteraceae","Perezia","multiflora","Perezia multiflora multiflora","(Humb. & Bonpl.) Less.","Roque","Smith, L.B.|Klein, R.M.",NA,"1964","12","3","Brasil","Santa Catarina","Água Doce","Campos de Palmas, 30km southeast of Horizonte (Paraná). Água Doce, Santa Catarina, Sul, Brasil, América do Sul","-51.4","-26.75",NA,NA,"1000","1200",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03768321' target='other'> <mi>dwc_moreinfo</mi></a>","P03768321","P03768321_01",NA,"hb",NA,NA,NA,NA,"multiflora",NA,NA,NA,NA,NA,NA,NA,"13408",NA,NA
"45","2010-04-23 09:16:00-03","MO","MOBOT","100269191","PreservedSpecimen","Plantae","Asteraceae","Perezia","multiflora","Perezia multiflora sonchifolia","Vuilleum.",NA,"Troels M. Pedersen","Pedersen 11393","1976","11","8","Brazil","Rio Grande do Sul","Uruguaiana","Pindal, BR 290 km 529, where the road to Livramento branches off.","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"sonchifolia",NA,NA,"93142","auto",NA,NA,NA,NA,"1",NA
