"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","individualCount","typeStatus","relatedCatalogItem"
"11","2021-03-01 16:34:25-03","UNICAMP","UEC","166302","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack",NA,"Santos, AKA; Fidanza Rodrigues, K; Fortuna-Perez, AP; Silva, MJ","1108","2007","03","13",NA,"Brazil","Bahia","Mucugê","Trilha para Pico do Gobira.","-41.3725","-13.0625",NA,"Arbusto ca. 1 m de altura. Folhas verdes, discolores, face abaxial mais clara. Frutos passados, castanhos.","UEC036323","UEC036323","4232","4232","-41.3725","-13.0625",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-21 16:34:25-03","MBM","MBM","324714","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","formosa","Marcetia formosa","J.J. Wurdack","Santos, A.K.A.","Harley, R.M.; et al.; et al.","54529","2003","01","02","Southern America","Brazil","Bahia","Rio de Contas","Kalambola","-41.8114013671875","-13.5789003372192",NA,NA,"MBM324714","MBM324714",NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA
"13","2020-12-21 16:34:25-03","MBM","MBM","254569","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","formosa","Marcetia formosa","J.J. Wurdack","Woodgyer, E.","Stannard, B.; et al.; et al.","s.n.",NA,NA,NA,"Southern America","Brazil","Bahia","Abaíra","Garimpo do Bicota","-41.6636009216309","-13.2496995925903",NA,NA,"MBM254569","MBM254569",NA,NA,NA,NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA
"14","2020-12-11 11:38:16-03","UFMG","BHCB","154487","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack",NA,"Rocha, MJR; Guimarães, PJF; Freitas, JG; Santos, AKA","345","2012","02","14","Southern America","Brasil","Bahia","Rio de Contas","Pico das Almas, Trilha para o Pico das Almas, próximo ao Portal.","-41.949722","-13.519167",NA,"Herbácea, ca de 50 cm. Ramos viscosos, pétalas roxas, filetes brancos, anteras amarelas, estilete branco.",NA,NA,NA,NA,"-41.949722","-13.519167",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2015-08-23 05:45:00-03","MO","MOBOT","3226716","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack","E.M. Woodgyer","B.L. Stannard|Wilson Ganev|R.F. Queiroz","Stannard 51702","1992",NA,NA,"South America","Brazil","Bahia",NA,"Mun. AbaÍra: Garimpo do Bicota. Campo rupestre.","-41.85","-13.33333",NA,NA,NA,NA,"1450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-08 13:25:35-03","UFBA-IMS","HVC","1284","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack",NA,"A.K.A. Santos; J.O. Cruz","1330","2015","03","14",NA,"Brasil","Bahia","Rio de Contas","Trilha Pico das Almas. Trilha Pico das Almas.","-41.966389","-13.526667",NA,"Folhas verdes descolores, face inferior mais clara.Flores com pétalas magenta, estames amarelos. Hipanto e cálice castanhos externamente.","HVC00001284",NA,"1936","1936","41º57'59''W","13º31'36''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-09-12 05:00:02-03","US","US","3180904","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack",NA,"R. M. Harley, R. Simão & D. J. N. Hind","25359","1988","10","24","South America - Neotropics","Brazil","Bahia","Rio de Contas","Povoado de Mato Grosso, arredores.","-41.83","-13.47",NA,NA,"US01900756","US01900756_01 US01900756_02","1260",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"18","2020-09-12 05:00:02-03","US","US","2754339","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack",NA,"R. M. Harley","15452","1974","1","23","South America - Neotropics","Brazil","Bahia",NA,"Pico das Almas.",NA,NA,NA,NA,"US00120300","US00120300_01","1600","1600",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1","Isotype",NA
"19","2020-09-12 05:00:02-03","US","US","3147123","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack",NA,"R. M. Harley, B. L. Stannard & J. R. Pirani","27171","1988","12","13","South America - Neotropics","Brazil","Bahia","Rio de Contas",NA,"-41.93","-13.53",NA,NA,"US01900755","US01900755_01 US01900755_02","1400","1450",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"20","2021-03-15 18:28:45-03","USP","SPF","62404","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack","Santos, AKA","Harley, RM","27539","1988","12","16",NA,"Brasil","Bahia","Água Quente","Pico das Almas","-42","-13.516667",NA,NA,"SPF00062404",NA,"1200","1500","-42","-13.516667","2010","01",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 18:28:45-03","USP","SPF","132322","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack","Santos, AKA","Passos, L","PCD4958","1997","04","03",NA,"Brasil","Bahia","Rio de Contas","Serra do Mato Grosso","-41.889444","-13.389444",NA,NA,"SPF00132322",NA,"1340","1340","-41.889444","-13.389444","2004","08",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 18:28:45-03","USP","SPF","138134","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack","Santos, AKA","Fothergill, JM","132","1988","12","19",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas","-41.95","-13.533333",NA,NA,"SPF00138134",NA,"1500","1500","-41.95","-13.533333","2010","01",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 18:28:45-03","USP","SPF","164135","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack","Santos, AKA","Harley, RM","27171","1988","12","13",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas","-41.933333","-13.533333",NA,NA,"SPF00164135",NA,"1400","1450","-41.933333","-13.533333","2010","01",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 18:28:45-03","USP","SPF","91484","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack","Woodgyer, EM","Stannard, BL","H51702","1992","03","02",NA,"Brasil","Bahia","Abaíra","Garimpo do Bicota.","-41.85","-13.333333",NA,NA,"SPF00091484",NA,"1450","1450","-41.85","-13.333333","1999",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 18:28:45-03","USP","SPF","91218","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack","Almeda, F","Nic Lughadha, E","H51034","1992","02","06",NA,"Brasil","Bahia","Abaíra","Campo de Ouro Fino","-41.9","-13.25",NA,NA,"SPF00091218",NA,"1600","1700","-41.9","-13.25","2017","02",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 18:28:45-03","USP","SPF","49147","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack","Santos, AKA","Harley, RM","24188","1987","02","14",NA,"Brasil","Bahia","Piatã",NA,"-41.7728004455566","-13.1519002914429",NA,NA,"SPF00049147",NA,NA,NA,NA,NA,"2010","01",NA,"41184","auto",NA,NA,NA,NA
"27","2019-10-07 09:34:19-03","UEFS","HUEFS","106788","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack",NA,"Santos, A.K.A.","826","2006","03","01",NA,"Brasil","Bahia","Rio de Contas","Estrada para o Pico das Almas. Trilha kai ambola Iboibira.","-41.8114013671875","-13.5789003372192",NA,NA,"HUEFS0106788","HUEFS0106788",NA,NA,NA,NA,NA,NA,NA,"49773","auto","Rosanae",NA,NA,NA
"28","2019-10-07 09:34:19-03","UEFS","HUEFS","46338","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack","A.K.A.Santos","NicLughadha, E.","H51034","1992","02","06",NA,"Brasil","Bahia","Abaíra","Campo de Ouro Fino (baixo).","-41.9","-13.25",NA,"Entre rochas, solo arenoso-pedregoso.","HUEFS0046338","HUEFS0046338","1600","1700","41W54'","13S15'","2006","06",NA,NA,NA,"Rosanae",NA,NA,NA
"29","2019-10-07 09:34:19-03","UEFS","HUEFS","106727","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack",NA,"Santos, A.K.A.","766","2006","02","08",NA,"Brasil","Bahia",NA,"Catolés/Abaíra, trilha para o Guarda-Mor. Campo do Bicota.","-41.85","-13.326389",NA,NA,"HUEFS0106727","HUEFS0106727","1511","1511","41W51'0''","13S19'35''",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"30","2019-10-07 09:34:19-03","UEFS","HUEFS","106775","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack",NA,"Santos, A.K.A.","811","2006","02","18",NA,"Brasil","Bahia","Rio de Contas","Trilha para o Pico das Almas, área do riacho antes de chegar no Campo do Queiroz.","-41.949722","-13.516111",NA,NA,"HUEFS0106775","HUEFS0106775","1575","1575","41W56'59''","13S30'58''",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"31","2019-10-07 09:34:19-03","UEFS","HUEFS","106782","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack",NA,"Santos, A.K.A.","818","2006","02","18",NA,"Brasil","Bahia","Rio de Contas","Trilha para o Pico das Almas.","-41.956667","-13.524444",NA,"Campo rupestre.","HUEFS0106782","HUEFS0106782","1556","1556","41W57'24''","13S31'28''",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"32","2019-10-07 09:34:19-03","UEFS","HUEFS","106798","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack","A.K.A.Santos","Santos, A.K.A.","835","2006","03","01",NA,"Brasil","Bahia","Rio de Contas","Trilha Kaiambola-Iboibira.","-41.890556","-13.388333",NA,NA,"HUEFS0106798","HUEFS0106798","1300","1300","41W53'26''","13S23'18''","2006","06",NA,NA,NA,"Rosanae",NA,NA,NA
"33","2019-10-07 09:34:19-03","UEFS","HUEFS","111836","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack",NA,"Santos, A.K.A.","857","2006","08","17",NA,"Brasil","Bahia","Rio de Contas","Serra do Porco Gordo/Arapiranga.","-41.753056","-13.442778",NA,"Campo rupestre. Lado direito da trilha, paredão rochoso próximo ao curso d#?#água.","HUEFS0111836","HUEFS0111836","1222","1222","41W45'11''","13S26'34''",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"34","2019-10-07 09:34:19-03","UEFS","HUEFS","113521","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack",NA,"Santos, A.K.A.","909","2006","10","15",NA,"Brasil","Bahia","Rio de Contas","Local: trilha para o campo do Queiroz, área próxima ao riacho.","-41.949722","-13.516111",NA,"Campo rupestre.","HUEFS0113521","HUEFS0113521","1575","1575","41W56'59''","13S30'58''",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"35","2019-10-07 09:34:19-03","UEFS","HUEFS","116759","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack",NA,"Santos, A.K.A.","914","2006","12","13",NA,"Brasil","Bahia","Rio de Contas","Arapiranga, Serra do Porco Gordo.","-41.853056","-13.442778",NA,"Campo rupestre.","HUEFS0116759","HUEFS0116759","1226","1226","41W51'11''","13S26'34''",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"36","2019-10-07 09:34:19-03","UEFS","HUEFS","120364","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack",NA,"Santos, A.K.A.","1108","2007","03","13",NA,"Brasil","Bahia","Mucugê","Trilha para o Pico do Gobira.","-41.3725","-13.0625",NA,NA,"HUEFS0120364","HUEFS0120364","4232","4232","41W22'21''","13S3'45''",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"37","2019-10-07 09:34:19-03","UEFS","HUEFS","16003","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack","A.B.Martins","Ganev, W.","2464","1993","11","12",NA,"Brasil","Bahia","Abaíra",NA,"-41.883333","-13.333333",NA,NA,"HUEFS0016003","HUEFS0016003","1700","1800","41W53'","13S20'","2004","09",NA,NA,NA,"Rosanae",NA,NA,NA
"38","2019-12-13 13:54:04-03","UEFS","HUEFS","253709","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack",NA,"Harley, R.M.","58508","2019","11","28",NA,"Brasil","Bahia","Rio de Contas","Distrito de Mato Grosso, próximo de Bitencourt. Campo rupestre.","-41.834722","-13.438056",NA,NA,"HUEFS0253709",NA,"1402","1402","41W50'5''","13S26'17''",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"39","2019-10-07 09:34:19-03","UEFS","HUEFS","28396","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack","A.K.A.Santos","Passos, L.","PCD4958","1997","04","03",NA,"Brasil","Bahia","Rio de Contas","Serra do Mato Grosso.","-41.889722","-13.389444",NA,"Solo arenoso, com afloramentos rochosos.","HUEFS0028396","HUEFS0028396","1340","1340","41W53'23''","13S23'22''","2006","06",NA,NA,NA,"Rosanae",NA,NA,NA
"40","2019-10-07 09:34:19-03","UEFS","HUEFS","46354","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack",NA,"Stannard, B.","H51702","1992","03","02",NA,"Brasil","Bahia","Abaíra","Garimpodo Bicota.","-41.85","-13.333333",NA,"Campo rupestre.","HUEFS0046354","HUEFS0046354","1450","1450","41W51'","13S20'",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"41","2019-10-07 09:34:19-03","UEFS","HUEFS","69773","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack",NA,"Ferreira, M.C.","1324","2003","01","18",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas, lado esquerdo da trilha sentido topo.","-41.964444","-13.526111",NA,"Campo rupestre.","HUEFS0069773","HUEFS0069773","1816","1816","41W57'52''","13S31'34''",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"42","2019-10-07 09:34:19-03","UEFS","HUEFS","74257","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack","A.K.A.Santos","Harley, R.M.","54529","2003","01","02",NA,"Brasil","Bahia","Rio de Contas","Kaiambola, na trilha para o Pico de Itobira. Entre pedras quartziticas, em solo arenoso.","-41.890556","-13.388333",NA,NA,"HUEFS0074257","HUEFS0074257","1397","1397","41W53'26''","13S23'18''","2006","06",NA,NA,NA,"Rosanae",NA,NA,NA
"43","2019-10-07 09:34:19-03","UEFS","HUEFS","77452","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack","A.K.A.Santos","Santos, A.K.A.","199","2004","01","07",NA,"Brasil","Bahia","Rio de Contas","Subida Mato Grosso para o Itoibira.","-41.868333","-13.394167",NA,"Coletada na beira do riacho.","HUEFS0077452","HUEFS0077452","1650","1650","41W52'6''","13S23'39''","2004","01",NA,NA,NA,"Rosanae",NA,NA,NA
"44","2019-10-07 09:34:19-03","UEFS","HUEFS","89401","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack","A.K.A.Santos","Harley, R.M.","54954","2004","02","23",NA,"Brasil","Bahia","Rio de Contas","Área pedregosa chamada Portal do Pico, caminho para o topo. Na base de um afloramento.","-41.960833","-13.523611",NA,NA,"HUEFS0089401","HUEFS0089401","1665","1665","41W57'39''","13S31'25''","2004","11",NA,NA,NA,"Rosanae",NA,NA,NA
"45","2019-10-07 09:34:19-03","UEFS","HUEFS","250216","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack",NA,"Freitas, J.G.","657","2010","02","09",NA,"Brasil","Bahia","Rio de Contas","Área próximo do aeroporto.","-41.8114013671875","-13.5789003372192",NA,NA,"HUEFS0250216","HUEFS0250216",NA,NA,NA,NA,NA,NA,NA,"49773","auto","Rosanae",NA,NA,NA
"46","2019-10-07 09:34:19-03","UEFS","HUEFS","209256","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack",NA,"Santos, A.K.A.","1247","2012","02","14",NA,"Brasil","Bahia","Rio de Contas","Trilha para o Pico das Almas, em direção ao local chamado Portal do Pico.","-41.8114013671875","-13.5789003372192",NA,NA,"HUEFS0209256","HUEFS0209256",NA,NA,NA,NA,NA,NA,NA,"49773","auto","Rosanae",NA,NA,NA
"47","2019-10-07 09:34:19-03","UEFS","HUEFS","185259","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","formosa","Marcetia formosa","Wurdack",NA,"Freitas, J.G.","758","2012","02","14",NA,"Brasil","Bahia","Rio de Contas","Trilha para o Pico das Almas, próximo ao campo de Queiroz.","-41.8114013671875","-13.5789003372192",NA,NA,"HUEFS0185259","HUEFS0185259",NA,NA,NA,NA,NA,NA,NA,"49773","auto","Rosanae",NA,NA,NA
"48","2019-12-13 13:54:04-03","UEFS","HUEFS","15989","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","formosa x viscida","Marcetia formosa x viscida","Wurdack","A.B.Martins","Ganev, W.","2450","1993","11","07",NA,"Brasil","Bahia","Abaíra","Caminho Guarda Mor - Serra dos Frios (Covoão).","-41.866667","-13.333333",NA,"Campo rupestre com mata ciliar em solo arenoso com rochas.","HUEFS0015989","HUEFS0015989","1630","1630","41W52'","13S20'","2004","09",NA,NA,NA,"Rosanae",NA,NA,NA
"49","2020-07-23 12:12:59-03","CEPLAC","CEPEC","85000","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","formosa","Marcetia formosa",NA,"E. M. Woodgyer","B. Stannard",NA,"2009","03","02",NA,"Brasil","Bahia","ABAÍRA","Garimpo do Bicota.","-41.85","13.333333",NA,NA,NA,NA,NA,NA,"41W51'","13N20'",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1999"
"50","2020-07-23 12:12:59-03","CEPLAC","CEPEC","47422","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Marcetia","formosa","Marcetia formosa",NA,"A. B. Martins","R. M. Harley","27316","1988","12","20",NA,"Brasil","Bahia","ÁGUA QUENTE","Pico das Almas. Vertente Norte. Vale ao Noroeste do Pico.","-41.983333","-13.5",NA,NA,NA,NA,NA,NA,"41W59'","13S30'",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1999"
