"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","relatedCatalogItem","sex"
"11","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009417","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta",NA,"Marco Tulio C.; Lacerda y Antonio Morschbacker",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,"It is an endangered species.; Growing wild, close to brook of 1m width, diameter (at 50cm from the soil) of 10cm. N.V: arac-pamonha.",NA,"2002",NA,NA,"Magnoliophyta","Myrtales","Gardn.",NA,NA,"Teresopolis","-42.9655990600586","-22.4122009277344","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-03-12 10:29:23-03","UFOP","OUPR","34204","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta",NA,"Pedrosa, L.G.","1680",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,NA,"Arvoreta, 3-4m. Flores não observadas. Frutos verdes, ácidos. Mata de encosta.",NA,"2019","06","24",NA,NA,"Gardner",NA,"Rodrigues, R.","Ouro Preto/ Mariana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-03-12 10:29:23-03","UFOP","OUPR","35006","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta",NA,"Pedrosa, L.G.","2462",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,NA,"Floresta Estacional Semidecidual",NA,"2020","01","21",NA,NA,"Gardner",NA,"Pedrosa, L.G.","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto","2020","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-03-12 10:29:23-03","UFOP","OUPR","34280","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta",NA,"Pedrosa, L.G.","1756",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, Boqueirão/Saboeiro.",NA,NA,"Em frutos.",NA,"2019","07","13",NA,NA,"Gardner",NA,"Pedrosa, L.G.","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto","2019","07","13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2013-04-01 09:15:41-03","IPT","BCTW","19931","S","Plantae",NA,"Campomanesia","hirsuta","Campomanesia hirsuta",NA,"Lorenzi, H.","7",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"16","2015-09-04 20:55:48-03","MNHN","RECOLNAT_MNHN_P","P05204255","PreservedSpecimen",NA,"Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta",NA,"Gardner",NA,NA,"Brasil","Rio de Janeiro","Montagnes Organ.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05204255' target='other'> <mi>dwc_moreinfo</mi></a>","P05204255","1838","1","1",NA,NA,"Gardner","P05204255_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"417",NA,NA,NA,NA,NA,NA,NA
"17","2015-09-04 20:55:48-03","MNHN","RECOLNAT_MNHN_P","P05204256","PreservedSpecimen",NA,"Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta",NA,"Guillemin",NA,NA,"Brasil","Rio de Janeiro","Cultive Chez M. March dans la Serra dos Órgãos.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05204256' target='other'> <mi>dwc_moreinfo</mi></a>","P05204256","1839","5","1",NA,NA,"Gardner","P05204256_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"955",NA,NA,NA,NA,NA,NA,NA
"18","2015-09-04 20:55:48-03","MNHN","RECOLNAT_MNHN_P","P05204259","PreservedSpecimen",NA,"Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro","Santo Antônio.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05204259' target='other'> <mi>dwc_moreinfo</mi></a>","P05204259","1872","2","8",NA,NA,"Gardner","P05204259_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5870",NA,NA,NA,NA,NA,NA,NA
"19","2015-09-04 20:55:48-03","MNHN","RECOLNAT_MNHN_P","P05204260","PreservedSpecimen",NA,"Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta",NA,"Sellow",NA,NA,"Brasil",NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05204260' target='other'> <mi>dwc_moreinfo</mi></a>","P05204260",NA,NA,NA,NA,NA,"Gardner","P05204260_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2238",NA,NA,NA,NA,NA,NA,NA
"20","2015-09-04 20:55:48-03","MNHN","RECOLNAT_MNHN_P","P05204261","PreservedSpecimen",NA,"Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta",NA,"Gardner",NA,NA,"Brasil","Rio de Janeiro","Serra dos Órgãos.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05204261' target='other'> <mi>dwc_moreinfo</mi></a>","P05204261",NA,NA,NA,NA,NA,"Gardner","P05204261_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"417",NA,NA,NA,NA,NA,NA,NA
"21","2020-12-11 11:39:03-03","UFMG","BHCB","44879","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-11 11:39:03-03","UFMG","BHCB","44880","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-11 11:39:03-03","UFMG","BHCB","44881","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-11 11:39:03-03","UFMG","BHCB","10906","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta",NA,"Lorenzi, H","6252","Southern America","Brasil","Rio de Janeiro","Estrada para Nova Friburgo. Na vila Le Canton, sítio do Sr. José Pereira.",NA,NA,"Arvoreta com tronco descamante de cor parda, frutos com polpa muito ácida, ca. 4,0m. De alturFlores, A. brancas. Frutos verdes ca. 5-7cm de diâm.","BHCB000782","2007","04","19","Dicotyledon",NA,"Gardner","BHCB000782",NA,"Teresópolis","-42.9655990600586","-22.4122009277344","38539","auto","2007","04","19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-09-12 05:00:02-03","US","US","1066345","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta","Isotype","G. Gardner","417","South America - Neotropics","Brazil","Rio de Janeiro","Organ Mountains.",NA,NA,NA,"US00117710","1838","2",NA,NA,"Myrtales","Gardner","US00117710_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA,NA,NA
"26","2020-09-02 16:33:44-03","Cenargen","CEN","46371","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta",NA,"Henrique Pimenta Velloso","162",NA,"Brasil","RJ","Fazenda da Boa Fé.","Exsicatas",NA,"Doação do Museu Nacional Rio de Janeiro - Cat. geral Nº 38.538. Rio de Janeiro.","CEN00046371","1943","01","10",NA,NA,"Gardner","CEN00046371","M. Ibrahim","TERESOPOLIS","-42.9655990600586","-22.4122009277344","38539","auto","2010","11",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"27","2019-06-05 10:33:50-03","UFG","HJ","6378","S","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta",NA,"Lucas, E.J.; Mazine, F.F.; Leoni, L.; Brummit, N.A.; Campos, O.R.; Flres, T.B.; Jennings, L.V.S.; Sampaio, D.","697",NA,"Brasil","Minas Gerais","Parque Estadual da Serra do Brigadeiro.",NA,NA,NA,"HJ00006378","2006","11","25",NA,NA,"Gardner",NA,"Érica Virgínia Estêfane de Jesus Amaral","Araponga","-42.4475","-20.715278",NA,NA,"2012","11","22",NA,NA,NA,"42º26'51''W","20º42'55''S","1240","1240",NA,NA
"28","2019-06-05 10:33:50-03","UFG","HJ","6376","S","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta",NA,"Duarte, A.R.","504",NA,"Brasil","São Paulo","Parque Estadual de Carlos Botelho.",NA,NA,NA,"HJ00006376",NA,NA,NA,NA,NA,"Gardner",NA,"Érica Virgínia Estêfane de Jesus Amaral","Sete Barras","-47.924722","-24.1775",NA,NA,"2012","11","22",NA,NA,NA,"47º55'29''W","24º10'39''S","350","350",NA,NA
"29","2020-05-08 11:13:48-03","UEFS","HUEFS","162704","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta",NA,"Lucas, E.J.","697",NA,"Brasil","Minas Gerais","Parque Estadual da Serra do Brigadeiro.",NA,NA,NA,"HUEFS0162704","2006","11","25","Angiospermae","Myrtales","Gardner","HUEFS0162704 HUEFS0162704_e1","E.V.E.J.Amaral","Araponga","-42.466667","-20.724167",NA,NA,"2012","11",NA,"Rosanae",NA,NA,"42W28'","20S43'27''",NA,NA,NA,NA
"30","2019-10-07 09:35:07-03","UEFS","HUEFS","87725","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta","Isótipo","Gardner, G.","417",NA,"Brasil","Rio de Janeiro","Montanha do Órgãos.",NA,NA,NA,"HUEFS0087725","1836",NA,NA,"Angiospermae","Myrtales","Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-10-07 09:35:07-03","UEFS","HUEFS","87726","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta","Isótipo","Gardner, G.","417",NA,"Brasil","Rio de Janeiro","Montanha dos Órgãos.",NA,NA,NA,"HUEFS0087726",NA,NA,NA,"Angiospermae","Myrtales","Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-09-04 18:11:29-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta","Isotype","G. Gardner","417","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-09-04 18:11:29-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta","Isotype","G. Gardner","417","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-09-04 18:21:20-03","F","FMNH-SEEDPLANTS","V0064907F","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta","Isotype","G. Gardner","417","South America","Brazil",NA,NA,NA,NA,NA,"V0064907F","1838",NA,NA,"Spermatophyta",NA,NA,"V0064907F_01",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-01-23 11:02:36-02","F","FMNH-SEEDPLANTS","V0064908F","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta","Isotype","G. Gardner","417","South America","Brazil",NA,NA,NA,NA,NA,"V0064908F","1838",NA,NA,"Spermatophyta",NA,NA,"V0064908F_01",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"36","2015-03-07 08:58:28-03","F","FMNH-SEEDPLANTS","V0107938F","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"V0107938F",NA,NA,NA,"Spermatophyta",NA,NA,"V0107938F_01",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-04-29 16:30:11-03","UFVJM","HDJF","4217","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta",NA,"Faria, JEQ; Vasconcelos, TNC; Stadnik, AMS","6258","Southern America","Brasil","Minas Gerais","Margem da estrada de terra de Morro do Pilar para Itambé do Mato Dentro",NA,NA,NA,"HDJF004217","2016","07","11","Dicotyledoneae",NA,"Gardner","HDJF004217_01","Faria, JEQ","São Sebastião do Rio Preto","-43.296667","-19.309722",NA,NA,"2016","07",NA,NA,NA,NA,"-43.296667","-19.309722","697","697",NA,NA
"38","2020-07-23 12:15:35-03","CEPLAC","CEPEC","96283","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta",NA,"D. Sucre","2410",NA,"Brasil","Rio de Janeiro","Estrada para Posse.",NA,NA,NA,NA,"1968","02","12",NA,NA,NA,NA,"M. dos R. Carrara","TERESÓPOLIS","-42.9655990600586","-22.4122009277344","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1997",NA
"39","2016-08-23 10:59:56-03","NHMLondon","NHM-LONDON-BOT","BM000953689","S","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta","Isotype","Herb Gardner; Herb Gardner","417",NA,"Brasil","Rio de Janeiro",NA,NA,"NHMUK:ecatalogue:465740","<a href=http://www.nhm.ac.uk/services/media-store/asset/8eacfd9d1de94ca3f7eba78ace855aaea905aa77/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"1837","07",NA,NA,NA,"Gardner",NA,"Leslie Roger (Les) Landrum; b.1946; Landrum",NA,NA,NA,NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-08-23 10:59:56-03","NHMLondon","NHM-LONDON-BOT","BM000953690","S","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta","Isotype","Herb Gardner; Herb Gardner","417",NA,"Brasil","Rio de Janeiro",NA,NA,"NHMUK:ecatalogue:465747","<a href=http://www.nhm.ac.uk/services/media-store/asset/d09371a54b89c8ceb28d7bb150dcddc45f7695d5/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"1837","07",NA,NA,NA,"Gardner",NA,"Leslie Roger (Les) Landrum; b.1946; Landrum",NA,NA,NA,NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-01 15:05:12-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta",NA,"Faria, JEQ; Vasconcelos, TNC; Stadnik, AMS","6258","Southern America","Brasil","Minas Gerais","Margem da estrada de terra de Morro do Pilar para Itambé do Mato Dentro",NA,NA,"Árvore ca. 5 m de altura, caule com ritidoma esfoliante, frutos imaturos verdes; Floresta estacional semidecidual",NA,"2016","07","11","Dicotyledoneae",NA,"Gardner",NA,"Faria, JEQ","São Sebastião do Rio Preto","-43.296667","-19.309722",NA,NA,"2016","07",NA,NA,NA,NA,"-43.296667","-19.309722","697","697",NA,NA
"42","2021-03-16 09:43:34-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta",NA,"Sevilha, AC; Pereira-Silva, G; Pereira, JB; Noronha, SE","6098","Southern America","Brasil","Minas Gerais","Sítio 6. Ponto 1",NA,NA,"Projeto Bem Diverso; Arbustivo com 1,5m de altura, flor branca; Mata seca com dossel de 8m de altura, relevo ondulado em média encosta. Neossolo litólico em afloramento granítico",NA,"2016","12","03","Dicotyledoneae",NA,"Gardner",NA,"Faria, JEQ","Santa Cruz de Salinas","-41.7625","-16.021944",NA,NA,"2021","02",NA,NA,NA,NA,"-41.7625","-16.021944","965","965",NA,NA
"43","2021-03-23 08:08:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta",NA,"Baez, C; Fernandez, EP; Lima, T; Gomes, RC","1595","Southern America","Brasil","Rio de Janeiro","Parque Estadual da Pedra Selada. Bosque do Visconde. Trilha da Família",NA,NA,"Árvore matriz n. 4; CAP 92cm; folhas discolores. Frutos verdes com polpa branca citrica. Altura: 4m; Floresta Ombrófila Densa em avançado estágio de regeneração. Solo predominantemente argiloso",NA,"2018","04","17","Dicotyledoneae",NA,"Gardner",NA,"Sobral, M","Resende","-44.537778","-22.331667",NA,NA,"2018","06","05",NA,NA,NA,"-44.537778","-22.331667","1033","1033",NA,NA
"44","2017-09-11 17:11:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta",NA,"Sellow, F","s.n.","Southern America","Brazil","Rio de Janeiro","ad Sumidouro in montibus Serra dos Orgaos",NA,NA,"Dryas; HABITAT: Dryas",NA,NA,NA,NA,NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2017-09-11 17:11:11-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta",NA,"Gardner, G","417","Southern America","Brazil","Rio de Janeiro","ad Sumidouro in montibus Serra dos Orgaos",NA,NA,"OXF ISOTYPE; Dryas; HABITAT: Dryas",NA,NA,NA,NA,NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2008-09-16 16:05:20-03","CAS","CAS-BOT","2385","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta","isotype","Gardner, George","417","South America","Brazil","Rio de Janeiro","Organ Mts.",NA,NA,"DS accession.",NA,"1837","1",NA,"Magnoliophyta","Myrtales","Gardner",NA,"L. R. Landrum",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 10:11:09-03","IBt","SP","340818","S","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta",NA,"Oliveira, PP","940B",NA,"Brasil","Rio de Janeiro","Reserva Biológica União.",NA,NA,"Trilha 10, baixada.","SP056387","1997","08","15",NA,NA,"Gardner","SP056387","Kawasaki, ML","Rio das Ostras","-41.9449996948242","-22.5268993377686","17620","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-11-21 10:11:09-03","IBt","SP","340817","S","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta",NA,"Oliveira, PP","940",NA,"Brasil","Rio de Janeiro","Reserva Biológica União, baixada, trilha 10.",NA,NA,NA,"SP056386","1998","01","20",NA,NA,"Gardner","SP056386","Kawasaki, ML","Rio das Ostras","-41.9449996948242","-22.5268993377686","17620","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2010-08-16 16:41:56-03","A","HU-HERB","A 00068953","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta","Isotype","George Gardner","417","South America","Brazil","Rio de Janeiro","Ad Sumidouro in montibus Serra dos Orgaôs","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"417",NA,NA,NA,NA,NA,NA,"undetermined"
"50","2010-08-16 16:42:05-03","GH","HU-HERB","GH 00068954","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","hirsuta","Campomanesia hirsuta","Isotype","George Gardner","417","South America","Brazil","Rio de Janeiro","Organ Mountains","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"417",NA,NA,NA,NA,NA,NA,"undetermined"
