"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","806838","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","B. M. Boom","813","1981","04","28","South America","Brazil","Maruim, border of the Fazendas Maruim and Dois de Julho, 33 km SW of Olivença on road from Olivença to Buerarema.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=810420' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806838","NY00806838_01","Bahia","Una","-39.1202492","-15.1148921","100","100","P. H. Labiak E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3984988","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","R. S. Williams","1165","1902","06","14","South America","Bolivia","New Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4283206' target='other'> <mi>dwc_moreinfo</mi></a>","NY03984988","NY03984988_01",NA,NA,NA,NA,"1676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","3984993","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","E. P. Killip","5274","1922","05","06","South America","Colombia","Department of El Valle. Cordoba. Dagua Valley.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4283211' target='other'> <mi>dwc_moreinfo</mi></a>","NY03984993","NY03984993_01",NA,NA,NA,NA,"80","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","3984977","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","A. Vasco","717","2007","04","14","South America","Colombia","Mun. Pueblo Rico. Vereda Montebello, cerca a Los Cajones, subiendo hacia la base militar.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4283195' target='other'> <mi>dwc_moreinfo</mi></a>","NY03984977",NA,"Risaralda",NA,"-76.11269","5.24547","1736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","3984985","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","A. Vasco","704","2007","04","14","South America","Colombia","Mun. Pueblo Rico. Vereda Montebello, cerca a Los Cajones, subiendo hacia la base militar.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4283203' target='other'> <mi>dwc_moreinfo</mi></a>","NY03984985",NA,"Risaralda",NA,"-76.11722","5.257","2300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-30 12:32:00-03","NY","NYBG","1637036","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa",NA,"F. A. Michelangeli","2169","2013","08","21","South America","Suriname","Tafelberg, trail between the plane crash and Caiman Camp","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2177808' target='other'> <mi>dwc_moreinfo</mi></a>","NY01637036","NY01637036_01","Sipaliwini",NA,"-56.19044","3.906","705",NA,"F. B. Matos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","886526","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","P. H. Labiak E.","4022","2007","07","11","South America","Brazil","Estação Biológica de Santa Lúcia - Museu de Biologia Melo Leitão. Floresta de Encosta, próxima ao rio Timbuí.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1026941' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886526","NY00886526_01","Espírito Santo","Santa Teresa","-40.6031","-19.8967","600","600","P. H. Labiak E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","3984978","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","A. Vasco","632","2007","04","14","South America","Colombia","Mun. Pueblo Rico. Vereda Montebello, cerca a Los Cajones, subiendo hacia la base miliar. Montane evergreen cloudforest.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4283196' target='other'> <mi>dwc_moreinfo</mi></a>","NY03984978",NA,"Risaralda",NA,"-76.10553","5.25081","2162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02689849","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","B. Maguire","40514","1955","01","18","South America","Guyana","Road right of way, 1 mile below Matthews Ridge Camp.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2994374' target='other'> <mi>dwc_moreinfo</mi></a>","NY02689849","NY02689849_01",NA,NA,NA,NA,"91","91","R. C. Moran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02577743","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","J. M. Pires","52195","1962","07","18","South America","Brazil","Along road to Amapa, vic. km 108, Rio Pedreira","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2834757' target='other'> <mi>dwc_moreinfo</mi></a>","NY02577743","NY02577743_01","Amapá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","3984982","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","L. E. Skog","7100","1986","10","26","South America","French Guiana","Montagne de Kaw region: At second creek on lower western slope of Montagne de Kaw.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4283200' target='other'> <mi>dwc_moreinfo</mi></a>","NY03984982","NY03984982_01",NA,NA,"-52.15","4.55","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1863979","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","N. L. Britton","1367","1920","04","03","South America","Trinidad and Tobago","Trinidad. Mount Tocuche","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2083994' target='other'> <mi>dwc_moreinfo</mi></a>","NY01863979","NY01863979_01",NA,NA,"-61.409","10.739203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","806843","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","B. Maguire","53746","1962","09","12","South America","Venezuela","Summit, north portion of Cerro Uroi, Río Uroi. Río Chicanán.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=810491' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806843","NY00806843_01","Bolívar",NA,NA,NA,"700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","3984980","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","C. L. Kelloff","714","1991","05","21","South America","Guyana","Ebini Mt.; primary mixed forest on boulder outcrop; steep hillside above stream.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4283198' target='other'> <mi>dwc_moreinfo</mi></a>","NY03984980",NA,"Potaro-Siparuni",NA,"-59.13","5.15","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1863981","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","G. S. Jenman","s.n.","1896","12",NA,"South America","Guyana","Magarani River. Demerara.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2083996' target='other'> <mi>dwc_moreinfo</mi></a>","NY01863981","NY01863981_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1580319","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","D. Sanín","5104","2011","07","29","South America","Colombia","Parque Nacional Natural Las Orquídeas, sector de Venados, vereda Venados Abajo, sitio La Esperanza, cuenca de la quebrada Arenales",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1661685' target='other'> <mi>dwc_moreinfo</mi></a>","NY01580319","NY01580319_02","Antioquia","Frontino","-76.31286","6.53522","880","920","R. C. Moran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","806842","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","J. Estrada","313","1987","09","15","South America","Colombia","Parque Nacional Isla Gorgona, camino a la placa.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=810487' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806842","NY00806842_01","Cauca","Guapi","-78.18","2.98","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3984983","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","J. T. Mickel","9586","1984","07","12","South America","Trinidad and Tobago","Trinidad. Mount Tucuche, trail from base to the peak.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4283201' target='other'> <mi>dwc_moreinfo</mi></a>","NY03984983","NY03984983_01",NA,NA,"-61.404554","10.746588","152","936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","886100","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","P. H. Labiak E.","3644","2006","08","06","South America","Brazil","Serra do Peito de Moça. Estrada que liga Arataca à Una, ramal ca. 22.4 km de Arataca com entrada no Assentamento Santo Antônio. RPPN Caminho das Pedras","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981657' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886100","NY00886100_01","Bahia","Arataca","-39.3417","-15.1736","950","950","P. H. Labiak E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","02316396","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","M. A. Sundue","3279","2012","09","08","South America","Colombia","Corregimiento Carauta, Parque Nacional Natural Las Orquídeas, sector Tres Bocas, bosques a la orilla del río Santiago, minas del río Santiago (Mina La Salada), finca La Pradera","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1950741' target='other'> <mi>dwc_moreinfo</mi></a>","NY02316396","NY02316396_01","Antioquia","Frontino","-76.203483","6.6256","1700","1740","M. A. Sundue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02057924","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","M. S. Jaimes-Roncancio","109","2013","05","03","South America","Colombia","Vereda Cruces, sitio Piñares, camino a Perdidas, poco después de la escuela La Esperanza, orilla izquierda del río Calles, Parque Nacional Natural Las Orquídeas. Bosque poco perturbado.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2164788' target='other'> <mi>dwc_moreinfo</mi></a>","NY02057924","NY02057924_01","Antioquia","Urrao","-76.32764","6.47653","980","980","R. C. Moran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1580427","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","D. Sanín","5086","2011","07","27","South America","Colombia","Parque Nacional Natural Las Orquídeas, sector de Venados, vereda Venados Abajo, sitio La Miquera, bosque dominado por Weittinia, Alfaroa y Aiphanes, abierto y con sotobosque denso",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1661667' target='other'> <mi>dwc_moreinfo</mi></a>","NY01580427","NY01580427_02","Antioquia","Frontino","-76.30056","6.54042","1000","1030","R. C. Moran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","806841","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","B. Maguire","39150","1955","01","04","South America","Suriname","Nassau Mountains, Marowijne River. Forested slopes and summit. Frequent in Buxite Forest.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=810482' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806841","NY00806841_01",NA,NA,"-54.591571","4.816239","400","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1863998","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","G. S. Jenman","s.n.","1896",NA,NA,"South America","Trinidad and Tobago","Trinidad.","sheet","[additional barcoded needed] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2084014' target='other'> <mi>dwc_moreinfo</mi></a>","NY01863998","NY01863998_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","806839","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","T. W. Henkel","4117","1993","11","07","South America","Guyana","Pakaraima Mts, Mt. Wokomung; Suruwabaru Creek, 1-2 km from juncture with Yuarba River.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=810444' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806839","NY00806839_01","Potaro-Siparuni",NA,"-59.9","5.03","675","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","3984986","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","A. Vasco","448","2003","09","12","South America","Colombia","Municipio de Bríceño, corregimiento de San Fermín, Finca de los Montoya. 2 Km. de la vía que de Ventanas conduce a Briceño.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4283204' target='other'> <mi>dwc_moreinfo</mi></a>","NY03984986",NA,"Antioquia",NA,"-75.5","7.17","1900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","806840","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","G. Cremers","14885","1997","04","13","South America","French Guiana","Mont Chauve.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=810455' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806840","NY00806840_01",NA,NA,"-52.73","3.82","240","240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:50:55-03","EAO","IAN","117714","PreservedSpecimen","Plantae","Fern",NA,"Grammitidaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Pires, JM; Cavalcante, PB","52195","1962","07","18","Southern America","Brasil","In capoeira, along road to Amapá, vic. km 108, Rio Pedreira.",NA,"Epiphyte on trunks or wet substrate, rare.","IAN117714",NA,"Amapá",NA,"-52.916667","-0.916667",NA,NA,"Góes-Neto, LAA","2011","09","26","-52.916667","-0.916667",NA,NA,NA,NA,NA,NA
"39","2020-02-08 10:44:13-03","NBC","NL-BOTANY","U.1027842","PreservedSpecimen","Plantae",NA,"Polypodiales","Grammitidaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Jansen-Jacobs MJ; Raghoenandan UPD; et al.",NA,"2003","02","07","Southern America","Surinam","Plateau C, lateritic rocky soil.",NA,"Savanna vegetation on old airstrip.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1027842 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1027842","NL-U1027842","Marowijne Distr.",NA,"-54.616667","4.816667",NA,NA,"Smith AR",NA,NA,NA,"-54.616667","4.816667","Pteropsida","U 0110420",NA,NA,NA,NA
"40","2020-02-08 10:44:13-03","NBC","NL-BOTANY","L.3725869","PreservedSpecimen","Plantae",NA,"Polypodiales","Grammitidaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran","Jansen-Jacobs MJ; et al.",NA,"2004","12","07","Southern America","Surinam","Marowijne Distr., Lely Mts., E slope.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3725869 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3725869","NL-L3725869","Marowijne",NA,"-54.733333","4.266667",NA,NA,NA,NA,NA,NA,"-54.733333","4.266667","Pteropsida",NA,NA,NA,NA,NA
"41","2019-11-21 14:53:10-03","UFJF","CESJ","57340","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Polypodiaceae","Lellingeria","suspensa","Lellingeria suspensa","(L.) A.R.Sm. et R.C.Moran","A. Salino","2623","1996","02","24","América do Sul","Brasil","Estação Ecológica de Santa Lúcia, Epífita pendente, a ca. 1m de altura, interior da floresta.",NA,NA,"CESJ057340",NA,"Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617",NA,NA,"V.A.O. Dittrich","2012","12",NA,NA,NA,NA,NA,"23813","auto",NA,NA
