"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","453995","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","S. F. Smith","W. W. Thomas","10181","1993","10","28","South America","Brazil","Bahia","Una","8.8 km east of BR 101 on road to SÔo José and Una","-39.25","-15.13","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=363327' target='other'> <mi>dwc_moreinfo</mi></a>","NY00453995","NY00453995_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01018516","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","P. Moonlight","J. G. Jardim","1834","1998","08","10","South America","Brazil","Bahia","Itacaré","Fazenda Bom Jesus. Serra dos Vinháticos e da Sede da Fazenda.","-39.2855215","-14.2606813","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1260136' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018516","NY01018516_01","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","453994","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","L. B. Smith","A. Lourteig","3236","1978","04","07","South America","Brazil","Bahia","Una","Fazenda Vitoria, 27 km W of Una","-39.0753","-15.2933","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=363330' target='other'> <mi>dwc_moreinfo</mi></a>","NY00453994","NY00453994_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","453991","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","S. F. Smith","J. G. Jardim","831","1996","07","23","South America","Brazil","Bahia","Santa Luzia","Estrada Santa Luzia/Una, entrada a 11,3 km a E da sede do município. Serra da Onça, ca. 4,5 km da entrada","-39.2569077","-15.3417536","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=363329' target='other'> <mi>dwc_moreinfo</mi></a>","NY00453991","NY00453991_01","510","510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","453993","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","S. F. Smith","A. M. Amorim","1690","1995","08","14","South America","Brazil","Bahia","Una","Estrada Sao José. Una, km 8. Ramal a direita a partir de Sao José","-39.2940831","-15.1260082","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=363328' target='other'> <mi>dwc_moreinfo</mi></a>","NY00453993","NY00453993_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01195765","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","S. F. Smith","P. Fiaschi","1592","2003","09","18","South America","Brazil","Bahia","Almadina","Estrada para Ibitupã. Ramal a esq. ca. km da saida da cidade. Acesso a Serra do Sete-Paus, ca. 7.5 km.","-39.6961","-14.7683","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1398504' target='other'> <mi>dwc_moreinfo</mi></a>","NY01195765","NY01195765_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01195761","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","P. Moonlight","P. Fiaschi","1837","2003","11","02","South America","Brazil","Bahia","Barro Preto","Serra da Pedra Lascada. 13.7 km de Barro Preto, na estrada que passa pela Fazenda São Miguel e sobe até o acesso à serra. Caminhada ao topo da serra","-39.5361","-14.7703","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1398533' target='other'> <mi>dwc_moreinfo</mi></a>","NY01195761","NY01195761_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01807130","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","E. de L. Jacques","W. W. Thomas","11375","1996","11","21","South America","Brazil","Bahia","Santa Luzia","Serra da Onca, 10.8 km. NE of Santa Luzia (30 km. SW of Una) on Una-Santa Luzia Road, then 4.2 km. N on road to Serra da Onca.","-39.5","-15.33","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528312' target='other'> <mi>dwc_moreinfo</mi></a>","NY01807130","NY01807130_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:11:37-03","UFBA","ALCB","026496","PreservedSpecimen","Plantae","Dicotyledon",NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","Smith, SF","Thomas, W; Jardim, JG; Sant'Ana, SC de","s/n","1993","10","28","Southern America","Brasil","Bahia","Una","Litoral Sul, 8,80km east of BR 101 on road to São José and Una","-39.25","-15.133333",NA,"Growing in leaf litter on shaded rock outcrops; leaves very dark green above with veins almost white near insertion of petiole, shiny & maroon below. Flowers white suffused with pink.; Disturbed Southern Bahian moist forest. On slope","ALCB035917","ALCB035917",NA,NA,NA,"1994","-39.25","-15.133333",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:11:37-03","UFBA","ALCB","06729","PreservedSpecimen","Plantae","Dicotyledon",NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","Gregório, BS","Pinto, GCP","48-55","1955","02",NA,"Southern America","Brasil","Bahia",NA,"Jussari, Itabuna. Na zona do cacau",NA,NA,NA,"Folhas com pelos róseos. Flores alvas.; Sob matas densas, litorâneas. Sobre pedras cobertas de musgos.","ALCB035916","ALCB035916",NA,NA,NA,"2013",NA,NA,"04","25",NA,NA,NA,NA,NA,NA
"21","2019-11-25 16:50:25-03","UFBA","ALCB","122397","PreservedSpecimen","Plantae","Dicotyledon",NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","Costa, IG; Kullmann, L","Costa, IG","418","2014","06","18","Southern America","Brasil","Rio de Janeiro","Cardoso Moreira","Fazenda Santa Rira, Serra da Bandeira","-32.419444","-21.711111",NA,"Pilosa,rupícula, ca. 50cm; lâmina membranácea discolor,podendo ter abaxial avermelhada; pecíolo avermelhado; flor esbranquiçada a rósea.; Em afloramento rochoso,na vertente sul.","ALCB007522","ALCB007522","600","600",NA,"2014","-32.419444","-21.711111","06",NA,NA,NA,NA,NA,NA,NA
"22","2016-02-02 14:37:48-02","BGBM","B","B 10 0243010","S","Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"A. C. Brade, Altamiro & A. Aparicio M.","18200","1946","05","13","Middle and South America","Brazil",NA,NA,"Estado do Espirito Santo Municipio de Itaguassu: Jatiboca.",NA,NA,NA,"Habitat: auf Felsen im Wald. Herb. no. 56060 <a href=http://herbarium.bgbm.org/object/B100243010 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100243010","B100243010","800","800","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-04-27 16:08:55-03","UFES","VIES","21206","S","Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","Kollmann, L.J.C.","Couto, D.R.; Favoreto, F.C.","1588","2010","04","28",NA,"Brasil","Espírito Santo","Cachoeiro de Itapemirim","Burarama.","-41.1128005981445","-20.8488998413086",NA,NA,"VIES021206","VIES021206","200","200",NA,"2010",NA,NA,"04","29","35694","auto",NA,NA,NA,NA
"24","2020-04-27 16:08:55-03","UFES","VIES","10376","S","Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","Kollmann, L.J.C.","Kollmann, L.J.C.; Couto, D.R.","12142","2011","01","17",NA,"Brasil","Espírito Santo","Cachoeiro de Itapemirim","Burarama.","-41.1128005981445","-20.8488998413086",NA,NA,"VIES010376","VIES010376","650","650",NA,"2011",NA,NA,"01","17","35694","auto",NA,NA,NA,NA
"25","2020-04-27 16:08:55-03","UFES","VIES","10652","S","Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","Kollmann, L J C","Botelho, R.M.; Assis, A.M. & Cribari, R.S.","75","2010","06","18",NA,"Brasil","Espírito Santo","Serra","Mestre Álvaro.","-40.3078002929688","-20.1285991668701",NA,NA,"VIES010652","VIES010652","220","220",NA,"2010",NA,NA,"07","18","16451","auto",NA,NA,NA,NA
"26","2020-06-29 09:29:42-03","UFRRJ","RBR","39424","S","Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","L. Kollmann","I.G. Costa","418","2014","04","18",NA,"Brasil","Rio de Janeiro","Cardoso Moreira","Serra da Bandeira. Fazenda Santa Rita. No interior da mata.","-41.540278","-21.561667",NA,NA,"RBR00039424",NA,"600","600",NA,"2014","41º32'25''W","21º33'42''S","04","18",NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:18:01-03","MBM","MBM","353115","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensi","Begonia itaguassuensi","Brade",NA,"Brade, A.C.; Altamiro; Aparício; Altamiro; Aparício","18200","1946","05","13","Southern America","Brazil","Espírito Santo","Itaguassu","Jatiboca","-40.855598449707","-19.8019008636475",NA,NA,"MBM353115","MBM353115",NA,NA,"ISOTYPE",NA,NA,NA,NA,NA,"26990","auto",NA,NA,NA,NA
"28","2020-09-15 17:55:45-03","UESC","UESC","21027","S","Plantae","Angiospermae","Florideophycidae","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","L.Kollmann","Coelho, M.M.","452","2011","11","04",NA,"Brasil","Bahia","Almadina",NA,"-39.603889","-14.7025",NA,"Erva epífita.","UESC0021027",NA,NA,NA,NA,"2016","39W36'14''","14S42'9''","09",NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"29","2020-09-15 17:55:45-03","UESC","UESC","1282","S","Plantae","Angiospermae","Florideophycidae","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"Querino, R.N.","78","2004","09","24",NA,"Brasil","Bahia","Jussari",NA,"-39.543333","-15.163611",NA,"Floresta Estacional semidecidual; Herbácea, vegetando em uma pedreira.","UESC0001282",NA,"450","850",NA,NA,"39W32'36''","15S9'49''",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"30","2020-09-15 17:55:45-03","UESC","UESC","2130","S","Plantae","Angiospermae","Florideophycidae","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"W.W.Thomas","11375","1996","11","21",NA,"Brasil","Bahia","Santa Luzia",NA,"-15.333333","-39.5",NA,"Mata Higrófila Sul Baiana.Solo argiloso com muitas rochas.; Em rochas na mata.; Comum.","UESC0002130",NA,NA,NA,NA,NA,"15W20'0''","39S30'0''",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"31","2020-09-15 17:55:45-03","UESC","UESC","20998","S","Plantae","Angiospermae","Florideophycidae","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","L.Kollmann","Coelho, M.M.","410","2011","09","04",NA,"Brasil","Bahia","Almadina",NA,"-39.6","-14.7025",NA,"Erva terrestre.","UESC0020998",NA,NA,NA,NA,"2016","39W36'","14S42'9''","09",NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"32","2020-09-15 17:55:45-03","UESC","UESC","15853","S","Plantae","Angiospermae","Florideophycidae","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"Paixão, J.L.,","1733","2011","03","04",NA,"Brasil","Bahia","Almadina",NA,"-39.6371994018555","-14.7053003311157",NA,"Floresta Ombrófila Montana e Submontana. Apresnta Afloramento rochosos.; Heme-epífatae sobre rochas.","UESC0015853",NA,"300","1000",NA,NA,NA,NA,NA,NA,"14289","auto","Dicotyledoneae",NA,NA,NA
"33","2020-09-15 17:55:45-03","UESC","UESC","483","S","Plantae","Angiospermae","Florideophycidae","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"Amorim, A.M.","1690","1995","08","14",NA,"Brasil","Bahia","Una",NA,"-39.0752983093262","-15.2932996749878",NA,"Mata Higrófila Sul Baiana.; Erva comum no solo humoso no interior da mata. Epífita e/ou terrestre, ca. 40 cm de alt.","UESC0000483",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36070","auto","Dicotyledoneae",NA,NA,NA
"34","2015-09-05 11:13:07-03","MNHN","RECOLNAT_MNHN_P","P05587686","PreservedSpecimen",NA,NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"Lourteig, A.",NA,"1978","4","7",NA,"Brasil","Bahia","Una","Fazenda Vitoria, 27km of Una.","-39.0752983093262","-15.2932996749878","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05587686' target='other'> <mi>dwc_moreinfo</mi></a>","P05587686","P05587686_01",NA,NA,NA,NA,NA,NA,NA,NA,"36070","auto",NA,"3236",NA,NA
"35","2015-09-05 11:13:07-03","MNHN","RECOLNAT_MNHN_P","P05587685","PreservedSpecimen",NA,NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"Lourteig, A.",NA,"1978","4","7",NA,"Brasil","Bahia","Una","Fazenda Vitoria, 27km W of Una.","-39.0752983093262","-15.2932996749878","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05587685' target='other'> <mi>dwc_moreinfo</mi></a>","P05587685","P05587685_01",NA,NA,NA,NA,NA,NA,NA,NA,"36070","auto",NA,"3236",NA,NA
"36","2021-02-11 17:18:15-03","UFPR","UPCB","63586","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"Kollmann, L.","10581","2008","02","13",NA,"Brasil","Espírito Santo","Castelo","BLOQUEADO",NA,NA,NA,"Erva saxícola na sombra, flor branca, tricomas avermelhados. Floresta ombrófila densa altomontana..",NA,NA,"1250","1250",NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"37","2018-06-26 05:23:00-03","MO","MOBOT","100808647","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","S.F. Smith","Pedro Fiaschi|André M. Amorim|Sérgio C. de Sant'Ana|J. Lima da Paixão|B.C. Clifton","Fiaschi 1592","2003","9","18","South America","Brazil","Bahia","Almadina","Estrada para Ibitupã. Ramal à esq., ca. km da saída da cidade. Acesso à Serra do Sete-Paus, ca. 7.5 km.","-39.6961111","-14.7683334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"38","2018-06-26 05:23:00-03","MO","MOBOT","100914055","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","E. de L. Jacques","W. Wayt Thomas|A. Carvalho|André M. Amorim|Sérgio C. de Sant'Ana|J. Lima da Paixão","Thomas 11375","1996","11","21","South America","Brazil","Bahia",NA,"Santa Luzia: Serra da Onca, 10.8 km NE of Santa Luzia (30 km SW of Una) on Una-Santa Luzia Road, then 4.2 km N on road to Serra da Onca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"39","2015-02-08 14:32:00-02","MO","MOBOT","3144850","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","S.F. Smith","Jomar G. Jardim|Sérgio C. de Sant'Ana|H.S. Brito|J.A.L. Santos","Jardim 831","1996",NA,NA,"South America","Brazil","Bahia",NA,"Municipio de Santa Luzia. Estrada Santa Luzia/Una, entrada a 11,3 km a E da sede do municipio Serra da onca, ca. 4.5 km da entrada.",NA,NA,NA,NA,NA,NA,"510.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2014-09-17 05:30:00-03","MO","MOBOT","3145732","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","S.F. Smith","André M. Amorim|André M. de Carvalho|Sérgio C. de Sant'Ana","Amorim 1690","1995",NA,NA,"South America","Brazil","Bahia",NA,"Municipiod e Una. Estrada Sao Jose. Una, km8. ramal a direita a partir de Sao Jose. Mata Higrofila Sul Baiana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","3145866","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"Jan C. Lindeman","Lindeman 2577","1966",NA,NA,"South America","Brazil","Paraná",NA,"Rain forest on atlantic slope of Serra do mar, above Bela Vista at old road Curitiba-Moretes.",NA,NA,NA,NA,NA,NA,"550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","47308",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","L. Kollmann/2013","L. Kollmann; A.P. Fontana","12881","2013","12","10",NA,"Brasil","Espírito Santo","Santa Leopoldina","Timbui Seco","-40.5297012329102","-20.1005992889404",NA,"Erva na sombra, folhas verdes, inflorescencia vinacea.","MBML047308","MBML047308",NA,NA,NA,NA,NA,NA,NA,NA,"23799","auto",NA,NA,NA,NA
"43","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","24768",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","L. Kollmann/2005","L. Kollmann; et al","7895","2005","07","07",NA,"Brasil","Espírito Santo","Santa Leopoldina","Timbuí Seco","-40.596389","-20.054167",NA,"Rupícola na sombra, estípulas avermelhadas quando novas, pecíolo e pedúnculo avermelhado quando novos. Folhas verdes, pêlos avermelhados, pedicelos vermelhos, tépalas branco rosadas, frutos novos rosados, estames e estigmata amarelo.","MBML024768","MBML024768_1 MBML024768_2",NA,NA,NA,NA,"40W35'47","20S3'15",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","26412",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","L. Kollmann, 17-ago-06","V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2337","2006","05","25",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, Prop.: Reinaldo Bautz","-40.534722","-19.3325",NA,"Herbácea/rupícola, flores brancas, frutos velhos (CULTIVO). Interior de mata alterada","MBML026412","MBML026412","400","400",NA,NA,"40W32'5","19S19'57",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","28264",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade","L. Kollmann/06-11-2006","R. C. Britto","117","2006","09","09",NA,"Brasil","Espírito Santo","Itaguaçu","Cachoeirão","-40.934722","-19.751111",NA,"Erva com 0,5m, com um curto caule de aproximadamente 5cm, somente inflorescência feminina, flores rosa-claro com estames amarelos e haste rosa-escuro , folhas com pelos vermelhos.","MBML028264","MBML028264_1 MBML028264_2",NA,NA,NA,NA,"40W56'5","19S45'4",NA,NA,NA,NA,NA,NA,NA,NA
