"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","typeStatus","relatedCatalogItem"
"11","2019-08-27 13:25:49-03","IAP","PACA-AGP","86077","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Chusquea","attenuata","Chusquea attenuata","(Döll) L. G. Clark","L.G. Clark","O.S. Ribas","718","1994","11","17",NA,"Brasil","PR","Quatro Barras","Morro Sete","-49.0769004821777","-25.3656005859375",NA,NA,NA,"Habitat: na encosta do morro em matinha nebular Hábito: cespitosa","PACA086077",NA,"17116","auto","Liliatae","2002",NA,NA,NA,NA,NA,NA,NA
"12","2020-12-20 21:18:55-03","UFV","VIC","2920","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G. Clark","Clark, L.G.","Chase, A.","10641","1930","01","18",NA,"Brasil","Minas Gerais","Poços de Caldas","Ao longo de arroio, em ravina.","-46.5614013671875","-21.7877998352051",NA,NA,NA,"Escandente e caindo sobre árvores.","VIC002920","VIC002920","23696","auto",NA,"2002","03","06",NA,NA,NA,NA,NA
"13","2020-12-20 21:18:55-03","UFV","VIC","044669","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Doll) L.G.Clarck",NA,"Silva, A.P.","157","2015","04","15",NA,"Brasil","Minas Gerais","Araponga","PESB, Trilha laje de ouro.","-42.5208015441895","-20.6667003631592",NA,NA,NA,"Colmo apoiante.","VIC044669","VIC044669","16385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-20 21:18:55-03","UFV","VIC","50742","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Doll) L.G.Clarck",NA,"Pianissola, E. .M.","et. al.","2015","02","28",NA,"Brasil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro. Trilha da","-66",NA,NA,NA,NA,"Planta inicialmente ereta e posteriormente apoiante, ocorrendo na borda de trilha de interior de mata. Folhas do colmo fundidas 3 metros na base.","VIC050742","VIC050742",NA,NA,NA,NA,NA,NA,"-66",NA,NA,NA,NA
"15","2020-12-20 21:18:55-03","UFV","VIC","044653","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Doll) L.G.Clarck",NA,"Silva, A.P.","141","2015","03","03",NA,"Brasil","Minas Gerais","Araponga","PESB, Laje de Ouro.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,"VIC044653","VIC044653","16385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-20 21:18:55-03","UFV","VIC","042404","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Doll) L.G.Clarck",NA,"Parma, D.F.; et al.","25","2013","06","26",NA,"Brasil","Minas Gerais","Araponga","PESB, Trilha do Pico do pato, 40 m do inicio das pedras do Pico do pata,sentido subida.","-42.5208015441895","-20.6667003631592",NA,NA,NA,"Distância de entrenós de 6.5 cm,","VIC042404","VIC042404","16385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-20 21:18:55-03","UFV","VIC","042385","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Doll) L.G.Clarck",NA,"Parma, D.F.; et al.","31","2013","06","26",NA,"Brasil","Minas Gerais","Araponga","PESB, Trilha do Pico do Pato, alto de Pico.","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,"VIC042385","VIC042385","16385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-20 21:18:55-03","UFV","VIC","042386","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Doll) L.G.Clarck",NA,"Parma, D.F.; et al.","24","2013","06","26",NA,"Brasil","Minas Gerais","Araponga","PESB, Trilha do Pico do Pato. Próximo as pedras para subida do pico de pedra do pato.","-42.5208015441895","-20.6667003631592",NA,NA,NA,"Distância de entrenós de 8 cm.","VIC042386","VIC042386","16385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-20 21:18:55-03","UFV","VIC","044682","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Doll) L.G.Clarck",NA,"Silva, A.P.","170","2015","04","17",NA,"Brasil","Minas Gerais","Araponga","PESB, Trilha Matipó.","-42.5208015441895","-20.6667003631592",NA,NA,NA,"Colmo apoiante.","VIC044682","VIC044682","16385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-20 21:18:55-03","UFV","VIC","044664","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Doll) L.G.Clarck",NA,"Silva, A.P.; Machado, E.P.","152","2015","04","15",NA,"Brasil","Minas Gerais","Araponga","PESB, Trilha laje de ouro.","-42.5208015441895","-20.6667003631592",NA,NA,NA,"Colmo apoiante.","VIC044664","VIC044664","16385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-20 21:18:55-03","UFV","VIC","2922","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G. Clark","Clark, L.G.","Chase, A.","10282","1929","12","23",NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco - Metalurgica","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Escandente sobre árvores ao longo da correnteza e dependurada. Com pequenas inflorescências.","VIC002922","VIC002922","13809","auto",NA,"2002","03","06",NA,NA,NA,NA,NA
"22","2020-12-20 21:18:55-03","UFV","VIC","45833","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Doll) L.G.Clarck",NA,"R.J.F.Garcia; G.M.P.Ferreira","1482","1998","06","03",NA,"Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu., Área à direita da estrada. Borda de matinha de até 10 m de altura num fundo de linha de drenagem.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Planta bambusóide; ápice dos entre-nós branco; corte rente ao chão.; Ápice dos entre-nós branco.; Planta bambusóide.","VIC045833","VIC045833","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0010999","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Chusquea","attenuata","Chusquea attenuata","Döll","L.C. Clark","O. S. Ribas; J. Cordeiro","718","1994","11","17",NA,"Brazil","Parana",NA,"Morro Sete (Mun. Quatro Barras) Parana","-49.0833","-25.3667",NA,NA,NA,"Sheet 1 of 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0011000","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Chusquea","attenuata","Chusquea attenuata","Döll","L.C. Clark","O. S. Ribas; J. Cordeiro","718","1994","11","17",NA,"Brazil","Parana",NA,"Morro Sete (Mun. Quatro Barras) Parana","-49.0833","-25.3667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-11-21 14:42:26-03","UFJF","CESJ","47262","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G. Clark","F.M. Ferreira","P.L. Viana; N.F.O. Mota","1921","2006","02","26","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, região Burro de Ouro","-43.8278007507324","-22.0891990661621","1600","1600",NA,"Bambu com ramos escandentes em beira de riacho.","CESJ047262",NA,"20815","auto",NA,"2013","12",NA,NA,NA,NA,NA,NA
"26","2019-11-21 14:42:26-03","UFJF","CESJ","38353","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G. Clark","L.C.Clark","O.S. Ribas; J. Cordeiro","718","1994","11","17","América do Sul","Brasil","Paraná","Quatro Barras","Morro Sete","-49.0769004821777","-25.3656005859375",NA,NA,NA,"Cespitosa. Da encosta do morro; matinha nebular.","CESJ038353",NA,"17116","auto",NA,"2002",NA,NA,NA,NA,NA,NA,NA
"27","2020-06-30 18:32:43-03","UFJF","CESJ","46903","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G. Clark","F.M. Ferreira","F.M. Ferreira; P.L. Viana; F.R.G. Salimena","1028","2006","03","09","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Gruta dos Coelhos","-43.793098449707","-21.8425006866455",NA,NA,NA,"Bambu em borda de mata.","CESJ046903",NA,"30417","auto",NA,"2013","12",NA,NA,NA,NA,NA,NA
"28","2019-11-21 14:42:26-03","UFJF","CESJ","46141","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G. Clark","F.M. Ferreira","C.N. Matozinhos; K. Antunes; N.L. Abreu; F.S. Souza; P.L. Viana","255","2005","11","09","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para o Ninho da Égua","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Planta escandente em borda de mata ciliar. Floração em massa - todos os indivíduos observados densamente floridos. espiguetas verdes ou castanhas;ramos da inflorescência frequentemente reflexos.","CESJ046141",NA,"20815","auto",NA,"2010","01","26",NA,NA,NA,NA,NA
"29","2021-03-01 16:20:25-03","UNICAMP","UEC","171690","S","Plantae","Liliopsida",NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clarkaff","Santos, AG","Santos, AG; Matsemoto, K; Belinello, R","479","2002","03","08",NA,"Brazil","Rio de Janeiro","Macaé de Cima","Reserva Ecológica de Macaé de Cima. Sítio do Sr. David Miller. Trilha do bambu. Vegetativo.","-42.504444","-22.373333","1627","1627",NA,"Bambu lignificado, planta delicada, fértil.","UEC016992","UEC016992",NA,NA,NA,"2002","03",NA,"-42.504444","-22.373333",NA,NA,NA
"30","2021-03-01 16:20:25-03","UNICAMP","UEC","127490","S","Plantae","Liliopsida",NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clarkaff","Ferreira, JM","Feres, FR; Belinello, R; Gonçalves, RS","60","2002","10","16",NA,"Brazil","Minas Gerais","Catas Altas","Parque Natural do Caraça, Em trilhas da Capelinha para a Gruta de Lourdes.","-43.483333","-20.083333",NA,NA,NA,"Anteras púrpuras.","UEC071472","UEC071472",NA,NA,NA,"2009","12",NA,"-43.483333","-20.083333",NA,NA,NA
"31","2019-08-20 10:01:13-03","UNICAMP","UEC","171782","S","Plantae","Liliopsida",NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clarkaff","Santos, AG","Lima, LCP; Santos, AG","453","2002","03","02",NA,"Brazil","Minas Gerais","Catas Altas",NA,"-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,"UEC016848","UEC016848","11966","auto",NA,"2002","03",NA,NA,NA,NA,NA,NA
"32","2019-08-20 10:01:13-03","UNICAMP","UEC","179319","S","Plantae","Liliopsida",NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clarkaff","Santos, AG","Santos, AG; Matsemeoto, K; Belinello, R","468","2002","03","05",NA,"Brazil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"UEC016911",NA,"44599","auto",NA,"2002","03",NA,NA,NA,NA,NA,NA
"33","2019-11-06 10:17:17-03","UFOP","OUPR","30707","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark","Echternacht, L.","Pira, J.C.; Echternacht, L.; Pedrosa, L.G. & Dias, J.V.","28","2018","10","02",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Pico do Itacolomi.","-43.474525","-20.429153","1725","1725",NA,"Arvoreta de 1 - 2,5 m.; Fendas de rochas em campo rupestre quartzítico.",NA,NA,NA,NA,NA,"2018","10","02","-43.474525","-20.429153",NA,NA,NA
"34","2020-03-12 10:29:28-03","UFOP","OUPR","35110","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark","Pira, J.C.","Pira, J.C.; Rosa, R.M.S.","66","2019","05","29",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha do Pico Itacolomi. Saindo a direita da trilha proximo a Pedra do Porco, a ca de 900 m.","-43.49","-20.437222","1652","1652",NA,"Em vale sobre afloramento rochoso quartizitio.",NA,NA,NA,NA,NA,"2019","05","29","-43.49","-20.437222",NA,NA,NA
"35","2020-12-21 16:40:11-03","MBM","MBM","27517","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Doell) L.G. Clark","Clark, J.L.","Macedo, A.","5108","1972","01","11","Southern America","Brazil","Minas Gerais","Ouro Preto","Do Falcão do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Taquarinha com ramos decumbentes muito comum no alto do Itacolomí e nas margens dos córregos.","MBM027517","MBM027517","44599","auto",NA,"1992","02","26",NA,NA,NA,NA,NA
"36","2020-12-21 16:40:11-03","MBM","MBM","171313","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Doell) L.G. Clark","Clark, L.G.","Ribas, O.S.; Cordeiro, J.; Cordeiro, J.","718",NA,NA,NA,"Southern America","Brazil","Paraná","Quatro Barras","Morro Sete","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM171313","MBM171313","17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:40:11-03","MBM","MBM","425611","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Doell) L.G. Clark","Clark, L.G.","Martinelli, G.; Farney, C.; Plowman, T.; Pessoa, S.; Costa, A.; Farney, C.; Plowman, T.; Pessoa, S.; Costa, A.","10650","1985","02","07","Southern America","Brazil","Rio de Janeiro","Macaé","Pico do Frade de Macaé","-41.7868995666504","-22.3708000183105","1150","1150",NA,"Ramos formando emaranhados; colmos na base amarelados, no ápice vinoso; folha discolor, infl. com espigas castanhas paleáceas. Frequente.; Crescendo na transição entre mata de altitude e campo de altitude. Floresta higrófila de encos","MBM425611",NA,"47209","auto",NA,"2018","03","15",NA,NA,NA,NA,NA
"38","2020-12-21 16:40:11-03","MBM","MBM","194537","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Doell) L.G. Clark","Clark, L.G.","Clark, L.G.; et al.; et al.","832",NA,NA,NA,"Southern America","Brazil","São Paulo","Salesópolis","Reserva Biológica de Boracéia","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"MBM194537","MBM194537","18032","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-10-01 14:26:47-03","JBB","HEPH","18462","S","Plantae","Monocotyledon","Poales","Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G. Clark","Clark, LG","Ribas, OS","714","1994","11","17","Southern America","Brasil","Paraná","Quatro Barras","Morro Sete","-49.0769004821777","-25.3656005859375","140","140",NA,NA,NA,NA,"17116","auto",NA,"1994",NA,NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:45:02-03","UFMG","BHCB","110650","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark",NA,"Carmo, FF","854","2007","07","12","Southern America","Brasil","Minas Gerais","Itabirito","Serra de Capanema, C1","-43.574181","-20.209736","1904","1904",NA,"Em capão. Afloramento de canga.","BHCB049497",NA,NA,NA,NA,"2007","08","18","-43.574181","-20.209736",NA,NA,NA
"41","2020-12-11 11:45:02-03","UFMG","BHCB","102251","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark",NA,"Viana, PL; Leite, FSF; Lopes, LE; Ferreira, M","2520","2006","06","10","Southern America","Brasil","Minas Gerais","Felício dos Santos","APA Felício, Cachoeira do sumidouro","-43.25","-18.216667","1200","1200",NA,"Dois indivíduos observados em floração.; Bambu escandente.; Em interior de mata.","BHCB045615",NA,NA,NA,NA,"2018","03","20","-43.25","-18.216667",NA,NA,NA
"42","2020-12-11 11:45:02-03","UFMG","BHCB","111780","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark",NA,"Mota, NFO; Giorni, VT; Pivari, MOD; Marino, F","881","2007","09","01","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto., Chapada do Couto","-43.3764","-18.205833","881","881",NA,"Planta prensada e armazenada em álcool.; Planta cespitosa, escandente. Nós com anel branco.","BHCB049493",NA,NA,NA,NA,"2007","10",NA,"-43.3764","-18.205833",NA,NA,NA
"43","2020-12-11 11:45:02-03","UFMG","BHCB","118703","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark",NA,"Viana, PL; Barbosa, AR","3499","2008","05","05","Southern America","Brasil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, Estrada de acesso ao sítio do David Miller.","-42.5","-22.366667","1450","1450",NA,"Apenas um indivíduo observado em flor.; Bambu escandente.","BHCB045617",NA,NA,NA,NA,"2019","02","07","-42.5","-22.366667",NA,NA,NA
"44","2020-12-11 11:45:02-03","UFMG","BHCB","125411","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark",NA,"Carmo, FF","1268","2007","10","20","Southern America","Brasil","Minas Gerais","Santa Bárbara","Serra de Gandarela, C2","-43.691128","-20.056667","1637","1637",NA,"Capão. Em afloramento de canga.","BHCB049495",NA,NA,NA,NA,"2019","02","08","-43.691128","-20.056667",NA,NA,NA
"45","2020-12-11 11:45:02-03","UFMG","BHCB","125413","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark",NA,"Carmo, FF","3162","2008","07","01","Southern America","Brasil","Minas Gerais","Catas Altas","Chapada de Canga","-43.405278","-20.137236","910","910",NA,"Em borda de Capão. Afloramento de canga.","BHCB045618",NA,NA,NA,NA,"2019","02","07","-43.405278","-20.137236",NA,NA,NA
"46","2020-12-11 11:45:02-03","UFMG","BHCB","125415","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark",NA,"Carmo, FF","3348","2008","07","26","Southern America","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.482778","-20.417222","1650","1650",NA,"Coletado em blocos de quartzito.","BHCB049491",NA,NA,NA,NA,"2019","02","08","-43.482778","-20.417222",NA,NA,NA
"47","2020-12-11 11:45:02-03","UFMG","BHCB","133887","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark",NA,"Mota, NFO; Costa, LM","1486","2009","10","09","Southern America","Brasil","Minas Gerais","Santana do Riacho","Morro do Pilar, Bifiurcação para Morro do Pilar - Serra do Cipó. Na margem esquerda para Morro do Pilar","-43.496389","-19.220278","1544","1544",NA,"Erva escandente. Toda população florida e senescendo.; Mata ciliar.","BHCB049486",NA,NA,NA,NA,"2019","02","08","-43.496389","-19.220278",NA,NA,NA
"48","2020-12-11 11:45:02-03","UFMG","BHCB","148513","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea","attenuata","Chusquea attenuata","(Döll) L.G.Clark",NA,"Giacomin, LL; Viana, PL; Mota, NFO","904","2009","04","19","Southern America","Brasil","Rio de Janeiro","Nova Friburgo","Macaé de Cima., RPPN Bacchus. Propriedade do Sr. David Muller. Trilha que leva para topo da serra, passando pela antena.","-42.5","-22.374444","1501","1501",NA,"Colmos eretos escandentes, verdes a vináceos; folha de colmo persistente.","BHCB045620",NA,NA,NA,NA,"2019","02","08","-42.5","-22.374444",NA,NA,NA
