"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","county","maximumElevationInMeters","class","typeStatus","relatedCatalogItem","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","infraspecificEpithet","individualCount","fieldNumber","imagecode","order"
"11","2017-04-26 10:43:00-03","NY","NYBG","02697022","PreservedSpecimen","Plantae","Bryophyta","Dicranaceae","Campylopus","densicoma","Campylopus densicoma",NA,"M. A. Lewis","86-1335","1986","09","02","South America","Bolivia","La Paz","along the trail between Rancho Cuñuhuta and the summit of Cerro Negro Kkota, between 7 and 9 km N of Inquisivi.","-67.13","-16.83","3220","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2982682' target='other'> <mi>dwc_moreinfo</mi></a>","NY02697022","J. Larraín","Inquisivi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1915656","PreservedSpecimen","Plantae","Bryophyta","Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll.Hal.) Paris","S. P. Churchill","18699","1995","01","10","South America","Colombia","Antioquia","Vereda San Francisco. Cordillera Central. Alto de Palomas (Paramo de Sonson), ca. 10 km E de Sonson.","-75.23","5.75","3150","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2169705' target='other'> <mi>dwc_moreinfo</mi></a>","NY01915656","B. H. Allen","Sonsón",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1915651","PreservedSpecimen","Plantae","Bryophyta","Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll.Hal.) Paris","D. M. Vital","19930A","1991","07","07","South America","Brazil","Minas Gerais","Parque Nacional do Itatiaia, along entry road near border with Rio de Janeiro at Km 8.5.","-44.75","-22.37","2150","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2169700' target='other'> <mi>dwc_moreinfo</mi></a>","NY01915651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1915674","PreservedSpecimen","Plantae","Bryophyta","Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll.Hal.) Paris","D. M. Vital","11649","1984","09","15","South America","Brazil","Minas Gerais","Parque Nacional do Caparao, at Vale Verde.","-41.83","-20.45","1000","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2169723' target='other'> <mi>dwc_moreinfo</mi></a>","NY01915674",NA,"Caparaó Novo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:40:25-03","NBC","NL-BOTANY","U 0269132","PreservedSpecimen","Plantae",NA,"Musci-Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll.Hal.) Paris","Vital DM",NA,"1974","09","25","Southern America","Brazil","Rio de Janeiro","at the base of the Pico das Agulhas, Itatiaia National Park",NA,NA,NA,NA,"on floor of a small cave 'sapieira'<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200269132 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0269132",NA,NA,NA,"Musci","paratype","330132 B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:40:25-03","NBC","NL-BOTANY","U 0269133","PreservedSpecimen","Plantae",NA,"Musci-Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll.Hal.) Paris","Vital DM",NA,"1974","09","25","Southern America","Brazil","Rio de Janeiro","at the top of Pico das Agulhas, Itatiaia National Park",NA,NA,NA,NA,"on rocky crevices<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200269133 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0269133",NA,NA,NA,"Musci","isotype","330130 B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-05-02 10:52:49-03","IBt","SP-BRYOPHYTA","136417","S","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Vital, D.M.","7382","1977","07","23","Southern America","BRASIL","Rio de Janeiro","Parque Nacional do Itatiaia","-44.633333","-22.383333","2350",NA,NA,"SP072993","Peralta, D.F.","Itatiaia","2350",NA,NA,NA,"2011","12","-44.633333","-22.383333",NA,NA,NA,NA,NA,NA
"18","2019-05-02 10:52:49-03","IBt","SP-BRYOPHYTA","147011","S","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Frahm, J.-.P.","s.n.","1977","07","24","Southern America","BRASIL","Rio de Janeiro","Parque Nacional do Itatiaia, Agulhas Negras,","-44.563333","-22.496111","2600",NA,"In schattigen Kluften von Blockhalden (sapieiras)","SP074483","Locatelli, K.","Itatiaia","2600",NA,NA,NA,"2011","11","-44.563333","-22.496111","16",NA,NA,NA,NA,NA
"19","2019-05-02 10:52:49-03","IBt","SP-BRYOPHYTA","422762","S","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Peralta, D.F.; Yano, O.","10920","2010","05","04","Southern America","BRASIL","São Paulo","Estação Experimental de Itapeva, mata atrás do alojamento, Mata Seca Semidecídua ( Cerradão)","-49.089722","-24.042778","670",NA,"sobre tronco caído","SP063999","Locatelli, K.","Itapeva","670",NA,NA,NA,"2011","04","-49.089722","-24.042778",NA,NA,NA,NA,NA,NA
"20","2016-06-16 18:45:00-03","MO","MOBOT","90083724","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma densicoma",NA,"Antoine M. Cleef","Cleef 8336","1973","1","26","South America","Colombia","Cundinamarca","Páramo de Sumapaz, cerca de Lagunitas al sur de San Juan.","-74.41666","3.75","3885.00000000",NA,NA,NA,"J.-P. Frahm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"densicoma",NA,NA,NA,NA
"21","2016-06-16 21:26:00-03","MO","MOBOT","100913699","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma densicoma",NA,"Santiago Venturi","Venturi 1088",NA,NA,NA,"South America","Argentina","Tucumán","Est. Las Paras. Cerca Tafi?","-66","-26.8333333",NA,NA,NA,NA,"J.-P. Frahm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"densicoma","1",NA,NA,NA
"22","2008-05-27 22:02:00-03","MO","MOBOT","90141113","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","S. P. Churchill","Churchill 20654","2001","6","29","South America","Bolivia","Santa Cruz","Canton Comarapa. Bosque nublado montano alto de Siberia (oeste de Siberia). <20639-20668>","-64.73333","-17.81666","3050.00000000",NA,NA,NA,"S. Churchill","Manuel Maria Caballero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","01-29",NA,NA
"23","2008-05-27 22:02:00-03","MO","MOBOT","90012853","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Marshall R. Crosby","Crosby 10739","1975","6","13","South America","Ecuador","Pichincha","Vicinity of Río Alambi, along road leading W from Nono toward Tandayapa. N slopes of Mt. Pichincha.","-78.5","-0.08333",NA,NA,NA,NA,"J.-P. Frahm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75-74",NA,NA
"24","2008-05-27 22:02:00-03","MO","MOBOT","90043165","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","S. P. Churchill","Churchill 17768","1991","4","23","South America","Colombia","Antioquia","Ca. 5-10 km N de Belmira. Bosque montano medio a alto. Elev. 2445-2935 m. Con A. L. Arbeláez, J. Betancur, D. L. Echeverry & F. J. Rolda|n. <17765-17822>","-75.66666","6.68333","2400.00000000",NA,NA,NA,NA,"Belmira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91-22",NA,NA
"25","2009-11-20 12:13:00-02","MO","MOBOT","90055236","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","S. P. Churchill|Julio C. Betancur B.","Churchill 18699","1995","1","10","South America","Colombia","Antioquia","Vereda San Francisco. Cordillera Central. Alto de Palomas (Páramo de Sonsón), ca. 10 km E de Sonsón. Bosque montano alto y subpáramo. <18656-18701>","-75.23333","5.75","2775.00000000",NA,NA,NA,"B. H. Allen","Sonsón","3245.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95-1",NA,NA
"26","2020-06-21 22:28:00-03","MO","MOBOT","90081395","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","S. P. Churchill|Linda K. Albert de Escobar|Orlando Marulanda","Churchill 15551","1987","7","13","South America","Colombia","Antioquia","Vereda La Corrala, cerca de Medellín. Bosque humedo montano secundario. Elev. 2360-2400 m. <15535-15563>","-75.6","6.1","2360.00000000",NA,NA,NA,"J.-P. Frahm","Caldas","2400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","87-18",NA,NA
"27","2008-05-27 22:02:00-03","MO","MOBOT","90083353","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","S. P. Churchill","Churchill 14261","1986","7","8","South America","Colombia","Antioquia","Alto del Boquerón, ca. 25 km NO de Medellín. Bosque húmedo montano y subpáramo. Con I. Sastre, M. Escobar A., H. Sipman, M. Marín <14217-14300>","-75.16666","6.33333","2800.00000000",NA,NA,NA,"J.-P. Frahm","Medellín","3000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-6",NA,NA
"28","2008-05-27 22:02:00-03","MO","MOBOT","90083708","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Marko Lewis","Lewis 82-55","1982","12","5","South America","Bolivia","La Paz","Between Sorata and Mina Progressiva, mountain NE of Laripata, 5 km N or Sarata.","-68.65","-15.7","3820.00000000",NA,NA,NA,"J.-P. Frahm","Larecaja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2008-05-27 22:02:00-03","MO","MOBOT","90083709","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Marko Lewis","Lewis 82-66","1982","12","5","South America","Bolivia","La Paz","Between Sorata and Mina Progressiva, mountain NE of Laripata, 5 km N or Sarata.","-68.65","-15.7","3820.00000000",NA,NA,NA,"J.-P. Frahm","Larecaja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2008-05-27 22:02:00-03","MO","MOBOT","90083710","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Marko Lewis","Lewis 82-81","1982","12","5","South America","Bolivia","La Paz","Between Sorata and Mina Progressiva, mountain NE of Laripata, 5 km N or Sarata.","-68.65","-15.7","3800.00000000",NA,NA,NA,"J.-P. Frahm","Larecaja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2008-05-27 22:02:00-03","MO","MOBOT","90083711","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Marko Lewis","Lewis 82-212","1982","12","6","South America","Bolivia","La Paz","Mountain side 4 km NE of Sorata towards Chilcani.","-68.63333","-15.71666","3000.00000000",NA,NA,NA,"J.-P. Frahm","Larecaja","3100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2008-05-27 22:02:00-03","MO","MOBOT","90083712","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Marko Lewis","Lewis 87527","1987","5","20","South America","Bolivia","La Paz","Between Mina Huichincani & Rio Glorieta, hot springs, ca. 8 km NW of Quime.","-67.28333","-16.95","3500.00000000",NA,NA,NA,"B. Allen","Inquisivi","3900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2008-05-27 22:02:00-03","MO","MOBOT","90083713","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Marko Lewis","Lewis 87554B","1987","5","20","South America","Bolivia","La Paz","Between Mina Huichincani & Rio Glorieta, hot springs, ca. 8 km NW of Quime.","-67.28333","-16.95","3500.00000000",NA,NA,NA,"J.-P. Frahm","Larecaja","3900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2008-05-27 22:02:00-03","MO","MOBOT","90083714","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Marko Lewis","Lewis 87-694","1987","8","5","South America","Bolivia","La Paz","Along Arco Pongo trail, 1 km NE of Frutallni; 14 km NE of Inquisivi.","-67.03333","-16.83333","3400.00000000",NA,NA,NA,"B. Allen","Inquisivi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2008-05-27 22:02:00-03","MO","MOBOT","90083715","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Marko Lewis","Lewis 89-863","1989","8","16","South America","Bolivia","La Paz","Along Río Milla, ca. 2 km downstream from Estancia Chojña Kkota; ca. 12 km N of Quime.","-67.21666","-16.86666","3000.00000000",NA,NA,NA,NA,"Inquisivi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2008-05-27 22:02:00-03","MO","MOBOT","90083716","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Marko Lewis","Lewis 87-637","1987","7","22","South America","Bolivia","La Paz","Along Quime-Molinos road 3 km W of Quime from their base, ca 300 m up the falls, locally known as Cascada Naranjani.","-67.23333","-16.98333","3490.00000000",NA,NA,NA,"B. Allen","Inquisivi","3570.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2008-05-27 22:02:00-03","MO","MOBOT","90083717","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Marko Lewis","Lewis 79-2230","1979","5","30","South America","Bolivia","Cochabamba","East face of Cerro Chua Laguna, west of Tambo Pata.","-65.88333","-17.21666","3350.00000000",NA,NA,NA,"J.-P. Frahm","Chapare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2008-05-27 22:02:00-03","MO","MOBOT","90083718","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Marko Lewis","Lewis 82-114-A","1982","12","5","South America","Bolivia","La Paz","Road between Sorata and Mina Progressiva, NE of Laripata, 5 km N of Sarata.","-68.65","-15.7","3770.00000000",NA,NA,NA,"J.-P. Frahm","Larecaja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2008-05-27 22:02:00-03","MO","MOBOT","90083719","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Marko Lewis","Lewis 82-104","1982","12","5","South America","Bolivia","La Paz","Road between Sorata and Mina Progressiva, NE of Laripata and 5 km N of Sarata.","-68.65","-15.7","3770.00000000",NA,NA,NA,"J.-P. Frahm","Larecaja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2011-12-12 14:53:00-02","MO","MOBOT","90083722","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Robert R. Ireland","Ireland, Jr. 23450","1988","10","20","South America","Colombia","Cundinamarca","North of Bogotá, El Tablazo.","-74.2166667","4.8666667","3500.00000000",NA,NA,NA,"J.-P. Frahm","Subachoque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"41","2019-03-04 13:44:00-03","MO","MOBOT","90086719","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","L.B. Holm-Nielsen|Jaime L. Jaramillo","Holm-Nielsen 28546","1980","11","12","South America","Ecuador","Tungurahua","Cordillera de los Llanganates, at Río Verde Grande, base of Cerro Hermoso.","-78.3","-1.2333333","3700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"42","2008-05-27 22:02:00-03","MO","MOBOT","90108886","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Marko Lewis","Lewis 88-1814","1988","11","14","South America","Bolivia","La Paz","Trail between Pelechuco and Pata, along Rio Pelechuco downstream from Pelechuco.","-69.01666","-14.76666","2900.00000000",NA,NA,NA,NA,"Franz Tamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","90108887","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Marko Lewis","Lewis 88-1820","1988","11","14","South America","Bolivia","La Paz","Trail between Pelechuco and Pata, along Rio Pelechuco downstream from Pelechuco.","-69.01666","-14.76666","2900.00000000",NA,NA,NA,NA,"Franz Tamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-03-29 20:10:00-03","MO","MOBOT","90124643","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","B. Løjtnant|Ulf Molau","Løjtnant 13059","1979","5","2","South America","Ecuador","Napo","S side of Cerro Sumaco","-77.65","-0.6","3050.00000000",NA,NA,NA,"W.C. Steere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2016-03-30 14:33:00-03","MO","MOBOT","90153651","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Alfredo F. Fuentes|Remberto Alvarez|Alejandro Araujo M.|Honorio Pariamo|F. Bascopé|Marcelino Villanueva","Fuentes Claros 5096","2002","7","19","South America","Bolivia","La Paz","Parque Nacional Madidi, quebrada Jatun Chiriuno, 31 km en linea recta al este de Apolo por el camino a San José de Uchupiamonas. Bosque yunguen|4o termo-mesotropical pluviestacional húmedo; con Podocarpus oleifolius, Melastomataceae spp y Lauraceae spp; en sitio plano al lado de arroyo","-68.2327778","-14.5","1850.00000000",NA,NA,NA,"S. Churchill","Franz Tamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","02-33",NA,NA
"46","2011-11-19 13:14:00-02","MO","MOBOT","90207450","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Marcos Decker","Decker 621","2005","10","28","South America","Bolivia","Cochabamba","Zona de Altamachi. San Cristóbal a 30 km del camino a Misicuni. Matorrales seriales con remanentes de bosques pluviestacionales montanos. <610-624>","-66.71333","-16.69916",NA,NA,NA,NA,"S. Churchill","Ayopaya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2008-12-23 03:33:00-02","MO","MOBOT","90218267","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Marko Lewis","Lewis 79-1758","1979","4","21","South America","Bolivia","La Paz","Along Río Zongo at Cahua power station, NNE of La Paz.","-67.98333","-16.03333","1400.00000000",NA,NA,NA,NA,"Murillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2008-12-23 03:33:00-02","MO","MOBOT","90218308","PreservedSpecimen","Plantae",NA,"Dicranaceae","Campylopus","densicoma","Campylopus densicoma","(Müll. Hal.) Paris","Marko Lewis","Lewis 82-081","1982","12","5","South America","Bolivia","La Paz","Along road between Sorata and Mina Progressiva on mountain NE of Laripata and 5 Km N de Sorata.","-68.65","-15.7","3800.00000000",NA,NA,NA,NA,"Larecaja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
