"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","county","yearIdentified","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","coordinatePrecision","geoFlag","individualCount","monthIdentified","dayIdentified","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01213130","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pradosia","grisebachii","Pradosia grisebachii","(Pierre) T.D.Penn.",NA,"J. U. M. dos Santos","702","1983","02","27","South America","Brazil","Maranhão","Lugar Palmerinha, a 74 km de Tuntum.","-44.6489","-5.2583","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1480562' target='other'> <mi>dwc_moreinfo</mi></a>","NY01213130","NY01213130_01",NA,NA,NA,"Tuntum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:49:38-03","EAO","IAN","122135","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Pradosia","grisebachii","Pradosia grisebachii","(Pierre) T.D. Penn.","Pennington, TD","Steyermark, JA","90134","1961","11","27","Southern America","Venezuela","Miranda","Parque Nacional de Guatopo: rich mixed evergreen rainforest, headwaters of Río Grande, from Quebrada San Antonio to Fila de Río Grande, between Santa teresa and Altagracia de orituco, 6.5km from Ranchería Mi Querencia. Along ridge.",NA,NA,NA,"Tree 20m tall; leaves chartaceous, deep green above, pale green below with raised nerves; fruit elliptic, acute, dull brown.","IAN122135",NA,NA,"650","650",NA,"1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:04:46-03","NBC","NL-BOTANY","U 0006708","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea","Ducke",NA,"Pires JM; Black GA",NA,NA,NA,NA,"Southern America","Colombia","Amazonas","Amazonia","-72.383333","-0.616667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200006708 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0006708","NL-U0006708","type",NA,NA,NA,NA,"Magnoliopsidae","-72.383333","-0.616667","98033 A",NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:04:46-03","NBC","NL-BOTANY","U.1592788","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea","Ducke",NA,"Krukoff BA",NA,"1933","08","11","Southern America","Brazil","Acre","Basin of Rio Purus","-69","-9.333333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1592788 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1592788","NL-U1592788",NA,NA,NA,NA,NA,"Magnoliopsidae","-69.0","-9.333333",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:04:46-03","NBC","NL-BOTANY","L.4161750","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Pradosia","grisebachii","Pradosia grisebachii","(Pierre) T.D.Penn.",NA,"Kukle P",NA,"1989","11","22","Southern America","Brazil",NA,"Brasil, Est. do Amazonas, Mun. de Manaus, ca.90 km N de Manaus, Distrito Agropecuaria da Suframa, Rodovia BR 174, 72km, depois 6km oeste da BR, Fazenda Dimona.","-60.083333","-2.316667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4161750 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4161750","NL-L4161750",NA,NA,NA,NA,NA,"Magnoliopsidae","-60.083333","-2.316667",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:04:46-03","NBC","NL-BOTANY","U.1592703","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Pradosia","grisebachii","Pradosia grisebachii","(Pierre) T.D.Penn.",NA,"Marcano-Berti L",NA,"1964","08","01","Southern America","Venezuela",NA,"Territorio Federal Delta Amacuro: Bosque Pluvial, Este de Rio Grande. Este-Noreste de El Palmar, cerca de los limites del Estado Bolivar.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1592703 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1592703","NL-U1592703",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2015-09-04 16:09:50-03","MNHN","RECOLNAT_MNHN_P","P04592042","PreservedSpecimen",NA,NA,NA,"Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea","Ducke",NA,"Fróes, R.",NA,"1941","6","2",NA,"Brasil","Amazonas","Basin of Rio Javary; Genipapo. Igapo",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04592042' target='other'> <mi>dwc_moreinfo</mi></a>","P04592042","P04592042_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"85",NA,NA,NA,NA,NA,NA
"18","2017-01-27 15:13:22-02","MNHN","RECOLNAT_MNHN_P","P00840293","PreservedSpecimen",NA,NA,NA,"Sapotaceae","Pradosia","grisebachii","Pradosia grisebachii","(Pierre) T.D.Penn.",NA,"Kukle, P.",NA,"1989","11","22",NA,"Brasil","Amazonas","Ca. 90km N de Manaus, Distrito Agropecuário da SUFRAMA, Rodovia BR-174, km 72, depois 6km oeste da BR, Fazenda Dimona.","-60.0250015258789","-3.10193991661072","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00840293' target='other'> <mi>dwc_moreinfo</mi></a>","P00840293","P00840293_01",NA,NA,NA,"Manaus",NA,NA,NA,NA,NA,"75","138090","auto",NA,NA,NA,NA
"19","2009-08-07 05:39:00-03","MO","MOBOT","2622317","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea","Ducke","T.D. Pennington (K)","John S. Brandbyge|Eduardo Asanza C.","Brandbyge 30603","1980","5","8","South America","Ecuador","Napo","Río Güepi. Inundated riverside forest.","-75.5","-0.11666",NA,NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2015-08-12 05:58:00-03","MO","MOBOT","2629813","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea","Ducke","T.D. Pennington (K)","H. Balslev|Cornelis C. Berg|Mauricio Gavilanes|A. Thygesen|D.E. Christensen|L. Ellemann|R. Brucculeri","Balslev 97516","1990","3","11","South America","Ecuador","Sucumbíos","Reserva Faunistica Cuyabeno. Laguna Grande and surroundings, including Río Cuyabeno from Pto. Bolívar to above Laguna Cañangueno.","-76.16666",NA,NA,NA,NA,NA,NA,"265.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2018-06-28 13:22:00-03","MO","MOBOT","101052894","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea","Ducke",NA,"M.H. Terra-Araújo|et al.","Terra-Araújo 738","2011","3","28","South America","Brazil","Acre","Rio Andirá. BR 364, km 52. Floresta de terra firme com bambú","-68.1295167","-9.7223833",NA,NA,NA,NA,NA,NA,NA,"Bujari",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"22","2016-10-13 05:58:00-03","MO","MOBOT","1064946","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea","Ducke","T. Pennington (K)","David A. Neill","Neill 10422","1995","6","25","South America","Ecuador","Napo","Yasuní National Park. 50-hectare research plot of Yasuní Forest Dynamics Project. Near Río Tiputini. Tropical Moist Forest.","-76.38333","-0.66666",NA,NA,NA,NA,NA,"220.00000000",NA,"Orellana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2014-12-15 19:44:00-02","MO","MOBOT","1351525","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea","Ducke","N. Pitman","Nigel Pitman|Tom Delinks","Pitman 3132","1998","2",NA,"South America","Ecuador","Napo","Tiputini Biodiversity Station. Terra firme forest in T. Erwin's entomology transects, Harpia trail.","-76.16666","-0.63333",NA,NA,NA,NA,NA,"250.00000000",NA,"Orellana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2008-05-27 22:02:00-03","MO","MOBOT","1591664","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea","Ducke","Ducke - TYPE","A. Ducke","Ducke 1800","1945","11",NA,"South America","Colombia","Amazonas","Leticia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leticia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2008-05-27 22:02:00-03","MO","MOBOT","3367269","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea","Ducke",NA,"Saúl Altamirano","Altamirano Azurduy 1508","2003","9","10","South America","Bolivia","Cochabamba","Los Guacharos. Ladera de exposicion nor-oeste con pendiente entre 16-28 % de inclinacion. Bosque amazonico de pie de monte carcaterizado por Eschweilera coriaceae, Talauma boliviana, Dypteryx sp, Pseudolmedia laevis, y Ormosia nobilis.","-65.46972","-17.05944",NA,NA,NA,NA,NA,"450.00000000",NA,"Chapare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-10-13 05:56:00-03","MO","MOBOT","405027","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea","Ducke","T. Pennington, 1990 (K)","David A. Neill|Daniel Rubio","Neill 8986","1989","5","4","South America","Ecuador","Pastaza","Vía Auca, 115 km S of Coca, near Río Tigüino. Entrance road to PETRO-CANADA oil well site; km 4-5 of new road. Tropical Moist Forest. Primary forest; trees felled for road.","-76.91666","-1.25",NA,NA,NA,NA,NA,"320.00000000",NA,NA,NA,NA,NA,NA,NA,"89-16",NA,NA,"11",NA,NA,NA
"27","2012-07-10 13:30:00-03","MO","MOBOT","406371","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea","Ducke","T.D. Pennington (K)","Alwyn H. Gentry|Hermes Cuadros V.","Gentry 68214","1989","10","26","South America","Colombia","Sucre","Colosó, Estación de Primatos, forest on limestone. Transect 7.","-75.3666667","9.5",NA,NA,NA,NA,NA,"300.00000000",NA,"Colosó",NA,NA,NA,NA,NA,"290",NA,NA,"4",NA,NA,NA
"28","2011-06-09 16:54:00-03","MO","MOBOT","406472","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea","Ducke","T. Pennington, 1990 (K)","Carlos E. Cerón","Cerón Martínez 6370","1989","3","19","South America","Ecuador","Napo","Canton Tena. Estación Biológica Jatun Sacha. Río Napo, 8 km al este de Misahuallí. Bosque muy húmedo Tropical. Bosque primario: parcela permanente 03.","-77.6","-1.06666",NA,NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,"89-5",NA,NA,"6",NA,NA,NA
"29","2014-04-04 05:45:00-03","MO","MOBOT","408028","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea","Ducke","T.D. Pennington (K)","Rodolfo Vásquez|H. Valderrama","Vásquez Martínez 1374","1981","2","9","South America","Peru","Loreto","Roca fuerte (Río Momon). Bosque secundario inundable (rivera del río).","-73.5","-3.66666",NA,NA,NA,NA,NA,"160.00000000",NA,"Maynas",NA,NA,NA,NA,NA,"380",NA,NA,"8",NA,NA,NA
"30","2018-09-25 15:40:00-03","MO","MOBOT","408823","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea","Ducke","T.D. Pennington (K)","Vlastimil Zak|Severo Espinoza","Zak 4923","1990","2","21","South America","Ecuador","Pastaza","Pozo petrolero Ramirez. 20 km al sur de la población de Curaray.","-76.85","-1.5333333",NA,NA,NA,NA,NA,"300.00000000",NA,"Pastaza",NA,NA,NA,NA,NA,"90-1",NA,NA,"10",NA,NA,NA
"31","2008-05-27 22:02:00-03","MO","MOBOT","3389973","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea","Ducke","T.D. Pennington","Boris A. Krukoff","Krukoff 5410","1933","8","11","South America","Brazil","Acre","Near mouth of Rio macauhan tributary of Rio Yaco. on terra firma.","-69","-9.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-11-10 14:41:00-02","MO","MOBOT","100937346","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","grisebachii","Pradosia grisebachii","(Pierre) T.D. Penn.","A. Alves-Araújo","J.U. Santos|Edith L. Taylor|G.E. Schotz|Nelson A. Rosa|Carlos S. Rosário|T. Rebbeck|J.B.F. da Silva|M.R. dos Santos","Santos 702","1983","2","27","South America","Brazil","Maranhão","Munic. de Tuntum, lugar Palmerinha a 74 km de Tuntum.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"33","2013-10-05 06:33:00-03","MO","MOBOT","1823304","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","grisebachii","Pradosia grisebachii","(Pierre) T.D. Penn.","T. Pennington","Gerrit Davidse|Ángel C. González","Davidse 13611","1977","6","1","South America","Venezuela","Miranda","Distrito Páez; drainage of the Río Guapo, Cerro Riberón between Río Guapo and Río Chiquito, 44.5 km directly (in a straight line) SE of Caucagua.","-66.01666","10.08333",NA,NA,NA,NA,NA,"200.00000000","400.00000000",NA,NA,NA,NA,NA,NA,"1278",NA,NA,NA,NA,NA,NA
"34","2009-11-03 18:11:00-02","MO","MOBOT","3390157","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","grisebachii","Pradosia grisebachii","(Pierre) T.D. Penn.",NA,"Luis Marcano-Berti","Marcano-Berti 3560","1964",NA,NA,"South America","Venezuela","Delta Amacuro","Bosque Pluvail, este de Rio grand,e Este Nroeste de El palmar, cerca de los limites del Estado Bolivar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2008-05-27 22:02:00-03","MO","MOBOT","3390236","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","grisebachii","Pradosia grisebachii","(Pierre) T.D. Penn.","T.D. Pennington","Julian A. Steyermark","Steyermark 116861","1978","3","20","South America","Venezuela","Miranda","Ceros Del Bachilelr, near east end; virgin evergreen forest between base and summit, above Quebrada corozal, southo f Santa Cruz. 10 kms. by ari west of Cupira.","-65.8","10.15",NA,NA,NA,NA,NA,"20.00000000","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2013-08-23 04:12:00-03","MO","MOBOT","3390089","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","grisebachii","Pradosia grisebachii","(Pierre) T.D. Penn.","T.D. Pennington","Luis Marcano-Berti","Marcano-Berti 360","1964","8",NA,"South America","Venezuela","Delta Amacuro","Bosque Pluvial, Este de Río Grande. Este-Noreste de El Palmar, cerca de los límites del Estado Bolívar.","-61.63333","8.08333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"37","2008-05-27 22:02:00-03","MO","MOBOT","1878421","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pradosia","grisebachii","Pradosia grisebachii","(Pierre) T.D. Penn.","T. Pennington","Alwyn H. Gentry|A. Díaz|Nestor Jaramillo","Gentry 21796","1978","5","13","South America","Ecuador","Napo","Río Gueppi, tributary of Río Putumayo, frontier with Peru; riverside below Peruvian border post of Puerto Peru.","-75.3","-0.15",NA,NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,"4227",NA,NA,NA,NA,NA,NA
"38","2020-08-31 08:55:02-03","INPA","INPA","14706","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea","Ducke","Terra-Araujo, MH","Duarte, AP","6564","1962","09","21","Southern America","Brasil","Rondônia","Rio Jarú BR 29, Rio Jarú, BR 29.&nf;Appa 57.","-63.9039001464844","-8.76194000244141",NA,NA,"INPA0014706","INPA0014706 INPA0014706_e INPA0014706_e1",NA,NA,NA,"Porto Velho","2011",NA,NA,NA,NA,NA,"333357","auto",NA,"06","20",NA
"39","2020-09-12 05:00:02-03","US","US","2195175","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea","Ducke",NA,"A. Ducke","1800","1945","11","3","South America - Neotropics","Colombia","Amazônas","Amazon River, Leticia.",NA,NA,NA,NA,"US00930768",NA,"Isotype",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"40","2020-09-12 05:00:02-03","US","US","1662122","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea","Ducke",NA,"B. A. Krukoff","5410","1933","8","11","South America - Neotropics","Brazil","Acre","Brazilian Amazonia. Basin of Rio Purus. Near mouth of Rio Macauhan (tributary of Rio Yaco).","-69","-9.33",NA,NA,"US02706122","US02706122_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"41","2020-09-12 05:00:02-03","US","US","1906573","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea","Ducke",NA,"A. Ducke","1800","1945","11","3","South America - Neotropics","Colombia","Amazônas",NA,NA,NA,NA,NA,"US00113358",NA,"Isotype",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"42","2020-09-12 05:00:02-03","US","US","3664628","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea","Ducke",NA,"V. Zak & S. Espinoza","4923","1990","2","21","South America - Neotropics","Ecuador","Pastaza","Pastaza. Pozo petrolero Ramirez. 20 km al sur de la población de Curaray.","-76.85","-1.53",NA,NA,"US02706121","US02706121_01",NA,"300",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"43","2020-09-12 05:00:02-03","US","US","1986200","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea","Ducke",NA,"A. Ducke","1800","1945","11","3","South America - Neotropics","Colombia","Amazônas","Amazon River, Leticia.",NA,NA,NA,NA,"US00323586",NA,"Isotype","100","100",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"44","2020-09-12 05:00:02-03","US","US","3639554","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Pradosia","grisebachii","Pradosia grisebachii","(Pierre) T.D. Penn.",NA,"P. Kukle","75","1989","11","22","South America - Neotropics","Brazil","Amazonas","Mun. de Manaus, ca. 90 km. N de Manaus, Distrito Agropecuario da SUFRAMA, Rodovia BR 174, km 72, depois 6 km oeste da BR, Fazenda Dimona.","-60.08","-2.32",NA,NA,"US02706169","US02706169_01",NA,"50","125",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"45","2020-09-12 05:00:02-03","US","US","2472377","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Pradosia","grisebachii","Pradosia grisebachii","(Pierre) T.D. Penn.","Pennington, T. D., (K)","L. Marcano-Berti","360","1964","8",NA,"South America - Neotropics","Venezuela","Delta Amacuro","Este de Río Grande, ENE de El Palmar, cerca de los limites del Estado Bolívar","-61.6","8.2",NA,NA,"US00838281",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"46","2019-09-04 20:19:05-03","F","FMNH-SEEDPLANTS","V0072205F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Pradosia","atroviolacea","Pradosia atroviolacea",NA,NA,"A. Ducke","1800","1945","11","3","South America","Colombia",NA,NA,"-72.8667","3.8811",NA,NA,"V0072205F","V0072205F_01","Isotype",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
