"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","02899311","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","D. C. Daly","8211","1994","09","17","South America","Brazil","Acre","Tarauacá","Rio Tarauacá, river at low water.","-71.22783","-8.38317","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619084' target='other'> <mi>dwc_moreinfo</mi></a>","NY02899311","NY02899311_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","454422","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","L. Riedel","313","1832","05",NA,"South America","Brazil",NA,NA,"Brasilia",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619105' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454422","NY00454422_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","454414","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","P. K. H. Dusén","12085","1911","08","28","South America","Brazil","Paraná","Ipiranga",NA,"-50.5842","-25.0242","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619097' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454414","NY00454414_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","454474","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","L. Riedel",NA,"1831",NA,NA,"South America","Brazil",NA,NA,"Brasilia",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619050' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454474","NY00454474_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","454405","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","A. C. Brade","19117","1948","07","25","South America","Brazil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619089' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454405","NY00454405_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00894160","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","H. S. Irwin","20854","1968","02","25","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, at Lapinha, ca. 20km N. of Sêrro on road (MG 2) to Diamantina.","-43.57","-18.55","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981760' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894160","NY00894160_01","S. R. Hill","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","454408","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","H. de F. Leitão Filho","3158","1976","10","08","South America","Brazil","São Paulo","Jundiaí","Ca. 10 km S.W. de Jundiaí. Serra do Japí","-46.88","-23.1803","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619092' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454408","NY00454408_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","454416","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","P. K. H. Dusén","14412","1914","01","24","South America","Brazil","Paraná","Morretes","Porto de Cima","-48.8342","-25.4769","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619099' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454416","NY00454416_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","454411","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","P. K. H. Dusén","10326","1910","10","17","South America","Brazil","Paraná","Ponta Grossa",NA,"-50.1617","-25.095","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619094' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454411","NY00454411_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","454409","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","H. de F. Leitão Filho","10831","1979","12","11","South America","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.992538","-25.197304","sheet","[10.831 may be herb # - see label] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619093' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454409","NY00454409_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","454404","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","P. J. M. Maas","3221","1977","10","11","South America","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, Veu da Noiva","-44.5631","-22.4961","sheet","woodsample U-23866 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619088' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454404","NY00454404_01",NA,"1000","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","454425","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","L. Riedel",NA,"1835",NA,NA,"South America","Brazil","Rio de Janeiro","Petrópolis","Mand[iocca]","-43.1783","-22.505","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619062' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454425","NY00454425_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","454476","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","L. Riedel",NA,NA,NA,NA,"South America","Brazil","Rio de Janeiro","Magé","Mandiocca","-43.0406","-22.6531","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619052' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454476","NY00454476_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","454419","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","P. K. H. Dusén","10742","1910","10","23","South America","Brazil","Paraná","Jaguariaíva",NA,"-49.7056","-24.2511","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619102' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454419","NY00454419_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","454413","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","P. K. H. Dusén",NA,"1911","07","14","South America","Brazil","Paraná","Morretes",NA,"-48.8342","-25.4769","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619096' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","454406","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","H. de F. Leitão Filho","10773","1979","12","11","South America","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.992538","-25.197304","sheet","[10.773 may be herb. # - see label] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619090' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454406","NY00454406_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00894164","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","E. P. Heringer","30","1977","09","13","South America","Brazil","Distrito Federal","Brasília","RECOR, picada M-1.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981769' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894164","NY00894164_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","454421","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","L. Riedel","313","1832","05",NA,"South America","Brazil",NA,NA,"Brasilia",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619104' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454421","NY00454421_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","454475","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","L. Riedel",NA,"1831",NA,NA,"South America","Brazil","Rio de Janeiro","Magé","Mandiocca","-43.0406","-22.6531","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619051' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454475","NY00454475_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","454428","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","R. M. Klein","585","1953","08","18","South America","Brazil","Santa Catarina","Brusque","Mata do Hoffman","-48.9","-27.1","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619064' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454428","NY00454428_01",NA,"50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00894167","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","C. A. Cid Ferreira","4408","1984","06","09","South America","Brazil","Mato Grosso",NA,"BR 364, Cuiabá-Porto Velho a 15 km da divisa dos Estados de Rodônia e Mato Grosso, Distrito de Patronal, Vila Bela da Santíssima Trindade.","-60.98","-12.22","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981779' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894167","NY00894167_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","454427","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","L. Riedel",NA,"1822","09",NA,"South America","Brazil","Bahia",NA,"Castelnovo","-39.2","-14.6333","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619107' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454427","NY00454427_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00894159","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","H. S. Irwin","12921","1966","02","16","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km W. of Alto Paraíso de Goiás (formerly Veadeiros).","-47.70192","-14.1167","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981756' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894159","NY00894159_01","J. A. Kallunki","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","454417","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","P. K. H. Dusén","13339","1911","11","06","South America","Brazil","Paraná","Piraquara","Carvalho","-48.981355","-25.49628","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619100' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","454402","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","B. D. Sucre","31182","1968","06","15","South America","Brazil","Rio de Janeiro","Magé","Soberbo, Estrada Terezópolis-Bahia","-43.0406","-22.6531","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619087' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454402","NY00454402_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00894170","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","K. B. Strier","1136","1983","08","24","South America","Brazil","Minas Gerais","Caratinga","Estaçao Biologica de Caratinga.","-41.83","-19.67","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981788' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894170","NY00894170_01","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","454403","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","B. D. Sucre","2467","1968","03","16","South America","Brazil","Rio de Janeiro","Petrópolis","Rocio","-43.251651","-22.476161","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619065' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454403","NY00454403_01",NA,"700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00894169","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","K. B. Strier","1037","1983","08","20","South America","Brazil","Minas Gerais","Caratinga","Estaçao Biologica de Caratinga.","-41.83","-19.67","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981785' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894169","NY00894169_01","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01091772","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","S. J. Mayo","1007","1994","10","08","South America","Brazil","Pernambuco","Caruaru","Brejo dos Cavalos, Fazenda Caruaru","-36","-8.31","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1217632' target='other'> <mi>dwc_moreinfo</mi></a>","NY01091772","NY01091772_01","A. L. Peixoto","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00894168","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","S. G. da Fonsêca","319","1967","08","23","South America","Brazil","Goiás",NA,"Serra Dourada. Próximo a pedra goiana.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894168","NY00894168_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","454415","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","P. K. H. Dusén","10294","1910","10","18","South America","Brazil","Paraná","Ponta Grossa",NA,"-50.1617","-25.095","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619098' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","454418","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","P. K. H. Dusén","10197","1910","09","05","South America","Brazil","Paraná","Paranaguá","Alexandra","-48.631716","-25.548936","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619101' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454418","NY00454418_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","454407","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","H. de F. Leitão Filho","10773","1979","12","11","South America","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.992538","-25.197304","sheet","[10.773 may be herb. # - see label] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619091' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454407","NY00454407_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","454410","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","dardanoi","Mollinedia dardanoi","Peixoto","H. de F. Leitão Filho","10783","1979","12","11","South America","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.992538","-25.197304","sheet","[10.783 may be herb # - see label] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619060' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454410","NY00454410_01","C. M. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
