"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","infraspecificEpithet","typeStatus","class","individualCount","sex"
"11","2020-10-01 14:26:01-03","JBB","HEPH","22321","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Habenaria","crucifera","Habenaria crucifera","Rchb.f. & Warm.","Batista, JAN","Salles, AEH; et al.","3976","2006","01","27","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Área do Cristo","-47.85","-15.866667",NA,NA,NA,NA,NA,NA,NA,NA,"2006","03","-47.85","-15.866667","03",NA,NA,NA,NA,NA
"12","2020-10-01 14:26:01-03","JBB","HEPH","22327","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Habenaria","crucifera","Habenaria crucifera","Rchb.f. & Warm.","Batista, JAN","Paiva, VF; Gonçalves, P da C","324","2006","01","24","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Área de captação 2 da Caesb","-47.85","-15.866667",NA,"Rara no local",NA,NA,NA,NA,NA,NA,"2014","01","-47.85","-15.866667","03",NA,NA,NA,NA,NA
"13","2020-10-01 14:26:01-03","JBB","HEPH","22349","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Habenaria","crucifera","Habenaria crucifera","Rchb.f. & Warm.","Batista, JAN","Paiva, VF; Gonçalves, P da C; Moreira, KRS; Thiago, RT","346","2006","02","07","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Próximo da Caesb","-47.85","-15.866667",NA,NA,NA,NA,NA,NA,NA,NA,"2014","01","-47.85","-15.866667","03",NA,NA,NA,NA,NA
"14","2020-10-01 14:26:01-03","JBB","HEPH","22359","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Habenaria","crucifera","Habenaria crucifera","Rchb.f. & Warm.","Batista, JAN","Azevedo, INC de","382","2006","01","31","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Área de captação da Caesb","-47.85","-15.866667",NA,NA,NA,NA,NA,NA,NA,NA,"2014","01","-47.85","-15.866667","03",NA,NA,NA,NA,NA
"15","2020-10-01 14:26:01-03","JBB","HEPH","22360","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Habenaria","crucifera","Habenaria crucifera","Rchb.f. & Warm.","Batista, JAN","Azevedo, INC de","383","2006","01","31","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Área de captação da Caesb","-47.85","-15.866667",NA,NA,NA,NA,NA,NA,NA,NA,"2014","01","-47.85","-15.866667","03",NA,NA,NA,NA,NA
"16","2020-10-01 14:26:01-03","JBB","HEPH","32194","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Habenaria","crucifera","Habenaria crucifera","Rchb.f. & Warm.","Rosa, PO","Rosa, PO; Soares, ACA; Paiva, VF","1819","2016","05","18","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Após Cristo Redentor, estrada que desce para o Córrego Tapera","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"70570","auto","2016","07",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-10-01 14:26:01-03","JBB","HEPH","21359","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Habenaria","crucifera","Habenaria crucifera","Rchb.f. & Warm.","Batista, JAN","Salles, AEH; et al.","3559","2004","11","21","Southern America","Brasil","Distrito Federal","Brasília","Rodovia DF-001 Sentido Taguatinga-Brazlândia","-47.9296989440918","-15.7797002792358",NA,"Pouco frequente",NA,NA,NA,NA,"70570","auto","2014","01",NA,NA,"03",NA,NA,NA,NA,NA
"18","2020-12-11 11:44:36-03","UFMG","BHCB","151335","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","crucifera","Habenaria crucifera","Rchb & Warm.",NA,"Batista, JAN; Bianchetti, LB; Miranda, ZJG","3062","2010","12","23","Southern America","Brasil","Distrito Federal",NA,"Taguatinga, área de proteção de manancial currais e pedras; floresta nacional. Na altura do setor de oficinas de Taguatinga Notte. área de campo entre o córrego Currais e a BR- 070;","-48.776944","-15.796833",NA,"Erva terrestre, em campo limpo seco associado a murundus. Solo escuro, argilo-arenoso. RAra. Sépalas verdes. Pétalas e labelo verde claro.",NA,NA,"1222","1222",NA,NA,NA,NA,"-48.776944","-15.796833",NA,NA,NA,NA,NA,NA
"19","2020-12-11 11:44:36-03","UFMG","BHCB","118284","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","crucifera","Habenaria crucifera","Rchb & Warm.",NA,"Viana, PL; Mota, NFO; Echternacht, LA; Silva, LVC; Maciel, GM","3994","2008","03","12","Southern America","Brasil","Minas Gerais","Aiuruoca","P.E do Papagaio, subida para a Pedra do Chapeu, na","-44.666667","-22.066667",NA,"Erva, terrestre, flores verdes. Campo de altitude.",NA,NA,"1900","1900",NA,NA,NA,NA,"-44.666667","-22.066667",NA,NA,NA,NA,NA,NA
"20","2021-01-15 17:53:18-03","UFMG","BHCB","119475","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","crucifera","Habenaria crucifera","Rchb & Warm.",NA,"Batista, JAN; Mota, RC da; Faria, MWF de; Borges, KS","1802","2007","01","08","Southern America","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra.","-46.427028","-20.261306",NA,"Erva terrestre, em campo limpo associado com campo rupestre. Flores verdes.",NA,NA,"1370","1370",NA,NA,NA,NA,"-46.427028","-20.261306",NA,NA,NA,NA,NA,NA
"21","2021-01-15 17:53:18-03","UFMG","BHCB","119484","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","crucifera","Habenaria crucifera","Rchb & Warm.",NA,"Batista, JAN; Mota, RC da; Faria, MWF de; Borges, KS","1809","2007","01","09","Southern America","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.461556","-20.222194",NA,"Erva terrestre, em campo limpo seco a margem da estrada. Área queimada durante a seca. Flores verdes.",NA,NA,"1439","1439",NA,NA,NA,NA,"-46.461556","-20.222194",NA,NA,NA,NA,NA,NA
"22","2021-01-15 17:53:18-03","UFMG","BHCB","119500","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","crucifera","Habenaria crucifera","Rchb & Warm.",NA,"Batista, JAN; Mota, RC da; Faria, MWF de; Borges, KS","1823","2007","01","10","Southern America","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, cerca de 30","-46.552611","-20.266194",NA,"Erva terrestre, em campo limpo estacionalmente úmido associado com murundus. Área queimada durante a seca.",NA,NA,"1409","1409",NA,NA,NA,NA,"-46.552611","-20.266194",NA,NA,NA,NA,NA,NA
"23","2020-12-11 11:44:36-03","UFMG","BHCB","119503","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","crucifera","Habenaria crucifera","Rchb & Warm.",NA,"Batista, JAN","1826","2007","01","14","Southern America","Brasil","Minas Gerais","Moeda","Serra da Moeda, Entrada para Moeda, cerca de 33 km S de Belo Horizonte a partir do entroncamento do anel rodoviário com a BR-040. Morros a esquerda da pista em direção a Moeda, cerca de 1 km após o entroncamento com a BR-040.","-43.958056","-20.273972",NA,"Erva terrestre, em campo limpo seco em encosta pedregosa. Solo areno-argiloso, raso, com algum cascalho sobre a superficie. Área queimada durante a seca. Flores verdes.",NA,NA,"1451","1451",NA,NA,NA,NA,"-43.958056","-20.273972",NA,NA,NA,NA,NA,NA
"24","2020-12-11 11:44:36-03","UFMG","BHCB","120288","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","crucifera","Habenaria crucifera","Rchb & Warm.",NA,"Batista, JAN","2607","2008","03","05","Southern America","Brasil","Minas Gerais","Ouro Branco","Serra do Ouro Branco, cerca de 2,6 km do entroncam","-43.656806","-20.502942",NA,"Erva terrestre.; Em campo limpo seco. Solo arenoso, seco. Local anteriormente queimado.","BHCB012006",NA,"1365","1365",NA,NA,"2008","03","-43.656806","-20.502942","05",NA,NA,NA,NA,NA
"25","2020-12-11 11:44:36-03","UFMG","BHCB","152623","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","crucifera","Habenaria crucifera","Rchb & Warm.",NA,"Lau, BL; Massensini Júnior, A; Hattori, EKO","77","2011","09","08","Southern America","Brasil","Bahia","Palmeiras","Estrada de terra que vau","-41.466111","-12.456944",NA,"Erva rup[icola, flores brancas.",NA,NA,"864","864",NA,NA,NA,NA,"-41.466111","-12.456944",NA,NA,NA,NA,NA,NA
"26","2020-12-11 11:44:36-03","UFMG","BHCB","151357","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","crucifera","Habenaria crucifera","Rchb & Warm.",NA,"Batista, JAN; Bianchetti, LB","3084","2010","12","29","Southern America","Brasil","Distrito Federal","Brazlândia","Campos à esquerda da BR-251, sentido Taguatinga para Brazilândia, cerca de 9,2km após o entroncamento com a estrutural.","-48.872222","-15.740278",NA,"Erva terrestre, em campo limpo permantemente úmido associado a murundus. Solo humoso, escuro, com água sobre a superfície. Área queimada durante a seca. Comum. em plena floração. Sépalas verdes. Pétalas e labelo com a base esbranquiçada e segmentos v",NA,NA,"1236","1236",NA,NA,NA,NA,"-48.872222","-15.740278",NA,NA,NA,NA,NA,NA
"27","2020-12-11 11:44:36-03","UFMG","BHCB","180160","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","crucifera","Habenaria crucifera","Rchb & Warm.",NA,"Batista, JAN; Proite, P","3301","2014","01","03","Southern America","Brasil","Distrito Federal","Brazlândia","Estrada Taguatinga - Brazlândia, Trevo","-48.085","-15.728333",NA,"Coordenadas aproximadas inferidas a partir do Google Earth.; Erva terrestre.Ocasional. Flor completamente verde.; Em campo limpo estacional úmido associado a murundus. Solo escuro. Área queimada durante a seca.","BHCB032476",NA,"1234","1234",NA,NA,"2014","01","-48.085","-15.728333","03",NA,NA,NA,NA,NA
"28","2020-12-11 11:44:36-03","UFMG","BHCB","97428","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","crucifera","Habenaria crucifera","Rchb & Warm.",NA,"Batista, JAN; et al.","1544","2005","01","02","Southern America","Brasil","Distrito Federal","Taguatinga","Área de Proteção de manancial #?#Currais e Pedra#?#; F",NA,NA,NA,"Em campo limpo seco com murundus. Ovário e pedicelo verde. Sepálas verdes com a margem esbranquiçada. Pétalas e labelo verde claro com a base ligeiramente esbranquiçada. Conectivo, rostelo e estigmas verdes. Anteras branco-amareladas. Aurículos esbr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-11 11:44:36-03","UFMG","BHCB","139194","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","crucifera","Habenaria crucifera brevidactyla","J. A. N. Bat. & Bianch.",NA,"Batista, JAN; Proite, K; Lombardi, CP","1545","2005","01","02","Southern America","Brasil","Distrito Federal","RA III-Taguatinga","Área de Proteção de manancial Currais e Pedra, Floresta Nacional. Na altura do setor de oficinas de Taguatinga Norte. Área de campo entre o córrego Currais e a BR-070.",NA,NA,NA,"Erva terrestre. Ocasional; observados alguns exemplares esparsos. Em final de floração. Flor toda verde. Sépalas com a margem discretamente esbranquiçada. Pétalas e labelo verde pouco mais claro com a base esbranquiçada. Coluna verde;","BHCB000368","BHCB000368",NA,NA,NA,NA,NA,NA,NA,NA,NA,"brevidactyla","Holotypus",NA,NA,NA
"30","2020-12-11 11:44:36-03","UFMG","BHCB","68701","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","crucifera","Habenaria crucifera","Rchb & Warm.",NA,"Lombardi, JA","4551","2002","02","19","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, trilha do alojamento, Parque Estadual do Rio Preto","-43.3908004760742","-18.0041999816895",NA,"Cerrado, flores verdes.",NA,NA,NA,NA,"26697","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-11 11:44:36-03","UFMG","BHCB","120357","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","crucifera","Habenaria crucifera","Rchb & Warm.",NA,"Batista, JAN; Costa, P","2676","2008","05","07","Southern America","Brasil","Minas Gerais","Nova Lima","Represa da Codorna, MG-262, ca. de 10 km E do entroncamento com a BR-040, campo no entorno da represa do lado oposto a pista. Área da MBR.","-43.8466987609863","-19.9855995178223",NA,"Erva terrestre, em campo limpo de encosta. Solo argilo-arenoso, superficialmente ligeiramente úmido. Área não queimada, com a cobertura herbáceo-graminosa bem desenvolvida.",NA,NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-11 11:44:36-03","UFMG","BHCB","16762","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","crucifera","Habenaria crucifera","Rchb & Warm.",NA,"Grandi, TSM; Porto de Paula, LM","s.n.","1989","12","19","Southern America","Brasil","Minas Gerais","Moeda","Serra da Moeda","-44.0527992248535","-20.3330993652344",NA,"campo rupestre, herbáceo.",NA,NA,"1400","1400","14750","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-06-10 10:11:20-03","FZB-BH","BHZB","5805","S","Plantae",NA,NA,"Orchidaceae","Habenaria","aphylla","Habenaria aphylla",NA,"J. Batista","Rezende, S.G.","421","2006","01","05",NA,"Brasil","MG","Ouro Preto","Área da CVRD, região de Potreiro","-43.890833","-20.399167",NA,"Coord.: UTM Lat.: 7.743.949 e Long.: 615.741 Com duplicata.",NA,NA,NA,NA,NA,NA,"2006","09","43W 53' 27","20S 23' 57",NA,NA,NA,NA,NA,NA
"34","2020-09-12 05:00:02-03","US","US","2961697","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","aphylla","Habenaria aphylla",NA,NA,"E. P. Heringer, T. S. Filgueiras, R. C. Mendonça & B. A. S. Pereira","6121","1981","2","2","South America - Neotropics","Brazil","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"35","2020-09-12 05:00:02-03","US","US","2602052","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","aphylla","Habenaria aphylla",NA,NA,"H. S. Irwin, R. Souza & R. G. P. Santos","12086","1966","1","28","South America - Neotropics","Brazil","Distrito Federal",NA,NA,NA,NA,NA,NA,"US00247124","US00247124_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"36","2020-09-02 16:34:58-03","Cenargen","CEN","15084","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","crucifera","Habenaria crucifera","Rchb.f. & Warm.","J. A. N. Batista & L. B. Bianchetti","Luciano de Bem Bianchetti","825","1989","11","27",NA,"Brasil","DF","BRASILIA","Ao lado do terminal de ônibus de Taguatinga Sul. Parque Boca da Mata.","-47.9296989440918","-15.7797002792358","Exsicatas","Sépalas verdes, pétalas e labelo verde amarelado. Lóbulos laterais do labelo voltados para cima.","CEN00015084","CEN00015084",NA,NA,"70570","auto","2010","03",NA,NA,NA,NA,NA,NA,"1",NA
"37","2020-09-02 16:34:58-03","Cenargen","CEN","64819","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","crucifera","Habenaria crucifera","Rchb.f. & Warm.","J. A. N. Batista","José Floriano Barêa Pastore","1475","2006","01","15",NA,"Brasil","DF","BRASILIA","RA Brazlândia, proximidades do Poço Azul.","-47.9296989440918","-15.7797002792358","Unicata",NA,"CEN00064819","CEN00064819",NA,NA,"70570","auto","2009","08",NA,NA,NA,NA,NA,NA,"1",NA
"38","2020-09-02 16:34:58-03","Cenargen","CEN","64792","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","crucifera","Habenaria crucifera","Rchb.f. & Warm.","J. A. N. Batista","José Floriano Barêa Pastore","1450","2006","01","10",NA,"Brasil","DF","BRASILIA","RA - Lago Sul. Reserva Ecológica do IBGE, ao lado da região do Cristo Redentor.","-47.9296989440918","-15.7797002792358","Unicata",NA,"CEN00064792","CEN00064792",NA,NA,"70570","auto","2020","01",NA,NA,NA,NA,NA,NA,"1",NA
"39","2020-09-02 16:34:58-03","Cenargen","CEN","101087","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","crucifera","Habenaria crucifera","Rchb.f. & Warm.","J. A. N. Batista","João Aguiar Nogueira Batista","1826","2007","01","14",NA,"Brasil","MG","MOEDA","Serra da Moeda. Entrada para Moeda, cerca de 33 km S de B. Horizonte a partir do entroncamento do anel rod. com a BR-040. Morros a esquerda da pista em direção a Moeda, cerca de 1 km após o entrocamento com a BR-040. Lat.: 20.16263 S; Long.: 43.57290 W","-44.0527992248535","-20.3330993652344","Exsicatas","Com algum cascalho sobre a superfície. Àrea queimada durante a seca. Doação Herbário do Departamento de Botânica ICB - UFMG - Plantas do Brasil - BHCB 119503","CEN00101087","CEN00101087","1451","1451","14750","auto","2007","01",NA,NA,NA,NA,NA,NA,"1",NA
"40","2020-09-02 16:34:58-03","Cenargen","CEN","101398","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","crucifera","Habenaria crucifera","Rchb.f. & Warm.","J. A. N. Batista","João Aguiar Nogueira Batista","1823","2007","01","10",NA,"Brasil","MG","SAO ROQUE DE MINAS","Parque Nacional da Serra da Canastra, cerca de 30 km a partir da portaria princiapl de São Roque de Minas em direção a Sacramento, campos a esquerda da estrada a partir da Casca D'Anta. Lat. 20.15583 S; Long. 46.33094W.","-46.3657989501953","-20.2453002929688","Exsicatas","Área queimada durante a seca. Doação Herbário do Departamento de Botânica - ICB - UFMG. Plantas do Brasil. BHCB 119500.","CEN00101398","CEN00101398","1409","1409","57119","auto","2007","01",NA,NA,NA,NA,NA,NA,"1",NA
"41","2020-09-02 16:34:58-03","Cenargen","CEN","15087","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","crucifera","Habenaria crucifera var. brevidactyla","Rchb.f. & Warm.","J. A. N. Batista & L. B. Bianchetti","João Aguiar Nogueira Batista","11","1989","11","05",NA,"Brasil","DF","BRASILIA","Guará. Campo graminoso com mata de galeria adjacente.","-47.9296989440918","-15.7797002792358","Exsicatas",NA,"CEN00015087","CEN00015087",NA,NA,"70570","auto","2009","12",NA,NA,NA,"var. brevidactyla",NA,NA,"1",NA
"42","2020-09-02 16:34:58-03","Cenargen","CEN","73378","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","crucifera","Habenaria crucifera var. brevidactyla","Rchb.f. & Warm.","J. A. N. Batista & L. B. Bianchetti","João Aguiar Nogueira Batista","1545","2005","01","02",NA,"Brasil","DF","BRASILIA","RA-III (Taguatinga), Área de Proteção de manancial Currais e Pedra, Floresta Nacional. Na altura do Setor de Oficinas de Taguatinga Norte. Área de campo entre o Córrego Currais e a BR-070.","-47.9296989440918","-15.7797002792358","Exsicatas","ISOTYPUS. Erva terrestre, em campo limpo seco com murundus. Área queimada durante a seca. Observado alguns exemplares esparsos. Em final de floração. Flor toda verde. Sépalas com a margem discretamente esbranquiçadas. Pétalas e labelo verde pouco mais claro com a base esbranquiçada. Coluna verde; anteras branco-amareladas, aurículos ligeramente translúcidos. Doação Flora do Brasil - Distrito Federal-Taguatinga.","CEN00073378","CEN00073378",NA,NA,"70570","auto","2009","12",NA,NA,NA,"var. brevidactyla","ISOTYPUS",NA,"2",NA
"43","2020-09-02 16:34:58-03","Cenargen","CEN","25438","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","crucifera","Habenaria crucifera var. brevidactyla","Rchb.f. & Warm.","J. A. N. Batista & L. B. Bianchetti","João Aguiar Nogueira Batista","636","1996","12","24",NA,"Brasil","DF","BRASILIA","Reserva Ecológica do Guará.","-47.9296989440918","-15.7797002792358","Exsicatas","Área queimada durante a seca. Flores passando para tons mais claros à medida que envelhecem.&nf;Doação Flora do Brasil - Brasília - Distrito Federal.","CEN00025438","CEN00025438",NA,NA,"70570","auto","2010","03",NA,NA,NA,"var. brevidactyla",NA,NA,"1",NA
"44","2020-09-02 16:34:58-03","Cenargen","CEN","100426","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","crucifera","Habenaria crucifera var. brevidactyla","Rchb.f. & Warm.","L. B. Bianchetti","Glocimar Pereira-Silva","16788","2016","04","16",NA,"Brasil","MG","CABECEIRA GRANDE","MG 2625 Brasília/Cabeceira Grande, cerca de 115 km. Cerca de 2 km a nordeste da ponte sobre o lago da UHE Queimados.","-47.0905990600586","-16.0296993255615","Exsicatas","Área de campo limpo.","CEN00100426","CEN00100426","990","990","31320","auto","2016","05",NA,NA,NA,"var. brevidactyla",NA,NA,"2",NA
