"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag"
"11","2021-03-15 16:37:00-03","NY","NYBG","3983000","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","H. H. Smith","2230","1898",NA,NA,"South America","Colombia",NA,NA,"Santa Marta. Sierra del Libano.",NA,NA,"1676","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279428' target='other'> <mi>dwc_moreinfo</mi></a>","NY03983000","NY03983000_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3982985","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","L. J. Dorr","5609","1988","06","19","South America","Venezuela","Mérida","Rangel","Cuenca de del Qba. de La Mitisús. Selva nublada. Parque Nacional Sierra Nevada.",NA,NA,"2400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279413' target='other'> <mi>dwc_moreinfo</mi></a>","NY03982985",NA,NA,"2750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","3982974","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","I. L. Wiggins","10466","1944","07","26","South America","Ecuador","Imbabura",NA,"Vicinity of Laguna de la Virgen, on ridge just south of Río Clavadero, east of Cayambe Peak.",NA,NA,"2667","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279402' target='other'> <mi>dwc_moreinfo</mi></a>","NY03982974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","3982992","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","H. H. Smith","2230","1898",NA,NA,"South America","Colombia",NA,NA,"Santa Marta. Sierra del Libano.",NA,NA,"1676","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279420' target='other'> <mi>dwc_moreinfo</mi></a>","NY03982992","NY03982992_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","3983004","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","M. Bang","S.N.",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279432' target='other'> <mi>dwc_moreinfo</mi></a>","NY03983004","NY03983004_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","3982998","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","J. A. Steyermark","1177","1955","02","27","South America","Venezuela",NA,NA,"Chimantá Massif. Torono-tepuí. Northwest-facing forested slopes between Summit Camp and base of escarpment.",NA,NA,"1880","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279426' target='other'> <mi>dwc_moreinfo</mi></a>","NY03982998","NY03982998_01",NA,"1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","3982972","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","W. Jameson","135",NA,NA,NA,"South America","Ecuador",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279400' target='other'> <mi>dwc_moreinfo</mi></a>","NY03982972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","3983002","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","R. S. Williams","1169","1902","08","25","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,"1524","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279430' target='other'> <mi>dwc_moreinfo</mi></a>","NY03983002","NY03983002_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","3983001","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","H. H. Smith","2437","1898","08","22","South America","Colombia",NA,NA,"Santa Marta. The Cerro de Onaca.",NA,NA,"1981","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279429' target='other'> <mi>dwc_moreinfo</mi></a>","NY03983001","NY03983001_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","3982996","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","J. A. Steyermark","118283","1979","07","22","South America","Venezuela","Táchira",NA,"Wet forested slopes along Quebrada Agua Azul, over slate-shale substrate, south of El Reposo, 14 km SE of Delicias.","-72.4","7.52","2150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279424' target='other'> <mi>dwc_moreinfo</mi></a>","NY03982996","NY03982996_01",NA,"2300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","3982955","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","F. J. Ortega Mendoza","2231","1984","11","22","South America","Venezuela","Trujillo",NA,"Dtto. Boconó. Guaramacal.",NA,NA,"2500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279383' target='other'> <mi>dwc_moreinfo</mi></a>","NY03982955",NA,NA,"3000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","3982995","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","A. Fendler","209",NA,NA,NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279423' target='other'> <mi>dwc_moreinfo</mi></a>","NY03982995","NY03982995_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","3982991","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","E. P. Killip","6785","1922","06","11","South America","Colombia","Cauca",NA,"Canaan, Mt. Purace. Cordillera Central.",NA,NA,"2800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279419' target='other'> <mi>dwc_moreinfo</mi></a>","NY03982991","NY03982991_01",NA,"3100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","3982980","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","B. Øllgaard","9202","1976","09","01","South America","Ecuador","Pastaza","Mera","Road and muletracks to approx. 4 km N of the village (along Río San Jorge and Río Tigre).","-77.88","-1.58","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279408' target='other'> <mi>dwc_moreinfo</mi></a>","NY03982980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","3982997","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","J. A. Steyermark","55445","1944","02","11","South America","Venezuela","Lara",NA,"Between Buenos Aires and Páramo de las Rosas,",NA,NA,"2285","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279425' target='other'> <mi>dwc_moreinfo</mi></a>","NY03982997","NY03982997_01",NA,"3290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","3982982","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","J. M. Beitel","85142","1985","02","03","South America","Venezuela","Amazonas",NA,"Dpto. Rio Negro. Cerro de la Neblina Expedition. Camp VII: Cerro de la Neblina, 5.1 m NE Pico Phelps (=Nebina) (21.5 km E Neblína Base Camp), up new trail from hellport (at 1850 m level) to steep, east-facing escarpment of west wall of valley, top of steep east-facing ridge along trail.","-65.9694","0.8444","1950","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279410' target='other'> <mi>dwc_moreinfo</mi></a>","NY03982982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","3982993","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","H. F. Pittier","9489","1921",NA,NA,"South America","Venezuela","Distrito Capital",NA,"Between El Aguacatal and Alto del Cogollal.",NA,NA,"1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279421' target='other'> <mi>dwc_moreinfo</mi></a>","NY03982993","NY03982993_01",NA,"2150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3982965","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","W. D. Rodríguez-Duque","4534","2004","01","22","South America","Colombia","Antioquia",NA,"Mpio: Anorí. Vereda Madre Seca, quebrada Pilones, sector Juanico.","-75.05","7.28339","610","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279393' target='other'> <mi>dwc_moreinfo</mi></a>","NY03982965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","3982959","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","M. A. Sundue","1156","2006","12","16","South America","Ecuador","Loja",NA,"P.N. Podocarpus, Cajunuma park entrance, approx. 5 km E of the Loja-Vilcabomba Rd., along sendero al mirador.","-79.17536","-4.11253","2500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279387' target='other'> <mi>dwc_moreinfo</mi></a>","NY03982959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","3982956","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","H. H. van der Werff","18595","2003","07","18","South America","Peru","Pasco","Oxapampa","San Alberto","-75.35","-10.53","2400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279384' target='other'> <mi>dwc_moreinfo</mi></a>","NY03982956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","3983003","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","H. F. Pittier","9999","1921","12","26","South America","Venezuela","Aragua",NA,"Colonia Tovar and vicinity.","-67.285166","10.407772","1700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279431' target='other'> <mi>dwc_moreinfo</mi></a>","NY03983003","NY03983003_01",NA,"2300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","3982968","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","R. Duno de Stefano","1489","2001","01","11","South America","Venezuela","Lara",NA,"Parque Nacional Dinira; Quebrada Las Lajitas (sistema de tres quebradas sobre lajas), en la vertiente larense del Pico de Cendé.","-70.095","9.5517","2600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279396' target='other'> <mi>dwc_moreinfo</mi></a>","NY03982968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","3982963","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","A. Allart","300","1924","12",NA,"South America","Venezuela",NA,NA,"Colonia Tovar",NA,NA,"1800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279391' target='other'> <mi>dwc_moreinfo</mi></a>","NY03982963",NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","3982999","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","R. S. Williams","1168","1902","07","30","South America","Bolivia",NA,NA,"Santa Anna",NA,NA,"1676","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279427' target='other'> <mi>dwc_moreinfo</mi></a>","NY03982999","NY03982999_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","3982975","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","J. A. Steyermark","61694","1945","03","21","South America","Venezuela","Anzoátegui",NA,"Cloud forest on wooded summit of Cerro Peonía (Cerro Los Pajaritos), above Santa Cruz, headwaters of Río Manantiales, east of Bergantín.",NA,NA,"2350","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279403' target='other'> <mi>dwc_moreinfo</mi></a>","NY03982975","NY03982975_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","02577691","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","G. H. H. Tate","465","1927","12","01","South America","Guyana",NA,NA,"British Guiana. Mt. Roraima: on the Ledge above Rondon Camp.",NA,NA,"2103","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2832406' target='other'> <mi>dwc_moreinfo</mi></a>","NY02577691","NY02577691_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","03982954","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","M. A. Sundue","776","2003","08","02","South America","Bolivia","Santa Cruz","Manuel María Caballero","1.5 km down from Empalme (on Comarapa-Cochabamba highway) on road to Khara Huasi.","-64.7033","-17.83","2475","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279375' target='other'> <mi>dwc_moreinfo</mi></a>","NY03982954","NY03982954_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","3982957","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","R. Núñez C.","561","2004","03","24","South America","Bolivia","Santa Cruz","Manuel María Caballero","Bosque Yungueño","-64.7014","-17.8367","2450","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279385' target='other'> <mi>dwc_moreinfo</mi></a>","NY03982957","NY03982957_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","3982961","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","R. Núñez C.","561","2004","03","24","South America","Bolivia","Santa Cruz","Manuel María Caballero","Bosque Yungueño","-64.7014","-17.8367","2450","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279389' target='other'> <mi>dwc_moreinfo</mi></a>","NY03982961","NY03982961_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","3982960","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","R. Núñez C.","466","2003","11","28","South America","Bolivia","Santa Cruz","Manuel María Caballero","Punar Yungueño. Siberia, colecta a 27 km de Comarapa","-64.6925","-17.8275","2498","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279388' target='other'> <mi>dwc_moreinfo</mi></a>","NY03982960","NY03982960_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","3982962","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","L. Arroyo P.","2782","2004","04","11","South America","Bolivia","Santa Cruz","Manuel María Caballero","Siberia, entre El Empalme y Locotal","-64.6917","-17.8439","2100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279390' target='other'> <mi>dwc_moreinfo</mi></a>","NY03982962","NY03982962_01",NA,"2850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","3982964","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Alansmia","senilis","Alansmia senilis","(Fée) Moguel & M.Kessler","M. A. Sundue","873","2003","08","07","South America","Bolivia","Santa Cruz","Manuel María Caballero","Along the Comarapa-Cochabamba highway, 2.5 km (by road) NE of El Empalme, 12.5 km (by road) NW of Torrecillas","-64.6883","-17.825","2520","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4279392' target='other'> <mi>dwc_moreinfo</mi></a>","NY03982964","NY03982964_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:50:55-03","EAO","IAN","44004","PreservedSpecimen","Plantae","Fern",NA,"Grammitidaceae","Alansmia","senilis","Alansmia senilis","(Feé) Miguel & M.Kessler","Drew, WB","170","1944","05","12","Southern America","Equador",NA,NA,"Cordillera Oriental. Prov. Imbabura. Alegria, East of Volcan de Cayambe. On soil under cliff.",NA,NA,"9800",NA,NA,"IAN044004",NA,"Góes-Neto, LAA","9800","2011","09","26",NA,NA,NA,NA,NA,NA,NA,NA,NA
