"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","continentOcean","preparationType","barcode","imagecode","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"18","2021-03-15 16:37:00-03","NY","NYBG","559527","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","oreophila","Peperomia oreophila","Henschen","R. Callejas Posada",NA,NA,NA,"R. M. Harley","26166","1988","11","16","Brazil","Bahia","Rio de Contas","Pico das Almas. Vertente leste. Subida do pico do Campo do Queiroz","-41.97","-13.53",NA,NA,NA,"1825","1825","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=70603' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00559527","NY00559527_01",NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","559526","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","oreophila","Peperomia oreophila","Henschen","R. Callejas Posada",NA,NA,NA,"R. M. Harley","22790","1980","05","30","Brazil","Bahia","Morro do Chapéu","Morro do Chapeu, ca. 8 km SW of the town of Morro do Cahpeu to the west of the road to Utinga. D6","-41.2","-11.58",NA,NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=70598' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00559526","NY00559526_01",NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00559538","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","oreophila","Peperomia oreophila","Henschen","T. G. Yuncker",NA,NA,NA,"A. F. C. P. Saint-Hilaire","s.n.","1816",NA,NA,"Brazil","Minas Gerais",NA,"Ad Duro Branco, in paludosis [=In paludosis ad Ouro Branco, Minas Gerais]",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=70607' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00559538","NY00559538_01",NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00956987","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","oreophila","Peperomia oreophila","Henschen",NA,NA,NA,NA,"C. W. Mosén","1031","1873","12","10","Brazil","Minas Gerais","Caldas","Caldas.","-46.3858","-21.9236",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084129' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00956987","NY00956987_01",NA,NA,NA,NA,NA
"22","2020-02-08 10:10:14-03","NBC","NL-BOTANY","U.1464946","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","oreophila","Peperomia oreophila","Henschen",NA,NA,NA,NA,"Harley RM; et al.",NA,"1974","01","23","Brazil",NA,NA,"Brazil: Estado de Bahia, Serra do Rio de Contas, upper caldeira on slopes of the Pico das Almas, in soil pockets among rocks, Ca. 25km W.N.W. of the town of Rio de Contas.","-41.916667","-13.533333","-41.916667","-13.533333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1464946 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,"NL-U1464946","NL-U1464946","Magnoliopsidae",NA,NA,NA,NA
"23","2020-02-08 10:10:14-03","NBC","NL-BOTANY","U.1464947","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","oreophila","Peperomia oreophila","Henschen",NA,NA,NA,NA,"Harley RM; et al.",NA,"1977","03","19","Brazil",NA,NA,"Brazil: Estado da Bahia, Serra das Almas, Middle & Upper slopes of the Pico das Almas, ca. 25km WNW of the Vila do Rio do Contas.","-41.95","-13.55","-41.95","-13.55",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1464947 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,"NL-U1464947","NL-U1464947","Magnoliopsidae",NA,NA,NA,NA
"24","2020-02-08 10:10:14-03","NBC","NL-BOTANY","U.1464948","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","oreophila","Peperomia oreophila","Henschen",NA,NA,NA,NA,"Harley RM; et al.",NA,"1980","05","24","Brazil",NA,NA,"Brazil: Estado da Bahia, Serras dos Lençois, Middle and upper slopes of Pai Inácio ca. 15 km N.W. of Lençois, just N. of the main Seabra-Itaberaba road, Município of Palmeiras.","-41.466667","-12.45","-41.466667","-12.45",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1464948 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,"NL-U1464948","NL-U1464948","Magnoliopsidae",NA,NA,NA,NA
"25","2020-02-08 10:10:14-03","NBC","NL-BOTANY","U.1464949","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","oreophila","Peperomia oreophila","Henschen",NA,NA,NA,NA,"Harley RM; et al.",NA,"1980","05","30","Brazil",NA,NA,"Brazil: Estado da Bahia, Morro do Chapeu, Summit of Morro do Chapeu, ca. 8 km SW of the town of Morro do Chapeu to the west of the road to Utinga.","-41.2","-11.583333","-41.2","-11.583333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1464949 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,"NL-U1464949","NL-U1464949","Magnoliopsidae",NA,NA,NA,NA
"26","2020-11-04 12:18:04-03","ESALQ","ESA","90387","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Piperaceae","Peperomia","oreophila","Peperomia oreophila","Henschen","Guimarães, E.F.",NA,NA,NA,"Paula-Souza, J.; Ferrucci, M.S.; Duarte, A.R.; Rando, J.G.; Tsuji, R.","4781.0","2005","01","28","Brasil","Bahia","Morro do Chapéu","Estrada para o Morrão (Morro do Chapéu). Ca. 13km da rodovia para Utinga, arredores da antena. Caatinga/Campo rupestre","-41.1561012268066","-11.5500001907349","-41,209,444","-11,090,833","98143","1235","1235","Erva, espigas creme","auto",NA,NA,"ESA090387","ESA090387",NA,NA,NA,NA,NA
"27","2020-12-20 21:18:50-03","UFV","VIC","5233A","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","oreophila","Peperomia oreophila","Hensch",NA,NA,NA,NA,"Costa, J.M. da","s.n.","1977","07","14","Brasil","Minas Gerais","Ibitipoca","Parque Florestal da Serra de Ibitipoca",NA,NA,NA,NA,NA,NA,NA,"Nos campos baixos, entre rochas,folhas carnosas,caule piloso,planta coletada durante estágio em Ecologia vegetal,coordenado pela UFJF no periodo de 12/19 de julho de 1977.",NA,NA,NA,"VIC05233A",NA,NA,NA,NA,NA,NA
"28","2019-11-21 14:41:36-03","UFJF","CESJ","38009","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","oreophila","Peperomia oreophila","Heusch.","E.F.Guimarães","2003",NA,NA,"F.M. Ferreira","166","2002","06","23","Brasil","Minas Gerais","Baependi","Toca dos Urubus","-44.8899993896484","-21.9589004516602",NA,NA,"29865",NA,NA,"Erva ca. 80cm, em campo rupestre. Capítulos de pardo à creme.","auto","América do Sul",NA,"CESJ038009",NA,NA,NA,NA,NA,NA
"29","2019-11-21 14:41:36-03","UFJF","CESJ","52696","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","oreophila","Peperomia oreophila","Heusch.","D. Monteiro","2009","05",NA,"D. Monteiro; M.G. Rezende; R.C.L. Elias; T.M. Machado","459","2009","01","15","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Serra da Pedra Branca.","-46.386100769043","-21.9235992431641",NA,NA,"25710",NA,NA,"Erva saxícola, sob sol. Ramos e espigas eretas, lâmina foliar crassa, discolor, nítida na face adaxial, ramos ligeiramente vináceos, espigas verde claro.","auto","América do Sul",NA,"CESJ052696",NA,NA,NA,NA,NA,NA
"30","2019-11-21 14:41:36-03","UFJF","CESJ","52777","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","oreophila","Peperomia oreophila","Heusch.","D. Monteiro","2009","05",NA,"M.G. Rezende; D. Monteiro; R.C.L. Elias; T.M. Machado","309","2009","01","16","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Serra da Pedra Branca.","-46.386100769043","-21.9235992431641",NA,NA,"25710",NA,NA,"Rupícola, heliófila, ramos e espigas eretos, lâminas crassas e discolores, espigas amarelo-esverdeado.","auto","América do Sul",NA,"CESJ052777",NA,NA,NA,NA,NA,NA
"31","2019-11-21 14:41:36-03","UFJF","CESJ","52778","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","oreophila","Peperomia oreophila","Heusch.","D. Monteiro","2009","05",NA,"M.G. Rezende; D. Monteiro; R.C.L. Elias; T.M. Machado","310","2009","01","16","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Serra da Pedra Branca.","-46.386100769043","-21.9235992431641",NA,NA,"25710",NA,NA,"Rupícola, heliófila, ramos e espigas eretos, lâminas crassas e discolores, espigas amarelo-esverdeado.","auto","América do Sul",NA,"CESJ052778",NA,NA,NA,NA,NA,NA
"32","2019-11-21 14:41:36-03","UFJF","CESJ","15264","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","oreophila","Peperomia oreophila","Heusch.","E.S.Medeiros","2004","10",NA,"L. Krieger","CESJ15264","1977","07","12","Brasil","Minas Gerais",NA,"Serra de Ibitipoca",NA,NA,NA,NA,NA,NA,NA,"Sobre arenito, folhas carnosas, pilosa. Inflorescência creme.",NA,"América do Sul",NA,"CESJ015264",NA,NA,NA,NA,NA,NA
"33","2020-06-30 18:32:43-03","UFJF","CESJ","27410","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","oreophila","Peperomia oreophila","Heusch.","E.S.Medeiros","2004","10",NA,"F.R.G. Salimena","s.n.","1993","10","13","Brasil","Minas Gerais",NA,"Parque Estadual do Ibitipoca",NA,NA,NA,NA,NA,NA,NA,"Erva em campo rupestre, entre afloramento rochoso, próximo à Lombada.",NA,"América do Sul",NA,"CESJ027410",NA,NA,NA,NA,NA,NA
"34","2019-11-21 14:41:36-03","UFJF","CESJ","58522","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","oreophila","Peperomia oreophila","Heusch.","D. Monteiro; E.F. Guimarães","2011","12",NA,"F.E. Alves; B.R.M. Bastos; F.S. Souza; L. Menini Neto; R. Ottoni; T.W.L. Fernandes","115","2011","06","23","Brasil","Minas Gerais","Olaria","Serra do Cruz, Borda de mata. 21º53'27S, 44º04'55O. 1480 m.s.m.","-44.081944","-21.890833","-44.081944","-21.890833",NA,"1480","1480","Rupícola, em afloramento rochoso, no campo rupestre.",NA,"América do Sul",NA,"CESJ058522",NA,NA,NA,NA,NA,NA
"35","2019-11-21 14:41:36-03","UFJF","CESJ","69172","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","oreophila","Peperomia oreophila","Heusch.","G.B. Oliveira","2016","10",NA,"G.B. Oliveira; J.H.C. Ribeiro","187","2016","04","28","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta Nebular, Gruta dos Fugitivos, 15-20m da entrada da gruta","-43.883056","-21.677778","-43.883056","-21.677778",NA,"1670","1670","Em solo arenoso",NA,"América do Sul",NA,"CESJ069172",NA,NA,NA,NA,NA,NA
"36","2019-11-21 14:41:36-03","UFJF","CESJ","69228","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","oreophila","Peperomia oreophila","Heusch.","G.B. Oliveira","2017","02",NA,"G.B. Oliveira; A.C.A. Pereira; R. Mello-Silva; S.G. Furtado; P.H. Cardoso","269","2016","08","23","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta Nebular, Gruta dos Fugitivos, 15-20m da entrada da gruta","-43.883056","-21.677778","-43.883056","-21.677778",NA,"1670","1670","Inflorescência esverdeada, rupícola",NA,"América do Sul",NA,"CESJ069228",NA,NA,NA,NA,NA,NA
"37","2019-11-21 14:41:36-03","UFJF","CESJ","69252","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","oreophila","Peperomia oreophila","Heusch.","G.B. Oliveira","2017","02",NA,"G.B. Oliveira; G.C. Iote","298","2016","09","26","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta Nebular, Gruta dos Fugitivos, 15-20m da entrada da gruta","-43.883056","-21.677778","-43.883056","-21.677778",NA,"1670","1670","Erva rupícola, espiga verde clara, borda da mata",NA,"América do Sul",NA,"CESJ069252",NA,NA,NA,NA,NA,NA
"38","2019-11-21 14:41:36-03","UFJF","CESJ","69339","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","oreophila","Peperomia oreophila","Heusch.","G.B. Oliveira","2017","07",NA,"G.B. Oliveira; A. Cabral; M.C.A. Mota","203","2016","06","26","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta Nebular, Gruta dos Fugitivos, 15-20m da entrada da gruta","-43.883056","-21.677778","-43.883056","-21.677778",NA,"1670","1670","Espiga esverdeada e folhas levemente discolores",NA,"América do Sul",NA,"CESJ069339",NA,NA,NA,NA,NA,NA
"39","2019-11-21 14:41:36-03","UFJF","CESJ","36936","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","oreophila","Peperomia oreophila","Heusch.","E.F.Guimarães","2003",NA,NA,"F.S. Araújo; A.S.M. Valente","202","2002","03","23","Brasil","Minas Gerais","Lima Duarte","arredores do Parque Estadual de Ibitipoca, Após o final do aceiro, na extremidade Norte do Parque.","-43.793098449707","-21.8425006866455",NA,NA,"30417",NA,NA,"Erva em campo rupestre, sobre afloramento de quartzito. Folhas tenras e espiga verde clara.","auto","América do Sul",NA,"CESJ036936",NA,NA,NA,NA,NA,NA
"40","2020-06-30 18:32:43-03","UFJF","CESJ","32770","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","oreophila","Peperomia oreophila","Heusch.","E.F.Guimarães","2008","10",NA,"F.R.G. Salimena","s.n.","2000","12","08","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,"30417",NA,NA,NA,"auto","América do Sul",NA,"CESJ032770",NA,NA,NA,NA,NA,NA
"41","2020-06-30 18:32:43-03","UFJF","CESJ","26079","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","oreophila","Peperomia oreophila","Heusch.","E.von Sohsten","2004","10",NA,"M.C. Brügger; et al.","s.n.","1991","11","30","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,"30417",NA,NA,"Sobre rochedos e nas fendas de penhascos. Folhas ligeiramente carnosas, espigs verdes muito claro.","auto","América do Sul",NA,"CESJ026079",NA,NA,NA,NA,NA,NA
"42","2020-06-30 18:32:43-03","UFJF","CESJ","25348","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","oreophila","Peperomia oreophila","Heusch.","E.S.Medeiros","2004",NA,NA,"F.R.G. Salimena","s.n.","1991","06","20","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,"30417",NA,NA,"Epífita no interior da mata.","auto","América do Sul",NA,"CESJ025348",NA,NA,NA,NA,NA,NA
"43","2020-11-09 19:01:10-03","UFJF","CESJ","24879","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","oreophila","Peperomia oreophila","Heusch.","E.S.Medeiros","2004","10",NA,"M. Eiterer; et al.","s.n.","1991","07","27","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,"30417",NA,NA,"Rupícola. Trilha para gruta dos Três Arcos. Folhas superiores translúcidas, com aproximadamente 20 cm.","auto","América do Sul",NA,"CESJ024879",NA,NA,NA,NA,NA,NA
