"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"14","2020-01-28 13:11:10-03","MCN-PUC-MINAS","HPUC-MG","ANG2137","S","Plantae",NA,NA,"Eriocaulaceae","Comanthera","elegans","Comanthera elegans",NA,"C.A.F.Júnior","Juliana Lima Passos Rezende",NA,"2013","07","07",NA,"Brasil","Minas Gerais","Serro","Campo da Bezerra","-43.3793983459473","-18.604700088501","1.2","1.2",NA,"x 657211 y 7951013. Caule dourado com tricomas na base, inflorescência branca.",NA,NA,NA,NA,NA,NA,NA,"37754","auto",NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:52:23-03","EAO","IAN","94002","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Eriocaulaceae","Paepalanthus","elegans","Paepalanthus elegans","Kunth",NA,"Glaziou, AFM","20012",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN094002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:52:26-03","EAO","IAN","89519","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Eriocaulaceae","Syngonanthus","elegans","Syngonanthus elegans","(Körn.) Ruhland",NA,"Black, GA","18613","1955","08","10","Southern America","Brasil","Pará",NA,"Maicurú, Limpo dos Alemães.",NA,NA,NA,NA,NA,NA,"IAN089519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:52:26-03","EAO","IAN","104453","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Eriocaulaceae","Syngonanthus","elegans","Syngonanthus elegans","(Körn.) Ruhland","Moldenke, HN","Magalhães, MG","1904","1942","04","05","Southern America","Brasil","Minas Gerais","Serro","Alto Pico Itambé. Com frequencia em grupos. S.Geol. Itacoloni. B.Hidr. Jequitinhonha.","-43.3793983459473","-18.604700088501",NA,NA,NA,"Herba. Flor alva.","IAN104453",NA,NA,NA,"1950",NA,NA,"37754","auto",NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:52:26-03","EAO","IAN","13885","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Eriocaulaceae","Syngonanthus","elegans","Syngonanthus elegans","(Körn.) Ruhland","Moldenke, HN","Magalhães, MG","1904","1942","05","05","Southern America","Brasil","Minas Gerais","Serro","Campo úmido, alto do Pico do Itambé. Muito frequente.","-43.3793983459473","-18.604700088501",NA,NA,NA,"Planta herbacea. Flores alvas.","IAN013885","IAN013885 IAN013885_e IAN013885_e1",NA,NA,"1950","06",NA,"37754","auto",NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:15:10-03","NBC","NL-BOTANY","L.1424912","PreservedSpecimen","Plantae",NA,"Poales","Eriocaulaceae","Comanthera","elegans","Comanthera elegans","(Bong.) Parra & Giul.",NA,"Vauthier M",NA,"1833","01","01","Southern America","Brazil",NA,NA,"Serra do Frio. ?.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1424912 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1424912","NL-L1424912",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"20","2020-02-08 10:15:10-03","NBC","NL-BOTANY","U.1278650","PreservedSpecimen","Plantae",NA,"Poales","Eriocaulaceae","Comanthera","elegans","Comanthera elegans","(Bong.) Parra & Giul.",NA,"Maguire B; Magalhaes GM; Maguire CK",NA,"1960","08","09","Southern America","Brazil",NA,NA,"Minas Gerais, Brasil. On sandstone just west of Serra, road from Concepcão to Diamantina.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1278650 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1278650","NL-U1278650",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"21","2020-02-08 10:15:10-03","NBC","NL-BOTANY","U.1278652","PreservedSpecimen","Plantae",NA,"Poales","Eriocaulaceae","Comanthera","elegans","Comanthera elegans","(Bong.) Parra & Giul.",NA,"Mexia YEJ",NA,"1931","05","02","Southern America","Brazil",NA,NA,"State of Minas Geraes. Diamantina, Serra do Rio Grande; disintegrated rock between crags.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1278652 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1278652","NL-U1278652",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"22","2020-02-08 10:15:34-03","NBC","NL-BOTANY","L.1427010","PreservedSpecimen","Plantae",NA,"Poales","Eriocaulaceae","Syngonanthus","elegans","Syngonanthus elegans","(Körn.) Ruhland",NA,"Moldenke AL; Moldenke HN",NA,"1948","09","29","Southern America","Brazil",NA,NA,"capital, São Paulo.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1427010 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1427010","NL-L1427010",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"23","2020-02-08 10:15:34-03","NBC","NL-BOTANY","U 0001817","PreservedSpecimen","Plantae",NA,"Poales","Eriocaulaceae","Syngonanthus","elegans","Syngonanthus elegans","(Körn.) Ruhland","Moldenke HN","Riedel L",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"S. da Lapa",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200001817 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0001817","NL-U0001817","isotype",NA,"1959","10","01",NA,NA,"Magnoliopsidae","400",NA,NA,NA,NA
"24","2020-02-08 10:15:34-03","NBC","NL-BOTANY","WAG.1931022","PreservedSpecimen","Plantae",NA,"Poales","Eriocaulaceae","Syngonanthus","elegans","Syngonanthus elegans elanatus","Ruhland",NA,"Hatschbach GG",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Posse, arredores, Goiás.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1931022 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1931022","NL-WAG1931022",NA,"elanatus",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"25","2020-11-04 11:06:56-03","ESALQ","ESA","120772","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Eriocaulaceae","Comanthera","elegans","Comanthera elegans","(Bong.) L.R. Parra & Giul.","Sano, P.T.","Delfini, C.","348.0","2012","05","01",NA,"Brasil","Minas Gerais","Milho Verde","BR 259, estrada de Serro para Datas, a 16km para o entroncamento para Millho Verde, proximidades da Nascente do Rio Jequitinhonha.","-43.487552","-18.57294","1049","1049",NA,"Erva, haste floral 30-40cm alt., flores brancas.","ESA120772","ESA120772",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.487552","-18.57294",NA,NA
"26","2020-11-04 11:06:56-03","ESALQ","ESA","23575","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Eriocaulaceae","Comanthera","elegans","Comanthera elegans",NA,"Andrade, E.L.","Sano, P.T. et al.",NA,"1994","03","20",NA,"Brasil","Minas Gerais","Augusto de Lima",NA,"-44.2668991088867","-18.1091995239258",NA,NA,NA,NA,"ESA023575","ESA023575",NA,NA,"2009",NA,NA,"34209","auto",NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:06:56-03","ESALQ","ESA","93850","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Eriocaulaceae","Comanthera","elegans","Comanthera elegans",NA,"Andrade, E.L.","Souza, V.C.; Souza, J.P.; Capellari Jr., L.; Scalon, V.R.","11961.0","1996","07","06",NA,"Brasil","Minas Gerais","Diamantina","16 Km de Diamantina em direção a Mendanha. Campo rupestre.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Erva; capítulos alvos.","ESA093850","ESA093850",NA,NA,"2009",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:06:56-03","ESALQ","ESA","73672","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Eriocaulaceae","Comanthera","elegans","Comanthera elegans",NA,"Andrade, E.L.","Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.","25421.0","2001","07","08",NA,"Brasil","Minas Gerais","Diamantina","Estrada entre Diamantina e Conselheiro Mata, 22 km da Estrada Diamantina - Gouveia. Afloramento rochoso (paredão) com campo arenoso adjacente.","-43.6002998352051","-18.2493991851807","1180","1180",NA,"Erva; capítulos creme.","ESA073672","ESA073672",NA,NA,"2009",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:06:56-03","ESALQ","ESA","117200","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Eriocaulaceae","Comanthera","elegans","Comanthera elegans",NA,"Sauthier, L.J.","Romão, G.O.; Souza, V.C.; Latvis, M.; Gissi, D.S.; Santinati, M.A.","2498.0","2010","04","01",NA,"Brasil","Minas Gerais","Diamantina","Estrada para Milho Verde, cerca de 20 km de Diamantina. Campo rupestre","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Erva; capítulos alvos.","ESA117200","ESA117200",NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
"30","2021-04-02 18:54:34-03","MN","R","234848","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Comanthera","elegans","Comanthera elegans","(Bong.) L.R. Parra & Giul.",NA,"Pangaio, L.; Pereira, M.C.A. & Souza, K.",NA,"2007","07","31",NA,"Brasil","Minas Gerais","Buenópolis","Região do Cuba, Lapa da Dança (Lat. 17°55#?#29#?##?#; Long. 44°14#?#23#?##?#)","-44.239722","-17.924722",NA,NA,NA,NA,"R010054471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44°14'23#?#W","17°55'29#?#S",NA,NA
"31","2021-01-14 15:27:57-03","MN","R","236107","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Comanthera","elegans","Comanthera elegans","(Bong.) L.R. Parra & Giul.","Silva, R.R.","Guarçoni, E.; Sartori, M.A.","721","2004","06","15",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral. Pedra Alta.","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"R010062315,R010062316",NA,NA,NA,"2004","07","21","37503","auto",NA,NA,NA,NA,NA,NA
"32","2021-01-14 15:27:58-03","MN","R","230120","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","elegans","Syngonanthus elegans","(Bong.) Ruhland","Alves, R.J.V.","Alves, R.J.V.; Eleutério, J.C.","5173","1996","06","13",NA,"Brasil","Minas Gerais","Minas Gerais","Serra do Caraça, Gruta do Padre Caio.",NA,NA,NA,NA,NA,NA,"R010031797,R010031798,R010031799",NA,NA,NA,"1996","06","13",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-01-14 15:27:58-03","MN","R","230115","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","elegans","Syngonanthus elegans","(Bong.) Ruhland","Alves, R.J.V.","Alves, R.J.V.; Gusmão, L.C. & Eleutério, J.C.","5050","1996","06","04",NA,"Brasil","Minas Gerais","Tiradentes","Serra de São José, Bouder Zone, no pé da Caverna M do Baú.","-44.1781005859375","-21.1103000640869",NA,NA,NA,NA,"R010031784,R010031785,R010031786",NA,NA,NA,"1996","06","04","10355","auto",NA,NA,NA,NA,NA,NA
"34","2016-02-02 14:38:09-02","BGBM","B","B 10 0250299","S","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","elegans","Syngonanthus elegans","Ruhland",NA,"L. Riedel",NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,"S. da Lapa.",NA,NA,NA,NA,NA,"H. H. Petrop.; type determination Parra, 2001: isotype, probably; Paepalanthus elegans Kunth <a href=http://herbarium.bgbm.org/object/B100250299 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100250299","B100250299","type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-20 21:16:53-03","UFV","VIC","6030","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Comanthera","elegans","Comanthera elegans","(Bong.) L.R. Parra & Giul.","Watanabe, M.","Silva, J.B.","584","1972","04","12",NA,"Brasil","Minas Gerais","Datas","Canudinho","-43.6557998657227","-18.4456005096436",NA,NA,NA,"Erva cespitosa, até 40 cm. De altura, capítulos alvos, base da bainha com pelos dourados, muito frequente em afloramento de arenito","VIC006030","VIC006030",NA,NA,"2010","11","24","23532","auto",NA,NA,NA,NA,NA,NA
"36","2020-12-20 21:16:53-03","UFV","VIC","3258","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Comanthera","elegans","Comanthera elegans","(Bong.) L.R. Parra & Giul.","Watanabe, M.","Ynes Mexia","5735","1931","05","02",NA,"Brasil","Minas Gerais","Diamantina","Serra do Rio Grande, disintegrated rock between crags.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Herb, in small colonies; white flower, involucre yellow. Common; sold in bunches for everlasting. #?#Sempreviva#?#","VIC003258","VIC003258",NA,NA,"2010","11","24","101169","auto",NA,NA,NA,NA,NA,NA
"37","2020-02-18 09:32:02-03","UNICAMP","UEC","39384","S","Plantae","Liliopsida",NA,"Eriocaulaceae","Comanthera","elegans","Comanthera elegans","(Bong.) L.R.Parra & Giul.","Trovó, MLO; Echternacht, LA","Leitão Filho, HF; Martins, FR; Semir, J; Tamashiro, JY","17245","1985","06","03",NA,"Brazil","Minas Gerais",NA,"Estrada Diamantina km 98.",NA,NA,NA,NA,NA,"Erva, flores brancas, 40 cm de altura.","UEC075397","UEC075397",NA,NA,"2009","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-02-18 09:32:02-03","UNICAMP","UEC","40091","S","Plantae","Liliopsida",NA,"Eriocaulaceae","Comanthera","elegans","Comanthera elegans","(Bong.) L.R.Parra & Giul.","Trovó, MLO; Echternacht, LA","Martins, FR; Leitão Filho, HF; Semir, J; Tamashiro, JY","17309","1985","06","04",NA,"Brazil","Minas Gerais",NA,"Estrada Conselheiro da Mata, Campo rupestre entre pedras.",NA,NA,NA,NA,NA,"Plantas crescendo em locais arenosos.","UEC075398","UEC075398",NA,NA,"2009","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:19:44-03","UNICAMP","UEC","156710","S","Plantae","Liliopsida",NA,"Eriocaulaceae","Comanthera","elegans","Comanthera elegans","(Bong.) L.R.Parra & Giul.","Sauthier, LJ","Rosa, PO; Souza, KMO; Silva, L; Cunha, MJR; Carvalho, MS","1227","2008","09","23",NA,"Brazil","Minas Gerais","Diamantina","Estrada Gouveia-Curvelo, ca. 15km de Gouveia.","-43.835278","-18.560278","1057","1057",NA,"Herbácea ca. 0,6m. Brácteas creme.; Campo Rupestre.","UEC008391","UEC008391",NA,NA,"2018","05",NA,NA,NA,NA,NA,"-43.835278","-18.560278",NA,NA
"40","2021-01-29 12:45:34-03","UNICAMP","UEC","39204","S","Plantae","Liliopsida",NA,"Eriocaulaceae","Comanthera","elegans","Comanthera elegans","(Bong.) L.R.Parra & Giul.","Trovó, MLO; Echternacht, LA","Leitão Filho, HF; Martins, FR; Semir, J; Tamashiro, JY","17221","1985","06","03",NA,"Brazil","Minas Gerais","Gouveia","Estrada Diamantina km 98.","-43.88075","-18.425694",NA,NA,NA,"Planta crescendo em locais arenosos úmido, capítulos cremes.","UEC075395","UEC075395",NA,NA,"2009","08",NA,NA,NA,NA,NA,"-43.88075","-18.425694",NA,NA
"41","2021-03-01 16:19:48-03","UNICAMP","UEC","156008","S","Plantae","Liliopsida",NA,"Eriocaulaceae","Syngonanthus","elegans","Syngonanthus elegans","Ruhland",NA,"Scatena, VL; Sano, PT; Coan, AI; Eichemberg, MT; Gallo, LW; Alves, P; Ferreira, M","380","2010","05","24",NA,"Brazil","Minas Gerais","Diamantina","Estrada que liga Diamantina a Biri-Biri.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Solo arenoso. Cerrado, campo rupestre.","UEC076690","UEC076690",NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
"42","2019-11-06 09:55:05-03","UFOP","OUPR","5306","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Comanthera","elegans","Comanthera elegans","(Bong.) L.R.Parra & Giul.","Watanabe, M.T.C.","Lisboa, M.A.","s.n.","1973","06","27",NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,"2010","11","11","44599","auto",NA,NA,NA,NA,NA,NA
"43","2019-11-06 09:55:05-03","UFOP","OUPR","13367","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Comanthera","elegans","Comanthera elegans","(Bong.) L.R.Parra & Giul.","Watanabe, M.T.C.","Badini, J.","s.n.","1974","06","21",NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Em campo. Erva. Flores brancas",NA,NA,NA,NA,"2010","11","11","44599","auto",NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:23:42-03","MBM","MBM","22352","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","elegans","Syngonanthus elegans","(Bong.) Ruhland","Moldenke, H.N.","Hatschbach, G.","30210","1972","08","12","Southern America","Brazil","Minas Gerais","Diamantina","Conselheiro Mata","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM022352","MBM022352",NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:23:42-03","MBM","MBM","282735","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","elegans","Syngonanthus elegans","(Bong.) Ruhland",NA,"Stehmann, J.R.; et al.; et al.","2859","2001","02","13","Southern America","Brazil","Minas Gerais","Diamantina","COPASA","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM282735","MBM282735",NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:23:42-03","MBM","MBM","152222","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","elegans","Syngonanthus elegans","(Bong.) Ruhland","Giulietti, A.M.","Giulietti, A.M.","92280","1980","04","03","Southern America","Brazil","Minas Gerais","Diamantina","Estrada Corinto - Conceição da Mata","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM152222","MBM152222",NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
