"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","infraspecificEpithet","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","typeStatus"
"18","2021-03-15 16:37:00-03","NY","NYBG","2172127","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","W. A. Ducke","1949","07","30","South America","Brazil","sheet",NA,"Cultivada. Procedente do Purús. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319857' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172127","Magnoliophyta","Rosales","Ruiz & Pav.",NA,"s.n.","Pará","Belém","Museu Goeldi.","-48.4765479","-1.4534887","NY02172127_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","2172136","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","G. T. Prance","1971","02","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319895' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172136","Magnoliophyta","Rosales","Ruiz & Pav.",NA,"10488","Roraima",NA,"Between Maitá Mountains-Maitá Indian village","-63.466667","3.25","NY02172136_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","869150","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","M. G. da Silva","1979","01","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030725' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869150","Magnoliophyta","Rosales","Ruiz & Pav.","M. G. da Silva","4269","Mato Grosso","Juína","Aripuanã km 238 da BR 174 Nucleo Juina, area Urbana.","-58.7408","-11.3783","NY00869150_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","2172130","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","R. de Lemos Fróes","1941","06","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319876' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172130","Magnoliophyta","Rosales","Ruiz & Pav.",NA,"132","Amazonas",NA,"Basin of Rio Solimões, Igarapé do Maruja.",NA,NA,"NY02172130_01 NY02172130_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1488096","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","S. M. Figueiredo","2012","06","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2494443' target='other'> <mi>dwc_moreinfo</mi></a>","NY01488096","Magnoliophyta","Rosales","Ruiz & Pav.","Determiner unspecified","34","Acre","Senador Guiomard","Rodovia BR 364, Km 40, UPA 01 do Plano de Manejo Florestal da Fazenda Iquiri.","-67.499036","-10.078833",NA,"171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1488097","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","S. M. Figueiredo","2012","08","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2494444' target='other'> <mi>dwc_moreinfo</mi></a>","NY01488097","Magnoliophyta","Rosales","Ruiz & Pav.","Determiner unspecified","37","Acre","Sena Madureira","Rodovia BR 364, Km 95, UPA 01 do Plano de Manejo Florestal da Fazenda Uberaba.","-68.511078","-9.421667",NA,"247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","869154","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","B. A. Krukoff","1931","11",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030737' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869154","Magnoliophyta","Rosales","Ruiz & Pav.","P. C. Standley","1450","Rondônia",NA,"Near Tabajara, upper Machado River region.","-62.0803","-8.9203","NY00869154_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","2172123","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","B. A. Krukoff","1934","09","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319853' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172123","Magnoliophyta","Rosales","Ruiz & Pav.",NA,"6327","Amazonas","Humaitá","Basin of Rio Madeira; near Tres Casas.","-62.6839542","-6.9876421","NY02172123_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","2172139","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","W. A. Ducke","1942","06","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319898' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172139","Magnoliophyta","Rosales","Ruiz & Pav.",NA,"948","Pará","Belém","In horto Musaei culta (e Rio Ucryali, Peru).","-48.5043983459473","-1.4558299779892","NY02172139_01",NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","2172138","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","M. A. de Freitas","1990","09","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319897' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172138","Magnoliophyta","Rosales","Ruiz & Pav.",NA,"115","Amazonas",NA,"Distrito Agropecuário, Reserva 1501 (Km 41) do Smithsonian/INPA - Projeto Dinâmica Biológica dos Fragmentos Florestais.","-59.74583","-2.41625","NY02172138_01","50","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","2172137","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","W. A. Archer","1942","10","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319896' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172137","Magnoliophyta","Rosales","Ruiz & Pav.",NA,"7720","Pará",NA,"Jardim Botanico do Museu Goeldi.","-48.4765479","-1.4534887","NY02172137_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","2172122","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","R. de Lemos Fróes","1941","12","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319852' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172122","Magnoliophyta","Rosales","Ruiz & Pav.",NA,"410","Amazonas","São Gabriel da Cachoeira","Basin of Rio Negro. Yuco; Rio Xie.","-67.2435808","1.7230488","NY02172122_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","2172143","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","A. P. Duarte","1961","08","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319904' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172143","Magnoliophyta","Rosales","Ruiz & Pav.",NA,"5969","Bahia","Porto Seguro","Entre Ajuda e Porto Seguro.","-39.0717334","-16.4673861","NY02172143_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","865297","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","B. Nelson","1980","10","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937746' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865297","Magnoliophyta","Rosales","Ruiz & Pav.","C. C. Berg","719","Acre",NA,"Estrada Rio Branco/Brasileia, km 42.","-67.83","-10","NY00865297_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","865296","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","C. A. Cid Ferreira","1980","10","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937744' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865296","Magnoliophyta","Rosales","Ruiz & Pav.","C. C. Berg","2648","Acre","Sena Madureira","Estrada de Bonsucesso Km 7, mata da margem esquerda do Rio Caeté.","-68.6567","-9.0658","NY00865296_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","865298","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","D. C. Daly","1993","10","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=103056' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865298","Magnoliophyta","Rosales","Ruiz & Pav.","C. C. Berg","7838","Acre","Sena Madureira","Basin of Rio Purus, Rio Iaco, right bank, Nova Olinda, between Igarapé Santo Antõnio and Ig. Boa Esperança","-69.22","-10.12","NY00865298_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","865300","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","C. L. S. Pereira","1990","09","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937750' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865300","Magnoliophyta","Rosales","Ruiz & Pav.","C. C. Berg","30","Acre",NA,"BR 317 Km 65, Area de Estudos Florestais da FUNTAC.","-67.75","-10.5","NY00865300_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1416363","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","H. Medeiros","2010","05","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412557' target='other'> <mi>dwc_moreinfo</mi></a>","NY01416363","Magnoliophyta","Rosales","Ruiz & Pav.","C. C. Berg","604","Acre","Xapuri","Seringal Cachoeira, BR 317, ramal Cachoeira 16km ao longo do ramal.","-68.2317","-10.9303",NA,"258","258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","865302","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","B. A. Krukoff",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937757' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865302","Magnoliophyta","Rosales","Ruiz & Pav.","P. C. Standley","5380","Acre",NA,"Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).","-69","-9.33","NY00865302_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","2172133","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","P. A. C. L. Assunção","1995","02","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319892' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172133","Magnoliophyta","Rosales","Ruiz & Pav.",NA,"181","Amazonas",NA,"Estrada de Acesso, onde corta plantio de pau-rosa.","-59.966667","-2.883333","NY02172133_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","2172145","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","B. A. Krukoff","1933","07","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319906' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172145","Magnoliophyta","Rosales","Ruiz & Pav.",NA,"5173","Amazonas",NA,"Basin of Rio Jurua. near mouth of Rio Embira (tributary of Rio Tarauaca).","-70.25","-7.5","NY02172145_01 NY02172145_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","02858881","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","D. da Silva Costa","2012","07","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704966' target='other'> <mi>dwc_moreinfo</mi></a>","NY02858881","Magnoliophyta","Rosales","Ruiz & Pav.","E. C. Oliveira","15","Acre","Xapuri","Projeto de Assentamento Cachoeira, BR 317, km 16, Colocação do Sr. Nilsomar, alto duro,","-68.389556","-10.822328","NY02858881_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","02172148","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","C. A. Cid Ferreira","1986","10","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319919' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172148","Magnoliophyta","Rosales","Ruiz & Pav.",NA,"8405","Amazonas","Fonte Boa","Rio Solimoes, margem direita, lago do Aura.","-65.5","-2.616667","NY02172148_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","2172126","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","G. T. Prance","1974","10","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319856' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172126","Magnoliophyta","Rosales","Ruiz & Pav.",NA,"22889","Amazonas",NA,"BR 319, Km 380, Manaus-Porto Velho Road, 2 km south of rio Jutaí.","-62.1301103","-5.5141899","NY02172126_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","02172141","PreservedSpecimen","Plantae","Moraceae","Clarisia","racemosa","Clarisia racemosa","A. F. M. Glaziou","1894",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319902' target='other'> <mi>dwc_moreinfo</mi></a>","NY02172141","Magnoliophyta","Rosales","Ruiz & Pav.",NA,"20489","Rio de Janeiro",NA,NA,NA,NA,"NY02172141_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
